TRIFID,PRIMARY NAICS CODE,TRI_CHEM_ID,ON-SITE - RECYCLED,UNIT OF MEASURE,LOWER EFFICIENCY,LOWER EFFICIENCY OUTLIER?,Q1 - 1.5xIQR,Q1,Q2,Q3,Q3 + 1.5xIQR,UPPER EFFICIENCY,UPPER EFFICIENCY OUTLIER?,IQR,MEAN OF EFFICIENCY,CV,HIGH VARIANCE?,METHOD
55421NVSTC71439,331512,007440473,58380.0,Pounds,84.0399,NO,76.9744,86.7943,89.5701,93.3408,100.0,99.9623,NO,6.5465,91.4169,0.0616,NO,R29
66739LLCCH22MIS,325199,000067561,203003.0,Pounds,33.8907,NO,0.0,34.9783,36.1025,86.7171,100.0,99.938,NO,51.7388,63.0008,0.4576,NO,R11
32501RCHHL407SO,325211,000095636,69.0,Pounds,1.4459,NO,0.0,1.5142,1.5844,15.2658,35.8932,94.5205,YES,13.7516,19.9809,1.4633,YES,R19
97448CNTRY135EF,336213,000108883,5685.0,Pounds,26.4087,NO,18.5333,33.3785,40.7556,43.2753,58.1206,95.7877,YES,9.8968,45.18,0.4812,NO,R11
38116RCHRD1450E,339113,007440484,23931.0,Pounds,49.8916,NO,0.0,50.8345,51.7853,93.5408,100.0,99.9791,NO,42.7063,73.2868,0.3129,NO,R99
55449RRWCR16719,332813,000075092,33600.0,Pounds,49.9777,NO,13.1081,50.071,50.1642,74.7128,100.0,99.2614,NO,24.6419,66.4678,0.3489,NO,R19
28456LCPCH1INDU,325181,007439976,80169.0,Pounds,98.1717,NO,96.1004,98.3289,98.4865,99.8145,100.0,99.9913,NO,1.4856,99.0537,0.0076,NO,R30
50438ZNPRC880EA,311119,007440508,5717.0,Pounds,96.8655,NO,96.8655,96.8655,96.8655,96.8655,96.8655,96.8655,NO,0.0,96.8655,0.0,NO,R99
55350MMGMDHIGHW,322222,000110543,150000.0,Pounds,60.2385,NO,49.8297,67.2642,75.1578,78.8872,96.3217,99.807,YES,11.623,77.0318,0.1651,NO,R19
06795KLRLN856EC,325510,001330207,1.0,Pounds,0.002,NO,0.0,0.0023,0.0027,0.0119,0.0263,0.0181,NO,0.0096,0.0073,0.8707,NO,R11
63103SPNTD831SO,325510,001330207,15314.0,Pounds,37.8441,NO,0.0,42.6465,48.8438,76.5873,100.0,98.3937,NO,33.9408,58.4352,0.3142,NO,R11
49504BTZFN2029B,331511,007440473,8575.0,Pounds,91.9571,NO,90.4752,94.4904,94.4904,97.1671,100.0,97.1671,NO,2.6768,95.2757,0.0193,NO,R30
79120SRCNCHWY13,331411,007664939,227000.0,Pounds,89.8661,NO,85.5583,91.0596,92.2532,94.7272,100.0,97.2013,NO,3.6676,93.1069,0.0328,NO,R99
26836MRCNWROUTE,337110,001330207,370.0,Pounds,0.2004,NO,0.0,0.2146,0.229,1.5924,3.659,49.8652,YES,1.3778,7.7012,2.2365,YES,R11
21226DLTCH2601C,325188,000079061,33.0,Pounds,91.6667,NO,91.6667,91.6667,91.6667,91.6667,91.6667,91.6667,NO,0.0,91.6667,0.0,NO,R99
63111SPLYM300EA,325211,000100414,2714.0,Pounds,72.47,NO,51.1783,75.3643,78.3487,91.4884,100.0,99.8161,NO,16.124,84.3462,0.1204,NO,R19
65109MYTGC1535F,332117,007440508,233.0,Pounds,1.0318,NO,0.0,1.0321,1.0323,96.892,100.0,97.8992,NO,95.8599,42.2588,1.1266,YES,R99
43015GNRLC550LI,331511,007440508,70240.0,Pounds,97.9364,NO,95.8151,98.1111,98.2859,99.6418,100.0,99.9929,NO,1.5307,98.8173,0.0084,NO,R30
60609SFTYK1445W,562112,000108907,260432.0,Pounds,86.9951,NO,67.9568,87.0684,87.1418,99.8095,100.0,99.9946,NO,12.7411,92.5554,0.0685,NO,R13
67211GRDFN805EB,331511,007440508,101767.0,Pounds,98.2117,NO,97.7958,98.7344,98.9335,99.3601,100.0,99.4702,NO,0.6257,98.9721,0.0043,NO,R30
62040TRCRP12001,331491,N020,0.5,Pounds,9.0909,NO,9.0909,9.0909,9.0909,9.0909,9.0909,9.0909,NO,0.0,9.0909,0.0,NO,R30
72454MGCMPSOUTH,314129,001330207,1530.0,Pounds,8.9673,NO,0.0,9.0353,9.1033,47.4088,100.0,85.7143,NO,38.3735,34.595,1.0449,YES,R99
19601THGLD3RDAN,325510,055406536,684.0,Pounds,92.0592,NO,87.8123,92.6872,93.3151,95.9371,100.0,98.5591,NO,3.2499,94.6445,0.0297,NO,R99
92649CTNGS15541,325510,000108883,25624.0,Pounds,48.3271,NO,20.0615,49.9916,51.6561,69.945,99.8751,88.2339,NO,19.9534,62.739,0.2882,NO,R11
29836SNDZCHIGHW,325132,007664417,37462.0,Pounds,39.1252,NO,23.2507,45.9514,53.2986,61.0852,83.7858,99.9867,YES,15.1338,60.114,0.335,NO,R19
74937KNDFDHWY12,311119,N450,488.0,Pounds,66.6667,NO,53.0303,69.697,72.7273,80.8081,97.4747,88.8889,NO,11.1111,76.0943,0.1233,NO,R99
70669PPGNDCOLUM,325181,000079345,5700000.0,Pounds,70.5301,NO,29.2482,70.8897,71.25,98.6507,100.0,100.0,NO,27.761,84.855,0.1673,NO,R13
93308TXCRF6451R,324110,000108883,120.0,Pounds,0.4613,NO,0.0,0.4884,0.519,7.4074,17.7859,61.2245,YES,6.919,4.9903,1.2618,YES,R19
02184WLLST205WO,331513,007439965,24412.0,Pounds,66.2667,NO,53.8722,71.4219,76.5843,83.1217,100.0,99.9509,NO,11.6998,78.8413,0.1363,NO,R27
77028RLNCN6901C,325510,000108883,759.0,Pounds,1.7272,NO,0.0,1.9473,2.1944,8.5909,18.5564,92.2236,YES,6.6437,16.193,1.5526,YES,R99
45404BPXPL621BR,424710,000100414,17.0,Pounds,17.3469,NO,0.0,22.1429,29.3103,37.3671,60.2036,94.4444,YES,15.2243,35.0866,0.5694,NO,R19
49261MCLJC6777B,424710,000108883,1480.0,Pounds,69.4184,NO,53.978,74.1186,79.4844,87.5457,100.0,92.79,NO,13.4271,80.7173,0.102,NO,R99
47374BLDNW350NO,331491,001163195,0.5,Pounds,0.0125,NO,0.0,0.0173,0.0227,0.0347,0.0609,0.05,NO,0.0175,0.027,0.4769,NO,R99
15902JHNST545CE,331513,007439965,231314.0,Pounds,99.9978,NO,99.9978,99.9978,99.9978,99.9978,99.9978,99.9978,NO,0.0,99.9978,0.0,NO,R99
43207CPTLR324DE,325211,000050000,10568.0,Pounds,26.1532,NO,0.0,30.028,35.2466,62.5417,100.0,85.1023,NO,32.5138,46.8854,0.4154,NO,R19
49508STLCS11203,337214,000095636,120000.0,Pounds,36.5404,NO,4.1941,42.3093,50.0,67.7194,100.0,99.6645,NO,25.4101,56.7596,0.3172,NO,R11
89822NWMNT6MAIL,212221,N725,47000.0,Pounds,22.8048,NO,0.0,25.4715,28.1437,54.6502,98.4183,99.9936,YES,29.1788,50.5938,0.5952,NO,R99
32032CRNDP308OL,325510,000100414,31.0,Pounds,0.7241,NO,0.0,0.7466,0.769,5.9005,13.6315,11.032,NO,5.1539,4.1751,1.1613,YES,R99
54469VLCNMSTATE,325181,007782505,14000.0,Pounds,11.3012,NO,0.0,11.3883,11.4754,88.1779,100.0,99.9429,NO,76.7896,45.9788,0.8723,NO,R99
28214MRCNC8309W,325199,000050000,845572.0,Pounds,54.2195,NO,0.0,55.7945,57.4636,94.9917,100.0,99.5664,NO,39.1973,75.0818,0.2621,NO,R11
07631NNCMP1COLO,323111,001330207,1420.0,Pounds,32.1995,NO,0.0,34.1346,36.3171,79.4941,100.0,85.0299,NO,45.3595,54.4006,0.4339,NO,R11
60013GNRLP201JA,325510,N230,800.0,Pounds,34.7826,NO,12.0284,41.7344,51.6129,61.5385,91.2445,76.1905,NO,19.804,53.4401,0.2633,NO,R99
30260SHRWN6795S,325510,000108883,22885.0,Pounds,15.6913,NO,0.0,16.5694,17.5516,74.6461,100.0,99.6169,NO,58.0767,45.0822,0.681,NO,R99
41105RMCST4000E,324199,000100425,15.0,Pounds,9.3168,NO,0.0,9.9669,10.7143,55.6319,100.0,83.3333,NO,45.665,33.9024,0.7667,NO,R99
38109NTDPN404EM,325510,000078933,417.0,Pounds,23.7067,NO,0.0,26.1984,29.0592,59.2107,100.0,85.6263,NO,33.0123,44.1729,0.5052,NO,R99
24333WBBFRRAILR,337122,000067561,0.5,Pounds,0.0023,NO,0.0,0.0027,0.0031,0.0063,0.0116,0.0094,NO,0.0035,0.005,0.6386,NO,R19
14150NCNRG700GR,424710,000100425,19000.0,Pounds,97.4109,NO,97.0875,98.0558,98.6757,98.7013,99.6696,99.9737,YES,0.6455,98.5106,0.0083,NO,R99
53563XXNCH1012T,325613,007664417,324386.0,Pounds,98.9733,NO,98.4681,99.1686,99.3641,99.6356,100.0,99.9985,NO,0.467,99.451,0.0035,NO,R99
17331LLYRDKAREN,333992,N450,29300.0,Pounds,36.1715,NO,0.0,40.2455,44.8698,69.4288,100.0,99.9898,NO,29.1833,59.6211,0.3738,NO,R30
52722BRTNS20436,424690,000075650,71.0,Pounds,21.5152,NO,0.0,21.8168,22.1184,55.4342,100.0,88.75,NO,33.6174,44.1278,0.715,NO,R19
68410MRCNMINDUS,334514,007440508,14569.0,Pounds,49.9777,NO,0.0,49.9888,50.0,99.9177,100.0,99.9863,NO,49.9289,71.3967,0.3462,NO,R30
70079SHLLL1205R,324110,000100414,11000.0,Pounds,26.8863,NO,0.0,31.8327,37.931,53.1234,85.0594,99.882,YES,21.2907,48.3812,0.4597,NO,R99
60064BBTTL1400N,325411,000075092,1623064.0,Pounds,81.0218,NO,74.2306,85.5175,89.5026,93.0422,100.0,99.9538,NO,7.5246,89.683,0.0595,NO,R11
14094BBPLS230SO,332812,000078933,8500.0,Pounds,36.1702,NO,22.2648,44.8374,48.5714,59.8859,82.4585,70.2479,NO,15.0484,52.0623,0.2097,NO,R11
82007FRNTR2700E,324110,000091203,143.0,Pounds,17.1669,NO,0.0,19.5844,22.2395,44.2422,81.2288,88.2716,YES,24.6578,36.4759,0.6522,NO,R99
47834GRTDNUSHIG,336212,000108883,13196.0,Pounds,24.9834,NO,0.0,26.9249,28.8664,46.9341,76.9478,65.0017,NO,20.0091,39.6172,0.4548,NO,R11
53925MRCNP850WE,323111,000108883,275562.0,Pounds,50.4435,NO,43.2629,58.724,65.6641,69.0315,84.4926,92.1637,YES,10.3074,66.2546,0.1912,NO,R11
60473MCWHR192W1,325510,000078933,73321.0,Pounds,72.8453,NO,56.227,73.8722,74.8991,85.6357,100.0,96.3723,NO,11.7635,81.3722,0.1308,NO,R11
55432KRTMF7585V,331521,007440508,53404.0,Pounds,81.7537,NO,56.7177,82.1168,82.481,99.0495,100.0,99.9981,NO,16.9327,90.1776,0.0957,NO,R30
28613LCKWNPOBOX,316110,000078933,1119.0,Pounds,1.6744,NO,0.0,1.7658,1.8571,14.5466,33.718,99.5552,YES,12.7809,19.3874,1.7125,YES,R11
14150NCNRG700GR,424710,001330207,38000.0,Pounds,97.4109,NO,95.334,97.7376,98.0645,99.3399,100.0,99.9868,NO,1.6024,98.6121,0.01,NO,R99
28216BCNDS724NI,332813,007440508,16500.0,Pounds,79.1177,NO,63.0795,81.7951,84.6154,94.2722,100.0,99.9697,NO,12.4771,88.255,0.0826,NO,R30
43725CLGTP8800G,325611,000067561,8400.0,Pounds,96.8635,NO,96.387,97.7723,98.1194,98.6958,100.0,99.4083,NO,0.9235,98.1896,0.008,NO,R99
93420NCLSN2555W,324110,000110543,70.0,Pounds,0.4602,NO,0.0,0.491,0.5236,4.1359,9.6032,93.3333,YES,3.6449,14.1192,1.8538,YES,R14
80022CLRDR5800B,324110,000100414,625730.0,Pounds,99.8138,NO,99.795,99.8766,99.9056,99.931,100.0,99.9879,NO,0.0544,99.9054,0.0004,NO,R19
66111BRTNS901S6,424690,000108101,987.0,Pounds,78.8969,NO,50.0793,79.341,79.7898,98.8489,100.0,99.496,NO,19.5079,87.7946,0.1112,NO,R19
60651LLDMT4528W,331314,007429905,117000.0,Pounds,97.7035,NO,97.7035,97.7035,97.7035,97.7035,97.7035,97.7035,NO,0.0,97.7035,0.0,NO,R29
29924WSTNGPOBOX,326130,001319773,2991.0,Pounds,1.9531,NO,0.0,1.954,1.9549,48.7875,100.0,95.6202,NO,46.8335,33.1761,1.3309,YES,R99
15025RSTCH400ST,325110,000120127,17.0,Pounds,0.826,NO,0.0,1.0417,1.3209,2.5622,4.8429,94.4444,YES,1.5205,9.3186,2.1776,YES,R19
39702DVRSTYORKV,313320,000078933,560000.0,Pounds,23.3918,NO,0.0,26.3282,30.1075,67.4394,100.0,99.8663,NO,41.1112,48.0999,0.5146,NO,R11
46623SBLYM220WE,331511,007440508,12435.0,Pounds,96.0974,NO,95.6126,97.0625,97.9905,98.0292,99.4791,99.9598,YES,0.9666,97.7473,0.0125,NO,R30
32501RCHHL407SO,325211,000108883,1492.0,Pounds,1.211,NO,0.0,1.3121,1.4314,12.5987,29.5286,99.666,YES,11.2866,11.6373,1.6878,YES,R19
16127CPPRB150LI,331511,007440508,10563.0,Pounds,43.7645,NO,3.5509,43.9935,44.2226,70.9553,100.0,97.688,NO,26.9617,61.8917,0.409,NO,R29
98248RCCHR4519G,324110,000071432,460.0,Pounds,0.5288,NO,0.0,0.6374,0.7608,1.8804,3.7448,98.7124,YES,1.243,13.0476,2.1185,YES,R19
15857STMRY1939S,335991,007440508,6000.0,Pounds,6.2755,NO,0.0,6.2794,6.2834,98.1595,100.0,99.9167,NO,91.8801,49.492,0.9335,NO,R30
32809DSTNC2150W,325510,N230,23855.0,Pounds,94.5951,NO,92.558,95.6975,96.8063,97.7904,100.0,99.9832,NO,2.093,97.1708,0.0191,NO,R99
44121THGLS4321G,326199,000100425,53000.0,Pounds,44.5985,NO,34.6947,53.5185,57.9919,66.0676,84.8913,82.3045,NO,12.5491,60.581,0.1902,NO,R19
49007BRRGH3002N,337214,001330207,19499.0,Pounds,10.8263,NO,4.1652,13.7468,16.6672,20.1345,29.716,23.6017,NO,6.3877,17.0317,0.3066,NO,R11
19612CRPNT101WB,331111,007664393,58385.0,Pounds,11.7368,NO,0.0,11.7501,11.7634,54.9373,100.0,98.1112,NO,43.1872,40.5371,1.0043,YES,R40
93308TXCRF6451R,324110,000071432,220.0,Pounds,0.1808,NO,0.0,0.1819,0.183,23.2192,57.775,97.7778,YES,23.0373,14.636,1.2951,YES,R19
97058KRRMCTIEPL,321114,008001589,880000.0,Pounds,88.2559,NO,76.3789,89.4276,90.6282,98.1267,100.0,99.9773,NO,8.6991,93.7974,0.049,NO,R99
11520LRNLN272BU,325188,N230,5700.0,Pounds,17.2466,NO,0.0,17.7913,18.3622,76.5249,100.0,91.9058,NO,58.7336,45.1639,0.7082,NO,R11
48229GRTLKNO1QU,331111,000091203,10.0,Pounds,0.6112,NO,0.0,0.8298,1.0526,1.443,2.3629,62.5,YES,0.6133,9.8156,2.1915,YES,R19
01757BNJMN49SUM,325510,001330207,494.0,Pounds,76.3524,NO,61.733,77.2585,78.1646,87.6088,100.0,97.053,NO,10.3503,83.8567,0.1116,NO,R19
23607MCCMP900JE,327999,000108883,500.0,Pounds,0.2966,NO,0.2966,0.2966,0.2966,0.2966,0.2966,0.2966,NO,0.0,0.2966,0.0,NO,R11
77507KZCHM13000,325188,007664417,2716022.0,Pounds,97.5223,NO,94.8145,97.7204,97.9193,99.6577,100.0,99.8559,NO,1.9373,98.5791,0.0101,NO,R99
61068MCLC0100ES,424710,000095636,16.0,Pounds,6.1776,NO,0.0,6.2136,6.25,86.5497,100.0,94.1176,NO,80.3361,41.7246,0.9848,NO,R19
50313BRTNS1970N,424690,000091203,138.0,Pounds,35.3846,NO,0.0,35.4756,35.567,98.926,100.0,99.2806,NO,63.4504,62.7193,0.5016,NO,R19
30176SCNCM100ST,332431,N230,94518.0,Pounds,46.937,NO,28.6489,50.8731,54.8092,65.6893,87.9136,76.5694,NO,14.8162,59.4385,0.2108,NO,R11
08846MRSLN125FA,325998,000110543,26681.0,Pounds,5.0279,NO,0.0,5.1424,5.2572,53.7166,100.0,99.6117,NO,48.5741,36.9462,1.0112,YES,R11
35601DMNDWIPSCO,321114,N090,124.0,Pounds,32.7177,NO,0.0,32.9364,33.1551,64.6396,100.0,96.124,NO,31.7032,53.9989,0.5516,NO,R99
92665KZCTN434WE,325510,001330207,4160.0,Pounds,14.3607,NO,8.5601,18.6341,22.9075,25.3501,35.424,27.7926,NO,6.716,21.6869,0.256,NO,R11
02134HSTNC52CAM,424690,000107211,233000.0,Pounds,99.7859,NO,99.7591,99.8393,99.8928,99.8928,99.973,99.8928,NO,0.0535,99.8572,0.0005,NO,R99
44706THTMK1835D,332991,007440473,93000.0,Pounds,98.8289,NO,97.9533,98.83,98.831,99.4144,100.0,99.9978,NO,0.5845,99.2193,0.0055,NO,R30
48040GNSSP2701R,325211,000115071,914500.0,Pounds,16.8333,NO,0.0,16.9475,17.0628,93.3849,100.0,98.2277,NO,76.4374,50.3984,0.767,NO,R99
75670MRSHL707EV,311119,N100,3100.0,Pounds,92.5373,NO,92.5373,92.5373,92.5373,92.5373,92.5373,92.5373,NO,0.0,92.5373,0.0,NO,R99
35150STHRNHWYWA,331513,007440473,3500.0,Pounds,66.6032,NO,60.4508,72.1905,77.7778,80.017,91.7567,82.2562,NO,7.8265,75.5457,0.0871,NO,R30
02184FRMLW141CA,812320,000127184,3900.0,Pounds,50.0,NO,50.0,50.0,50.0,50.0,50.0,50.0,NO,0.0,50.0,0.0,NO,R11
04572GTPRDFRIEN,335110,007697372,50508.0,Pounds,35.638,NO,35.638,35.638,35.638,35.638,35.638,35.638,NO,0.0,35.638,0.0,NO,R99
18044SHLNDRD4IS,325188,007697372,64000.0,Pounds,45.3322,NO,0.0,46.869,48.4848,90.1727,100.0,99.7662,NO,43.3037,69.7479,0.3366,NO,R99
15215NTNLT50FRE,333518,000127184,15000.0,Pounds,52.6316,NO,32.9094,58.759,66.3717,75.9921,100.0,87.2093,NO,17.2331,67.9593,0.1712,NO,R11
39194MSSSSHIGHW,325311,007664417,300991.0,Pounds,29.9666,NO,0.0,32.6722,35.5714,68.0227,100.0,99.2201,NO,35.3505,54.5263,0.4663,NO,R99
29715RMNDSBANKS,325132,001330207,25263.0,Pounds,68.7597,NO,22.7868,68.8723,68.985,99.5959,100.0,99.996,NO,30.7236,83.2724,0.1849,NO,R11
93307KRNLRRR677,324110,000100414,71.0,Pounds,0.9307,NO,0.0,0.9559,0.9826,22.0168,53.6081,93.4211,YES,21.0609,15.9367,1.4836,YES,R19
27565BNDGN505WI,326211,N982,12000.0,Pounds,29.9745,NO,0.0,32.0122,34.2857,76.9058,100.0,99.9417,NO,44.8937,56.7661,0.4693,NO,R99
32226TLNTC8500H,336611,000071363,0.5,Pounds,0.0087,NO,0.0,0.0099,0.0113,0.0392,0.083,0.2899,YES,0.0292,0.0583,1.6368,YES,R11
35404MPRCKENDOF,324199,000071432,1983.0,Pounds,0.4388,NO,0.0,0.5337,0.6402,1.474,2.8844,33.0555,YES,0.9403,5.2221,1.8058,YES,R99
27263GRDSM2147B,325510,000078933,61200.0,Pounds,26.8935,NO,0.0,26.9739,27.0547,98.1733,100.0,99.2975,NO,71.1994,57.6486,0.6144,NO,R11
46312NTNLB5222I,332999,007429905,1000.0,Pounds,66.6667,NO,63.3333,73.3333,80.0,80.0,90.0,80.0,NO,6.6667,75.5556,0.0832,NO,R99
97321TLDYN1600O,331419,007664417,430000.0,Pounds,98.7144,NO,97.1216,98.7825,98.8506,99.8897,100.0,99.9419,NO,1.1072,99.2644,0.0056,NO,R99
02741RVRCP24NOR,331421,007439965,33372.0,Pounds,90.917,NO,80.9924,91.5366,92.1573,98.5661,100.0,99.9491,NO,7.0295,94.747,0.0397,NO,R30
48218MCLRV205MA,424710,000110543,58.0,Pounds,9.8472,NO,0.0,10.5614,11.3725,52.019,100.0,98.3051,NO,41.4576,34.0623,0.8246,NO,R14
64088SBLYG3200E,221112,N982,117442.0,Pounds,96.7556,NO,96.7556,96.7556,96.7556,96.7556,96.7556,96.7556,NO,0.0,96.7556,0.0,NO,R99
17501BRKLY405SO,325510,000067561,3672.0,Pounds,67.5621,NO,53.9031,70.4351,73.308,81.4564,97.9883,89.6047,NO,11.0213,76.8249,0.1215,NO,R11
40216LSVLL3920K,424710,001634044,13000.0,Pounds,77.6119,NO,57.0158,79.6416,81.761,94.7255,100.0,98.1132,NO,15.0839,86.6029,0.0945,NO,R99
15066DMSCSPOBOX,331513,007440473,130000.0,Pounds,98.8593,NO,98.43,99.1421,99.4264,99.6169,100.0,99.8081,NO,0.4747,99.3893,0.0031,NO,R99
48217WNSCR12500,324122,000095636,58.0,Pounds,3.2805,NO,0.5395,4.2319,5.1832,6.6934,10.3858,8.2037,NO,2.4616,5.5558,0.3649,NO,R99
90670GLBLP11831,326299,N982,4289.0,Pounds,99.9534,NO,99.9476,99.965,99.9767,99.9767,99.9942,99.9767,NO,0.0116,99.9689,0.0001,NO,R99
55422HNYWL1985D,334512,007440508,8750.0,Pounds,2.2901,NO,0.0,2.3094,2.3287,59.4372,100.0,99.2626,NO,57.1278,38.388,1.0321,YES,R28
77507KZCHM13000,325188,N495,37982.0,Pounds,87.3913,NO,70.6454,87.7671,88.1457,99.1816,100.0,99.6929,NO,11.4145,92.7325,0.0619,NO,R30
77507KZCHM13000,325188,N096,15509.0,Pounds,91.2348,NO,83.0023,92.1073,92.9908,98.1773,100.0,99.5762,NO,6.07,94.9101,0.0349,NO,R30
12125CNSLDRR20B,332999,001330207,5000.0,Pounds,18.459,NO,0.0,20.4769,22.7273,51.6661,98.4499,86.4006,NO,31.1892,38.839,0.6119,NO,R11
47610QLTYC1700N,325510,000108883,0.5,Pounds,0.0043,NO,0.0,0.0047,0.0053,0.0267,0.0597,0.0878,YES,0.022,0.0229,1.2335,YES,R12
11788NXCLL663OL,331525,007440508,770.0,Pounds,98.7179,NO,98.5587,99.0364,99.3548,99.3548,99.8325,99.3548,NO,0.3184,99.1425,0.003,NO,R29
38676DRXLCTUNIC,325320,001912249,250.0,Pounds,25.0,NO,8.3333,33.3333,33.3333,50.0,75.0,50.0,NO,16.6667,39.2857,0.2462,NO,R99
19148SHLND2801S,325211,000100425,741878.0,Pounds,89.6602,NO,79.418,90.6091,91.5698,98.0699,100.0,99.899,NO,7.4608,94.3848,0.0437,NO,R99
01561BSTWYSTERL,321114,N020,6.0,Pounds,1.2245,NO,0.0,1.2371,1.25,46.0227,100.0,54.5455,NO,44.7856,21.6485,1.1155,YES,R99
53061TCMSH1604M,333618,001330207,30371.0,Pounds,59.3972,NO,37.8024,64.135,69.1775,81.6901,100.0,97.3274,NO,17.5551,73.936,0.1713,NO,R11
52406PNFRD1001F,311221,007782505,29740.0,Pounds,99.8221,NO,99.7852,99.8607,99.8992,99.911,99.9864,99.9227,NO,0.0503,99.8814,0.0004,NO,R99
71635GRGPCPAPER,322110,007782505,9314.0,Pounds,2.184,NO,0.0,2.1954,2.2067,68.5052,100.0,97.6106,NO,66.3099,34.7718,1.1122,YES,R99
27835BRRGHINTER,325411,000067561,43671.0,Pounds,7.6891,NO,0.0,7.7401,7.7916,90.2918,100.0,99.9886,NO,82.5518,49.2688,0.8591,NO,R19
28645BRYHLVIRGI,337122,000067561,1535.0,Pounds,3.2358,NO,0.0,3.3343,3.4329,19.7413,44.3518,36.0498,NO,16.407,14.2395,1.0831,YES,R11
45212TXCRP2801H,325611,N230,636.0,Pounds,12.8771,NO,12.8771,12.8771,12.8771,12.8771,12.8771,12.8771,NO,0.0,12.8771,0.0,NO,R99
15226MTTHW1315W,331525,007440508,840000.0,Pounds,72.9233,NO,32.6403,72.9697,73.0161,99.856,100.0,99.9994,NO,26.8863,85.5374,0.1571,NO,R99
