TRIFID,PRIMARY NAICS CODE,TRI_CHEM_ID,ON-SITE - RECYCLED,UNIT OF MEASURE,LOWER EFFICIENCY,LOWER EFFICIENCY OUTLIER?,Q1 - 1.5xIQR,Q1,Q2,Q3,Q3 + 1.5xIQR,UPPER EFFICIENCY,UPPER EFFICIENCY OUTLIER?,IQR,MEAN OF EFFICIENCY,CV,HIGH VARIANCE?,METHOD
07304DNLPR400CL,325510,N230,42700.0,Pounds,26.5012,NO,0.0,27.5804,28.7155,80.4562,100.0,98.2739,NO,52.8758,56.559,0.5402,NO,R99
43207DSTNC2121N,325510,N040,892.0,Pounds,17.716,NO,0.0,19.685,22.0628,56.5454,100.0,99.2214,NO,36.8605,42.6314,0.6238,NO,R99
27320BHMFLROUTE,325613,N230,2913.0,Pounds,94.7625,NO,90.989,95.7436,96.7453,98.9134,100.0,99.692,NO,3.1698,97.297,0.0169,NO,R99
23860LLDSGPOBOX,325211,000100414,8000.0,Pounds,71.6846,NO,66.0896,78.3004,83.1601,86.441,98.6518,96.9697,NO,8.1406,83.243,0.0885,NO,R19
54143SPCLT2STAN,325998,000071363,1100000.0,Pounds,91.3324,NO,80.0555,91.6858,92.0417,99.4394,100.0,99.9998,NO,7.7536,95.5643,0.0413,NO,R11
90509MBLLC3700W,324110,N982,940.0,Pounds,0.9095,NO,0.0,1.0022,1.1067,5.8951,13.2344,98.8433,YES,4.8929,13.5427,1.7384,YES,R99
44839THGLD300SP,325510,000095636,6586.0,Pounds,28.4554,NO,11.7237,34.7682,42.4547,50.1313,73.1759,99.9241,YES,15.3631,52.3791,0.4555,NO,R11
44839THGLD300SP,325510,000091203,2634.0,Pounds,50.3922,NO,31.6911,57.9926,66.5152,75.5269,100.0,99.8105,NO,17.5343,69.3128,0.2031,NO,R11
08344SHLDLWESTB,331112,007440508,3110.0,Pounds,70.362,NO,42.5414,72.511,74.6699,92.4908,100.0,99.8395,NO,19.9798,82.125,0.1393,NO,R27
54143SPCLT2STAN,325998,000100414,590000.0,Pounds,90.7872,NO,77.1643,90.8279,90.8685,99.9369,100.0,99.9992,NO,9.1091,95.3161,0.0478,NO,R11
54143SPCLT2STAN,325998,001330207,2700000.0,Pounds,85.4264,NO,64.9915,85.687,85.9489,99.4841,100.0,99.9998,NO,13.797,92.5503,0.0754,NO,R11
44839THGLD300SP,325510,N982,1068.0,Pounds,18.6453,NO,0.0,22.5385,28.1423,45.149,79.0648,99.9065,YES,22.6105,40.7181,0.5942,NO,R99
55303HFFMN900EH,332322,N230,0.5,Pounds,0.0018,NO,0.0011,0.0027,0.0037,0.0038,0.0054,0.1224,YES,0.0011,0.0203,1.8102,YES,R99
71109TLSPR3333M,324110,000071432,8225.0,Pounds,21.9849,NO,0.0,26.442,33.1653,56.3202,100.0,99.9757,NO,29.8782,43.2176,0.4801,NO,R13
60525PNCXX8400J,325411,000101779,5020.0,Pounds,82.5658,NO,73.3991,85.3465,88.225,93.3115,100.0,98.8189,NO,7.9649,89.5608,0.0609,NO,R99
35601MNSNTCOURT,325199,000107131,4400000.0,Pounds,92.215,NO,88.1104,93.9515,95.7542,97.8456,100.0,99.9782,NO,3.8941,95.8796,0.024,NO,R19
54220FSTRN4343E,339993,000079016,33000.0,Pounds,42.4639,NO,0.0,43.054,43.6508,94.3193,100.0,99.2481,NO,51.2653,65.7299,0.3991,NO,R11
71109TLSPR3333M,324110,000078933,150779.0,Pounds,39.3172,NO,0.0,41.8141,44.416,78.232,100.0,97.3553,NO,36.4179,60.1686,0.3664,NO,R13
21230SHRWN2325H,325510,055406536,674.0,Pounds,23.9687,NO,0.0,27.4765,32.1258,61.1893,100.0,99.8519,NO,33.7128,45.4545,0.4843,NO,R99
46205THBRL2920D,325612,N230,1345.0,Pounds,57.234,NO,25.4632,60.7018,64.2005,84.1943,100.0,99.6296,NO,23.4924,72.9795,0.2079,NO,R99
705604DCRR4911S,332812,000108883,11600.0,Pounds,50.0,NO,50.0,50.0,50.0,50.0,50.0,50.0,NO,0.0,50.0,0.0,NO,R11
29662NTNLC200OL,332510,N495,0.5,Pounds,0.0069,NO,0.0,0.0071,0.0074,0.1518,0.3689,0.2169,NO,0.1447,0.0784,1.1286,YES,R30
15857KYSTN1935S,332117,007440473,2286.0,Pounds,17.5576,NO,0.0,17.5785,17.5995,98.7047,100.0,99.9126,NO,81.1261,52.5195,0.7682,NO,R30
25303CWSTV437MA,325199,000100425,555000.0,Pounds,44.0068,NO,0.0,47.1518,50.6849,82.4133,100.0,99.8435,NO,35.2616,66.475,0.3121,NO,R19
14043RCTGRTCIND,323111,000108883,4142187.0,Pounds,93.5987,NO,85.0466,93.8191,94.0405,99.6675,100.0,99.9999,NO,5.8484,96.5704,0.0305,NO,R19
51012BCNCX1130R,336211,000100414,1700.0,Pounds,33.8308,NO,0.0,39.7894,48.2955,69.2464,100.0,99.7067,NO,29.4571,53.7678,0.3297,NO,R19
12144STRLN33RIV,325412,000108883,139067.0,Pounds,67.4542,NO,48.9782,72.2773,77.7193,87.81,100.0,99.3471,NO,15.5327,81.3649,0.1282,NO,R11
08066CPLYRMANTU,325211,000107211,892.0,Pounds,28.9047,NO,13.1625,36.6643,41.2009,52.3322,75.834,99.4426,YES,15.6679,49.6816,0.3933,NO,R99
21230SHRWN2325H,325510,N230,45382.0,Pounds,65.0433,NO,40.987,69.3019,74.0326,88.1786,100.0,99.9559,NO,18.8767,80.0109,0.149,NO,R99
95050WNSCR960CE,327993,007664417,16887.0,Pounds,10.4978,NO,0.0,11.4543,12.5544,46.2933,98.5517,97.1243,NO,34.839,35.549,0.8145,NO,R99
19601THGLD3RDAN,325510,000107211,36122.0,Pounds,83.5616,NO,79.9258,86.998,90.4429,91.7128,98.785,99.9945,YES,4.7148,91.276,0.0631,NO,R99
27403DSTNC1025H,325510,000107211,22431.0,Pounds,49.2232,NO,0.0,49.4746,49.7284,98.7584,100.0,99.9643,NO,49.2839,73.3979,0.3367,NO,R99
43465WLBRD30610,332813,N495,184551.0,Pounds,62.4253,NO,12.4284,63.0774,63.7299,96.8434,100.0,99.9875,NO,33.766,79.4611,0.2209,NO,R22
07105TRYCHONEAV,325510,055406536,99649.0,Pounds,72.996,NO,48.7842,75.5415,78.218,93.3796,100.0,99.7497,NO,17.8382,85.1932,0.1208,NO,R99
42134PTTRBROBEY,335314,007440508,120.0,Pounds,0.7128,NO,0.0,0.7766,0.8443,4.5977,10.3292,32.4324,YES,3.821,6.3912,1.6839,YES,R21
32809DSTNC2150W,325510,000107211,48517.0,Pounds,91.5225,NO,85.5565,92.7444,93.9797,97.5363,100.0,99.9938,NO,4.7919,95.538,0.0325,NO,R99
43612PRSTR600MA,325199,000067561,810000.0,Pounds,20.4879,NO,0.0,20.6018,20.7161,95.4036,100.0,99.9938,NO,74.8018,57.6971,0.6646,NO,R99
43612PRSTR600MA,325199,000050000,10500.0,Pounds,15.7987,NO,9.6728,21.115,27.2727,28.7431,40.1853,99.4224,YES,7.6281,36.7394,0.7343,NO,R99
36553MCNLSINDUS,325998,000110827,204271.0,Pounds,25.8326,NO,0.0,28.1173,30.8082,71.5741,100.0,99.7558,NO,43.4569,52.6551,0.5061,NO,R19
29715RMNDSBANKS,325132,001330207,23206.0,Pounds,52.6894,NO,0.0,52.7571,52.8249,99.588,100.0,99.9914,NO,46.8309,74.6745,0.3138,NO,R11
48184MRCNJ34136,325998,N230,561.0,Pounds,52.8746,NO,48.7998,61.0243,69.1739,69.1739,81.3983,69.1739,NO,8.1496,63.7408,0.1205,NO,R99
48184MRCNJ34136,325998,000067561,853.0,Pounds,63.0451,NO,59.4727,70.1898,77.3345,77.3345,88.0516,77.3345,NO,7.1447,72.5714,0.0928,NO,R99
48184MRCNJ34136,325612,007664417,13.0,Pounds,56.5217,NO,52.5966,64.372,72.2222,72.2222,83.9976,72.2222,NO,7.8502,66.9887,0.1105,NO,R99
36553MCNLSINDUS,325998,000068122,1282766.0,Pounds,20.3636,NO,0.0,22.9247,26.2225,64.2963,100.0,99.9805,NO,41.3716,45.2481,0.5426,NO,R19
84087CRYSN2355S,324110,000091203,0.5,Pounds,0.0666,NO,0.0,0.0999,0.0999,0.1996,0.3492,0.1996,NO,0.0997,0.1379,0.3957,NO,R19
84087CRYSN2355S,324110,000100414,91.0,Pounds,39.0558,NO,0.0,42.1108,45.2736,74.5952,100.0,97.8495,NO,32.4844,59.3701,0.3583,NO,R19
27604VXCRP3900E,334414,N040,43000.0,Pounds,34.4377,NO,0.0,35.388,36.3707,88.8825,100.0,99.9884,NO,53.4945,63.9954,0.4545,NO,R99
01453GRYCHPIONE,325991,001163195,480.0,Pounds,48.731,NO,44.227,57.1429,65.3061,65.7534,78.6693,98.9691,YES,8.6106,65.5427,0.236,NO,R99
01561BSTWYSTERL,321114,N100,4.0,Pounds,1.5152,NO,0.0,1.5444,1.5748,36.5079,88.9532,44.4444,NO,34.9635,17.6627,1.0896,YES,R99
