TRIFID,PRIMARY NAICS CODE,TRI_CHEM_ID,ON-SITE - RECYCLED,UNIT OF MEASURE,LOWER EFFICIENCY,LOWER EFFICIENCY OUTLIER?,Q1 - 1.5xIQR,Q1,Q2,Q3,Q3 + 1.5xIQR,UPPER EFFICIENCY,UPPER EFFICIENCY OUTLIER?,IQR,MEAN OF EFFICIENCY,CV,HIGH VARIANCE?,METHOD
18707CRTNT1220O,327993,000108952,6592.0,Pounds,8.2104,NO,0.0,10.0298,12.4349,23.4704,43.6311,99.9848,YES,13.4405,24.9209,0.9867,NO,R99
44146SPRYN26300,562112,000078933,947.0,Pounds,2.8123,NO,0.0,2.8961,2.9831,35.5489,84.5281,70.5663,NO,32.6528,21.8931,1.1187,YES,R99
75119NTDCT301PL,325510,001330207,1864.0,Pounds,63.1222,NO,51.1909,70.5727,75.1613,83.4938,100.0,99.9464,NO,12.9212,77.9189,0.1197,NO,R99
95695LRWST1686E,326130,000108883,1335.0,Pounds,7.2393,NO,0.0,7.9878,8.9059,38.9505,85.3944,64.0288,NO,30.9626,24.4564,0.7871,NO,R11
07836LMTCCBARTL,322222,N010,8408.0,Pounds,11.8613,NO,11.8613,11.8613,11.8613,11.8613,11.8613,11.8613,NO,0.0,11.8613,0.0,NO,R99
24112PRLLM825FI,424690,001330207,3559.0,Pounds,8.1687,NO,0.0,8.2158,8.2635,90.5591,100.0,93.4366,NO,82.3434,43.9169,0.9396,NO,R12
21226VSTCH3441F,325192,000108883,20000.0,Pounds,76.7165,NO,66.3298,81.0712,85.8369,90.8988,100.0,99.975,NO,9.8276,87.356,0.0849,NO,R13
47802WSTRN2525P,321114,000100425,76.0,Pounds,49.6732,NO,43.6773,57.3152,64.9573,66.4072,80.0452,67.8571,NO,9.092,60.8292,0.1311,NO,R19
44622NNCMP875HA,325199,000067561,22000.0,Pounds,3.5171,NO,0.0,4.8219,6.7901,11.4433,21.3755,99.9818,YES,6.6215,11.8794,1.3667,YES,R11
46383RSCHL2503C,333294,N090,10311.0,Pounds,7.0417,NO,0.0,7.195,7.3487,63.0893,100.0,99.9903,NO,55.8943,43.3418,0.8977,NO,R99
75050SRGRD23501,325510,N230,1000.0,Pounds,35.2485,NO,0.0,35.8724,36.4964,63.827,100.0,91.1577,NO,27.9546,54.3009,0.48,NO,R19
78469VLRRF5900U,324110,000095636,2997.0,Pounds,83.6683,NO,77.5298,85.7527,87.837,91.2346,99.4574,94.6321,NO,5.4819,88.7125,0.0509,NO,R99
50314WPNTM97IND,325510,000107211,844.0,Pounds,23.7012,NO,0.0,28.8515,36.7116,52.9818,89.1773,99.7636,YES,24.1304,45.6745,0.4887,NO,R99
38002DLTND5700C,325510,N230,557.0,Pounds,37.6351,NO,0.0,40.6734,43.7206,73.0492,100.0,99.8208,NO,32.3758,58.3745,0.3797,NO,R11
38676DRXLCTUNIC,325320,N982,200.0,Pounds,95.2381,NO,94.6574,96.3995,97.561,97.561,99.3031,97.561,NO,1.1614,96.7867,0.0113,NO,R99
39208BSCSTFOURT,331111,N982,363731.0,Pounds,14.8188,NO,0.0,14.8292,14.8396,56.9528,100.0,99.0661,NO,42.1236,42.9082,0.9255,NO,R30
38126FRRLL221EC,325510,000100414,3110.0,Pounds,73.9068,NO,54.9273,74.0656,74.2243,86.8244,100.0,99.4246,NO,12.7589,82.5186,0.1449,NO,R99
06489LGHTM270SP,332813,007664939,0.5,Pounds,0.0044,NO,0.0044,0.0044,0.0044,0.0044,0.0044,0.0044,NO,0.0,0.0044,0.0,NO,R40
75020LCBLD1601C,326199,N450,714.0,Pounds,78.0328,NO,74.5068,82.7243,87.5,88.2026,96.4201,99.8601,YES,5.4783,88.1271,0.0857,NO,R99
03102CRLCB345MC,335929,N420,6000.0,Pounds,19.3755,NO,0.0,20.0136,20.6519,75.8198,100.0,99.9833,NO,55.8062,47.3825,0.6854,NO,R99
98134RCPRD1652S,424710,000110543,49.0,Pounds,0.3177,NO,0.0,0.3275,0.3379,7.0096,17.0326,37.1212,YES,6.682,6.4056,1.5243,YES,R19
38301TLPRD825LO,331521,007440508,391429.0,Pounds,94.5172,NO,86.5051,94.5536,94.5899,99.9192,100.0,99.9992,NO,5.3656,96.8646,0.0276,NO,R29
30824NTDTC1884W,336360,N982,3148.0,Pounds,26.6464,NO,21.4008,34.2376,41.5249,42.7955,55.6323,92.6427,YES,8.5579,44.9829,0.457,NO,R99
64054BPMCS1000N,424710,N420,0.1,Pounds,2.0408,NO,2.0408,2.0408,2.0408,2.0408,2.0408,2.0408,NO,0.0,2.0408,0.0,NO,R19
15226MTTHW1315W,331525,007440508,910000.0,Pounds,81.1255,NO,53.5293,81.2448,81.3643,99.7217,100.0,99.9995,NO,18.477,90.2268,0.1028,NO,R99
60018MCLC02201S,424710,000110543,190.0,Pounds,1.0839,NO,0.0,1.0945,1.1053,49.0619,100.0,76.3052,NO,47.9674,25.0524,1.0807,YES,R19
08619MRCNB1945E,326192,N982,59.0,Pounds,6.8925,NO,0.0,6.933,6.974,88.8474,100.0,92.1875,NO,81.9144,42.5164,0.9676,NO,R99
07036SFTYK1200S,325998,000068122,317715.0,Pounds,5.806,NO,0.0,6.1857,6.6109,41.2687,93.8932,99.9893,YES,35.083,31.7774,0.9788,NO,R11
35601WHTTKDECAT,325510,000108101,46000.0,Pounds,44.1772,NO,36.4226,52.203,60.5263,62.7233,78.5037,99.8351,YES,10.5203,64.2872,0.291,NO,R11
43207DSTNC2121N,325510,001330207,36177.0,Pounds,1.5838,NO,0.0,1.6036,1.6237,46.7005,100.0,99.8896,NO,45.0969,31.956,1.0663,YES,R99
47610QLTYC1700N,325510,000078933,0.5,Pounds,0.0028,NO,0.0,0.0033,0.0038,0.0114,0.0234,0.2151,YES,0.0081,0.0359,2.0425,YES,R12
02254PLRDC1265M,325992,000095501,151814.0,Pounds,77.0817,NO,72.9917,82.8254,85.6154,89.3812,99.2149,99.8743,YES,6.5558,87.3733,0.0757,NO,R11
78219KCHPT498PO,424710,000098828,345.0,Pounds,93.2432,NO,92.1677,95.1769,95.8333,97.1831,100.0,98.5714,NO,2.0062,96.3057,0.0166,NO,R19
75702LGLRL1702E,324110,000071432,67000.0,Pounds,50.3475,NO,24.9485,55.6599,61.4679,76.1342,100.0,99.9925,NO,20.4743,70.99,0.2483,NO,R19
80601LLTCC1095S,322221,000108883,2000000.0,Pounds,98.3137,NO,97.9729,98.8312,99.1473,99.4035,100.0,99.9998,NO,0.5722,99.1451,0.0046,NO,R11
49460JHCMP17000,221112,N090,0.5,Pounds,0.0006,NO,0.0,0.0006,0.0007,0.0059,0.014,5.8824,YES,0.0053,0.3946,3.7165,YES,R99
70663WRGRCDAVIS,325188,007439921,589.0,Pounds,93.6407,NO,86.0474,94.0144,94.391,99.3257,100.0,99.6616,NO,5.3113,96.3391,0.028,NO,R99
38478MRCNM2360I,331513,007440020,34.0,Pounds,0.5653,NO,0.0,0.5711,0.5771,25.2875,62.3622,87.1795,YES,24.7164,20.4625,1.3147,YES,R30
01013SPLDN425ME,339920,N982,160298.0,Pounds,55.0226,NO,21.302,55.0247,55.0268,77.5065,100.0,99.9863,NO,22.4818,70.0119,0.3027,NO,R99
19605KCHMT3847P,324121,000191242,0.1,Pounds,73.9907,NO,44.3621,75.4371,76.9231,96.1538,100.0,99.9999,NO,20.7167,86.052,0.1286,NO,R99
98134RCPRD1652S,424710,000071432,60.0,Pounds,0.9756,NO,0.0,1.0129,1.0532,20.0009,48.4828,93.75,YES,18.988,13.5527,1.4018,YES,R19
49445BCCBB151NC,221112,N590,0.1,Pounds,0.0318,NO,0.0,0.032,0.0322,1.2356,3.041,2.439,NO,1.2036,0.8344,1.3599,YES,R99
37015STTND500BY,335228,000108883,60.0,Pounds,0.4094,NO,0.0,0.4205,0.4315,3.9195,9.1679,7.4074,NO,3.499,2.7495,1.1979,YES,R11
48732DKRNJNWEAD,221112,N040,0.5,Pounds,0.0001,NO,0.0,0.0001,0.0001,0.0002,0.0005,0.6623,YES,0.0002,0.0471,3.4943,YES,R99
47802WSTRN2525P,321114,000191242,216.0,Pounds,97.0787,NO,95.1921,97.5401,98.0036,99.1053,100.0,99.8613,NO,1.5653,98.3192,0.0099,NO,R19
77541THDWCBUILD,325520,010061026,11135.0,Pounds,38.9513,NO,0.0,38.9622,38.9731,69.4148,100.0,99.8565,NO,30.4526,59.2603,0.4844,NO,R40
77375MRCNC10625,325510,000100414,15000.0,Pounds,51.6156,NO,0.0,52.1542,52.7018,96.674,100.0,98.912,NO,44.5198,71.5551,0.3132,NO,R11
26037KPPRSKOPPE,325192,001319773,12.0,Pounds,0.123,NO,0.0,0.1307,0.1393,1.2534,2.9375,3.3898,YES,1.1227,0.9172,1.2299,YES,R99
55350MMGMDHIGHW,322222,000110543,160000.0,Pounds,74.8766,NO,55.0806,78.492,82.4742,94.0997,100.0,99.9594,NO,15.6076,86.2496,0.0975,NO,R19
46860SSXGRUS30A,331421,007440508,24570861.0,Pounds,78.5784,NO,78.5784,78.5784,78.5784,78.5784,78.5784,78.5784,NO,0.0,78.5784,0.0,NO,R30
35207SLSSN35003,331111,001330207,210.0,Pounds,21.875,NO,0.0,22.1755,22.4839,90.9517,100.0,95.4545,NO,68.7762,52.2954,0.6659,NO,R99
75235JNSBL2728E,325510,001330207,116674.0,Pounds,41.7353,NO,0.0,41.8741,42.0135,98.6263,100.0,99.6149,NO,56.7522,66.3378,0.4259,NO,R11
89429NVDWD1680S,321114,N150,146.9031,Grams,42.5515,NO,22.5317,46.2511,49.9507,62.064,85.7833,74.1773,NO,15.8129,55.5598,0.2431,NO,R99
76567LMNMCSANDO,331312,007440508,1395.0,Pounds,27.8721,NO,0.0,29.689,31.7406,74.0175,100.0,86.0049,NO,44.3285,50.433,0.482,NO,R27
00784CPHRMSTATE,325411,000067561,26595.0,Pounds,78.3243,NO,63.7983,81.2935,84.3937,92.957,100.0,99.9925,NO,11.6635,88.1638,0.0872,NO,R11
00654NQSTNROAD3,325412,007647010,0.5,Pounds,0.0999,NO,0.075,0.1498,0.1996,0.1996,0.2744,0.1996,NO,0.0499,0.1664,0.2825,NO,R99
02860PRVDN51FAI,332813,N230,1612.0,Pounds,18.499,NO,0.0,20.5933,23.2176,59.3406,100.0,77.9874,NO,38.7473,40.502,0.5522,NO,R11
28704DYNTR95GLE,326299,000108883,3604896.0,Pounds,91.4432,NO,85.5666,92.6369,93.8362,97.3504,100.0,99.8661,NO,4.7135,95.0171,0.0314,NO,R14
62095BPMCW335SO,424710,N590,0.1,Pounds,27.7778,NO,27.7778,27.7778,27.7778,27.7778,27.7778,27.7778,NO,0.0,27.7778,0.0,NO,R19
77592TXSCTLOOP1,324110,N982,68.0,Pounds,0.5286,NO,0.0,0.7081,1.0433,1.6309,3.015,86.0759,YES,0.9227,4.8204,3.1488,YES,R99
75006WSTRN1735S,331316,001330207,7000.0,Pounds,22.545,NO,0.0,22.7453,22.9456,57.8796,100.0,92.8136,NO,35.1343,46.1014,0.7165,NO,R11
77506CRWNC111RE,324110,000191242,0.1,Pounds,16.2549,NO,16.2549,16.2549,16.2549,16.2549,16.2549,16.2549,NO,0.0,16.2549,0.0,NO,R99
10701TCDNH581SA,325510,N420,0.012,Pounds,50.0,NO,50.0,50.0,50.0,50.0,50.0,50.0,NO,0.0,50.0,0.0,NO,R99
30362DRVLL6293N,424710,000071432,33581.0,Pounds,97.7016,NO,97.1723,98.3483,98.6719,99.1323,100.0,99.4021,NO,0.784,98.6767,0.0056,NO,R99
40211LSVLL4510A,424710,000100414,24940.0,Pounds,99.0075,NO,98.3925,99.0587,99.1098,99.5028,100.0,99.8959,NO,0.4442,99.3377,0.004,NO,R99
78724KCHPT9011J,424710,000108883,384699.0,Pounds,96.025,NO,92.4354,96.4927,96.9633,99.1975,100.0,99.9974,NO,2.7049,97.965,0.0158,NO,R19
46755CLWLL231SO,323110,000100414,0.5,Pounds,0.0033,NO,0.0,0.0033,0.0033,0.3938,0.9796,2.1277,YES,0.3905,0.4183,1.7177,YES,R11
46225LLLYN546AB,325510,N982,1526.0,Pounds,99.6734,NO,99.6734,99.6734,99.6734,99.6734,99.6734,99.6734,NO,0.0,99.6734,0.0,NO,R99
36582MBLPN4775H,325510,000078933,38500.0,Pounds,49.9008,NO,13.288,50.0397,50.1786,74.5408,100.0,98.9031,NO,24.5011,66.3275,0.3473,NO,R11
26037KPPRSKOPPE,325110,000091225,320.0,Pounds,19.3587,NO,0.0,20.5735,21.9479,68.2773,100.0,79.0123,NO,47.7038,42.5744,0.6058,NO,R99
42101LLLYN347CE,325510,000071363,18612.0,Pounds,48.5661,NO,31.4833,56.3221,64.7104,72.8814,97.7202,98.6746,YES,16.5592,66.4929,0.2068,NO,R99
29730BSFST800CE,325211,000071363,30000.0,Pounds,43.7305,NO,0.0,46.7379,50.0,80.809,100.0,99.1736,NO,34.0711,66.5553,0.3216,NO,R19
22801STRYS500PL,323111,000108883,203820.0,Pounds,53.2,NO,0.0,55.3109,57.5958,92.7853,100.0,99.4244,NO,37.4744,72.722,0.2582,NO,R11
35055MRCNL1725O,331513,007440020,16347.0,Pounds,95.6412,NO,92.4091,95.6552,95.6692,97.8193,100.0,99.9694,NO,2.1641,97.0933,0.0209,NO,R30
17604RMSTRLIBER,326192,000108883,564289.0,Pounds,67.9617,NO,35.7009,70.1431,72.4088,93.1046,100.0,99.9557,NO,22.9615,82.4321,0.1571,NO,R19
01056DNVRFARTEL,326220,000127184,74771.0,Pounds,87.6349,NO,87.6349,87.6349,87.6349,87.6349,87.6349,87.6349,NO,0.0,87.6349,0.0,NO,R19
39466RZNCH815NO,325211,000071363,173575.0,Pounds,99.7305,NO,99.6872,99.7939,99.8573,99.8651,99.9718,99.8728,NO,0.0712,99.8202,0.0006,NO,R99
22657TMTVNEASTQ,326199,N420,35.0,Pounds,83.3333,NO,83.3333,83.3333,83.3333,83.3333,83.3333,83.3333,NO,0.0,83.3333,0.0,NO,R99
26181BRGWRSTATE,325211,000106990,3588125.0,Pounds,93.1442,NO,83.4621,93.2505,93.3568,99.776,100.0,99.9999,NO,6.5256,96.4534,0.0343,NO,R19
72209MRNNM11605,325510,001330207,258082.0,Pounds,54.1271,NO,20.634,54.2781,54.429,76.7074,100.0,98.9859,NO,22.4294,69.1807,0.3046,NO,R11
10965LDRLLNORTH,325411,000109864,470000.0,Pounds,94.5674,NO,88.3244,94.9495,95.3347,99.3662,100.0,99.5763,NO,4.4167,96.8728,0.0231,NO,R11
90280RCPRD8601S,424710,000071432,31151.0,Pounds,92.0266,NO,86.5035,93.256,94.5173,97.7577,100.0,98.8795,NO,4.5017,95.3501,0.0267,NO,R99
32809DSTNC2150W,325510,N230,21781.0,Pounds,91.3249,NO,81.6258,91.991,92.6654,98.9012,100.0,99.9725,NO,6.9101,95.4634,0.0379,NO,R99
44706THTMK1835D,332991,007440473,25000.0,Pounds,91.2342,NO,84.6692,91.2375,91.2409,95.6164,100.0,99.992,NO,4.3789,94.1557,0.0438,NO,R30
31015HLNCHFENNR,325320,000095476,114.0,Pounds,89.0625,NO,85.8208,90.8727,92.6829,94.2406,99.2925,95.7983,NO,3.3679,92.5146,0.0298,NO,R99
15059JLSPC12THS,331111,007439921,0.1,Pounds,0.0001,NO,0.0,0.0001,0.0001,0.0094,0.0234,0.4739,YES,0.0093,0.0299,3.0493,YES,R27
49508STLCS11203,337214,000100414,9700.0,Pounds,3.6343,NO,0.0,4.0783,4.6257,19.6396,42.9815,87.3874,YES,15.5613,19.3809,1.136,YES,R12
30263WLLML25BON,331316,007440508,9800.0,Pounds,94.1493,NO,86.1629,94.3034,94.4578,99.7303,100.0,99.949,NO,5.427,96.8696,0.0283,NO,R29
30209RPDTC9126I,326299,000108883,349116.0,Pounds,66.3861,NO,42.805,66.7642,67.1423,82.737,100.0,98.3317,NO,15.9728,77.2867,0.1926,NO,R19
53222STRHD11123,331521,N982,89749.0,Pounds,46.4573,NO,0.0,46.4716,46.4859,99.8826,100.0,99.9989,NO,53.411,72.9917,0.3662,NO,R27
60803VLRLS36W13,424710,000110827,3.0,Pounds,0.1397,NO,0.0,0.1863,0.2455,0.3446,0.5819,2.7027,YES,0.1582,0.5928,1.4588,YES,R19
60016CNTRS1217T,332213,007439921,0.1,Pounds,0.0444,NO,0.0444,0.0444,0.0444,0.0444,0.0444,0.0444,NO,0.0,0.0444,0.0,NO,R99
38109DRXLC2487P,325320,000302012,25.0,Pounds,55.5556,NO,40.1786,62.5,71.4286,77.381,99.7024,83.3333,NO,14.881,71.164,0.1223,NO,R99
85043RCPHN5333W,424710,000100414,449.0,Pounds,14.164,NO,0.0,15.2383,16.4048,54.5403,100.0,93.9331,NO,39.302,40.382,0.7357,NO,R99
99752RDDGP90MIL,212231,N100,700.0,Pounds,0.0284,NO,0.0,0.0319,0.0353,0.1457,0.3165,94.2127,YES,0.1138,17.1164,1.8708,YES,R99
16136BBCCKMOUNT,331111,N450,556964.0,Pounds,55.6111,NO,12.192,58.5237,61.7196,89.4114,100.0,99.9912,NO,30.8878,74.5882,0.2282,NO,R30
94804RCPRD1306C,424710,000110827,5017.0,Pounds,94.4288,NO,92.9179,95.7208,97.0406,97.5894,100.0,99.2483,NO,1.8686,96.7626,0.0157,NO,R99
32602PCRNC5002S,325199,000124732,175493.0,Pounds,99.6508,NO,99.6508,99.6508,99.6508,99.6508,99.6508,99.6508,NO,0.0,99.6508,0.0,NO,R11
30340MCLDR6430N,424710,N590,0.1,Pounds,33.3333,NO,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,NO,0.0,33.3333,0.0,NO,R19
84054BGWST333WE,324110,000071432,49598.0,Pounds,88.9204,NO,79.3619,90.0799,91.2399,97.2252,100.0,99.9899,NO,7.1453,93.5372,0.0446,NO,R19
45036MRTHN999WS,424710,000100414,45949.0,Pounds,99.4675,NO,99.2008,99.5203,99.5731,99.7333,100.0,99.8935,NO,0.213,99.6447,0.0018,NO,R99
52722BRTNS20436,424690,000078933,932.0,Pounds,50.8734,NO,28.2164,56.7844,64.1873,75.8297,100.0,85.6618,NO,19.0453,66.5644,0.1821,NO,R19
44706THTMK1835D,331111,007440020,200.0,Pounds,3.7545,NO,0.0,4.2525,4.7619,15.3434,31.9797,96.6184,YES,11.0909,24.7057,1.3739,YES,R30
17331RHSHP247EM,331511,007439965,108780.0,Pounds,85.5323,NO,71.6626,86.862,88.2238,96.9949,100.0,99.0755,NO,10.1329,91.5065,0.0596,NO,R29
49120MRTHN2216S,424710,000100414,38182.0,Pounds,99.4038,NO,98.6176,99.4258,99.4478,99.9647,100.0,99.9817,NO,0.5388,99.6592,0.0027,NO,R99
90640LLLYN901WE,325510,000067561,565.0,Pounds,1.4858,NO,0.0,1.567,1.6552,15.7925,37.1309,69.3252,YES,14.2255,14.5756,1.329,YES,R99
45636RSTCHRT52A,325211,000100414,1100000.0,Pounds,65.9259,NO,16.2547,66.0953,66.2651,99.3224,100.0,99.9991,NO,33.2271,82.5828,0.2029,NO,R19
68501GDYRT4021N,326220,000137268,367.0,Pounds,2.7704,NO,0.0,2.981,3.205,18.8253,42.5918,99.7283,YES,15.8443,21.4426,1.3408,YES,R99
95691RCPRD1601S,424710,000110827,297.0,Pounds,2.7945,NO,0.0,2.8219,2.8497,68.0065,100.0,93.1034,NO,65.1846,35.7514,1.0095,YES,R99
46802SSXGR1601W,331422,000108952,840.0,Pounds,0.5292,NO,0.0,0.5728,0.6241,5.4246,12.7024,12.7854,YES,4.8518,3.6451,1.1156,YES,R11
18517SCDYNSTAUF,325998,000124403,2700.0,Pounds,97.6492,NO,97.1101,98.1307,98.6121,98.811,99.8315,99.0099,NO,0.6804,98.4237,0.0058,NO,R99
97048NTDST29073,327420,007439921,0.1,Pounds,22.5734,NO,22.5734,22.5734,22.5734,22.5734,22.5734,22.5734,NO,0.0,22.5734,0.0,NO,R99
26836MRCNWROUTE,337110,000067561,10835.0,Pounds,4.1283,NO,0.0,4.2127,4.2996,54.1747,100.0,81.6442,NO,49.962,29.5496,1.0325,YES,R11
62454MRTHNMARAT,324110,000071432,1265.0,Pounds,2.1747,NO,0.0,3.0521,4.1034,5.5608,9.3238,98.9828,YES,2.5087,11.7304,1.7292,YES,R99
84624BRSHW10MIL,212299,007664417,3382000.0,Pounds,82.4459,NO,70.2649,85.1053,87.9127,94.9989,100.0,99.9976,NO,9.8936,90.177,0.0648,NO,R99
75236PRCCH4722B,325998,000067561,2693.0,Pounds,53.1164,NO,7.7939,55.8714,58.9278,87.923,100.0,91.5053,NO,32.0516,70.1626,0.2371,NO,R99
39208BSCSTFOURT,331111,N420,30501.0,Pounds,13.3589,NO,0.0,14.0973,14.8397,57.3979,100.0,99.0646,NO,43.3005,38.6076,0.8053,NO,R30
43612PRSTR600MA,325199,000050000,5300.0,Pounds,10.4712,NO,1.6874,13.7574,17.4917,21.804,33.8739,99.7178,YES,8.0466,30.4066,0.9446,NO,R99
94587CPNRG34400,325188,N100,405247.0,Pounds,99.9958,NO,99.9958,99.9958,99.9958,99.9958,99.9958,99.9958,NO,0.0,99.9958,0.0,NO,R30
35207SLSSN35003,331111,000071432,810.0,Pounds,4.6238,NO,0.0,4.9353,5.2917,36.8342,84.6825,61.4568,NO,31.8989,22.4923,0.9183,NO,R99
44139TLDNG28850,331521,007440508,18071.0,Pounds,68.5286,NO,44.9523,68.5351,68.5416,84.257,100.0,99.9723,NO,15.7219,79.0142,0.1876,NO,R27
70669PPGNDCOLUM,325181,000107062,33000000.0,Pounds,83.6665,NO,69.232,85.2509,86.8421,95.9302,100.0,100.0,NO,10.6793,91.5451,0.0718,NO,R13
30566THGLD4261W,325510,N230,6506.0,Pounds,59.3451,NO,48.5975,67.9048,72.5145,80.7763,100.0,97.8052,NO,12.8715,75.2663,0.1388,NO,R99
43207DSTNC2121N,325510,000108101,2696.0,Pounds,0.4245,NO,0.0,0.4279,0.4314,29.3741,72.7934,95.9772,YES,28.9462,20.5052,1.2595,YES,R99
07072PNTCH117MO,325510,000108101,3220.0,Pounds,44.1459,NO,11.495,45.3759,46.6059,67.9631,100.0,89.3204,NO,22.5873,60.024,0.3455,NO,R11
71129GNBNC6901W,335912,N420,1252700.0,Pounds,12.67,NO,0.0,12.6748,12.6795,99.581,100.0,99.9998,NO,86.9062,55.4941,0.784,NO,R30
38108QCHMC3324C,325199,000108101,24228.0,Pounds,47.6629,NO,3.7554,50.7473,54.0345,82.0752,100.0,98.4438,NO,31.328,68.3138,0.2873,NO,R11
29502FBRNDPOBOX,325222,000107211,150506746.0,Pounds,99.3064,NO,98.7288,99.4214,99.5366,99.8831,100.0,99.9998,NO,0.4617,99.6499,0.0024,NO,R19
62568SPRTCRTE48,326199,N420,4600.0,Pounds,98.776,NO,98.776,98.776,98.776,98.776,98.776,98.776,NO,0.0,98.776,0.0,NO,R99
34620TSNDS52601,326291,000108883,205370.0,Pounds,95.9897,NO,91.6352,96.3274,96.6675,99.4555,100.0,99.6361,NO,3.1281,97.6942,0.0163,NO,R11
02895TCHNC300PA,325998,000067561,4341.0,Pounds,38.8144,NO,16.6938,45.4614,54.2286,64.6398,93.4074,94.5546,YES,19.1784,59.7687,0.2986,NO,R11
65708FCCRPBRIDL,331316,N230,29295.0,Pounds,9.1217,NO,6.8886,12.8598,16.5982,16.8406,22.8118,99.9829,YES,3.9808,26.4434,1.1423,YES,R11
41114CTLTTPOBOX,324110,N495,219.0,Pounds,4.4813,NO,0.0,4.5142,4.5473,77.0059,100.0,95.2174,NO,72.4917,38.1837,1.029,YES,R99
39345SCCRPHIGHW,331513,N458,11.0,Pounds,98.1267,NO,98.1267,98.1267,98.1267,98.1267,98.1267,98.1267,NO,0.0,98.1267,0.0,NO,R30
