TRIFID,PRIMARY NAICS CODE,CAS NUMBER,ON-SITE - RECYCLED,UNIT OF MEASURE,LOWER EFFICIENCY,LOWER EFFICIENCY OUTLIER?,Q1 - 1.5xIQR,Q1,Q2,Q3,Q3 + 1.5xIQR,UPPER EFFICIENCY,UPPER EFFICIENCY OUTLIER?,IQR,MEAN OF EFFICIENCY,CV,HIGH VARIANCE?,METHOD
52761MNSNTWIGGI,325320,001912249,12255.0,Pounds,48.0796,NO,38.8926,56.5794,64.6736,68.3707,86.0575,99.1826,YES,11.7912,67.3622,0.228,NO,H39
44111PPGND3800W,325510,000067561,9104.0,Pounds,16.7169,NO,0.0,20.2111,25.2847,42.8152,76.7213,99.7043,YES,22.6041,36.9306,0.5965,NO,H20
65109JFFRS2116I,424710,000095636,0.32,Pounds,0.0552,NO,0.0097,0.0806,0.0972,0.1278,0.1987,0.4034,YES,0.0473,0.1389,0.7992,NO,H39
65109JFFRS2116I,424710,N590,0.1,Pounds,3.3333,NO,3.3333,3.3333,3.3333,3.3333,3.3333,3.3333,NO,0.0,3.3333,0.0,NO,H39
46176RYBDC800MA,331521,007440484,112683.0,Pounds,94.3212,NO,86.3392,94.4229,94.5248,99.8121,100.0,99.9997,NO,5.3891,97.0627,0.0281,NO,H10
78219KCHPT498PO,424710,000098828,235.0,Pounds,30.2835,NO,23.1316,38.3248,45.5426,48.4536,63.6468,97.9167,YES,10.1288,52.651,0.4173,NO,H20
64085PCFCP8905W,325211,000106898,444187.0,Pounds,99.5826,NO,99.4798,99.6664,99.7503,99.7909,99.9775,99.8314,NO,0.1244,99.7214,0.001,NO,H39
97210SCCRP2141N,331513,N090,0.5,Pounds,0.0021,NO,0.0,0.0021,0.0021,0.735,1.8343,1.3699,NO,0.7329,0.4069,1.2686,YES,H10
94710PCFCS1333S,331513,007440020,105524.0,Pounds,97.7599,NO,94.9803,97.8647,97.9696,99.7877,100.0,99.9972,NO,1.923,98.8029,0.0102,NO,H10
53813CMMNC7596U,334310,000108883,7799.0,Pounds,40.8603,NO,4.2313,41.7354,42.6105,66.7381,100.0,90.8657,NO,25.0027,58.1121,0.3987,NO,H20
62454MRTHNMARAT,324110,007440020,109.0,Pounds,0.1077,NO,0.0,0.1193,0.1337,0.9238,2.1306,98.8214,YES,0.8045,2.4786,3.5729,YES,H39
67473SBRNN120NO,326199,000100425,0.5,Pounds,0.0051,NO,0.0,0.0056,0.0063,0.0465,0.1078,0.1996,YES,0.0409,0.0344,1.4208,YES,H20
97210SCCRP2141N,331513,N495,0.5,Pounds,0.0067,NO,0.0,0.0067,0.0068,0.9674,2.4083,1.8182,NO,0.9606,0.54,1.2617,YES,H10
78237SGNTC4669H,339999,000108101,6000.0,Pounds,19.0961,NO,0.0,19.8075,20.5198,73.3945,100.0,99.8336,NO,53.587,46.5505,0.6862,NO,H20
72117KPPRS2201E,321114,008001589,2400000.0,Pounds,97.6571,NO,96.5692,98.2303,98.8102,99.3377,100.0,99.9999,NO,1.1074,98.8172,0.007,NO,H39
75901GBPNDHIGHW,323110,000107211,499.0,Pounds,4.0566,NO,0.0,4.9493,6.3446,17.0975,35.3198,68.6382,YES,12.1482,13.592,1.1625,YES,H39
42029WSTLK2468I,325199,000085018,130000.0,Pounds,99.5863,NO,99.5863,99.5863,99.5863,99.5863,99.5863,99.5863,NO,0.0,99.5863,0.0,NO,H20
25303CWSTV437MA,325199,000075354,86000.0,Pounds,25.6127,NO,4.8952,30.6212,35.6846,47.7719,73.498,99.9489,YES,17.1507,51.3652,0.546,NO,H20
75042DSTNC701SH,325510,000107211,6156.0,Pounds,66.2648,NO,29.6738,68.6556,71.2253,94.6434,100.0,98.7963,NO,25.9879,81.2949,0.1619,NO,H39
75042DSTNC701SH,325510,000096333,4046.0,Pounds,63.9583,NO,18.0578,65.1689,66.4259,96.5763,100.0,99.191,NO,31.4074,79.9404,0.198,NO,H39
75042DSTNC701SH,325510,000095636,2860.0,Pounds,86.8773,NO,84.0424,90.0945,92.437,94.1293,100.0,97.4446,NO,4.0348,92.1723,0.0357,NO,H39
75042DSTNC701SH,325510,055406536,447.0,Pounds,31.8149,NO,0.0,35.5552,40.0538,67.8825,100.0,98.8938,NO,32.3273,54.1945,0.4041,NO,H39
28241HNKLC3300W,325998,000108883,0.5,Pounds,0.0001,NO,0.0,0.0001,0.0001,0.0002,0.0004,29.5858,YES,0.0001,0.2335,11.1975,YES,H20
46517FRNTR28335,325510,000080626,28095.0,Pounds,71.9702,NO,60.6794,77.8996,83.001,89.3797,100.0,99.4443,NO,11.4801,83.9439,0.0908,NO,H39
35079BRMNG1641S,321114,N590,2928.7,Pounds,78.5785,NO,47.1134,78.6789,78.7793,99.7225,100.0,99.9966,NO,21.0436,88.9121,0.1189,NO,H39
75502CPRTRRT12P,326211,007439976,0.1,Pounds,7.1429,NO,0.0,10.0,12.5,18.3333,30.8333,33.3333,YES,8.3333,15.455,0.5152,NO,H39
19804MDLLP305WA,326199,000067561,2227104.0,Pounds,97.9014,NO,96.3605,97.9143,97.9272,98.9501,100.0,99.9731,NO,1.0359,98.6005,0.0098,NO,H20
70123XCHMN6120J,325998,000067561,320.0,Pounds,20.9836,NO,4.7796,25.8373,30.7692,39.8758,60.9335,98.4615,YES,14.0385,40.2344,0.6168,NO,H39
55113SFLTR2430R,562211,N495,5105.0,Pounds,12.4372,NO,4.2284,16.4081,20.7622,24.5279,36.7076,99.9997,YES,8.1198,37.3797,0.8663,NO,H10
41008MTCHM2316H,325199,000108883,7100.0,Pounds,39.6205,NO,25.0601,49.6157,55.9055,65.986,90.5416,98.6111,YES,16.3704,58.596,0.2052,NO,H20
15238MTTHW101FA,325910,N230,168.0,Pounds,11.8477,NO,0.0,14.3836,18.3007,32.6705,60.101,40.1914,NO,18.287,23.4926,0.4797,NO,H20
35631MCFRTCORNE,325314,007664417,34524.0,Pounds,98.0743,NO,97.5849,98.5352,98.9992,99.1687,100.0,99.772,NO,0.6335,98.8933,0.0054,NO,H39
89015TTNMMPOBOX,331419,007782505,9960444.0,Pounds,98.4867,NO,96.2585,98.4942,98.5016,99.9846,100.0,100.0,NO,1.4904,99.1351,0.0075,NO,H39
23692MCLCM2201G,324110,000092524,0.5,Pounds,0.8696,NO,0.8696,0.8696,0.8696,0.8696,0.8696,0.8696,NO,0.0,0.8696,0.0,NO,H39
53051RBCRPN92W1,325510,001330207,16926.0,Pounds,52.1635,NO,0.1073,54.0835,56.1393,90.0677,100.0,95.2504,NO,35.9842,70.2651,0.2672,NO,H20
35476BRWNWCOUNT,321114,N590,0.1,Pounds,50.0,NO,50.0,50.0,50.0,50.0,50.0,50.0,NO,0.0,50.0,0.0,NO,H39
49441CWCCS2672H,331511,007439965,307830.0,Pounds,75.8782,NO,41.7793,76.1524,76.4266,99.0677,100.0,99.9911,NO,22.9154,86.1051,0.1335,NO,H10
35234BRMNG4301F,331111,N458,3.57,Pounds,0.761,NO,0.4843,1.1201,1.4815,1.544,2.1797,98.6188,YES,0.4238,21.9263,1.7476,YES,H10
89438NWMNTSTONE,212221,N511,460000.0,Pounds,39.3041,NO,0.0,39.3102,39.3162,69.619,100.0,99.9218,NO,30.3088,59.5141,0.4801,NO,H39
44839THGLD300SP,325510,000100414,29200.0,Pounds,81.43,NO,72.4025,85.5565,89.4224,94.3259,100.0,99.9829,NO,8.7694,89.7678,0.0578,NO,H20
77592STRLN201BA,325199,000108883,5000.0,Pounds,4.3369,NO,0.0,4.4508,4.5708,61.4062,100.0,99.8203,NO,56.9554,35.1239,0.9297,NO,H20
77592STRLN201BA,325199,000085449,40000.0,Pounds,2.3319,NO,0.0,2.7486,3.3054,10.0706,21.0536,99.985,YES,7.322,16.0923,1.5665,YES,H20
61054MXWLL404NW,323110,000100414,151520.0,Pounds,92.2609,NO,86.4102,93.3407,94.4432,97.961,100.0,99.1643,NO,4.6203,95.4959,0.0272,NO,H20
15238CHSCR128FI,325510,000108883,684.0,Pounds,2.1843,NO,0.0,2.4616,2.739,6.2378,11.9021,9.7367,NO,3.7762,4.8866,0.7033,NO,H20
53154PPGND10800,325211,000140885,1.0,Pounds,0.017,NO,0.0,0.0175,0.018,0.2933,0.7069,33.3333,YES,0.2757,5.0872,2.0466,YES,H20
53154PPGND10800,325211,000071363,1.0,Pounds,0.0011,NO,0.0,0.0014,0.0018,0.0036,0.0069,25.0,YES,0.0022,0.2262,9.7754,YES,H20
54221MNTWC1303S,221112,N420,2804.0,Pounds,13.003,NO,0.0,13.0105,13.0181,99.2635,100.0,99.9996,NO,86.2529,54.8746,0.7879,NO,H39
68501GDYRT4021N,326220,000117817,107.0,Pounds,4.2913,NO,0.0,4.7929,5.4095,23.5735,51.7444,93.0435,YES,18.7806,21.1894,1.144,YES,H39
42029WSTLK2468I,325199,000108883,430000.0,Pounds,84.4827,NO,63.1604,84.898,85.3175,99.3898,100.0,99.9814,NO,14.4918,91.9093,0.0788,NO,H20
42029WSTLK2468I,325199,000126998,171000.0,Pounds,99.0139,NO,97.5391,99.0148,99.0156,99.9985,100.0,99.9994,NO,0.9838,99.4365,0.0049,NO,H20
17519CNSTG245RE,337110,001330207,75.0,Pounds,0.146,NO,0.0,0.1726,0.1992,0.544,1.1012,88.2353,YES,0.3715,12.8591,2.3931,YES,H20
90280RCPRD8601S,424710,000110827,25041.0,Pounds,97.2882,NO,96.6231,98.0561,98.4239,99.0115,100.0,99.992,NO,0.9554,98.5408,0.0076,NO,H39
46205THBRL2920D,325612,MIXTURE,40.16,Pounds,33.7859,NO,0.0,33.9339,34.083,97.886,100.0,99.1703,NO,63.9521,61.5256,0.5179,NO,H39
43207DSTNC2121N,325510,000100414,41262.0,Pounds,10.2574,NO,0.0,10.4259,10.5993,82.5223,100.0,99.9952,NO,72.0965,48.787,0.7958,NO,H39
98106SLMNB2424S,331221,N090,45.0,Pounds,0.1738,NO,0.0,0.1738,0.1739,40.1225,100.0,80.0712,NO,39.9487,26.8063,1.405,YES,H10
44036LYRFN120FI,331511,007440508,834.0,Pounds,21.0872,NO,0.8003,25.9831,32.6547,42.7716,67.9545,92.3588,YES,16.7886,40.9474,0.5203,NO,H39
02852TRYPL21CRI,326113,000107211,6672735.0,Pounds,95.8431,NO,90.6365,96.0449,96.2471,99.6504,100.0,99.9997,NO,3.6056,97.897,0.0191,NO,H20
15132NMLPR3500W,332812,000071363,2227.0,Pounds,1.3241,NO,0.0,1.4714,1.6541,10.143,23.1505,99.6421,YES,8.6716,12.4036,1.7336,YES,H20
31703CPRTR3300S,326211,N982,259278.0,Pounds,48.9072,NO,30.1341,56.3005,65.6166,73.7448,99.9113,99.9946,YES,17.4443,68.7444,0.2278,NO,H39
92335CHMCL13560,325998,007632000,63082.0,Pounds,99.9984,NO,99.9984,99.9984,99.9984,99.9984,99.9984,99.9984,NO,0.0,99.9984,0.0,NO,H39
23703CRNYS4501C,928110,000091203,50000.0,Pounds,49.5432,NO,0.0,49.771,50.0,98.4737,100.0,99.996,NO,48.7026,73.6071,0.3345,NO,H39
90723WSTRN14066,324191,001330207,12.0,Pounds,70.5882,NO,70.5882,70.5882,70.5882,70.5882,70.5882,70.5882,NO,0.0,70.5882,0.0,NO,H20
70079SHLLL1205R,324110,N150,0.2,Grams,47.619,NO,16.342,48.8095,50.0,70.4545,100.0,90.9091,NO,21.645,62.8427,0.3162,NO,H39
46402SSGRYONENO,331111,001313275,180000.0,Pounds,77.6063,NO,55.6764,80.0107,82.5688,96.2335,100.0,99.9167,NO,16.2229,88.1202,0.0937,NO,H39
79760CHMPN115PR,325110,000091203,42423.0,Pounds,60.1012,NO,24.9166,64.063,68.5835,90.1607,100.0,99.4141,NO,26.0976,77.3591,0.1786,NO,H20
97123HLLSB699WD,327320,N511,1680.0,Pounds,95.4545,NO,94.8996,96.5645,97.6744,97.6744,99.3393,97.6744,NO,1.1099,96.9345,0.0108,NO,H39
80217RBNSN1845W,327121,N450,6195.0,Pounds,99.8388,NO,99.8187,99.8791,99.9194,99.9194,99.9797,99.9194,NO,0.0403,99.8925,0.0004,NO,H39
46402SSGRYONENO,331111,000108883,1700.0,Pounds,0.5859,NO,0.0,0.5946,0.6035,27.9878,69.0777,91.8919,YES,27.3932,16.2185,1.1683,YES,H39
99707FRTKN1FORA,212221,N090,282.0,Pounds,0.4374,NO,0.0,0.4375,0.4375,49.6924,100.0,98.9474,NO,49.255,33.2741,1.3956,YES,H39
63701RCTCL450NA,326299,000137268,304.0,Pounds,28.8425,NO,28.8425,28.8425,28.8425,28.8425,28.8425,28.8425,NO,0.0,28.8425,0.0,NO,H39
99707FRTKN1FORA,212221,N495,564.0,Pounds,0.5195,NO,0.0,0.5195,0.5196,96.0982,100.0,99.8584,NO,95.5786,42.019,1.1408,YES,H39
52722BRTNS20436,424690,000872504,28.0,Pounds,49.1228,NO,0.0,51.3805,53.8462,87.5855,100.0,93.3333,NO,36.2051,67.7478,0.2808,NO,H20
66111BRTNS901S6,424690,000108883,1701.0,Pounds,35.8332,NO,20.6593,43.7254,51.655,59.1028,82.1688,95.885,YES,15.3774,55.2197,0.2976,NO,H20
14302DPNTNBUFFA,325188,N040,54911.0,Pounds,24.2949,NO,0.0,27.836,31.7214,53.3957,91.7352,99.7457,YES,25.5597,49.3389,0.5433,NO,H39
75119PLYGR3801H,324122,000110543,109.0,Pounds,9.8287,NO,0.0,11.2589,12.6892,21.5256,36.9257,30.3621,NO,10.2667,17.6267,0.5152,NO,H39
51502BRTNS21359,424690,000098828,33.0,Pounds,22.2973,NO,0.0,26.2442,30.5556,46.1742,76.0692,91.6667,YES,19.93,41.3366,0.5441,NO,H20
72209MRNNM11605,325510,001330207,353148.0,Pounds,63.2693,NO,9.5469,63.4082,63.5471,99.3158,100.0,99.996,NO,35.9075,78.8944,0.2267,NO,H20
45601MDCRP401SP,322121,007782505,206000.0,Pounds,95.8095,NO,92.6725,95.8117,95.814,97.9045,100.0,99.9951,NO,2.0928,97.2062,0.0203,NO,H39
01824MLCTR279BI,326199,N010,1194.0,Pounds,14.8268,NO,0.0,14.8796,14.9325,55.1881,100.0,95.4436,NO,40.3084,41.7343,0.91,NO,H39
67147BRTNS201SC,424690,000098828,127.0,Pounds,2.0079,NO,0.0,2.3038,2.6009,8.115,16.8318,98.4496,YES,5.8112,22.8811,1.6332,YES,H20
60650GTTND4620R,332813,N982,54459.0,Pounds,24.7541,NO,0.0,24.7622,24.7702,62.2544,100.0,99.7387,NO,37.4923,49.7543,0.7104,NO,H10
35215MDLND90CAR,325510,N230,631994.0,Pounds,64.2713,NO,28.4895,66.3259,68.389,91.5502,100.0,99.9605,NO,25.2243,79.754,0.1844,NO,H39
55432KRTMF7585V,331521,007440508,49512.0,Pounds,81.6563,NO,56.0978,81.9475,82.239,99.1806,100.0,99.9917,NO,17.2331,90.1426,0.0973,NO,H10
21795PSNCH16414,325510,000141322,2941.0,Pounds,74.6257,NO,63.9982,77.153,79.6803,85.9229,99.0777,92.1655,NO,8.7699,82.1572,0.0897,NO,H39
90749RCPRD1801E,324110,000108883,11642.0,Pounds,97.4715,NO,96.9302,98.1828,98.5358,99.0178,100.0,99.3938,NO,0.835,98.5432,0.0062,NO,H39
84624NTRMN850BR,221112,N590,0.1,Pounds,0.0627,NO,0.0239,0.0862,0.1098,0.1278,0.1901,0.1458,NO,0.0416,0.1061,0.3209,NO,H39
70601CRBLN900OP,325510,000108101,52973.0,Pounds,92.4243,NO,82.5824,92.7131,93.0036,99.4669,100.0,99.7251,NO,6.7538,95.6447,0.0354,NO,H20
55126MLTCL600CA,325611,N230,1122.0,Pounds,17.3095,NO,0.0,17.6716,18.0357,81.5409,100.0,99.6448,NO,63.8693,51.0237,0.709,NO,H39
30316DRNNC1415C,325510,007439921,0.1,Pounds,3.4483,NO,0.0,3.7857,4.1667,18.3333,40.1548,50.0,YES,14.5476,14.5504,1.0878,YES,H39
52722BRTNS20436,424690,000110827,42.0,Pounds,3.8745,NO,0.0,5.1401,6.6351,8.8649,14.4522,53.1646,YES,3.7248,13.0977,1.257,YES,H20
51502BRTNS21359,424690,000067561,13773.0,Pounds,28.3267,NO,0.0,29.4359,30.6325,82.7433,100.0,90.1374,NO,53.3074,53.3507,0.5204,NO,H20
66111BRTNS901S6,424690,N230,1389.0,Pounds,50.6195,NO,0.0,52.8185,55.2067,90.2291,100.0,98.3711,NO,37.4107,70.946,0.276,NO,H20
67147BRTNS201SC,424690,000110543,670.0,Pounds,4.3051,NO,0.0,5.1079,5.9529,13.9467,27.2049,99.7024,YES,8.8388,23.6157,1.3455,YES,H20
85338MSMTF3829S,331314,N982,108223.0,Pounds,59.3989,NO,28.972,59.4035,59.408,79.6911,100.0,99.9741,NO,20.2876,72.927,0.2623,NO,H10
44707MTRPL1201M,327122,007439921,29.6,Pounds,97.1447,NO,95.6629,97.4011,97.6575,98.56,100.0,99.4624,NO,1.1588,98.0882,0.0101,NO,H39
85043RCPHN5333W,424710,000095636,494.0,Pounds,36.7833,NO,0.0,39.4928,42.4399,77.0071,100.0,99.798,NO,37.5143,61.6112,0.3903,NO,H20
67801FRMLN3MILE,325311,N511,7900000.0,Pounds,94.3621,NO,86.9631,94.5432,94.7242,99.5965,100.0,99.9999,NO,5.0534,96.7665,0.0266,NO,H39
77511MNSNTFM291,325320,000067561,28843.0,Pounds,2.7066,NO,0.0,2.7886,2.8706,32.1444,76.1781,99.9965,YES,29.3558,25.0628,1.3233,YES,H20
01331DLLPL764SA,326121,000117817,334076.0,Pounds,75.703,NO,44.4097,76.3879,77.0728,97.7068,100.0,99.9988,NO,21.3188,85.852,0.1277,NO,H39
52722BRTNS20436,424690,000110543,1817.0,Pounds,34.6623,NO,18.1505,42.0803,49.7399,58.0335,81.9633,70.618,NO,15.9532,50.7497,0.2307,NO,H20
72006NBCNCHWY33,331525,007440508,10717175.0,Pounds,93.2329,NO,86.0087,93.735,94.2374,98.8858,100.0,99.9992,NO,5.1508,96.3572,0.0296,NO,H10
35630MNRCH835RI,327122,N982,7538.0,Pounds,81.8992,NO,68.6405,84.0514,86.2175,94.3253,100.0,99.8014,NO,10.2739,89.2388,0.0719,NO,H39
50616SLSBR1900R,325411,000067561,1200000.0,Pounds,74.5411,NO,61.6541,78.3059,82.1355,89.4071,100.0,99.9708,NO,11.1012,85.9487,0.1054,NO,H20
19559PSTPRPOBOX,331512,007440473,107074.0,Pounds,79.1988,NO,47.9994,79.1992,79.1997,99.9992,100.0,99.9997,NO,20.7999,88.9059,0.1167,NO,H10
64116RLCMP400RE,325510,000071363,600.0,Pounds,48.4653,NO,39.4827,55.0968,61.7284,65.5062,81.1203,69.2841,NO,10.4094,59.8259,0.1438,NO,H39
89820BTTLMCOPPE,212221,N495,7755.0,Pounds,42.227,NO,0.0,42.9426,43.6778,94.6308,100.0,99.9999,NO,51.6882,68.6426,0.3876,NO,H39
31404STHRN1600E,325188,007664939,17846.0,Pounds,68.784,NO,63.681,74.3929,80.0018,81.5341,92.246,83.0665,NO,7.1413,77.2841,0.0794,NO,H39
52162NRPLXNECOU,326130,000108952,0.5,Pounds,0.0025,NO,0.0,0.0025,0.0025,0.1011,0.2489,0.1996,NO,0.0985,0.0682,1.3617,YES,H20
89410RVPCF1198S,325510,001330207,57507.84,Pounds,91.385,NO,80.3449,91.7495,92.1169,99.3526,100.0,99.5672,NO,7.6031,95.039,0.04,NO,H20
35217LLWRT500ME,562211,000108101,12249.0,Pounds,11.3052,NO,0.0,11.3126,11.32,99.3867,100.0,99.9887,NO,88.0741,53.9296,0.8162,NO,H20
