TRIFID,PRIMARY NAICS CODE,TRI_CHEM_ID,ON-SITE - RECYCLED,UNIT OF MEASURE,LOWER EFFICIENCY,LOWER EFFICIENCY OUTLIER?,Q1 - 1.5xIQR,Q1,Q2,Q3,Q3 + 1.5xIQR,UPPER EFFICIENCY,UPPER EFFICIENCY OUTLIER?,IQR,MEAN OF EFFICIENCY,CV,HIGH VARIANCE?,METHOD
35578STHSTWALKE,321114,N100,18.0,Pounds,22.2222,NO,22.2222,22.2222,22.2222,22.2222,22.2222,22.2222,NO,0.0,22.2222,0.0,NO,H39
48220GGPRD625WA,325510,000091203,13852.0,Pounds,57.1146,NO,43.7706,63.827,71.38,77.1979,97.2542,99.9639,YES,13.3709,73.6325,0.1806,NO,H20
45381WHTTK10ELE,325520,000107211,225394.0,Pounds,56.5451,NO,30.3579,61.1771,66.1478,81.7233,100.0,99.9996,NO,20.5462,75.3351,0.2087,NO,H20
89414KNSNY60MIL,212221,N982,5.0,Pounds,0.0072,NO,0.0,0.0072,0.0072,52.7778,100.0,83.3333,NO,52.7705,26.9883,1.2074,YES,H39
39303STHRNWILER,331513,007439965,73800.0,Pounds,76.9231,NO,61.23,77.3889,77.8547,88.1615,100.0,98.4683,NO,10.7726,84.4153,0.1178,NO,H10
29506RCHCRBUILD,325412,000108883,0.5,Pounds,0.0041,NO,0.0,0.0054,0.0067,0.0114,0.0204,33.3333,YES,0.006,1.6277,3.8687,YES,H20
93524RFRCF1SROS,928110,N511,20967.0,Pounds,89.7675,NO,82.291,89.8368,89.9061,94.8673,100.0,99.8286,NO,5.0305,93.1674,0.0506,NO,H39
21078CLLCR1354O,325611,N230,816.0,Pounds,12.7281,NO,0.0,17.134,22.3439,32.9231,56.6069,99.8776,YES,15.7891,27.6523,0.5631,NO,H39
15025SSCLR400ST,324199,007439921,1094.43,Pounds,86.7136,NO,83.4404,90.5397,92.8766,95.2726,100.0,99.9069,NO,4.7329,92.9835,0.0348,NO,H39
66111BRTNS901S6,424690,000100414,1060.0,Pounds,51.5063,NO,9.2837,54.3303,57.2045,84.3613,100.0,99.9057,NO,30.031,71.2957,0.2659,NO,H20
5309WBRTNS8RAIL,424690,000107211,661.0,Pounds,59.0179,NO,0.0,59.1764,59.3357,99.2495,100.0,99.6983,NO,40.0731,76.4148,0.2605,NO,H20
42276RCKWLHWY68,331523,007440508,427053.0,Pounds,88.4798,NO,85.6807,90.9228,93.3661,94.4175,99.6595,99.9953,YES,3.4947,93.2174,0.0393,NO,H10
60650KPPRS3900S,325194,000132649,23185.0,Pounds,40.4621,NO,0.0,41.1146,41.7884,96.1584,100.0,99.9181,NO,55.0438,68.44,0.4028,NO,H39
44730CRSCN6878O,327120,000108952,2658.0,Pounds,87.6938,NO,78.6775,87.7663,87.8387,93.8255,100.0,99.8122,NO,6.0592,91.7816,0.0619,NO,H39
48217MRTHN1300S,324110,000098828,42.0,Pounds,37.1681,NO,0.0,37.3341,37.5,67.5872,100.0,97.6744,NO,30.2531,57.4475,0.4951,NO,H20
45365STLLC2633C,332322,000071363,1.0,Pounds,0.0037,NO,0.0,0.0041,0.0045,0.0408,0.0959,50.0,YES,0.0367,0.8391,7.4415,YES,H39
60131NTDRF3700N,331420,N100,612694.0,Pounds,99.9929,NO,99.9929,99.9929,99.9929,99.9929,99.9929,99.9929,NO,0.0,99.9929,0.0,NO,H10
89415HWTHRSEQTR,928110,007440508,485487.0,Pounds,44.0479,NO,5.9972,44.524,45.0,70.2085,100.0,95.4169,NO,25.6845,61.4883,0.3902,NO,H39
46701PRKRHSTATE,332912,007440508,4373039.41,Pounds,60.7509,NO,1.8776,60.7509,60.751,99.9998,100.0,99.9999,NO,39.2489,79.0671,0.2476,NO,H39
17921GLDSPEASTC,331513,007440508,17959.0,Pounds,98.7812,NO,97.9278,98.9654,99.1498,99.6571,100.0,99.9912,NO,0.6917,99.3482,0.0044,NO,H39
16506RBRNZ6300W,331524,007440020,131089.56,Pounds,93.5733,NO,84.5112,93.6892,93.8053,99.8079,100.0,99.9964,NO,6.1186,96.5639,0.0318,NO,H10
36081SNDRSHENDE,331492,007439921,42776276.1,Pounds,94.7037,NO,91.8082,95.5875,96.4715,98.107,100.0,100.0,NO,2.5195,97.3087,0.0201,NO,H10
55987MDWST1175E,331511,007440473,31308.09,Pounds,92.9811,NO,89.3598,94.1759,95.3719,97.3867,100.0,99.9748,NO,3.2108,95.9219,0.0245,NO,H10
75236PRCCH4722B,325998,000050000,2976.0,Pounds,75.6098,NO,46.5676,76.6962,77.8039,96.782,100.0,99.2,NO,20.0858,85.6529,0.1213,NO,H39
21801CCDNTRT11B,326113,N982,4274.0,Pounds,55.0348,NO,0.0,55.1733,55.3125,99.3723,100.0,99.8132,NO,44.199,75.8508,0.2914,NO,H39
47240DLTFCHIGHW,332913,N495,876.566,Pounds,2.643,NO,0.0,2.6469,2.6509,91.2378,100.0,99.8511,NO,88.5908,45.333,1.0086,YES,H10
71301DRWDT1KOPP,321114,008001589,3701495.0,Pounds,99.6348,NO,99.4493,99.7232,99.8117,99.9058,100.0,99.9995,NO,0.1826,99.8143,0.0011,NO,H39
45805BPCHMFORTA,325199,000096333,16000.0,Pounds,43.692,NO,37.6649,52.1749,60.423,61.8482,76.3581,99.1326,YES,9.6733,63.5695,0.2836,NO,H20
16136BBCCKMOUNT,331110,N450,1215704.96,Pounds,68.2746,NO,42.3616,71.0312,73.7902,90.1443,100.0,99.9705,NO,19.1131,80.6266,0.1448,NO,H10
2981WHRSHD941TE,331492,N420,78115.0,Pounds,99.4146,NO,98.552,99.4177,99.4209,99.9949,100.0,99.9974,NO,0.5771,99.6654,0.0029,NO,H10
29731SNBLT2120B,325199,001330207,139000.0,Pounds,93.2542,NO,83.2351,93.2714,93.2886,99.9622,100.0,99.9964,NO,6.6909,96.1438,0.0345,NO,H20
21222TNMCC2300E,325510,000108101,7850.0,Pounds,47.3006,NO,16.1833,48.544,49.7875,70.1179,100.0,90.4482,NO,21.5738,62.5121,0.3164,NO,H20
77590MRTHNFOOTO,324110,000106990,5.0,Pounds,0.4808,NO,0.0,0.4897,0.499,15.4293,37.8388,22.7273,NO,14.9396,7.935,1.1489,YES,H39
39601GRDNRINDUS,321114,N590,7588.7,Pounds,95.6045,NO,89.0913,95.6195,95.6346,99.9717,100.0,99.9987,NO,4.3522,97.655,0.0223,NO,H39
7111WTXRDY351SH,327320,N420,6.24,Pounds,97.3631,NO,97.3631,97.3631,97.3631,97.3631,97.3631,97.3631,NO,0.0,97.3631,0.0,NO,H39
74820JPMCNONEGE,326199,000095636,1053.0,Pounds,2.6765,NO,0.0,2.7848,2.8966,27.2139,63.8575,75.974,YES,24.4291,20.2206,1.2434,YES,H20
27403DSTNC1025H,325510,000071363,29529.0,Pounds,95.9575,NO,95.074,97.0601,97.9208,98.3841,100.0,99.9729,NO,1.324,97.9356,0.0121,NO,H20
77590MRTHNFOOTO,324110,000110543,516.0,Pounds,0.0467,NO,0.0,0.0475,0.0483,1.4436,3.5377,98.6616,YES,1.3961,13.3938,2.0827,YES,H39
54221MNTWC1303S,221112,N420,835.0,Pounds,12.252,NO,0.0,12.2542,12.2565,99.7491,100.0,99.9999,NO,87.4948,54.6345,0.8011,NO,H39
47331RCLMD1500W,562211,000872504,76000.0,Pounds,92.8789,NO,85.2423,93.4356,93.9954,98.8978,100.0,99.9868,NO,5.4622,96.2859,0.031,NO,H20
33809WNSLL2222W,327993,N450,32619.0,Pounds,83.3223,NO,58.858,83.4065,83.4907,99.7721,100.0,99.9724,NO,16.3657,90.4489,0.0899,NO,H39
42420STRNL5800R,331492,007440508,29580.0,Pounds,81.3237,NO,53.4517,81.344,81.3643,99.9389,100.0,99.9994,NO,18.5949,89.3219,0.1031,NO,H39
50313BRTNS1970N,424690,000110543,249.0,Pounds,41.2252,NO,25.9477,48.0352,55.8296,62.7602,84.8477,92.5651,YES,14.725,58.7444,0.2718,NO,H20
42029WSTLK2468I,325199,000100425,511160.0,Pounds,95.1735,NO,91.9804,96.0989,97.042,98.8446,100.0,99.9949,NO,2.7457,97.4745,0.0161,NO,H20
29834VLCHMCARLI,325211,N230,1285171.0,Pounds,97.486,NO,93.7723,97.4964,97.5069,99.9792,100.0,99.9999,NO,2.4828,98.7021,0.0126,NO,H20
84087CRYSN2355S,324110,N420,0.145,Pounds,0.161,NO,0.0,0.1866,0.2138,0.6662,1.3856,10.5455,YES,0.4796,1.8037,1.982,YES,H39
42029WSTLK2468I,325199,000107062,7573778.0,Pounds,72.2225,NO,33.8879,72.8483,73.4851,98.8219,100.0,100.0,NO,25.9736,85.8266,0.1515,NO,H20
54143KSGND1731I,336310,007440020,303347.0,Pounds,76.5695,NO,43.4309,76.9652,77.3651,99.3215,100.0,99.9986,NO,22.3563,88.1041,0.127,NO,H10
60651LLDMT4528W,331314,007429905,156997.0,Pounds,97.6404,NO,95.9004,97.652,97.6635,98.8196,100.0,99.9758,NO,1.1677,98.4266,0.0111,NO,H10
21801PLYMT2000I,331210,000079016,32604.0,Pounds,35.1833,NO,0.0,39.5708,45.2061,68.3467,100.0,76.7442,NO,28.776,53.2812,0.3069,NO,H20
74401DLTLX381DA,327120,N096,660.0,Pounds,94.5559,NO,88.6516,94.9648,95.3757,99.1736,100.0,99.8487,NO,4.2088,96.8653,0.0229,NO,H39
29445LMXFSHIGHW,331313,N590,42219.0,Pounds,96.6526,NO,93.2361,96.9464,97.2407,99.4199,100.0,99.9761,NO,2.4735,98.2056,0.014,NO,H39
27804LCNCN400JE,332510,N982,839602.0,Pounds,66.0932,NO,15.2523,66.0954,66.0976,99.9908,100.0,99.9994,NO,33.8954,81.9148,0.2065,NO,H10
16301NVLLSROUTE,325199,001319773,390000.0,Pounds,86.1515,NO,70.4342,87.086,88.0361,98.1872,100.0,99.9997,NO,11.1012,92.9217,0.0635,NO,H20
4671WFCCDM936EA,336350,007439921,36.17,Pounds,11.1515,NO,0.0,11.1526,11.1536,55.494,100.0,99.8344,NO,44.3414,40.7132,1.0268,YES,H39
13209CRCBLSTATE,331110,007440508,2000.0,Pounds,28.2366,NO,15.8096,36.2491,40.9836,49.8754,70.3148,99.5025,YES,13.6263,49.9474,0.4043,NO,H10
32514GLMNS8780E,326113,000067561,114838.0,Pounds,76.5924,NO,50.3076,77.8635,79.156,96.2341,100.0,99.3752,NO,18.3706,86.1884,0.1125,NO,H20
38555CRSSV3PRCE,327120,N090,1.0,Pounds,0.4695,NO,0.0,0.4728,0.4762,12.7381,31.136,25.0,NO,12.2653,8.6486,1.3369,YES,H39
78380TXSCLPETRO,562211,N420,96.53,Pounds,0.0047,NO,0.0,0.0047,0.0047,0.7195,1.7918,99.941,YES,0.7148,18.607,1.8469,YES,H39
89822NWMNT6MAIL,212221,N420,11.1,Pounds,0.0006,NO,0.0,0.0008,0.001,0.0018,0.0033,99.91,YES,0.001,4.1054,3.5119,YES,H39
37040SVGZN1800Z,212231,N458,490.0,Pounds,99.9998,NO,99.9998,99.9998,99.9998,99.9998,99.9998,99.9998,NO,0.0,99.9998,0.0,NO,H39
26722KPPRSRAILR,321114,008001589,520000.0,Pounds,88.0237,NO,81.8055,90.6071,93.344,96.4749,100.0,99.9998,NO,5.8677,93.7465,0.0386,NO,H39
35215MDLND90CAR,325510,000108101,8899.0,Pounds,40.0387,NO,16.9206,48.3883,56.8372,69.3668,100.0,97.9096,NO,20.9785,59.6276,0.2479,NO,H20
28677THVLS1931S,325510,055406536,15.0,Pounds,2.052,NO,0.0,2.0576,2.0633,40.5053,98.1769,78.9474,NO,38.4477,27.6875,1.3091,YES,H39
7555WTXTLN151CR,327320,N420,0.6990000000000001,Pounds,88.8183,NO,81.8991,89.332,89.8458,94.2873,100.0,98.7288,NO,4.9553,92.4643,0.0481,NO,H39
44711SHLND2408G,324110,N420,525.0,Pounds,67.8295,NO,35.8978,70.612,73.6325,93.7548,100.0,98.3146,NO,23.1428,81.483,0.1448,NO,H39
37015STTND500BY,335228,N495,3997.0,Pounds,53.7318,NO,0.0,54.0267,54.3218,98.0318,100.0,99.9725,NO,44.005,73.1633,0.3021,NO,H39
62526MLLRC1226E,331529,007439921,9767.0,Pounds,12.6163,NO,1.1958,17.1153,19.8468,27.7283,43.6478,99.9795,YES,10.613,32.0191,0.8107,NO,H10
44711SHLND2408G,324110,000108883,3205.0,Pounds,0.3374,NO,0.0,0.3568,0.3775,3.7405,8.8161,99.9688,YES,3.3837,10.8746,1.9831,YES,H20
30809KRGRR4301E,323111,000108883,18785104.0,Pounds,97.6581,NO,95.2964,97.894,98.131,99.6257,100.0,99.7652,NO,1.7317,98.6562,0.009,NO,H20
60938NCBRS540EU,311224,000067561,20660556.0,Pounds,99.9763,NO,99.9585,99.9763,99.9763,99.9881,100.0,100.0,NO,0.0119,99.9842,0.0001,NO,H20
08846MRSLN125FA,562211,000110543,141372.0,Pounds,32.2612,NO,0.0,34.7949,37.7482,79.3035,100.0,99.863,NO,44.5087,58.3064,0.4284,NO,H20
28208CHRLT1335S,331511,007439921,956.0,Pounds,0.7097,NO,0.0,0.7098,0.7098,98.7094,100.0,99.8955,NO,97.9996,48.2478,1.0176,YES,H10
75160TJSRS105TE,331492,N020,9961.0,Pounds,54.9967,NO,34.8286,60.3174,65.6625,77.3099,100.0,99.99,NO,16.9925,72.7487,0.2173,NO,H10
4470WTHTMK2514W,332991,007440473,47301.0,Pounds,12.6064,NO,0.0,12.6863,12.7666,91.9423,100.0,99.99,NO,79.256,50.9947,0.8048,NO,H10
72117KPPRS2201E,321114,008001589,1200000.0,Pounds,99.0772,NO,98.757,99.3182,99.5305,99.6923,100.0,99.9994,NO,0.3741,99.5299,0.0027,NO,H39
06111DVNCD681NM,325520,000080626,3000.0,Pounds,30.9715,NO,0.0,31.1883,31.4082,96.7541,100.0,97.8046,NO,65.5658,59.4384,0.5489,NO,H39
43207CPTLR324DE,325211,000108883,58440.0,Pounds,73.071,NO,34.3841,73.3903,73.7125,99.3945,100.0,100.0,NO,26.0042,86.1844,0.1509,NO,H20
7518WTXLKJ129LA,327320,N420,4.927,Pounds,97.7967,NO,97.512,98.3365,98.8762,98.8861,99.7106,98.896,NO,0.5496,98.523,0.0052,NO,H39
21795PSNCH16414,325510,000071363,13.0,Pounds,2.4762,NO,0.0,2.4809,2.4857,44.5762,100.0,86.6667,NO,42.0952,30.5428,1.2993,YES,H39
68026GRHLD33NBR,327320,007439921,0.02321,Pounds,80.5455,NO,77.3835,84.4924,88.4393,89.2317,96.3405,90.024,NO,4.7393,86.3363,0.048,NO,H39
49504BTZFN2029B,331511,007440508,15223.0,Pounds,98.6329,NO,97.5001,98.8154,98.9985,99.6922,100.0,99.8688,NO,0.8769,99.2165,0.0048,NO,H10
52778NRTHSHWY38,331110,N040,52.0,Pounds,0.149,NO,0.0,0.1502,0.1514,8.5669,21.1921,89.6552,YES,8.4168,15.3414,1.992,YES,H10
46550NWMRC355ND,336213,000108883,649.0,Pounds,6.7059,NO,0.0,8.6945,11.5193,16.0651,27.1209,66.3599,YES,7.3706,20.009,0.9357,NO,H20
52778NRTHSHWY38,331110,N982,6644.0,Pounds,0.3902,NO,0.0,0.4018,0.4136,6.9991,16.8952,99.4909,YES,6.5973,17.1719,1.7278,YES,H10
29730KNGSL1685O,325510,000108101,1472.0,Pounds,64.6465,NO,18.7735,65.4433,66.2466,96.5565,100.0,99.6615,NO,31.1132,79.222,0.2013,NO,H20
53925MRCNP850WE,323111,000108883,1316.0,Pounds,7.637,NO,0.0,9.9236,12.5262,17.2128,28.1467,91.1357,YES,7.2892,26.1678,1.0755,YES,H20
7201WBNTNR19DAL,327320,N420,1.913,Pounds,99.1706,NO,99.1706,99.1706,99.1706,99.1706,99.1706,99.1706,NO,0.0,99.1706,0.0,NO,H39
60914BRMNGRR1BO,331110,N450,61703.0,Pounds,9.4169,NO,0.0,9.4385,9.4602,96.1273,100.0,99.9952,NO,86.6887,52.8157,0.8348,NO,H10
40475THSHRBOGGS,325510,000108883,1034208.0,Pounds,90.0789,NO,84.3882,92.1614,94.3417,97.3436,100.0,99.9999,NO,5.1821,94.8618,0.031,NO,H20
48043DPNTM400GR,325510,000141322,0.5,Pounds,0.0007,NO,0.0,0.0007,0.0007,2.4001,5.9993,4.7619,NO,2.3994,1.3664,1.2892,YES,H20
56137HRNLK91246,325193,000067561,75865.25,Pounds,89.7016,NO,77.145,90.1736,90.646,98.8594,100.0,99.9846,NO,8.6857,94.0569,0.048,NO,H39
15010BRGHT51045,331513,007440020,6572.0,Pounds,96.1944,NO,90.833,96.2648,96.3354,99.886,100.0,99.924,NO,3.6212,97.8222,0.0184,NO,H10
46368NMLPRUSHWY,332812,000131113,6.0,Pounds,0.0326,NO,0.0,0.0334,0.0343,1.1848,2.9119,11.3208,YES,1.1514,1.1714,1.7965,YES,H20
14207MDPCC1801E,323111,007439921,250.72,Pounds,99.8884,NO,99.8197,99.8944,99.9004,99.9442,100.0,99.988,NO,0.0498,99.9256,0.0004,NO,H39
53092THRMS10605,327999,000108883,8400.0,Pounds,56.1647,NO,10.6246,58.2433,60.4317,89.9892,100.0,97.2222,NO,31.7458,72.8977,0.2345,NO,H20
17404JBKRC320NO,327120,000108952,5277.0,Pounds,2.2745,NO,0.0,2.2842,2.294,82.8871,100.0,99.7543,NO,80.6029,42.7802,0.9711,NO,H39
14150NCNRG700GR,424710,000091203,14735.0,Pounds,95.8998,NO,93.2348,96.0563,96.2129,97.9373,100.0,99.6618,NO,1.881,97.2582,0.0175,NO,H39
49431GRTLK800NW,331511,N450,231769.0,Pounds,60.1483,NO,23.8886,62.8237,65.5685,88.7805,100.0,99.9978,NO,25.9568,77.673,0.2046,NO,H10
27410SHRWN113ST,325510,000071363,2374.0,Pounds,33.0457,NO,0.0,39.4185,48.8276,66.0914,100.0,99.5805,NO,26.6729,53.6595,0.3234,NO,H20
27410SHRWN113ST,325510,001330207,5538.0,Pounds,8.1113,NO,0.0,8.4836,8.8917,64.3281,100.0,99.6043,NO,55.8445,36.3997,0.8369,NO,H20
98421SLPRN1825A,562211,000108101,29070.52,Pounds,41.8583,NO,0.0,41.9742,42.0907,99.1646,100.0,99.9997,NO,57.1904,68.7047,0.4159,NO,H20
98421SLPRN1825A,562211,000127184,2490.62,Pounds,74.8877,NO,45.2561,76.2861,77.7334,96.9727,100.0,99.9998,NO,20.6866,86.1026,0.1227,NO,H20
37321FJHNT411MA,325992,000108952,439090.0,Pounds,98.6342,NO,98.2276,98.8787,99.1232,99.3128,99.9639,99.5024,NO,0.4341,99.0866,0.0036,NO,H39
52553HRTLNHIGHW,311119,007664417,13483924.0,Pounds,95.285,NO,90.2763,95.7485,96.2164,99.3966,100.0,99.9802,NO,3.6482,97.5459,0.0193,NO,H39
98421SLPRN1825A,562211,000075058,77.69,Pounds,0.0655,NO,0.0,0.0657,0.0659,17.6691,44.0742,99.6792,YES,17.6034,11.7819,1.6308,YES,H20
42276LGNLMPOBOX,331314,007440508,1148544.0,Pounds,90.3941,NO,76.1476,90.4296,90.465,99.9509,100.0,100.0,NO,9.5213,95.1553,0.0501,NO,H10
19804MDLLP305WA,326199,000110543,2394992.0,Pounds,99.999,NO,99.9984,99.9991,99.9992,99.9995,100.0,99.9998,NO,0.0004,99.9993,0.0,NO,H20
74127MPRFN2729W,331511,007439921,0.024,Pounds,1.2537,NO,0.0,1.2571,1.2605,70.2286,100.0,98.5626,NO,68.9715,34.864,1.141,YES,H10
47635KSTLC6500N,331110,007664393,206403.0,Pounds,8.5061,NO,0.0,8.5083,8.5105,53.9519,100.0,99.3932,NO,45.4436,38.8033,1.1041,YES,H39
68524KWSKM6600N,336999,000108883,558.0,Pounds,7.0588,NO,0.0,7.7522,8.5965,43.6285,97.443,98.2394,YES,35.8763,27.9238,0.8653,NO,H20
40475XDCRP876RI,335911,N010,20136.0,Pounds,26.8921,NO,0.0,26.9342,26.9764,98.9803,100.0,99.9956,NO,72.0461,61.9917,0.5841,NO,H10
