TRIFID,PRIMARY NAICS CODE,TRI_CHEM_ID,ON-SITE - RECYCLED,UNIT OF MEASURE,LOWER EFFICIENCY,LOWER EFFICIENCY OUTLIER?,Q1 - 1.5xIQR,Q1,Q2,Q3,Q3 + 1.5xIQR,UPPER EFFICIENCY,UPPER EFFICIENCY OUTLIER?,IQR,MEAN OF EFFICIENCY,CV,HIGH VARIANCE?,METHOD
90638RDRXN16961,325612,000078933,100.0,Pounds,9.7752,NO,0.0,13.5135,16.6667,26.1097,45.0039,75.188,YES,12.5961,21.1556,0.5878,NO,R99
35806TLDYN7300H,331492,007664417,107000.0,Pounds,25.1174,NO,0.0,27.4766,30.3116,69.3435,100.0,90.678,NO,41.8669,48.9675,0.4902,NO,R99
05301CBRDLQUINN,325510,N230,5930.0,Pounds,79.0667,NO,63.3488,81.7931,84.7143,94.0893,100.0,95.9547,NO,12.2962,87.3572,0.0761,NO,R11
45377RNDMR845CE,325412,000110827,260000.0,Pounds,77.9907,NO,72.7726,82.4117,86.9176,88.8377,98.4768,99.9981,YES,6.426,87.9136,0.0852,NO,R11
99705MPCLS1100H,324110,001330207,1700.0,Pounds,22.8035,NO,5.0802,30.3458,35.4167,47.1895,72.455,99.7067,YES,16.8437,40.8963,0.3943,NO,R19
05301CBRDLQUINN,325510,000071363,4910.0,Pounds,77.9984,NO,63.6257,81.2242,84.7282,92.9564,100.0,95.155,NO,11.7323,86.6061,0.0755,NO,R11
07901CBGGY556MO,325411,000067561,0.5,Pounds,0.0002,NO,0.0,0.0002,0.0003,0.0005,0.0009,0.0189,YES,0.0003,0.003,2.1944,YES,R19
63147PDGRG5200N,325510,000108952,4800.0,Pounds,8.8725,NO,0.0,11.8228,15.7119,25.8424,46.8717,95.0495,YES,14.0195,22.8138,0.8052,NO,R11
49464HXCLC215CE,325411,000108883,1090000.0,Pounds,84.9809,NO,71.9819,87.0892,89.3048,97.1608,100.0,99.849,NO,10.0716,92.1457,0.0566,NO,R11
07735FFFRG800RO,325620,000078922,365780.0,Pounds,48.7319,NO,18.1064,53.4638,58.6384,77.0353,100.0,99.9913,NO,23.5716,69.8754,0.264,NO,R19
53222STRHD11123,331521,007429905,708600.0,Pounds,82.5893,NO,57.52,82.7525,82.916,99.5742,100.0,99.9997,NO,16.8217,91.1188,0.0933,NO,R27
06601SKRSK6900M,336411,000127184,41000.0,Pounds,27.1031,NO,0.0,30.2463,34.1667,68.3322,100.0,99.9951,NO,38.0859,52.5787,0.474,NO,R11
83639GSTFSBRUNE,325320,000133062,802.0,Pounds,84.51,NO,64.1538,84.9592,85.41,98.8294,100.0,99.8755,NO,13.8702,91.0532,0.0774,NO,R99
37409CHTTM1715W,325411,000067561,5869500.0,Pounds,94.8747,NO,92.4321,95.8598,96.8604,98.145,100.0,99.4627,NO,2.2852,97.0296,0.0158,NO,R11
29385SYBRN10150,325188,000092524,56400.0,Pounds,52.0382,NO,0.0,53.2543,54.5286,95.5527,100.0,99.5587,NO,42.2984,74.1471,0.2868,NO,R11
90638RDRXN16961,325612,N230,5000.0,Pounds,36.8704,NO,0.0,37.9224,39.029,90.9091,100.0,95.2381,NO,52.9867,63.2555,0.4293,NO,R99
47374BLDNW350NO,331491,N040,3200.0,Pounds,44.0468,NO,0.0,45.2102,46.3768,89.8246,100.0,99.844,NO,44.6144,65.7625,0.3641,NO,R99
24540DNRVRSTATE,325211,000067561,28300.0,Pounds,38.6048,NO,4.3477,44.0396,51.0204,70.5008,100.0,82.8843,NO,26.4612,58.2924,0.277,NO,R11
90638RDRXN16961,325612,000067561,400.0,Pounds,32.3625,NO,14.5052,40.568,44.4444,57.9431,84.0059,82.3045,NO,17.3752,50.143,0.2523,NO,R99
53083PLSTC2732N,325211,000108952,2399404.0,Pounds,96.3841,NO,92.6779,96.8021,97.2237,99.5516,100.0,99.991,NO,2.7495,98.1643,0.0142,NO,R14
44811SCHLM350NB,325991,007440666,0.5,Pounds,0.016,NO,0.0,0.0179,0.0202,0.1344,0.3092,9.0909,YES,0.1165,0.5839,2.9984,YES,R99
29415LBRGH2151K,325199,000067561,9729411.0,Pounds,82.4164,NO,58.9734,82.9648,83.5198,98.9591,100.0,99.9974,NO,15.9943,90.7998,0.0893,NO,R11
94608SHRWN1450S,325510,N230,43258.0,Pounds,90.6344,NO,87.9856,92.5878,94.5427,95.6559,100.0,99.9977,NO,3.0681,94.8836,0.0336,NO,R99
