TRIFID,PRIMARY NAICS CODE,CAS NUMBER,ON-SITE - RECYCLED,UNIT OF MEASURE,LOWER EFFICIENCY,LOWER EFFICIENCY OUTLIER?,Q1 - 1.5xIQR,Q1,Q2,Q3,Q3 + 1.5xIQR,UPPER EFFICIENCY,UPPER EFFICIENCY OUTLIER?,IQR,MEAN OF EFFICIENCY,CV,HIGH VARIANCE?,METHOD
74015GRCVR23302,325311,007697372,133000.0,Pounds,99.6255,NO,99.5787,99.7189,99.8124,99.8124,99.9526,99.8124,NO,0.0935,99.7501,0.0009,NO,H39
01826BRXND1471M,324121,007439921,88.0,Pounds,98.6547,NO,98.6547,98.6547,98.6547,98.6547,98.6547,98.6547,NO,0.0,98.6547,0.0,NO,H39
90280LNDYT9301S,324110,000110543,0.5,Pounds,0.0049,NO,0.0,0.005,0.0051,0.2138,0.5271,0.6452,YES,0.2089,0.1561,1.4108,YES,H39
90280LNDYT9301S,324110,000191242,0.1,Pounds,0.641,NO,0.641,0.641,0.641,0.641,0.641,0.641,NO,0.0,0.641,0.0,NO,H39
90280LNDYT9301S,324110,001330207,0.5,Pounds,0.029,NO,0.0,0.0311,0.0335,0.4184,0.9994,2.5641,YES,0.3873,0.3028,1.4537,YES,H39
70721CSMRPLAHWY,325110,000071432,100000.0,Pounds,6.0631,NO,0.0,6.3558,6.6667,45.4541,100.0,99.996,NO,39.0983,35.7415,0.9451,NO,H20
6526WSPRTN251LA,331523,007440020,8192.0,Pounds,23.5693,NO,0.0,23.5737,23.5782,99.8413,100.0,99.9995,NO,76.2676,56.2824,0.6711,NO,H39
75702LGLRL1702E,324110,000110827,183443.0,Pounds,98.526,NO,98.2097,98.8923,99.2564,99.3474,100.0,99.9999,NO,0.4551,99.2541,0.0049,NO,H39
55164KCHRFPOBOX,324110,000095636,290.0,Pounds,2.9658,NO,0.0,3.5985,4.4684,10.6673,21.2704,98.3718,YES,7.0687,18.1097,1.5116,YES,H20
16433LRDCRSOUTH,325520,000067561,13899.0,Pounds,1.3511,NO,0.0,1.8412,2.3567,3.1353,5.0764,98.24,YES,1.294,18.8705,1.6959,YES,H20
71730NVRNM309AM,562211,N040,1.54,Pounds,0.004,NO,0.0,0.004,0.004,45.0313,100.0,90.0585,NO,45.0272,30.0222,1.414,YES,H39
61641KYSTN7000S,331110,N100,38.0,Pounds,0.0904,NO,0.0,0.0928,0.0953,2.0692,5.0339,62.2951,YES,1.9764,5.385,2.2085,YES,H39
37821GRTLKROUTE,325199,001330207,12670000.0,Pounds,96.9375,NO,93.3903,97.1505,97.3642,99.6573,100.0,99.9997,NO,2.5068,98.4506,0.0134,NO,H20
36081SNDRSHENDE,331492,007440382,205113.3,Pounds,53.3907,NO,38.6359,59.6908,66.0201,73.7274,94.7822,99.9998,YES,14.0366,72.8186,0.2307,NO,H10
26037KPPRSKOPPE,324199,000191242,1401.2,Pounds,34.1915,NO,0.0,34.3915,34.5933,97.5019,100.0,99.9144,NO,63.1105,65.284,0.4889,NO,H39
44128SMLST4589J,332813,007647010,280000.0,Pounds,77.7557,NO,45.2619,77.8751,77.9944,99.6172,100.0,99.9814,NO,21.7421,87.2452,0.124,NO,H39
55164KCHRFPOBOX,324110,N096,0.5,Pounds,0.5708,NO,0.0,0.7559,1.1186,2.1887,4.3379,41.6667,YES,1.4328,3.2696,2.0245,YES,H10
96707HWNND91325,324110,000108883,1600.0,Pounds,9.1987,NO,0.0,12.2166,16.7342,27.117,49.4675,99.9543,YES,14.9003,22.9972,0.876,NO,H20
98421SLPRN1825A,562211,N230,6262.62,Pounds,2.023,NO,0.0,2.023,2.023,99.9935,100.0,99.9995,NO,97.9705,44.0112,1.1016,YES,H20
27403DSTNC1025H,325510,000100414,30580.0,Pounds,64.1386,NO,40.2612,68.8995,74.3713,87.9917,100.0,99.4116,NO,19.0922,79.2317,0.1453,NO,H20
48217DTRTS1025S,325120,000067561,159.0,Pounds,0.1368,NO,0.0,0.138,0.1393,7.8791,19.4907,63.8554,YES,7.7411,12.0694,1.6371,YES,H39
45107MRCNS3343S,336330,007440020,2048.0,Pounds,52.4567,NO,19.0285,56.1789,59.9181,80.9459,100.0,99.9916,NO,24.7669,72.4249,0.2516,NO,H10
26050HMRLGSIXTH,327110,N090,14085.7,Pounds,95.9725,NO,90.5139,96.0855,96.1987,99.7999,100.0,99.9955,NO,3.7144,97.9165,0.0193,NO,H39
44839THGLD300SP,325211,000095636,367.0,Pounds,26.7123,NO,0.0,30.8608,36.0723,54.3518,89.5882,80.2186,NO,23.4909,44.7755,0.4018,NO,H20
55071SHLND100WT,324110,000110827,14000.0,Pounds,72.2022,NO,41.4057,74.2903,76.5027,96.2133,100.0,99.9857,NO,21.9231,85.0846,0.1307,NO,H20
70601CRBLN900OP,325510,000108101,0.5,Pounds,0.0016,NO,0.0,0.0016,0.0016,1.6348,4.0846,3.268,NO,1.6332,1.0904,1.4122,YES,H20
52761MNSNTWIGGI,325320,001912249,8774.0,Pounds,11.3967,NO,0.0,13.722,16.3933,29.3743,52.8528,97.6408,YES,15.6523,34.9871,0.8579,NO,H39
76513MRCNS2505T,331513,007440508,886.0,Pounds,79.1672,NO,72.4629,83.2668,87.7245,90.4694,100.0,96.6015,NO,7.2026,87.2808,0.0637,NO,H10
44839THGLD300SP,325211,000071363,14664.0,Pounds,31.6262,NO,0.0,31.6394,31.6527,99.7754,100.0,99.9201,NO,68.136,60.8612,0.5544,NO,H20
55071SHLND100WT,324110,000127184,690.0,Pounds,19.6862,NO,3.8574,24.543,30.131,38.3334,59.0191,99.1379,YES,13.7904,43.167,0.6305,NO,H20
98421SLPRN1825A,562211,000079016,2.5,Pounds,2.9039,NO,0.0,3.7036,4.6931,8.0038,14.4542,99.6016,YES,4.3002,15.7137,1.5969,YES,H20
59044CNXRF803HI,324110,N590,20.0,Pounds,17.5439,NO,0.0,20.2351,23.8095,45.641,83.75,64.5161,NO,25.406,33.946,0.5005,NO,H39
62301MDWST4901N,332999,N120,2.0,Pounds,50.0,NO,50.0,50.0,50.0,50.0,50.0,50.0,NO,0.0,50.0,0.0,NO,H39
76501DLTCN3402C,331513,N450,9063.0,Pounds,36.992,NO,0.0,37.0131,37.0342,99.6997,100.0,99.9965,NO,62.6866,66.3253,0.4725,NO,H39
5309WBRTNS8RAIL,424690,000095636,68.0,Pounds,35.7895,NO,0.0,39.3109,43.3121,71.5869,100.0,97.1429,NO,32.2759,58.3694,0.3763,NO,H20
44839THGLD300SP,325211,000100414,9038.0,Pounds,64.6793,NO,14.6446,65.0246,65.3729,98.6113,100.0,99.5394,NO,33.5867,79.5519,0.2109,NO,H20
48212DLTRS17350,325211,000108952,56.0,Pounds,0.1653,NO,0.0,0.1673,0.1694,10.4091,25.7717,93.3333,YES,10.2417,9.3357,1.875,YES,H39
44102SHLND2191W,325211,000067561,396783.0,Pounds,77.0285,NO,43.418,77.1627,77.2972,99.6592,100.0,99.9945,NO,22.4965,88.2859,0.128,NO,H20
90040SHLND6608E,325211,000077736,15.0,Pounds,0.0409,NO,0.0,0.041,0.0411,12.2231,30.4962,22.3881,NO,12.1821,6.714,1.2548,YES,H39
39303STHRNWILER,331513,007440020,26096.0,Pounds,84.1101,NO,73.8993,84.6677,85.2253,91.8467,100.0,98.468,NO,7.179,89.2678,0.0731,NO,H10
7570WTXTYL941HI,327320,N420,1.86,Pounds,98.6737,NO,98.6737,98.6737,98.6737,98.6737,98.6737,98.6737,NO,0.0,98.6737,0.0,NO,H39
5309WBRTNS8RAIL,424690,000078922,21.0,Pounds,42.0,NO,2.3377,42.4286,42.8571,69.1558,100.0,95.4545,NO,26.7273,60.1039,0.4159,NO,H20
77640TXCRFNORTH,324110,N495,282.0,Pounds,76.8392,NO,67.1571,81.9774,86.5031,91.8577,100.0,99.2958,NO,9.8802,86.5872,0.0713,NO,H39
54401LNTTX725S7,332812,000131113,481.0,Pounds,1.1635,NO,0.0,1.4901,1.9259,3.4141,6.3002,90.7547,YES,1.924,9.0548,1.9396,YES,H20
70776CBGGYRIVER,325320,001910425,0.5,Pounds,0.0082,NO,0.0,0.0093,0.0104,0.0246,0.0474,0.0387,NO,0.0152,0.0191,0.7261,NO,H39
77507KZCHM13000,325199,000080159,0.5,Pounds,0.0016,NO,0.0,0.0017,0.0017,0.0168,0.0394,0.0318,NO,0.0151,0.0117,1.2114,YES,H39
77541GLFCH302MI,331492,007664417,4962908.0,Pounds,99.3417,NO,99.2297,99.5328,99.6151,99.7349,100.0,100.0,NO,0.2021,99.6482,0.0019,NO,H39
14150TNWND3875R,324199,000091203,6514.0,Pounds,41.1679,NO,0.0,44.7286,48.959,81.5561,100.0,96.3895,NO,36.8275,62.4776,0.314,NO,H39
80301SYNTX2075N,325411,000110543,400000.0,Pounds,49.6771,NO,0.0,50.4668,51.2821,96.7237,100.0,99.7258,NO,46.2568,72.8783,0.318,NO,H20
33605TMPSH1130M,336611,000071363,1084.0,Pounds,11.6622,NO,6.3208,15.2213,18.7803,21.1549,30.0553,23.5294,NO,5.9336,17.9906,0.2711,NO,H20
54143SPCLT2STAN,325998,000075650,116440.0,Pounds,95.7463,NO,92.8154,95.845,95.9436,97.8647,100.0,99.7858,NO,2.0197,97.1586,0.0191,NO,H20
63088NLCHM3RDST,325211,000108883,350.0,Pounds,0.4646,NO,0.0,0.5867,0.7439,1.4471,2.7376,99.2626,YES,0.8604,7.2311,2.6208,YES,H20
78380TXSCLPETRO,562211,000191242,4.08,Pounds,12.0141,NO,0.0,13.0216,14.0303,45.5612,94.3705,99.7555,YES,32.5396,34.7093,0.8679,NO,H39
78380TXSCLPETRO,562211,N096,10666.0,Pounds,15.0435,NO,0.0,15.0474,15.0514,99.7716,100.0,99.9734,NO,84.7242,54.5993,0.7744,NO,H39
60438BCHMC2700E,325510,000095636,4105.0,Pounds,21.6269,NO,0.799,27.2144,35.5257,44.8247,71.2401,98.5121,YES,17.6103,42.4775,0.4903,NO,H20
43025SFTYK581MI,562920,000075092,975352.0,Pounds,93.5296,NO,91.9425,95.0173,96.5201,97.0672,100.0,99.9999,NO,2.0499,96.4873,0.0218,NO,H20
43025SFTYK581MI,562920,000067561,154075.0,Pounds,36.9342,NO,0.0,37.9873,39.0415,87.2772,100.0,99.9265,NO,49.29,60.9188,0.4395,NO,H20
77017TXSPT8600P,325199,000067561,27073629.0,Pounds,99.4161,NO,98.9798,99.5249,99.634,99.8883,100.0,99.9963,NO,0.3634,99.7064,0.0019,NO,H20
