TRIFID,PRIMARY NAICS CODE,CAS NUMBER,ON-SITE - RECYCLED,UNIT OF MEASURE,LOWER EFFICIENCY,LOWER EFFICIENCY OUTLIER?,Q1 - 1.5xIQR,Q1,Q2,Q3,Q3 + 1.5xIQR,UPPER EFFICIENCY,UPPER EFFICIENCY OUTLIER?,IQR,MEAN OF EFFICIENCY,CV,HIGH VARIANCE?,METHOD
46304BTHLHBURNS,331111,000106990,0.5,Pounds,0.1996,NO,0.1996,0.1996,0.1996,0.1996,0.1996,0.1996,NO,0.0,0.1996,0.0,NO,R99
84330NCRST7285W,331111,N100,4946.0,Pounds,4.5345,NO,0.0,4.573,4.6121,78.0311,100.0,99.9798,NO,73.458,44.6834,0.9199,NO,R99
71753THYLCROUTE,325188,007726956,4377600.0,Pounds,20.8409,NO,0.0,20.8485,20.856,99.6896,100.0,99.9282,NO,78.8411,54.6716,0.7144,NO,R99
29116THYLCCANNO,325199,000095636,1567381.0,Pounds,96.6181,NO,92.3094,96.7917,96.9659,99.7799,100.0,99.9936,NO,2.9882,98.2764,0.0154,NO,R11
97206LRGST4600S,331528,007440020,1800000.0,Pounds,68.9453,NO,24.9087,69.2658,69.5877,98.8373,100.0,99.9997,NO,29.5714,84.1786,0.1786,NO,R28
17331CLNLF262CH,326199,000100425,1217.0,Pounds,3.3665,NO,0.3111,4.2909,5.2153,6.9442,10.9241,8.673,NO,2.6533,5.7516,0.3824,NO,R99
27292PDMNTRTE14,323111,000078933,11602.0,Pounds,28.8672,NO,0.0,30.0845,31.3195,79.0535,100.0,98.7656,NO,48.9689,53.8898,0.5226,NO,R11
60658VRDLC12400,325612,007664382,480.0,Pounds,61.5385,NO,61.5385,61.5385,61.5385,61.5385,61.5385,61.5385,NO,0.0,61.5385,0.0,NO,R99
50317GSTFS3124E,325320,000107211,3019.0,Pounds,99.637,NO,99.4472,99.6699,99.7028,99.8183,100.0,99.9338,NO,0.1484,99.7578,0.0013,NO,R99
71744TRWTM25MIL,336399,026628228,3000.0,Pounds,14.022,NO,0.0,17.4974,21.1342,29.9626,48.6603,99.1736,YES,12.4652,36.4356,0.8302,NO,R99
46402SSGRYONENO,331111,N100,1100.0,Pounds,2.2472,NO,0.0,2.3928,2.5522,19.2231,44.4686,81.4815,YES,16.8303,17.7493,1.2794,YES,R99
60434CTRPLROUTE,333120,007439965,11120.0,Pounds,30.3618,NO,0.0,30.3638,30.3659,65.1605,100.0,99.9551,NO,34.7966,53.5609,0.6125,NO,R99
49441WSTMC1148W,331513,007440473,107800.0,Pounds,95.2549,NO,94.6746,96.4144,97.5698,97.5742,99.314,99.9954,YES,1.1599,97.4384,0.0165,NO,R30
35601WHTTKDECAT,325510,001330207,70000.0,Pounds,44.3299,NO,0.0,46.7213,49.2091,82.9695,100.0,98.9539,NO,36.2482,66.6266,0.33,NO,R11
06430RGRSCMILLA,325991,000108952,2324.0,Pounds,57.0447,NO,49.9595,65.3449,69.9158,75.6018,90.9872,90.2875,NO,10.2569,71.3059,0.1418,NO,R99
31030SRCNCEASTM,325320,000063252,650.0,Pounds,56.2771,NO,52.0978,64.1725,71.8232,72.2222,84.2968,99.2366,YES,8.0498,71.4466,0.1853,NO,R99
46214CBLCP7950R,325991,N982,4868.0,Pounds,46.1991,NO,22.2647,51.9189,58.2157,71.6884,100.0,99.8974,NO,19.7695,65.88,0.2688,NO,R99
60013GNRLP201JA,325510,000107211,3690.0,Pounds,38.108,NO,0.0,39.6505,41.3075,88.0668,100.0,93.6548,NO,48.4164,63.0394,0.3986,NO,R99
92627HRTLY1987P,339941,000071556,7672.0,Pounds,12.7582,NO,0.0,13.1957,13.6333,40.0806,80.4079,66.5279,NO,26.8849,30.9731,0.8118,NO,R11
46304BTHLHBURNS,331111,N100,60000.0,Pounds,67.3023,NO,33.9976,70.114,73.1707,94.1916,100.0,99.5851,NO,24.0776,82.1552,0.1494,NO,R30
13209CRCBLSTATE,331111,007697372,0.5,Pounds,0.0006,NO,0.0,0.0007,0.0009,0.0016,0.0029,0.0682,YES,0.0009,0.0106,2.2134,YES,R99
70123XCHMN6120J,325998,000091203,290.0,Pounds,53.211,NO,19.6368,53.4574,53.7037,76.0044,100.0,98.3051,NO,22.547,68.4066,0.3091,NO,R99
44657PCCRF3860U,336412,007440020,2833054.0,Pounds,93.5397,NO,84.4075,93.6668,93.7941,99.8396,100.0,99.9998,NO,6.1728,96.7097,0.032,NO,R30
70634WSTVCPOBOX,325191,000108883,400000.0,Pounds,50.8713,NO,0.0,52.4144,54.0541,94.3808,100.0,99.9925,NO,41.9664,73.478,0.2886,NO,R19
17067QKRLLERICH,331513,000108952,300.0,Pounds,22.8659,NO,0.0,28.4095,37.037,53.4761,91.076,99.3377,YES,25.0666,40.3918,0.3693,NO,R99
84103MCLCM474WE,324110,000110827,15200.0,Pounds,45.191,NO,0.0,47.4744,50.0,89.9275,100.0,99.9671,NO,42.4532,68.8759,0.3178,NO,R99
90638SPRTC14263,326113,N010,9100.0,Pounds,97.2742,NO,95.297,97.3002,97.3262,98.6356,100.0,99.9451,NO,1.3355,98.1818,0.0127,NO,R99
23692MCLCM2201G,324110,001330207,1.0,Pounds,0.0011,NO,0.0,0.0013,0.0016,0.0062,0.0136,8.3333,YES,0.0049,0.0873,8.4606,YES,R99
81503CLRDC56924,325212,000108316,6500.0,Pounds,86.4937,NO,70.8352,87.2242,87.9567,98.1503,100.0,99.9231,NO,10.926,92.1604,0.0624,NO,R11
45212TXCRP2801H,325611,007664382,1016.0,Pounds,99.9017,NO,99.9017,99.9017,99.9017,99.9017,99.9017,99.9017,NO,0.0,99.9017,0.0,NO,R99
02914KNCRP199AM,325211,000078933,17000.0,Pounds,6.9889,NO,0.0,7.3814,7.82,53.8441,100.0,96.8661,NO,46.4628,32.2068,0.8623,NO,R11
75980MDRLLHWY69,325998,N090,7400.0,Pounds,98.6141,NO,96.8982,98.6864,98.7588,99.8785,100.0,99.946,NO,1.1921,99.207,0.0061,NO,R99
63110WLLRT4044P,339999,000106467,1900000.0,Pounds,99.8266,NO,99.8008,99.8682,99.9099,99.9132,99.9807,99.9165,NO,0.045,99.8843,0.0004,NO,R99
44012GNCXXMOORE,326199,000075014,101718.0,Pounds,55.1999,NO,0.0,55.3778,55.5557,98.8681,100.0,99.999,NO,43.4904,75.8956,0.2891,NO,R99
44839THGLD300SP,325510,000108101,60594.0,Pounds,91.0216,NO,83.6212,92.1954,93.3911,97.9115,100.0,99.9983,NO,5.7161,95.401,0.0353,NO,R19
44146SPRYN26300,325998,000110827,58.0,Pounds,4.8454,NO,0.0,6.1258,8.2504,15.5106,29.5877,66.6667,YES,9.3848,14.6182,1.0467,YES,R99
48204NVRTC8051W,325188,N100,1250.0,Pounds,99.8403,NO,99.8403,99.8403,99.8403,99.8403,99.8403,99.8403,NO,0.0,99.8403,0.0,NO,R23
46304BTHLHBURNS,331111,000095636,0.5,Pounds,0.1996,NO,0.1996,0.1996,0.1996,0.1996,0.1996,0.1996,NO,0.0,0.1996,0.0,NO,R99
44111MGNSM3425S,331521,007440508,15125.0,Pounds,71.6078,NO,29.1362,71.6248,71.6417,99.9504,100.0,99.967,NO,28.3257,83.7667,0.1674,NO,R99
66216MBYCR12707,325412,000091203,750.0,Pounds,93.2836,NO,88.7198,93.4583,93.633,96.6173,100.0,99.6016,NO,3.159,95.506,0.0304,NO,R99
03874BLYMN700LA,326199,001330207,106317.0,Pounds,32.4494,NO,0.0,35.3281,38.728,71.4941,100.0,84.0996,NO,36.1661,52.7031,0.3894,NO,R11
37406WRGRC4000N,325188,007440508,1800.0,Pounds,94.8367,NO,92.4258,95.3927,95.9488,97.3707,100.0,98.7925,NO,1.9779,96.526,0.0173,NO,R99
55071SHLND100WT,324110,000108883,160939.0,Pounds,67.7162,NO,41.792,71.9101,76.6577,91.9888,100.0,99.9913,NO,20.0787,81.8961,0.1315,NO,R19
44135TYCMP4700W,325520,007439921,120000.0,Pounds,90.151,NO,75.5956,90.1883,90.2256,99.9167,100.0,99.9833,NO,9.7285,94.3671,0.0511,NO,R27
43078CHVTC720SO,327112,N040,1057.0,Pounds,47.8931,NO,0.0,48.9239,50.0,95.5699,100.0,99.5292,NO,46.6461,70.5585,0.3285,NO,R30
74937KNDFDHWY12,311119,N982,469.0,Pounds,48.4004,NO,44.1931,56.8149,65.2295,65.2295,77.8513,65.2295,NO,8.4145,59.6198,0.1331,NO,R99
46350CCRTC118KO,331511,007440508,0.5,Pounds,0.0005,NO,0.0,0.0005,0.0005,0.1,0.2494,0.1996,NO,0.0996,0.0668,1.4045,YES,R30
98433SDDSR11MIL,928110,001330207,154.0,Pounds,2.0819,NO,0.0,2.684,3.6798,6.6451,12.5868,96.8553,YES,3.9611,11.492,1.6146,YES,R11
72476FRTNDINDUS,325314,N420,1.0,Pounds,0.3774,NO,0.0,0.3876,0.3984,10.0,24.4186,20.0,NO,9.6124,6.1462,1.1251,YES,R21
10940RVRSMRD2BA,331492,N020,21000.0,Pounds,76.6395,NO,42.49,76.7754,76.9118,99.6324,100.0,99.8146,NO,22.857,86.5974,0.131,NO,R29
94080THBRN450EG,325510,000107211,12530.0,Pounds,39.8968,NO,0.0,42.3267,44.7676,78.7258,100.0,99.9521,NO,36.3991,63.5147,0.375,NO,R99
28128BFGDRSOUTH,326211,N590,3100.0,Pounds,36.215,NO,12.4128,39.1959,42.1769,57.0513,83.8344,71.9258,NO,17.8554,50.1059,0.3117,NO,R99
61764NTRLKJCTRT,332999,000095636,2400.0,Pounds,7.1964,NO,0.0,7.4168,7.6433,56.8545,100.0,90.566,NO,49.4377,33.4212,0.9512,NO,R11
14228NTRNT310CO,339944,000078933,52000.0,Pounds,1.5783,NO,0.0,1.8441,2.2109,8.2617,17.8881,77.6119,YES,6.4176,10.4701,1.5465,YES,R11
68310FRMLN4MIWE,325311,N511,1000.0,Pounds,5.1813,NO,5.1813,5.1813,5.1813,5.1813,5.1813,5.1813,NO,0.0,5.1813,0.0,NO,R99
94802CHVRN841ST,324110,000110543,5600.0,Pounds,11.0832,NO,0.0,12.6072,14.5078,39.6784,80.2851,99.5202,YES,27.0712,31.2463,0.8045,NO,R19
77054LLCHM9011E,325188,007647010,500.0,Pounds,66.6667,NO,66.6667,66.6667,66.6667,66.6667,66.6667,66.6667,NO,0.0,66.6667,0.0,NO,R99
29445MBYCRHIGHW,327212,007664382,11079070.0,Pounds,80.9081,NO,52.2705,80.9081,80.9082,99.9999,100.0,100.0,NO,19.0918,89.0903,0.106,NO,R40
35150PRKRF321NA,325314,000094757,1500.0,Pounds,74.4417,NO,71.4109,79.9929,84.9858,85.7143,94.2963,99.0099,YES,5.7214,84.2645,0.0903,NO,R99
64772MNVDPHIGHW,326113,000100414,580000.0,Pounds,45.3318,NO,0.0,48.1601,51.3274,85.6718,100.0,99.9993,NO,37.5117,68.1935,0.3066,NO,R11
54157MRNTT801MA,331521,007440508,16497.0,Pounds,78.419,NO,47.9039,78.6997,78.9821,99.2302,100.0,99.734,NO,20.5305,87.5707,0.117,NO,R29
48801CNTCH205NG,331521,007440020,14000.0,Pounds,81.6231,NO,67.8869,81.6374,81.6517,90.8044,100.0,99.9572,NO,9.167,87.744,0.0984,NO,R30
63048HRCLN881MA,331419,N020,23255.0,Pounds,73.4106,NO,34.625,73.579,73.7481,99.5484,100.0,99.9613,NO,25.9694,86.2033,0.1513,NO,R27
73402THNRY1101U,326211,N096,980.0,Pounds,49.1228,NO,44.4842,57.5234,65.7718,66.2162,79.2554,99.4924,YES,8.6928,69.114,0.2548,NO,R99
39466PRLRV1900R,321114,N020,160.0,Pounds,63.2411,NO,63.2411,63.2411,63.2411,63.2411,63.2411,63.2411,NO,0.0,63.2411,0.0,NO,R99
38109MPCPT543WE,324110,000095476,13500.0,Pounds,65.6806,NO,56.9911,73.9264,79.2393,85.2165,100.0,99.8521,NO,11.2902,80.0694,0.1082,NO,R19
26836MRCNWROUTE,337110,000100414,0.5,Pounds,0.0011,NO,0.0,0.0012,0.0012,0.0115,0.0269,0.2188,YES,0.0103,0.0237,2.2759,YES,R11
26836MRCNWROUTE,337110,001330207,346.0,Pounds,0.1648,NO,0.0,0.1724,0.1805,2.3427,5.5981,44.4159,YES,2.1703,4.7451,2.3066,YES,R11
36633GLFLMPOBOX,321114,N100,16.0,Pounds,5.298,NO,5.298,5.298,5.298,5.298,5.298,5.298,NO,0.0,5.298,0.0,NO,R99
55422HNYWL1985D,334512,007440508,8750.0,Pounds,2.3397,NO,0.0,2.3552,2.3708,65.9238,100.0,99.2063,NO,63.5686,39.9803,1.0116,YES,R28
31015HLNCHFENNR,325320,000094826,35.0,Pounds,26.9231,NO,0.0,30.1347,33.6538,58.8609,100.0,92.1053,NO,28.7263,47.2391,0.4722,NO,R99
62202CRRCPHWY3A,331421,N982,1800.0,Pounds,19.0921,NO,0.0,22.1163,25.7143,47.1952,84.8135,98.4683,YES,25.0789,41.264,0.6101,NO,R29
77640TXCRFNORTH,324110,000071432,182.0,Pounds,5.0262,NO,0.0,6.9962,8.3219,14.9365,26.8469,84.2593,YES,7.9403,14.8154,1.2769,YES,R99
62454MRTHNRR1XX,424710,000095636,1595.0,Pounds,96.5496,NO,95.4823,97.1412,97.7328,98.2472,99.9062,98.7616,NO,1.106,97.6814,0.0093,NO,R19
45390NNCTY305SE,331528,N982,40000.0,Pounds,33.6106,NO,0.0,33.612,33.6134,66.7942,100.0,99.975,NO,33.1822,55.733,0.5613,NO,R30
46902KKMTR2401S,336350,007439965,0.5,Pounds,0.055,NO,0.0,0.0685,0.0833,0.1709,0.3246,11.1111,YES,0.1025,1.2321,2.296,YES,R30
32670CLLMB377NW,321114,N090,1.0,Pounds,0.3831,NO,0.0,0.3906,0.3984,12.8788,31.611,16.6667,NO,12.4882,6.2839,1.145,YES,R99
06492BYKCH524SO,325510,001330207,49000.0,Pounds,68.2556,NO,33.1593,70.4588,72.8083,95.3252,100.0,99.9878,NO,24.8663,82.8204,0.1533,NO,R99
15825STMRYRDSBO,335991,007440508,350.0,Pounds,4.8156,NO,0.0,4.8216,4.8276,49.9681,100.0,95.1087,NO,45.1465,34.9173,1.2189,YES,R30
75601MRTHN2400S,333120,007429905,57335.0,Pounds,91.6729,NO,82.1777,92.2835,92.9014,99.0208,100.0,99.9651,NO,6.7372,95.5051,0.0364,NO,R30
42762SCWDP164MI,321114,N100,8.0,Pounds,2.974,NO,0.0,3.0361,3.1008,57.1429,100.0,88.8889,NO,54.1068,29.1396,1.0138,YES,R99
46802SSXGR1601W,325510,000105679,2050.0,Pounds,39.5753,NO,8.7362,44.7812,51.5075,68.8112,100.0,80.3922,NO,24.03,56.9514,0.2593,NO,R11
