TRIFID,PRIMARY NAICS CODE,TRI_CHEM_ID,ON-SITE - RECYCLED,UNIT OF MEASURE,LOWER EFFICIENCY,LOWER EFFICIENCY OUTLIER?,Q1 - 1.5xIQR,Q1,Q2,Q3,Q3 + 1.5xIQR,UPPER EFFICIENCY,UPPER EFFICIENCY OUTLIER?,IQR,MEAN OF EFFICIENCY,CV,HIGH VARIANCE?,METHOD
02151RVNGL41LEE,424710.0,000108883,131962.0,Pounds,97.9528,NO,96.0322,98.2313,98.5115,99.6974,100.0,99.978,NO,1.4661,98.9032,0.0075,NO,R99
43207DSTNC2121N,325510.0,000098828,296.0,Pounds,7.9335,NO,0.0,9.9287,13.1907,25.085,47.8196,97.3684,YES,15.1564,23.5864,0.909,NO,R99
07962FPTHRHANOV,325211.0,000117817,7200.0,Pounds,86.2689,NO,83.9055,90.0476,91.1623,94.1423,100.0,96.6443,NO,4.0947,91.7793,0.0354,NO,R99
44044BPXPL12545,424710.0,001330207,83.0,Pounds,9.4211,NO,1.0595,12.6308,17.2199,20.3451,31.9165,91.2088,YES,7.7143,26.452,0.8632,NO,R19
14210NGRCR75HAY,327112.0,N420,49988.0,Pounds,63.6239,NO,37.9026,67.7698,72.3468,87.6813,100.0,99.952,NO,19.9115,78.4773,0.1562,NO,R99
14450FRRNC45OCO,334419.0,N450,4393.0,Pounds,36.091,NO,0.0,36.8633,37.6694,94.5138,100.0,99.8863,NO,57.6505,64.6567,0.4454,NO,R99
17605HGHSTPOBOX,332312.0,000108883,7906.0,Pounds,13.6484,NO,0.0,15.7396,17.8308,27.3074,44.6592,36.7841,NO,11.5678,22.7544,0.4424,NO,R11
74008MRCNF14602,331513.0,007440473,89130.0,Pounds,97.9526,NO,95.0388,97.9822,98.0118,99.9445,100.0,99.9877,NO,1.9623,98.8294,0.0099,NO,R30
28677THVLS1931S,325510.0,000107211,5412.0,Pounds,27.0478,NO,0.0,27.5745,28.1011,57.9649,100.0,87.8286,NO,30.3904,47.6592,0.5961,NO,R99
64030PTRSN4200E,326199.0,000079947,160.0,Pounds,94.1176,NO,93.4046,95.5437,96.9697,96.9697,99.1087,96.9697,NO,1.426,96.019,0.014,NO,R99
44711SHLND2408G,324110.0,000100414,3650.0,Pounds,55.0943,NO,17.4363,59.3543,64.3172,87.2997,100.0,99.9452,NO,27.9454,73.9641,0.2066,NO,R19
64132CBGGY8485P,326291.0,N010,100.0,Pounds,40.0,NO,40.0,40.0,40.0,40.0,40.0,40.0,NO,0.0,40.0,0.0,NO,R99
45204MRTHN4015R,424710.0,007439921,0.1,Pounds,0.0251,NO,0.0,0.0251,0.0251,4.558,11.3574,9.0909,NO,4.5329,3.047,1.4026,YES,R99
92029SCRCT1526S,334412.0,007440508,550.0,Pounds,2.6514,NO,2.6514,2.6514,2.6514,2.6514,2.6514,2.6514,NO,0.0,2.6514,0.0,NO,R22
30027KPPRS1579K,325320.0,N090,231.0,Pounds,10.9168,NO,0.0,11.0002,11.0845,90.0616,100.0,98.7179,NO,79.0614,49.2038,0.8322,NO,R30
46628BRNCR2001W,325520.0,000106423,1448.0,Pounds,31.2878,NO,0.0,33.3467,35.665,77.9074,100.0,94.7024,NO,44.5606,56.3338,0.4475,NO,R11
37357BRDGSHWY55,326211.0,000191242,17.7,Pounds,36.0489,NO,0.0,40.2735,45.6186,76.2988,100.0,97.7901,NO,36.0253,58.5089,0.3443,NO,R99
89438NWMNTSTONE,212221.0,N450,960.0,Pounds,0.0948,NO,0.0,0.0953,0.0959,9.5418,23.7115,99.7921,YES,9.4465,16.0884,1.8428,YES,R99
19536STPNNDEKAR,335912.0,007440382,34.3,Pounds,0.4959,NO,0.0,0.4968,0.4977,29.0724,71.9358,57.6471,NO,28.5756,19.5469,1.3783,YES,R29
48176SLNNS7700M,336360.0,N010,4057.0,Pounds,96.6643,NO,96.6643,96.6643,96.6643,96.6643,96.6643,96.6643,NO,0.0,96.6643,0.0,NO,R99
15225CLGNC200NE,325998.0,007664417,7074.0,Pounds,2.0354,NO,0.0,2.0368,2.0383,94.9925,100.0,96.5866,NO,92.9557,42.1027,1.0991,YES,R99
14450FRRNC45OCO,334419.0,N982,4549.0,Pounds,36.4971,NO,0.0,37.2594,38.0542,94.6919,100.0,99.8902,NO,57.4325,64.9485,0.4417,NO,R99
19801NRMCF500OL,325411.0,000108883,1314399.0,Pounds,65.8197,NO,14.8189,65.8584,65.8971,99.8847,100.0,99.9996,NO,34.0263,82.3325,0.2067,NO,R11
53925MRCNP850WE,323111.0,001330207,1099.0,Pounds,9.1637,NO,0.637,11.9399,14.9666,19.4752,30.7781,84.0857,YES,7.5353,24.4352,1.0092,YES,R11
46402SSGRYONENO,331111.0,N090,1300000.0,Pounds,82.8211,NO,73.5116,85.5909,88.4354,93.6437,100.0,99.9999,NO,8.0528,91.0101,0.0671,NO,R99
67147BRTNS201SC,424690.0,000067561,1632.0,Pounds,40.4862,NO,16.4449,46.1105,52.7132,65.8875,95.5531,90.3654,NO,19.7771,58.223,0.2776,NO,R19
54956STWWD912HA,326299.0,N420,0.1,Pounds,0.043,NO,0.0,0.0432,0.0433,2.9628,7.3423,5.8824,NO,2.9197,1.9896,1.3835,YES,R99
62048CNCNC2150S,424710.0,000071432,0.5,Pounds,0.0854,NO,0.0118,0.1245,0.1513,0.1996,0.3123,9.0909,YES,0.0751,0.8039,2.7622,YES,R99
47394MCCST900NM,331511.0,007440020,6483.0,Pounds,22.5221,NO,0.0,22.53,22.5378,99.846,100.0,99.9229,NO,77.316,59.936,0.6446,NO,R30
61821HDSNT342NM,325120.0,000075694,297039.0,Pounds,98.9431,NO,98.9431,98.9431,98.9431,98.9431,98.9431,98.9431,NO,0.0,98.9431,0.0,NO,R11
61201LLNSL32124,324191.0,000107211,40.0,Pounds,4.878,NO,0.0,7.0175,7.4074,13.1466,22.3401,57.1429,YES,6.129,12.6159,0.9771,NO,R99
54703MDWSTRR2XX,321114.0,N100,11108.0,Pounds,98.1012,NO,98.1012,98.1012,98.1012,98.1012,98.1012,98.1012,NO,0.0,98.1012,0.0,NO,R99
07083LCNPW901LE,331423.0,007440360,62.0,Pounds,49.6,NO,13.1905,49.8,50.0,74.2063,100.0,98.4127,NO,24.4063,66.0042,0.3472,NO,R99
42029WSTLK2468I,325199.0,000079345,2600.0,Pounds,16.5321,NO,0.0,16.5991,16.6667,96.1247,100.0,98.3359,NO,79.5255,50.9975,0.779,NO,R19
77507CTLYS10001,325188.0,000108883,18535746.0,Pounds,99.4513,NO,99.0637,99.5389,99.6266,99.8557,100.0,99.9987,NO,0.3168,99.7164,0.002,NO,R19
38654THMPS10136,325510.0,N230,13031.0,Pounds,90.878,NO,78.2842,91.1163,91.3559,99.6711,100.0,99.908,NO,8.5548,95.267,0.045,NO,R99
75041SHRWN2802W,325510.0,000095636,5741.0,Pounds,37.2357,NO,0.0,37.889,38.5509,92.277,100.0,99.6355,NO,54.3881,64.6179,0.4439,NO,R99
98106SLMNB2424S,331221.0,N982,8107.0,Pounds,0.1991,NO,0.0,0.1991,0.1991,43.3046,100.0,86.4101,NO,43.1055,28.9361,1.4045,YES,R30
45636RSTCHRT52A,325211.0,000098828,2900000.0,Pounds,23.5419,NO,0.0,24.5868,25.6637,75.9161,100.0,99.9995,NO,51.3293,55.4481,0.5783,NO,R19
52162NRPLXNECOU,326130.0,000108883,111.0,Pounds,0.1026,NO,0.0,0.1351,0.168,0.2637,0.4566,30.7479,YES,0.1286,4.5452,2.3536,YES,R11
63147PDGRG5200N,325510.0,000872504,0.5,Pounds,0.001,NO,0.0,0.0012,0.0013,0.0084,0.0194,0.1996,YES,0.0073,0.0159,2.3171,YES,R11
49657HYDRL411GE,321114.0,007440382,866.0,Pounds,53.4238,NO,19.0049,53.5065,53.5891,76.5075,100.0,99.4259,NO,23.0011,68.813,0.3146,NO,R99
59912CLMBF2000A,331312.0,000085018,624.0,Pounds,11.1309,NO,0.0,11.9132,12.8131,58.4667,100.0,85.2459,NO,46.5535,35.3613,0.7488,NO,R99
44706THTMK1835D,331111.0,007440473,12699.0,Pounds,23.8791,NO,0.0,25.3404,26.8336,69.4859,100.0,99.9109,NO,44.1454,51.6201,0.5779,NO,R30
55075WTRSC300JO,332911.0,001330207,2714.0,Pounds,5.5102,NO,0.0,6.1994,6.8885,14.2407,26.3026,21.5928,NO,8.0413,11.3305,0.6424,NO,R19
60622GNRLP823WB,325510.0,000108883,10160.0,Pounds,34.853,NO,0.0,36.2336,37.726,88.4588,100.0,98.6408,NO,52.2252,60.9691,0.4375,NO,R99
53901SPRTC1325A,326113.0,000100425,28000.0,Pounds,77.5623,NO,71.2659,82.3103,87.2274,89.6732,100.0,99.115,NO,7.3629,87.1237,0.0755,NO,R99
44446BPLCN1001Y,424710.0,001330207,196.0,Pounds,32.8308,NO,0.0,33.5184,34.2059,61.6484,100.0,89.0909,NO,28.13,52.0426,0.5035,NO,R19
42501KNTCK719CR,212111.0,N420,0.1,Pounds,9.0909,NO,9.0909,9.0909,9.0909,9.0909,9.0909,9.0909,NO,0.0,9.0909,0.0,NO,R99
47635KSTLC6500N,331111.0,007664393,312000.0,Pounds,11.0544,NO,0.0,11.059,11.0637,55.1533,100.0,99.243,NO,44.0943,40.4537,1.0276,YES,R99
60628MPRLS10316,331492.0,007439921,1513.0,Pounds,91.3096,NO,85.023,91.3924,91.4752,95.6387,100.0,99.8021,NO,4.2463,94.1956,0.0421,NO,R29
75050SRGRD23501,325510.0,000108883,1215.0,Pounds,23.2003,NO,5.0246,28.6614,36.4209,44.4193,68.0561,82.9352,YES,15.7579,42.6916,0.4573,NO,R99
28105RDTRS600RA,325998.0,000100414,100.0,Pounds,6.93,NO,0.0,9.6865,12.1655,17.4068,28.9871,95.2381,YES,7.7202,17.0808,0.9125,NO,R99
14611LNCRP100MC,325199.0,000067561,2851270.0,Pounds,95.2924,NO,90.5341,95.7338,96.1775,99.2002,100.0,99.9963,NO,3.4664,97.5512,0.0196,NO,R11
44483WSTMN101TI,325131.0,007440020,1096.0,Pounds,99.7633,NO,99.7633,99.7633,99.7633,99.7633,99.7633,99.7633,NO,0.0,99.7633,0.0,NO,R30
90670PGPND13429,331492.0,007440224,35975.0,Pounds,99.8798,NO,99.79,99.8799,99.8801,99.9399,100.0,99.9997,NO,0.06,99.9199,0.0006,NO,R99
46312STCHC400EC,424710.0,000108883,2.0,Pounds,0.0212,NO,0.0,0.0238,0.027,0.1986,0.4608,28.5714,YES,0.1748,0.7209,5.2969,YES,R99
44683NWPRTCOUNT,331319.0,007439921,393.0,Pounds,77.668,NO,73.6421,81.9261,86.1842,87.4488,95.7328,88.7133,NO,5.5227,84.1885,0.0561,NO,R27
98632GLCRN11003,327320.0,007439921,69.41,Pounds,64.8367,NO,22.7528,66.0178,67.1991,94.8612,100.0,99.9999,NO,28.8434,80.5046,0.1939,NO,R99
42240MFNCH6805J,325199.0,001330207,2009248.0,Pounds,76.7322,NO,46.1233,77.4889,78.2595,98.3993,100.0,99.9848,NO,20.9104,87.9333,0.1209,NO,R11
31703CPRTR3300S,326211.0,N420,112.0,Pounds,53.7944,NO,38.9344,60.033,66.3114,74.0987,95.1972,99.7329,YES,14.0657,69.7288,0.2077,NO,R99
85281NLTCN1420W,334419.0,000872504,1100.0,Pounds,4.1039,NO,0.0,4.1986,4.2939,48.8675,100.0,98.9209,NO,44.6689,34.705,1.0542,YES,R99
66111BRTNS901S6,424690.0,N230,696.0,Pounds,44.6727,NO,0.0,46.137,47.6712,88.9649,100.0,96.8011,NO,42.8279,65.6212,0.345,NO,R19
44128SMLST4589J,332813.0,007647010,116000.0,Pounds,99.2938,NO,98.8445,99.3257,99.3576,99.6465,100.0,99.9354,NO,0.3208,99.5289,0.0029,NO,R99
37854HRSHDENDOF,331492.0,N458,15.0,Pounds,12.8205,NO,12.8205,12.8205,12.8205,12.8205,12.8205,12.8205,NO,0.0,12.8205,0.0,NO,R27
63103SPNTD831SO,325510.0,000110827,756.0,Pounds,23.2187,NO,0.0,27.6586,33.5106,46.6258,75.0765,75.1491,YES,18.9671,40.0639,0.4208,NO,R11
55071SHLND100WT,324110.0,000074851,377.0,Pounds,9.8152,NO,0.0,9.8719,9.9289,90.2995,100.0,99.7354,NO,80.4276,49.1188,0.8566,NO,R19
90040SHLND6608E,325211.0,000107211,14818.0,Pounds,52.4605,NO,0.0,52.7411,53.0218,98.0286,100.0,99.9865,NO,45.2875,72.4297,0.314,NO,R11
42642SPRRBHIGHW,335911.0,007440360,1257.0,Pounds,17.8958,NO,0.0,17.8971,17.8983,58.9094,100.0,99.9205,NO,41.0124,45.2382,0.8547,NO,R30
01085WSTFL221UN,325510.0,000108101,2068.0,Pounds,67.4055,NO,56.1551,73.3854,80.5296,84.8722,100.0,89.2148,NO,11.4868,79.095,0.0969,NO,R11
44870CHRYS3130W,336360.0,N040,1262.0,Pounds,20.9148,NO,0.0,21.096,21.278,92.8967,100.0,99.7628,NO,71.8007,55.8942,0.6669,NO,R99
06490SPRRPLACEY,332813.0,N420,7000.0,Pounds,66.1067,NO,15.3055,66.1128,66.1188,99.9843,100.0,99.9986,NO,33.8715,82.5027,0.2052,NO,R29
45204MRTHN4015R,424710.0,000091203,0.5,Pounds,0.4082,NO,0.0,0.4098,0.4115,16.8724,41.5663,33.3333,NO,16.4626,11.3843,1.3633,YES,R19
54401MXXXX144RO,212313.0,N982,2500.0,Pounds,25.5702,NO,0.0,28.8107,32.8947,64.0943,100.0,99.96,NO,35.2836,50.8333,0.4939,NO,R99
70051MRTHNHWY61,424710.0,000108883,47333.0,Pounds,98.4238,NO,97.7055,98.6066,98.7895,99.2074,100.0,99.6253,NO,0.6008,98.9462,0.0051,NO,R19
84624NTRMN850BR,221112.0,N590,0.1,Pounds,0.0917,NO,0.0,0.0997,0.1076,0.3606,0.7519,0.6135,NO,0.2609,0.2709,0.8944,NO,R99
70669BLBNCI10WE,325188.0,007782505,362000.0,Pounds,47.4712,NO,0.0,48.1015,48.7345,95.0325,100.0,99.9986,NO,46.931,70.9373,0.345,NO,R99
01824MLCTR279BI,326199.0,001163195,4400.0,Pounds,17.2326,NO,0.0,17.2777,17.3228,57.1944,100.0,97.066,NO,39.9167,43.8738,0.8573,NO,R99
60473MCWHR192W1,325510.0,001330207,325562.0,Pounds,92.7041,NO,87.7889,93.8392,94.9991,97.8727,100.0,99.1461,NO,4.0335,95.7533,0.0244,NO,R11
95826NGNRD5683R,325510.0,N230,25.0,Pounds,3.2051,NO,0.0,3.2155,3.2258,43.2796,100.0,83.3333,NO,40.0641,29.9214,1.2622,YES,R99
42420GBBSDUS60W,336399.0,007439921,6032.0,Pounds,26.1227,NO,0.0,26.1863,26.2501,98.2651,100.0,99.818,NO,72.0788,57.2991,0.627,NO,R99
28677THVLS1931S,325510.0,055406536,244.0,Pounds,16.3429,NO,16.3429,16.3429,16.3429,16.3429,16.3429,16.3429,NO,0.0,16.3429,0.0,NO,R99
60152RNLDN300WE,331221.0,007440020,43427.0,Pounds,98.5991,NO,97.4481,98.7954,98.9925,99.6936,100.0,99.8092,NO,0.8982,99.197,0.0048,NO,R27
08011SYBRNBIRMI,325211.0,001330207,101235.0,Pounds,97.3208,NO,94.9702,97.6782,98.038,99.4836,100.0,99.9951,NO,1.8054,98.6091,0.0101,NO,R11
49036CLMXS460JA,332117.0,001313275,279024.0,Pounds,86.8395,NO,83.4015,90.5044,91.5709,95.2396,100.0,99.9695,NO,4.7352,92.8885,0.0393,NO,R30
43348BLLMR6964S,336350.0,007439921,1157.0,Pounds,9.3265,NO,0.0,9.3471,9.3677,97.0231,100.0,99.9136,NO,87.676,53.3536,0.8283,NO,R30
74015GRCVR23302,325311.0,N511,2200000.0,Pounds,78.2849,NO,71.5578,82.2789,86.2745,89.4264,100.0,99.9886,NO,7.1474,86.8512,0.0794,NO,R99
78469VLRRF5900U,324110.0,000095636,1998.0,Pounds,63.128,NO,43.5756,65.0313,66.9347,79.3351,100.0,91.7355,NO,14.3038,73.9327,0.1716,NO,R99
60650KPPRS3900S,325192.0,000091225,68.0,Pounds,17.5055,NO,0.0,22.6468,28.6015,40.3524,66.9106,72.7584,YES,17.7055,33.8113,0.421,NO,R99
80301SYNTX2075N,325411.0,000110543,300000.0,Pounds,19.3986,NO,0.0,20.3934,21.4286,69.3427,100.0,98.264,NO,48.9493,50.0942,0.6435,NO,R11
48446LBRND780WH,326199.0,001330207,172.0,Pounds,0.992,NO,0.0,1.1268,1.2995,5.0581,10.955,10.5911,NO,3.9313,3.6075,0.9348,NO,R11
36590DGSSCDEGUS,325199.0,007782505,165000.0,Pounds,7.7019,NO,0.0,7.7333,7.7647,90.5728,100.0,99.827,NO,82.8395,44.558,0.9564,NO,R99
62526MLLRC1226E,331525.0,N982,127681.0,Pounds,27.257,NO,0.0,28.8081,30.3612,72.7799,100.0,99.9961,NO,43.9718,56.2097,0.5311,NO,R30
15238MTTHW101FA,325910.0,MIXTURE,163.0,Pounds,9.8016,NO,0.1102,12.7756,17.8532,21.2192,33.8846,39.4673,YES,8.4436,19.3017,0.4865,NO,R11
53048QDGRP952BA,323111.0,000108883,53000.0,Pounds,0.0759,NO,0.0,0.076,0.0761,35.303,88.1435,79.2227,NO,35.227,18.5794,1.2421,YES,R11
70051MRTHNHWY61,324110.0,000095636,74.0,Pounds,0.6374,NO,0.0,0.8188,1.0186,1.7667,3.1887,96.1039,YES,0.948,13.0745,2.0972,YES,R19
16433LRDCRSOUTH,325510.0,000079016,429.0,Pounds,1.5124,NO,0.0,1.8085,2.2312,6.3374,13.1307,31.4516,YES,4.5289,6.3805,1.2247,YES,R19
61821MRTHN511SS,424710.0,000100414,35225.0,Pounds,99.1946,NO,98.7774,99.2688,99.3429,99.5963,100.0,99.8498,NO,0.3276,99.4624,0.0028,NO,R19
06241NTNLPBOX41,325991.0,N458,0.04,Pounds,3.4456,NO,0.0,3.9605,4.5977,15.0751,31.747,78.5855,YES,11.1146,16.0874,1.2515,YES,R99
00654NQSTNROAD3,325412.0,000075456,14329.0,Pounds,55.2284,NO,38.2639,58.8443,62.4602,72.5646,93.145,82.6689,NO,13.7203,66.7858,0.1739,NO,R99
26050HMRLGSIXTH,327112.0,N982,11730.0,Pounds,28.9673,NO,0.0,29.2816,29.5988,93.9114,100.0,99.9915,NO,64.6298,61.7168,0.5438,NO,R99
40769FRSTN1FIRE,326291.0,000191242,0.67,Pounds,3.0099,NO,0.0,3.5114,4.1615,11.435,23.3205,28.27,YES,7.9236,9.3335,0.9122,NO,R99
15650PKCND55HIL,327125.0,N090,953.0,Pounds,55.4715,NO,0.0,55.7148,55.9601,98.9616,100.0,99.4781,NO,43.2468,75.966,0.285,NO,R99
90744HNTWY1651A,324110.0,000071432,1.0,Pounds,0.0566,NO,0.0,0.0613,0.0666,0.5831,1.3659,50.0,YES,0.5218,2.132,4.1157,YES,R19
60002PCKRD782PI,327112.0,N420,11442.27,Pounds,92.1172,NO,85.417,93.2544,94.4192,98.4793,100.0,99.999,NO,5.2249,95.8522,0.0293,NO,R30
89822NWMNT6MAIL,212221.0,N760,214.0,Pounds,0.1257,NO,0.0,0.1257,0.1257,42.3554,100.0,84.585,NO,42.2296,28.2788,1.4079,YES,R99
64054BPMCS1000N,424710.0,000095636,95.0,Pounds,4.5739,NO,0.0,6.2417,8.6207,10.4281,16.7077,97.9381,YES,4.1864,20.137,1.2598,YES,R19
42366PRMML5680O,332116.0,000127184,47637.0,Pounds,57.5834,NO,36.7472,63.7776,71.2627,81.7978,100.0,99.9979,NO,18.0202,73.7627,0.168,NO,R11
39303STHRNWILER,331513.0,007440020,19908.0,Pounds,84.1171,NO,73.9077,84.6735,85.2299,91.8507,100.0,98.4716,NO,7.1772,89.2729,0.073,NO,R27
77630LLDSGFM100,325211.0,000108054,443521.0,Pounds,99.3455,NO,98.9286,99.3749,99.4043,99.6724,100.0,99.9405,NO,0.2975,99.5634,0.0027,NO,R19
16433LRDCRSOUTH,325510.0,000108883,3580.0,Pounds,2.6645,NO,0.0,2.9028,3.1649,16.3699,36.5705,75.7031,YES,13.4671,18.1329,1.2751,YES,R19
62095BPMCW335SO,424710.0,000095636,176.0,Pounds,12.4382,NO,5.135,16.6017,21.8362,24.2462,35.7128,90.7216,YES,7.6445,31.2985,0.8007,NO,R19
43207DSTNC2121N,325510.0,001330207,45234.0,Pounds,1.5447,NO,0.0,1.587,1.631,27.4308,66.1964,99.5401,YES,25.8437,25.6331,1.2128,YES,R99
44711SHLND2408G,324110.0,000074851,309.0,Pounds,8.0052,NO,0.0,8.5254,9.0457,25.0408,49.8138,41.0359,NO,16.5153,19.3622,0.7918,NO,R19
67042TXCRF1401S,324110.0,000100414,5300.0,Pounds,37.2426,NO,21.8549,45.6139,51.4563,61.4533,85.2124,99.0839,YES,15.8394,57.7598,0.2995,NO,R13
66111BRTNS901S6,424690.0,000071363,781.0,Pounds,46.4881,NO,0.0,47.0768,47.6801,95.8975,100.0,97.8697,NO,48.8207,68.2838,0.3588,NO,R19
47660SMRVLCR110,212111.0,007664417,100.0,Pounds,50.0,NO,50.0,50.0,50.0,50.0,50.0,50.0,NO,0.0,50.0,0.0,NO,R99
29710SBNRTJACKS,326299.0,000108883,117124.0,Pounds,75.983,NO,44.8737,76.8954,77.8295,98.2431,100.0,99.9957,NO,21.3478,86.8669,0.123,NO,R19
51502BRTNS21359,424690.0,000091203,217.0,Pounds,22.1429,NO,0.0,22.1768,22.2108,98.8616,100.0,99.5413,NO,76.6848,55.1388,0.6903,NO,R19
29440VCHMCPENNY,325998.0,000067561,1319758.0,Pounds,30.8256,NO,0.0,34.6035,39.261,67.5135,100.0,99.1207,NO,32.91,54.4566,0.416,NO,R11
07008MCLC0760RO,424710.0,000095636,24.0,Pounds,2.1201,NO,0.0,2.1739,2.2305,42.4318,100.0,70.5882,NO,40.2578,22.6953,1.0423,YES,R19
53092RCKWL6400W,335314.0,007439921,1901.0,Pounds,54.3252,NO,20.2246,54.3508,54.3764,77.1016,100.0,99.8267,NO,22.7508,69.5094,0.3084,NO,R30
35125BNJMN109BA,325510.0,001330207,490.0,Pounds,1.6799,NO,0.0,1.7244,1.7713,36.1217,87.7176,66.2162,NO,34.3973,21.2933,1.0572,YES,R19
08854SFJLC240CI,333315.0,000075092,346000.0,Pounds,95.6552,NO,92.9332,96.4459,97.2476,98.7877,100.0,99.9711,NO,2.3418,97.7309,0.0148,NO,R11
54130RLFFM400GE,331511.0,007439921,0.23,Pounds,0.6245,NO,0.0,0.6745,0.7332,7.4287,17.56,51.1111,YES,6.7542,6.3976,1.9272,YES,R99
35217LLWRT500ME,562112.0,000075092,2959.0,Pounds,19.5378,NO,0.0,19.5539,19.5701,99.4622,100.0,99.865,NO,79.9083,56.8715,0.7015,NO,R12
14432GWLSK2SOUT,332999.0,000079016,15914.0,Pounds,44.3893,NO,21.3732,47.3527,50.3162,64.6724,90.6519,79.0287,NO,17.3197,57.9114,0.2612,NO,R11
06241NTNLPBOX41,325991.0,N010,99.0,Pounds,1.6448,NO,0.0,1.8887,2.1811,7.7163,16.4576,99.989,YES,5.8275,12.8862,1.8998,YES,R99
95203RCPRD2700W,424710.0,000071432,172.0,Pounds,6.1915,NO,0.0,6.2568,6.3235,82.7861,100.0,92.4731,NO,76.5292,42.671,0.9175,NO,R99
25537PRKSC7850O,325510.0,000075092,1160.0,Pounds,38.7966,NO,0.0,40.5336,42.3358,83.1652,100.0,97.4831,NO,42.6316,60.859,0.3927,NO,R99
26537SHDWBSISLE,331525.0,007440020,13852.0,Pounds,88.6415,NO,76.2679,89.433,90.2293,98.2098,100.0,99.9639,NO,8.7768,94.1842,0.0515,NO,R99
90748NNPCF2402E,324110.0,000108952,0.5,Pounds,0.0012,NO,0.0,0.0012,0.0013,0.0125,0.0295,0.0238,NO,0.0113,0.0088,1.2127,YES,R13
06479TRRYS492SU,331491.0,N420,1200.0,Pounds,19.5081,NO,0.0,19.5419,19.5759,98.6986,100.0,99.6968,NO,79.1567,56.6219,0.7001,NO,R29
48427DTTMN3768N,336399.0,000108883,15500.0,Pounds,35.2145,NO,3.1278,36.8878,38.5611,59.3944,93.1544,80.2277,NO,22.5066,51.3344,0.3989,NO,R11
59414MNTNR19001,324110.0,000098828,8500.0,Pounds,99.9295,NO,99.9206,99.9471,99.9647,99.9647,99.9912,99.9647,NO,0.0176,99.953,0.0002,NO,R19
21801CCDNTRT11B,326113.0,N090,110.0,Pounds,6.8323,NO,0.0,8.9991,12.7907,15.4117,25.0307,30.5556,YES,6.4127,14.1429,0.5319,NO,R99
75042MXSLH11SJU,332618.0,000117817,8286.0,Pounds,93.7542,NO,92.9987,95.2653,96.7765,96.7765,99.0431,96.7765,NO,1.5111,95.7691,0.0149,NO,R99
70669PPGNDCOLUM,325181.0,000067721,1100000.0,Pounds,85.8485,NO,83.3306,88.9813,92.1273,92.7484,98.3991,99.9992,YES,3.7671,92.4144,0.0528,NO,R13
21801CCDNTRT11B,326113.0,N982,170.0,Pounds,11.9298,NO,0.0,14.499,18.4783,40.0,78.2515,97.1429,YES,25.501,28.4939,0.7483,NO,R99
90640LLLYN901WE,325510.0,000067561,483.0,Pounds,9.3046,NO,0.0,10.3256,11.5247,35.8709,74.1889,65.8936,NO,25.5453,25.588,0.7798,NO,R99
