TRIFID,PRIMARY NAICS CODE,TRI_CHEM_ID,ON-SITE - RECYCLED,UNIT OF MEASURE,LOWER EFFICIENCY,LOWER EFFICIENCY OUTLIER?,Q1 - 1.5xIQR,Q1,Q2,Q3,Q3 + 1.5xIQR,UPPER EFFICIENCY,UPPER EFFICIENCY OUTLIER?,IQR,MEAN OF EFFICIENCY,CV,HIGH VARIANCE?,METHOD
83221BLCKF591W1,331529,N450,2306.0,Pounds,34.2181,NO,0.0,34.4279,34.6402,98.1442,100.0,99.9909,NO,63.7163,65.8108,0.4846,NO,H39
47331RCLMD1500W,562211,000108101,150600.0,Pounds,69.5644,NO,24.5149,69.6569,69.7497,99.7516,100.0,99.9867,NO,30.0947,84.2408,0.1788,NO,H20
55350MMGMDHIGHW,326199,000108101,1471.0,Pounds,5.1261,NO,0.0,5.8254,6.7406,25.4079,54.7816,60.6848,YES,19.5825,18.0575,0.8951,NO,H20
77028JTLBN4849H,324191,007440508,1134.0,Pounds,99.1259,NO,99.1259,99.1259,99.1259,99.1259,99.1259,99.1259,NO,0.0,99.1259,0.0,NO,H10
4470WTHTMK2514W,332991,007440473,39898.0,Pounds,32.3813,NO,0.0,32.8298,33.2822,92.5911,100.0,99.2932,NO,59.7613,59.3998,0.5177,NO,H10
90063HTKPL4690W,325998,000124403,5700.0,Pounds,94.8104,NO,91.1705,94.9052,95.0,97.395,100.0,99.7899,NO,2.4898,96.5334,0.0239,NO,H39
43050WNSCR100BL,327993,N420,2773.0,Pounds,99.964,NO,99.964,99.964,99.964,99.964,99.964,99.964,NO,0.0,99.964,0.0,NO,H39
9202WSCNDD131SI,327320,N420,30.187,Pounds,83.675,NO,80.7129,87.1943,90.7143,91.5153,97.9967,99.995,YES,4.3209,90.2577,0.057,NO,H39
9258WSNCTY275WA,327320,N420,53.23,Pounds,83.6862,NO,80.7443,87.2067,90.7278,91.515,97.9775,99.995,YES,4.3083,90.2646,0.0569,NO,H39
93501NKLRC1667P,325320,000076062,1.0,Pounds,0.2681,NO,0.0,0.2688,0.2695,41.6667,100.0,50.0,NO,41.3978,19.2012,1.1696,YES,H20
