TRIFID,PRIMARY NAICS CODE,CAS NUMBER,ON-SITE - RECYCLED,UNIT OF MEASURE,LOWER EFFICIENCY,LOWER EFFICIENCY OUTLIER?,Q1 - 1.5xIQR,Q1,Q2,Q3,Q3 + 1.5xIQR,UPPER EFFICIENCY,UPPER EFFICIENCY OUTLIER?,IQR,MEAN OF EFFICIENCY,CV,HIGH VARIANCE?,METHOD
44510NRTHS2669W,332996,N770,51.0,Pounds,0.5925,NO,0.0,0.8099,1.0459,1.3982,2.2807,98.0769,YES,0.5883,13.6562,2.0837,YES,H39
14150NCNRG700GR,424710,001330207,53729.0,Pounds,99.078,NO,98.9633,99.3074,99.5369,99.5369,99.881,99.5369,NO,0.2294,99.3839,0.0022,NO,H39
75041SHRWN2802W,325510,N230,64758.0,Pounds,84.723,NO,76.2308,87.4709,90.3659,94.9642,100.0,99.9876,NO,7.4934,91.9445,0.0548,NO,H39
79762PNTKN6830E,331511,007440473,46412.0,Pounds,97.2068,NO,93.9537,97.3992,97.5924,99.6962,100.0,99.7972,NO,2.297,98.3982,0.0118,NO,H10
72901GNBNC4115S,335911,007440360,2021.0,Pounds,49.809,NO,0.0,49.9013,49.9938,99.5076,100.0,99.7532,NO,49.6064,73.0837,0.3391,NO,H10
76804MCMPNCAMPB,326113,000071363,280000.0,Pounds,10.2906,NO,0.0,10.7801,11.2903,57.1347,100.0,99.985,NO,46.3546,42.7523,0.8194,NO,H20
75235JNSBL2728E,325510,000108883,605.0,Pounds,8.0388,NO,0.0672,9.7824,11.526,16.2592,25.9744,20.9924,NO,6.4768,13.5191,0.4048,NO,H20
21226VSTCH3441F,325192,000108883,10136.0,Pounds,75.5741,NO,69.1012,81.4648,84.7988,89.7071,100.0,99.8227,NO,8.2424,86.4396,0.0797,NO,H20
90507JNSCH1401W,424690,007782505,1040.0,Pounds,99.9039,NO,99.9039,99.9039,99.9039,99.9039,99.9039,99.9039,NO,0.0,99.9039,0.0,NO,H39
78702PRCST2110E,331512,007440020,2239.0,Pounds,10.4446,NO,0.0,10.5338,10.6235,86.6011,100.0,98.7213,NO,76.0673,44.8656,0.8875,NO,H10
99153PNDRL1382P,212231,N982,218.0,Pounds,0.0022,NO,0.0,0.0022,0.0022,10.4134,26.0302,62.4642,YES,10.4112,9.1037,1.7315,YES,H39
63147PDGRG5200N,325510,000121448,0.5,Pounds,0.0023,NO,0.0,0.0028,0.0036,0.0105,0.0219,0.1996,YES,0.0077,0.0196,2.0249,YES,H20
38834KRGRRONEGO,323111,001330207,166849.0,Pounds,91.9694,NO,85.1544,92.9718,93.9957,98.1834,100.0,99.0266,NO,5.2116,95.3289,0.0293,NO,H20
37854HRSHDENDOF,331492,N420,77414.0,Pounds,99.8839,NO,99.8839,99.8839,99.8839,99.8839,99.8839,99.8839,NO,0.0,99.8839,0.0,NO,H10
19601THGLD3RDAN,325510,000095636,95.0,Pounds,77.8689,NO,77.8689,77.8689,77.8689,77.8689,77.8689,77.8689,NO,0.0,77.8689,0.0,NO,H20
54115DPRFN805SS,331511,007440508,265611.84,Pounds,96.4141,NO,91.0657,96.4195,96.4249,99.9886,100.0,99.9994,NO,3.5692,97.9507,0.0181,NO,H10
97503MCMPN8124P,325992,000067561,132000.0,Pounds,11.3116,NO,0.0,13.0104,14.8984,34.4645,66.6457,99.9962,YES,21.4541,36.937,0.8541,NO,H20
84054BGWST333WE,324110,000110827,33094.0,Pounds,94.9722,NO,94.9722,94.9722,94.9722,94.9722,94.9722,94.9722,NO,0.0,94.9722,0.0,NO,H20
99707FRTKN1FORA,212221,N511,398446.0,Pounds,77.3832,NO,77.3832,77.3832,77.3832,77.3832,77.3832,77.3832,NO,0.0,77.3832,0.0,NO,H39
16301NVLLSROUTE,325199,001319773,56000.0,Pounds,78.405,NO,72.044,84.0689,87.8942,92.0856,100.0,99.9982,NO,8.0166,88.1832,0.0584,NO,H20
38478GLSDV1250W,331521,007440666,2700.0,Pounds,27.5651,NO,0.0,27.5721,27.5792,63.6972,100.0,99.8152,NO,36.125,51.6531,0.6593,NO,H10
54701MRCNP800WI,326299,N420,14.5,Pounds,90.1915,NO,76.8955,90.4363,90.6817,99.4636,100.0,99.9862,NO,9.0272,94.7405,0.0486,NO,H39
70750HLLPTHWY10,324110,000067561,17.0,Pounds,0.1036,NO,0.0,0.1216,0.1465,0.5602,1.2181,94.4444,YES,0.4386,5.9412,3.0224,YES,H39
49058FLXFB1843G,326220,N420,49.3,Pounds,92.0807,NO,86.4743,92.2014,92.3221,96.0195,100.0,99.7168,NO,3.8181,94.7065,0.0374,NO,H39
37621BRSTL390BR,331210,007664393,71958.0,Pounds,85.9528,NO,81.1916,88.7814,91.6744,93.8413,100.0,99.9931,NO,5.0599,92.209,0.0498,NO,H39
26201CRHRTROUTE,327125,N090,1071362.0,Pounds,96.3648,NO,93.5713,96.8341,97.3033,99.0093,100.0,99.9995,NO,2.1752,97.9078,0.0135,NO,H39
42029WSTLK2468I,325199,000056235,67000.0,Pounds,70.513,NO,63.4332,77.6428,81.9071,87.1159,100.0,99.9731,NO,9.4731,82.9497,0.0928,NO,H20
36101KPPRS1451L,321114,008001589,54000.0,Pounds,7.7385,NO,0.0,8.3825,9.0452,35.9999,77.4259,99.9981,YES,27.6173,36.7564,0.9679,NO,H39
40108LNCRPHIGHW,325199,001330207,21070.0,Pounds,5.6137,NO,0.0,5.7942,5.9786,50.2852,100.0,99.7538,NO,44.491,38.0563,0.9612,NO,H20
65109JFFRS2116I,424710,000100414,1.0,Pounds,0.1135,NO,0.0,0.1585,0.1996,0.3304,0.5884,0.3984,NO,0.172,0.2413,0.4474,NO,H39
77640CLRKR1801S,324110,000091203,2590136.0,Pounds,38.9917,NO,0.0,39.031,39.0703,99.7121,100.0,99.9892,NO,60.6812,68.3993,0.4435,NO,H39
46514THCNT27524,336214,001330207,680.0,Pounds,3.046,NO,0.0,3.3433,3.7049,19.9701,44.9101,25.7186,NO,16.6267,11.2995,0.8644,NO,H20
53051SLGNCN90W1,332431,000100414,1000.0,Pounds,1.1038,NO,0.0,1.2108,1.3333,7.4176,16.7277,50.0,YES,6.2067,9.1001,1.4747,YES,H20
45040JWHRR4501X,331421,007440508,81370.0,Pounds,96.2959,NO,91.5751,96.4444,96.5931,99.6906,100.0,99.9939,NO,3.2462,98.0188,0.0172,NO,H10
46302XDCRP2601W,331492,N010,139138.0,Pounds,38.4355,NO,0.0,41.9775,46.2383,81.6775,100.0,99.9999,NO,39.6999,62.6012,0.3507,NO,H10
60650KPPRS3900S,325192,000085449,3416177.0,Pounds,30.4677,NO,0.0,30.8027,31.1451,96.3852,100.0,99.7773,NO,65.5825,63.1191,0.5205,NO,H39
89822NWMNT6MAIL,212221,N458,12000.0,Pounds,6.4928,NO,0.0,7.187,7.8947,27.2727,57.4012,99.9992,YES,20.0857,34.0264,1.0737,YES,H39
