TRIFID,PRIMARY NAICS CODE,CAS NUMBER,ON-SITE - RECYCLED,UNIT OF MEASURE,LOWER EFFICIENCY,LOWER EFFICIENCY OUTLIER?,Q1 - 1.5xIQR,Q1,Q2,Q3,Q3 + 1.5xIQR,UPPER EFFICIENCY,UPPER EFFICIENCY OUTLIER?,IQR,MEAN OF EFFICIENCY,CV,HIGH VARIANCE?,METHOD
16154GRNVLRD2BO,331111,007440508,31.0,Pounds,14.486,NO,0.0,15.9705,17.5141,46.279,91.7416,93.9394,YES,30.3084,35.7769,0.7603,NO,H39
07105GTTYT86DOR,424710,000091203,149.0,Pounds,80.1075,NO,73.1696,85.1429,88.6905,93.125,100.0,99.3333,NO,7.9821,89.0546,0.0536,NO,H20
90280RCPRD8601S,424710,000095636,920.0,Pounds,93.6864,NO,85.4629,93.9255,94.1658,99.5672,100.0,99.7831,NO,5.6417,96.3744,0.0294,NO,H39
44601WHTCR1400S,327121,N450,20749.0,Pounds,97.1679,NO,96.7433,97.983,98.3423,98.8095,100.0,99.9759,NO,0.8265,98.4759,0.0082,NO,H39
48192BSFCR1609B,325199,000872504,22000.0,Pounds,23.7954,NO,0.0,28.3044,34.9206,59.4554,100.0,99.9773,NO,31.1511,46.5859,0.483,NO,H20
15330MTKNCRT519,332116,007440473,64845.0,Pounds,35.9228,NO,0.0,35.9731,36.0236,99.6083,100.0,99.9923,NO,63.6352,65.6459,0.4832,NO,H39
70663WRGRCDAVIS,325188,001313275,1813115.0,Pounds,99.8955,NO,99.8199,99.8966,99.8977,99.9477,100.0,99.9977,NO,0.0511,99.9303,0.0005,NO,H39
67801RFFNN500ET,325320,007664417,1500.0,Pounds,85.4701,NO,74.9439,85.5922,85.7143,92.691,100.0,99.6678,NO,7.0988,90.284,0.0735,NO,H39
28134DXTRP10021,325991,N590,29.0,Pounds,99.9438,NO,99.9438,99.9438,99.9438,99.9438,99.9438,99.9438,NO,0.0,99.9438,0.0,NO,H39
77590MRTHNFOOTO,324110,007664417,0.5,Pounds,0.0007,NO,0.0,0.0007,0.0007,0.0331,0.0817,1.5873,YES,0.0324,0.0913,3.1718,YES,H39
16630JLKCXRTE53,325991,000100425,6536.0,Pounds,4.6586,NO,0.0,4.7383,4.8201,64.7408,100.0,98.1971,NO,60.0025,36.8576,0.97,NO,H39
42276LGNLMPOBOX,331315,007440508,1022221.0,Pounds,89.2527,NO,73.3508,89.2977,89.3426,99.9289,100.0,99.9999,NO,10.6312,94.5353,0.0563,NO,H10
76804MCMPNCAMPB,326113,N040,5300.0,Pounds,10.7047,NO,0.0,11.1801,11.6998,71.0476,100.0,98.312,NO,59.8675,41.685,0.7761,NO,H10
37324NSSNP520WA,336312,007440020,46592.0,Pounds,24.3271,NO,0.0,24.3595,24.3919,99.1435,100.0,99.9979,NO,74.784,61.6091,0.6094,NO,H10
77571RSTCH8811S,325211,000110543,673790.0,Pounds,51.0064,NO,0.0,52.6974,54.5034,91.2026,100.0,94.5921,NO,38.5052,69.7003,0.2825,NO,H20
61301CRSCH1500E,325188,N450,30774.0,Pounds,2.4068,NO,0.0,2.4168,2.4269,81.3643,100.0,99.9838,NO,78.9474,43.8888,0.9631,NO,H39
28256SLCTR6900M,334418,007439921,3672.0,Pounds,40.4539,NO,0.0,40.8069,41.1613,96.1382,100.0,99.9728,NO,55.3313,68.8965,0.4147,NO,H10
75042DSTNC701SH,325510,N982,775.0,Pounds,56.1594,NO,5.9795,57.9142,59.7533,92.5373,100.0,99.8711,NO,34.6231,74.9353,0.245,NO,H39
60650GTTND4620R,332813,N982,65175.0,Pounds,45.2604,NO,4.365,45.2796,45.2988,72.556,100.0,99.8132,NO,27.2764,63.4575,0.4051,NO,H10
64116TNMCC123WE,325510,000100414,40774.03,Pounds,48.6309,NO,13.3304,49.0922,49.5534,72.9333,100.0,96.3132,NO,23.8411,64.8325,0.3434,NO,H20
71459SDDSR7330M,928110,000107211,488.0,Pounds,4.241,NO,0.0,4.2448,4.2487,50.1001,100.0,95.9516,NO,45.8553,34.8138,1.2418,YES,H39
06801VTTCR7TRWB,332117,007440020,20773.0,Pounds,85.0098,NO,85.0098,85.0098,85.0098,85.0098,85.0098,85.0098,NO,0.0,85.0098,0.0,NO,H10
46205THBRL2920D,325612,N230,4477.42,Pounds,46.4937,NO,0.0,46.5288,46.5639,99.7455,100.0,99.8623,NO,53.2167,69.3526,0.38,NO,H39
48184CLMCN3720S,325998,000067561,4100.0,Pounds,89.1304,NO,87.8498,91.6917,94.2529,94.2529,98.0947,94.2529,NO,2.5612,92.5454,0.0261,NO,H20
60152RNLDN300WE,331221,007440020,7941.73,Pounds,34.628,NO,0.0,34.8649,35.105,97.6769,100.0,99.1737,NO,62.812,64.2423,0.489,NO,H10
41045NRTHMUS42E,331221,N090,63061812.0,Pounds,89.3327,NO,83.5016,91.0448,92.7599,96.0735,100.0,99.9982,NO,5.0287,94.3529,0.041,NO,H10
54904PWSTS4000C,332811,007632000,55000.0,Pounds,94.3558,NO,94.3558,94.3558,94.3558,94.3558,94.3558,94.3558,NO,0.0,94.3558,0.0,NO,H39
19428SMTHK900RI,325199,001634044,6052.0,Pounds,21.2438,NO,0.0,21.924,22.648,85.5147,100.0,99.863,NO,63.5907,54.2003,0.6122,NO,H20
70079SHLLL1205R,324110,000071432,173227.0,Pounds,12.9964,NO,0.0,15.0923,17.9691,44.9359,89.7013,100.0,YES,29.8436,35.5362,0.7266,NO,H39
70767PLCDR1940L,324110,000106990,2288.0,Pounds,0.3402,NO,0.0,0.3418,0.3435,38.4538,95.6217,99.8255,YES,38.112,24.1593,1.1975,YES,H39
60627SCDYN13931,325998,000050000,12.0,Pounds,18.4615,NO,0.0,20.1399,21.8182,38.1818,65.2448,54.5455,NO,18.042,31.6084,0.5149,NO,H39
9110WPSDNP142NL,327320,N420,16.665,Pounds,83.6982,NO,80.7807,87.2204,90.7433,91.5136,97.9533,99.995,YES,4.2932,90.2721,0.0569,NO,H39
60450KZCHMTABLE,325613,000074873,514400.0,Pounds,22.5495,NO,0.0,22.6872,22.8257,95.5064,100.0,99.999,NO,72.8192,57.4008,0.647,NO,H20
03235WBSTRSMAIN,332919,N420,49173.0,Pounds,27.0498,NO,0.0,27.9395,28.851,82.8644,100.0,99.998,NO,54.9249,58.5453,0.5406,NO,H10
41114CTLTTPOBOX,324110,N982,0.5,Pounds,0.0064,NO,0.0,0.0093,0.0122,0.0194,0.0345,6.6667,YES,0.0101,0.2306,5.096,YES,H39
70767PLCDR1940L,324110,000108952,19827.0,Pounds,11.0901,NO,0.0,11.1177,11.1455,97.4253,100.0,99.8288,NO,86.3075,53.0034,0.8163,NO,H39
17868MRCKC100AV,325110,000075092,300278.0,Pounds,39.2061,NO,16.3314,46.3776,56.3128,66.4084,96.4547,99.9997,YES,20.0308,60.8069,0.2998,NO,H20
71730NVRNM309AM,562211,N511,0.001,Pounds,0.0,NO,0.0,0.0,0.0,0.0,0.0001,0.0333,YES,0.0,0.0023,3.6271,YES,H39
94565DWCHMFOOTO,325320,007647010,5010803.0,Pounds,99.8556,NO,99.8269,99.8987,99.9194,99.9466,100.0,99.997,NO,0.0479,99.9254,0.0003,NO,H39
60617HRSHD2701E,331492,N982,1182669.0,Pounds,99.0021,NO,98.2635,99.006,99.0099,99.501,100.0,99.9921,NO,0.495,99.3347,0.0047,NO,H10
89301FRLNDHC34B,324110,000100414,1343.5,Pounds,92.4448,NO,91.1593,94.1088,95.7727,96.075,99.0244,96.3773,NO,1.9663,94.865,0.0182,NO,H39
78410KCHRFSUNTI,324110,000110543,1407.0,Pounds,0.0678,NO,0.0,0.0697,0.0715,1.3615,3.2993,98.6676,YES,1.2919,10.7149,2.1779,YES,H20
