TRIFID,PRIMARY NAICS CODE,TRI_CHEM_ID,ON-SITE - RECYCLED,UNIT OF MEASURE,LOWER EFFICIENCY,LOWER EFFICIENCY OUTLIER?,Q1 - 1.5xIQR,Q1,Q2,Q3,Q3 + 1.5xIQR,UPPER EFFICIENCY,UPPER EFFICIENCY OUTLIER?,IQR,MEAN OF EFFICIENCY,CV,HIGH VARIANCE?,METHOD
72601TNKNT230IN,326199,000100425,7603.0,Pounds,13.0244,NO,0.0,13.1939,13.3679,87.2716,100.0,91.0212,NO,74.0776,45.4778,0.8213,NO,H20
9271WRVNPL1681C,327320,N420,76.92,Pounds,83.678,NO,80.7222,87.1978,90.7182,91.5149,97.9905,99.995,YES,4.3171,90.2595,0.0569,NO,H39
89414NWMNT35MIL,212221,N096,17000.0,Pounds,12.4087,NO,0.0,12.4087,12.4088,56.2014,100.0,99.9941,NO,43.7927,41.6038,0.9924,NO,H10
15301WSTPN2833W,335929,N982,25.1,Pounds,0.4829,NO,0.2947,0.7097,0.9394,0.9864,1.4014,68.7671,YES,0.2767,10.5117,2.2626,YES,H39
9267WSNCLM116RI,327320,N420,16.17,Pounds,83.6922,NO,80.7769,87.2162,90.7407,91.509,97.9482,99.995,YES,4.2928,90.2683,0.0569,NO,H39
90250TLDYN12525,335314,007439921,29.0,Pounds,7.672,NO,0.0,7.672,7.672,53.8359,100.0,99.9999,NO,46.164,38.4479,1.132,YES,H39
72143MTTHW501LI,331529,007440020,15051.0,Pounds,79.8928,NO,51.028,80.0802,80.2677,99.4483,100.0,99.9934,NO,19.3681,89.5688,0.1094,NO,H39
37040FLRMS3INTE,327120,N982,898.0,Pounds,76.7699,NO,59.7803,76.8926,77.0154,88.3009,100.0,99.5864,NO,11.4082,84.4572,0.1267,NO,H39
9110WPSDNP142NL,327320,N420,21.2,Pounds,83.6752,NO,80.7136,87.1946,90.7146,91.5153,97.9963,99.995,YES,4.3207,90.2578,0.057,NO,H39
61738DPNTLRT24E,325320,064902723,1372.5,Pounds,83.8096,NO,71.7583,83.8388,83.868,91.8925,100.0,99.917,NO,8.0537,89.1982,0.085,NO,H39
75119PLYGR3801H,324122,001330207,5514.0,Pounds,95.5881,NO,93.4374,96.4381,97.3002,98.4385,100.0,99.4948,NO,2.0005,97.448,0.0135,NO,H39
72143MTTHW501LI,331529,007440508,2391042.0,Pounds,86.5861,NO,66.7745,86.6359,86.6858,99.8769,100.0,99.9997,NO,13.241,93.1782,0.0713,NO,H39
72143MTTHW501LI,331529,007439921,71877.0,Pounds,84.8948,NO,64.226,85.2171,85.5404,99.2112,100.0,99.9986,NO,13.9941,92.3282,0.0777,NO,H39
60131NTDRF3700N,331420,N420,13751.0,Pounds,99.9927,NO,99.9927,99.9927,99.9927,99.9927,99.9927,99.9927,NO,0.0,99.9927,0.0,NO,H10
9250WRVRSD6122T,327320,N420,37.74,Pounds,83.6791,NO,80.7297,87.1998,90.7212,91.5132,97.9834,99.995,YES,4.3134,90.2602,0.0569,NO,H39
90023CRTFD3342E,332812,000108883,3500.0,Pounds,8.9668,NO,0.0,9.0115,9.0563,90.4762,100.0,99.0099,NO,81.4647,45.144,0.9261,NO,H20
70601CRBLN900OP,325510,000108883,16825.69,Pounds,24.565,NO,0.0,25.109,25.6647,86.0698,100.0,97.5696,NO,60.9609,52.8796,0.6102,NO,H20
60131NTDRF3700N,331420,N740,31808.0,Pounds,99.994,NO,99.994,99.994,99.994,99.994,99.994,99.994,NO,0.0,99.994,0.0,NO,H10
37821GRTLKROUTE,325199,001330207,9145053.2,Pounds,98.1314,NO,95.7896,98.227,98.3228,99.8519,100.0,99.9999,NO,1.6249,99.0491,0.0085,NO,H20
29691THTRRTORRI,332991,007632000,3000.0,Pounds,19.6941,NO,0.0,19.8468,20.0,92.9804,100.0,99.5685,NO,73.1336,52.131,0.7162,NO,H39
9202WLCJNP215CY,327320,N420,27.04,Pounds,83.6677,NO,80.6989,87.1874,90.7078,91.5131,98.0017,99.995,YES,4.3257,90.2531,0.057,NO,H39
74112NCHRP6707E,325510,000108883,1.98,Pounds,0.3744,NO,0.3744,0.3744,0.3744,0.3744,0.3744,0.3744,NO,0.0,0.3744,0.0,NO,H20
36571LLPTRINDUS,324110,000071432,25293.0,Pounds,71.9594,NO,65.1609,79.121,82.8437,88.4278,100.0,99.9881,NO,9.3068,84.1095,0.0795,NO,H39
9258WSNCTY275WA,327320,N420,57.25,Pounds,83.6746,NO,80.714,87.1943,90.7146,91.5145,97.9947,99.995,YES,4.3202,90.2574,0.057,NO,H39
36571LLPTRINDUS,324110,000108883,217031.0,Pounds,90.1243,NO,88.2991,93.1428,94.7361,96.3719,100.0,99.9986,NO,3.2291,94.8333,0.0265,NO,H39
75119PLYGR3801H,324122,000108883,58.0,Pounds,6.0141,NO,0.0,7.6508,9.3563,14.556,24.914,87.8788,YES,6.9053,21.0947,1.3016,YES,H20
37821GRTLKROUTE,325199,000067561,9842000.0,Pounds,98.9712,NO,98.4402,99.1859,99.4013,99.683,100.0,99.9997,NO,0.4971,99.4759,0.0034,NO,H20
67801FRMLN3MILE,325311,N511,6500000.0,Pounds,92.6043,NO,82.6132,92.7971,92.99,99.5863,100.0,99.9999,NO,6.7892,96.1673,0.0362,NO,H39
27536STRNMUS1SO,311119,N982,250.0,Pounds,50.0,NO,50.0,50.0,50.0,50.0,50.0,50.0,NO,0.0,50.0,0.0,NO,H39
89803BRRCK27MIL,212221,N010,42199.0,Pounds,3.2926,NO,0.0,3.3986,3.5053,35.7705,84.3284,99.9882,YES,32.3719,32.8994,1.1334,YES,H39
36571LLPTRINDUS,324110,000110543,69961.0,Pounds,75.9084,NO,53.2448,78.3569,80.9575,95.0983,100.0,97.9503,NO,16.7414,86.392,0.1009,NO,H39
36571LLPTRINDUS,324110,000091203,2906.0,Pounds,76.9597,NO,73.4863,82.3754,86.5912,88.3014,97.1905,99.7597,YES,5.9261,87.1747,0.0807,NO,H39
31601SFTMR711IN,335911,N096,3827.0,Pounds,20.4546,NO,0.0,21.1454,21.8374,76.4758,100.0,99.9895,NO,55.3303,53.1899,0.6408,NO,H39
74884CMMRCOLDHW,327120,N982,1336.0,Pounds,95.089,NO,95.089,95.089,95.089,95.089,95.089,95.089,NO,0.0,95.089,0.0,NO,H39
83221BLCKF591W1,331529,N100,12374.0,Pounds,21.7747,NO,0.0,21.8529,21.9316,98.1626,100.0,99.9932,NO,76.3097,59.49,0.6429,NO,H39
89414NWMNT35MIL,212221,N458,616.6,Pounds,0.0994,NO,0.0,0.132,0.166,0.2522,0.4324,99.9838,YES,0.1202,10.6019,2.4233,YES,H10
89822NWMNT6MAIL,212221,N078,110.0,Pounds,0.0999,NO,0.0,0.0999,0.0999,44.7654,100.0,89.4309,NO,44.6655,29.8769,1.4095,YES,H39
07470CLFTNBURGE,325520,000110827,253.0,Pounds,27.5299,NO,27.5299,27.5299,27.5299,27.5299,27.5299,27.5299,NO,0.0,27.5299,0.0,NO,H39
29715RMNDSBANKS,325130,000108101,93840.0,Pounds,39.3141,NO,0.0,41.9231,44.5375,77.0953,100.0,99.9947,NO,35.1722,62.8924,0.3782,NO,H20
63401NDRND2001O,332813,N090,4522.0,Pounds,40.3404,NO,0.0,43.4666,46.7052,75.9798,100.0,99.992,NO,32.5132,64.2027,0.358,NO,H39
72801THMPSRT1BO,321114,000191242,224.2,Pounds,89.2871,NO,81.8662,89.5015,89.7159,94.5917,100.0,99.4676,NO,5.0902,92.8235,0.0506,NO,H39
77879THTCHHIWAY,321114,000191242,6036.6,Pounds,99.2144,NO,98.6272,99.2152,99.216,99.6072,100.0,99.9983,NO,0.392,99.4762,0.0037,NO,H39
89414NWMNT35MIL,212221,N760,21.0,Pounds,0.0266,NO,0.0266,0.0266,0.0266,0.0266,0.0266,0.0266,NO,0.0,0.0266,0.0,NO,H10
89822NWMNT6MAIL,212221,N020,30000.0,Pounds,0.1152,NO,0.0,0.1152,0.1153,69.6784,100.0,99.6347,NO,69.5632,38.4497,1.0975,YES,H39
9287WCRNPL154SH,327320,N420,38.33,Pounds,83.681,NO,80.7307,87.2011,90.7219,91.5148,97.9852,99.995,YES,4.3136,90.2614,0.0569,NO,H39
07470CLFTNBURGE,325520,000110543,655.0,Pounds,42.7825,NO,42.7825,42.7825,42.7825,42.7825,42.7825,42.7825,NO,0.0,42.7825,0.0,NO,H39
19551RDNGLPOBOX,331314,N770,162666.0,Pounds,99.9668,NO,99.9668,99.9668,99.9668,99.9668,99.9668,99.9668,NO,0.0,99.9668,0.0,NO,H10
89429NVDWD1680S,321114,N150,17879.2182,Grams,98.8957,NO,98.8957,98.8957,98.8957,98.8957,98.8957,98.8957,NO,0.0,98.8957,0.0,NO,H39
74361WLGRF5THHU,325311,000067561,3567.86,Pounds,45.0186,NO,0.0,45.7543,46.5128,95.69,100.0,98.1621,NO,49.9357,69.2542,0.3631,NO,H39
7650WTMPLR496WE,327320,N420,3.943,Pounds,93.3696,NO,89.9551,93.9517,94.5337,96.616,100.0,98.6984,NO,2.6644,95.5339,0.0239,NO,H39
45107MRCNS3343S,336330,007439921,791.0,Pounds,77.2461,NO,60.3131,77.2838,77.3216,88.5977,100.0,99.8737,NO,11.3138,84.8138,0.1256,NO,H10
98421CSCDP1640E,321114,N150,583.6282,Grams,63.6678,NO,23.027,65.3898,67.1641,93.6317,100.0,100.0,NO,28.2419,80.6398,0.1929,NO,H39
51041DMNDVINDUS,325510,000095636,19412.0,Pounds,99.3958,NO,98.9747,99.4085,99.4213,99.6978,100.0,99.9742,NO,0.2892,99.5971,0.0027,NO,H20
40356NNDST801JO,336390,N495,63091.0,Pounds,55.9739,NO,0.0,56.0348,56.0958,99.6959,100.0,99.998,NO,43.6611,77.2084,0.2832,NO,H39
76065CHPRR300WA,331110,N495,2477.26,Pounds,16.4963,NO,0.0,16.5336,16.5711,98.539,100.0,100.0,NO,82.0053,56.2274,0.7292,NO,H10
77511MCCHM2MISO,325199,000071432,720000.0,Pounds,98.3661,NO,96.9244,98.5932,98.8213,99.7057,100.0,100.0,NO,1.1125,99.167,0.0061,NO,H20
77511MCCHM2MISO,325199,000100414,84500.0,Pounds,96.1637,NO,91.3604,96.3425,96.5218,99.6639,100.0,99.9031,NO,3.3214,97.8002,0.0173,NO,H20
1415WNFRXL36FIR,327999,001344281,5000.0,Pounds,95.2381,NO,95.2381,95.2381,95.2381,95.2381,95.2381,95.2381,NO,0.0,95.2381,0.0,NO,H39
35756DRCTP26655,325510,000108883,2500.0,Pounds,11.8444,NO,0.0,12.9737,14.1068,42.5388,86.8864,99.3641,YES,29.5651,33.7629,0.8808,NO,H20
76705KCHPT2017K,424710,000110543,51115.0,Pounds,77.8872,NO,48.9404,78.6738,79.476,98.496,100.0,99.9355,NO,19.8222,88.5291,0.1133,NO,H20
51041DMNDVINDUS,325510,001330207,219058.0,Pounds,37.6803,NO,0.0,37.7963,37.9124,98.4028,100.0,99.9977,NO,60.6065,63.9984,0.4728,NO,H20
51041DMNDVINDUS,325510,000100414,44798.0,Pounds,37.3815,NO,0.0,37.4861,37.5907,98.5384,100.0,99.9888,NO,61.0522,63.8586,0.4769,NO,H20
51041DMNDVINDUS,325510,000091203,104529.0,Pounds,99.935,NO,99.8922,99.9374,99.9398,99.9675,100.0,99.9952,NO,0.0301,99.9567,0.0003,NO,H20
7540WTXGRN65NRT,327320,N420,6.324,Pounds,85.3672,NO,75.7081,85.8037,86.2403,92.5341,100.0,98.8279,NO,6.7304,90.1451,0.0682,NO,H39
53051RBCRPN92W1,325510,000100414,324.0,Pounds,8.1264,NO,0.0,10.6902,14.5618,21.6029,37.972,61.7143,YES,10.9127,20.2629,0.6952,NO,H20
76705KCHPT2017K,424710,000100414,918.0,Pounds,62.7049,NO,55.4,70.3069,77.0134,80.2448,95.1517,99.7826,YES,9.9379,78.4519,0.1417,NO,H20
17013CRLSL1509R,326299,000137268,1861.0,Pounds,58.8365,NO,0.0,58.8552,58.8738,99.9195,100.0,99.9463,NO,41.0643,76.458,0.2658,NO,H39
64120MBYCR8400H,325320,001330207,524896.0,Pounds,43.0272,NO,0.0,43.075,43.1228,99.5736,100.0,99.9996,NO,56.4986,70.4868,0.4017,NO,H20
16823PZKNT66ERL,334419,N420,620.0,Pounds,1.5348,NO,0.0,1.7585,1.9822,4.1748,7.7993,6.3675,NO,2.4163,3.2948,0.6618,NO,H39
53051RBCRPN92W1,325510,000108883,5608.0,Pounds,6.2074,NO,0.0,6.603,7.0325,39.5031,88.8533,93.529,YES,32.9001,31.5752,0.9604,NO,H20
42276RCKWLHWY68,331523,007440508,429113.0,Pounds,87.108,NO,85.1342,90.0235,92.9395,93.283,98.1723,99.9949,YES,3.2595,92.3793,0.044,NO,H10
39358KMPRPBOX10,321114,000087865,409.0,Pounds,60.3245,NO,54.7674,67.0756,73.8267,75.2811,87.5893,76.7355,NO,8.2055,70.2956,0.1017,NO,H39
26190MRCNCSTRT2,325199,000067561,17400000.0,Pounds,96.0745,NO,92.2818,96.5783,97.0874,99.4427,100.0,99.9998,NO,2.8644,98.0048,0.0151,NO,H20
42276RCKWLHWY68,331523,007440020,46836.0,Pounds,88.0591,NO,86.2227,90.7756,93.4925,93.8108,98.3637,99.9957,YES,3.0352,92.96,0.0406,NO,H10
9075WRDYMX9EPAT,327310,N420,0.1,Pounds,0.7788,NO,0.7788,0.7788,0.7788,0.7788,0.7788,0.7788,NO,0.0,0.7788,0.0,NO,H39
48170TWRTM43955,336111,007440473,3.53,Pounds,50.0,NO,50.0,50.0,50.0,50.0,50.0,50.0,NO,0.0,50.0,0.0,NO,H39
53083PLSTC2732N,325211,000067561,138032.0,Pounds,97.1509,NO,94.0437,97.3898,97.6298,99.6205,100.0,99.7528,NO,2.2307,98.3649,0.0115,NO,H20
53083PLSTC2732N,325211,000108952,7247560.0,Pounds,99.5609,NO,99.4871,99.684,99.7742,99.8152,100.0,99.9997,NO,0.1312,99.7766,0.0013,NO,H20
90040SHLND6608E,325211,000085449,496.0,Pounds,13.3012,NO,0.0,13.3423,13.3837,96.6031,100.0,97.8304,NO,83.2608,49.2009,0.8417,NO,H20
55071SHLND100WT,324110,N420,110.0,Pounds,1.004,NO,0.0,1.0199,1.036,27.563,67.3777,95.8188,YES,26.5432,26.3956,1.2301,YES,H10
9261WSSCTD2591T,327310,N420,0.1,Pounds,1.0417,NO,1.0417,1.0417,1.0417,1.0417,1.0417,1.0417,NO,0.0,1.0417,0.0,NO,H39
62205KZCTN2904M,325211,000100414,441035.0,Pounds,99.1117,NO,98.8898,99.3607,99.5513,99.6746,100.0,99.956,NO,0.3139,99.5401,0.0024,NO,H20
2915WNVMLC755IN,325199,000075058,5654768.0,Pounds,88.7838,NO,81.8375,90.4405,92.1026,96.1758,100.0,99.9802,NO,5.7353,94.0593,0.0439,NO,H20
49512LCKSN43755,336360,001330207,8817.0,Pounds,41.445,NO,0.0,44.214,47.3244,83.0579,100.0,99.7398,NO,38.8439,64.9393,0.3405,NO,H20
43416BRSHWSOUTH,331410,N100,761213.0,Pounds,69.1108,NO,47.1779,73.2232,77.809,90.5867,100.0,99.9997,NO,17.3635,82.9118,0.126,NO,H10
7520WTXCRN58CRI,327320,N420,8.453,Pounds,97.8583,NO,97.4415,98.3272,98.7962,98.9177,99.8034,99.0393,NO,0.5905,98.5646,0.0052,NO,H39
15062MNSSN345DO,324199,000132649,3425.0,Pounds,95.2447,NO,92.87,95.6993,96.1538,97.5855,100.0,99.0171,NO,1.8862,96.8052,0.0166,NO,H39
49512LCKSN43755,336360,000110827,60641.0,Pounds,41.4415,NO,0.0,44.2117,47.3237,83.1422,100.0,99.9918,NO,38.9305,65.4916,0.3415,NO,H20
49512LCKSN43755,336360,000108101,10753.0,Pounds,41.3863,NO,0.0,44.1522,47.2597,83.1278,100.0,99.9535,NO,38.9756,65.4543,0.342,NO,H20
55071SHLND100WT,324110,000110543,102097.0,Pounds,46.2013,NO,0.0,49.0573,52.1494,83.6179,100.0,99.9951,NO,34.5606,67.3912,0.3012,NO,H20
90280RCPRD8601S,424710,000095636,860.0,Pounds,65.2009,NO,47.5609,70.5986,76.7857,85.957,100.0,99.8839,NO,15.3585,80.1558,0.1381,NO,H39
90280RCPRD8601S,424710,000100414,2700.0,Pounds,44.4811,NO,0.0,45.1136,45.7627,95.915,100.0,99.631,NO,50.8015,69.126,0.3718,NO,H39
77541THDWCBUILD,325199,000108907,26.0,Pounds,0.0053,NO,0.0,0.0058,0.0062,0.0398,0.0908,72.2222,YES,0.034,2.043,3.9466,YES,H39
29715RMNDSBANKS,325130,000872504,20250.0,Pounds,99.3694,NO,98.8428,99.4646,99.56,99.8792,100.0,99.9753,NO,0.4145,99.6632,0.0022,NO,H20
85714KRMNT4231S,325211,000067561,20000.0,Pounds,58.9988,NO,19.6294,61.3651,63.7979,89.1889,100.0,98.7654,NO,27.8238,74.6672,0.2104,NO,H20
89803BRRCK27MIL,212221,N090,0.5,Pounds,0.0,NO,0.0,0.0,0.0,0.0011,0.0026,20.0,YES,0.001,0.5348,4.8897,YES,H39
78380TXSCLPETRO,562211,000191242,236.0,Pounds,94.8706,NO,92.1495,95.2977,95.7248,97.3965,100.0,99.0681,NO,2.0988,96.5545,0.0188,NO,H39
42633BLDNWWESTH,335932,N010,612.5,Pounds,1.7261,NO,0.5516,2.3159,2.9057,3.492,5.2563,4.0784,NO,1.1762,2.9034,0.3308,NO,H39
07036SFTYK1200S,562211,000108883,472573.0,Pounds,94.5895,NO,89.8251,95.1816,95.7748,98.7526,100.0,100.0,NO,3.571,97.2464,0.0223,NO,H20
07036SFTYK1200S,562211,000067561,152336.0,Pounds,67.8989,NO,22.6803,68.2958,68.6959,98.706,100.0,99.9908,NO,30.4103,83.202,0.1851,NO,H20
07036SFTYK1200S,562211,000068122,781207.0,Pounds,85.2247,NO,63.127,85.2354,85.2462,99.9744,100.0,100.0,NO,14.739,92.1177,0.0799,NO,H20
90280RCPRD8601S,424710,000110827,23000.0,Pounds,76.8254,NO,43.9569,77.1323,77.4411,99.2492,100.0,99.9652,NO,22.1169,87.5304,0.127,NO,H39
