TRIFID,PRIMARY NAICS CODE,CAS NUMBER,ON-SITE - RECYCLED,UNIT OF MEASURE,LOWER EFFICIENCY,LOWER EFFICIENCY OUTLIER?,Q1 - 1.5xIQR,Q1,Q2,Q3,Q3 + 1.5xIQR,UPPER EFFICIENCY,UPPER EFFICIENCY OUTLIER?,IQR,MEAN OF EFFICIENCY,CV,HIGH VARIANCE?,METHOD
38109DRXLC2487P,325320,000067561,5.0,Pounds,33.3333,NO,29.1667,41.6667,50.0,50.0,62.5,50.0,NO,8.3333,44.4444,0.1768,NO,R99
44711SHLND2408G,324110,000110827,3844.0,Pounds,61.4942,NO,52.5823,68.6072,76.1188,79.2904,95.3153,99.896,YES,10.6833,77.8555,0.1576,NO,R19
22488PTMCSROUTE,321114,N020,1618.7,Pounds,95.5718,NO,95.5718,95.5718,95.5718,95.5718,95.5718,95.5718,NO,0.0,95.5718,0.0,NO,R99
44711SHLND2408G,324110,000071432,33858.0,Pounds,70.4494,NO,56.9421,76.0092,82.4638,88.7206,100.0,99.9852,NO,12.7114,83.5689,0.1085,NO,R19
31015DRXLCHIGHW,325320,000121755,6.0,Pounds,33.3333,NO,22.7491,41.8269,46.1538,54.5455,73.6233,75.0,YES,12.7185,49.6046,0.256,NO,R99
64030PTRSN4200E,326199,000117817,21981.0,Pounds,93.6119,NO,92.8397,95.1562,96.7005,96.7005,99.0171,96.7005,NO,1.5443,95.671,0.0152,NO,R99
16686QLTYCINDUS,325199,000067561,92000.0,Pounds,7.1473,NO,0.0,7.9748,8.9013,29.8932,62.7708,99.1027,YES,21.9184,31.187,1.0009,YES,R11
85235SRCNC64ASA,331411,N420,2982550.0,Pounds,43.8507,NO,0.0,45.2905,46.7377,87.8789,100.0,99.9988,NO,42.5884,68.5688,0.3562,NO,R30
01040DLCTR218RA,322222,000110543,0.5,Pounds,0.004,NO,0.0,0.0042,0.0044,0.0494,0.1173,1.9608,YES,0.0452,0.1722,2.8024,YES,R11
45750VNGRD1409G,325510,001330207,1781.0,Pounds,49.486,NO,49.486,49.486,49.486,49.486,49.486,49.486,NO,0.0,49.486,0.0,NO,R11
48427DTTMN3768N,336399,000108883,110825.0,Pounds,70.6162,NO,36.7435,72.0009,73.4281,95.5058,100.0,98.5952,NO,23.5049,82.5218,0.1479,NO,R11
97071TRSST2100N,332311,000108883,0.5,Pounds,0.0069,NO,0.0069,0.0069,0.0069,0.0069,0.0069,0.0069,NO,0.0,0.0069,0.0,NO,R11
83539CLRWT1MISO,321113,007439921,20.0,Pounds,76.746,NO,42.3485,76.8197,76.8935,99.8004,100.0,99.9001,NO,22.9808,86.6828,0.1314,NO,R99
14733LLSNB125WM,332321,007440508,0.5,Pounds,0.004,NO,0.0,0.0042,0.0045,0.0453,0.107,9.0909,YES,0.0411,0.3371,4.7453,YES,R30
49858RWFRN1716E,332410,N100,500.0,Pounds,1.3239,NO,1.3239,1.3239,1.3239,1.3239,1.3239,1.3239,NO,0.0,1.3239,0.0,NO,R30
65769SYNTXFIRST,325199,000074873,2980.0,Pounds,83.2402,NO,81.3369,87.0469,90.8537,90.8537,96.5637,90.8537,NO,3.8067,88.3158,0.0406,NO,R99
15902JHNST545CE,331513,007440473,154164.0,Pounds,99.9963,NO,99.9941,99.9965,99.9968,99.9982,100.0,99.9996,NO,0.0016,99.9975,0.0,NO,R99
85235SRCNC64ASA,331411,N010,1691499.0,Pounds,81.3175,NO,54.406,81.4802,81.6431,99.5297,100.0,99.9997,NO,18.0495,90.3154,0.1011,NO,R30
85235SRCNC64ASA,331411,N040,77165.0,Pounds,32.7076,NO,0.0,32.989,33.2705,64.1758,100.0,95.0811,NO,31.1868,53.6864,0.5452,NO,R30
13045PLLTR3643W,333999,000075092,11222.0,Pounds,63.5232,NO,63.5232,63.5232,63.5232,63.5232,63.5232,63.5232,NO,0.0,63.5232,0.0,NO,R99
45750VNGRD1409G,325510,000071363,598.0,Pounds,18.9121,NO,0.0,20.9164,22.9207,37.4377,62.2198,51.9548,NO,16.5214,31.2625,0.4709,NO,R11
84624BRSHW10MIL,212299,N458,0.1,Pounds,12.5,NO,0.0,13.3929,14.2857,32.1429,60.2679,50.0,NO,18.75,25.5952,0.6748,NO,R99
84404CRRWR1160W,331422,007440508,0.5,Pounds,0.969,NO,0.969,0.969,0.969,0.969,0.969,0.969,NO,0.0,0.969,0.0,NO,R99
85235SRCNC64ASA,331411,N458,6783.0,Pounds,93.649,NO,92.1522,95.2689,96.5002,97.3467,100.0,98.6905,NO,2.0778,96.2959,0.0166,NO,R30
85235SRCNC64ASA,331411,N495,82230.0,Pounds,30.9716,NO,0.0,31.3252,31.6788,93.2974,100.0,99.9939,NO,61.9722,61.5801,0.5265,NO,R30
75235JNSBL2728E,325510,000108101,5537.0,Pounds,11.8236,NO,0.0,12.0063,12.1893,79.8761,100.0,99.6401,NO,67.8698,43.9168,0.8504,NO,R11
30260SHRWN6795S,325510,N982,18377.0,Pounds,67.2239,NO,43.4426,71.6172,76.6059,90.4002,100.0,99.9728,NO,18.783,81.2821,0.1322,NO,R99
45750VNGRD1409G,325510,000108883,3346.0,Pounds,27.5459,NO,11.2077,31.6069,35.6678,45.2063,65.6055,54.7448,NO,13.5994,39.3195,0.2899,NO,R11
47374PRDCT4815W,326113,N420,570.0,Pounds,98.2759,NO,98.2759,98.2759,98.2759,98.2759,98.2759,98.2759,NO,0.0,98.2759,0.0,NO,R99
55987BDGRF1058E,331513,007439921,53.9,Pounds,49.0446,NO,0.0,50.9627,52.895,87.2171,100.0,99.6303,NO,36.2544,68.2756,0.2988,NO,R99
43302WHRLP1300M,335224,000108883,1059.0,Pounds,8.8265,NO,0.0,9.4085,9.9915,43.1277,93.7066,99.5301,YES,33.7192,31.9172,0.9802,NO,R11
60152RNLDN300WE,331221,007440020,29192.0,Pounds,62.4094,NO,31.9042,65.621,68.9645,88.0989,100.0,99.9829,NO,22.4779,78.8112,0.1818,NO,R27
46802SSXGR1601W,325510,000872504,22400.0,Pounds,56.7505,NO,19.4946,60.0927,63.8522,87.1581,100.0,91.451,NO,27.0654,72.3651,0.1985,NO,R11
31717TXPRN268IN,424710,000100414,243333.0,Pounds,99.0991,NO,97.8719,99.1234,99.1476,99.9577,100.0,99.9992,NO,0.8343,99.5193,0.0043,NO,R11
53222STRHD11123,331521,N420,2624.3,Pounds,67.9922,NO,20.2293,68.0231,68.054,99.8856,100.0,99.9996,NO,31.8625,83.7238,0.1905,NO,R27
85235SRCNC64ASA,331411,N020,1267212.0,Pounds,68.2461,NO,48.9267,72.1056,76.0538,87.5582,100.0,99.9987,NO,15.4526,82.2147,0.1407,NO,R30
31717TXPRN268IN,424710,000095636,200749.0,Pounds,92.8474,NO,91.9007,94.5349,96.2225,96.2911,98.9253,96.3597,NO,1.7562,95.1432,0.0171,NO,R11
46802SSXGR1601W,325510,000106445,4032.0,Pounds,53.0736,NO,2.001,54.9869,57.0297,90.3108,100.0,95.613,NO,35.3239,70.9016,0.2605,NO,R11
92111RGRSC7447C,334412,N100,0.5,Pounds,0.0057,NO,0.0,0.0057,0.0058,1.8547,4.6282,3.7037,NO,1.849,1.2384,1.4077,YES,R21
85235SRCNC64ASA,331411,N090,22422.0,Pounds,3.4978,NO,0.0,3.5075,3.5173,87.2232,100.0,99.7819,NO,83.7156,44.8424,0.9898,NO,R30
85235SRCNC64ASA,331411,N096,6870.0,Pounds,37.3065,NO,0.0,37.825,38.3435,93.2474,100.0,99.9854,NO,55.4224,62.54,0.4576,NO,R30
31717TXPRN268IN,424710,000071432,364999.0,Pounds,99.1113,NO,97.9509,99.1444,99.1775,99.94,100.0,99.9984,NO,0.7957,99.5257,0.0041,NO,R11
45879SPRTC925WG,326199,N420,770.0,Pounds,95.8904,NO,95.8904,95.8904,95.8904,95.8904,95.8904,95.8904,NO,0.0,95.8904,0.0,NO,R99
70767PLCDR1940L,324110,001330207,3130.0,Pounds,2.1922,NO,0.3644,3.1162,4.1607,4.9507,7.7025,94.3908,YES,1.8345,12.7608,1.6451,YES,R99
11101FLRNT46242,331419,007439921,2666.0,Pounds,99.5147,NO,98.9641,99.5519,99.5891,99.9438,100.0,99.9625,NO,0.3919,99.7225,0.002,NO,R29
89445CYNCX9000W,325188,N106,2437.0,Pounds,99.8975,NO,99.8975,99.8975,99.8975,99.8975,99.8975,99.8975,NO,0.0,99.8975,0.0,NO,R99
38063SRFTNOLDHI,332813,N100,2000.0,Pounds,2.4209,NO,0.0,2.7955,3.1797,9.4107,19.3334,99.7506,YES,6.6152,23.8744,1.4753,YES,R21
74015GRCVR23302,325311,007697372,133000.0,Pounds,99.6255,NO,99.5787,99.7189,99.8124,99.8124,99.9526,99.8124,NO,0.0935,99.7501,0.0009,NO,R99
76804MCMPNCAMPB,326113,000071363,80000.0,Pounds,3.0669,NO,0.0,3.2075,3.3613,38.0614,90.3421,99.6636,YES,34.8539,25.7607,1.058,YES,R11
70767PLCDR1940L,324110,000110543,71683.0,Pounds,26.3735,NO,0.0,27.7403,29.2565,83.8486,100.0,98.8104,NO,56.1083,55.6489,0.5172,NO,R99
70767PLCDR1940L,324110,000108883,2985.0,Pounds,0.8361,NO,0.0,0.9147,1.0074,6.7297,15.4522,66.7935,YES,5.815,8.3305,1.5402,YES,R99
46580SPRTC1851N,332313,N040,1300.0,Pounds,99.2366,NO,99.1416,99.4267,99.6169,99.6169,99.902,99.6169,NO,0.1901,99.4901,0.0018,NO,R99
89418FLRDCEXIT1,212221,000074908,53860.0,Pounds,85.6906,NO,85.6906,85.6906,85.6906,85.6906,85.6906,85.6906,NO,0.0,85.6906,0.0,NO,R99
89418FLRDCEXIT1,212221,N420,8.0,Pounds,0.0022,NO,0.0,0.0022,0.0022,6.1472,15.3648,96.6184,YES,6.1451,8.5006,2.1919,YES,R99
89418FLRDCEXIT1,212221,N511,44440.0,Pounds,74.3952,NO,74.3952,74.3952,74.3952,74.3952,74.3952,74.3952,NO,0.0,74.3952,0.0,NO,R99
75041SHRWN2802W,325510,N982,40644.0,Pounds,77.9292,NO,55.9602,79.5225,81.1177,95.2307,100.0,99.9975,NO,15.7082,88.1916,0.104,NO,R99
37160MDRNMSHELB,339941,000079016,5324.0,Pounds,72.7273,NO,72.7273,72.7273,72.7273,72.7273,72.7273,72.7273,NO,0.0,72.7273,0.0,NO,R11
29609TNNRCFURMA,325520,007439921,41.48,Pounds,63.0414,NO,22.3642,64.7003,66.3892,92.9244,100.0,99.2392,NO,28.2241,77.7028,0.1953,NO,R99
38676DRXLCTUNIC,325320,000330541,10.0,Pounds,40.0,NO,25.0,50.0,50.0,66.6667,91.6667,66.6667,NO,16.6667,55.7143,0.1801,NO,R99
46628PSTNP3605W,331314,007440508,227925.0,Pounds,56.2501,NO,0.0,56.3073,56.3645,99.715,100.0,99.9996,NO,43.4077,77.7156,0.2799,NO,R29
26836MRCNWROUTE,337110,000100414,164.0,Pounds,0.4515,NO,0.0,0.4647,0.4782,8.1846,19.7645,32.22,YES,7.7199,7.2069,1.4929,YES,R11
29715RMNDSBANKS,325132,000872504,16875.0,Pounds,91.2458,NO,78.4898,91.3125,91.3792,99.8609,100.0,99.9585,NO,8.5485,94.9901,0.0447,NO,R11
54729CRYRS234CA,334412,N100,50945.0,Pounds,13.0713,NO,0.0,15.7424,18.4684,31.2216,54.4404,99.9902,YES,15.4792,39.2951,0.8559,NO,R21
46628PSTNP3605W,331314,007439921,1175.0,Pounds,14.9089,NO,0.0,14.9176,14.9263,99.5678,100.0,99.983,NO,84.6502,56.5858,0.7482,NO,R29
38676DRXLCTUNIC,325320,000067561,20.0,Pounds,26.4201,NO,0.0,27.3543,28.2885,54.1443,94.3292,80.0,NO,26.79,44.9029,0.553,NO,R99
38676DRXLCTUNIC,325320,000122349,10.0,Pounds,40.0,NO,25.0,50.0,50.0,66.6667,91.6667,66.6667,NO,16.6667,55.7143,0.1801,NO,R99
38063SRFTNOLDHI,332813,N090,250000.0,Pounds,92.7892,NO,82.0608,92.8069,92.8247,99.971,100.0,99.998,NO,7.1641,96.2768,0.0372,NO,R30
61036LMFCN100SO,331511,007439921,479.18,Pounds,58.3889,NO,10.9696,59.969,61.6087,92.6352,100.0,98.056,NO,32.6662,74.7517,0.2297,NO,R29
38676DRXLCTUNIC,325320,N982,10.0,Pounds,50.0,NO,45.8333,58.3333,66.6667,66.6667,79.1667,66.6667,NO,8.3333,61.1111,0.1286,NO,R99
36611BLCHRVIADU,324110,000108952,48.2,Pounds,4.9765,NO,0.0,5.6625,6.4243,19.9644,41.4172,99.5045,YES,14.3019,23.512,1.2021,YES,R99
38063SRFTNOLDHI,332813,N495,5000.0,Pounds,9.9037,NO,0.0,11.388,12.9366,30.5764,59.3589,99.9001,YES,19.1884,35.0736,0.9475,NO,R30
97048NTDST29073,327420,007439921,1219.0,Pounds,99.9508,NO,99.9508,99.9508,99.9508,99.9508,99.9508,99.9508,NO,0.0,99.9508,0.0,NO,R99
26836MRCNWROUTE,337110,000108883,53914.0,Pounds,15.1163,NO,0.0,15.2386,15.3628,92.5655,100.0,95.1905,NO,77.3269,48.754,0.7943,NO,R11
14527TRNSL1789T,325188,N040,3858.0,Pounds,20.3556,NO,0.0,20.6305,20.9128,93.8001,100.0,99.8706,NO,73.1697,54.4873,0.6658,NO,R99
43207DSTNC2121N,325510,N982,2720.0,Pounds,10.1273,NO,0.0,10.234,10.341,83.4868,100.0,99.9265,NO,73.2528,47.5792,0.847,NO,R99
14527TRNSL1789T,325188,N420,0.1,Pounds,0.1294,NO,0.0,0.1304,0.1314,3.9119,9.5841,7.6923,NO,3.7815,2.651,1.3447,YES,R99
29636RYMTLBOX38,332813,N982,5966.0,Pounds,9.3781,NO,0.0,9.3952,9.4123,97.4534,100.0,99.1689,NO,88.0582,50.6724,0.8709,NO,R99
95050WNSCR960CE,327993,000050000,28329.0,Pounds,33.1799,NO,0.0,33.6375,34.1063,94.3593,100.0,99.1252,NO,60.7218,62.5518,0.4949,NO,R99
43055WNSCRCASEA,327993,N090,744.0,Pounds,1.453,NO,0.0,1.5496,1.6514,11.9263,27.4914,91.2883,YES,10.3767,20.039,1.4016,YES,R99
95492STNDR920SH,321213,000108952,3850.0,Pounds,35.814,NO,9.8928,41.9979,50.3268,63.4013,95.5064,93.9024,NO,21.4034,55.7674,0.3122,NO,R99
96113SRRRMSIERR,928110,007440666,18000.0,Pounds,97.5768,NO,95.8071,97.5954,97.6139,98.7875,100.0,99.9611,NO,1.1921,98.384,0.0113,NO,R30
08110CJSBR820SH,325211,000095636,424.0,Pounds,2.3827,NO,0.0,2.8133,3.4276,11.5609,24.6822,55.1365,YES,8.7475,9.4363,1.1045,YES,R11
32206WNSCR1035T,324122,N100,235.0,Pounds,4.1667,NO,0.0,4.2651,4.364,48.2064,100.0,97.9167,NO,43.9413,30.1986,1.1142,YES,R99
43416BRSHWSOUTH,331411,007440020,0.5,Pounds,0.0008,NO,0.0,0.0011,0.0015,0.0019,0.003,4.3478,YES,0.0008,0.1714,4.5055,YES,R30
76504CNTRF3320P,331513,N090,59740.0,Pounds,50.7954,NO,0.0,51.0523,51.3116,98.7577,100.0,99.9314,NO,47.7054,73.3745,0.3253,NO,R30
76504CNTRF3320P,331513,N100,2206.0,Pounds,93.7128,NO,89.4282,93.8726,94.0324,96.8355,100.0,99.6387,NO,2.9629,95.7946,0.0284,NO,R30
44711SHLND2408G,324110,000095636,13389.0,Pounds,60.779,NO,45.8342,66.937,73.9111,81.0055,100.0,99.9925,NO,14.0685,77.6116,0.1659,NO,R19
28352MNVLLPOBOX,336510,N090,23500.0,Pounds,39.5443,NO,0.0,39.5533,39.5623,99.9171,100.0,99.9787,NO,60.3638,67.7311,0.4447,NO,R99
68802CHFTM1924E,333298,001330207,0.5,Pounds,0.0657,NO,0.0657,0.0657,0.0657,0.0657,0.0657,0.0657,NO,0.0,0.0657,0.0,NO,R11
02703CHMTC52GAR,331492,000067561,99106.0,Pounds,96.3588,NO,94.8258,96.8223,97.2858,98.1533,100.0,99.0208,NO,1.331,97.5551,0.0113,NO,R11
31015DRXLCHIGHW,325320,N100,10.0,Pounds,32.6797,NO,10.1563,39.0625,48.5437,58.3333,87.2396,66.6667,NO,19.2708,48.9545,0.2548,NO,R99
33619NTRMN5321H,325311,007664417,1040206.0,Pounds,78.2797,NO,60.3568,80.4202,82.5624,93.7958,100.0,99.976,NO,13.3756,87.0357,0.0923,NO,R99
33619NTRMN5321H,325311,007697372,462327.0,Pounds,99.946,NO,99.946,99.946,99.946,99.946,99.946,99.946,NO,0.0,99.946,0.0,NO,R99
75662BKRPT806PA,424690,000095636,5990.0,Pounds,87.6115,NO,76.0045,88.8862,90.1973,97.4739,100.0,98.6658,NO,8.5878,92.7421,0.0488,NO,R19
60650GTTND4620R,332813,N982,63594.0,Pounds,31.7969,NO,0.0,31.8017,31.8064,65.8565,100.0,99.9065,NO,34.0548,54.5033,0.589,NO,R21
75662BKRPT806PA,424690,000098828,206.0,Pounds,76.2963,NO,50.2877,77.7403,79.2308,96.042,100.0,98.5646,NO,18.3017,85.9509,0.111,NO,R19
44711SHLND2408G,324110,000115071,26705.0,Pounds,62.1495,NO,51.9244,66.9753,71.8011,77.0092,92.0601,82.2173,NO,10.0339,72.056,0.1137,NO,R19
28602SYNTH51523,313320,N010,69.0,Pounds,7.1207,NO,0.0,8.5483,10.2985,20.19,37.6526,58.4746,YES,11.6417,19.0529,0.8878,NO,R99
33619NTRMN5321H,325311,N511,9970186.0,Pounds,99.3774,NO,98.9497,99.393,99.4086,99.6885,100.0,99.9684,NO,0.2955,99.5848,0.0027,NO,R99
98284JNCKM24595,333511,000100425,5400.0,Pounds,64.2934,NO,64.2934,64.2934,64.2934,64.2934,64.2934,64.2934,NO,0.0,64.2934,0.0,NO,R11
44287PRMMB13985,326199,N090,3586.0,Pounds,61.3936,NO,20.3771,64.1675,67.2039,93.3611,100.0,99.8608,NO,29.1936,77.5215,0.1873,NO,R99
38017CRRRC975BY,333415,000075456,90953.0,Pounds,89.3009,NO,89.3009,89.3009,89.3009,89.3009,89.3009,89.3009,NO,0.0,89.3009,0.0,NO,R19
84624BRSHW10MIL,212299,N050,9560.0,Pounds,58.7224,NO,0.0,59.0671,59.4158,98.7096,100.0,99.6872,NO,39.6425,77.647,0.2559,NO,R99
30722GLBLT120KE,314110,N982,45.0,Pounds,0.6019,NO,0.0,0.6058,0.6097,32.7381,80.9365,90.0,YES,32.1323,22.5571,1.3699,YES,R99
27203LVRRB408TE,326211,N982,19000.0,Pounds,18.5315,NO,0.0,21.5674,24.6753,43.1681,75.5692,99.8528,YES,21.6007,44.4473,0.6874,NO,R99
70767PLCDR1940L,324110,000100414,658.0,Pounds,1.5296,NO,0.0,1.8886,2.4081,5.476,10.857,76.69,YES,3.5873,9.3144,1.5945,YES,R99
22488PTMCSROUTE,321114,N090,1619.7,Pounds,95.5744,NO,95.5744,95.5744,95.5744,95.5744,95.5744,95.5744,NO,0.0,95.5744,0.0,NO,R99
39466PRLRV1900R,321114,008001589,120.0,Pounds,3.8974,NO,0.0,5.1799,6.5934,8.9998,14.7296,81.6327,YES,3.8199,20.3262,1.3764,YES,R99
75662BKRPT806PA,424690,000067561,16951.0,Pounds,67.2499,NO,57.4867,73.2432,80.3327,83.7475,99.504,91.5231,NO,10.5043,79.0124,0.0996,NO,R19
75662BKRPT806PA,424690,000108883,209.0,Pounds,26.7263,NO,0.0,27.0377,27.356,93.5352,100.0,96.7593,NO,66.4975,55.9982,0.5976,NO,R19
75662BKRPT806PA,424690,001330207,3453.0,Pounds,60.0,NO,19.6847,62.2327,64.5903,90.598,100.0,97.1855,NO,28.3653,75.3482,0.2033,NO,R19
70767PLCDR1940L,324110,000071432,3117.0,Pounds,2.1512,NO,0.0,2.326,2.5317,22.1103,51.7868,99.9038,YES,19.7843,15.3047,1.2169,YES,R99
75069NCRWR1410M,331422,007440508,16632230.0,Pounds,92.8437,NO,82.3317,92.8959,92.9481,99.9386,100.0,99.9999,NO,7.0428,96.3895,0.0365,NO,R30
44711SHLND2408G,324110,001330207,24634.0,Pounds,50.2355,NO,9.4095,54.9505,60.642,85.3111,100.0,99.9878,NO,30.3606,70.5364,0.2326,NO,R19
62801SWNCROLDRT,339999,000078933,170169.0,Pounds,72.5092,NO,66.7738,77.1846,81.86,84.1252,94.536,86.3903,NO,6.9405,80.2532,0.072,NO,R11
44711SHLND2408G,324110,000091203,4191.0,Pounds,64.6959,NO,51.3801,70.7387,77.6543,83.6444,100.0,99.8808,NO,12.9057,80.0163,0.1401,NO,R19
78745CCMFG4433T,327320,007439921,6.38,Pounds,56.0633,NO,56.0633,56.0633,56.0633,56.0633,56.0633,56.0633,NO,0.0,56.0633,0.0,NO,R99
99202CLMBPN112H,325510,001330207,0.5,Pounds,0.0208,NO,0.0208,0.0208,0.0208,0.0208,0.0208,0.0208,NO,0.0,0.0208,0.0,NO,R11
00694HRVYHRD686,335931,007440473,66.0,Pounds,0.4625,NO,0.0,0.4638,0.4651,48.587,100.0,77.6471,NO,48.1232,25.2395,1.19,YES,R99
77507LBMRL13BAY,325188,N495,50731.0,Pounds,95.4829,NO,90.4078,95.804,96.127,99.4015,100.0,99.8013,NO,3.5975,97.4032,0.0191,NO,R30
72209MRNNM11605,325510,000071363,13795.0,Pounds,33.6152,NO,0.0,34.1289,34.6425,63.2678,100.0,91.8932,NO,29.139,53.3836,0.5101,NO,R11
72209MRNNM11605,325510,000100414,46892.0,Pounds,51.9516,NO,16.8605,52.0977,52.2439,75.5892,100.0,98.9345,NO,23.4915,67.71,0.3261,NO,R11
26037KPPRSKOPPE,325192,001319773,200.0,Pounds,2.2371,NO,0.0,2.3754,2.5316,23.8566,56.0784,44.4444,NO,21.4812,14.3886,0.9993,NO,R99
99705MPCLS1100H,324110,000095636,5300.0,Pounds,67.2248,NO,42.2381,71.6992,76.8116,91.34,100.0,99.9057,NO,19.6407,81.6474,0.1273,NO,R19
07840SRPTNKINGS,424690,N982,130469.0,Pounds,63.5758,NO,56.5589,70.1585,76.962,79.2249,92.8244,99.8088,YES,9.0664,79.0235,0.1571,NO,R99
