TRIFID,PRIMARY NAICS CODE,TRI_CHEM_ID,ON-SITE - RECYCLED,UNIT OF MEASURE,LOWER EFFICIENCY,LOWER EFFICIENCY OUTLIER?,Q1 - 1.5xIQR,Q1,Q2,Q3,Q3 + 1.5xIQR,UPPER EFFICIENCY,UPPER EFFICIENCY OUTLIER?,IQR,MEAN OF EFFICIENCY,CV,HIGH VARIANCE?,METHOD
30566THGLD4261W,325510,055406536,1203.0,Pounds,49.042,NO,21.4427,54.6074,61.5975,76.7171,100.0,82.7942,NO,22.1098,65.1547,0.1965,NO,H39
07823BSFCRJAMES,325510,001330207,875000.0,Pounds,86.9196,NO,70.8742,87.7115,88.518,98.9364,100.0,99.9985,NO,11.2249,93.2932,0.0606,NO,H20
72209MRNNM11605,325510,000108883,10491.0,Pounds,57.2997,NO,0.0,57.7853,58.2769,97.4784,100.0,99.3278,NO,39.6931,75.0617,0.2659,NO,H20
16502ZRNND1301R,331511,N450,452000.0,Pounds,92.2106,NO,92.2106,92.2106,92.2106,92.2106,92.2106,92.2106,NO,0.0,92.2106,0.0,NO,H39
17972TMQCBFOOTO,331421,007440393,4641.0,Pounds,45.4777,NO,25.3064,49.0275,52.5773,64.8416,88.5627,77.1058,NO,15.8141,58.387,0.2321,NO,H39
89822NWMNT6MAIL,212221,N100,54000.0,Pounds,10.842,NO,0.0,10.8864,10.9312,95.743,100.0,99.9963,NO,84.8566,52.9239,0.8076,NO,H39
89822NWMNT6MAIL,212221,N740,280.0,Pounds,6.3752,NO,0.0,6.384,6.3927,51.1416,100.0,95.8904,NO,44.7576,36.2194,1.1649,YES,H39
60131NTDRF3700N,331423,N740,46580.0,Pounds,99.9979,NO,99.9979,99.9979,99.9979,99.9979,99.9979,99.9979,NO,0.0,99.9979,0.0,NO,H10
74603CNCPN1000S,324110,000191242,1.44,Pounds,64.0,NO,12.2589,64.2857,64.574,98.9702,100.0,99.3103,NO,34.6845,79.1995,0.2175,NO,H20
62526DMCRN4666F,311221,007664417,11380377.0,Pounds,97.0769,NO,95.4135,97.6793,98.2889,99.1899,100.0,99.9236,NO,1.5106,98.4276,0.0091,NO,H39
28075MNRLRHWY49,325188,N090,12388.0,Pounds,96.9475,NO,92.6851,97.0111,97.0747,99.8951,100.0,100.0,NO,2.884,98.3699,0.0148,NO,H39
49120NLSCH225FO,325510,000071363,18068.0,Pounds,63.813,NO,38.7902,64.2783,64.7436,81.2703,100.0,97.797,NO,16.992,75.4512,0.2095,NO,H20
46706CNTCH1200P,331521,007439921,5339.0,Pounds,93.619,NO,88.8756,93.6346,93.6502,96.8073,100.0,99.9644,NO,3.1727,95.7446,0.0312,NO,H10
15071CRCBL1001R,331492,007440020,70367.0,Pounds,88.5253,NO,73.4884,88.8797,89.2348,99.1406,100.0,99.9375,NO,10.2609,93.3912,0.0559,NO,H10
38478MRCNM2360I,331513,007440020,54.0,Pounds,0.8447,NO,0.0,0.8515,0.8584,36.7322,90.5531,76.0563,NO,35.8807,21.8467,1.242,YES,H10
46312PLLTN4343K,562211,000107211,53447.0,Pounds,22.4853,NO,0.0,25.0978,27.7215,54.4736,98.5372,99.9981,YES,29.3757,50.3233,0.6004,NO,H20
44121THGLS4321G,326199,000080626,13490.0,Pounds,19.5697,NO,2.4788,25.886,31.1267,41.4908,64.8981,89.2491,YES,15.6048,36.5314,0.4123,NO,H39
01757BNJMN49SUM,325510,N982,323.0,Pounds,25.8607,NO,0.0,28.79,31.917,58.7467,100.0,94.1691,NO,29.9567,46.7172,0.5022,NO,H39
21226WRGRC5500C,325188,001313275,215000.0,Pounds,89.7734,NO,75.0151,89.9032,90.0335,99.8287,100.0,99.9698,NO,9.9254,94.7059,0.0524,NO,H10
37818STTNNPOTTE,321114,N090,1500.0,Pounds,92.2509,NO,92.2509,92.2509,92.2509,92.2509,92.2509,92.2509,NO,0.0,92.2509,0.0,NO,R99
43725SHLDLSTATE,331112,N770,77504.93,Pounds,77.8741,NO,46.2178,78.0981,78.3229,99.3515,100.0,99.8342,NO,21.2535,87.2758,0.1214,NO,H39
29550MCFRTSOCIE,325314,N450,1127.0,Pounds,90.0879,NO,88.3536,92.8782,94.1127,95.8945,100.0,98.0,NO,3.0164,94.5134,0.0244,NO,H39
83276MNSNTHIGHW,325188,007723140,54446.0,Pounds,21.9308,NO,0.0,22.0729,22.2167,96.5755,100.0,99.9916,NO,74.5026,56.9409,0.655,NO,H39
99705MPCLS1100H,324110,000110827,12000.0,Pounds,71.599,NO,39.16,73.264,75.0,96.0,100.0,99.9584,NO,22.736,84.8803,0.1398,NO,H20
57029SSCTD136EA,311514,007697372,3200.0,Pounds,15.6281,NO,15.6281,15.6281,15.6281,15.6281,15.6281,15.6281,NO,0.0,15.6281,0.0,NO,H39
80233FTRFM11020,326150,N120,525.0,Pounds,99.6205,NO,99.5731,99.7152,99.8099,99.8099,99.9519,99.8099,NO,0.0947,99.7468,0.0009,NO,H39
21211FXNDS3100F,325520,000075092,3200.0,Pounds,41.7047,NO,3.55,45.6148,50.0,73.6579,100.0,92.7536,NO,28.0432,60.4291,0.3009,NO,H20
0096WPMNRG1922A,424710,000108883,23143.0,Pounds,97.4319,NO,95.5323,97.4422,97.4524,98.7154,100.0,99.9784,NO,1.2732,98.2876,0.0122,NO,H20
90501THRBN2815H,325520,000117817,27776.0,Pounds,55.247,NO,55.247,55.247,55.247,55.247,55.247,55.247,NO,0.0,55.247,0.0,NO,H39
80201CHMRX10601,325520,000095636,37430.0,Pounds,40.9581,NO,0.0,42.7925,44.7208,84.2065,100.0,96.5985,NO,41.414,62.3251,0.3673,NO,H39
60658KSTLN4100W,325212,000079016,4400.0,Pounds,29.4118,NO,7.7468,32.563,35.7143,49.1071,73.9233,62.5,NO,16.5441,42.542,0.3372,NO,H20
35234BRMNG4301F,331111,007439921,296.0,Pounds,0.0848,NO,0.0,0.0869,0.0891,3.0228,7.4266,97.1447,YES,2.9359,9.5165,2.4883,YES,H10
29151STHST755IN,562211,000075092,4489118.0,Pounds,92.9746,NO,83.1592,93.1118,93.2494,99.7469,100.0,99.9992,NO,6.6351,96.4492,0.0349,NO,H20
31709MCFRT1611O,325314,N982,1141.0,Pounds,85.8366,NO,81.8419,89.3804,92.3685,94.4061,100.0,99.0219,NO,5.0257,92.0632,0.0406,NO,H39
53901SPRTC1325A,326113,000100425,9880.0,Pounds,72.4446,NO,48.8404,75.8279,79.5427,93.8196,100.0,99.147,NO,17.9917,84.1275,0.1095,NO,H39
13209CRCBLSTATE,331111,007440020,170310.0,Pounds,76.2385,NO,65.8653,81.0017,86.3466,91.0926,100.0,99.9935,NO,10.0909,87.0248,0.0835,NO,H10
54221JNCTN2267H,424710,000100414,3800.0,Pounds,74.6415,NO,69.1056,81.3462,85.1636,89.5066,100.0,99.8161,NO,8.1604,85.7189,0.0717,NO,H20
54221JNCTN2267H,424710,001330207,30000.0,Pounds,76.5443,NO,70.3027,82.4993,86.6226,90.6303,100.0,99.99,NO,8.131,87.0653,0.0717,NO,H20
44139SNWMT6060C,333512,N495,20178.0,Pounds,2.1759,NO,0.0,2.1854,2.1949,72.4641,100.0,99.995,NO,70.2787,42.9692,0.9893,NO,H10
00701DPNTGHIGHW,325320,001330207,5232826.0,Pounds,45.2723,NO,23.3305,53.7814,60.1128,74.0819,100.0,99.9655,NO,20.3005,65.3131,0.2343,NO,H20
77375MRCNC10625,325510,N230,1000.0,Pounds,17.7525,NO,0.0,17.9473,18.1455,90.5192,100.0,96.7118,NO,72.5719,49.9347,0.7408,NO,H20
48686DWCRN3901S,325199,001330207,95854.0,Pounds,2.8273,NO,0.0,2.8645,2.9024,59.379,100.0,98.4289,NO,56.5146,36.8304,0.9924,NO,H20
77879THTCHHIWAY,321114,N590,28438.5,Pounds,92.4553,NO,84.7141,93.0727,93.6913,98.6451,100.0,99.9986,NO,5.5724,96.1546,0.033,NO,H39
55113SFLTR2430R,562211,N100,15439.0,Pounds,22.5501,NO,0.0,24.186,25.9067,65.9388,100.0,99.9935,NO,41.7528,52.2174,0.584,NO,H10
75235JNSBL2728E,325510,000100414,66208.0,Pounds,88.1762,NO,71.3933,88.3294,88.4826,99.6201,100.0,99.9924,NO,11.2907,93.6714,0.061,NO,H20
15690SSVND130LI,331221,007697372,8201656.0,Pounds,69.4083,NO,23.7756,69.4426,69.4769,99.8872,100.0,99.9999,NO,30.4447,84.1917,0.1809,NO,H39
48176CNDTC25SIN,324191,N982,400.0,Pounds,34.7826,NO,34.7826,34.7826,34.7826,34.7826,34.7826,34.7826,NO,0.0,34.7826,0.0,NO,H39
75041SHRWN2802W,325510,001330207,587921.0,Pounds,53.5742,NO,0.0,53.9431,54.3142,97.8136,100.0,99.9968,NO,43.8705,75.5872,0.2959,NO,H20
78935HCMBL288FM,327331,007439921,14.67,Pounds,99.9902,NO,99.9902,99.9902,99.9902,99.9902,99.9902,99.9902,NO,0.0,99.9902,0.0,NO,H39
60438BCHMC2700E,325510,000067561,33294.0,Pounds,31.7906,NO,0.0,35.7863,40.9238,72.6682,100.0,99.7812,NO,36.8819,55.7763,0.389,NO,H20
84054BGWST333WE,324110,000095636,38619.0,Pounds,95.8597,NO,95.8597,95.8597,95.8597,95.8597,95.8597,95.8597,NO,0.0,95.8597,0.0,NO,H39
27260THLLL1717E,325510,N450,159.0,Pounds,49.3789,NO,30.2254,57.5198,64.1129,75.716,100.0,98.7578,NO,18.1962,66.9304,0.1926,NO,H39
60650GTTND4620R,332813,N982,59294.0,Pounds,24.583,NO,0.0,24.5914,24.5997,62.1615,100.0,99.7232,NO,37.5701,49.6353,0.7136,NO,H10
75662BKRPT806PA,424690,000067561,1214.0,Pounds,4.1821,NO,0.0,4.7003,5.365,21.5734,46.8831,27.8098,NO,16.8731,12.8435,0.7805,NO,H39
33538GRTSTRTE1B,321114,N100,42.0,Pounds,5.6604,NO,5.6604,5.6604,5.6604,5.6604,5.6604,5.6604,NO,0.0,5.6604,0.0,NO,H39
47903LCLFYEASTM,331316,007439965,156000.0,Pounds,90.4093,NO,76.241,90.4467,90.4841,99.9172,100.0,99.9983,NO,9.4705,94.8805,0.05,NO,H10
52722BRTNS20436,424690,000095636,1471.0,Pounds,69.3868,NO,28.0591,69.9661,70.5516,97.904,100.0,99.5264,NO,27.938,82.1721,0.1717,NO,H20
75042DSTNC701SH,325510,000080057,8989.0,Pounds,17.6089,NO,8.9928,23.35,28.6493,32.9214,47.2786,98.9978,YES,9.5714,38.5122,0.6332,NO,H39
75042DSTNC701SH,325510,000091203,134.0,Pounds,66.3366,NO,56.4742,72.0783,78.3626,82.4811,98.0852,96.4029,NO,10.4027,78.603,0.1196,NO,H39
42261MCRCY609GA,331314,N982,1232.0,Pounds,45.0952,NO,15.1236,46.695,48.2948,67.7426,99.314,87.1904,NO,21.0476,60.1934,0.3179,NO,H10
85235SRCNC64ASA,331411,007440622,2115.0,Pounds,10.7078,NO,0.0,10.7681,10.8289,93.4807,100.0,99.9527,NO,82.7126,51.448,0.8179,NO,H10
10940RVRSMRD2BA,331492,N010,5056.0,Pounds,0.4402,NO,0.0,0.4402,0.4402,97.7002,100.0,99.9599,NO,97.26,46.175,1.059,YES,H10
50313BRTNS1970N,424690,000108883,380.0,Pounds,40.0844,NO,25.6441,48.3929,55.7185,63.5588,86.3076,86.9565,YES,15.1659,58.5848,0.2354,NO,H20
90023BRGLC3150E,562211,000108883,39145.0,Pounds,39.6798,NO,0.0,39.8012,39.9227,98.5095,100.0,99.9986,NO,58.7083,67.4913,0.4387,NO,H20
15074THVLS372CL,325510,000107211,74.0,Pounds,6.9094,NO,0.0,7.945,8.9806,16.0168,28.1244,23.053,NO,8.0718,12.981,0.5525,NO,H39
39701SVRCR1INDU,331111,007439965,2300000.0,Pounds,58.7559,NO,0.0,58.8649,58.9744,99.5113,100.0,99.7225,NO,40.6464,76.315,0.264,NO,H10
75042DSTNC701SH,325510,000108054,7289.0,Pounds,87.5871,NO,79.9748,89.7637,92.0445,96.2896,100.0,99.1566,NO,6.5259,93.135,0.0418,NO,H39
60090NTRPR1991W,325510,N982,205.0,Pounds,42.5311,NO,0.0,43.0221,43.5244,97.1564,100.0,99.5146,NO,54.1343,68.2345,0.3952,NO,H39
42101LLLYN347CE,325510,N230,17519.0,Pounds,95.1189,NO,93.7948,96.4278,97.474,98.1831,100.0,98.8992,NO,1.7553,97.3481,0.0111,NO,H39
63936WWWDP1182L,337110,000100414,404.51,Pounds,1.4007,NO,0.0,1.8217,2.3275,3.7376,6.6114,82.1524,YES,1.9158,11.0456,1.8824,YES,H20
70079SHLLL1205R,324110,000100414,3732512.0,Pounds,98.0975,NO,95.9602,98.2667,98.4366,99.8045,100.0,99.9999,NO,1.5377,99.0307,0.0079,NO,H39
62526MLLRC1226E,331525,007439921,39807.0,Pounds,17.0677,NO,4.4268,21.7624,27.1778,33.3195,50.6552,99.9874,YES,11.5571,41.6326,0.7003,NO,H10
79905LPSRF6500T,324110,000071432,58.0,Pounds,0.1939,NO,0.0,0.2324,0.2892,1.0069,2.1688,93.5484,YES,0.7746,5.0732,3.3803,YES,H39
70767PLCDR1940L,324110,000092524,14657.0,Pounds,99.0739,NO,98.0044,99.1343,99.1946,99.8876,100.0,99.9932,NO,0.7533,99.5056,0.004,NO,H39
44890BRNSW302CO,326299,000108883,119760.0,Pounds,88.7059,NO,86.1348,91.5314,93.5084,95.1292,100.0,97.5769,NO,3.5978,93.3018,0.0299,NO,H20
44485THMSSDELAW,332813,007647010,1744852.0,Pounds,94.4718,NO,86.4218,94.5138,94.5557,99.9084,100.0,99.9955,NO,5.3946,96.8382,0.0277,NO,H39
