TRIFID,PRIMARY NAICS CODE,CAS NUMBER,ON-SITE - RECYCLED,UNIT OF MEASURE,LOWER EFFICIENCY,LOWER EFFICIENCY OUTLIER?,Q1 - 1.5xIQR,Q1,Q2,Q3,Q3 + 1.5xIQR,UPPER EFFICIENCY,UPPER EFFICIENCY OUTLIER?,IQR,MEAN OF EFFICIENCY,CV,HIGH VARIANCE?,METHOD
45042MMPCK1701R,323111,000108883,94000.0,Pounds,35.2324,NO,0.0,39.9737,46.0784,69.2,100.0,94.1884,NO,29.2263,56.0477,0.3354,NO,R11
32703MRNMF185EA,326121,000067641,13049.0,Pounds,35.4843,NO,35.4843,35.4843,35.4843,35.4843,35.4843,35.4843,NO,0.0,35.4843,0.0,NO,R11
95035SLCTR901WR,334418,000076131,0.5,Pounds,0.0035,NO,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,NO,0.0,0.0035,0.0,NO,R11
98660MRCKT2001K,334310,N010,0.5,Pounds,0.0125,NO,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,NO,0.0,0.0125,0.0,NO,R99
44430DNMNT400DI,326211,N982,4972.0,Pounds,91.7005,NO,91.7005,91.7005,91.7005,91.7005,91.7005,91.7005,NO,0.0,91.7005,0.0,NO,R99
53707HMDXX3030O,339112,000079016,0.5,Pounds,0.0025,NO,0.0004,0.0034,0.0042,0.0053,0.0083,0.0065,NO,0.002,0.0044,0.3677,NO,R11
77049GLFRL17011,488999,000127184,0.5,Pounds,0.0072,NO,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,NO,0.0,0.0072,0.0,NO,R11
43351MLLSC11500,327390,000108883,7500.0,Pounds,26.4831,NO,0.0,28.0797,29.8805,75.7422,100.0,83.1486,NO,47.6625,49.5937,0.506,NO,R11
98660MRCKT2001K,334310,001163195,0.5,Pounds,0.0038,NO,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,NO,0.0,0.0038,0.0,NO,R99
07719MLCWRRT547,331422,000079016,0.5,Pounds,0.0012,NO,0.0,0.0014,0.0016,0.0031,0.0057,0.0046,NO,0.0017,0.0025,0.6306,NO,R11
95035SLCTR2001F,334613,000076131,0.5,Pounds,0.0003,NO,0.0,0.0004,0.0004,0.0009,0.0018,0.0015,NO,0.0006,0.0007,0.7064,NO,R11
77049GLFRL17011,488999,000078933,0.5,Pounds,0.0263,NO,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,NO,0.0,0.0263,0.0,NO,R11
47172RNPGC840PE,332999,001330207,0.5,Pounds,0.0989,NO,0.0701,0.1478,0.1957,0.1996,0.2773,9.0909,YES,0.0518,1.44,2.1692,YES,R11
