TRIFID,PRIMARY NAICS CODE,CAS NUMBER,ON-SITE - RECYCLED,UNIT OF MEASURE,LOWER EFFICIENCY,LOWER EFFICIENCY OUTLIER?,Q1 - 1.5xIQR,Q1,Q2,Q3,Q3 + 1.5xIQR,UPPER EFFICIENCY,UPPER EFFICIENCY OUTLIER?,IQR,MEAN OF EFFICIENCY,CV,HIGH VARIANCE?,METHOD
2981WHRSHD941TE,331492,N450,406487.0,Pounds,99.7604,NO,99.4229,99.7645,99.7685,99.9922,100.0,99.9992,NO,0.2277,99.8631,0.0011,NO,H10
36571LLPTRINDUS,324110,000100414,30288.0,Pounds,95.9058,NO,95.0995,97.1922,97.4611,98.5873,100.0,99.9934,NO,1.3951,97.8905,0.0115,NO,H39
41114CTLTTPOBOX,324110,000115071,15246.0,Pounds,1.931,NO,0.0,1.9581,1.9857,47.339,100.0,99.6601,NO,45.381,31.8775,1.0851,YES,H39
89406NVDRF11MIL,331492,007440484,8700.0,Pounds,6.2618,NO,0.0,6.2672,6.2725,51.8049,100.0,97.3372,NO,45.5377,36.6238,1.1722,YES,H39
17921GLDSPEASTC,331513,007439965,13221.0,Pounds,62.3339,NO,10.8999,62.9248,63.5228,97.608,100.0,99.9093,NO,34.6832,79.4463,0.2226,NO,H39
54701WRRNV5200S,562211,001330207,2485311.0,Pounds,72.5642,NO,53.699,75.6481,78.7354,90.2809,100.0,99.9998,NO,14.6328,85.1546,0.123,NO,H20
4739WCRDNL1554N,325193,000075070,156472.65,Pounds,50.3401,NO,0.0,51.1139,51.8879,94.4116,100.0,99.9872,NO,43.2976,70.4666,0.3182,NO,H39
47933NCRST400SO,331110,N982,12.42,Pounds,0.0001,NO,0.0,0.0001,0.0001,0.0068,0.017,91.796,YES,0.0068,0.4407,9.2805,YES,H39
70669PPGNDCOLUM,325180,000075003,270000.0,Pounds,7.1387,NO,0.0,9.0196,10.9312,17.1974,29.4641,99.9985,YES,8.1778,32.1945,1.143,YES,H20
70669PPGNDCOLUM,325180,000075354,1100000.0,Pounds,74.1651,NO,69.5106,79.3667,84.6154,85.9375,95.7936,99.9999,YES,6.5708,85.8905,0.105,NO,H20
61920VSVSS955N5,327125,000108952,1674.24,Pounds,12.2055,NO,0.0,13.3154,14.6469,57.8615,100.0,91.6267,NO,44.5461,36.5928,0.7205,NO,H39
16335SBRNZBALDW,331529,007439921,30981.0,Pounds,72.8569,NO,32.7728,72.9539,73.0512,99.7413,100.0,99.9784,NO,26.7874,85.4784,0.1566,NO,H10
62454MRTHNMARAT,324110,000110543,701.0,Pounds,0.2355,NO,0.0,0.2543,0.2761,2.5907,6.0953,99.8618,YES,2.3364,12.5471,2.453,YES,H39
75229GHHNS2108J,331513,007440020,881.0,Pounds,5.6218,NO,0.0,5.624,5.6262,98.9332,100.0,99.8866,NO,93.3092,49.3068,0.9471,NO,H10
15025SSCLR400ST,324199,007439921,899.51,Pounds,83.8423,NO,72.7768,86.7738,89.9177,96.1051,100.0,99.9989,NO,9.3313,91.4781,0.0549,NO,H39
93501NKLRC1667P,325320,000542756,1.0,Pounds,0.0089,NO,0.0,0.0091,0.0093,0.2587,0.6332,50.0,YES,0.2496,7.222,2.4182,YES,H20
72801THMPSRT1BO,321114,000191242,246.9,Pounds,93.1347,NO,88.6558,93.3819,93.6291,96.5326,100.0,99.4362,NO,3.1507,95.4,0.03,NO,H39
77536CCDNT1000T,325211,000075014,463562.0,Pounds,70.5664,NO,33.8016,71.6471,72.7524,96.8774,100.0,99.9988,NO,25.2303,84.3069,0.1557,NO,H20
17049HPMCGPARTE,321114,N590,44.6,Pounds,28.0503,NO,0.0,28.7267,29.4195,86.696,100.0,97.593,NO,57.9693,55.1297,0.5564,NO,H39
72450MRSNLPEKIN,335312,007439921,8436.0,Pounds,94.9724,NO,88.6736,95.2705,95.5704,99.6684,100.0,99.9984,NO,4.3979,97.4313,0.0226,NO,H39
99705MPCLS1100H,424710,N590,3.2,Pounds,88.8765,NO,79.937,90.1522,91.4286,96.9624,100.0,99.9844,NO,6.8102,93.5027,0.0438,NO,H39
74361WLGRF5THHU,325311,000067561,4571.0,Pounds,52.899,NO,0.0,53.8853,54.9069,95.8884,100.0,98.3645,NO,42.0031,73.6464,0.2872,NO,H39
55164KCHRFPOBOX,324110,000108952,99.0,Pounds,0.0129,NO,0.0,0.0129,0.0129,31.6297,79.0549,98.0198,YES,31.6168,19.9831,1.2289,YES,H20
71082SPRRTHIGHW,321114,008001589,389939.0,Pounds,95.8684,NO,94.8612,97.1179,97.4904,98.6224,100.0,99.8904,NO,1.5045,97.7649,0.011,NO,H39
74820JPMCNONEGE,326199,000095636,1430.0,Pounds,2.7436,NO,0.0,2.8645,2.9921,26.9457,63.0676,62.9956,NO,24.0812,18.336,1.1494,YES,H20
46402SSGRYONENO,331110,N770,440000.0,Pounds,52.8143,NO,0.0,52.913,53.012,99.5175,100.0,99.9961,NO,46.6044,75.9045,0.3078,NO,H39
97402FRRST1011M,325510,000108883,25621.0,Pounds,38.6802,NO,2.7576,44.1626,51.3478,71.766,100.0,98.7246,NO,27.6034,59.6156,0.2903,NO,H20
46402SSGRYONENO,331110,N096,8800.0,Pounds,56.5771,NO,0.0,57.603,58.6667,96.8097,100.0,99.9092,NO,39.2067,76.9344,0.2557,NO,H39
77627CCRYL6350N,325199,007664417,9899369.0,Pounds,97.8491,NO,95.5141,98.0127,98.1764,99.6784,100.0,99.9962,NO,1.6657,98.8867,0.0093,NO,H39
49504BTZFN2029B,331511,007440020,17409.0,Pounds,97.051,NO,94.0966,97.3386,97.6279,99.5,100.0,99.7879,NO,2.1614,98.3063,0.0115,NO,H10
48217MRTHN1300S,324110,000098828,5.0,Pounds,0.0062,NO,0.0,0.0062,0.0062,7.7561,19.381,62.5,YES,7.7499,10.0494,1.5732,YES,H20
77078GLCRD10538,327331,N420,1.31,Pounds,99.8971,NO,99.8971,99.8971,99.8971,99.8971,99.8971,99.8971,NO,0.0,99.8971,0.0,NO,H39
03839BRXND253RO,324121,000191242,4.17,Pounds,99.8635,NO,99.8635,99.8635,99.8635,99.8635,99.8635,99.8635,NO,0.0,99.8635,0.0,NO,H39
60901THVLS901NO,325510,000095636,72326.0,Pounds,56.6525,NO,48.9476,64.197,72.1903,74.3632,89.6125,99.9654,YES,10.1662,74.2033,0.1914,NO,H20
4460WPRCSN339MI,326121,000108883,10516.0,Pounds,41.9465,NO,0.0,44.7607,47.67,78.3596,100.0,98.0421,NO,33.5989,61.9856,0.3367,NO,H20
67401CRSTW601EA,337110,000108883,13898.0,Pounds,19.5733,NO,11.154,25.2805,30.9919,34.6982,48.8246,99.9281,YES,9.4177,38.6358,0.6658,NO,H20
14150NCNRG700GR,424710,000091203,11407.0,Pounds,98.4975,NO,98.2896,98.8617,99.2258,99.2431,99.8152,99.2604,NO,0.3814,98.9946,0.0036,NO,H20
53027SGNCS1800I,331512,007439965,5072.0,Pounds,99.9889,NO,99.9889,99.9889,99.9889,99.9889,99.9889,99.9889,NO,0.0,99.9889,0.0,NO,H10
76066CMBRCROUT1,327120,N450,48901.5,Pounds,99.9252,NO,99.9252,99.9252,99.9252,99.9252,99.9252,99.9252,NO,0.0,99.9252,0.0,NO,H39
40475THSHRBOGGS,325510,001330207,1965375.0,Pounds,73.7486,NO,61.4983,78.6413,84.1515,90.0699,100.0,99.9972,NO,11.4286,85.5897,0.0942,NO,H20
39208BSCSTFOURT,331110,N100,343.56,Pounds,0.0691,NO,0.0,0.0719,0.0748,0.9336,2.2261,99.4529,YES,0.8617,13.6496,2.0456,YES,H10
65440BCKSMHIGHW,331492,N020,585.0,Pounds,0.2056,NO,0.0,0.2074,0.2092,13.5448,33.551,98.3193,YES,13.3374,17.9402,1.627,YES,H10
31601SFTMR711IN,335911,007697372,90713.0,Pounds,98.7546,NO,98.1614,98.8893,99.0241,99.3746,100.0,99.7252,NO,0.4853,99.1679,0.0041,NO,H39
7130WTXLXN13ASH,327320,N420,2.258,Pounds,99.0785,NO,99.0785,99.0785,99.0785,99.0785,99.0785,99.0785,NO,0.0,99.0785,0.0,NO,H39
42420LCNNGKENTU,331313,N420,7976.0,Pounds,97.1789,NO,93.0762,97.2024,97.226,99.9533,100.0,100.0,NO,2.7508,98.4947,0.014,NO,H39
7706WTWPLY1255C,325211,001330207,537.0,Pounds,24.0268,NO,0.0,27.498,32.098,61.1077,100.0,95.0442,NO,33.6097,45.3503,0.4714,NO,H20
76504CNTRF3320P,331513,N100,5151.0,Pounds,93.6716,NO,84.9693,93.8251,93.9792,99.729,100.0,99.8449,NO,5.9039,96.372,0.0305,NO,H10
23860QLNCM1111H,325199,000075003,76173.0,Pounds,50.3051,NO,0.0,50.6041,50.9031,97.7216,100.0,99.9921,NO,47.1175,71.1217,0.3333,NO,H20
45840CPRTRLIMAW,326211,N982,116876.0,Pounds,59.3192,NO,32.8144,63.4033,67.6213,83.7959,100.0,99.9966,NO,20.3926,77.2915,0.1975,NO,H39
44871SNDSK615WE,331529,N495,1481609.0,Pounds,99.4123,NO,98.5512,99.4165,99.4206,99.9933,100.0,99.9997,NO,0.5768,99.6966,0.0029,NO,H10
36582BSFPR4201A,325211,007664417,2963375.0,Pounds,99.7588,NO,99.4402,99.7668,99.7747,99.9845,100.0,99.9997,NO,0.2177,99.8714,0.0011,NO,H39
60633PVSCH12260,325180,007664939,37740.0,Pounds,44.4827,NO,0.0,45.7824,47.0826,88.9654,100.0,99.9788,NO,43.183,65.8628,0.3561,NO,H39
07072PNTCH117MO,325910,000108883,976.0,Pounds,27.2778,NO,1.652,29.6704,32.0631,48.3494,76.3679,64.6358,NO,18.679,41.3255,0.4016,NO,H20
5464WCSTLRINTER,325193,000067561,4447.0,Pounds,5.6722,NO,0.0,5.7147,5.7572,79.6513,100.0,99.0748,NO,73.9366,40.1766,1.0016,YES,H20
0098WCRTSNCUATR,334418,007439921,4285.5,Pounds,65.975,NO,40.542,65.9943,66.0136,82.9625,100.0,99.9114,NO,16.9682,77.3,0.2068,NO,H10
74501TRCTN11TAY,325180,007439921,140.0,Pounds,71.066,NO,64.0045,78.432,80.4598,88.0503,100.0,99.2908,NO,9.6183,83.2996,0.0902,NO,H39
97203RDDPN6123N,325510,000071363,3.0,Pounds,0.6961,NO,0.0,0.7069,0.7177,9.7339,23.2743,18.75,NO,9.027,6.7213,1.2655,YES,H20
89821CRTZGSTARA,212221,N010,17.0,Pounds,0.0085,NO,0.0,0.0085,0.0085,0.9182,2.2828,1.828,NO,0.9097,0.615,1.3947,YES,H39
47635KSTLC6500N,331110,N511,689858.0,Pounds,5.9613,NO,5.9613,5.9613,5.9613,5.9613,5.9613,5.9613,NO,0.0,5.9613,0.0,NO,H39
58523NTLPV294CO,325311,N040,52000.0,Pounds,0.7633,NO,0.0,0.7633,0.7634,99.2452,100.0,99.9981,NO,98.4818,46.8103,1.0516,YES,H10
58523NTLPV294CO,325311,N090,2.0,Pounds,0.0172,NO,0.0,0.0172,0.0172,4.7917,11.9534,6.6667,NO,4.7745,2.3313,1.2195,YES,H10
98108THBNG7500E,336411,000108101,957.0,Pounds,5.6367,NO,0.0,6.139,6.6904,29.8551,65.4292,98.4568,YES,23.7161,29.6593,1.034,YES,H20
31715NGLHRDEPOT,327992,N420,128.0,Pounds,4.5039,NO,0.0,5.4085,6.3148,13.5809,25.8394,99.2248,YES,8.1724,21.146,1.5171,YES,H39
72209MRTNM1555L,327320,N420,3.022,Pounds,98.7259,NO,98.7259,98.7259,98.7259,98.7259,98.7259,98.7259,NO,0.0,98.7259,0.0,NO,H39
93308PRMNT121CH,424710,000191242,0.01,Pounds,4.1667,NO,4.1667,4.1667,4.1667,4.1667,4.1667,4.1667,NO,0.0,4.1667,0.0,NO,H39
60627SCDYN13931,325998,000124403,5200.0,Pounds,92.9235,NO,88.4449,93.9915,95.064,97.6893,100.0,99.8847,NO,3.6978,95.8906,0.0252,NO,H39
89822NWMNT6MAIL,212221,N450,1400.0,Pounds,0.0325,NO,0.0,0.0325,0.0325,13.7403,34.302,98.7306,YES,13.7078,24.5579,1.5263,YES,H39
82931XBWHYI80EX,324110,000110543,6843.31,Pounds,43.5343,NO,19.7259,51.0005,59.8003,71.8503,100.0,89.8047,NO,20.8498,61.7719,0.2147,NO,H39
82931XBWHYI80EX,324110,000071432,1765.51,Pounds,44.988,NO,36.6282,53.4344,60.9341,64.6386,81.4449,99.9837,YES,11.2042,65.8579,0.2691,NO,H39
