TRIFID,PRIMARY NAICS CODE,CAS NUMBER,ON-SITE - RECYCLED,UNIT OF MEASURE,LOWER EFFICIENCY,LOWER EFFICIENCY OUTLIER?,Q1 - 1.5xIQR,Q1,Q2,Q3,Q3 + 1.5xIQR,UPPER EFFICIENCY,UPPER EFFICIENCY OUTLIER?,IQR,MEAN OF EFFICIENCY,CV,HIGH VARIANCE?,METHOD
15225CLRWT5605G,325188,000107211,429.0,Pounds,80.6391,NO,70.7925,82.1324,83.6257,89.6923,100.0,95.7589,NO,7.5599,86.6746,0.0754,NO,R99
44117RGTCH23555,336412,000071432,5000.0,Pounds,29.4898,NO,0.0,29.7148,29.9401,95.1928,100.0,99.9001,NO,65.4779,58.4493,0.5682,NO,R99
60638NLCCH6216W,325998,000107211,2300.0,Pounds,63.0655,NO,48.1152,68.9132,75.4841,82.7785,100.0,99.9565,NO,13.8653,77.7917,0.1466,NO,R19
42647TDRVNHWY92,314912,000108883,0.5,Pounds,0.0038,NO,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,NO,0.0,0.0038,0.0,NO,R99
76503RLPHW10501,326130,000067561,27480.0,Pounds,1.3774,NO,0.0,1.3986,1.42,35.1052,85.6652,99.9491,YES,33.7067,26.3376,1.2169,YES,R99
92335TMCXX11600,331314,007440020,913.0,Pounds,31.4178,NO,0.0,31.5266,31.6355,64.7459,100.0,97.8564,NO,33.2193,53.6365,0.583,NO,R29
48661WDSTC3800M,321114,007440473,179.0,Pounds,25.9797,NO,0.0,26.1696,26.3623,95.9958,100.0,97.2826,NO,69.8262,56.2793,0.6179,NO,R99
47807TRNDS333SO,336412,000071556,55000.0,Pounds,39.2857,NO,9.0244,41.1272,42.9688,62.5292,94.632,82.0896,NO,21.4019,54.7813,0.3536,NO,R11
77003VDCMRONENO,326199,000075092,2187.0,Pounds,10.8337,NO,0.0,11.2629,11.6921,35.6498,72.2302,59.6075,NO,24.3869,27.3778,0.8325,NO,R11
08822NTDST408RO,331423,007440508,459942.0,Pounds,99.5474,NO,99.2429,99.6169,99.6864,99.8662,100.0,99.9878,NO,0.2494,99.7411,0.0016,NO,R99
17331RHSHP247EM,331511,007440508,141430.0,Pounds,90.3417,NO,87.4381,91.9431,93.5445,94.9465,99.4516,96.3485,NO,3.0034,93.4116,0.0263,NO,R29
47421GMCCNNORTH,331524,007440508,6530000.0,Pounds,95.2149,NO,88.0441,95.2161,95.2173,99.9974,100.0,100.0,NO,4.7813,97.2656,0.0243,NO,R29
11211GLSSF135JA,325510,000067561,1500.0,Pounds,27.0807,NO,22.353,34.5194,41.958,42.6303,54.7967,43.3025,NO,8.1109,37.4471,0.1963,NO,R11
44870CHRYS3130W,336360,N040,1200.0,Pounds,92.6641,NO,82.2407,92.7716,92.8793,99.7921,100.0,99.9167,NO,7.0206,95.7982,0.0365,NO,R99
16935DTRCHRT287,311514,007664939,12394.0,Pounds,7.588,NO,7.588,7.588,7.588,7.588,7.588,7.588,NO,0.0,7.588,0.0,NO,R99
73401TTLPTHIGHW,324110,000100414,28000.0,Pounds,78.4468,NO,73.8725,82.808,87.2138,88.7651,97.7006,99.6867,YES,5.957,86.9276,0.0766,NO,R99
60677MDWST13605,332722,007440473,19800.0,Pounds,74.7875,NO,41.5336,75.5005,76.2271,98.145,100.0,98.7531,NO,22.6446,85.2941,0.1327,NO,R30
03301KLWLLRIVER,326130,000067641,63000.0,Pounds,60.4317,NO,31.1245,60.5043,60.5769,80.0908,100.0,99.6047,NO,19.5865,73.5378,0.2506,NO,R11
80205BNJMN2500W,325510,001330207,73.0,Pounds,29.4355,NO,0.0,29.4951,29.5547,64.1017,100.0,98.6486,NO,34.6066,52.5463,0.6204,NO,R19
28621VGHNBRT268,337122,000067641,0.5,Pounds,0.0013,NO,0.0,0.0013,0.0013,0.0583,0.1438,0.1996,YES,0.057,0.0459,1.4727,YES,R99
48209MGNNC2771H,325510,001330207,3158.0,Pounds,32.807,NO,5.9289,37.9969,44.7055,59.3755,91.4435,80.8086,NO,21.3787,50.438,0.3163,NO,R99
53024LGGTT1629W,331521,007440508,529164.0,Pounds,96.4333,NO,92.6297,96.7426,97.0534,99.4846,100.0,99.9998,NO,2.742,98.1926,0.0151,NO,R27
63103SPNTD831SO,325510,N100,0.5,Pounds,0.05,NO,0.0,0.0583,0.0666,0.1331,0.2453,0.1996,NO,0.0748,0.1054,0.6353,NO,R11
35611MLLCNHWY12,321114,N090,31.0,Pounds,7.26,NO,1.4554,9.146,11.032,14.2731,21.9637,17.5141,NO,5.1271,11.9354,0.3548,NO,R99
37406WRGRC4000N,325188,007440484,1000.0,Pounds,98.7167,NO,98.0748,98.9611,99.2063,99.552,100.0,99.9001,NO,0.5909,99.2642,0.004,NO,R99
18044SHLNDRD4IS,325188,007664939,12000.0,Pounds,19.7103,NO,0.0,20.6322,21.6216,73.4669,100.0,94.6223,NO,52.8347,48.7861,0.6343,NO,R99
98052PCFCC17550,334412,007664417,310.0,Pounds,0.5565,NO,0.0,0.5894,0.6224,2.8072,6.1338,4.9919,NO,2.2177,2.0569,1.0091,YES,R99
78410CCPCC1501M,325110,000071432,300.0,Pounds,0.0762,NO,0.0,0.0841,0.0937,0.6772,1.5668,98.3607,YES,0.5931,7.3492,2.7486,YES,R13
44510YNGST51DIV,331111,N495,2100.0,Pounds,98.6842,NO,98.6842,98.6842,98.6842,98.6842,98.6842,98.6842,NO,0.0,98.6842,0.0,NO,R30
37601MPRFR1200E,337122,000067561,326.0,Pounds,0.5434,NO,0.0,0.6345,0.7289,2.1478,4.4177,75.2887,YES,1.5133,11.8574,1.8936,YES,R11
