CHEMICAL_ID_NUMBER,STRIPPED_CHEMICAL_ID_NUMBER,Nat_Agg_PPV_2015,Nat_Agg_PPV_2014,Nat_Agg_PPV_2013,Nat_Agg_PPV_2012
68917-29-3,68917293,"25,000 - 100,000 lb","< 25,000 lb","25,000 - 100,000 lb","< 25,000 lb"
68917-32-8,68917328,Withheld,Withheld,Withheld,Withheld
68917-33-9,68917339,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
68917-71-5,68917715,Withheld,Withheld,Withheld,Withheld
68917-75-9,68917759,"25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
68918-42-3,68918423,"50,000,000 - 100,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
68918-44-5,68918445,Withheld,Withheld,Withheld,Withheld
68918-69-4,68918694,"100,000 - 500,000 lb","25,000 - 100,000 lb","< 25,000 lb","< 25,000 lb"
68918-93-4,68918934,Withheld,Withheld,Withheld,Withheld
68918-99-0,68918990,"50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb","10,000,000 - 50,000,000 lb"
68919-00-6,68919006,"1,000,000 - 10,000,000 lb","10,000,000 - 50,000,000 lb","1,000,000 - 10,000,000 lb","10,000,000 - 50,000,000 lb"
68919-01-7,68919017,"250,000,000 - 500,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb"
68919-02-8,68919028,"250,000,000 - 500,000,000 lb","250,000,000 - 500,000,000 lb","250,000,000 - 500,000,000 lb","250,000,000 - 500,000,000 lb"
68919-03-9,68919039,"250,000,000 - 500,000,000 lb","500,000,000 - 750,000,000 lb","500,000,000 - 750,000,000 lb","500,000,000 - 750,000,000 lb"
68919-04-0,68919040,"50,000,000,000 - 60,000,000,000 lb","40,000,000,000 - 50,000,000,000 lb","40,000,000,000 - 50,000,000,000 lb","40,000,000,000 - 50,000,000,000 lb"
68919-05-1,68919051,"100,000,000 - 250,000,000 lb","250,000,000 - 500,000,000 lb","100,000,000 - 250,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
68919-06-2,68919062,"100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb"
68919-07-3,68919073,"250,000,000 - 500,000,000 lb","250,000,000 - 500,000,000 lb","250,000,000 - 500,000,000 lb","250,000,000 - 500,000,000 lb"
68919-08-4,68919084,"50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb","10,000,000 - 50,000,000 lb"
68919-10-8,68919108,"1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
68919-15-3,68919153,"1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","5,000,000,000 - 10,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
68919-16-4,68919164,"50,000,000 - 100,000,000 lb","750,000,000 - 1,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
68919-17-5,68919175,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68919-19-7,68919197,Withheld,"1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
68919-20-0,68919200,"1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
68919-36-8,68919368,"25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
68919-37-9,68919379,"40,000,000,000 - 50,000,000,000 lb","40,000,000,000 - 50,000,000,000 lb","40,000,000,000 - 50,000,000,000 lb","40,000,000,000 - 50,000,000,000 lb"
68919-39-1,68919391,Withheld,"10,000,000 - 50,000,000 lb","50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb"
68919-53-9,68919539,"500,000,000 - 750,000,000 lb","500,000,000 - 750,000,000 lb","500,000,000 - 750,000,000 lb","250,000,000 - 500,000,000 lb"
68919-76-6,68919766,"1,000,000 - 10,000,000 lb","500,000 - 1,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68919-79-9,68919799,"100,000 - 500,000 lb","500,000 - 1,000,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
68920-06-9,68920069,"1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
68920-07-0,68920070,Withheld,Withheld,Withheld,Withheld
68920-44-5,68920445,"< 25,000 lb","< 25,000 lb","< 25,000 lb","1,000,000 - 10,000,000 lb"
68920-45-6,68920456,"< 25,000 lb","< 25,000 lb","< 25,000 lb","25,000 - 100,000 lb"
68920-82-1,68920821,Withheld,Withheld,Withheld,Withheld
68921-08-4,68921084,"1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
68921-09-5,68921095,"1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
68921-27-7,68921277,Withheld,Withheld,Withheld,Withheld
68921-31-3,68921313,"< 25,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
68921-39-1,68921391,Withheld,Withheld,Withheld,Withheld
68921-42-6,68921426,Withheld,Withheld,Withheld,Withheld
68921-45-9,68921459,"100,000 - 500,000 lb","500,000 - 1,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68921-51-7,68921517,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68921-67-5,68921675,"1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
68922-14-5,68922145,Withheld,Withheld,Withheld,Withheld
68928-76-7,68928767,Withheld,Withheld,Withheld,Withheld
68936-82-3,68936823,"< 25,000 lb","< 25,000 lb","< 25,000 lb","< 25,000 lb"
68936-98-1,68936981,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
68937-01-9,68937019,"100,000 - 500,000 lb","< 25,000 lb","25,000 - 100,000 lb","100,000 - 500,000 lb"
68937-40-6,68937406,"500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","100,000 - 500,000 lb","< 25,000 lb"
68937-41-7,68937417,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68937-53-1,68937531,"500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb"
68937-54-2,68937542,"< 25,000 lb","< 25,000 lb","< 25,000 lb","< 25,000 lb"
68937-55-3,68937553,"< 25,000 lb","< 25,000 lb","< 25,000 lb","< 25,000 lb"
68937-68-8,68937688,Withheld,Withheld,Withheld,Withheld
68937-70-2,68937702,Withheld,Withheld,Withheld,Withheld
68937-72-4,68937724,Withheld,Withheld,Withheld,Withheld
68937-73-5,68937735,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
68937-74-6,68937746,Withheld,Withheld,Withheld,Withheld
68937-75-7,68937757,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68937-80-4,68937804,"250,000,000 - 500,000,000 lb","100,000,000 - 250,000,000 lb","250,000,000 - 500,000,000 lb","100,000,000 - 250,000,000 lb"
68937-83-7,68937837,"1,000,000 - 10,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
68937-84-8,68937848,"250,000,000 - 500,000,000 lb","250,000,000 - 500,000,000 lb","250,000,000 - 500,000,000 lb","250,000,000 - 500,000,000 lb"
68937-85-9,68937859,Withheld,Withheld,Withheld,Withheld
68937-89-3,68937893,"25,000 - 100,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","25,000 - 100,000 lb"
68937-90-6,68937906,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68937-96-2,68937962,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
68938-00-1,68938001,Withheld,Withheld,Withheld,Withheld
68938-03-4,68938034,Withheld,Withheld,Withheld,Withheld
68938-04-5,68938045,Withheld,Withheld,Withheld,Withheld
68938-07-8,68938078,Withheld,Withheld,Withheld,Withheld
68938-79-4,68938794,Withheld,Withheld,Withheld,Withheld
68938-80-7,68938807,Withheld,Withheld,Withheld,Withheld
68938-81-8,68938818,Withheld,Withheld,Withheld,Withheld
68951-72-4,68951724,"100,000 - 500,000 lb","100,000 - 500,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb"
68952-32-9,68952329,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
68952-43-2,68952432,"25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
68952-76-1,68952761,"1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
68952-79-4,68952794,"1,000,000 - 10,000,000 lb","10,000,000 - 50,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68952-80-7,68952807,"1,000,000,000 - 5,000,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
68952-81-8,68952818,Withheld,Withheld,Withheld,Withheld
68952-82-9,68952829,Withheld,Withheld,Withheld,Withheld
68952-94-3,68952943,"1,000,000 - 10,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
68953-26-4,68953264,"25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
68953-27-5,68953275,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
68953-28-6,68953286,"500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","1,000,000 - 10,000,000 lb"
68953-36-6,68953366,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","10,000,000 - 50,000,000 lb"
68953-38-8,68953388,Withheld,Withheld,Withheld,Withheld
68953-40-2,68953402,Withheld,Withheld,Withheld,Withheld
68953-57-1,68953571,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68953-58-2,68953582,"50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb"
68953-69-5,68953695,"1,000,000 - 10,000,000 lb","10,000,000 - 50,000,000 lb","1,000,000 - 10,000,000 lb","100,000 - 500,000 lb"
68953-72-0,68953720,Withheld,Withheld,Withheld,Withheld
68953-80-0,68953800,"1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
68953-84-4,68953844,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
68953-96-8,68953968,"1,000,000 - 10,000,000 lb","100,000 - 500,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68953-98-0,68953980,Withheld,Withheld,Withheld,Withheld
68954-07-4,68954074,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
68954-22-3,68954223,Withheld,Withheld,Withheld,Withheld
68954-38-1,68954381,Withheld,Withheld,Withheld,Withheld
68954-46-1,68954461,Withheld,Withheld,Withheld,Withheld
68954-53-0,68954530,"25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
68955-19-1,68955191,"500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","1,000,000 - 10,000,000 lb"
68955-20-4,68955204,Withheld,Withheld,Withheld,Withheld
68955-22-6,68955226,Withheld,Withheld,Withheld,Withheld
68955-26-0,68955260,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
68955-27-1,68955271,"5,000,000,000 - 10,000,000,000 lb","10,000,000,000 - 20,000,000,000 lb","10,000,000,000 - 20,000,000,000 lb","10,000,000,000 - 20,000,000,000 lb"
68955-28-2,68955282,"1,000,000,000 - 5,000,000,000 lb","500,000,000 - 750,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
68955-29-3,68955293,Withheld,Withheld,Withheld,Withheld
68955-32-8,68955328,"100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb"
68955-33-9,68955339,"100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb"
68955-34-0,68955340,"500,000,000 - 750,000,000 lb","500,000,000 - 750,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
68955-35-1,68955351,"50,000,000,000 - 60,000,000,000 lb","50,000,000,000 - 60,000,000,000 lb","40,000,000,000 - 50,000,000,000 lb","40,000,000,000 - 50,000,000,000 lb"
68955-53-3,68955533,Withheld,Withheld,Withheld,Withheld
68955-54-4,68955544,Withheld,Withheld,Withheld,Withheld
68955-55-5,68955555,"25,000 - 100,000 lb",Withheld,Withheld,Withheld
68955-56-6,68955566,Withheld,Withheld,Withheld,Withheld
68955-64-6,68955646,Withheld,Withheld,Withheld,Withheld
68955-67-9,68955679,Withheld,Withheld,Withheld,Withheld
68955-71-5,68955715,Withheld,Withheld,Withheld,Withheld
68955-76-0,68955760,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
68955-83-9,68955839,"25,000 - 100,000 lb","25,000 - 100,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
68955-96-4,68955964,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
68955-98-6,68955986,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","50,000,000 - 100,000,000 lb"
68956-08-1,68956081,"< 25,000 lb","< 25,000 lb","25,000 - 100,000 lb","100,000 - 500,000 lb"
68956-41-2,68956412,Withheld,Withheld,Withheld,Withheld
68956-43-4,68956434,Withheld,Withheld,Withheld,Withheld
68956-48-9,68956489,"750,000,000 - 1,000,000,000 lb","10,000,000,000 - 20,000,000,000 lb","10,000,000,000 - 20,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
68956-52-5,68956525,"5,000,000,000 - 10,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
68956-54-7,68956547,"5,000,000,000 - 10,000,000,000 lb","5,000,000,000 - 10,000,000,000 lb","5,000,000,000 - 10,000,000,000 lb","5,000,000,000 - 10,000,000,000 lb"
68956-55-8,68956558,Withheld,Withheld,Withheld,Withheld
68956-56-9,68956569,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
68956-68-3,68956683,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68956-70-7,68956707,"1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
68956-74-1,68956741,Withheld,Withheld,Withheld,Withheld
68956-79-6,68956796,"100,000 - 500,000 lb","500,000 - 1,000,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
68971-49-3,68971493,"100,000 - 500,000 lb","100,000 - 500,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68975-83-7,68975837,Withheld,Withheld,Withheld,Withheld
68987-29-1,68987291,Withheld,Withheld,Withheld,Withheld
68987-42-8,68987428,"100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb"
68987-63-3,68987633,Withheld,Withheld,Withheld,Withheld
68987-88-2,68987882,Withheld,Withheld,Withheld,Withheld
68988-22-7,68988227,"< 25,000 lb","< 25,000 lb",Withheld,Withheld
68988-45-4,68988454,Withheld,Withheld,Withheld,Withheld
68988-56-7,68988567,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","1,000,000 - 10,000,000 lb"
68988-63-6,68988636,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
68988-69-2,68988692,Withheld,Withheld,Withheld,Withheld
68988-76-1,68988761,Withheld,Withheld,Withheld,Withheld
68988-79-4,68988794,Withheld,Withheld,Withheld,Withheld
68989-00-4,68989004,"25,000 - 100,000 lb","25,000 - 100,000 lb","< 25,000 lb","25,000 - 100,000 lb"
68989-22-0,68989220,"500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68989-59-3,68989593,Withheld,Withheld,Withheld,Withheld
68989-88-8,68989888,"500,000,000 - 750,000,000 lb","250,000,000 - 500,000,000 lb","500,000,000 - 750,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
68989-98-0,68989980,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
68990-02-3,68990023,Withheld,Withheld,Withheld,Withheld
68990-15-8,68990158,Withheld,Withheld,Withheld,Withheld
68990-20-5,68990205,Withheld,Withheld,Withheld,Withheld
68990-21-6,68990216,Withheld,Withheld,Withheld,Withheld
68990-35-2,68990352,"50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb"
68990-47-6,68990476,"10,000,000 - 50,000,000 lb","50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb"
68990-48-7,68990487,"1,000,000 - 10,000,000 lb","500,000 - 1,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68990-49-8,68990498,Withheld,Withheld,Withheld,Withheld
68990-52-3,68990523,"50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb"
68990-61-4,68990614,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
68990-64-7,68990647,"25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","< 25,000 lb"
68990-80-7,68990807,"500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb"
68990-81-8,68990818,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
68990-83-0,68990830,Withheld,Withheld,Withheld,Withheld
68991-18-4,68991184,"500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","1,000,000 - 10,000,000 lb","100,000 - 500,000 lb"
68991-19-5,68991195,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
68991-46-8,68991468,Withheld,Withheld,Withheld,Withheld
68991-52-6,68991526,"250,000,000 - 500,000,000 lb","250,000,000 - 500,000,000 lb","250,000,000 - 500,000,000 lb","100,000,000 - 250,000,000 lb"
68991-55-9,68991559,Withheld,Withheld,Withheld,Withheld
68991-84-4,68991844,"< 25,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","25,000 - 100,000 lb"
689-97-4,689974,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
69009-90-1,69009901,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
69011-50-3,69011503,"50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb"
69011-52-5,69011525,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
69011-59-2,69011592,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","500,000 - 1,000,000 lb"
69011-60-5,69011605,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
69011-63-8,69011638,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
69011-68-3,69011683,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
69011-71-8,69011718,"100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb"
69011-73-0,69011730,"100,000 - 500,000 lb","< 25,000 lb","< 25,000 lb","< 25,000 lb"
69011-74-1,69011741,"750,000,000 - 1,000,000,000 lb","750,000,000 - 1,000,000,000 lb","750,000,000 - 1,000,000,000 lb","750,000,000 - 1,000,000,000 lb"
69012-16-4,69012164,"100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb"
69012-17-5,69012175,"500,000 - 1,000,000 lb","100,000 - 500,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb"
69012-18-6,69012186,"1,000,000 - 10,000,000 lb","10,000,000 - 50,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
69012-20-0,69012200,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
69012-25-5,69012255,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
69012-26-6,69012266,"500,000 - 1,000,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
69012-27-7,69012277,Withheld,Withheld,Withheld,Withheld
69012-30-2,69012302,"500,000,000 - 750,000,000 lb","750,000,000 - 1,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
69012-34-6,69012346,"10,000,000 - 50,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","10,000,000 - 50,000,000 lb"
69012-36-8,69012368,Withheld,Withheld,Withheld,Withheld
69012-42-6,69012426,"500,000 - 1,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","100,000 - 500,000 lb"
69012-45-9,69012459,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","500,000 - 1,000,000 lb"
69012-51-7,69012517,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
69012-53-9,69012539,"250,000,000 - 500,000,000 lb","250,000,000 - 500,000,000 lb","250,000,000 - 500,000,000 lb","250,000,000 - 500,000,000 lb"
69012-54-0,69012540,"100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb"
