CAS NUMBER,CATEGORY CODE,CATEGORY NAME,CHEMICAL NAME,CHEMICAL TYPE,SOURCE
68194-07-0,1336363,Polychlorinated biphenyls,"2,2',3,4',5-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
68194-13-8,1336363,Polychlorinated biphenyls,"2,2',3,4',5,6-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
68194-14-9,1336363,Polychlorinated biphenyls,"2,2',3,4,5',6-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
68194-15-0,1336363,Polychlorinated biphenyls,"2,2',3,4,5,6'-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
68194-16-1,1336363,Polychlorinated biphenyls,"2,2',3,3',4,5,6-Heptachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
68194-17-2,1336363,Polychlorinated biphenyls,"2,2',3,3',4,5,5',6-Octachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
69782-90-7,1336363,Polychlorinated biphenyls,"2,3,3',4,4',5'-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
70362-41-3,1336363,Polychlorinated biphenyls,"2,3,3',4,5'-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
70362-47-9,1336363,Polychlorinated biphenyls,"2,2',4,5-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
70362-49-1,1336363,Polychlorinated biphenyls,"3,3',4,5-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
70362-50-4,1336363,Polychlorinated biphenyls,"3,4,4',5-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
70424-67-8,1336363,Polychlorinated biphenyls,"2,3,3',5-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
70424-68-9,1336363,Polychlorinated biphenyls,"2,3,3',4',5-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
70424-69-0,1336363,Polychlorinated biphenyls,"2,3,3',4,5-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
70424-70-3,1336363,Polychlorinated biphenyls,"2,3',4',5,5'-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
73575-52-7,1336363,Polychlorinated biphenyls,"2,3',4,5'-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
73575-53-8,1336363,Polychlorinated biphenyls,"2,3',4,5-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
73575-54-9,1336363,Polychlorinated biphenyls,"2,2',3,6,6'-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
73575-55-0,1336363,Polychlorinated biphenyls,"2,2',3,5,6'-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
73575-56-1,1336363,Polychlorinated biphenyls,"2,2',3,5,6-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
73575-57-2,1336363,Polychlorinated biphenyls,"2,2',3,4,6'-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
74338-23-1,1336363,Polychlorinated biphenyls,"2,3',5',6-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
74338-24-2,1336363,Polychlorinated biphenyls,"2,3,3',4-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
74472-33-6,1336363,Polychlorinated biphenyls,"2,3,3',6-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
74472-34-7,1336363,Polychlorinated biphenyls,"2,3,4',5-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
74472-35-8,1336363,Polychlorinated biphenyls,"2,3,3',4,6-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
74472-36-9,1336363,Polychlorinated biphenyls,"2,3,3',5,6-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
74472-37-0,1336363,Polychlorinated biphenyls,"2,3,4,4',5-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
74472-38-1,1336363,Polychlorinated biphenyls,"2,3,4,4',6-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
74472-39-2,1336363,Polychlorinated biphenyls,"2,3',4',5',6-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
74472-40-5,1336363,Polychlorinated biphenyls,"2,2',3,4,6,6'-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
74472-41-6,1336363,Polychlorinated biphenyls,"2,2',3,4',5,6'-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
74472-42-7,1336363,Polychlorinated biphenyls,"2,3,3',4,4',6-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
74472-43-8,1336363,Polychlorinated biphenyls,"2,3,3',4,5',6-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
74472-44-9,1336363,Polychlorinated biphenyls,"2,3,3',4',5,6-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
74472-45-0,1336363,Polychlorinated biphenyls,"2,3,3',4',5',6-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
74472-47-2,1336363,Polychlorinated biphenyls,"2,2',3,4,4',5,6-Heptachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
74472-48-3,1336363,Polychlorinated biphenyls,"2,2',3,4,4',6,6'-Heptachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
74472-49-4,1336363,Polychlorinated biphenyls,"2,2',3,4,5,6,6'-Heptachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
74472-50-7,1336363,Polychlorinated biphenyls,"2,3,3',4,4',5',6-Heptachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
74472-51-8,1336363,Polychlorinated biphenyls,"2,3,3',4,5,5',6-Heptachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
74472-52-9,1336363,Polychlorinated biphenyls,"2,2',3,4,4',5,6,6'-Octachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
74472-53-0,1336363,Polychlorinated biphenyls,"2,3,3',4,4',5,5',6-Octachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
74487-85-7,1336363,Polychlorinated biphenyls,"2,2',3,4',5,6,6'-Heptachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
38444-73-4,1336363,Polychlorinated biphenyls,"2,2',6-Trichlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
38444-81-4,1336363,Polychlorinated biphenyls,PCB 026,Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
70362-45-7,1336363,Polychlorinated biphenyls,PCB 045,Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
61798-70-7,1336363,Polychlorinated biphenyls,PCB 131,Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
38444-85-8,1336363,Polychlorinated biphenyls,"2,3,4'-Trichlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
52663-62-4,1336363,Polychlorinated biphenyls,"2,2',3,3',4-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
38380-07-3,1336363,Polychlorinated biphenyls,"2,2',3,3',4,4'-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
38444-87-0,1336363,Polychlorinated biphenyls,"3,3',5-Trichlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
2974-90-5,1336363,Polychlorinated biphenyls,"3,4'-Dichlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
37680-69-6,1336363,Polychlorinated biphenyls,"3,3',4-Trichlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
38444-88-1,1336363,Polychlorinated biphenyls,"3,4',5-Trichlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
38444-90-5,1336363,Polychlorinated biphenyls,"3,4,4'-Trichlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
39635-32-0,1336363,Polychlorinated biphenyls,"2,3,3',5,5'-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
39635-34-2,1336363,Polychlorinated biphenyls,"2,3,3',4',5,5'-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
40186-72-9,1336363,Polychlorinated biphenyls,"2,2',3,3',4,4',5,5',6-Nonachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
41411-62-5,1336363,Polychlorinated biphenyls,"2,3,3',4,5,6-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
41464-47-5,1336363,Polychlorinated biphenyls,"2,2',3,6'-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
56558-18-0,1336363,Polychlorinated biphenyls,"2,3',4,5',6-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
65510-44-3,1336363,Polychlorinated biphenyls,"2',3,4,4',5-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
69782-91-8,1336363,Polychlorinated biphenyls,"2,3,3',4',5,5',6-Heptachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
70362-46-8,1336363,Polychlorinated biphenyls,"2,2',3,5-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
70362-48-0,1336363,Polychlorinated biphenyls,"2,3',4',5'-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
2050-67-1,1336363,Polychlorinated biphenyls,"3,3'-Dichloro-1,1'-biphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
36559-22-5,1336363,Polychlorinated biphenyls,"2,2',3,4'-Tetrachloro-1,1'-biphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
106-46-7,25321226,Dichlorobenzene,"1,4-Dichlorobenzene",Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0041854
541-73-1,25321226,Dichlorobenzene,"1,3-Dichlorobenzene",Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0041854
95-50-1,25321226,Dichlorobenzene,"1,2-Dichlorobenzene",Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0041854
121-14-2,25321146,Dinitrotoluene,"2,4-Dinitrotoluene",Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5027859
606-20-2,25321146,Dinitrotoluene,"2,6-Dinitrotoluene",Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5027859
619-15-8,25321146,Dinitrotoluene,"2,5-Dinitrotoluene",Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5027859
610-39-9,25321146,Dinitrotoluene,"3,4-Dinitrotoluene",Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5027859
106-42-3,1330207,Xylenes,p-Xylene,Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2021446
108-38-3,1330207,Xylenes,m-Xylene,Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2021446
95-47-6,1330207,Xylenes,o-Xylene,Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2021446
106-44-5,1319773,Cresol,p-Cresol,Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID3024364
108-39-4,1319773,Cresol,m-Cresol,Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID3024364
95-48-7,1319773,Cresol,o-Cresol,Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID3024364
584-84-9,26471625,TOLUENE DIISOCYANATE,"Toluene-2,4-diisocyanate",Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0024341#related-substances
91-08-7,26471625,TOLUENE DIISOCYANATE,"Toluene-2,6-diisocyanate",Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0024341#related-substances
2687-25-4,25376458,DIAMINOTOLUENE,"2,3-toluenediamine ",Organic,https://oehha.ca.gov/media/downloads/proposition-65/chemicals/082815diaminotolueneshid.pdf
95-80-7,25376458,DIAMINOTOLUENE,"2,4-Diaminotoluene",Organic,https://oehha.ca.gov/media/downloads/proposition-65/chemicals/082815diaminotolueneshid.pdf
95-70-5,25376458,DIAMINOTOLUENE,"2,5-Diaminotoluene",Organic,https://oehha.ca.gov/media/downloads/proposition-65/chemicals/082815diaminotolueneshid.pdf
823-40-5,25376458,DIAMINOTOLUENE,"2,6-Diaminotoluene",Organic,https://oehha.ca.gov/media/downloads/proposition-65/chemicals/082815diaminotolueneshid.pdf
496-72-0,25376458,DIAMINOTOLUENE,"3,4-Toluenediamine",Organic,https://oehha.ca.gov/media/downloads/proposition-65/chemicals/082815diaminotolueneshid.pdf
108-71-4,25376458,DIAMINOTOLUENE,"3,5-Diaminotoluene",Organic,https://oehha.ca.gov/media/downloads/proposition-65/chemicals/082815diaminotolueneshid.pdf
306-83-2,34077877,DICHLOROTRIFLUOROETHANE,"2,2-Dichloro-1,1,1-trifluoroethane",Organic,https://www.epa.gov/sites/production/files/2020-02/documents/tri_chemical_list_changes_02_24_2020.pdf
354-23-4,34077877,DICHLOROTRIFLUOROETHANE,"1,2-Dichloro-1,1,2- trifluoroethane",Organic,https://www.epa.gov/sites/production/files/2020-02/documents/tri_chemical_list_changes_02_24_2020.pdf
812-04-4,34077877,DICHLOROTRIFLUOROETHANE,"1,1-Dichloro-1,2,2- trifluoroethane",Organic,https://www.epa.gov/sites/production/files/2020-02/documents/tri_chemical_list_changes_02_24_2020.pdf
104-40-5,N530,NONYLPHENOL,4-Nonylphenol,Organic,https://www.epa.gov/sites/production/files/2018-04/documents/ry_2017_tri_chemical_list_4_24_2018.pdf
11066-49-2,N530,NONYLPHENOL,Isononylphenol,Organic,https://www.epa.gov/sites/production/files/2018-04/documents/ry_2017_tri_chemical_list_4_24_2018.pdf
25154-52-3,N530,NONYLPHENOL,Nonylphenol,Organic,https://www.epa.gov/sites/production/files/2018-04/documents/ry_2017_tri_chemical_list_4_24_2018.pdf
26543-97-5,N530,NONYLPHENOL,4-Isononylphenol,Organic,https://www.epa.gov/sites/production/files/2018-04/documents/ry_2017_tri_chemical_list_4_24_2018.pdf
84852-15-3,N530,NONYLPHENOL,"4-Nonylphenol, branched",Organic,https://www.epa.gov/sites/production/files/2018-04/documents/ry_2017_tri_chemical_list_4_24_2018.pdf
90481-04-2,N530,NONYLPHENOL,"Nonylphenol, branched",Organic,https://www.epa.gov/sites/production/files/2018-04/documents/ry_2017_tri_chemical_list_4_24_2018.pdf
354-25-6,63938103,CHLOROTETRAFLUOROETHANE,"1-Chloro-1,1,2,2- tetrafluoroethane",Organic,https://www.epa.gov/sites/production/files/2020-02/documents/tri_chemical_list_changes_02_24_2020.pdf
2837-89-0,63938103,CHLOROTETRAFLUOROETHANE,"2-Chloro-1,1,1,2- tetrafluoroethane",Organic,https://www.epa.gov/sites/production/files/2020-02/documents/tri_chemical_list_changes_02_24_2020.pdf
543-80-6,N040,BARIUM COMPOUNDS,Barium acetate,Inorganic,https://cfpub.epa.gov/ncea/iris/iris_documents/documents/toxreviews/0010tr.pdf
513-77-9,N040,BARIUM COMPOUNDS,Barium carbonate,Inorganic,https://cfpub.epa.gov/ncea/iris/iris_documents/documents/toxreviews/0010tr.pdf
10361-37-2,N040,BARIUM COMPOUNDS,Barium chloride,Inorganic,https://cfpub.epa.gov/ncea/iris/iris_documents/documents/toxreviews/0010tr.pdf
17194-00-2,N040,BARIUM COMPOUNDS,Barium hydroxide,Inorganic,https://cfpub.epa.gov/ncea/iris/iris_documents/documents/toxreviews/0010tr.pdf
1304-28-5,N040,BARIUM COMPOUNDS,Barium oxide,Inorganic,https://cfpub.epa.gov/ncea/iris/iris_documents/documents/toxreviews/0010tr.pdf
7487-94-7,N458,MERCURY COMPOUNDS,Mercuric chloride,Inorganic,https://www.epa.gov/sites/production/files/2015-09/documents/volume5.pdf
10112-91-1,N458,MERCURY COMPOUNDS,Mercurous Chloride,Inorganic,https://www.epa.gov/sites/production/files/2015-09/documents/volume5.pdf
21908-53-2,N458,MERCURY COMPOUNDS,Mercuric oxide,Inorganic,https://www.epa.gov/sites/production/files/2015-09/documents/volume5.pdf
16056-34-1,N458,MERCURY COMPOUNDS,Methylmercury,Organic,https://www.epa.gov/sites/production/files/2015-09/documents/volume5.pdf
7783-39-3,N458,MERCURY COMPOUNDS,Mercury(II) fluoride,Inorganic,https://www3.epa.gov/ttn/chief/le/mercury.pdf
13967-25-4,N458,MERCURY COMPOUNDS,Mercury(I) fluoride,Inorganic,https://www3.epa.gov/ttn/chief/le/mercury.pdf
7789-47-1,N458,MERCURY COMPOUNDS,Mercury(II) bromide,Inorganic,https://www3.epa.gov/ttn/chief/le/mercury.pdf
7774-29-0,N458,MERCURY COMPOUNDS,Mercury diiodide,Inorganic,https://www3.epa.gov/ttn/chief/le/mercury.pdf
10045-94-0,N458,MERCURY COMPOUNDS,Mercury nitrate,Inorganic,https://www3.epa.gov/ttn/chief/le/mercury.pdf
7783-35-9,N459,MERCURY COMPOUNDS,Mercuric sulfate,Inorganic,https://www3.epa.gov/ttn/chief/le/mercury.pdf
10415-75-5,N460,MERCURY COMPOUNDS,Mercurous nitrate,Inorganic,https://www3.epa.gov/ttn/chief/le/mercury.pdf
592-85-8,N461,MERCURY COMPOUNDS,Mercuric thiocyanate,Inorganic,https://www3.epa.gov/ttn/chief/le/mercury.pdf
62-38-4,N462,MERCURY COMPOUNDS,Phenylmercuric acetate,Organic,https://www3.epa.gov/ttn/chief/le/mercury.pdf
54-64-8,N463,MERCURY COMPOUNDS,Thimerosal,Organic,https://www3.epa.gov/ttn/chief/le/mercury.pdf
301-04-2,N463,MERCURY COMPOUNDS,Lead(II) acetate,Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd-title:0::::title:lead_guidance
10031-13-7,N463,MERCURY COMPOUNDS,Lead arsenite,Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd-title:0::::title:lead_guidance
13424-46-9,N463,MERCURY COMPOUNDS,Lead(II) azide,Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd-title:0::::title:lead_guidance
598-63-0,N463,MERCURY COMPOUNDS,"Carbonic acid, lead(2+) salt (1:1)",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd-title:0::::title:lead_guidance
7758-95-4,N463,MERCURY COMPOUNDS,Lead(II) chloride,Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd-title:0::::title:lead_guidance
7758-97-6,N463,MERCURY COMPOUNDS,Lead(II) chromate,Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd-title:0::::title:lead_guidance
19010-66-3,N463,MERCURY COMPOUNDS,Lead dimethyldithiocarbamate,Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd-title:0::::title:lead_guidance
1309-60-0,N463,MERCURY COMPOUNDS,Lead dioxide,Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd-title:0::::title:lead_guidance
13814-96-5,N463,MERCURY COMPOUNDS,Lead fluoroborate,Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd-title:0::::title:lead_guidance
25808-74-6,N463,MERCURY COMPOUNDS,"Silicate(2-), hexafluoro-, lead(2+) (1:1)",Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd-title:0::::title:lead_guidance
811-54-1,N463,MERCURY COMPOUNDS,"Formic acid, lead(2+) salt",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd-title:0::::title:lead_guidance
19783-14-3,N463,MERCURY COMPOUNDS,Lead hydroxide,Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd-title:0::::title:lead_guidance
10101-63-0,N463,MERCURY COMPOUNDS,Lead iodide (PbI2),Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd-title:0::::title:lead_guidance
10099-74-8,N463,MERCURY COMPOUNDS,Lead nitrate,Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd-title:0::::title:lead_guidance
1314-41-6,N463,MERCURY COMPOUNDS,Lead tetraoxide,Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd-title:0::::title:lead_guidance
7446-27-7,N463,MERCURY COMPOUNDS,Lead(II) phosphate,Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd-title:0::::title:lead_guidance
15845-52-0,N463,MERCURY COMPOUNDS,"Phosphoric acid, lead(2+) salt (1:1)",Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd-title:0::::title:lead_guidance
1314-27-8,N463,MERCURY COMPOUNDS,Lead oxide (Pb2O3),Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd-title:0::::title:lead_guidance
11120-22-2,N463,MERCURY COMPOUNDS,"Silicic acid, lead salt",Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd-title:0::::title:lead_guidance
11113-70-5,N463,MERCURY COMPOUNDS,"Silicic acid, chromium lead salt",Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd-title:0::::title:lead_guidance
7446-14-2,N463,MERCURY COMPOUNDS,Lead sulphate,Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd-title:0::::title:lead_guidance
1314-87-0,N463,MERCURY COMPOUNDS,Lead(II) sulfide,Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd-title:0::::title:lead_guidance
1314-91-6,N463,MERCURY COMPOUNDS,Lead(II) telluride,Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd-title:0::::title:lead_guidance
546-67-8,N463,MERCURY COMPOUNDS,Lead(IV) acetate,Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd-title:0::::title:lead_guidance
592-87-0,N463,MERCURY COMPOUNDS,"Thiocyanic acid, lead(2+) salt (2:1)",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd-title:0::::title:lead_guidance
12060-00-3,N463,MERCURY COMPOUNDS,Lead titanium oxide (PbTiO3),Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd-title:0::::title:lead_guidance
7759-01-5,N463,MERCURY COMPOUNDS,Lead tungstate,Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd-title:0::::title:lead_guidance
10099-79-3,N463,MERCURY COMPOUNDS,Lead vanadium oxide (PbV2O6),Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd-title:0::::title:lead_guidance
12626-81-2,N463,MERCURY COMPOUNDS,Lead zirconate titanate,Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd-title:0::::title:lead_guidance
1317-36-8,N463,MERCURY COMPOUNDS,Lead monoxide,Inorganic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd-title:0::::title:lead_guidance
12336-95-7,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),Chromium hydroxide sulfate (Cr(OH)(SO4)),Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519246/
1066-30-4,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),Chromium(III) acetate,Organic,https://www.ncbi.nlm.nih.gov/books/NBK519246/
10025-73-7,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),Chromium chloride (CrCl3),Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519246/
1308-14-1,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),Chromium(III) hydroxide,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519246/
13548-38-4,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),Chromium(III) nitrate,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519246/
1308-38-9,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),Chromium(III) oxide,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519246/
13537-21-8,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),"Perchloric acid, chromium(3+) salt (3:1)",Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519246/
7789-04-0,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),"Phosphoric acid, chromium(3+) salt (1:1)",Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519246/
12018-18-7,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),Chromium nickel oxide,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519246/
10141-00-1,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),"Sulfuric acid, chromium(3+) potassium salt (2:1:1)",Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519246/
7788-98-9,N090,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),Ammonium chromate,Inorganic,https://www.ncbi.nlm.nih.gov/books/NBK519246/
