TRIFID,TRI_CHEM_ID,PROD RATIO/ACTIVITY INDEX,SR ACTIVITY 1,SR ACTIVITY 2,SR ACTIVITY 3,SR ACTIVITY 4,REPORTING YEAR
27557FWNNDRTE26,108101,2.0,,,,,1994
77536RHMND6600L,123319,0.97,,,,,1994
77536RHMND6600L,N090,1.0,,,,,1994
67401TNYSP3019S,107211,1.0,,,,,1994
60176CSTLM4631N,7647010,1.2,,,,,1994
01013THMSP24MON,7440020,1.02,,,,,1994
27013FRGHTHWY70,107211,1.52,,,,,1994
27013FRGHTHWY70,N230,1.52,,,,,1994
28359WSTPNSOUTH,127184,2.38,,,,,1994
03833GTPRDPORTS,7664417,0.77,,,,,1994
43040HNDFM2400A,71556,1.27,,,,,1994
21740LRSTN9317E,101688,1.8,,,,,1994
38557BNCSL123ST,108883,1.45,,,,,1994
06770NRYLCELMST,75003,0.66,,,,,1994
40222FRDMT3001C,N495,1.97,,,,,1994
14240PRCST710OH,71556,0.89,,,,,1994
60914BRMNGRR1BO,N420,1.07,,,,,1994
23523FRDMT2424S,N230,1.18,,,,,1994
46514MLSNC1127M,7782505,0.74,,,,,1994
07105DVSCNTERAV,N090,1.58,,,,,1994
84116CHVRN2351N,74851,1.01,,,,,1994
27292HNRYLBROWN,67561,0.89,,,,,1994
48217MRTHN1300S,7664417,0.91,,,,,1994
28120MRCNF22AME,7664939,0.87,,,,,1994
77590MCLCM24015,7664393,1.0,,,,,1994
42101LRDCR2800P,7664939,1.42,,,,,1994
60185CLRTL530IN,7664417,0.82,,,,,1994
43113PPGNDPITTS,95636,1.05,,,,,1994
15672RBRTSROBER,79016,0.99,,,,,1994
53177SCJHN2512W,67561,1.2,,,,,1994
36863WSTPN401GI,67561,1.29,,,,,1994
44108LTVST12610,N495,0.64,,,,,1994
45401DLCMR1420W,7664382,1.1,,,,,1994
75934CHMPNFARMR,7664939,1.0,,,,,1994
45449PPLTN1030W,7782505,0.98,,,,,1994
13350HMQCK220PR,N106,2.15,,,,,1994
15904GLLKR143DO,7664382,1.1,,,,,1994
30753MNTVROLDUS,7647010,1.06,,,,,1994
43812STNCN500N4,67561,1.02,,,,,1994
50316DMXXX1942E,7647010,1.08,,,,,1994
40222FRDMT3001C,98828,1.97,,,,,1994
28139LLDDC18IND,7440473,0.66,,,,,1994
35601WHTTKDECAT,78933,1.22,,,,,1994
60618NMLRS3022N,108883,1.0,,,,,1994
28697HLLYF103FB,7664939,1.1,,,,,1994
42348WLLMTPOBOX,7664382,1.01,,,,,1994
77520MCCHM9548I,7664382,1.17,,,,,1994
77536RHMND6600L,67561,1.0,,,,,1994
70663WSTLK3525C,7664939,1.19,,,,,1994
43219YNKNM1920L,1330207,1.04,,,,,1994
61032MCRSWWALNU,71556,0.97,,,,,1994
77590MCLCM24015,N040,0.32,,,,,1994
28105CNBRC701MA,7439921,1.05,,,,,1994
74107SNRFN1700S,95636,1.06,,,,,1994
