TRIFID,TRI_CHEM_ID,PROD RATIO/ACTIVITY INDEX,SR ACTIVITY 1,SR ACTIVITY 2,SR ACTIVITY 3,SR ACTIVITY 4,REPORTING YEAR
75090CPRBL4900M,7440020,1.88,,,,,2000
29388PDMNTHWY22,100425,1.84,,,,,2000
46214PTCMP7601R,1336363,1.86,,,,,2000
62201TRDWS7MOBI,118741,1.02,,,,,2000
40216RHMND4300C,75650,0.99,,,,,2000
33178TRMCP11000,7440020,0.79,,,,,2000
35806TLDYN7400H,7440020,0.96,,,,,2000
19372LNPNG251SB,7440508,1.02,,,,,2000
15225NVLLC2800N,1330207,1.0,,,,,2000
19474PLMRNLUCON,50000,0.95,,,,,2000
60409CDRCY138TH,7439921,1.01,,,,,2000
19543MRGNCONEMO,7439921,1.0,,,,,2000
84029NVRCRUSINT,7440484,0.0,,,,,2000
78611SRCST200SU,N450,0.0,,,,,2000
92879NCXXX1001C,7440473,0.99,,,,,2000
37134STVJH535ST,N100,1.17,,,,,2000
49684CNDRV240EA,N100,1.97,,,,,2000
97217LCMSL3625N,108883,0.0,,,,,2000
70427GYLRD4THST,108952,0.97,,,,,2000
80216WRGHT4245E,N511,0.91,,,,,2000
70669VSTCHOLDSP,100425,0.98,,,,,2000
81001BFGDR50WIL,108883,0.99,,,,,2000
63830TRNTYHWY84,7440666,0.97,,,,,2000
23237LSTMP1200W,7440020,1.0,,,,,2000
19901SNRCC60STA,7440508,110.0,,,,,2000
54307LFRCN1060W,7439965,1.4,,,,,2000
23450STHLN536VI,1330207,1.19,,,,,2000
70302CMCND244HW,1330207,1.58,,,,,2000
43616SNRFN1819W,110543,1.0,,,,,2000
24150CHMCL2093B,7647010,0.95,,,,,2000
78945LCRFY6549P,N040,1.06,,,,,2000
21219LFRGB2001W,7440473,1.0,,,,,2000
06801VNDRB31TAY,191242,0.98,,,,,2000
55308NRTHR13999,N458,1.1,,,,,2000
24150CHMCL2093B,N420,0.95,,,,,2000
98221SHLLLWESTM,N590,1.15,,,,,2000
54115VLLYC845PR,1330207,1.17,,,,,2000
75668LNSTRHWY25,N420,1.19,,,,,2000
11771CMMNDONECO,75650,0.9,,,,,2000
77037BKRHG17015,7440473,1.84,,,,,2000
17847LRSTNBOX14,100425,1.02,,,,,2000
55334MGWLDHWY51,N511,0.75,,,,,2000
30340PRFLX2654W,N450,0.0,,,,,2000
95354CPRBL1706L,7440020,1.21,,,,,2000
29461GTSRB1BELT,108883,0.89,,,,,2000
70805XXNCH4999S,N511,1.02,,,,,2000
53233VLLYP1035W,N458,0.76,,,,,2000
70665VNTRC1920P,N495,0.91,,,,,2000
98221SHLLLWESTM,127184,1.15,,,,,2000
53142PLSNT80009,N458,0.97,,,,,2000
16531GNRLL2901E,95636,0.82,,,,,2000
70427GYLRD4THST,120809,0.97,,,,,2000
29445LMXFSHIGHW,N590,1.05,,,,,2000
07014RYCLN10ROB,N230,1.06,,,,,2000
11211DTMSL364MA,108883,0.0,,,,,2000
17847LRSTNBOX14,78933,1.02,,,,,2000
07105LNCHM268DO,110827,0.62,,,,,2000
97210WLLBR5501N,191242,1.0,,,,,2000
00985CRTSNSTATE,N458,1.0,,,,,2000
00785CHMSRRD3KM,1330207,4.0,,,,,2000
94802CHVRN841ST,7647010,1.0,,,,,2000
78469VLRRF5900U,107211,1.17,,,,,2000
70805XXNBT4050S,75150,1.01,,,,,2000
12189LTXNC201SP,7440020,32.2,,,,,2000
61554NCRNC13082,N096,1.04,,,,,2000
7511WRGNSP23CEA,N590,0.0,,,,,2000
77572GPFLS1200N,108883,0.99,,,,,2000
14605THGNS445ST,191242,0.0,,,,,2000
77902DPNTVOLDBL,N100,0.98,,,,,2000
29706PRFTXARMOR,7440020,1.0,,,,,2000
62201TRDWS7MOBI,110861,1.02,,,,,2000
16686WSTVC1600P,N982,0.76,,,,,2000
43964TMTDV100TI,7697372,1.05,,,,,2000
55987MDWST1175E,7440473,0.0,,,,,2000
40213NTDCT4900C,7697372,0.93,,,,,2000
47305MDCTY416SH,N106,1.0,,,,,2000
30082MRCNN1819S,108101,1.07,,,,,2000
13838MPHNL4060D,7440473,0.94,,,,,2000
19555ZGDNY150BI,7440508,0.0,,,,,2000
30720SHWNDEASTF,191242,0.64,,,,,2000
21750JFFRS14738,7697372,1.27,,,,,2000
16335SBRNZBALDW,7440508,0.92,,,,,2000
99611KNPPLMILE2,100414,1.41,,,,,2000
35618CHMPNPOBOX,N150,0.89,,,,,2000
75460SLGNC500NW,71363,0.89,,,,,2000
67357PBDYT2101S,71363,0.99,,,,,2000
61104RCKFR707HA,7440508,1.0,,,,,2000
48867MGNTK152UN,7440508,0.5,,,,,2000
55308NRTHR13999,7664417,1.02,,,,,2000
17356SGNTRSOUTH,N982,1.7,,,,,2000
31069NTRSL103IN,100425,76.1,,,,,2000
43616SNRFN1819W,100414,1.0,,,,,2000
48165DCTRM30150,78933,0.9,,,,,2000
84335CCHVL6350N,7697372,1.0,,,,,2000
97478WYRHS785N4,N511,0.71,,,,,2000
97321WLLMT3251O,N511,1.0,,,,,2000
43326RCKWL13267,7439965,0.72,,,,,2000
70669VSTCHOLDSP,71432,0.98,,,,,2000
42129SPDMG909IN,7440508,0.91,,,,,2000
70669PPGNDCOLUM,540590,1.06,,,,,2000
01420SLCTN260LU,N511,1.15,,,,,2000
29607NTNLL251FO,108883,1.0,,,,,2000
06360PHLPS41WAW,N420,1.05,,,,,2000
29607NTNLL251FO,7440508,1.0,,,,,2000
29334KLMRN310SP,107211,2.96,,,,,2000
95367THNDR34PAT,7440473,1.0,,,,,2000
77902DPNTVOLDBL,64186,0.98,,,,,2000
30120TLNTCPEEPL,N982,1.43,,,,,2000
62201TRDWS7MOBI,57147,1.02,,,,,2000
78469VLRRF5900U,1330207,0.98,,,,,2000
72734MDMRCDAWNH,108883,1.0,,,,,2000
97217LCMSL3625N,68122,0.0,,,,,2000
75067MTLSP1497N,7440473,1.0,,,,,2000
30096SPCTR3741V,7439921,0.0,,,,,2000
19143MBRDR52NDG,71363,1.49,,,,,2000
96950HWNRCHAWAI,191242,0.0,,,,,2000
56320CLDSP422MA,N420,1.02,,,,,2000
90749RCPRD1801E,115071,1.0,,,,,2000
92631VSTPN2020E,107211,1.0,,,,,2000
44012WSTRN33672,N511,1.0,,,,,2000
77902DPNTVOLDBL,108930,0.98,,,,,2000
72917GRBRP4301H,7664417,1.04,,,,,2000
25130HBTMNUSRT1,7664417,0.0,,,,,2000
70520VNWTR220HE,67561,0.0,,,,,2000
58576GRTRV28753,N770,1.1,,,,,2000
44012FRSTN33570,N450,1.0,,,,,2000
08818CNLXC226TA,71363,1.28,,,,,2000
36611BLCHRVIADU,110827,0.99,,,,,2000
28458VLLYPHWY11,67561,0.0,,,,,2000
67002PRTTL630E1,100414,1.37,,,,,2000
28144NTNLSCEDAR,108883,1.45,,,,,2000
60627CMPCK13500,N495,0.96,,,,,2000
25033TYTMT1SUGA,7440020,2.46,,,,,2000
77501PHLLP100JE,95636,0.0,,,,,2000
32092TNSLT100TE,7440020,0.29,,,,,2000
98421CTYFT1171T,N590,0.0,,,,,2000
24590NRYLGBIRDS,50000,1.08,,,,,2000
31732GRTSTHIGHW,N590,1.03,,,,,2000
29445MBYCRHIGHW,67561,0.91,,,,,2000
82718WYDKP48WYO,7664393,0.91,,,,,2000
78359CCDNTHWY36,107062,1.2,,,,,2000
76304CNCNC1214N,191242,1.29,,,,,2000
29180MCKTRINTER,108883,0.9,,,,,2000
49858LLYDF301TE,71363,0.91,,,,,2000
30340MCLDR4064W,108883,0.84,,,,,2000
90509MBLLC3700W,108952,1.0,,,,,2000
77530RCCHM2502S,N150,0.8,,,,,2000
37816GLCTR5320E,7440508,1.09,,,,,2000
77631DPNTSFARMR,N511,0.93,,,,,2000
47250NVRXX2753M,7440473,1.3,,,,,2000
75494SSCTD1015E,7664417,0.45,,,,,2000
64120MBYCR8400H,74839,1.12,,,,,2000
66720SHGRVNORTH,79016,1.02,,,,,2000
68462NTNLC11200,7439965,1.03,,,,,2000
53545TWNST3631P,7664417,0.0,,,,,2000
75939CHMPNPLANT,67561,0.97,,,,,2000
70520VNWTR220HE,1330207,0.0,,,,,2000
62040HDTMN10NOR,7647010,1.21,,,,,2000
27403DSTNC1025H,110543,1.1,,,,,2000
19428CPRSCRIVER,106423,1.0,,,,,2000
60510FRMNTKIRKR,75694,0.0,,,,,2000
76067NMCBL3800I,7440360,0.0,,,,,2000
76208NTDCP2727G,N010,1.1,,,,,2000
33619TMPLC3602P,N020,0.0,,,,,2000
38320CMDNC501OV,7440508,1.04,,,,,2000
18634RLLYP130AL,7440020,1.01,,,,,2000
56073MCMPN1700N,N010,1.12,,,,,2000
24426WSTVCRIVER,1319773,1.04,,,,,2000
37701LMNMCPOBOX,7440508,0.92,,,,,2000
37771YLSCRYALEA,N090,1.02,,,,,2000
38127CCRYL2665F,108883,0.72,,,,,2000
19720SPPLY321CH,7697372,1.24,,,,,2000
08014SFTYKRTE32,76131,0.97,,,,,2000
41042JHNSN8040B,N010,1.07,,,,,2000
85040CNTNN3502E,N230,0.67,,,,,2000
63042FRDMT6250N,N982,0.94,,,,,2000
60901JRSHR1580G,74839,1.16,,,,,2000
71052NTRNTHWY50,78933,2.0,,,,,2000
75902LFKNNDOUGL,91203,1.25,,,,,2000
08014SFTYKRTE32,110805,0.97,,,,,2000
48121FRDM33001M,7439965,1.03,,,,,2000
48121FRDM33001M,7632000,1.03,,,,,2000
25015DPNTB901WE,67561,1.0,,,,,2000
56007LBRTL80812,7440508,0.71,,,,,2000
97303NRRSP1675C,80626,1.46,,,,,2000
29704BWTRC5300C,10049044,1.03,,,,,2000
54507RHNLN515WE,N458,1.06,,,,,2000
61132BRBRC1354C,7440508,1.2,,,,,2000
94572NCLSNOLDHI,110543,0.94,,,,,2000
48197FRDMT128FA,7440508,1.15,,,,,2000
77015FRMNT2239H,56235,0.89,,,,,2000
42029GFCHMHIGHW,100425,0.92,,,,,2000
60627CMPCK13500,N982,0.96,,,,,2000
68601BHLNMHWY30,7440473,1.09,,,,,2000
00753CRBGPELRET,7440508,1.52,,,,,2000
66736LFRGCSOUTH,7647010,1.03,,,,,2000
79760CNTNN100IN,108883,0.0,,,,,2000
60101FNSTL21NCH,N090,1.47,,,,,2000
46725FRTWYRTE7C,7440508,0.92,,,,,2000
53536BKRMN133EN,7439965,1.05,,,,,2000
75603NRRSC1535F,7440508,0.0,,,,,2000
08014SFTYKRTE32,57749,0.97,,,,,2000
60450RCHHLCOLLI,108316,1.02,,,,,2000
47601VGCLC3700N,N040,0.0,,,,,2000
62294BLNSY816LY,7440508,1.35,,,,,2000
84041SMTHS500NS,7664417,1.01,,,,,2000
48214PTRCH421LY,78933,0.88,,,,,2000
70734NRYLCPOBOX,122394,0.98,,,,,2000
18014KYSTNRT329,84742,1.3,,,,,2000
40210NTDCT1227S,1313275,0.69,,,,,2000
53711SBZRF4717H,75456,0.0,,,,,2000
18014KYSTNRT329,1336363,1.3,,,,,2000
88043CHNMN210CO,N450,0.9,,,,,2000
62521WGNRC1275E,7439921,1.03,,,,,2000
54474WSTNP2501M,N450,1.03,,,,,2000
88130HGHPL1827S,110827,0.0,,,,,2000
33460TMGSM117CO,N590,0.0,,,,,2000
22942GRDNS115RE,N458,1.29,,,,,2000
72015RNC001007V,107211,0.0,,,,,2000
63116PRCTM4301S,100414,1.2,,,,,2000
63116PRCTM4301S,91203,1.2,,,,,2000
52057LWSSY208QU,100425,0.89,,,,,2000
46402SSGRYONENO,N230,1.05,,,,,2000
33054MKMRN4355N,100425,1.6,,,,,2000
17604RMSTRLIBER,N040,0.83,,,,,2000
75119NNSXT4200K,N090,0.83,,,,,2000
60435HNDRC501CA,7440473,0.87,,,,,2000
43512MNVLLCARPE,67561,0.98,,,,,2000
77651TXCCHHWY36,872504,0.99,,,,,2000
50158GSTNC1210I,N511,1.25,,,,,2000
37401SPPFN25012,108952,0.94,,,,,2000
63115THPQC4238G,7697372,0.0,,,,,2000
55350MMGMDHIGHW,110827,1.2,,,,,2000
21826CRWNCPOBOX,1330207,0.81,,,,,2000
84330NCRST7285W,N450,1.07,,,,,2000
55987BDGRF1058E,7439965,1.06,,,,,2000
98032VNWTR8201S,117817,0.0,,,,,2000
12834HLLNGROUTE,1163195,0.0,,,,,2000
47250NVRXX2753M,78933,1.0,,,,,2000
92281SFTYK5295S,7440393,0.21,,,,,2000
55113MLSLV2340R,75092,1.11,,,,,2000
66720SHGRVNORTH,84742,1.02,,,,,2000
56401PTLTC1801M,7647010,1.69,,,,,2000
42701TRNTY302ST,N982,0.95,,,,,2000
00701DPNTLHIGHW,67561,1.07,,,,,2000
58576GRTRV28753,7664393,1.1,,,,,2000
38632PYRLX720VA,67561,0.8,,,,,2000
38632GLNCX40EAS,75456,0.04,,,,,2000
70734NRYLCPOBOX,115071,0.98,,,,,2000
85713CHVRN3865E,108883,1.09,,,,,2000
29596DLTMLHWYS1,N230,0.99,,,,,2000
37347TNNSS1445I,N982,0.84,,,,,2000
74653TNKWF510SO,7440473,1.97,,,,,2000
