TRIFID,CAS NUMBER,PROD RATIO/ACTIVITY INDEX,SR ACTIVITY 1,SR ACTIVITY 2,SR ACTIVITY 3,SR ACTIVITY 4,REPORTING YEAR
48626HMLCK12334,7647010,1.09,,,,,2009
24526NKSPCHIGHW,71432,0.95,,,,,2009
24526NKSPCHIGHW,N450,0.95,,,,,2009
46135HRTLN300SW,110827,0.95,,,,,2009
5322WCHRTR785NR,7439965,1.0,,,,,2009
37015STTND500BY,N096,0.93,,,,,2009
69165MDWST27532,71432,1.0,,,,,2009
77503LBMRL2500N,7429905,1.0,,,,,2009
46738GRPDK165DE,N450,0.93,,,,,2009
93308TXCRF2436F,N420,0.03,,,,,2009
44055NTNLB5311W,7440020,1.0,,,,,2009
70427GYLRD4THST,7664417,0.98,,,,,2009
76567LMNMCSANDO,N982,1.0,,,,,2009
44044RSSNC36790,1336363,0.5,,,,,2009
98362DSHWMMARIN,N511,0.78,,,,,2009
06852KNGNDSCIEN,67561,0.7,,,,,2009
97812CHMCL17629,7439976,0.38,,,,,2009
97812CHMCL17629,7440224,15.5,,,,,2009
29115KYCRPHWY60,7439965,1.13,,,,,2009
62040GRNTC20THS,132649,0.2,,,,,2009
65804JMSRV5701K,7664417,0.72,,,,,2009
53901PNDCR2344W,100425,0.97,,,,,2009
16117CLGNCPOBOX,N511,1.19,,,,,2009
13602SRMYFHQ10T,107211,1.18,,,,,2009
72316MVRCK4950N,7440020,1.2,,,,,2009
11742RCHRD607UN,7439976,1.23,,,,,2009
72118WLSCN9301C,115071,1.0,,,,,2009
64098TNGNR20250,N040,0.9,,,,,2009
25530SHLNDBIGSA,7632000,0.62,,,,,2009
35601MCCHMFINLE,110543,0.96,,,,,2009
70062MTVNT143FI,100414,1.02,,,,,2009
32220WHTHS109HA,N420,0.58,,,,,2009
93030PTTCH501DE,7440508,1.0,,,,,2009
15077FRSTNOFFRT,N020,0.94,,,,,2009
15077FRSTNOFFRT,N090,0.94,,,,,2009
71275WLLMT130GI,67561,0.66,,,,,2009
77507HNTSM12222,108883,1.15,,,,,2009
79760CHMPN115PR,95636,1.34,,,,,2009
79760CHMPN115PR,98828,1.39,,,,,2009
79760CHMPN115PR,100414,1.62,,,,,2009
98531CNTRL913BI,N420,0.86,,,,,2009
90509HSHRC2600S,7440473,1.05,,,,,2009
53704BRNTS2334P,7439921,0.48,,,,,2009
52404PRRCR3300C,N420,0.53,,,,,2009
18062LLNRG150LO,7439921,0.99,,,,,2009
98221SHLLLWESTM,1313275,0.84,,,,,2009
30279LTMRBONEUL,N590,1.06,,,,,2009
63869NWMDRSTJUD,N040,0.97,,,,,2009
13602SRMYFHQ10T,N420,1.01,,,,,2009
60544PLNFL13915,7697372,1.0,,,,,2009
44870NNCHN1010E,7439965,0.1,,,,,2009
39307MGCTR1165T,95636,0.98,,,,,2009
35601MCCHMFINLE,71363,0.96,,,,,2009
15144PPGND125CO,107211,0.98,,,,,2009
55069LNDLK404EA,N450,0.66,,,,,2009
38606BTSVL310CR,100414,0.77,,,,,2009
67219PHLLP2400E,100414,1.05,,,,,2009
27893FRSTNFIRES,N982,0.86,,,,,2009
78218FRTLY4855G,N511,1.25,,,,,2009
63104SCHFF102BA,95636,2.54,,,,,2009
40121SRMYRBLDG7,91203,1.1,,,,,2009
46268KRMSX8431G,7439921,0.95,,,,,2009
90748NNPCF2402E,N590,0.96,,,,,2009
45229BPXPL930TE,191242,0.8,,,,,2009
94565CRTRN2850W,N495,1.1,,,,,2009
92020CHMTR1150W,N495,1.51,,,,,2009
15681BRZND100AE,7439965,0.68,,,,,2009
9072WRCRFT1571M,7440020,1.01,,,,,2009
70043CHLMT7CKEP,N770,1.14,,,,,2009
53704BRNTS2334P,N120,0.71,,,,,2009
49036NTRMR245NF,N982,0.56,,,,,2009
53094WTRTW1141S,7439965,0.5,,,,,2009
54912WHTCLN8495,N511,1.0,,,,,2009
98221SHLLLWESTM,463581,0.84,,,,,2009
61911SCHRC217SO,84742,0.86,,,,,2009
49451SLDPW3800A,N982,1.01,,,,,2009
02905MTVNT520AL,100414,0.84,,,,,2009
54303PLLMP1530N,N458,0.7,,,,,2009
01301BTFGN50GRE,7440020,0.7,,,,,2009
01095TLTYM2443B,7439921,0.68,,,,,2009
53214CHRHN9015W,7697372,1.09,,,,,2009
60014GMMFG400SM,75092,1.55,,,,,2009
70094MRCNC10800,115071,1.17,,,,,2009
68522LNCLN600WE,N090,0.64,,,,,2009
28734TKTNS277IN,N420,0.66,,,,,2009
75935HLLYF1019S,N511,1.07,,,,,2009
94565DWCHMFOOTO,75456,0.89,,,,,2009
49090WYCKF1421K,110827,2.5,,,,,2009
37763STVKNSWANP,7664393,0.19,,,,,2009
67201BCHRC9709E,108101,0.76,,,,,2009
70776CBGGYRIVER,N230,0.71,,,,,2009
48170NSSTC975GE,7440020,0.87,,,,,2009
28669BTBPRHWY26,7664417,0.67,,,,,2009
29693SNGNVHWY11,7439965,0.68,,,,,2009
26180DPNTWDUPON,75456,0.87,,,,,2009
26180DPNTWDUPON,7632000,1.21,,,,,2009
54469VLCNMSTATE,7647010,0.62,,,,,2009
63048HRCLN881MA,N420,0.77,,,,,2009
72503RKNSS600LI,N150,0.71,,,,,2009
07410FSHRS1REAG,64186,0.68,,,,,2009
70057NNCRBHWY31,110861,0.9,,,,,2009
94565SSPSCPOBOX,7664417,0.66,,,,,2009
27030NRTHC511CA,26471625,0.79,,,,,2009
80022CNCDN5801B,106990,1.11,,,,,2009
77015PRCTM16402,91203,0.99,,,,,2009
77978FRMSPPOBOX,71432,1.04,,,,,2009
57002VRSNN1VERA,71432,1.01,,,,,2009
48228PVSNL9000H,107211,1.03,,,,,2009
72503RKNSS600LI,N770,0.71,,,,,2009
71822NKSPPHIGHW,67561,0.95,,,,,2009
30566THGLD4261W,N982,0.97,,,,,2009
94538BRDNN41100,50000,0.59,,,,,2009
98221MRCHP655ST,115071,0.95,,,,,2009
94802CHVRN576ST,N420,1.0,,,,,2009
60085PFNST1219G,67561,1.47,,,,,2009
56087SNBRN118WE,N090,0.77,,,,,2009
08872NWJRSNORTH,7439976,0.48,,,,,2009
77541THDWCBUILD,126998,1.0,,,,,2009
85226STHBY6409W,N420,96.0,,,,,2009
03833SGRMS18IND,7440473,1.2,,,,,2009
46402SSGRYONENO,N100,0.9,,,,,2009
46402SSGRYONENO,108952,0.97,,,,,2009
70079SHLLL1205R,1319773,1.0,,,,,2009
52204MNRFRFIRST,N511,1.03,,,,,2009
68801PLTTG1035W,7664393,0.9,,,,,2009
85369MRNCRAVE3E,100414,1.0,,,,,2009
22314PTMCR1400N,7664393,0.93,,,,,2009
06721PHNXS130FR,N420,0.98,,,,,2009
38305FLRDSUSHIG,N420,0.71,,,,,2009
77507HNTSM12222,106990,1.15,,,,,2009
70805XXNCH4999S,872504,1.0,,,,,2009
97905SHGRV330CE,N420,0.82,,,,,2009
27403DSTNC1025H,108883,0.88,,,,,2009
36916JMSRVROUTE,7664417,0.92,,,,,2009
36916JMSRVROUTE,7647010,0.89,,,,,2009
81625TRPPR65MIL,N770,1.12,,,,,2009
28120HCHSTPOBOX,55406536,6.29,,,,,2009
47331RCLMD1500W,67561,0.73,,,,,2009
79721FNLNDIS20E,71432,1.0,,,,,2009
76086CHMCL610WT,7697372,0.69,,,,,2009
02903VCTRY145GL,7439921,87.5,,,,,2009
70057NNCRBHWY31,1330207,0.6,,,,,2009
47630LMNMCHIGHW,N458,0.96,,,,,2009
75668LNSTRHWY25,N450,0.12,,,,,2009
28213FLRDSHWY11,N458,0.89,,,,,2009
56215CHPPW27020,75070,1.0,,,,,2009
95892DTFBR8900O,100425,0.66,,,,,2009
9884WBCKHR35MIL,N420,1.0,,,,,2009
94802CHVRN576ST,110827,3.1,,,,,2009
14150NCNRG700GR,91203,0.68,,,,,2009
19973SCJHN100IN,140885,0.93,,,,,2009
63111RHNPL133EK,63252,1.0,,,,,2009
61109MPHNL13CAP,7440508,2.31,,,,,2009
06340DNCST835PO,7440484,1.0,,,,,2009
62288MRCND1003W,7440473,0.9,,,,,2009
48209MGNNC2771H,1330207,0.76,,,,,2009
43402VHTKS2125W,7440484,1.14,,,,,2009
45879LFRGCCOUNT,75092,0.61,,,,,2009
28752BXTRHHWY22,N150,0.99,,,,,2009
98409GNRLP4910B,N120,0.9,,,,,2009
71292PLYMT601GR,7439965,0.57,,,,,2009
73109RKRMS1321S,7440508,0.93,,,,,2009
40511SQRDC1601M,128041,0.68,,,,,2009
48174KRHRW34822,7697372,0.3,,,,,2009
56444PRKRH325FR,N982,0.61,,,,,2009
43566RMRNT916MA,7440473,0.66,,,,,2009
3377WJHNSN675BR,N120,1.0,,,,,2009
85369SMRNCCOUNA,N420,1.0,,,,,2009
53051RBNDCN92W1,7440508,0.5,,,,,2009
35031TYSNFHIGHW,7664417,1.0,,,,,2009
54307FRTHW1919S,N495,1.0,,,,,2009
49519GRNDR2788R,N120,0.5,,,,,2009
46302XDCRP2601W,N020,0.92,,,,,2009
37421PLYSR2200P,106990,0.96,,,,,2009
36548CHRLSCARSO,7664393,0.86,,,,,2009
62306QNCYS1900G,N495,0.99,,,,,2009
19555BRSHWSHOEM,N100,0.69,,,,,2009
19703LLDSG6100P,110543,0.63,,,,,2009
15106NNLCT726BE,7439921,0.83,,,,,2009
53177SCJHN2512W,79107,1.0,,,,,2009
70765GRGGLHIGHW,75456,0.85,,,,,2009
70765GRGGLHIGHW,108952,0.52,,,,,2009
48842PRKRH1355S,7439921,0.7,,,,,2009
48131GLBLN58NAN,7439921,0.37,,,,,2009
30106MRTHN3895A,110543,1.0,,,,,2009
40211LSVLL4510A,91203,0.91,,,,,2009
99611TSRLSMILE1,110543,0.98,,,,,2009
02888PSCRR75PEN,N420,0.98,,,,,2009
30263YTSST708DY,N040,0.52,,,,,2009
77480PHLLPFM14A,71432,1.0,,,,,2009
31046SCHRR10986,N420,0.94,,,,,2009
12550RSTNG992RA,91203,0.95,,,,,2009
31061BRNCHUSHWY,N020,0.64,,,,,2009
31061BRNCHUSHWY,7664393,0.64,,,,,2009
30722STNDR1010V,96333,0.94,,,,,2009
70765THDWCHIGHW,79005,1.0,,,,,2009
41105RMCST4000E,N511,0.7,,,,,2009
45636RSTCHRT52A,7439976,0.5,,,,,2009
4715WVTFND89CEN,7439921,0.5,,,,,2009
15144PPGND125CO,100425,0.98,,,,,2009
15144PPGND125CO,584849,0.98,,,,,2009
16365WSTPN1425M,67561,3.02,,,,,2009
54307FRTHW1919S,7664393,1.0,,,,,2009
01604DVDCL360FR,N590,0.93,,,,,2009
70069DPNTPHIGHW,71432,0.77,,,,,2009
17009STNDR500WA,N495,0.94,,,,,2009
16123VKNC0100VE,N495,0.5,,,,,2009
54603CNTNN1501S,N230,1.06,,,,,2009
35805PRKRH1005A,7440020,1.83,,,,,2009
77641KMCNC2450S,98828,1.0,,,,,2009
20640SDDND101ST,N590,1.0,,,,,2009
17113BTHLHFRONT,N495,0.62,,,,,2009
14141PRLSS172EA,67561,0.6,,,,,2009
46808SFTYK2112P,7439921,0.78,,,,,2009
30062FLXBL1881W,N120,0.8,,,,,2009
61834FBRTQ3650S,50000,0.96,,,,,2009
43612SFTYK5148T,7439921,0.8,,,,,2009
44482HSTRF4MAHN,7439965,0.49,,,,,2009
70765GRGGLHIGHW,191242,0.89,,,,,2009
30728RPRCR1507B,N096,0.85,,,,,2009
13027SSCNC8242L,7439921,1.1,,,,,2009
71360THPRC3701M,N420,0.9,,,,,2009
99212CNCPR6317E,191242,1.03,,,,,2009
46992BLLDG387SW,N010,1.05,,,,,2009
77503CSTLC3205P,67561,0.93,,,,,2009
65536GNRTN901CO,1330207,0.7,,,,,2009
51501CNCLB2115N,N100,0.98,,,,,2009
12047SFTYK17GRE,7439921,1.0,,,,,2009
60090NLNDD161CA,7429905,0.37,,,,,2009
59101TRNSB1525L,1928434,1.3,,,,,2009
64601DNLDS400DO,7440473,0.41,,,,,2009
77627CCRYL6350N,79107,0.58,,,,,2009
30263YTSST708DY,7647010,0.52,,,,,2009
66044LWRNC1250N,7664393,0.88,,,,,2009
29681PRCHM863SO,108054,0.76,,,,,2009
13413SPCLMMIDDL,7439921,1.3,,,,,2009
70765THDWCHIGHW,542756,1.0,,,,,2009
60439NCLCR135TH,7664417,0.94,,,,,2009
15062MNSSN345DO,85018,0.26,,,,,2009
18240PNTHRRTE54,7647010,1.03,,,,,2009
44077VRYSP205CH,110543,0.85,,,,,2009
63137CMMRC9100R,7697372,0.78,,,,,2009
17365PNNXL50COM,N420,0.99,,,,,2009
17038VSLBN153MI,N982,0.77,,,,,2009
77511SLTNCFM291,92524,4.52,,,,,2009
89803BRRCK27MIL,N420,0.89,,,,,2009
89803BRRCK27MIL,N458,0.89,,,,,2009
31064GRGPCHIGHW,67561,1.11,,,,,2009
77012HLLPT9701M,10028156,1.1,,,,,2009
32034CNTNRNORTH,7664417,1.0,,,,,2009
67460NTNLC2000M,67561,1.05,,,,,2009
76140MLLRB6600W,71363,0.98,,,,,2009
2850WSWKNS64EAS,7439921,1.25,,,,,2009
94577SFWYS2000A,7697372,1.0,,,,,2009
91320RPBLC13RAN,7440020,0.68,,,,,2009
70765GRGGLHIGHW,67663,0.89,,,,,2009
07836LMTCCBARTL,1163195,0.91,,,,,2009
45204MRTHN4015R,N590,1.0,,,,,2009
35811SFTYK2221H,7439921,0.9,,,,,2009
46312LTVST3001D,N982,0.19,,,,,2009
50219RLSCR102MA,108883,0.65,,,,,2009
44681THBLDCOUNT,7664393,0.69,,,,,2009
65084GTSRB1001P,N982,0.55,,,,,2009
88101STHWS1141C,7697372,0.01,,,,,2009
78403CSTLR1300C,7439976,0.92,,,,,2009
53207BCYRS184WK,7440020,0.5,,,,,2009
19320LLGHN1201V,N450,0.97,,,,,2009
60439NCLCR135TH,N458,1.0,,,,,2009
44077VRYSP205CH,1330207,0.85,,,,,2009
31407SVNNHCROSS,7664939,0.9,,,,,2009
01950FLMRK5MALC,67561,0.92,,,,,2009
01950FLMRK5MALC,108883,0.92,,,,,2009
49103PRMRT9886T,N495,1.0,,,,,2009
74116MRCNT2322N,107211,1.09,,,,,2009
56340PLRTN12810,7439965,1.38,,,,,2009
98531CNTRL913BI,N450,0.86,,,,,2009
8401WMNVSNPBX16,7440666,1.31,,,,,2009
63147THPRC169EA,N458,1.03,,,,,2009
62201CNTRT231MN,67561,1.3,,,,,2009
48203CHRMC318MI,N090,1.01,,,,,2009
62048CLRKLHAWTH,100414,0.56,,,,,2009
23860LLDSGPOBOX,N090,0.97,,,,,2009
23860LLDSGPOBOX,7647010,1.13,,,,,2009
54308THPRC501EA,7647010,1.07,,,,,2009
46785VLCRFCTYRD,7439921,0.44,,,,,2009
29827GRNTL9918B,108952,1.12,,,,,2009
30318PVMRK1855P,N090,0.8,,,,,2009
47581SGYPSHIGHW,N420,1.0,,,,,2009
44816CNCSTSTATE,7440020,1.3,,,,,2009
02780VSTNT585JH,N982,1.4,,,,,2009
63043MRCHM2500A,N590,6.28,,,,,2009
7079WPRTHD716PR,110543,1.38,,,,,2009
42029CLNSL408NM,67561,0.78,,,,,2009
2956WSWLTT14RED,7439921,0.74,,,,,2009
54302WSCNS614EL,108101,0.87,,,,,2009
52761MNSNTWIGGI,91203,0.8,,,,,2009
77541SHNTC5672H,67561,1.1,,,,,2009
19440PNNCL2755B,108883,1.5,,,,,2009
71753MTCHC1760H,67561,0.95,,,,,2009
80640THNLM851E9,N590,0.9,,,,,2009
99801KNNCT13401,N100,1.1,,,,,2009
74107SNRFN1700S,67561,0.74,,,,,2009
84087PHLLP393SO,108883,1.13,,,,,2009
74107SNRFN1700S,95636,0.74,,,,,2009
5511WSNSTT4467W,7439921,1.97,,,,,2009
74107SNCLR902W2,108952,1.02,,,,,2009
9842WPCFCF2244P,107211,0.52,,,,,2009
94553SHLLL3485P,105679,0.82,,,,,2009
7411WWBCND3116E,7440508,0.58,,,,,2009
37644SNPNTSTATE,7440473,0.85,,,,,2009
71292MNVLL1031J,67561,0.99,,,,,2009
72315SKYLN5896H,7439921,1.25,,,,,2009
57701LTRMX2112E,7439921,2.0,,,,,2009
38053SMSWD3450F,N420,0.72,,,,,2009
59759GLDNS453MO,N511,0.0,,,,,2009
29625PLSTC5100O,1330207,0.72,,,,,2009
77983RCCRBHWY18,N590,0.29,,,,,2009
92390HXFTM41915,N511,1.25,,,,,2009
5311WPRFSS448WM,7440508,1.33,,,,,2009
5311WPRFSS448WM,107211,1.33,,,,,2009
74501MCLSTHWY69,7440666,0.15,,,,,2009
36571LLPTRINDUS,463581,0.95,,,,,2009
35616SCTSS1834H,67561,1.45,,,,,2009
89803BRRCK27MIL,N511,0.89,,,,,2009
2345WTTNVR16CEA,N420,0.64,,,,,2009
74107SNCLR902W2,108883,1.02,,,,,2009
47933RRDNN1009S,107211,0.87,,,,,2009
55987PRLSS1416E,7439965,0.84,,,,,2009
93308TXCRF6451R,N590,0.03,,,,,2009
74501MCLSTHWY69,7440508,1.07,,,,,2009
88210NVJRF501EA,106990,0.94,,,,,2009
84087PHLLP393SO,91203,1.13,,,,,2009
74107SNRFN1700S,191242,0.74,,,,,2009
83201JRSMPDONSI,N420,0.95,,,,,2009
89801JRRTT50MIL,N495,0.16,,,,,2009
67042TXCRF1401S,100425,1.13,,,,,2009
49022GSTMN2300H,7439921,0.65,,,,,2009
47620GPLSTLEXAN,7632000,0.8,,,,,2009
30162NLNDR238MA,N420,1.15,,,,,2009
31643LNGBRHWY34,50000,0.91,,,,,2009
45209CSTFB3040F,7439921,0.43,,,,,2009
7514WMSQTP1719S,7439921,1.0,,,,,2009
17931GLBRT50ELE,95636,0.92,,,,,2009
79086DMNDSSTARR,N096,0.93,,,,,2009
89801JRRTT50MIL,115071,0.16,,,,,2009
64108HLLMR2501M,7697372,0.85,,,,,2009
90723CRLTN7743E,7440020,0.9,,,,,2009
90245TRSTR2201R,7440508,0.67,,,,,2009
14094GNRLM200UP,N120,0.56,,,,,2009
98607WFRTC5509N,7697372,0.7,,,,,2009
31643LNGBRHWY34,75070,0.98,,,,,2009
40741FLVRCJCTI7,N511,1.04,,,,,2009
77536DSPSL2525B,7440020,2.34,,,,,2009
3887WTPLMT5484H,7439921,1.0,,,,,2009
93308TXCRF6451R,108883,0.03,,,,,2009
74501MCLSTHWY69,25321146,1.75,,,,,2009
74602JPTRC14MIS,7664939,0.67,,,,,2009
34997TRBCM3651S,7440484,1.0,,,,,2009
49307MCHGN120PE,7440473,0.72,,,,,2009
51566NCHRS1705N,7664417,1.0,,,,,2009
46319MRCNC420SC,7726956,0.91,,,,,2009
43616SNRFN1819W,7439921,0.88,,,,,2009
39477STHLNHIGHW,110827,1.17,,,,,2009
07095RSSLL14CON,N230,0.8,,,,,2009
79007JMHBRHIGHW,75150,0.86,,,,,2009
53207WBPLC368WS,N090,1.1,,,,,2009
99701RRNRG1204F,N420,1.09,,,,,2009
7050WSTLLR32RUE,7664417,0.84,,,,,2009
55987CCMPS501W3,108883,1.3,,,,,2009
31323NCFMF674CH,67561,1.05,,,,,2009
31323NCFMF674CH,96333,1.05,,,,,2009
01615NRTNC1NEWB,108952,0.61,,,,,2009
30243CRWND875PR,78922,0.91,,,,,2009
71833WYRHSHIGHW,N150,0.86,,,,,2009
97210MPRLP2526N,108883,0.6,,,,,2009
37601CNTCH2222E,108883,0.59,,,,,2009
13421DRYLCROUTE,N511,1.25,,,,,2009
45215CNNCT639NO,7440508,0.62,,,,,2009
43608MGNST38STI,100414,0.67,,,,,2009
67205CRLSN4601N,7439965,0.76,,,,,2009
39567BRDJH3719I,7440020,0.85,,,,,2009
68310FRMLN4MIWE,7664417,1.17,,,,,2009
77507PTRLT13200,1330207,0.82,,,,,2009
48906LNSNG6300G,191242,1.01,,,,,2009
70047TRNSM14902,1330207,0.82,,,,,2009
60614FNKLS2011S,7439921,0.66,,,,,2009
15014LLGHNRIVER,N450,1.01,,,,,2009
35490MRCDS1MERC,107211,0.59,,,,,2009
77983RCCRBHWY18,110543,0.29,,,,,2009
77983RCCRBHWY18,1330207,0.29,,,,,2009
74107SNCLR902W2,92524,1.02,,,,,2009
6306WGRPHC111SU,7664417,1.0,,,,,2009
4818WWRTHN526SH,7439921,0.74,,,,,2009
31322JCBNC2BAMF,107211,0.14,,,,,2009
76401FMCTL2825W,7439965,1.01,,,,,2009
72903RHMMN5600O,75456,0.08,,,,,2009
98433SDDSR11MIL,7439921,1.0,,,,,2009
97068JMSRV4800M,191242,0.97,,,,,2009
54957GLLWY601SO,7697372,1.03,,,,,2009
79007JMHBRHIGHW,71432,0.86,,,,,2009
40383NTDLN102KU,N090,6.1,,,,,2009
54701WRRNV5200S,7439921,0.86,,,,,2009
54139FRGCHHWY14,7697372,0.98,,,,,2009
25213JHNMS1530W,N100,0.81,,,,,2009
55808MNTRN200EA,N040,0.77,,,,,2009
97222WRNND13270,7439921,0.66,,,,,2009
60504MDWST3737E,N230,0.82,,,,,2009
77705SNDZCRT4BO,74873,1.05,,,,,2009
12345GNRLL1RIVE,7440508,1.17,,,,,2009
65240BCHNC210NO,N982,0.84,,,,,2009
35601MNSNTCOURT,7647010,0.9,,,,,2009
85248NTLCR4500S,7664393,0.5,,,,,2009
75568TMKRFJOHNS,191242,0.55,,,,,2009
99752RDDGP90MIL,N420,1.07,,,,,2009
16117NTRNTSR488,N090,1.0,,,,,2009
15059JLSPC12THS,N495,0.24,,,,,2009
45245KDPRC3975M,7439921,0.95,,,,,2009
70669PPGNDCOLUM,71556,0.72,,,,,2009
23851NNCMPHIGHW,108952,0.7,,,,,2009
40509CNTRL2580P,N982,0.4,,,,,2009
37138DPNTL1002I,123911,0.14,,,,,2009
37138DPNTL1002I,7664417,0.14,,,,,2009
77480PHLLPSH35A,191242,1.0,,,,,2009
