TRIFID,TRI_CHEM_ID,PROD RATIO/ACTIVITY INDEX,SR ACTIVITY 1,SR ACTIVITY 2,SR ACTIVITY 3,SR ACTIVITY 4,REPORTING YEAR
63068GDXTM101DA,7632000,1.0,,,,,2003
98660MRCKT2001K,1163195,60.41,,,,,2003
37311THLNG3730O,7440508,1.83,,,,,2003
60473GRTLR15475,MIXTURE,1.1,,,,,2003
13217KLNMN1728B,7439965,1.02,,,,,2003
72143SPDQN200QU,N511,1.06,,,,,2003
29503KPPRSHIGHW,N150,1.18,,,,,2003
29503KPPRSHIGHW,118741,1.18,,,,,2003
38127DPNTM2571F,108101,1.18,,,,,2003
29045HRDWC2114L,7440508,0.66,,,,,2003
27834KRSTN2007D,N590,0.0,,,,,2003
29072CPRPW670IN,67561,1.3,,,,,2003
49224RDPLSALBIO,N420,0.72,,,,,2003
44601WHTCR1400S,N450,0.96,,,,,2003
36553VNTCNCIBAR,85449,1.18,,,,,2003
92008CBRLL4600C,191242,0.75,,,,,2003
06723THWTR114PO,N495,1.1,,,,,2003
86402NRTHS3000H,N450,0.33,,,,,2003
54956STWWD912HA,N420,0.63,,,,,2003
08861NGLRT1200A,1330207,1.08,,,,,2003
53913SNCFD801SA,108883,1.33,,,,,2003
42337STVPR13246,N495,0.87,,,,,2003
60053DBLMN6505O,7440020,1.0,,,,,2003
11231MRDHS722CT,95636,1.3,,,,,2003
39339TMTCS720NC,7439965,4.91,,,,,2003
30722MHWKN104MC,N420,0.0,,,,,2003
92101SLRTR2200P,7440473,0.93,,,,,2003
08110LMNMS9000R,7439921,1.13,,,,,2003
97051BSCSC1300K,78933,1.0,,,,,2003
17929SCHLK121RI,7440473,1.07,,,,,2003
42029CYMTC2468I,100425,1.13,,,,,2003
44805SHLND1745C,108883,1.14,,,,,2003
25303NNCRB437MA,75218,0.83,,,,,2003
61244CSHXX1100T,95636,0.86,,,,,2003
53209BNZLN2724W,N040,1.38,,,,,2003
62263NSCTNENTER,95636,0.64,,,,,2003
68106MRCNL5020S,110543,1.03,,,,,2003
25112NNCRBRTE25,77736,0.6,,,,,2003
98201SCTTP2600F,N511,1.03,,,,,2003
99503CRMRY814WN,N590,0.0,,,,,2003
29445MBYCRHIGHW,N100,1.2,,,,,2003
23847MPRFN620RE,7439965,0.85,,,,,2003
76001LSTTS7701A,79016,0.74,,,,,2003
42087WSTVCHIGHA,50000,1.0,,,,,2003
87413BLMFLNO50C,N511,0.9,,,,,2003
90040KPPRS5431D,1330207,1.0,,,,,2003
30417GRGPCHWY28,N420,1.0,,,,,2003
90248MCHNC15220,N511,0.0,,,,,2003
92649CTNGS15541,78933,1.29,,,,,2003
79371STHWS8MISW,N590,1.1,,,,,2003
60411RVRDL220EA,94746,1.0,,,,,2003
93650THVND7209N,1717006,0.63,,,,,2003
47304TWSNT4620W,7440473,0.92,,,,,2003
28659GRDNR600EL,71363,0.7,,,,,2003
90745BFGDR2104E,N420,1.0,,,,,2003
54555LNTHRHWY13,67561,1.05,,,,,2003
29445WLLMS2242B,N040,0.94,,,,,2003
44805SHLND1745C,1330207,1.63,,,,,2003
77592NNCRB2800L,1330207,1.0,,,,,2003
13045PLLTR3643W,108101,1.0,,,,,2003
29108TRCST81MAW,7440473,1.0,,,,,2003
14882SCYGL228MI,N982,0.0,,,,,2003
29045HRDWC2114L,7439976,0.0,,,,,2003
34221HMSCH7610H,74839,1.12,,,,,2003
53051GKNSNN92W1,7440508,0.83,,,,,2003
87416FRCRNCOUNT,N450,1.14,,,,,2003
68787GRTDN1200N,N120,1.43,,,,,2003
65340MRSHL765WN,N420,0.84,,,,,2003
14218BTHLHGALVA,N420,0.72,,,,,2003
75090RLQDL6436U,7726956,0.76,,,,,2003
63901BRGGSHWY14,7697372,1.22,,,,,2003
35616LRCHNHIGHW,N511,0.85,,,,,2003
45895KNTRB700LU,N982,0.92,,,,,2003
77507CTLYS10001,7550450,1.93,,,,,2003
32671DYCPR3100M,127184,1.08,,,,,2003
64504FRMLN1417L,1330207,3.6,,,,,2003
57252VLLYQ200ER,N511,0.99,,,,,2003
42351CMMNWKYHWY,N090,0.95,,,,,2003
21801PRDNCROUTE,191242,1.0,,,,,2003
02038FRNKL259CO,108883,99.0,,,,,2003
46320MRCNN25011,N230,0.88,,,,,2003
85040LCTRN4824S,7439921,0.8,,,,,2003
45242XMXCR4444C,7440473,2.57,,,,,2003
19331STHCN210NB,7440473,0.9,,,,,2003
36732GLFSTHIGHW,120809,1.02,,,,,2003
94102SMNTT155HE,7440020,1.1,,,,,2003
49080DRGLB331BR,N458,5.6,,,,,2003
14845TSHBWWESTI,7697372,1.06,,,,,2003
23324MRDHS4030B,100414,1.04,,,,,2003
37763DVRSF657GA,110827,0.01,,,,,2003
37763DVRSF657GA,118741,0.0,,,,,2003
23860HPRWL1114H,N590,0.0,,,,,2003
83873SLVRVLAKEG,N982,1.2,,,,,2003
45502NVSTR6125U,N230,1.04,,,,,2003
60187SPRYNNORTH,7439921,1.1,,,,,2003
29693SNGNVHWY11,7440473,1.07,,,,,2003
93230HNFRD10596,7664417,1.1,,,,,2003
55749HBBNG1832S,7439921,1.3,,,,,2003
39120NTRNT312LO,10049044,0.77,,,,,2003
06470HBBLL14PRO,7439965,0.88,,,,,2003
