TRIFID,CAS NUMBER,PROD RATIO/ACTIVITY INDEX,SR ACTIVITY 1,SR ACTIVITY 2,SR ACTIVITY 3,SR ACTIVITY 4,REPORTING YEAR
98020PGTSN92208,1330207,1.0,,,,,2004
77541BSFCR602CO,108952,1.27,,,,,2004
54936GDDNG142DO,7440020,1.0,,,,,2004
54166RRWCS2900E,7439921,1.22,,,,,2004
06422PRMTRAIRLI,8001589,0.68,,,,,2004
90245RLQDL131EE,N495,0.0,,,,,2004
95457JMJNS16445,1330207,0.99,,,,,2004
01104NTNLM175PR,N100,1.06,,,,,2004
46312NLNDS3210W,N450,1.22,,,,,2004
46312NLNDS3210W,N458,1.22,,,,,2004
64050LFRGN2200N,N150,1.27,,,,,2004
36752GPLSTONEPL,80057,1.14,,,,,2004
15045TCHMT15ALL,7664393,0.72,,,,,2004
19703LLDSG6100P,542756,1.23,,,,,2004
15650LTRBS2626L,N100,1.33,,,,,2004
47528PSDWR15400,N040,1.28,,,,,2004
58075PRGLD18049,7782505,1.0,,,,,2004
90023DKNVR3650E,N495,1.0,,,,,2004
62040MDWST9KONZ,N230,0.89,,,,,2004
45804SHLCM1150S,1330207,0.96,,,,,2004
12803BRDNC64FAR,67561,0.98,,,,,2004
62048CNCNC2150S,95636,0.65,,,,,2004
90221RBCND18301,7440473,1.1,,,,,2004
06037MHRTN225EP,N100,0.89,,,,,2004
47601VGCLC3700N,N495,1.06,,,,,2004
56401CRMTL210NE,7439921,0.97,,,,,2004
61265WLLMS6003R,7440020,0.85,,,,,2004
55016MCHMLHIGHW,140885,0.91,,,,,2004
44510NRTHS2669W,N725,1.27,,,,,2004
50595WHTCN600ST,71363,0.97,,,,,2004
31402NNCMPWESTL,N040,1.17,,,,,2004
15834MRCNS513EA,7440508,0.9,,,,,2004
35064SSFRFVALLE,7647010,1.16,,,,,2004
77530HWLLC1201S,N420,0.0,,,,,2004
77506CRWNC111RE,1319773,0.0,,,,,2004
78550HRLNGHWY10,91203,1.03,,,,,2004
78550HRLNGHWY10,N590,1.03,,,,,2004
06010STRNP110HA,75092,1.12,,,,,2004
77015JHNNH16717,1634044,1.08,,,,,2004
63401NDRND2001O,N420,1.44,,,,,2004
77643WSTMNHWY73,75456,0.5,,,,,2004
55016MCHMLHIGHW,N982,0.74,,,,,2004
55016MCHMLHIGHW,584849,1.04,,,,,2004
60628SHRWN11541,7439921,1.02,,,,,2004
07823BSFCRJAMES,71363,0.94,,,,,2004
46901SYNDC945SL,108952,0.92,,,,,2004
01202NSTRS550CH,7439921,1.17,,,,,2004
44011CHMTR35850,67561,0.0,,,,,2004
47353DLNDS215BR,110543,1.0,,,,,2004
67213BGPRD701SW,108883,0.12,,,,,2004
62040GRNTC20THS,132649,0.98,,,,,2004
18960SCHLMCARIL,7440508,1.04,,,,,2004
70669PPGNDCOLUM,91203,1.12,,,,,2004
75243TXSNS13500,872504,1.18,,,,,2004
33619MRTNG4118P,N590,0.82,,,,,2004
15834MRCNS513EA,7440666,0.9,,,,,2004
61032MDRNP701SH,N495,0.89,,,,,2004
54308KRGRN1330B,N982,1.07,,,,,2004
23234JWFRG4107C,872504,0.98,,,,,2004
46540PCMRC11550,1330207,1.16,,,,,2004
92373SPRTC300KA,N420,1.29,,,,,2004
78550HRLNGHWY10,95636,1.03,,,,,2004
77643WSTMNHWY73,75650,0.7,,,,,2004
94553TSCCRAVONR,191242,0.95,,,,,2004
70805XXNCH4999S,1313275,1.01,,,,,2004
70094MRCNC10800,74908,0.9,,,,,2004
77221CMCNC7030A,7440020,1.5,,,,,2004
55432LRSNS7421C,79016,0.99,,,,,2004
77977PLCDR15MIS,N590,0.8,,,,,2004
70805XXNCH4999S,78922,0.97,,,,,2004
70805XXNCH4999S,75650,0.97,,,,,2004
70805XXNCH4999S,127184,1.39,,,,,2004
78219VLRSN4719C,N590,1.07,,,,,2004
21230SHRWN2325H,100414,1.05,,,,,2004
40031MGNTW2615E,108394,0.75,,,,,2004
83101NGHTN5MISO,N450,1.09,,,,,2004
37110MGNTK204RE,N420,0.01,,,,,2004
49078PRKRH300PA,7440508,1.27,,,,,2004
29341SHKSH552HY,91203,0.0,,,,,2004
02184CTGPT385QU,91203,0.99,,,,,2004
62274GSMTL3764L,7440473,0.0,,,,,2004
04861DRGNPUSROU,N590,0.85,,,,,2004
93401CBCNS4388L,7439965,1.0,,,,,2004
93401CBCNS4388L,7440666,1.0,,,,,2004
97208CHVRN5531N,N420,0.98,,,,,2004
77643WSTMNHWY73,26628228,0.4,,,,,2004
47250MDSNP94E40,7440508,1.01,,,,,2004
89029MHVGN2600E,N770,1.03,,,,,2004
77221CMCNC7030A,7440473,1.09,,,,,2004
77512CNCHMFM291,110827,1.06,,,,,2004
79124MRLLR4200W,71432,0.98,,,,,2004
07410KRSCH2001P,7440473,1.6,,,,,2004
99501TSRLS1522P,191242,1.03,,,,,2004
44146SPRYN26300,107211,1.01,,,,,2004
78216GDNVT8803W,108883,1.0,,,,,2004
83101NGHTN5MISO,N495,1.09,,,,,2004
62454MRTHNMARAT,N511,0.12,,,,,2004
70734VLCNMASHLA,1330207,0.0,,,,,2004
83706MCRNT2805E,N420,1.33,,,,,2004
35601MCCHMFINLE,108383,0.93,,,,,2004
32401STNCN1EVER,N040,1.15,,,,,2004
67213BGPRD701SW,108101,7.14,,,,,2004
01960CMRCSCORWI,1330207,1.16,,,,,2004
72908FDRLC74S28,1330207,0.0,,,,,2004
63106WRNRJ2526B,872504,1.2,,,,,2004
61265JHNDR5013R,N230,1.0,,,,,2004
85532NSPRTPOBOX,N495,1.08,,,,,2004
35064SSFRFVALLE,N590,1.02,,,,,2004
76092STHLK1700S,1330207,0.97,,,,,2004
77643WSTMNHWY73,465736,0.0,,,,,2004
35055CLLMN1909B,7439921,1.06,,,,,2004
23607NWPRT4101W,7440508,1.0,,,,,2004
77065DNLVL19191,7440473,1.59,,,,,2004
36426CNTNRHIGHW,91203,1.07,,,,,2004
48026PMGNT17000,7439921,0.76,,,,,2004
29677MCHLNHIGHW,N590,1.0,,,,,2004
56159LNDLKEASTH,7697372,0.77,,,,,2004
61061BRDNNWHITE,7664417,1.2,,,,,2004
46131SSXGR3200E,105679,1.04,,,,,2004
49417RMLLR14516,N420,1.0,,,,,2004
35023TTNCT2025E,1330207,2.49,,,,,2004
70051MRTHNHWY61,463581,1.02,,,,,2004
12589FRRTP1COMM,N495,0.93,,,,,2004
48921GMCGL920TO,67561,1.66,,,,,2004
98373BCGFB18001,108883,0.92,,,,,2004
01450NSCCR412MA,7440473,3.49,,,,,2004
42348WLLMTPOBOX,N420,1.12,,,,,2004
94558NPPPC1025K,N450,0.35,,,,,2004
28562STNDY101IN,N100,1.1,,,,,2004
45840THHRC1300M,N982,0.0,,,,,2004
77590MCLCM24015,100414,0.94,,,,,2004
23860LLDSGPOBOX,N495,0.97,,,,,2004
61008BLVDR3000W,N450,0.92,,,,,2004
61008BLVDR3000W,N511,0.92,,,,,2004
78221SNNTN10619,1330207,1.09,,,,,2004
60901NCLCH1400H,79107,1.04,,,,,2004
58571GRTRV4001H,7439921,0.0,,,,,2004
63461MRCNCSTATE,40487421,1.07,,,,,2004
77643WSTMNHWY73,333415,0.0,,,,,2004
90749RCPRD1801A,N458,1.26,,,,,2004
85532NSPRTPOBOX,N090,1.08,,,,,2004
60650GTTND4620R,N982,1.2,,,,,2004
70057WTCCRRIVER,N982,1.14,,,,,2004
48218SCKBT14ZUG,71432,1.0,,,,,2004
62084SHLLLRTE11,98828,1.04,,,,,2004
07728NSTLF61JER,7697372,0.86,,,,,2004
46217NDNPL3700S,N770,1.03,,,,,2004
55071SHLND100WT,N420,1.06,,,,,2004
75502CPRTRRT12P,191242,0.99,,,,,2004
53151STHWS2790S,N511,0.96,,,,,2004
92879NCXXX1001C,7440473,1.1,,,,,2004
01376HTFBX13IND,7440473,1.0,,,,,2004
54143NSLFRONEST,N230,1.08,,,,,2004
60007LCTRN27WTU,N100,1.0,,,,,2004
70669PPGNDCOLUM,71432,1.12,,,,,2004
43078GRMSR550ST,7439921,0.98,,,,,2004
85284LLDSG1300W,7439921,1.8,,,,,2004
70805FRMSPGULFS,56235,3.2,,,,,2004
18062LHGHC111LE,100425,1.1,,,,,2004
12533MCRSXHUDSO,7664393,1.19,,,,,2004
40216RHMND4300C,107131,1.02,,,,,2004
56751PLRSNHWY89,107211,1.02,,,,,2004
31006MFHTXHWY96,1163195,1.03,,,,,2004
48921BCLNS920TO,N590,0.53,,,,,2004
00619CRBBNLUCHE,110827,1.23,,,,,2004
23607NWPRT4101W,N120,1.0,,,,,2004
62205KZCTN2904M,108101,1.13,,,,,2004
62084SHLLLRTE11,100414,1.04,,,,,2004
44510NRTHS2669W,N090,1.27,,,,,2004
62568GSRGP1200E,67561,0.5,,,,,2004
35125BNJMN109BA,85449,0.93,,,,,2004
66106KNSSC3401F,N420,0.92,,,,,2004
77651TXCCHHWY36,107211,0.95,,,,,2004
94545RHMND25500,108054,0.89,,,,,2004
97231RCPRD9930N,7439921,1.0,,,,,2004
94804RCPRD1306C,N458,1.12,,,,,2004
89431PRTTY75SPI,100425,1.0,,,,,2004
57445JMSVL44251,110543,1.7,,,,,2004
82609LTTLM5700E,N590,0.99,,,,,2004
74107SNCLR902W2,100414,0.99,,,,,2004
05753CBTGR100EX,191242,0.0,,,,,2004
23803CHPRR25801,N982,1.1,,,,,2004
95203RCPRD2700W,91203,0.81,,,,,2004
04106NRTHSONECL,N590,1.03,,,,,2004
40033TGKYL633EM,110827,1.09,,,,,2004
40033TGKYL633EM,N982,1.09,,,,,2004
40033TGKYL633EM,1330207,1.09,,,,,2004
48858THDLF980SO,N420,1.02,,,,,2004
83639GSTFSBRUNE,137268,1.0,,,,,2004
43616SHLCM4001C,71432,1.2,,,,,2004
46268RDVSN7911Z,N420,1.19,,,,,2004
39401RSNLL103DI,91203,8.16,,,,,2004
46368MDWSTROUTE,7647010,1.11,,,,,2004
70791GRGPCZACHA,N420,1.0,,,,,2004
52641GDYRTPOBOX,N420,1.1,,,,,2004
92020CHMTR1150W,7664393,1.01,,,,,2004
70342MDSTR1SPIR,95636,0.0,,,,,2004
95678NCLCT7501F,7697372,1.14,,,,,2004
39046NSSNN3NISS,100414,3.33,,,,,2004
34208TRPCN10011,79210,1.3,,,,,2004
08070GNSCHINDUS,N106,0.0,,,,,2004
37066CLFRN850ST,N511,1.01,,,,,2004
77643WSTMNHWY73,134327,0.4,,,,,2004
67114NRCRF810SC,1330207,1.25,,,,,2004
62960LLDSGUSHWY,7664417,0.88,,,,,2004
56308LXNDR401CO,N090,0.9,,,,,2004
45225MYRTL3055C,7429905,1.05,,,,,2004
32236RCHHLWESTB,108316,1.36,,,,,2004
46506CPPRF1115W,N090,1.22,,,,,2004
02173HNYWL2FORB,7439976,0.48,,,,,2004
53215DLTRL2745S,7440508,0.97,,,,,2004
06801SLDRC6RESE,N120,2.26,,,,,2004
46312LTVST3001D,N740,1.2,,,,,2004
95691RCPRD1601S,91203,0.91,,,,,2004
94804RCPRD1306C,N420,1.12,,,,,2004
15104HRSCH13THB,N450,1.2,,,,,2004
55066DRKTW4079P,108883,0.89,,,,,2004
45690DWPCR423HO,7439921,0.88,,,,,2004
46222MCLC02500N,95636,1.1,,,,,2004
77643BSFFNNEOFI,7664417,0.28,,,,,2004
46368MDWSTROUTE,N511,1.09,,,,,2004
47805VPRCN41EST,N420,0.0,,,,,2004
97448CNTRY135EF,7440508,1.67,,,,,2004
77643WSTMNHWY73,7782414,1.2,,,,,2004
77643WSTMNHWY73,79447,0.4,,,,,2004
77643WSTMNHWY73,79469,0.9,,,,,2004
60018MCLC02201S,110543,0.88,,,,,2004
46320KLDVS3000S,7782505,1.1,,,,,2004
48921RTTCR2801W,N495,4.59,,,,,2004
71356MRTCP116RO,75070,1.28,,,,,2004
85282NTDDR2036S,7664417,0.9,,,,,2004
17340RSTKRKEYST,7439921,0.98,,,,,2004
95203RCPRD2700W,95636,0.81,,,,,2004
57445JMSVL44251,75070,1.7,,,,,2004
82609LTTLM5700E,191242,0.99,,,,,2004
44087HCRCT225EA,7439921,0.0,,,,,2004
95330CBCST17ELU,7439965,1.3,,,,,2004
77547CHVRN12523,91203,0.98,,,,,2004
96817HNLLM777NN,91203,1.02,,,,,2004
39459STHRN1192M,N511,1.07,,,,,2004
48121FRDM23001M,71363,1.08,,,,,2004
43612CHRYS4000S,108101,1.16,,,,,2004
78410KCHRFSUNTI,N096,1.03,,,,,2004
04239NTRNTRILEY,N420,1.01,,,,,2004
77592TXSCTLOOP1,106990,1.27,,,,,2004
43616SHLCM4001C,106934,1.2,,,,,2004
07008MCLC0760RO,7439976,0.97,,,,,2004
46783GMCTR12200,N982,0.94,,,,,2004
07105LNCHM268DO,67561,0.13,,,,,2004
57059BRNNT851WA,7664417,1.06,,,,,2004
92337BLDNG11800,N420,0.99,,,,,2004
17404JBKRC320NO,N420,1.03,,,,,2004
35401LKCRP4600S,N100,1.69,,,,,2004
38181STHRNPOBOX,7440439,1.84,,,,,2004
08066JHNSN2001A,7782505,1.13,,,,,2004
98108DLTMR1608S,100425,1.17,,,,,2004
77536SHLLLHIGHW,1313275,1.0,,,,,2004
79905LPSRF6500T,7439921,1.24,,,,,2004
48446DCPLT395DE,N100,1.0,,,,,2004
52001YMCDN4800C,7440020,1.02,,,,,2004
57078LMXXT2300A,131113,1.05,,,,,2004
52638SRMYW17571,1330207,0.89,,,,,2004
46345RLLCT2NDAN,N096,1.05,,,,,2004
31089LMSNS900JO,N420,1.39,,,,,2004
31907PRCSN4800C,N420,1.2,,,,,2004
36590HRSCC4075H,79016,0.0,,,,,2004
47905LLLLYLILLY,7439976,0.76,,,,,2004
60650CJSPR3119S,7664393,1.26,,,,,2004
77522XXNCH5000B,108101,0.0,,,,,2004
84401LBNMF2774S,N450,1.09,,,,,2004
74401DLTLX381DA,7440393,0.35,,,,,2004
65301SRRBL1400W,7439921,1.08,,,,,2004
75846LMSTNFM39A,N725,1.05,,,,,2004
43612CHRYS1000J,100414,1.12,,,,,2004
78408STHWS1700N,115071,0.98,,,,,2004
04239NTRNTRILEY,7664939,1.01,,,,,2004
29385SYBRN10150,131113,4.79,,,,,2004
92641GDWNC12361,67561,1.69,,,,,2004
21224BLDNG1500P,191242,1.05,,,,,2004
79766RFCHM2559W,67561,0.0,,,,,2004
87421SNJNGCOUNT,7664939,1.1,,,,,2004
08873WMZNS39BEL,80626,1.63,,,,,2004
29731TTCHS1750O,7697372,1.1,,,,,2004
46562SPXCR5ARNO,7439965,1.54,,,,,2004
27890RNKVL290PO,N040,1.0,,,,,2004
60435CPNRG10IND,7664417,0.7,,,,,2004
78469VLRRF5900U,N590,1.06,,,,,2004
98138GCWST18700,108101,1.06,,,,,2004
33566LMXXTINDUS,7440508,1.1,,,,,2004
15144PPGND125CO,71363,0.97,,,,,2004
68008GRHLD21NIN,7439921,1.0,,,,,2004
75601MRTHN2400S,7439921,1.4,,,,,2004
70669CNCLKOLDSP,107062,1.0,,,,,2004
39567CHVRNPOBOX,N982,1.03,,,,,2004
90749RCPRD1801E,110543,0.94,,,,,2004
46552DCTLT30350,7439921,1.2,,,,,2004
14513CLCTR105NO,7439921,1.1,,,,,2004
14564RPDPR625FI,7440020,0.0,,,,,2004
62526DMCRN4666F,74839,1.0,,,,,2004
29448GNTCMPOBOX,N230,0.99,,,,,2004
29448GNTCMPOBOX,80626,0.99,,,,,2004
45365STLLC2633C,N090,1.02,,,,,2004
78741DVNCD5204E,N511,1.61,,,,,2004
84029CHMCLOLDHW,N420,1.07,,,,,2004
47905LLLLYLILLY,75092,0.9,,,,,2004
46236GBCKD10640,2837890,0.9,,,,,2004
18014KYSTNRT329,7440393,0.99,,,,,2004
48111WYNDS49350,1332214,0.0,,,,,2004
83873SLVRVLAKEG,N100,1.2,,,,,2004
19061BPLCMPOSTR,110543,0.91,,,,,2004
08862RRTNR225EL,N420,1.23,,,,,2004
42029WSTLK2468I,7647010,1.01,,,,,2004
61547CTRPL8826W,N120,1.2,,,,,2004
45212MSCNC2909H,1634044,0.67,,,,,2004
85621CPPRF765NT,N010,1.62,,,,,2004
74116FBRPD2201N,100425,0.87,,,,,2004
55350HRCLS35ADA,7664417,1.0,,,,,2004
91761GNRLL1923E,7440020,0.74,,,,,2004
70669VSTCHOLDSP,N458,1.04,,,,,2004
78469VLRRF5900U,128041,1.06,,,,,2004
71052NTRNTHWY50,7647010,0.9,,,,,2004
78403CSTLR1300C,107211,1.05,,,,,2004
19061BPLCMPOSTR,N590,0.92,,,,,2004
40509LNKBL3001T,7439965,1.02,,,,,2004
42029WSTLK2468I,541731,1.01,,,,,2004
77640CHVRN2001S,74851,1.2,,,,,2004
22031MCLFR9601C,1330207,1.08,,,,,2004
91605RMRCS13030,100425,0.0,,,,,2004
60650NTNLC1400S,N458,1.16,,,,,2004
77511SLTNCFM291,67561,1.02,,,,,2004
63133SNNTT1378K,1330207,0.88,,,,,2004
63133SNNTT1378K,71363,0.88,,,,,2004
31647MCRFLROUTE,91203,0.0,,,,,2004
71742GRGPC1GEOR,75070,0.86,,,,,2004
68005RDYMX182HW,N511,1.0,,,,,2004
43616TWWST1819W,95636,0.9,,,,,2004
77474MSSFL57USH,7440020,1.15,,,,,2004
53148RSTLM8105F,100414,1.04,,,,,2004
32132DGHRT211DB,100425,1.5,,,,,2004
70665CHMCL7170J,MIXTURE,0.0,,,,,2004
97203BYDST9125N,7440020,1.0,,,,,2004
46241CHRYS1100S,N420,1.08,,,,,2004
46241CHRYS1100S,7664939,1.08,,,,,2004
48174MCHGN36345,67561,0.68,,,,,2004
80528CLSTC4701T,7439921,0.64,,,,,2004
75119LKCRP202CE,N420,0.97,,,,,2004
72143VCKRS40LIN,7440020,1.05,,,,,2004
32831STNTN5100S,7664417,0.67,,,,,2004
35208NDLCH1125R,127184,0.0,,,,,2004
70665CHMCL7170J,1912249,0.0,,,,,2004
93291KWNRC7200D,1330207,1.1,,,,,2004
85226STHBY6409W,N511,0.0,,,,,2004
21219BTHLHDUALH,191242,1.1,,,,,2004
46345CRDNLFIRST,7782505,0.0,,,,,2004
85226STHBY6409W,128041,0.0,,,,,2004
54241HMLTN400CO,7439965,1.06,,,,,2004
46241CHRYS1100S,108952,1.08,,,,,2004
77541THDWCBUILD,96184,1.0,,,,,2004
89801JRRTT50MIL,N100,0.87,,,,,2004
16214PNYCRRR2BO,N450,0.0,,,,,2004
77541THDWCBUILD,79107,1.0,,,,,2004
93308TXCRF2436F,100414,0.99,,,,,2004
28302CPFRF1309I,7664417,0.02,,,,,2004
37620XDCRP364EX,N020,0.98,,,,,2004
28732STLCSCANEC,71363,0.72,,,,,2004
42101LLLYN347CE,100414,1.09,,,,,2004
49444WBBCH2708J,100414,0.51,,,,,2004
13322HMGNS2395M,7440484,1.0,,,,,2004
61265MLNPN54002,N495,1.26,,,,,2004
06062GNRLL41WOO,N590,1.04,,,,,2004
78219MRBLD4722C,100425,1.46,,,,,2004
83873SLVRVLAKEG,N450,1.2,,,,,2004
92154CSMDF7685S,75218,2.29,,,,,2004
35983CHVTCEWING,N040,0.94,,,,,2004
70665CHMCL7170J,N040,0.0,,,,,2004
70665CHMCL7170J,191242,0.0,,,,,2004
21219BTHLHDUALH,7782505,1.1,,,,,2004
46345CRDNLFIRST,7664417,0.0,,,,,2004
78403CSTLR1300C,N511,1.05,,,,,2004
37160LCNRC1605R,N982,1.23,,,,,2004
77541THDWCBUILD,540590,1.0,,,,,2004
19135TNNRN5811T,7664417,1.18,,,,,2004
27320BHMFLROUTE,71363,0.0,,,,,2004
35118LBMCL8260B,7439921,1.1,,,,,2004
77640FNLNDHIGHW,110827,1.02,,,,,2004
70669VSTCHOLDSP,N590,1.05,,,,,2004
59101XXNBL700EX,N458,6.34,,,,,2004
79922CHMRX4600R,N230,0.79,,,,,2004
62040GRNTC20THS,N106,0.98,,,,,2004
44035NGLHR120PI,N010,0.04,,,,,2004
15074THVLS372CL,80626,1.01,,,,,2004
39736NTDCMSTATE,79016,0.98,,,,,2004
61834KRPPG75WAL,N090,0.9,,,,,2004
07077SHLLL111ST,75650,1.04,,,,,2004
39466SNBLT210CR,108883,1.42,,,,,2004
15233THVLS2000W,1330207,0.97,,,,,2004
16033BSFCR1424M,71363,0.0,,,,,2004
44266GNRLL6800N,N420,0.97,,,,,2004
19428FNNRN901WA,95636,1.09,,,,,2004
32226STJHN11201,N020,1.03,,,,,2004
28451DPNTXSTATE,107211,1.1,,,,,2004
90040THMCC5501E,100414,1.08,,,,,2004
84116CHVRN2351N,110827,1.04,,,,,2004
36830DXTRL300WE,1330207,2.36,,,,,2004
16701KNDLL77NKE,N982,1.0,,,,,2004
77640FNLNDHIGHW,111422,1.02,,,,,2004
77541THDWCBUILD,120127,1.0,,,,,2004
77522XXNBY2800D,N100,1.14,,,,,2004
77522XXNBY2800D,1634044,1.14,,,,,2004
48838FDRLM510EG,7664417,1.12,,,,,2004
29115CXWDPCANNO,N020,0.0,,,,,2004
67214MRRYG6100W,N590,0.94,,,,,2004
94802CHVRN576ST,106990,0.0,,,,,2004
78071DMNDS301LE,7782505,1.09,,,,,2004
14219FRDMT53663,7440508,1.56,,,,,2004
43311PTCHN1465W,N040,1.18,,,,,2004
15074THVLS372CL,N982,1.01,,,,,2004
08861CHVRN1200S,100414,0.99,,,,,2004
89822NWMNT6MAIL,N450,1.19,,,,,2004
19067VNWTR200DE,67561,0.74,,,,,2004
67042TXCRF1401S,79016,1.0,,,,,2004
62206STSTL3300M,110543,1.02,,,,,2004
75050SRGRD23501,100414,1.03,,,,,2004
84116CHVRN2351N,191242,1.04,,,,,2004
77522XXNBY2800D,98828,1.14,,,,,2004
90744SHLLLBERTH,N420,2.23,,,,,2004
77522XXNBY2800D,N106,1.14,,,,,2004
77522XXNBY2800D,50000,1.14,,,,,2004
48838FDRLM510EG,7440508,1.12,,,,,2004
90745SHLLL20945,78922,0.54,,,,,2004
77905NVSTS2695L,110543,1.0,,,,,2004
45232NRFBC4955S,7440473,0.0,,,,,2004
39501NDLLM19003,7782505,0.57,,,,,2004
98632LNGVWSOUTH,N511,1.06,,,,,2004
62206STSTL3300M,91203,0.0,,,,,2004
90040THMCC5501E,91203,1.08,,,,,2004
77511MCCHM2MISO,108883,1.01,,,,,2004
74764WYRHSHIGHW,N450,1.13,,,,,2004
15014LLGHNRIVER,N511,0.94,,,,,2004
98221SHLLLWESTM,127184,1.06,,,,,2004
70734NRYLCPOBOX,115071,1.07,,,,,2004
53562GRBRN7549G,N495,0.66,,,,,2004
17701LNZNC3500T,7782505,0.94,,,,,2004
19440PNNCL2755B,N450,1.82,,,,,2004
13603FRTDR2NDST,7439976,0.0,,,,,2004
19428FNNRN901WA,107211,1.09,,,,,2004
43211HNNCH1313W,100414,0.97,,,,,2004
08861CHVRN1200S,N458,1.09,,,,,2004
75098HLLND1301M,7439965,1.31,,,,,2004
19608SNCNCFRITZ,1330207,0.04,,,,,2004
94559STNPR400TO,110543,1.14,,,,,2004
61821KRFTF710NO,7664417,1.07,,,,,2004
24343SPRGLMILLS,N420,0.54,,,,,2004
48220MCDRM1221F,N230,0.94,,,,,2004
23234PRMRY3302D,71432,0.93,,,,,2004
07922RHSNC235SN,7429905,1.3,,,,,2004
48220MCDRM1221F,N420,1.27,,,,,2004
78071DMNDS301LE,1330207,1.09,,,,,2004
78071DMNDS301LE,107062,1.09,,,,,2004
77979BPCHMTEXAS,60355,1.09,,,,,2004
08873NNCRB40VER,100425,0.38,,,,,2004
78217CPTLG11551,7664939,1.0,,,,,2004
45302HNDFM12500,1330207,1.0,,,,,2004
16503CLSCT1707G,N040,0.44,,,,,2004
71130TRCKN7600G,1330207,1.76,,,,,2004
61554NCRNC13082,N150,1.07,,,,,2004
70079RSLTN16122,108883,0.94,,,,,2004
46953CBLCN440EA,7440508,0.8,,,,,2004
48121FRDM43001M,7440020,0.6,,,,,2004
02809DXNND386ME,1330207,2.2,,,,,2004
77015GSSNR16415,7440508,1.03,,,,,2004
31040STHSTSHADD,N982,1.01,,,,,2004
46225LLLYN546AB,7439965,0.83,,,,,2004
16003RMCDVROUTE,N100,1.37,,,,,2004
63088NLCHM3RDST,872504,1.26,,,,,2004
47274CRGLL401AG,7664417,0.0,,,,,2004
98532FSCNC123HA,7440508,1.0,,,,,2004
77590MCLCM24015,7664393,0.94,,,,,2004
84601PCFCS2550S,1330207,1.37,,,,,2004
77530DLTTB4SSHE,7439921,3.49,,,,,2004
47001RRCSK202CO,7440020,1.0,,,,,2004
45885STMRY335NC,7664939,0.71,,,,,2004
38751STHFR267BA,N511,1.15,,,,,2004
31520SCMGLRTE6B,7664939,0.0,,,,,2004
39703CLMBSCARSO,50000,1.03,,,,,2004
24311MRLLTROUTE,71363,1.2,,,,,2004
45043RMCNC1801C,74851,1.0,,,,,2004
48921BCLNS2800W,N450,0.55,,,,,2004
47905RMGNT2800C,108952,1.05,,,,,2004
60450RCHHLCOLLI,77736,0.89,,,,,2004
92806BSFST1440N,108952,10.0,,,,,2004
89803BRRCK27MIL,7697372,0.06,,,,,2004
43015DLSCR700LO,79016,1.35,,,,,2004
47362LLGHNPOBOX,N511,1.01,,,,,2004
01970SGNNW24FOR,N150,0.92,,,,,2004
50616SLSBR1900R,107119,0.66,,,,,2004
15690SSVND130LI,N096,1.01,,,,,2004
