TRIFID,TRI_CHEM_ID,PROD RATIO/ACTIVITY INDEX,SR ACTIVITY 1,SR ACTIVITY 2,SR ACTIVITY 3,SR ACTIVITY 4,REPORTING YEAR
4537WSGMCR1985W,108883,1.06,R4,,,,2018
76801CHVRN14DRI,N420,1.05,,,,,2018
77536CCDNTTIDAL,67663,1.15,,,,,2018
71822NKSPPHIGHW,N150,1.13,,,,,2018
99703SDPRT1060G,N770,0.95,,,,,2018
48732DKRNJNWEAD,7664417,0.91,,,,,2018
55432KWKFL50473,N495,1.19,,,,,2018
02722BRMCS106FE,7664417,0.92,,,,,2018
27263SFTYK6182O,N590,0.64,,,,,2018
7101WDCRBN21RED,74908,1.03,,,,,2018
17801NTHRCANTHR,7439921,3.1,,,,,2018
38821FBRSP500WA,80626,0.96,,,,,2018
66115GNBNC3001F,7440360,1.2,,,,,2018
48174SFTYK148HA,191242,0.99,,,,,2018
31750LPPRT160OR,7440473,0.8,,,,,2018
53080MSDVT1658C,N495,1.19,,,,,2018
92647CMBMN7601C,100425,1.07,R2,,,,2018
07105FDRLB9BACK,7440508,1.03,,,,,2018
61104JLCLR2300S,N230,0.76,,,,,2018
15062MNSSN345DO,463581,0.92,,,,,2018
52732DMCRN1251B,7664939,1.06,,,,,2018
52732DMCRN1251B,N770,1.02,,,,,2018
71730NVRNM309AM,75456,0.84,,,,,2018
03773STRMRGUILD,7439921,0.84,,,,,2018
32132BRNSW42MEG,100425,1.39,,,,,2018
77536CCDNTTIDAL,540590,1.15,,,,,2018
45601MDCRP401SP,10049044,0.93,,,,,2018
79721FNLNDIS20E,91203,1.0,,,,,2018
00965SSCTBSTATE,108883,0.97,,,,,2018
79721FNLNDIS20E,1330207,1.0,,,,,2018
01887SRFCC100EA,68122,0.96,,,,,2018
29302BSFCR3455S,75070,0.7,,,,,2018
61547LNZNCUSROU,100447,1.01,,,,,2018
15522BDFRDRD2BO,100425,1.0,,,,,2018
7237WPLMPN2732A,N100,1.48,,,,,2018
7401WRRWHD171EA,N511,1.79,,,,,2018
36108SYLVS3500W,7783064,1.0,,,,,2018
2623WNLSTL999EA,7440473,1.03,,,,,2018
95818CHVRN2420F,N590,0.92,,,,,2018
95818CHVRN2420F,120127,0.92,,,,,2018
27870CHMPNNORTH,75070,1.03,,,,,2018
61021LLDLC1088C,7440473,1.29,,,,,2018
2821WMTVNT6851F,N420,1.18,,,,,2018
85540PHLPS4521U,95636,1.1,,,,,2018
85540PHLPS4521U,N100,1.0,,,,,2018
8406WRLDYN4269E,95636,1.41,,,,,2018
60044HLPRC601NS,7440508,1.0,,,,,2018
28139RVSBRRAILR,N010,0.3,,,,,2018
20664MRGNT12620,N090,0.99,,,,,2018
36512LBMPWUSHWY,7664417,1.22,,,,,2018
20166RBPXXBUILD,7440382,1.02,,,,,2018
20166RBPXXBUILD,1634044,1.02,,,,,2018
30243RCHLC1125H,N982,0.73,,,,,2018
28213NCLCH14700,924425,0.94,,,,,2018
35459CHMCLHWY17,1336363,1.4,,,,,2018
27263SFTYK6182O,191242,0.64,,,,,2018
30344PPGND1377O,108101,0.66,,,,,2018
70805XXNBT4050S,N230,2.08,,,,,2018
16433LRDCRSOUTH,108952,1.0,,,,,2018
21220TLLYC501CH,67561,0.8,,,,,2018
74107KLHMF5259S,7440473,3.0,,,,,2018
71730NVRNM309AM,2300665,0.84,,,,,2018
7245WPCFDS4114H,7664417,1.24,,,,,2018
44055NTNLB5311W,7440020,1.0,,,,,2018
75120CRGLLPOBOX,N120,0.99,,,,,2018
85540PHLPS4521U,91203,1.1,,,,,2018
45802RCDNH1900F,67561,1.03,,,,,2018
77979NNCRBPOBOX,74851,1.0,,,,,2018
70605LKCHR3943G,N590,2.13,,,,,2018
77049GLFRL17011,7440020,1.29,,,,,2018
3610WHYNDM1395B,N120,0.91,,,,,2018
8528WSFWYT1115W,7697372,1.08,,,,,2018
3505WWBBWH231IN,7440508,0.78,,,,,2018
37208XXNMB1741E,110543,1.04,,,,,2018
61061BRDNNWHITE,80057,0.97,,,,,2018
44482LTVST2234M,N511,1.06,,,,,2018
30318WHTKR1557M,110543,1.2,,,,,2018
73801TRRNT1000T,N420,0.87,,,,,2018
7974WDCPGL16WES,7783064,0.62,,,,,2018
50801FNSTLUSROU,95636,1.33,,,,,2018
3394WCMXPR193PE,N420,1.06,,,,,2018
97124HKMRC4600N,67561,0.61,,,,,2018
59644GRYMN45MIL,7439921,0.78,,,,,2018
71730LNLRF1000M,71432,0.92,,,,,2018
72370MRCNGCROMP,N100,0.88,,,,,2018
30467TRRNGBOX16,7664417,1.01,,,,,2018
19605GNRLBSPRIN,N420,1.05,,,,,2018
60174MRNTM3709O,7439921,0.6,,,,,2018
0171WSYNQR155SW,7439921,1.17,,,,,2018
95131QLNSN2165O,120127,1.06,,,,,2018
40216SPRRS4211B,1330207,1.29,,,,,2018
49007JMSRV243EA,N420,1.0,,,,,2018
70094GLDBN10LOU,N458,1.0,,,,,2018
47905LLLLYLILLY,75058,0.96,,,,,2018
70734RCDNCHIGHW,N078,0.93,,,,,2018
85242LNMCR6550S,7664417,1.13,,,,,2018
0382WTRBCM67CAL,N090,0.6,,,,,2018
95203QLNST3515N,N590,0.84,,,,,2018
30318WHTKR1557M,108883,0.1,,,,,2018
7564WDLNTC25BLU,101779,1.51,,,,,2018
49417RMLLR14516,N100,1.27,,,,,2018
60610WTRSV701WE,N420,0.86,,,,,2018
30062MTLCT1150M,1330207,0.91,,,,,2018
37662TNNSSEASTM,N590,2.0,,,,,2018
96925MBLLC1189C,95636,1.04,,,,,2018
37167NSSNMNISSA,N010,0.92,,,,,2018
46725CHRMS2433S,N230,1.0,,,,,2018
46725CHRMS2433S,71363,1.0,,,,,2018
30279LTMRBONEUL,N982,0.93,,,,,2018
8970WBSLTX26BEI,7439921,1.14,,,,,2018
29824FDRLB51GAR,7439921,1.0,,,,,2018
80542BLDRS5983R,75092,1.55,,,,,2018
