TRIFID,CAS NUMBER,PROD RATIO/ACTIVITY INDEX,SR ACTIVITY 1,SR ACTIVITY 2,SR ACTIVITY 3,SR ACTIVITY 4,REPORTING YEAR
30643NVFCM300FI,7440473,1.0,,,,,1987
30529RPRPM3475O,7440508,1.0,,,,,1987
30501STRKG1024A,7439965,1.0,,,,,1987
45885STMRY40540,7439965,0.97,,,,,1987
71753THYLCROUTE,80057,1.62,,,,,1987
41240MRCNSROUTE,7440508,1.0,,,,,1987
53209KLLYD6720N,7439965,0.0,,,,,1987
98225GRGPC300WL,7647010,1.0,,,,,1987
28352TNCRPHWY40,N982,1.0,,,,,1987
27260THMSB1408C,7439965,0.0,,,,,1987
53207MLWKF1532E,N090,1.0,,,,,1987
54301PCKRL1330L,7664417,1.0,,,,,1987
53963LTDRYN3545,7697372,1.01,,,,,1987
77009STHWS1312H,N982,0.88,,,,,1987
18960SCHLMCARIL,7440508,1.04,,,,,1987
13425SHRWD130SO,1310732,1.0,,,,,1987
54552FLMBP200NO,75070,1.0,,,,,1987
67480SLMNC103WM,108883,1.08,,,,,1987
30529RPRPM3475O,7439965,1.0,,,,,1987
53207MLWKF1532E,N450,1.0,,,,,1987
27263THMSB715WF,1330207,0.0,,,,,1987
30643NVFCM300FI,7440020,1.0,,,,,1987
30643NVFCM300FI,7440508,1.0,,,,,1987
44111SZTLD3180B,7439965,1.0,,,,,1987
30529RPRPM3475O,7440020,1.0,,,,,1987
38242TCMSH2700W,7440508,1.37,,,,,1987
54143MRNTTELYST,108883,1.1,,,,,1987
44111SZTLD3180B,7440473,1.0,,,,,1987
30529RPRPM3475O,7440473,1.0,,,,,1987
06795HYLPR669ST,7440508,1.78,,,,,1987
54301PCKRL1330L,7664382,1.0,,,,,1987
67401PWRVC500GR,7664393,1.0,,,,,1987
28311KLLYS6650R,N982,1.0,,,,,1987
77009STHWS1312H,N078,0.88,,,,,1987
30501STRKG1024A,7440473,1.0,,,,,1987
27260THMSB1408C,7440020,0.0,,,,,1987
30529RPRPM3475O,7440484,1.0,,,,,1987
27260THMSB1408C,7664382,0.0,,,,,1987
30501STRKG1024A,7440020,1.0,,,,,1987
44111SZTLD3180B,7440020,1.0,,,,,1987
44280WBBST675LI,7440473,1.0,,,,,1987
53209KLLYD6720N,N230,0.0,,,,,1987
77536SLTXP1230B,N982,0.0,,,,,1987
76310CRTNT4515A,67561,1.06,,,,,1987
44077QNTMC303HI,67561,1.02,,,,,1987
54143MRNTTELYST,1330207,1.1,,,,,1987
53207MLWKF1532E,N495,1.0,,,,,1987
30501STRKG1024A,7440508,1.0,,,,,1987
27260THMSB1408C,N040,0.0,,,,,1987
44280WBBST675LI,7439965,1.0,,,,,1987
