TRIFID,CAS NUMBER,PROD RATIO/ACTIVITY INDEX,SR ACTIVITY 1,SR ACTIVITY 2,SR ACTIVITY 3,SR ACTIVITY 4,REPORTING YEAR
25302BRGHT114VI,7697372,1.69,,,,,1998
44301BFGDR240WE,107131,0.99,,,,,1998
60104BRGWR700SO,67561,0.99,,,,,1998
27360THMSV401EM,1330207,1.15,,,,,1998
39730VSTPLPOBOX,7782505,1.24,,,,,1998
27101THMSV1201N,71363,1.31,,,,,1998
27559CHRKSSTATE,7439965,1.31,,,,,1998
32078GRGPCSTATE,120809,1.04,,,,,1998
27890RNKVL290PO,7664393,0.0,,,,,1998
38109GNNPR2860H,1332214,0.0,,,,,1998
36752GPLSTONEPL,121448,1.13,,,,,1998
46250BSTLC6161E,7439921,0.99,,,,,1998
72064DPNTRSTATE,7440473,1.02,,,,,1998
71109TLSPR3333M,71432,0.99,,,,,1998
30336GGRNT7005F,108883,1.15,,,,,1998
07105BNJMN134LI,141322,1.21,,,,,1998
44240WLLMS162NW,7782505,0.96,,,,,1998
35404TSCLS1500H,N010,1.05,,,,,1998
77562STHWS18310,107211,1.05,,,,,1998
39667RRFBR194CE,100425,2.5,,,,,1998
01887LTRNNONEJE,N230,1.03,,,,,1998
12508WTCCH570FI,117817,0.96,,,,,1998
78071DMNDS301LE,127184,1.69,,,,,1998
54453WSCNS2294R,7664382,0.95,,,,,1998
46203CTZNS2950E,110543,0.96,,,,,1998
75042MCRNN3057F,7697372,0.0,,,,,1998
02864KNTCX111MA,1163195,0.91,,,,,1998
60177HDNCX201NO,7440508,1.07,,,,,1998
67504CLNSMPOBOX,1330207,0.0,,,,,1998
19112SDDSNCODE1,7440020,1.16,,,,,1998
61265MLNPN54002,95636,0.99,,,,,1998
32114LMSHL405FE,N120,0.92,,,,,1998
75119PLYGR3801H,108883,0.83,,,,,1998
45241FRDMT3000S,7440020,1.03,,,,,1998
45241FRDMT3000S,N511,1.03,,,,,1998
61547LNZNCUSROU,124403,1.08,,,,,1998
75607TXSSTOFFHI,123728,1.13,,,,,1998
49103PRMRT9886T,N100,1.09,,,,,1998
62040MRCNS1700W,108952,1.31,,,,,1998
77979BPCHMTEXAS,7664417,0.85,,,,,1998
46901SYNDC945SL,67561,1.34,,,,,1998
21632RLNCWFEDER,N100,96.0,,,,,1998
30084HLTLL4647H,1717006,1.21,,,,,1998
60530FRMRS100EA,7440484,0.0,,,,,1998
13057NWPRC6600C,7440508,1.01,,,,,1998
18067NRTHM1HORW,7664393,0.0,,,,,1998
51101GRGNL2761P,7664393,0.91,,,,,1998
70805LLDSGCORNE,75456,1.2,,,,,1998
76825BRDNCACFRA,7440666,0.72,,,,,1998
90670STHRN8851D,N100,0.01,,,,,1998
07105GTTYT86DOR,1330207,0.0,,,,,1998
92649CTNGS15541,108883,1.03,,,,,1998
33605MRDHS504N1,108883,0.0,,,,,1998
35660TVNTNTVAMU,7440508,1.0,,,,,1998
01887CRSNS730MA,111422,0.89,,,,,1998
48121RGSTL3001M,N982,1.1,,,,,1998
30680THRLLHIGHW,N982,1.33,,,,,1998
02861TKNRP505CE,117817,1.15,,,,,1998
61641KYSTN7000S,N420,0.96,,,,,1998
23231GRVRP4500S,108883,0.99,,,,,1998
54669NRTHR600BR,108101,1.0,,,,,1998
91324MRKRX19901,75694,1.05,,,,,1998
14652JHNSN300WE,108383,0.9,,,,,1998
38024CLNLR150SO,108054,1.38,,,,,1998
29651SFTYK2818O,107211,0.0,,,,,1998
18848DPNTTRD1BO,67561,1.11,,,,,1998
27376STNLYHWY21,108883,1.17,,,,,1998
63077PLZNC105BO,1330207,1.17,,,,,1998
91324MCRMT19791,7440020,1.0,,,,,1998
29644WLSNS206GE,108883,1.01,,,,,1998
52738BPNCXHWY70,7664417,1.07,,,,,1998
29810CLLMS106BA,N090,1.33,,,,,1998
27536DYLLMEXIT2,N020,1.1,,,,,1998
46774RQPCR10801,7439965,0.1,,,,,1998
70057SHLLCLA18A,74851,1.17,,,,,1998
43545NVRSL1253I,N230,1.02,,,,,1998
07514TRDYN44045,7632000,0.83,,,,,1998
42320CRMWL5025H,N511,1.2,,,,,1998
70775JMSRVENDOF,64186,1.0,,,,,1998
39341DLTBRHIGHW,7664393,1.09,,,,,1998
07853FRZRNFAIRV,95636,1.05,,,,,1998
85225STHWS2885N,7664393,0.0,,,,,1998
36331DRCST201NI,7440382,0.85,,,,,1998
46725RLCRFUSBUS,7439965,1.36,,,,,1998
36582MTSBS7800M,75456,0.0,,,,,1998
17726QNTMCBROWN,107131,0.6,,,,,1998
28502DPNTKNCHIG,N450,0.84,,,,,1998
06484SMRVT510RI,N982,1.1,,,,,1998
56345LRSNBPAULL,1717006,1.08,,,,,1998
61103SSXGR2816N,1330207,1.07,,,,,1998
90040KPPRS5431D,71363,1.0,,,,,1998
29202CRLNSUSHIG,106423,0.98,,,,,1998
37921XXNCS5009M,108883,0.0,,,,,1998
97218PRTLN6800N,79016,0.89,,,,,1998
73458VNTRPHIGHW,108883,1.47,,,,,1998
25002LKMMTBOX61,7664939,1.1,,,,,1998
77979BPCHMTEXAS,107131,0.85,,,,,1998
30603NRMCN1440O,67561,2.79,,,,,1998
31639CHPRRINDUS,80626,0.99,,,,,1998
30050CRGLL71BAR,80626,1.24,,,,,1998
60639CHRLS2645N,7440473,98.99,,,,,1998
53051BNSNMN90W1,1330207,0.0,,,,,1998
63134CPRND9151L,107211,0.8,,,,,1998
46350CCRTC118KO,7439921,1.5,,,,,1998
55355FRSTD216WC,N511,1.0,,,,,1998
27258HWNDR5344N,75218,0.0,,,,,1998
54410SMPLT6375H,7664417,0.0,,,,,1998
63026CHRYS1001N,N982,0.96,,,,,1998
61356HRPRW525EL,79016,1.0,,,,,1998
80817RYNXN14020,7664393,0.0,,,,,1998
33801SHRXP2525S,108101,0.94,,,,,1998
12150SCHNC1000M,50000,0.99,,,,,1998
35016THHLLHIGHW,N078,2.6,,,,,1998
07105SHRWN60LIS,N982,0.75,,,,,1998
29731MNSYP2651C,120127,2.74,,,,,1998
37309BWTRSROUTE,50000,1.0,,,,,1998
94587NTDST1295W,N450,1.13,,,,,1998
71009PNCXXHIGHW,7664417,0.73,,,,,1998
01603CNCRD115ST,7439921,0.8,,,,,1998
45879LFRGCCOUNT,108101,1.48,,,,,1998
45879LFRGCCOUNT,100414,1.48,,,,,1998
37343WHLND2800S,N090,0.89,,,,,1998
77520HSTNM85SLY,N590,1.0,,,,,1998
35401TMKSP23003,N100,0.79,,,,,1998
62040MRCNS1700W,121448,1.31,,,,,1998
73458VNTRPHIGHW,7439965,1.47,,,,,1998
07304LPHMT600RO,7439921,0.83,,,,,1998
77592MCCHMFOOTO,74851,0.93,,,,,1998
21219BTHLHDUALH,N450,0.98,,,,,1998
53558MBLLM4516S,108883,0.0,,,,,1998
53207LMNMC2039S,7440508,0.93,,,,,1998
49634PCKGN2245U,108952,0.86,,,,,1998
27576SMBNR500OA,7440020,1.38,,,,,1998
58225MRCNCPOBOX,7647010,0.9,,,,,1998
07105SPNCR400DO,100414,0.86,,,,,1998
44145MRCNM1000C,95636,24.7,,,,,1998
72032MRCNTHWY65,100414,1.12,,,,,1998
03038HDCCRRT28M,N230,1.2,,,,,1998
70791GRGPCZACHA,7782505,87.7,,,,,1998
13850MRDHS440PR,108883,0.0,,,,,1998
03060DCNLC41SIM,7697372,1.02,,,,,1998
12586NWNLN3ELMS,68122,1.05,,,,,1998
64093RVLMNWARRE,7440508,1.0,,,,,1998
27524MYCRF96HIL,100425,0.0,,,,,1998
19154KRZHSDUTTO,108883,1.01,,,,,1998
40258NTRPL7501D,141322,1.06,,,,,1998
40258NTRPL7501D,140885,1.06,,,,,1998
23324MBLLNHALIF,1330207,0.0,,,,,1998
90670NGLSC8915S,1330207,0.0,,,,,1998
90670NGLSC8915S,108883,0.0,,,,,1998
60005MBLLD2312T,110543,0.0,,,,,1998
38109DRXLC2487P,108316,1.37,,,,,1998
14210BFFLC100LE,N495,0.79,,,,,1998
18014KYSTNRT329,108883,0.44,,,,,1998
19013SCTTPFRONT,7647010,93.0,,,,,1998
08066RPRDCBILLI,107211,0.8,,,,,1998
08066RPRDCBILLI,26471625,32.45,,,,,1998
45439GNRLM2601W,7440020,0.94,,,,,1998
08865JTBKR600NO,108883,1056.0,,,,,1998
32226MRDHS2617H,1330207,0.0,,,,,1998
42029LWDNC2475I,78933,0.0,,,,,1998
54903SHKSH2307O,7440020,0.88,,,,,1998
29406MRDHS5150A,110543,0.0,,,,,1998
29304MRDHSOLDUN,1634044,0.0,,,,,1998
84648NPHRB255WE,108883,1.0,,,,,1998
67277BNGML3801S,N511,1.07,,,,,1998
77507FMCCR12000,N511,1.17,,,,,1998
75650HWPRK2400F,N450,0.0,,,,,1998
11590GNRLN172SP,7647010,1.23,,,,,1998
37617DVSPP250BI,7664393,1.0,,,,,1998
48096FRDMT50000,107211,1.03,,,,,1998
07410BRDNN81022,108883,0.48,,,,,1998
29349MLLKN1440C,67561,2.03,,,,,1998
90245LLDSG850SO,75683,0.91,,,,,1998
13838MPHNL4060D,75092,1.0,,,,,1998
35490MRCDS1MERC,N982,3.4,,,,,1998
24151THLNC129PE,108883,99.1,,,,,1998
07544KRKRC1EAST,108883,1000.0,,,,,1998
29678NGLHR554MO,64186,0.94,,,,,1998
60007CLRLM1950P,78933,1.04,,,,,1998
11788RRSRC225MA,108883,1.1,,,,,1998
44830LLDSG1600N,7440020,0.97,,,,,1998
49934PNNSL1700D,7440508,1.03,,,,,1998
78752TXCCH7114N,75650,1.2,,,,,1998
77508CRLNX4395P,N010,1.35,,,,,1998
28607NTRNTPOBOX,872504,0.77,,,,,1998
88130MDMRC1820S,7697372,1.15,,,,,1998
48208CMMNW5900C,7664382,1.3,,,,,1998
08110MRDHS123DE,N590,0.0,,,,,1998
92127SNYMN16450,N511,1.0,,,,,1998
53132KRNSN9600S,7439965,1.08,,,,,1998
48854MRCHM340NS,108883,1.08,,,,,1998
67357PBDYT2101S,1330207,1.0,,,,,1998
45801SPRRM999GR,7440473,1.08,,,,,1998
49507STLTC1251P,7440020,0.98,,,,,1998
90032LPHTH5555V,67561,0.98,,,,,1998
63026CHRYS1001N,7440508,0.96,,,,,1998
32533CHMPN375MU,78933,0.98,,,,,1998
75098XTRDR404HI,100414,1.2,,,,,1998
01420THDRB119AU,924425,0.89,,,,,1998
50322PTTDS9600H,7440666,1.2,,,,,1998
53566DVNCT35021,100425,0.92,,,,,1998
16514MRCNS2424W,7440473,0.99,,,,,1998
37309BWTRSROUTE,7664382,0.0,,,,,1998
23860LGWST107TE,7664417,0.0,,,,,1998
78654HGHLN1405T,7440473,1.1,,,,,1998
77045MRCNS12218,1330207,0.0,,,,,1998
79072MRTNRHWY19,7664382,0.0,,,,,1998
39475MRDHSHIGHW,1330207,0.0,,,,,1998
42029LWDNC2475I,121142,0.0,,,,,1998
60142NNSPCONEUN,79016,0.0,,,,,1998
60504DNLXX555NC,7440360,1.0,,,,,1998
33710MLXTC23757,7440508,1.1,,,,,1998
61832PTRSN1WEST,7632000,0.0,,,,,1998
30722GNRLL1206L,N982,1.18,,,,,1998
14831CRNNGTIOGA,N040,1.14,,,,,1998
40356NRRST601JO,7440473,1.01,,,,,1998
30050CRGLL71BAR,107211,1.38,,,,,1998
49431MTLWR9024T,1330207,1.95,,,,,1998
16503CLSCT1707G,7697372,1.05,,,,,1998
44281HBRSS8711W,7664382,0.78,,,,,1998
29670FBRTC250SD,100425,0.75,,,,,1998
63026CHRYS1001N,108101,0.96,,,,,1998
08818CNLXC226TA,108101,1.16,,,,,1998
32533CHMPN375MU,75070,0.98,,,,,1998
27804THSTN1040D,N982,0.59,,,,,1998
42337STVPR13246,N020,0.0,,,,,1998
11222MTRTR498KI,110543,0.0,,,,,1998
37204MRCSP638BE,71363,1.6,,,,,1998
53177SCJHN2512W,67561,1.04,,,,,1998
45001MNSNT356TH,106990,0.85,,,,,1998
53218HNTZN6937W,108883,0.81,,,,,1998
29349MLLKN1440C,110827,2.12,,,,,1998
12586NWNLN3ELMS,107211,1.05,,,,,1998
67357PBDYT2101S,78933,1.0,,,,,1998
32228NVLSTOLDMA,71363,1.42,,,,,1998
49507MCHGN1501B,7440473,1.06,,,,,1998
65024CHMSPSTATE,7647010,0.93,,,,,1998
40310KNTCKCURDS,N982,1.02,,,,,1998
67460NTNLC2000M,MIXTURE,2.97,,,,,1998
67460NTNLC2000M,98828,1.15,,,,,1998
48667THDWCMICHI,74851,0.97,,,,,1998
73129WXFLR5500S,N120,0.0,,,,,1998
32533MNSNT3000O,71363,0.99,,,,,1998
98409PRKRP3302S,107211,1.21,,,,,1998
15321MLLRC110CE,N495,0.52,,,,,1998
10703RCLNC700NE,100414,1.38,,,,,1998
55060TCPNT20524,1330207,0.99,,,,,1998
38019DLFLD1DELF,N120,0.99,,,,,1998
33619TMPFB4209R,100425,1.03,,,,,1998
16117LSYMN1EARL,79016,0.72,,,,,1998
37324NSSNP520WA,108883,1.65,,,,,1998
38108BCKMN1256N,N230,0.75,,,,,1998
47112HDSNF545VA,7664417,1.2,,,,,1998
67277CSSNRK42AN,75092,1.13,,,,,1998
28315WCRCH101EA,108883,1.06,,,,,1998
54136MDTCPNMAIN,7664417,0.82,,,,,1998
48192BSFCR1609B,N100,1.0,,,,,1998
40324TYTMT1001C,108883,1.1,,,,,1998
29440WNYHG661ST,N420,1.0,,,,,1998
67201BCHRC9709E,79016,1.04,,,,,1998
46580WRSWCPOBOX,75092,0.0,,,,,1998
74361LNSTR5MILE,N090,1.01,,,,,1998
13850MBLLB3301O,100414,0.0,,,,,1998
29678NGLHR554MO,7782505,1.09,,,,,1998
69145CLNHR5MISO,110861,0.0,,,,,1998
43506BRDMN1914R,1330207,0.99,,,,,1998
46516LPCCT28867,1330207,1.15,,,,,1998
77522CHVRN9500I,68122,0.9,,,,,1998
77522CHVRN9500I,74851,0.91,,,,,1998
03054NTRDN7CONT,7664393,0.55,,,,,1998
21224MBYCR5601E,N495,1.02,,,,,1998
45144DYTNP14869,N100,0.0,,,,,1998
18201KNTPL666DI,100425,1.06,,,,,1998
01220WRGRCHARMO,108883,0.89,,,,,1998
07114CHMFL92896,67561,1.06,,,,,1998
08817LMMRC24KIL,N090,0.98,,,,,1998
48686DWCRN3901S,67561,0.88,,,,,1998
84054BGWST333WE,7664393,1.12,,,,,1998
44901MPRDT913BO,N495,0.72,,,,,1998
42001BRWNS1010K,75092,1.0,,,,,1998
37172WCRNG1100I,N495,1.42,,,,,1998
53186WKSHF1300L,N120,0.81,,,,,1998
63461HFFMN3152H,7664417,0.86,,,,,1998
23228WLLMB2901B,N230,0.0,,,,,1998
29593BRLNGHWY15,N230,1.12,,,,,1998
55108TKRMT2492D,71363,0.92,,,,,1998
71701NTRNT1944A,120809,1.04,,,,,1998
45374HBRTCWORLD,N495,0.88,,,,,1998
77641HSTNM276SG,110827,1.0,,,,,1998
49015STNLY1500H,1330207,1.14,,,,,1998
18901PNNCL400OL,N230,0.52,,,,,1998
46304NRTHR246BA,7664393,0.0,,,,,1998
30362CHMCN1ALCH,1330207,0.0,,,,,1998
77592TXSCTLOOP1,463581,1.03,,,,,1998
60501RGTRM8600W,108883,0.0,,,,,1998
67357SRMYK23018,7782505,0.0,,,,,1998
16511MCNNS1533E,7440020,1.11,,,,,1998
77536WRGRC739BA,107211,1.0,,,,,1998
77503MCCHM1500N,74851,1.0,,,,,1998
33619FRMLN3421P,7664417,0.0,,,,,1998
56001HNYMD2060S,7782505,1.0,,,,,1998
31905SRMYFUSAIC,107211,0.0,,,,,1998
43607BTCCR1001B,67561,0.95,,,,,1998
28345BFSTNHWY17,108883,1.05,,,,,1998
84057GNVST1600W,463581,0.85,,,,,1998
