TRIFID,TRI_CHEM_ID,PROD RATIO/ACTIVITY INDEX,SR ACTIVITY 1,SR ACTIVITY 2,SR ACTIVITY 3,SR ACTIVITY 4,REPORTING YEAR
53142GLBLN70193,7440508,0.72,,,,,1989
28146GNRLL1114O,7440508,1.06,,,,,1989
30464CRDRSPLANT,7664417,0.0,,,,,1989
67401PWRVC500GR,7664393,1.24,,,,,1989
06795HYLPR669ST,7440508,0.77,,,,,1989
27260THMSB1408C,7439965,1.02,,,,,1989
45246CRNSH4933P,7440020,1.0,,,,,1989
54552FLMBP200NO,75070,1.0,,,,,1989
44077QNTMC303HI,N010,1.09,,,,,1989
44092PMCND29100,71556,1.0,,,,,1989
75482RCKWL1511J,71556,1.2,,,,,1989
06110SSCRP1045N,7664417,1.0,,,,,1989
30529RPRPM3475O,7440473,1.01,,,,,1989
54660TRCXX200SI,1330207,1.0,,,,,1989
31079MRTNRHWY28,7664382,0.0,,,,,1989
77507HCHST9502B,71432,1.0,,,,,1989
28311KLLYS6650R,N982,1.0,,,,,1989
16142DRYFRRR1BO,7664382,1.0,,,,,1989
53209KLLYD6720N,N230,0.85,,,,,1989
38242TCMSH2700W,7440508,1.05,,,,,1989
44647MRCRY411OB,1336363,0.79,,,,,1989
20705CHRKS7100M,7439965,0.0,,,,,1989
32703MRNMF185EA,67641,1.2,,,,,1989
46312NLNDS3210W,7664939,1.01,,,,,1989
43692GNRLM1455W,111422,1.0,,,,,1989
54889HRTZL300IN,7440508,1.0,,,,,1989
53082JLFRN3101S,7647010,0.0,,,,,1989
18960SCHLMCARIL,7440508,0.95,,,,,1989
46312NLNDS3210W,7647010,1.01,,,,,1989
77507HCHST9502B,110543,0.9,,,,,1989
61101BRRNN129MO,7440508,0.94,,,,,1989
45885STMRY40540,7439965,1.25,,,,,1989
44111SZTLD3180B,7440020,1.22,,,,,1989
53207MLWKF1532E,N495,0.9,,,,,1989
53707HMDXX3030O,79016,1.08,,,,,1989
30501STRKG1024A,7440473,1.44,,,,,1989
41240MRCNSROUTE,7440508,0.92,,,,,1989
46312NLNDS3210W,7664393,1.01,,,,,1989
53132GNTMT5801W,79016,1.01,,,,,1989
67460KCHHY462US,127184,1.0,,,,,1989
01527NWNGL49RAI,7664382,1.01,,,,,1989
04073YRKMF43COM,7440508,1.0,,,,,1989
92631PCFCS1301E,100425,1.13,,,,,1989
71764BRRYPBERRY,110827,0.98,,,,,1989
07201NYPCR805EG,7664417,1.0,,,,,1989
77009STHWS1312H,N078,1.2,,,,,1989
02745FCCBL969SH,7440508,1.1,,,,,1989
98225GRGPC300WL,7647010,1.0,,,,,1989
44647MRCRY411OB,7439965,0.79,,,,,1989
27260THMSB1408C,N040,1.02,,,,,1989
44280WBBST675LI,7439965,1.17,,,,,1989
17777WTSNTRTE40,N040,0.93,,,,,1989
30529RPRPM3475O,7439965,1.01,,,,,1989
71764BRRYPBERRY,95636,0.98,,,,,1989
71764BRRYPBERRY,108883,0.98,,,,,1989
77507HCHST9502B,108883,1.0,,,,,1989
62525DCTRF1745N,7439965,1.0,,,,,1989
07201NYPCR805EG,N100,1.0,,,,,1989
44691GSTTN1550S,7664939,1.1,,,,,1989
49801THNLSONENE,1330207,1.0,,,,,1989
71753THYLCROUTE,80057,1.71,,,,,1989
53207MLWKF1532E,N090,0.9,,,,,1989
07662CNNGC280MI,7440508,1.0,,,,,1989
76310CRTNT4515A,67561,0.96,,,,,1989
32703MRNMF185EA,100425,1.2,,,,,1989
31079MRTNRHWY28,N511,0.0,,,,,1989
54401MRTHN100ER,7440508,1.03,,,,,1989
77507HCHST9502B,1330207,1.0,,,,,1989
44111SZTLD3180B,7440473,1.22,,,,,1989
30643NVFCM300FI,7440020,1.05,,,,,1989
30529RPRPM3475O,7440020,1.01,,,,,1989
90744NTDST300FA,7664939,1.02,,,,,1989
30501STRKG1024A,7440020,1.44,,,,,1989
30529RPRPM3475O,7440508,1.01,,,,,1989
90744NTDST300FA,N982,1.02,,,,,1989
46902KKMTR2401S,7439921,0.96,,,,,1989
54660TRCXX200SI,N230,1.0,,,,,1989
54660TRCXX200SI,95636,1.0,,,,,1989
