TRIFID,CAS NUMBER,PROD RATIO/ACTIVITY INDEX,SR ACTIVITY 1,SR ACTIVITY 2,SR ACTIVITY 3,SR ACTIVITY 4,REPORTING YEAR
41056SPRLCRTE8X,N100,1.21,,,,,2016
17701HGHST3501S,7429905,0.69,,,,,2016
35490MRCDS1MERC,107211,1.36,,,,,2016
9721WHRBRT3131N,N100,1.28,,,,,2016
70765THDWCHIGHW,75718,1.0,,,,,2016
31513KZCHMUSHWY,107211,0.87,,,,,2016
37357BRDGSHWY55,191242,0.97,,,,,2016
66548TTNTR2306H,1330207,0.8,,,,,2016
52057HNDRS1085S,7440020,1.19,,,,,2016
70669KRNSL3300B,7783064,1.03,,,,,2016
92647HNTNG17881,N590,1.08,,,,,2016
70047TRNSM14902,N590,1.0,,,,,2016
74603CNCPN1000S,N096,1.06,,,,,2016
47265NRTHVHWY75,100425,0.62,,,,,2016
61434DXLNC26SW4,N982,1.12,,,,,2016
77507VLCMP11500,75070,1.23,,,,,2016
19438PCRCR165WA,26471625,1.1,,,,,2016
47250CLFTY1335C,N150,0.96,,,,,2016
29445WLLMS2242B,N770,0.8,,,,,2016
39746KRRMCUSHWY,N450,1.12,,,,,2016
39746KRRMCUSHWY,108883,1.12,,,,,2016
7747WFRMNR12735,7440473,1.66,,,,,2016
81639PBLCS12795,N150,1.33,,,,,2016
98632LNGVW54THI,N420,1.0,,,,,2016
90810SHLND20915,68122,0.93,,,,,2016
48162DVNCD1625R,7664417,1.47,,,,,2016
77507KZCHM13000,107211,1.68,,,,,2016
47802GRTLN330GR,7439921,1.01,,,,,2016
36868MDCTDALABA,1319773,0.92,,,,,2016
36512LBMPWUSHWY,N770,0.94,,,,,2016
36512LBMPWUSHWY,N090,0.94,,,,,2016
49028BRNSN135IN,N495,1.08,,,,,2016
24112BSSTTPATRI,108883,1.09,,,,,2016
1722WTLSCP13278,7439965,1.2,R6,,,,2016
32669FLRDR4000N,N450,1.41,,,,,2016
61738DPNTLRT24E,21087649,0.8,,,,,2016
75042QNLLN3838M,N100,1.04,,,,,2016
70079SHLLL1205R,100414,1.19,,,,,2016
48849SBWDB7795S,75070,1.03,,,,,2016
63379BDNLM100CH,7664939,1.12,,,,,2016
50702BRTCH4747C,1330207,1.08,,,,,2016
97124NTLCR2501N,7697372,0.92,,,,,2016
14240CHVRLRIVER,7439921,1.07,,,,,2016
85248NTLCR4500S,7697372,0.92,,,,,2016
70719TRNTY7555C,7439965,1.0,,,,,2016
39403CLDWS16EDW,7439965,1.17,,,,,2016
24019DYNXM568EP,67561,0.5,,,,,2016
49829MDPBLCOUNT,1319773,1.04,,,,,2016
23234CGNTR5001C,N458,0.87,,,,,2016
47250CLFTY1335C,N100,0.96,,,,,2016
54552FLMBP200NO,7439976,1.02,,,,,2016
89408VLLYJ255LO,7439965,1.11,,,,,2016
52553CRGLL600HE,1634044,1.0,,,,,2016
73118KMRYN52NW4,7439921,0.69,,,,,2016
73118KMRYN52NW4,7440020,0.69,,,,,2016
46041FRTLYROAD3,N420,1.0,,,,,2016
65101WSTNG500WE,7440508,0.85,,,,,2016
7101WDCRBN21RED,7439976,1.14,,,,,2016
46176LBBYW300NR,N450,1.2,,,,,2016
77541THDWCBUILD,98828,1.0,,,,,2016
90749RCPRD1801E,7664417,0.98,,,,,2016
46368MDWSTROUTE,7647010,1.02,,,,,2016
90745NLCCH2111E,100414,0.35,,,,,2016
35740TNNSS101GA,N590,0.87,,,,,2016
14012SSMRS7725L,N450,1.0,,,,,2016
23234RCRPN2400J,N120,1.28,,,,,2016
39180BNGCR1833H,75070,0.18,,,,,2016
54981WPCFN406ND,108883,0.91,,,,,2016
76131TRNTY104EB,100414,1.0,,,,,2016
47977MNFRGCOUNT,7440020,1.0,,,,,2016
87124NTLCR4100S,7697372,0.52,,,,,2016
7401WGRNHL161EH,N511,0.82,,,,,2016
15774KYSTNRTE21,N010,1.08,,,,,2016
05301CBRDLQUINN,95636,1.02,,,,,2016
6019WNXTRF1441W,7440484,0.99,,,,,2016
54455SNNTR1000S,N511,3.0,,,,,2016
77522XXNCH5000B,7782505,1.0,,,,,2016
24017RNKLC102WE,N458,1.0,,,,,2016
15104SSDGRBRADD,N982,1.12,,,,,2016
38109DRXLC2487P,95636,0.73,,,,,2016
85654RZNPR11115,N420,0.67,,,,,2016
1804WCSTMP461ST,N450,1.24,,,,,2016
28054NRYLC214WE,N120,0.9,,,,,2016
31513KZCHMUSHWY,108316,0.87,,,,,2016
70765THDWCHIGHW,10061026,1.0,,,,,2016
16229BRGNDSILVE,7439965,0.87,,,,,2016
2760WRGSPR714PE,7439921,0.7,,,,,2016
60901THVLS901NO,108883,1.06,,,,,2016
90749RCPRD1801E,75150,0.98,,,,,2016
26050RGNWSSTATE,92524,1.06,,,,,2016
38821TRTMPHIGHW,7632000,1.36,,,,,2016
42101GNRLMI65US,1330207,0.94,,,,,2016
73036GMNLC101SW,67561,0.73,R4,,,,2016
99212CNCPR6317E,1330207,0.82,,,,,2016
53223BDGRM4545W,100425,0.72,,,,,2016
63115CHMLN5151N,107211,1.5,,,,,2016
17566BCKCXBOX23,7439921,1.08,,,,,2016
5447WJRPND151PI,7440473,0.6,,,,,2016
28603CRLNS22741,67561,0.64,,,,,2016
6362WHLCMS2942U,N982,1.3,,,,,2016
82201LRMRV347GR,N100,0.96,,,,,2016
82201LRMRV347GR,N450,0.96,,,,,2016
83501PTLTC805MI,75070,0.97,,,,,2016
30117CBSRC5152C,7440508,1.43,,,,,2016
12533BMXXXEASTF,7697372,0.86,,,,,2016
42029WSTLK2468I,108907,0.99,,,,,2016
46377PRDGN23326,108101,1.05,R6,R6,,,2016
93637MDRGL24441,N090,0.96,,,,,2016
29706SQCHMONESE,924425,1.97,,,,,2016
18974VNLRC695LO,N230,0.99,,,,,2016
34769MRCRY1000R,7439921,1.0,,,,,2016
00920PRPSNMERCA,91203,1.18,,,,,2016
75844VLCRFHWY28,N230,1.21,,,,,2016
77480PHLLPFM14A,N590,1.0,,,,,2016
53046FWFND21020,7439921,0.89,,,,,2016
7007WVLRPR25EST,110827,0.33,,,,,2016
74337GRNDR3MIEO,7664393,0.62,,,,,2016
14895LSTMP121SM,7440508,0.9,,,,,2016
13827BMSYSROUTE,N420,2.63,,,,,2016
90749RCPRD1801E,115071,0.98,,,,,2016
2827WCHRLT3LDHE,7439921,1.0,,,,,2016
70663WSTLK900HA,100414,1.02,,,,,2016
77522XXNCH5000B,7664939,0.99,,,,,2016
63077PLZNC105BO,1330207,1.0,,,,,2016
35490MRCDS1MERC,71363,1.36,,,,,2016
14111CRSCN1285E,67561,0.89,,,,,2016
46285LLLLY1555K,7664417,0.78,,,,,2016
42431GRCRFUSHWY,7697372,1.06,,,,,2016
94538LPHMS44193,7439921,2.08,,,,,2016
44510NRTHS2669W,N040,2.08,,,,,2016
37309BWTRSROUTE,N458,0.8,,,,,2016
80216VNWTR4300H,107211,0.85,,,,,2016
79762VNWTR311LA,127184,1.0,,,,,2016
77651TXCCHHWY36,75569,1.27,,,,,2016
77651TXCCHHWY36,77736,1.06,,,,,2016
56232GPRCS8THDI,110543,1.19,,,,,2016
47670TYTMT4000T,N511,1.35,,,,,2016
11547MBLLGSHORE,N420,0.78,,,,,2016
59101CNCBL401SO,67561,0.93,,,,,2016
5359WMDSNK1655C,7440508,1.04,,,,,2016
74107SNRFN1700S,71432,1.04,,,,,2016
70737SHLLCRIVER,N096,1.01,,,,,2016
64093STHLSHIGHW,7439921,0.35,,,,,2016
48134FLTRC26601,7632000,1.15,,,,,2016
01610NWMTH43HAM,N106,0.87,,,,,2016
15774KYSTNRTE21,N096,1.08,,,,,2016
45040RLNCM3535K,7439921,5.71,,,,,2016
53151WNTHD16300,7440508,0.94,,,,,2016
30650GRGPC4891M,N150,1.04,,,,,2016
15944SWRDS595PL,N090,1.48,,,,,2016
3950WCHNNL14373,7664417,2.33,,,,,2016
75792DRBRN12032,107211,1.0,,,,,2016
00701RCHPRSTATE,67561,0.68,,,,,2016
43015PPGND760PI,71363,0.99,,,,,2016
43464WSTMN3956S,N511,1.06,,,,,2016
24017RNKLC102WE,N450,1.0,,,,,2016
77041BRNPW9800G,N982,0.9,,,,,2016
31206LFRGR291RF,7439921,1.3,,,,,2016
77522XXNCH5000B,110827,1.0,,,,,2016
14814GRFFTSTATE,95636,1.07,,,,,2016
45365STLLC2633C,108883,1.93,,,,,2016
04974RVNGL52STA,91203,0.95,,,,,2016
29706SPCLT869OL,108054,1.03,,,,,2016
7516WBGTXT2975U,7440020,0.82,,,,,2016
46904KKMCS1001E,7439965,0.95,,,,,2016
53213GRDFN6432W,7439921,0.97,,,,,2016
48220MCDRM1221F,N100,1.18,,,,,2016
74361RMNFC6THAN,7440484,1.07,,,,,2016
7770WCSTLC6534I,107211,0.47,,,,,2016
15774KYSTNRTE21,N050,1.08,,,,,2016
98421DYNVR2144M,67561,0.96,,,,,2016
15944SWRDS595PL,N096,1.48,,,,,2016
15944SWRDS595PL,N590,1.48,,,,,2016
22572WDPRSROUTE,N020,0.94,,,,,2016
64088SBLYG3200E,7664939,0.66,,,,,2016
77522XXNCH5000B,191242,0.99,,,,,2016
03833SGRMS18IND,N420,1.25,,,,,2016
44011CHMTR35850,80626,0.73,,,,,2016
3130WRCLSN11RAC,110543,1.13,,,,,2016
94577CRNND2451P,26471625,1.0,,,,,2016
53546DKCTN14VEN,108883,1.09,,,,,2016
53716MLSNC3322V,7697372,1.37,,,,,2016
74116BLCRC2609N,100425,0.89,,,,,2016
97309RVRBN415LA,191242,1.46,,,,,2016
97309RVRBN415LA,N511,1.16,,,,,2016
47903LCLFYEASTM,107211,0.33,,,,,2016
60005BRKND511WA,7440020,0.48,,,,,2016
84043STKRP1262N,N590,0.68,,,,,2016
46285LLLLY1555K,64186,1.06,,,,,2016
44004GMRTC2131A,100425,1.25,,,,,2016
74107SNCLR902W2,75150,1.3,,,,,2016
62454MRTHNMARAT,7664417,0.96,,,,,2016
4724WHNDMN2755N,71432,1.14,,,,,2016
63110NLCHM5548M,1330207,1.1,,,,,2016
70805XXNBT4050S,N096,1.0,,,,,2016
19428SMTHK900RI,68122,1.23,,,,,2016
90280HGHSB11010,7439921,1.0,,,,,2016
28704DYNTR95GLE,108883,0.73,,,,,2016
4950WHVLND421AN,N230,1.3,,,,,2016
36278MRCNS14382,100425,0.34,,,,,2016
84054BGWST333WE,91203,1.09,,,,,2016
67846FBRCR2814W,7439921,0.37,,,,,2016
04106NTNLS5FODE,N511,0.86,R4,,,,2016
90744SHLLLBERTH,91203,0.57,,,,,2016
32401STNCN1EVER,N458,1.0,,,,,2016
33616PRTTM5500C,1330207,0.93,,,,,2016
77979BPCHMTEXAS,N770,1.32,,,,,2016
88005FDRYP355SC,N511,0.89,,,,,2016
34601FLRDC10311,N090,1.02,,,,,2016
74603CNCPN1000S,85018,0.96,,,,,2016
29677MCHLNHIGHW,N420,1.03,,,,,2016
26205CLMBW111CA,7439921,1.0,,,,,2016
42101WLSHD187MI,7647010,0.81,,,,,2016
53027SGNCS1800I,7440473,0.99,,,,,2016
60449STHHL26100,N982,1.07,,,,,2016
03835PKNDS383FA,191242,0.76,,,,,2016
31015HLNCHFENNR,23564058,1.88,,,,,2016
78140LLPTRHWY87,110543,1.0,,,,,2016
71857FRSTNHWY24,1163195,0.94,,,,,2016
65802MXXXX3211E,N982,1.03,,,,,2016
16738LLGHN1522S,7697372,1.0,,,,,2016
72076CLMNH2500W,7664417,1.0,,,,,2016
74107SNRFN1700S,100414,1.04,,,,,2016
7861WSTLLT1713H,67561,1.09,,,,,2016
66024KMGBR52S15,333415,0.68,,,,,2016
19061SNRFNGREEN,108883,1.02,,,,,2016
1304WCVLLY3156F,N511,1.47,,,,,2016
41056NLNDC1241M,N420,1.0,,,,,2016
29620FLXBLCARWE,7439921,1.05,,,,,2016
16329NTNLF1FRON,7439921,1.0,,,,,2016
92376LPPRT168SS,7440020,1.13,,,,,2016
50511SNPNTHIGHW,7440473,0.94,,,,,2016
8412WGRNTC691SU,N590,1.05,,,,,2016
3054WTRWTM5531R,7440020,0.93,,,,,2016
83201JRSMPDONSI,N020,1.0,,,,,2016
29207SRMYSESSAY,7439921,0.83,,,,,2016
29207SRMYSESSAY,N420,0.97,,,,,2016
54812JRMFD34N7T,7664417,0.7,R4,,,,2016
98625BHPCT222WE,91203,1.15,,,,,2016
44510NRTHS2669W,N450,2.08,,,,,2016
70765THDWCHIGHW,67561,1.0,,,,,2016
33605CTGPT801MC,91203,1.29,,,,,2016
7522WTXSPN161SP,N420,0.99,,,,,2016
15110DRBND5NLIN,7439965,0.59,,,,,2016
79915PHLPS897HA,N100,0.96,,,,,2016
75090KSRLMHWY75,7439965,3.45,,,,,2016
30241CTRPL1SLWH,7439965,1.2,,,,,2016
4724WHNDMN2755N,N511,1.14,,,,,2016
44256PLSTK1000L,108101,0.37,,,,,2016
59101CNCBL401SO,100414,0.93,,,,,2016
6063WNDPND6226W,N420,1.01,,,,,2016
06601SKRSK6900M,67561,1.07,,,,,2016
07840TDMDL36NEW,7439921,0.76,,,,,2016
19067RLQDM19STE,7664417,1.18,,,,,2016
37406STHTL4186S,7439921,0.99,,,,,2016
35405STHRN6100O,7440020,1.0,,,,,2016
3720WJBWMR7281C,107211,7.83,,,,,2016
79008PHLLP2MILE,N495,1.03,,,,,2016
29673RPRDC409OL,108054,1.07,,,,,2016
50421TNCRP700LU,7439921,0.61,,,,,2016
68803CHFCS1808R,7440020,0.7,,,,,2016
3626WLBMSP152ME,7440020,1.02,,,,,2016
35957PRKRH301WA,7440020,0.93,,,,,2016
56721MRCNCHIGHW,N420,0.1,,,,,2016
51031WLLSD1212N,N511,0.98,,,,,2016
08859HRCLSSOUTH,7697372,1.0,,,,,2016
45801FRDMT1155B,7439921,1.06,,,,,2016
50138MNNST3406E,1330207,0.3,R2,,,,2016
68301NRGYD13238,107028,1.14,,,,,2016
01923DVCNC30END,80626,0.43,,,,,2016
78343XBSHPUSHWY,67561,0.26,,,,,2016
27030NRTHC511CA,107211,0.83,,,,,2016
47905RMGNT2800C,95636,0.89,,,,,2016
76140RTPCX1301J,N010,0.91,,,,,2016
55435FLMTC7200O,N120,1.1,,,,,2016
71052CLCCR963PO,7664939,1.12,,,,,2016
70143TNNCL500WE,71432,0.88,,,,,2016
79604RDRFNNORTH,191242,0.79,,,,,2016
77643WSTMNHWY73,77736,1.0,,,,,2016
36701HMMRMRIVER,N982,1.1,,,,,2016
72903THTRN4811S,7439921,1.02,,,,,2016
65735TRCKRGOLDE,N120,0.86,,,,,2016
29442NTRNTKAMIN,75070,1.05,,,,,2016
77704PNNWL2052G,74851,0.37,,,,,2016
70669GRGGL1600V,75343,0.88,,,,,2016
8200WMNTNS4511S,191242,1.5,,,,,2016
40324JHNSN824LE,26471625,1.09,,,,,2016
84404PTRSN1527N,7440473,1.1,,,,,2016
89015TTNMMPOBOX,7550450,0.87,,,,,2016
70767NTRNT2180L,108883,1.05,,,,,2016
17238MLLTTRD1BO,191242,1.09,,,,,2016
99344MCCNFBROAD,7664417,1.05,,,,,2016
77501CCDNT4403L,98862,1.14,,,,,2016
23604SDDSRFORTE,7439921,0.71,,,,,2016
78343XBSHPUSHWY,4170303,1.2,,,,,2016
44512SPCTR535BE,N230,1.03,,,,,2016
97321SYNTH1290I,75058,0.87,,,,,2016
94710PCFCS1333S,7439965,0.37,,,,,2016
43506THHRTONETO,108101,1.13,,,,,2016
66106HRCRS5200S,95636,1.53,,,,,2016
61607DDWRD7800S,7647010,0.93,,,,,2016
01876SHLND400MA,N230,1.92,,,,,2016
92316TLSPC2803I,7439921,0.75,,,,,2016
60411TRLCN900E1,N420,0.98,,,,,2016
2079WWTRLX7751W,75569,1.03,,,,,2016
53151MNFCT2300S,108883,0.47,,,,,2016
55164KCHRFPOBOX,127184,1.03,,,,,2016
54701MRCNP800WI,7439921,0.97,,,,,2016
20110DMNNS9600G,7664417,1.0,,,,,2016
00754LNCMNURBAP,N230,0.45,,,,,2016
48326DNCRP444NA,7439921,1.09,,,,,2016
35957PRKRH301WA,7440473,0.99,,,,,2016
60188BNNRS494EL,7440484,0.94,,,,,2016
48150PPLDP12238,7697372,1.04,,,,,2016
47229CRRWR1002I,N010,1.11,,,,,2016
23860GLDSC914ER,75569,0.99,,,,,2016
67042TXCRF1401S,1330207,1.03,,,,,2016
67042TXCRF1401S,7647010,1.03,,,,,2016
68301NRGYD13238,110543,1.14,,,,,2016
54474WYRHS200GR,N982,1.0,,,,,2016
9565WSTHWS4318D,7439921,1.0,,,,,2016
71052CLCCR963PO,7647010,1.12,,,,,2016
01027THCTB24ONE,1330207,0.69,,,,,2016
50058TLLCR1015G,50000,1.0,,,,,2016
56716MRCNCHIGHW,75070,1.05,,,,,2016
35601MDMNFSTATE,7664393,0.92,,,,,2016
13165FRZRN1291W,95636,0.95,,,,,2016
72503RKNSSSTATE,141322,4.03,,,,,2016
46231HRTGN7901W,7439976,0.77,,,,,2016
16749QKRSTINTER,N420,1.05,R6,,,,2016
59635MRCNCSMELT,7664417,0.96,,,,,2016
29605THXCHPERIM,79107,1.0,,,,,2016
29605THXCHPERIM,75218,1.0,,,,,2016
70084LCLCX430NO,75218,0.96,,,,,2016
96707SHWNC91086,N982,0.85,,,,,2016
90660LBRCT8015P,N982,1.05,,,,,2016
4762WVNTNR721PR,71432,0.96,,,,,2016
25033TYTMT1SUGA,7440508,0.9,,,,,2016
72734FLNTC21797,7647010,0.68,,,,,2016
84016NCFPLBUILD,N120,0.96,,,,,2016
40004TWRTM850WI,7439965,1.0,,,,,2016
88210NVJRF501EA,7664417,1.06,,,,,2016
3810WLCTRL3231P,7439921,1.04,,,,,2016
79107PLNSD300NT,7697372,0.95,,,,,2016
5053WPTDSM38484,7664417,1.93,,,,,2016
67665SNRGY1224E,7664417,0.55,,,,,2016
32212SDDSN6500R,7439921,2.06,,,,,2016
29445SNCHM156BU,74873,0.8,,,,,2016
97469RSBRGCOWCR,75070,1.05,,,,,2016
53184SLCMP402NO,7440508,0.93,,,,,2016
26041KMMRPRTE2X,N150,1.35,,,,,2016
10562MTLLZ19SOU,N590,0.91,,,,,2016
97402BLKHN46NDA,7440473,1.0,,,,,2016
75042DSTNC701SH,N420,1.06,,,,,2016
72370MRCNGCROMP,7697372,2.0,,,,,2016
7370WNDBTC85SUT,N420,1.0,,,,,2016
29560NNYPLHWY52,75070,1.01,,,,,2016
90061SPCTR22W14,N420,1.0,,,,,2016
60090NTRPR1991W,107211,0.95,,,,,2016
56031WGHTR1000A,7439921,0.38,,,,,2016
46241WBMTL4151W,7697372,1.0,R1,,,,2016
60152THVLS1400N,141322,0.97,,,,,2016
60152THVLS1400N,N120,0.97,,,,,2016
29442NTRNTKAMIN,N150,1.05,,,,,2016
29150CMPBL2050H,N511,1.01,,,,,2016
43555LXPRD19911,7440508,1.09,,,,,2016
32205NNCMP2051N,7782505,1.1,,,,,2016
01201CNNLL545ME,100414,1.55,,,,,2016
6063WZNGRD6445S,7439976,0.93,,,,,2016
47528PSDWR15400,463581,0.99,,,,,2016
47528PSDWR15400,7783064,0.99,,,,,2016
74361WLGRF5THHU,7697372,1.77,,,,,2016
29445SNCHM156BU,50000,0.9,,,,,2016
60510LYMPC1020O,1330207,1.02,,,,,2016
77507MRCNC4923B,108316,1.07,,,,,2016
99212XXNMB6311E,N420,1.01,,,,,2016
63103SPNTD831SO,108883,1.04,,,,,2016
70663WSTLK900HA,74851,0.96,,,,,2016
49221NDRSN1415E,141322,1.17,,,,,2016
70143TNNCL500WE,N495,0.88,,,,,2016
13827HDCCRBODLE,N230,1.0,,,,,2016
33316MTVPR12SE2,71432,1.03,,,,,2016
80642DPCND23500,7782505,0.99,,,,,2016
35555HPNCX9312N,N982,1.0,,,,,2016
43506THHRTONETO,N230,1.13,,,,,2016
93206SFTYK2500W,N420,0.55,,,,,2016
47905LLLLYLILLY,75650,1.6,,,,,2016
77643WSTMNHWY73,79221,1.0,,,,,2016
16749QKRSTINTER,1330207,1.98,R6,,,,2016
59635MRCNCSMELT,N100,0.91,,,,,2016
06601SKRSK6900M,N590,1.09,,,,,2016
22026PSSMP19000,191242,0.99,,,,,2016
77643WSTMNHWY73,79447,1.0,,,,,2016
72084NTRNT1400M,N420,1.16,,,,,2016
72084NTRNT1400M,67561,1.13,,,,,2016
04694GRGPCMILLA,108952,1.04,,,,,2016
2611WLMNTSRUTE2,108054,1.31,,,,,2016
30209HBFLL12110,100425,1.07,,,,,2016
47882MRMGNHWY54,7664939,1.24,,,,,2016
65536DTRTT100CA,7440473,0.9,,,,,2016
38326TNNSSHIGHW,50000,1.0,,,,,2016
24592CKCMPSTATE,67561,1.1,,,,,2016
70634BSSTHUSHIG,N450,1.11,,,,,2016
12047NRLTC628SO,79345,1.25,,,,,2016
62263LGMCR18355,N230,1.83,,,,,2016
77643WSTMNHWY73,1918009,1.0,,,,,2016
26175NNCRBSTATE,140885,0.92,,,,,2016
80906HNYWL1150E,107211,0.89,,,,,2016
13601GRFFT21822,N590,0.85,,,,,2016
62707CTYWT3100S,N982,0.92,,,,,2016
38654MRCNN10800,7439965,0.99,,,,,2016
95125DTCRC355TU,50000,1.32,,,,,2016
62205KZCTN2904M,108883,1.14,,,,,2016
38901BNSWNHWY8E,N040,1.05,,,,,2016
28270QNTMC1337N,7664417,1.0,,,,,2016
69361WSTRN2100E,N420,1.0,,,,,2016
15522WSTNGRTS30,108952,0.62,,,,,2016
06787YLTSF45OLD,7439965,0.97,,,,,2016
68661XCLCRWESTH,7783064,1.08,,,,,2016
66002MDWST1300M,79210,0.96,,,,,2016
66002MDWST1300M,7664417,0.96,,,,,2016
47615MRCNR2001E,7782505,1.0,,,,,2016
93268TFTCR19815,67561,1.34,,,,,2016
29662NTNLC200OL,7697372,0.93,,,,,2016
7990WDPNTX651TR,7664939,1.06,,,,,2016
45865DNNNC216SO,79210,1.07,,,,,2016
89025RDGRD1WALL,N150,0.81,,,,,2016
78503VLLMC6200S,N511,1.17,,,,,2016
29502STNCNOLDGE,N420,0.98,,,,,2016
38849TPRTS1TABW,N495,0.98,,,,,2016
01752SHPLY455FO,N420,1.34,,,,,2016
81626TRSTT2201R,7647010,1.04,,,,,2016
03106GNRLL31HOO,N511,1.02,,,,,2016
16115NVRTR118PA,108883,1.09,,,,,2016
93308SLXNS2343P,1330207,1.2,,,,,2016
39462LFRVRHWY29,N420,1.03,,,,,2016
39462LFRVRHWY29,7783064,1.03,,,,,2016
71635GRGPCPAPER,7783064,0.94,,,,,2016
29720DRCLLHWY9B,7440508,0.95,,,,,2016
45331BSFCRSTATE,64186,1.32,,,,,2016
77380HGHSC9110G,7439965,0.84,,,,,2016
66002MDWST1300M,67561,0.96,,,,,2016
48183DTRTD4695W,7664393,0.86,,,,,2016
93311CMXCN11638,N420,0.8,,,,,2016
72104CMBRCUSHIG,N450,1.24,,,,,2016
88210NVJRF501EA,N495,1.06,,,,,2016
95741RJTFNHWY5O,121448,1.33,,,,,2016
44482LTVST2234M,191242,1.22,,,,,2016
3828WMRTNM136IN,7439921,1.18,,,,,2016
48551GMCTRG3100,107211,0.88,,,,,2016
87121TMPRP1297T,N120,1.01,,,,,2016
0641WDCTCH5MCKE,7440473,1.53,,,,,2016
29442NTRNTKAMIN,7664939,1.05,,,,,2016
