TRIFID,TRI_CHEM_ID,PROD RATIO/ACTIVITY INDEX,SR ACTIVITY 1,SR ACTIVITY 2,SR ACTIVITY 3,SR ACTIVITY 4,REPORTING YEAR
77507KZCHM13000,117817,0.91,,,,,2006
36201NNFND1501W,108883,0.89,,,,,2006
63147TRNSC419EA,50000,1.0,,,,,2006
56284STHRNEASTH,7440393,1.24,,,,,2006
71220NTRNT705CO,N458,0.95,,,,,2006
18702NSNNG1141H,7439965,1.65,,,,,2006
67220KCHNG4111E,7440473,1.03,,,,,2006
60018MCLC02201S,N590,1.2,,,,,2006
26037WHLNGPENNM,7664939,1.1,,,,,2006
43464WSTMN3956S,N420,1.13,,,,,2006
71052CLCCR963PO,N458,0.95,,,,,2006
37744BLLZNBALLR,7782505,0.0,,,,,2006
51101GRGNL2761P,N100,1.13,,,,,2006
32177SMNLGUSHWY,N040,1.03,,,,,2006
32177SMNLGUSHWY,N090,1.03,,,,,2006
93308RBRVJ11258,N420,0.88,,,,,2006
44288HRBSNEASTC,108952,118.2,,,,,2006
03060PCDHS3EAST,1330207,0.85,,,,,2006
45601MDCRP401SP,N982,1.05,,,,,2006
53545GMBCX1000I,71363,1.28,,,,,2006
97470RSBRGHIGHW,50000,0.85,,,,,2006
37040HNDRC151IN,7439965,1.93,,,,,2006
77507HCHST9502B,50000,1.0,,,,,2006
16502MRCNH191RA,7440473,1.03,,,,,2006
29010MRCNN609CO,71363,1.07,,,,,2006
36432TRSJS162NJ,67561,1.25,,,,,2006
85009CNYNS264N3,1330207,0.0,,,,,2006
28301DPNTT3220C,N010,1.15,,,,,2006
28025CHMTX2725A,108316,1.59,,,,,2006
97338PRGTZ1270M,N100,0.87,,,,,2006
25033TYTMT1SUGA,7439965,0.96,,,,,2006
35010RSSLLLEEST,N420,0.72,,,,,2006
49242SSXSP190UR,872504,0.94,,,,,2006
29502STNCNOLDGE,N040,1.03,,,,,2006
74361PRYRFHUNTS,7440508,1.0,,,,,2006
70391DWCHMLOUIS,1330207,1.0,,,,,2006
38127DPNTM2571F,7440473,1.27,,,,,2006
44146MRCNS26300,7439921,0.98,,,,,2006
08077KLSTR1050T,N230,1.55,,,,,2006
53095THWST400WA,1344281,1.15,,,,,2006
53095THWST400WA,7440508,1.15,,,,,2006
77507HCHST9502B,74851,1.0,,,,,2006
71052NTRNTHWY50,50000,1.04,,,,,2006
08701LPHSS145LE,N010,0.0,,,,,2006
16323LTRBS1680D,7440508,0.81,,,,,2006
70059GRTNM4640P,7440020,2.53,,,,,2006
77640CLRKR1801S,115071,1.17,,,,,2006
47250RLNCL2855M,7440020,1.06,,,,,2006
63118JDSTR3800S,71432,1.19,,,,,2006
35618CHMPNPOBOX,N590,1.04,,,,,2006
76010GNRLM2525E,N495,1.51,,,,,2006
19124DCKLR4201T,N230,0.0,,,,,2006
32675MRKND5401N,N120,0.0,,,,,2006
77536RHMND6600L,75718,1.08,,,,,2006
87113HNYWL9201S,108883,1.02,,,,,2006
12118PLYSTUPPER,N590,0.6,,,,,2006
55126SNTPL3737N,7439921,0.66,,,,,2006
32831GLFPW515SA,7664417,0.97,,,,,2006
62095BPMCW335SO,N590,0.92,,,,,2006
71052CLCCR963PO,N100,0.95,,,,,2006
49464BLMRF83009,N511,1.14,,,,,2006
03053BRTMF32IND,N040,0.4,,,,,2006
07801HWMTCROYST,7440473,1.01,,,,,2006
44103FRSTN6800S,N040,0.95,,,,,2006
29640RTCNC201PI,100425,1.16,,,,,2006
49934PNNSL1700D,7664417,1.08,,,,,2006
52404PRRCR3300C,N150,0.99,,,,,2006
37716STVBL1265E,N420,0.72,,,,,2006
16323MNYCHTWOMI,N420,0.15,,,,,2006
21226FMCCR1701E,120809,0.9,,,,,2006
15846LCSNTRTE94,7440508,0.9,,,,,2006
44660WYNDL4576C,N120,1.05,,,,,2006
60426LLDTB16100,78922,0.98,,,,,2006
40201PRTRP400SO,107211,1.74,,,,,2006
30458BRGGS7251Z,N590,0.83,,,,,2006
85224GLDLC2929W,N420,0.29,,,,,2006
43952WHLNGMCLIS,N090,0.87,,,,,2006
28610CMMSC3642U,N982,1.04,,,,,2006
43211HNNCH1313W,N420,1.03,,,,,2006
29502STNCNOLDGE,N770,1.0,,,,,2006
15902JHNST545CE,N420,4.0,,,,,2006
39476PWTMBHWY15,8001589,1.08,,,,,2006
66542FLXLN6000S,7664417,1.33,,,,,2006
06051SKNNR95EDG,7440473,0.85,,,,,2006
18014KYSTNRT329,8001352,0.91,,,,,2006
01730MLLPR32WIG,75092,0.5,,,,,2006
15801TLSPR125TO,7440508,0.27,,,,,2006
74063CHMLN9100W,N982,1.0,,,,,2006
39401HTTSB1510S,7439921,1.21,,,,,2006
27962WYRHSTROWB,64186,0.98,,,,,2006
70765THDWCHIGHW,79061,0.9,,,,,2006
70765THDWCHIGHW,126998,0.9,,,,,2006
70721CSMRPLAHWY,108883,0.91,,,,,2006
46285LLLLY1555K,107211,1.0,,,,,2006
76705KCHPT2017K,110827,1.01,,,,,2006
64119FRDMTHWY69,108883,0.91,,,,,2006
64507LTCND2106S,7439921,1.0,,,,,2006
53080CHRTR1658C,7440020,1.1,,,,,2006
15104SSDGRBRADD,N420,0.96,,,,,2006
36868MDCTDALABA,10049044,1.03,,,,,2006
45804SPRRF1820M,7440473,1.06,,,,,2006
77547DYNGY12801,74851,1.56,,,,,2006
37662MDPPRPOBOX,7782505,0.99,,,,,2006
28335WRRNL234US,N230,1.0,,,,,2006
37662MDPPRPOBOX,N770,0.99,,,,,2006
31521BRNSW14W9T,7664417,1.05,,,,,2006
84006KNNCT8362W,1319773,0.96,,,,,2006
24201DNCRP110TH,7439965,0.8,,,,,2006
44068PRMXNROUTE,N420,1.1,,,,,2006
72902HCKRY4925S,26471625,0.66,,,,,2006
89115MDWGL635EC,7697372,1.1,,,,,2006
53094JHNSN1007S,7439921,1.0,,,,,2006
23970CRLSL1000C,7440508,1.12,,,,,2006
27520MLSNCHWY70,75456,1.0,,,,,2006
08069CRNYS500SH,7664393,1.05,,,,,2006
80642CHMCLHUDSO,79016,0.63,,,,,2006
27886PLYLK3006A,N120,1.0,,,,,2006
39571DPNTD7685K,N096,0.7,,,,,2006
15038LRMPWPARTE,N090,1.37,,,,,2006
60084DRCHR275IN,N090,0.0,,,,,2006
60426LLDTB16100,1330207,0.98,,,,,2006
12303KNGRD145CO,N590,0.0,,,,,2006
39568NGLLSLITTO,N450,0.83,,,,,2006
12401CLLNNSTATE,191242,0.0,,,,,2006
23831PHLLP4100B,7664417,0.94,,,,,2006
49236LBBYW11700,N420,1.2,,,,,2006
43211HNNCH1313W,91203,1.03,,,,,2006
74066HNRYV2110N,7440473,2.4,,,,,2006
07105DCCHM49RUT,1330207,1.03,,,,,2006
02823RKWRG538MA,872504,0.82,,,,,2006
70391DWCHMLOUIS,110543,1.0,,,,,2006
74063CHMLN9100W,1330207,1.0,,,,,2006
70669VSTCHOLDSP,7429905,0.84,,,,,2006
29411WSTVC5600A,N590,1.04,,,,,2006
00628LLLLY65THI,N511,1.76,,,,,2006
45242STRNS8959B,7440020,1.8,,,,,2006
21220CPCRN1001C,N150,0.89,,,,,2006
71052NTRNTHWY50,N420,1.04,,,,,2006
46386NNRLLUSHIG,7440473,1.37,,,,,2006
65802STNLS633NP,N090,2.0,,,,,2006
29687MRTNC1116T,141322,0.91,,,,,2006
70057NNCRBHWY31,74851,1.46,,,,,2006
02865TCRSSONEAL,7439921,0.34,,,,,2006
77503MCCHM1500N,74851,0.1,,,,,2006
32508NSPNS190RA,91203,0.0,,,,,2006
70057WTCCRRIVER,79118,0.94,,,,,2006
37055WBSHLSOUTH,N150,0.82,,,,,2006
37055WBSHLSOUTH,7647010,0.82,,,,,2006
37055WBSHLSOUTH,7664393,0.82,,,,,2006
95051HNTRT3305K,7439921,0.25,,,,,2006
35064SSFRFVALLE,7664417,1.33,,,,,2006
71018KRRMCLA7SO,7439921,1.0,,,,,2006
93243NTNLCSTATE,N090,1.05,,,,,2006
89506RRDNN14100,N040,1.09,,,,,2006
44105FRRCR4150E,N096,0.64,,,,,2006
91766CLFRN1462E,131113,0.0,,,,,2006
07036XXNCH1400P,108054,0.87,,,,,2006
48015MDWST23860,7440473,1.2,,,,,2006
36868MDCTDALABA,137417,1.03,,,,,2006
26037KPPRSKOPPE,91225,1.18,,,,,2006
46534MPNDN12KLE,7440020,1.1,,,,,2006
60064MCCHM2100C,1330207,0.85,,,,,2006
45241NSBTB181RE,100425,0.89,,,,,2006
18106PHNXH7550W,N450,1.32,,,,,2006
35592MRTHNPOBOX,7439965,1.21,,,,,2006
12144GTTYT49RIV,191242,0.71,,,,,2006
12144GTTYT49RIV,7439921,0.71,,,,,2006
83330VNMRW1728S,N511,1.07,,,,,2006
17405DNTSP570WC,80626,0.99,,,,,2006
53224MRTHN9125N,95636,0.98,,,,,2006
64468VRDYB3131E,N450,1.1,,,,,2006
70765THDWCHIGHW,10061026,0.9,,,,,2006
68107PHLLP4949S,108883,0.97,,,,,2006
45439GNRLM2601W,108101,0.77,,,,,2006
39736NTDCMSTATE,68122,1.02,,,,,2006
44471STRCT65MAI,N120,1.02,,,,,2006
19057RPDCR6401M,N420,0.07,,,,,2006
44055SSLRN1807E,7429905,1.19,,,,,2006
44107NNCRB11709,7697372,0.86,,,,,2006
18301KLPFNPOBOX,N120,110.0,,,,,2006
28402CPNDSHIGHW,7664417,0.83,,,,,2006
60433NTHNN9809I,N090,1.15,,,,,2006
61554XCLLFRR3BO,7439921,1.14,,,,,2006
14304THGDY5408B,122394,0.97,,,,,2006
38305GNNCX48VEN,N120,0.95,,,,,2006
77041BNNZN7043C,100425,1.05,,,,,2006
14009MRCNP95NOR,7439921,1.1,,,,,2006
48551GMCTRG3100,N511,0.86,,,,,2006
45043RMCNC1801C,N420,0.92,,,,,2006
53144KNSHC5552N,7664417,0.0,,,,,2006
96720HLTRM666KA,95636,1.0,,,,,2006
59044CNXRF803HI,74851,0.94,,,,,2006
77704DPNTBSTATE,107028,1.1,,,,,2006
70057NNCRBHWY31,75558,1.0,,,,,2006
60064MCCHM2100C,79016,0.5,,,,,2006
29802SDSVNSCHWY,N511,1.0,,,,,2006
07657CLRTP101RA,N420,1.13,,,,,2006
63863FDRLMMALDE,7440508,0.86,,,,,2006
73127THNNM7724W,100425,0.74,,,,,2006
36748KNGFSHWY28,7439921,1.0,,,,,2006
02919TRJYC2INDU,7439921,0.0,,,,,2006
30360DRVLL4127W,108883,0.91,,,,,2006
36015NNCMPUSHIG,67561,0.91,,,,,2006
12143BLCRCROUTE,N150,1.09,,,,,2006
80642CHMCLHUDSO,N010,0.63,,,,,2006
83276MNSNTHIGHW,N420,1.03,,,,,2006
63382HRBSNBOOKE,N090,0.39,,,,,2006
60410DWCHMI55AR,75683,1.0,,,,,2006
37409VLSCL4902C,108883,0.97,,,,,2006
24477NBCNCROUTE,7440473,0.7,,,,,2006
49738GRGPCROUTE,50000,0.84,,,,,2006
70765THDWCHIGHW,64186,0.9,,,,,2006
02726SGNNWBRAYT,N458,0.87,,,,,2006
17777HGNSCYURIS,N982,0.0,,,,,2006
02056CMGRC364MA,67561,1.07,,,,,2006
63026STLSS1050D,N120,1.04,,,,,2006
63026STLSS1050D,N511,1.04,,,,,2006
46072SRDCT100S5,7664393,0.96,,,,,2006
54143WPCFN805OD,N982,0.96,,,,,2006
27520MLSNCHWY70,107211,1.0,,,,,2006
62896CRWNL11884,80626,0.92,,,,,2006
90040SHLND6608E,108316,0.89,,,,,2006
78754SMSNG12100,7782414,1.16,,,,,2006
72701MRSHL2200I,7440020,1.97,,,,,2006
56649BSCSCSECON,N420,0.96,,,,,2006
60410DWCHMI55AR,1929824,1.01,,,,,2006
47429CKNCX6300N,75218,7.1,,,,,2006
68776BFPRD36016,7664417,0.99,,,,,2006
43212FNKFN824KI,7439921,1.27,,,,,2006
49881LSNPCHWYM9,67561,0.9,,,,,2006
49738GRGPCROUTE,108952,0.78,,,,,2006
70765THDWCHIGHW,71363,0.9,,,,,2006
46203CTZNS2950E,N106,0.94,,,,,2006
46203CTZNS2950E,100425,0.94,,,,,2006
39736NTDCMSTATE,108101,1.02,,,,,2006
65440BCKMNHWYKK,N420,1.0,,,,,2006
45144DYTNP14869,N020,0.93,,,,,2006
35115CHMCL7444S,N770,0.99,,,,,2006
06801VNDRB31TAY,124403,1.6,,,,,2006
