TRIFID,TRI_CHEM_ID,PROD RATIO/ACTIVITY INDEX,SR ACTIVITY 1,SR ACTIVITY 2,SR ACTIVITY 3,SR ACTIVITY 4,REPORTING YEAR
46268MDFNP7575G,50000,1.32,,,,,1995
52240SHLLR2500H,N495,0.8,,,,,1995
28217GNRLT1900C,75092,0.93,,,,,1995
91730SPRCT11200,95636,1.5,,,,,1995
61442CNNNB4THWA,7440508,0.86,,,,,1995
45239CLPPR7390C,127184,1.1,,,,,1995
55369NVRSL8860Z,7440508,0.84,,,,,1995
29526WLVRN8027H,7664939,1.07,,,,,1995
75607FLTWD810PR,108883,0.84,,,,,1995
29829GRNTVNEWTO,78933,0.97,,,,,1995
91720GLDNC1138W,67561,1.0,,,,,1995
12550MTLCN1000B,7439965,0.98,,,,,1995
08110CJSBR820SH,100425,0.8,,,,,1995
66757FBRGL1705N,N120,1.33,,,,,1995
77051FRMNC2434H,107211,1.25,,,,,1995
11771MLLMX190PI,7439921,0.9,,,,,1995
29044NNCMPROUTE,108952,1.05,,,,,1995
73123GLFST7400N,7697372,1.12,,,,,1995
13461SHRRL12ESE,N106,1.06,,,,,1995
28533SDDSMNCHWY,76131,1.0,,,,,1995
38008HRMNTTATER,1330207,0.84,,,,,1995
27239CNCLBPOBOX,67561,1.12,,,,,1995
40216DPNTL4200C,108883,0.94,,,,,1995
60609STRTR2306W,N982,1.83,,,,,1995
26037KPPRSKOPPE,71432,1.15,,,,,1995
92665HMLTN345WE,N982,1.0,,,,,1995
44287PRMMB13985,N010,0.74,,,,,1995
30153LRLNGGOODY,78933,1.23,,,,,1995
35055PRLSS16112,78933,1.04,,,,,1995
66534MDMRC721OR,7697372,1.06,,,,,1995
15641HYDPRRAILR,7440020,1.17,,,,,1995
45244SNCPR8485B,78933,1.1,,,,,1995
37601FLRCT915RI,108883,0.66,,,,,1995
22734TRNTYRT655,7664417,1.1,,,,,1995
47546JSPRNHWY23,7632000,1.03,,,,,1995
39730VSTPLPOBOX,N420,0.94,,,,,1995
62084SHLLLRTE11,67561,0.95,,,,,1995
32533MNSNT3000O,N100,0.81,,,,,1995
21801PPSCL330SN,91203,1.0,,,,,1995
62084SHLLLRTE11,N982,0.95,,,,,1995
97051BSCSC1300K,7782505,1.0,,,,,1995
28217GNRLT1900C,N982,0.93,,,,,1995
17033HRSHY1033O,7664382,1.06,,,,,1995
62084SHLLLRTE11,108952,0.95,,,,,1995
46706BRNFN63563,7429905,0.0,,,,,1995
31708MRCKC3517R,107302,1.17,,,,,1995
97210HRCLS3366N,64186,0.1,,,,,1995
38109PRSRV400EB,94757,0.99,,,,,1995
76501RCRPN2611N,71556,1.08,,,,,1995
08884KMBRL85MAI,7782505,1.14,,,,,1995
77011HBFLL6107I,108883,1.25,,,,,1995
42029WSTLKHWY15,7782505,0.92,,,,,1995
78469VLRRF5900U,67561,1.06,,,,,1995
39401RSNLL103DI,108316,0.65,,,,,1995
03833GTPRDPORTS,7697372,1.0,,,,,1995
28402KCHSLHWY42,7664939,0.99,,,,,1995
82007FRNTR2700E,71432,1.03,,,,,1995
49423GPMND428WE,100425,0.8,,,,,1995
19706TXCDL2000W,95636,0.93,,,,,1995
61130HYDRL4950M,7439965,1.44,,,,,1995
16329NTNLF1FRON,1313275,1.05,,,,,1995
41114CTLTTPOBOX,N230,1.07,,,,,1995
50208THMBR316E7,N120,0.93,,,,,1995
85532NSPRTPOBOX,7664939,112.65,,,,,1995
73503SRMYFDIREC,107211,1.0,,,,,1995
92517FLTWD2350F,N120,1.08,,,,,1995
90023GNSPL3498E,N100,1.61,,,,,1995
15632BSTFL6015E,7440020,1.33,,,,,1995
58554MCLCMNORTH,71556,0.9,,,,,1995
38301TCHST321BE,N100,0.67,,,,,1995
44512LSNPC4449L,7664939,1.97,,,,,1995
60164GNRLP135WL,108883,0.8,,,,,1995
60616FDRTD1882S,78922,0.86,,,,,1995
46140RLLCT3398E,98828,1.04,,,,,1995
46312LTVST3001D,N090,1.06,,,,,1995
98632WYRHS3401I,67663,0.95,,,,,1995
92626VLNTC3190P,7664382,0.79,,,,,1995
17233JLGNDJLGDR,1330207,1.32,,,,,1995
46615STHBN1237N,79016,1.44,,,,,1995
49085LLDSG3737R,7664939,0.93,,,,,1995
44805FMYRS1101M,7440508,1.27,,,,,1995
60658CRMLS12840,924425,1.1,,,,,1995
68522LNCLN600WE,7697372,1.19,,,,,1995
05452BMXXX1000R,10028156,1.46,,,,,1995
30093LLDPH5440A,7664417,1.05,,,,,1995
28429CCDNTOFFST,7782505,1.13,,,,,1995
28429CCDNTOFFST,N090,1.22,,,,,1995
24540DNRVRSTATE,107211,0.85,,,,,1995
60016LTTLF800EA,N106,0.81,,,,,1995
87544SDLSL52835,7782505,1.0,,,,,1995
14901KNNDY1021E,7439965,0.91,,,,,1995
90023PCFCN3305E,100414,1.09,,,,,1995
29044NNCMPROUTE,7664417,1.06,,,,,1995
77619STHRN6287G,100425,1.0,,,,,1995
60651ZNTHL1500N,N100,1.02,,,,,1995
55395MDMRC3111S,7664382,0.99,,,,,1995
87102WLLBR215RO,1330207,0.96,,,,,1995
38676DRXLCTUNIC,1912249,0.88,,,,,1995
53223PRLCK8300W,75456,1.3,,,,,1995
92324WHTTK1231S,95636,1.03,,,,,1995
43212GNRLC1701W,108952,0.97,,,,,1995
36346STHLNRTE1C,7664417,2.16,,,,,1995
55421HBFLL3900J,N230,1.12,,,,,1995
46544LTVMS13200,N090,0.78,,,,,1995
46383GTCHN405EL,7697372,1.91,,,,,1995
49601RBRKS201HA,78933,0.62,,,,,1995
23692MCLCM2201G,106990,1.02,,,,,1995
24505LYNCHRT726,7440473,0.88,,,,,1995
77017MBLCH9822L,111422,0.73,,,,,1995
06473LBRCH55DEF,7664417,1.19,,,,,1995
77507PTRLT13200,75218,0.95,,,,,1995
77507PTRLT13200,50000,0.95,,,,,1995
12589FRRTP1COMM,N100,1.25,,,,,1995
61944HRBBRRT133,108101,1.05,,,,,1995
44483LCNRL390GR,108883,1.05,,,,,1995
44805HDSTR710OR,108101,1.4,,,,,1995
15665WSTNGROUTE,1330207,0.57,,,,,1995
46345RLLCT2NDAN,1330207,1.01,,,,,1995
65708FCCRPBRIDL,107211,0.8,,,,,1995
48846MRCNB14NOR,7664939,1.0,,,,,1995
95035LSLGC1601M,7664939,0.93,,,,,1995
74018LLGHNUSHIG,N495,0.44,,,,,1995
24141LYNCHFIRST,7440508,0.93,,,,,1995
63362PPRTM1807W,7440508,0.23,,,,,1995
05461NTRNTPOBOX,7664382,1.2,,,,,1995
35064SSFRFVALLE,7664417,1.01,,,,,1995
52627DPNTF80135,N420,1.04,,,,,1995
77262GDYRT2000G,75150,0.96,,,,,1995
63376TRNSF601AR,67561,1.02,,,,,1995
49442LMCNC5025E,7664382,0.62,,,,,1995
31709CPRNDSOUTH,115071,1.0,,,,,1995
27962WYRHSTROWB,7664417,0.91,,,,,1995
75040CPLXX1500E,N100,1.01,,,,,1995
47355STRLN105EA,108883,0.9,,,,,1995
30084HLTLL4647H,71556,0.95,,,,,1995
52641BLBRDHIGHW,107211,1.05,,,,,1995
37841THRMDNO1IN,117817,0.8,,,,,1995
35903MCNCX201IN,7439965,0.9,,,,,1995
61547SHRXCROUTE,110543,1.0,,,,,1995
01020FCMTC5WEST,7664939,1.04,,,,,1995
01757PHTFB500FO,7647010,1.45,,,,,1995
43223GFRDR867MC,N511,1.05,,,,,1995
27520MLSNCHWY70,7664382,1.17,,,,,1995
68305TRNGLRR2BO,108883,1.2,,,,,1995
24517THLNCEASTF,78933,0.92,,,,,1995
43015PPGND760PI,78933,1.12,,,,,1995
54612SHLYF350MA,100425,0.42,,,,,1995
66215SPCRD9876P,N495,1.26,,,,,1995
35150PRKRF321NA,94757,1.11,,,,,1995
45209CNCNN4701M,108883,1.06,,,,,1995
37209GNRLD6100C,71556,1.27,,,,,1995
60410DWCHMI55AR,75569,1.49,,,,,1995
01801MRSNC61HOL,N982,1.21,,,,,1995
04270CRNWLRTE26,1330207,0.6,,,,,1995
56567LNDBTWESTC,108883,1.03,,,,,1995
43528JHNSN10300,N420,1000.01,,,,,1995
71129GNRLL7000B,N090,1.02,,,,,1995
60901MRCNS1775A,7697372,1.02,,,,,1995
19713SPCLT650DA,75092,1.19,,,,,1995
46808DRLBR4611D,100425,0.61,,,,,1995
35207SLSSN35003,7664417,0.98,,,,,1995
77704NCHSRGULFS,75070,0.0,,,,,1995
95632CNSLD901SI,71556,1.48,,,,,1995
28786DYCPR1300B,110827,0.81,,,,,1995
29671SNGRCHWY8X,N100,0.96,,,,,1995
30677LLDTBBARNE,N010,0.92,,,,,1995
17362PHGLT228SO,64186,1.12,,,,,1995
46801SLTRS2400T,N090,1.01,,,,,1995
39704JHNST1503J,67561,1.2,,,,,1995
76106LSKMT1700M,N982,0.95,,,,,1995
32456SYLVCPOBOX,92524,0.98,,,,,1995
35212HYSNT19435,7440473,0.79,,,,,1995
78408CHMPL1801N,100414,0.97,,,,,1995
04976SDWRRRFD3U,7664417,1.03,,,,,1995
65109MDNMN1502S,7440508,1.17,,,,,1995
37756FRHFTSCOTT,78933,0.98,,,,,1995
15316CCRTFCOUNT,N511,1.29,,,,,1995
32135HPRDC1COMM,79016,3.6,,,,,1995
19713SPCLT650DA,N120,1.19,,,,,1995
46804FRTWY6930G,100425,1.04,,,,,1995
40219CLDWL4000T,N450,0.99,,,,,1995
15203SMLBN88SOU,117817,0.78,,,,,1995
30901SRLMN1750L,67561,1.06,,,,,1995
53177GNTNT26209,7440666,1.09,,,,,1995
44287PRMMB13985,N450,0.76,,,,,1995
48077CSHMM6640S,7440473,1.0,,,,,1995
28105RXHMC700CR,N120,1.0,,,,,1995
57648MDMRCMAINS,7664382,1.1,,,,,1995
01840DVNCD9MILL,7697372,1.27,,,,,1995
29675DVSBRHWY12,7440473,1.2,,,,,1995
46801SLTRS2400T,7664393,1.01,,,,,1995
98225GRGPC300WL,7664939,0.93,,,,,1995
46041XDCRP555HO,N010,1.0,,,,,1995
91731CRWNC4350T,50000,0.62,,,,,1995
00605VNMRBMONTA,7647010,0.84,,,,,1995
10710LCTRN21GRA,7664393,0.6,,,,,1995
23860FRSTN105WI,67561,1.19,,,,,1995
30434THRMKROUTE,108101,1.59,,,,,1995
90810BRKCH22039,1330207,1.4,,,,,1995
50401MSNCT1410S,7664417,0.98,,,,,1995
44127VLNPR3112E,7440020,1.31,,,,,1995
47944PWLLS83SME,7439965,1.05,,,,,1995
77026NVRSL3919E,26471625,0.89,,,,,1995
77028RLNCN6901C,95636,1.13,,,,,1995
02056CMGRC364MA,71363,1.29,,,,,1995
62454MRTHNMARAT,7647010,1.02,,,,,1995
55104STPLB954WE,7440508,1.0,,,,,1995
08023DPNTCRT130,7664939,1.21,,,,,1995
48647HSKNS830EK,7440508,0.77,,,,,1995
46391WLKRWHWY42,N020,0.97,,,,,1995
06601SKRSK6900M,7664393,0.92,,,,,1995
95131HLLBR410CH,7647010,0.0,,,,,1995
91702TBNGS601SO,7440508,0.5,,,,,1995
90670TRJNB12380,7440360,0.98,,,,,1995
78410CCPCC1501M,98828,0.98,,,,,1995
77262GDYRT2000G,N511,0.96,,,,,1995
16514MRCNS2424W,7439965,0.92,,,,,1995
91786LTWDN420S1,108883,0.97,,,,,1995
06460WRNRL10WEB,79016,1.1,,,,,1995
00755VNLMLGUATE,7647010,0.7,,,,,1995
67214TRMCN1020E,7440020,1.38,,,,,1995
84116STNLM5040W,7440508,1.05,,,,,1995
68788BPNCXHIGHW,7664417,0.96,,,,,1995
14150GNRLM305SA,463581,1.1,,,,,1995
43302TRCPRSTATE,100425,0.85,,,,,1995
46506NRGBR1215W,1717006,0.95,,,,,1995
32137NTDSP77HAR,67561,1.0,,,,,1995
06360RLXCR29STO,7664417,1.1,,,,,1995
77012CRGLL9317E,7664939,1.0,,,,,1995
98409NWTCH2601S,7440508,1.75,,,,,1995
44111PPGND3800W,50000,1.12,,,,,1995
85706RNDLL5901S,7440020,1.1,,,,,1995
43015PPGND760PI,N982,1.12,,,,,1995
29622WNSCRHIGHW,N230,1.13,,,,,1995
27048STHRN801EA,108883,0.79,,,,,1995
60048THSLR100SO,108883,0.85,,,,,1995
46516CRNND1806C,91087,0.91,,,,,1995
16003RMCDVROUTE,7782505,1.08,,,,,1995
14652STMNK1669L,1319773,1.05,,,,,1995
48647HSKNS830EK,7440473,0.77,,,,,1995
36801WSTPN2401B,50000,1.05,,,,,1995
55071SHLND100WT,71432,1.12,,,,,1995
30240NSGNB1600E,108054,0.98,,,,,1995
55414MRCNN15026,108883,0.96,,,,,1995
48121RGSTL3001M,N420,0.99,,,,,1995
28655RXNRDONECH,7440020,1.02,,,,,1995
30701FMPRD350BE,N982,0.99,,,,,1995
44004PLSTC2600M,N982,1.1,,,,,1995
13501CHCGP2200B,7440508,1.06,,,,,1995
12189LTCHSSPRIN,7664393,1.06,,,,,1995
78227STNDR8189N,7440360,0.38,,,,,1995
01040DLCTR218RA,108883,0.9,,,,,1995
72901RVRSD1400S,1330207,1.06,,,,,1995
