TRIFID,CAS NUMBER,PROD RATIO/ACTIVITY INDEX,SR ACTIVITY 1,SR ACTIVITY 2,SR ACTIVITY 3,SR ACTIVITY 4,REPORTING YEAR
38054PLLTN5485T,122349,0.94,,,,,2014
5464WCSTLRINTER,110543,1.02,,,,,2014
49913CLMTL25830,123319,0.9,,,,,2014
62305CPRND1800G,7440508,0.45,,,,,2014
36067NNCMP100JE,N150,1.0,,,,,2014
94510XXNCS3400E,N511,0.92,,,,,2014
94621MRCNB7825S,N458,1.1,,,,,2014
44622NNCMP875HA,7440020,1.05,,,,,2014
61764CTRPL4HPAR,7440473,1.0,,,,,2014
77592TXSCTLOOP1,100425,1.11,,,,,2014
19061BPLCMPOSTR,100414,0.96,,,,,2014
29436CRSSG553CR,N770,0.94,,,,,2014
19061BPLCMPOSTR,1330207,0.96,,,,,2014
77705NVGRN578HA,7439965,2.48,,,,,2014
37405RCKTN701MA,7439921,1.07,,,,,2014
47885PSWBS450BO,N090,0.94,,,,,2014
48229GRTLKNO1QU,N450,0.86,,,,,2014
90749RCPRD1801E,108883,0.96,,,,,2014
9562WBSLTX65IND,7439921,1.04,,,,,2014
71447CLCCR275RO,N590,0.85,,,,,2014
5204WBGRVR3294V,7664417,0.88,,,,,2014
04011BTHRNROUTE,115071,0.9,,,,,2014
30650GRGPC4891M,N150,1.13,,,,,2014
77592TXSCTLOOP1,110543,1.11,,,,,2014
16136BBCCKSR181,7439965,0.97,,,,,2014
70767PLCDR1940L,1344281,0.93,,,,,2014
70767PLCDR1940L,67561,0.93,,,,,2014
94553TSCCRAVONR,100414,0.94,,,,,2014
33316MTVPR12SE2,95636,0.77,,,,,2014
98625KLMCH1296N,75070,1.04,,,,,2014
77536SFTYK2027B,98953,1.25,,,,,2014
70821CPLYM5955S,100425,0.39,,,,,2014
94802CHVRN576ST,110543,0.12,,,,,2014
93308TXCRF6451R,110543,1.0,,,,,2014
83653SMPLT4912E,N511,1.07,,,,,2014
03103SNMNC140AB,7439921,0.74,,,,,2014
70734NNTXSLAHWY,74851,0.0,,,,,2014
02178CMBRD39HIT,N511,1.1,,,,,2014
71052CLCCR963PO,N040,0.94,,,,,2014
12883NTRNTSHORE,N420,1.0,,,,,2014
77592TXSCTLOOP1,N106,1.11,,,,,2014
55121GPHRS3385S,7440382,1.01,,,,,2014
27530HFLST1677O,91203,0.88,,,,,2014
72734MDMRCDAWNH,108883,1.12,,,,,2014
77378RMNRG10586,7439921,11.7,,,,,2014
46721NVRSLBOX10,7439921,0.5,,,,,2014
7933WDMNDT13SFM,75070,1.03,,,,,2014
96782WGNRT475KA,N420,1.0,,,,,2014
89446HYCRF52MIL,N982,1.19,,,,,2014
78410KCHRFSUNTI,108952,0.74,,,,,2014
39703CLMBSCARSO,7782505,1.06,,,,,2014
01069RTHBN241PA,7439921,0.88,,,,,2014
64061STHLSHIGHW,7439921,1.32,,,,,2014
54016NRLKN891CO,7439965,1.0,,,,,2014
43469MRTNM755LI,7697372,1.27,,,,,2014
62040PRCTM25NOR,N096,1.07,,,,,2014
75688CNDCTHWY80,67561,1.17,,,,,2014
32034CNTNRNORTH,67561,1.0,,,,,2014
1902WTLXMT15PHY,7697372,1.51,,,,,2014
5464WCSTLRINTER,67561,1.02,,,,,2014
77643WSTMNHWY73,N503,1.1,,,,,2014
84029SFTYK11600,75014,0.36,,,,,2014
23234CGNTR5001C,N040,1.05,,,,,2014
4371WMRCNN43521,7439976,1.74,,,,,2014
35215MDLND90CAR,91203,1.03,,,,,2014
67277BNGML3801S,7664393,1.09,,,,,2014
46312LTVST3001D,N010,0.83,,,,,2014
99501TSRLS1522P,71432,1.19,,,,,2014
24124HCHSTRT460,110827,0.92,,,,,2014
1614WMRNDXAMERI,7439921,1.44,,,,,2014
70765GRGGLHIGHW,79345,1.04,,,,,2014
87117SRFRC2050W,N420,0.92,,,,,2014
70805XXNBT4050S,7664939,1.0,,,,,2014
99752RDDGP90MIL,7664417,0.8,,,,,2014
53035GNRLT1025I,7439921,1.31,,,,,2014
01905CLHTH638SU,872504,0.89,,,,,2014
30501KBTMN2715R,107211,1.06,,,,,2014
30501KBTMN2715R,7664939,1.06,,,,,2014
17072SFTYK10ELE,7439921,5.87,,,,,2014
34641NVLPN1255S,1330207,0.99,,,,,2014
44004SCMCH2426M,7782505,1.03,,,,,2014
44004SCMCH2900M,7550450,0.94,,,,,2014
27374MRSNN325WE,7439965,1.15,,,,,2014
97210WNSCR3750N,191242,1.0,,,,,2014
53218HNTZN6937W,1330207,0.9,,,,,2014
64085PCFCP8905W,1330207,0.96,,,,,2014
77983RCCRBHWY18,85018,0.95,,,,,2014
72015CMMRC20138,7440020,1.2,,,,,2014
62540KNCDG4MILE,7664939,1.14,,,,,2014
37874LNGDL555SO,N090,0.84,,,,,2014
46783GMCTR12200,71363,1.11,,,,,2014
10562MTLLZ19SOU,N590,1.0,,,,,2014
49333BRDFR200LA,7439965,1.06,,,,,2014
36067NNCMP100JE,120809,1.0,,,,,2014
36067NNCMP100JE,1319773,1.0,,,,,2014
72206GSRFN2701E,7439921,1.51,,,,,2014
37871SRCNC1977W,N420,8.26,,,,,2014
37809VSTWL920PO,131113,1.08,,,,,2014
37809VSTWL920PO,100414,1.08,,,,,2014
61832TMMTC115MA,7439921,1.09,,,,,2014
43812SNCST535CL,7440508,1.13,,,,,2014
47006BTSVLEASTE,7440484,1.07,,,,,2014
11777PRTJFBEECH,7664417,1.23,,,,,2014
79008PHLLP2MILE,108883,0.43,,,,,2014
58576BLFLN28413,7664417,1.0,,,,,2014
49228BLSSF626DE,7440508,1.4,,,,,2014
3013WPNHLL318IN,7664393,1.1,,,,,2014
71730SHWMD25LUI,7440473,5.74,,,,,2014
46783GMCTR12200,67561,1.11,,,,,2014
43026BCKRP4150L,N982,1.0,,,,,2014
28054WLSHC207TE,75354,1.0,,,,,2014
64116TNMCC123WE,95636,0.91,,,,,2014
43085GSPRB6325H,7664393,1.12,,,,,2014
72206GSRFN2701E,N420,1.01,,,,,2014
6225WPRRST1739N,N760,1.11,,,,,2014
28677SMNRT1804C,N590,1.51,,,,,2014
15122SFTYK650NO,67561,0.7,,,,,2014
46741DTCHMR2ROT,108883,1.01,,,,,2014
92227NWMNT6502E,115071,1.07,,,,,2014
67301TMTVC1300W,7439921,1.03,,,,,2014
80860CRPPL2755S,N458,0.9,,,,,2014
77363HCCHNHWY10,108883,0.96,,,,,2014
56055NRTHS19249,50000,1.06,,,,,2014
37138RMYNC7LDHI,1582098,1.01,,,,,2014
30913MRRYBARTHE,N450,1.18,,,,,2014
64772MNVDPHIGHW,67561,6.78,,,,,2014
55987MLLRW580EF,N982,0.96,,,,,2014
46394MCLCX2815I,85018,1.23,,,,,2014
71635GRGPCPAPER,108883,0.88,,,,,2014
62201TRDWS7MOBI,100425,1.99,,,,,2014
62201TRDWS7MOBI,8001352,0.85,,,,,2014
70057NNCRBHWY31,120127,1.0,,,,,2014
3721WGRRST481MC,N495,0.86,,,,,2014
16329NTNLF1FRON,7440473,1.07,,,,,2014
01752SFTYK50ABR,7439921,5.01,,,,,2014
93243NTNLCSTATE,N090,1.1,,,,,2014
97211GLSNT2946N,1330207,2.0,,,,,2014
7790WCTRPL73LNE,N982,1.12,,,,,2014
94565CRTRN2850W,N511,0.51,,,,,2014
53719WLFPP2866B,7440020,1.08,,,,,2014
24416VRBRT627EA,7439965,1.02,,,,,2014
75662SKTRP1SKEE,100425,0.95,,,,,2014
89406KNNCT55MIL,N458,1.04,,,,,2014
36426CNTNRHIGHW,N770,1.01,,,,,2014
62454MRTHNMARAT,108883,0.89,,,,,2014
73070STHWS3505N,N982,1.19,,,,,2014
43457CHRTR6255U,N511,1.02,,,,,2014
41045KNTCKUS42P,N010,1.0,,,,,2014
33605LFRGF2001M,N458,1.07,,,,,2014
72113MLXNC801MU,50000,0.94,,,,,2014
70427GYLRD4THST,67561,1.03,,,,,2014
60123LGLYN1565F,7440484,0.65,,,,,2014
16148NTRST2797F,107211,0.65,,,,,2014
06040NSNNG171UT,7440020,1.05,,,,,2014
74884CMMRCOLDHW,N982,0.98,,,,,2014
53158LWTRN86019,1330207,7.7,,,,,2014
77536RHMND6600L,108054,0.91,,,,,2014
77571LPRTC2400M,107062,0.97,,,,,2014
92801KNSBR1314N,N078,0.95,,,,,2014
77643WSTMNHWY73,20816120,1.1,,,,,2014
21226BRNDN1000B,N150,0.95,,,,,2014
97268CRLTN3901S,N511,0.5,,,,,2014
29044STHCR142WA,N982,1.29,,,,,2014
24015RLNCN2837R,1330207,1.17,,,,,2014
67277BNGML3801S,1330207,1.09,,,,,2014
60630RYCLN5540N,N230,1.0,,,,,2014
20670SDDNVNAVAL,7439921,0.7,,,,,2014
46312LTVST3001D,N770,0.83,,,,,2014
73401TTLPTHIGHW,110543,1.0,R4,,,,2014
70805XXNBT4050S,N420,1.0,,,,,2014
12801FNCHP1GLEN,191242,0.98,,,,,2014
7166WTRTDM64HWY,7440382,0.9,,,,,2014
23860GLDSC914ER,71363,1.12,,,,,2014
8065WLDCST427NF,N040,1.29,,,,,2014
9520WPCFCT328NA,64186,1.13,,,,,2014
45875WCWDC9444W,7440020,1.14,,,,,2014
15927CLVRP141IN,N770,0.96,,,,,2014
97812CHMCL17629,117817,1.03,,,,,2014
84029SFTYK11600,108054,1.17,,,,,2014
75979TXSMTHWY69,7439965,3.0,,,,,2014
16686QLTYCINDUS,75058,0.12,,,,,2014
35215MDLND90CAR,107211,1.03,,,,,2014
2643WTHHRRPRSPE,7439921,26.43,,,,,2014
25722BSFCR24THS,101779,0.99,,,,,2014
77536SFTYK2027B,87865,2.14,,,,,2014
25143CTLYS1580F,N511,1.03,,,,,2014
59414MNTNR19001,7439976,1.09,,,,,2014
75849PCHMN100OL,50000,1.1,,,,,2014
02722BRMCS106FE,7664417,0.95,,,,,2014
46312LTVST3001D,7429905,0.83,,,,,2014
62525STLYM2200E,N420,0.95,,,,,2014
17094TRNGLJUNIA,71363,0.91,,,,,2014
90749RCPRD1801E,N458,1.1,,,,,2014
30701RYLRB197RO,N120,0.88,,,,,2014
6063WHSTLF6499W,7439921,1.88,,,,,2014
95131VNWTR2256J,1330207,0.59,,,,,2014
76140HYDRR12EVE,108883,0.99,,,,,2014
64085PCFCP8905W,108883,0.96,,,,,2014
27864WSTNGHWY43,N120,0.99,,,,,2014
15927CLVRP141IN,7664417,0.96,,,,,2014
15927CLVRP141IN,N100,0.96,,,,,2014
53963NTNLR21EAS,7697372,1.26,,,,,2014
62525STLYM2200E,N458,0.95,,,,,2014
36582MBLPN4775H,95636,1.0,,,,,2014
24311TLTYTSTATE,7439965,1.08,,,,,2014
77480PHLLPFM14A,108883,1.0,,,,,2014
19801NRMCF500OL,108883,1.2,,,,,2014
7759WBLNCH2415T,92524,1.05,,,,,2014
0237WVLSTC9PLEA,7439976,1.34,,,,,2014
94577PRCSN414HE,7440473,0.97,,,,,2014
7759WBLNCH2415T,N230,1.05,,,,,2014
70665CHMCL7170J,N120,0.98,,,,,2014
7862WTXGRG61BLE,N511,2.25,,,,,2014
29202CRLNSUSHIG,123911,1.29,,,,,2014
75662BKRPT806PA,67561,1.01,,,,,2014
75120CRGLLPOBOX,78922,0.45,,,,,2014
50401CRRSC16001,100425,0.98,,,,,2014
47274SYMRT1515E,7440473,1.07,,,,,2014
47274SYMRT1515E,7440484,1.07,,,,,2014
61244JHNDR11001,7632000,0.72,,,,,2014
6313WSTLSC16PER,N495,1.06,,,,,2014
18707NSNNG71CRE,7440484,1.1,R6,R6,,,2014
51537JCBSC251S1,7440473,1.1,,,,,2014
6753WDNNSP36NEH,N495,0.96,,,,,2014
12068KYMRKRTE33,131113,0.86,,,,,2014
26739MTSTRHC76B,N450,1.08,,,,,2014
7824WVSNWR655RI,7439921,387.25,,,,,2014
03103NYLTC333SU,N590,0.7,,,,,2014
97812CHMCL17629,N458,0.09,,,,,2014
3512WHNSNP4INDU,N420,0.98,,,,,2014
97211GLSNT2946N,67561,2.0,,,,,2014
60110DVNCD400AM,N010,1.0,,,,,2014
53151CHMCN2400S,N230,0.86,,,,,2014
42029DGSSCRTE28,N096,1.24,,,,,2014
70765THDWCHIGHW,123911,1.0,,,,,2014
97206LRGST4600S,7440484,0.9,,,,,2014
70765THDWCHIGHW,7440417,1.0,,,,,2014
73070STHWS3505N,N420,1.19,,,,,2014
15025GRDNN1000G,N096,0.86,,,,,2014
44305RPBLC60SOU,117817,1.09,,,,,2014
44305RPBLC60SOU,84742,1.0,,,,,2014
15926PBSCL664CO,N458,1.9,,,,,2014
65084GTSRB1001P,N982,1.02,,,,,2014
92616NVRSL2871L,7439921,1.0,,,,,2014
62525STLYM2200E,N982,0.95,,,,,2014
6080WNFRMM1191S,872504,0.96,,,,,2014
63090JFFRS711IN,7439921,0.97,,,,,2014
27101TRCRP1690L,7440508,1.0,,,,,2014
54843LSNPCRT8GE,N120,0.94,,,,,2014
22844HWLLM574DE,7440508,0.85,,,,,2014
27374MRSNN325WE,7440473,1.15,R6,,,,2014
46360BLDNG505NR,N420,0.9,,,,,2014
63701LNSTR2524S,80626,1.09,,,,,2014
54929FWDCR105EA,7440473,0.84,,,,,2014
55901CRNLN2501V,108883,1.2,,,,,2014
70633TMPLSHWY12,67561,0.98,,,,,2014
84074PPMNCI80XX,N090,0.36,,,,,2014
70765THDWCHIGHW,120832,1.0,,,,,2014
70057NNCRBHWY31,N590,1.0,,,,,2014
70057NNCRBHWY31,1330207,1.0,,,,,2014
27559CHMBNSTATE,50000,0.9,,,,,2014
28677THVLS1931S,107211,1.13,,,,,2014
62454MRTHNMARAT,91203,0.89,,,,,2014
28352MNVLLPOBOX,108883,1.07,,,,,2014
4967WHRSCR55662,7440508,0.86,,,,,2014
01376JDDWR55TUR,7440508,1.19,,,,,2014
50444WTHNL3638F,107028,1.0,,,,,2014
38002GRDMR11445,7439965,1.3,,,,,2014
07203PMRCN209E1,N420,0.38,,,,,2014
68025CTYFF2701E,7664393,0.95,,,,,2014
87413BLMFLNO50C,91203,1.42,,,,,2014
44223PRTCR7ASCO,N100,0.96,,,,,2014
52406SQRDC3700S,7440508,1.04,,,,,2014
26155PPGNDSTATE,N150,1.14,,,,,2014
01887STFFR256AN,7439921,1.05,,,,,2014
17370BRNNRWAGOR,N495,0.89,,,,,2014
29406SDFNS5862N,100414,1.28,,,,,2014
29602GCXXXI85WO,7439965,1.27,,,,,2014
68008CRGLL650IN,50000,1.17,,,,,2014
90810SHLND20915,N230,0.34,,,,,2014
18064CPLYCEASTO,7664417,0.98,,,,,2014
51105STNDR1221S,7439921,1.4,,,,,2014
53573NVRSL815EN,7440473,1.06,,,,,2014
48150STHWN118SE,67561,1.28,,,,,2014
64836RCNCRROUTE,107211,1.21,,,,,2014
42330KNTCKUS431,7647010,1.0,,,,,2014
12550MTLCN1000B,7439921,1.11,,,,,2014
46120LTRND2265E,75070,1.1,,,,,2014
95131SNMNC2101O,N420,1.02,,,,,2014
40310KNTCKCURDS,N495,1.0,,,,,2014
40310KNTCKCURDS,N982,1.0,,,,,2014
15301RSSML259SC,7440020,0.79,,,,,2014
02151GLBLP140LE,N590,1.36,,,,,2014
27962WYRHSTROWB,N450,1.01,,,,,2014
75504NTRNTPOBOX,50000,1.07,,,,,2014
50441SBCRP7121S,7440508,1.0,,,,,2014
0237WVLSTC9PLEA,1336363,0.74,,,,,2014
63049MRLCL6060H,7440508,1.81,,,,,2014
53714SFTYK3715L,107211,1.13,,,,,2014
46402SSGRYONENO,N511,0.95,,,,,2014
5880WTHMSP131ST,N590,5.0,,,,,2014
77541THDWCBUILD,N150,0.5,,,,,2014
17368DNSCNC40NF,7439921,0.85,,,,,2014
14105FMCCR100NI,N230,1.1,,,,,2014
17362PHGLT228SO,N420,0.99,,,,,2014
95380CLFRN600TR,7697372,1.05,,,,,2014
93239CHMCL35251,57749,2.67,,,,,2014
30080RGSSP5211I,75694,1.43,,,,,2014
45043RMCNC1801C,N511,1.16,,,,,2014
16023RMSTR100CL,N458,0.87,,,,,2014
19061SNRFNGREEN,71432,0.98,,,,,2014
19061SNRFNGREEN,98828,0.98,,,,,2014
34428FLRDP15760,N450,1.1,,,,,2014
3053WTRCHT1249C,7439921,0.95,,,,,2014
35603TRCST4301H,N100,1.09,,,,,2014
68008CRGLL650IN,78842,1.17,,,,,2014
84006KNNCT8362W,7664417,1.11,,,,,2014
71730NVRNM309AM,108907,1.0,,,,,2014
47903SBRSZ5500S,71363,1.08,,,,,2014
50672PNLKS33371,75070,1.01,,,,,2014
74063CHMLN9100W,95636,0.93,,,,,2014
35115CHMCL7444S,N495,0.97,,,,,2014
71836SHGRVPOBOX,108907,1.09,,,,,2014
93308TXCRF3663G,71432,1.0,,,,,2014
15944CNMGHRTE20,1313275,0.93,,,,,2014
31216MCNTR2476A,N590,1.46,,,,,2014
94572NCLSNOLDHI,92524,0.98,,,,,2014
46402SSGRYONENO,N725,0.95,,,,,2014
90749RCPRD1801E,91203,1.03,,,,,2014
9540WGNRLH2877G,N511,1.0,,,,,2014
70767XXNPR2230H,191242,1.47,,,,,2014
70767XXNPR2230H,108883,1.13,,,,,2014
63114BTRCF8501P,7697372,0.87,,,,,2014
16161MSPCL100FI,7440473,1.01,,,,,2014
02184WLLST205WO,7440020,0.86,,,,,2014
72206PRCLC10000,N458,1.08,,,,,2014
78621CMBRCRTE2X,7664393,1.06,,,,,2014
40383NTDLN102KU,N040,1.0,,,,,2014
34428FLRDP15760,N770,1.1,,,,,2014
35580LBMPW460GO,N096,1.41,,,,,2014
35603TRCST4301H,N450,1.09,,,,,2014
13403MHWKV9678R,N590,0.35,,,,,2014
3109WCRBCR188DE,67561,1.02,,,,,2014
71411WLLMTHIGHW,N420,1.01,,,,,2014
26190MRCNCSTRT2,108316,1.2,,,,,2014
71836SHGRVPOBOX,71363,1.09,,,,,2014
70821STFFRAIRLI,74873,0.9,,,,,2014
46947CPLYCSTATE,105679,5.35,,,,,2014
46135LNSTRPUTNA,1319773,0.99,,,,,2014
46947CPLYCSTATE,106478,5.35,,,,,2014
46135LNSTRPUTNA,N495,1.1,,,,,2014
77536SFTYK2027B,636215,1.98,,,,,2014
15774KYSTNRTE21,7664417,0.94,,,,,2014
94802CHVRN576ST,7439976,1.0,,,,,2014
98134RCPRD1652S,N458,0.77,,,,,2014
98134RCPRD1652S,N590,0.77,,,,,2014
76567SNDWS7MISW,N150,1.13,,,,,2014
48211SLCTY1923F,95636,1.23,,,,,2014
28716CHMPNMAINS,N040,1.02,,,,,2014
92806BSFST1440N,108952,1.18,,,,,2014
89820BTTLMCOPPE,N078,1.17,,,,,2014
90748NCLLS1660W,N590,0.97,,,,,2014
68601MNNST3000E,N458,1.0,,,,,2014
36201MHVLV605WE,N420,1.11,,,,,2014
35040BLCRC8039H,N420,1.08,,,,,2014
36201SDDSR7FRAN,7647010,1.04,,,,,2014
99215KSRLME1500,7439921,1.12,,,,,2014
45418PLTNG1525W,N495,1.0,,,,,2014
12553WRXTR1096R,100414,1.0,,,,,2014
5872WBSNTR11549,191242,1.52,,,,,2014
28120NWNGC1725D,N458,1.01,,,,,2014
02151GLBLP140LE,100414,1.26,,,,,2014
35603SXTNC3101S,N230,1.25,R6,,,,2014
27962WYRHSTROWB,N982,1.01,,,,,2014
54880MRPHY24THA,100414,1.16,,,,,2014
79008PHLLPSTATE,111422,0.94,,,,,2014
79008PHLLPSTATE,107211,0.94,,,,,2014
46304BTHLHBURNS,91225,0.93,,,,,2014
46135LNSTRPUTNA,107211,0.99,,,,,2014
29115RPRCRRTE33,110543,1.05,,,,,2014
82942JMBRD9MILE,N020,0.94,,,,,2014
2814WKZNBL485CE,107131,0.65,,,,,2014
36732GLFSTHIGHW,N450,1.05,,,,,2014
7548WPJTRL187FM,7440020,0.94,,,,,2014
90748NCLLS1660W,7647010,0.97,,,,,2014
90810CRSNT2365E,1330207,0.97,,,,,2014
52404PRRCR3300C,N040,1.37,,,,,2014
97391GRGPCBUTLE,120809,1.0,,,,,2014
14012SSMRS7725L,N090,1.0,,,,,2014
42303MDRNW1450E,7440473,5.49,,,,,2014
34956MRTNPSR710,N150,8.43,,,,,2014
61354JMSHR17UNI,N096,1.2,,,,,2014
77532KMCNC16503,75569,1.0,,,,,2014
61103DNFDS1126K,7697372,1.19,,,,,2014
61354KSCRP6251R,1330207,1.17,,,,,2014
95376LPRNF2401M,N230,1.05,,,,,2014
90248MCHNC15220,N511,1.0,,,,,2014
24426WSTVCRIVER,N590,1.04,,,,,2014
60106CHCGWRTE83,7429905,1.43,,,,,2014
91745LPRNF490FS,N511,1.03,,,,,2014
70805LLDSGCORNE,306832,1.0,,,,,2014
19442MNSYPCOLDS,95636,1.0,,,,,2014
70805LLDSGCORNE,7439976,1.0,,,,,2014
77630NVSTS355AF,108930,1.02,,,,,2014
58530BNCLL23603,N450,0.65,,,,,2014
80002FRNTR6155W,N495,1.0,,,,,2014
39441SSMLL334AV,7439965,1.37,,,,,2014
7310WCLMTC1427N,7440473,1.13,,,,,2014
02914KNCRP199AM,1330207,1.0,,,,,2014
41129CLGNCUSROU,7439976,1.03,,,,,2014
29301GFCHMSIMSC,N230,0.97,,,,,2014
31098SDDSF216OC,75092,0.83,,,,,2014
97477CHMBN475NO,50000,1.6,,,,,2014
88002WHTSNSTEWS,7439921,0.33,,,,,2014
30050CRGLL71BAR,121697,0.9,,,,,2014
45232CGNSC49EST,N982,0.94,,,,,2014
71730NVRNM309AM,N420,1.0,,,,,2014
77536LBRZL41TID,N040,0.68,,,,,2014
12158GNRLLNORYL,108952,1.23,,,,,2014
79120SRCNCHWY13,N420,3.56,,,,,2014
46360NRTHRWABAS,N100,1.35,,,,,2014
77050SSTBL9518E,7439921,0.87,,,,,2014
28262NGNRD11300,80057,0.99,,,,,2014
77643WSTMNHWY73,N100,1.1,,,,,2014
60803VLRLS36W13,95636,0.74,,,,,2014
40216LSVLL5252C,N090,1.0,,,,,2014
64063CNTRY2400N,N458,1.09,,,,,2014
64063CNTRY2400N,N511,0.74,,,,,2014
48759MCHGN763BE,7647010,0.9,,,,,2014
46320CLRKL10201,100414,1.4,,,,,2014
60410CLMNC23247,N230,0.85,,,,,2014
90748RCCQC1175C,N420,1.01,,,,,2014
98248MBLLC3901U,67561,1.03,,,,,2014
28358LNDSY612E1,110543,1.0,,,,,2014
85009PRPTR408S4,110543,1.1,,,,,2014
7941WPRPTR32CLV,91203,1.0,,,,,2014
53080FRMNCRAILR,N230,0.52,,,,,2014
80022PHLLP3960E,95636,1.22,,,,,2014
80022PHLLP3960E,100414,1.22,,,,,2014
83101NGHTN5MISO,N420,0.9,,,,,2014
48120DBLGL3000M,N420,0.68,,,,,2014
45144DYTNP745US,N020,0.79,,,,,2014
24211DMSCS26864,7439921,1.62,,,,,2014
72315SKYLN5896H,100414,0.97,,,,,2014
8943WPPGND5PITT,107211,1.6,,,,,2014
56283ZYTCC1425E,7439921,1.17,,,,,2014
39567FRSTC1001I,62533,0.88,,,,,2014
77640TXCRFNORTH,100425,1.09,,,,,2014
77640TXCRFNORTH,7664939,1.09,,,,,2014
63385BCGRP1500E,N982,1.25,,,,,2014
0703WDPNTD14PAR,528290,1.41,,,,,2014
17046NGNRD35HAN,55406536,1.08,,,,,2014
92138NTNLSHARBO,67561,1.0,,,,,2014
08066MBLLCBILLI,95636,1.08,,,,,2014
72022SNTGB64CYA,7439921,1.1,,,,,2014
30120CHMCLTENNE,N511,1.3,,,,,2014
90748RCCQC1175C,N458,1.01,,,,,2014
82334SNCLREASTL,98828,0.94,,,,,2014
37406SYNRC4001N,98828,2.09,,,,,2014
