TRIFID,TRI_CHEM_ID,PROD RATIO/ACTIVITY INDEX,SR ACTIVITY 1,SR ACTIVITY 2,SR ACTIVITY 3,SR ACTIVITY 4,REPORTING YEAR
02164NRCNC152CH,71556,1.14,,,,,1991
53094RSSND319HA,101688,0.98,,,,,1991
45404CSTRN1600W,75092,0.87,,,,,1991
43619WHTKR2707T,7664939,1.01,,,,,1991
94565MPRLW1401L,7782505,1.0,,,,,1991
53094RSSND319HA,584849,0.98,,,,,1991
19703LLDSG6100P,7664939,1.25,,,,,1991
24505LYNCHRT726,N982,0.92,,,,,1991
42141RRDNNDONNE,N230,1.04,,,,,1991
38852LSSSF1309W,108883,0.94,,,,,1991
18201PRNCTJAYCE,67561,1.02,,,,,1991
37662TNNSSEASTM,108883,1.02,,,,,1991
19023SNTRY237MI,N040,0.0,,,,,1991
31206BSSTT7501A,100414,0.89,,,,,1991
66018SNFLW35425,6484522,0.97,,,,,1991
90040WLBLT6401F,101688,1.14,,,,,1991
35404MPRCKENDOF,7782505,1.15,,,,,1991
55439THLNG7225B,71556,1.0,,,,,1991
23602LLDSG615BL,7439965,1.2,,,,,1991
46624LLDSG3520W,7647010,1.03,,,,,1991
50138MNNST3406E,117817,1.15,,,,,1991
47546JFCPL12THA,1330207,1.38,,,,,1991
17547SLMNMHAZEL,7440508,1.59,,,,,1991
45404CSTRN1600W,7664939,1.05,,,,,1991
44483GNRLR400RE,N040,1.05,,,,,1991
46140RLLCT3398E,N230,0.95,,,,,1991
08873PMSCN109NE,N090,1.05,,,,,1991
35173BLLMT5051G,1330207,0.84,,,,,1991
38108VLSCL1100W,108883,0.93,,,,,1991
95815CLTRD1630K,100425,0.88,,,,,1991
60650GTTND4620R,7647010,0.98,,,,,1991
27704MTSBSTHREE,7664382,1.2,,,,,1991
61072SNCPR200HA,7664417,1.16,,,,,1991
49868LSNPC461MI,50000,1.15,,,,,1991
46802SSXGR1601W,108883,1.0,,,,,1991
07644SFFRN210GA,7647010,0.95,,,,,1991
44102SHRWD1201W,7439921,0.0,,,,,1991
06002CTNGS48ENE,78933,1.36,,,,,1991
68524KWSKM6600N,7647010,0.9,,,,,1991
50401DVDMN16001,71556,1.4,,,,,1991
61125PRCSN1111S,7647010,1.0,,,,,1991
75235VLLXX3412P,79016,1.0,,,,,1991
44301KRNPN1390F,N982,2.22,,,,,1991
45014SLCTV9217S,108883,0.78,,,,,1991
97005RSCNT1270N,7440508,0.7,,,,,1991
55413GRCNC1024S,76131,0.85,,,,,1991
13902NTCMG40CHA,7664417,0.9,,,,,1991
24505LYNCHRT726,N450,0.92,,,,,1991
99215KSRLME1500,7647010,1.2,,,,,1991
54956MRCNN1815M,108883,1.02,,,,,1991
49082QNCYP150SM,N982,1.07,,,,,1991
38108VLSCL1100W,77474,0.94,,,,,1991
45144WLDDW5THAN,7439965,0.97,,,,,1991
92335DXSYS9401E,7782505,0.57,,,,,1991
94553SHLLL3485P,91203,1.2,,,,,1991
31604NKSPCHIGHW,120809,1.01,,,,,1991
19508CRMPTROUTE,95534,1.41,,,,,1991
48122MRTNF25401,1336363,0.62,,,,,1991
55164KCHRFPOBOX,N020,2.28,,,,,1991
48121FRDRG3001M,1330207,1.0,,,,,1991
55164KCHRFPOBOX,7647010,0.8,,,,,1991
15845PNNTC100CE,7664417,0.99,,,,,1991
46624LLDSG3520W,N090,1.03,,,,,1991
22827MRCKCHIGHW,302012,1.23,,,,,1991
28266SNDZCNCHIG,50000,2.21,,,,,1991
77651TXCRFCORNE,106990,0.67,,,,,1991
45439GNRLM2601W,108883,1.11,,,,,1991
75603DXPTRHIGHW,7782505,0.95,,,,,1991
55113DVNCC1633T,7664939,1.25,,,,,1991
52768JHNSN114LO,7647010,0.73,,,,,1991
44146MNGLL214NO,1330207,0.94,,,,,1991
77086CSLMT16212,67561,0.8,,,,,1991
35061KPPRS1835K,91203,1.3,,,,,1991
35768THGDYGOODY,75070,0.9,,,,,1991
39073GNBNC407BR,N420,1.0,,,,,1991
47933MDSTT510SO,7664939,0.85,,,,,1991
18071ZNCCRFOURT,N100,0.44,,,,,1991
43952BRMCHCOUNT,7697372,2.0,,,,,1991
95125LLYHR441PE,7664417,0.42,,,,,1991
90012WSTRN1440N,7439921,1.09,,,,,1991
49091KRSCHBROAD,N230,1.0,,,,,1991
40210PRTRP1301W,85687,0.93,,,,,1991
46312MRCNS3761C,7439965,0.57,,,,,1991
61071NTNLM41USR,7664939,0.95,,,,,1991
60110CRGLLLAKEM,71363,0.9,,,,,1991
28603SPCTR42215,71556,14.0,,,,,1991
48881LCKSN6138R,7664939,1.12,,,,,1991
41016DRWBGPOPLA,N040,1.0,,,,,1991
19007RHMNDOLDRT,78933,0.99,,,,,1991
62060SPCTRCOLLE,N982,0.76,,,,,1991
60525RYNLD1STAV,7782505,1.02,,,,,1991
43783SCHML7970W,100425,0.71,,,,,1991
37662TNNSSEASTM,N096,0.91,,,,,1991
18073PLMMR601MO,67641,0.84,,,,,1991
52001YMCDN4800C,7439921,0.77,,,,,1991
85706CRLXC7800S,7647010,1.02,,,,,1991
92101GNRLD3302P,67561,2.8,,,,,1991
28144TCHNCHIGHW,7647010,0.94,,,,,1991
22151STHRN6600E,7439965,1.35,,,,,1991
60613RMRCX1810W,127184,1.1,,,,,1991
51234FRMRS602MA,N725,1.08,,,,,1991
67432FRTHP4THPO,N100,0.82,,,,,1991
02184TWNSN530WE,7440508,0.83,,,,,1991
37357CRRRCMORRI,71556,0.89,,,,,1991
37357CRRRCMORRI,1330207,0.89,,,,,1991
15034SSRVNPOBOX,N010,0.84,,,,,1991
70734RBCNN9156H,108907,1.04,,,,,1991
35660RYNLDEAST2,7439965,1.04,,,,,1991
80021RSPCM9675W,76131,1.0,,,,,1991
65802MXXXX3211E,110827,0.52,,,,,1991
53177SCJHN2512W,50000,1.0,,,,,1991
77630NLNDROLDHI,120809,0.97,,,,,1991
30720DWCHM1468P,79107,0.95,,,,,1991
63834GTSRB1300S,N982,1.19,,,,,1991
