TRIFID,CAS NUMBER,PROD RATIO/ACTIVITY INDEX,SR ACTIVITY 1,SR ACTIVITY 2,SR ACTIVITY 3,SR ACTIVITY 4,REPORTING YEAR
66104QNDRP3601N,91203,0.95,,,,,2012
79403TYCFR892NR,N982,1.14,,,,,2012
28302DPNTFHIGHW,7664417,1.0,,,,,2012
45015CHMCN12STA,71363,2.04,,,,,2012
16531GNRLL2901E,7439921,1.4,,,,,2012
54728PRKRH1715P,7439921,0.94,,,,,2012
54758GLBLF12731,7439965,1.66,,,,,2012
29728CMTCK601NO,N100,1.06,,,,,2012
42001PDCHGHOBBS,7647010,0.62,,,,,2012
48842PRKRH1355S,7439965,1.01,,,,,2012
7657WLDNDS114WH,100425,1.37,,,,,2012
98002CNBRNRSTSE,191242,0.83,,,,,2012
98002CNBRNRSTSE,N590,0.83,,,,,2012
97408GGSND952CB,191242,0.81,,,,,2012
95024TRCLN8770H,76062,1.21,,,,,2012
77541BSFCR602CO,108316,1.03,,,,,2012
77541BSFCR602CO,85449,0.97,,,,,2012
37148CHLLN200CH,N982,1.1,,,,,2012
77012STFFR8615M,75150,0.85,,,,,2012
70760BGCJN9951C,N150,0.8,,,,,2012
18969RTNDP514TO,7439921,0.87,,,,,2012
46975RCHST616IN,7440508,1.08,,,,,2012
77501THYLC1000N,N420,0.78,,,,,2012
70760BGCJN9951C,N040,0.8,,,,,2012
48091WRRNS22800,N982,1.18,,,,,2012
06108PRTTW400MA,N511,0.78,,,,,2012
8100WNLSTL319LC,7439965,2.0,,,,,2012
35674STVCL900CO,N458,0.71,,,,,2012
61547CTRPL8826W,N090,0.96,,,,,2012
67301CSSNR1CESS,N420,1.2,,,,,2012
84088NTNLS3333W,7697372,0.98,,,,,2012
36512LBMPWUSHWY,7647010,1.15,,,,,2012
67460NTNLC2000M,74851,1.0,,,,,2012
94802CHVRN576ST,1313275,0.61,,,,,2012
46304BTHLHBURNS,100425,1.04,,,,,2012
53051WCKRCN92W1,7439921,1.05,,,,,2012
53051WCKRCN92W1,7439965,1.1,,,,,2012
43616SHLCM4001C,108883,0.95,,,,,2012
36201MHVLV605WE,N982,1.29,,,,,2012
12533BMXXXEASTF,7782414,0.99,,,,,2012
61615PRDSP4349W,N100,0.87,,,,,2012
48211SLCTY1923F,N090,4.3,,,,,2012
77503CSTLC3205P,67561,2.56,,,,,2012
75601MRTHN2400S,7440393,0.85,,,,,2012
53726MGWST515WA,7664417,1.4,,,,,2012
35580LBMPW460GO,N100,0.63,,,,,2012
63111SPLYM300EA,N120,0.85,,,,,2012
63026CNTNR2391C,N230,1.0,,,,,2012
94802CHVRN576ST,N100,1.23,,,,,2012
94802CHVRN576ST,91203,0.94,,,,,2012
91311CSMTC20245,94360,2.13,,,,,2012
55343SMNCS5951C,68122,1.69,,,,,2012
15025RSTCH400ST,100414,1.07,,,,,2012
64801BLBDY1000S,80626,1.6,,,,,2012
75668LNSTRHWY25,7440508,0.93,,,,,2012
48755HRNCSPOBOX,N450,0.53,,,,,2012
5872WBSNTR11549,91203,1.0,,,,,2012
47274SNSMN5BURK,7440508,1.21,,,,,2012
61615PRDSP4349W,N090,1.0,,,,,2012
90023RCDNC3225E,131113,0.93,,,,,2012
82609LTTLM5700E,91203,1.14,,,,,2012
17976STNCHHWY54,N100,1.07,,,,,2012
96732KHLGN200HO,7664939,0.95,,,,,2012
27886HCCMP19WSA,100425,0.6,,,,,2012
78252MNTGM6215W,7439921,1.0,,,,,2012
68008CRGLL650IN,50000,1.04,,,,,2012
27886KHNCR4047M,108883,1.2,,,,,2012
53027QDGRP1900W,N230,1.23,,,,,2012
35674STVCL900CO,N450,0.71,,,,,2012
15857WNDFLWESTC,7440020,1.0,,,,,2012
92123SLRTR4200R,7440473,1.09,,,,,2012
7770WCSTLC6534I,95636,1.1,,,,,2012
35130LBMPW4250P,N090,1.0,,,,,2012
14150CRHNT3500R,N420,0.5,,,,,2012
37055TKSDL1635O,7439921,1.29,,,,,2012
67460NTNLC2000M,N495,1.0,,,,,2012
67460NTNLC2000M,115071,1.0,,,,,2012
94802CHVRN576ST,106990,1.1,,,,,2012
94802CHVRN576ST,N511,1.0,,,,,2012
43616SHLCM4001C,463581,0.95,,,,,2012
94802CHVRN576ST,127184,1.0,,,,,2012
50672PNLKS33371,110543,0.97,,,,,2012
87413BLMFLNO50C,N590,1.06,,,,,2012
13045PLLTR3643W,N495,0.7,,,,,2012
90748NCLLS1660W,N150,1.01,,,,,2012
54409MRNCRAMRON,7440508,0.84,,,,,2012
28752JLDWN1HENR,67561,1.2,,,,,2012
77643WSTMNHWY73,1464535,1.01,,,,,2012
48211SLCTY1923F,N420,1.09,,,,,2012
48211SLCTY1923F,N458,1.0,,,,,2012
82609LTTLM5700E,100414,1.14,,,,,2012
15225CLGNC200NE,108952,1.08,,,,,2012
90813TXCRF2050E,95636,0.85,,,,,2012
28451NTNLSHIGHW,67561,1.0,,,,,2012
77643WSTMNHWY73,79345,1.01,,,,,2012
77643WSTMNHWY73,14484641,1.01,,,,,2012
77643WSTMNHWY73,109773,1.01,,,,,2012
63111RHNPL133EK,63252,1.0,,,,,2012
60064MCCHM2100C,127184,0.13,,,,,2012
93308TXCRF2436F,N590,0.66,,,,,2012
46217NDNPL3700S,N770,1.02,,,,,2012
15061PLYSR370FR,80626,0.8,,,,,2012
46140VRYDN870WA,108054,1.06,,,,,2012
7405WGRNHL5411N,N420,0.49,,,,,2012
37134STVJH535ST,N982,0.66,,,,,2012
46368BTSTL6500S,7440508,1.17,,,,,2012
77704NCHSRGULFS,100425,2.45,,,,,2012
74651SNRGNHWY15,91203,0.98,,,,,2012
15054CLMXMMAINS,N100,0.72,,,,,2012
91719MXXXX8500M,N090,0.83,,,,,2012
60614WSTRN3636N,7697372,1.22,,,,,2012
64772MNVDPHIGHW,872504,0.92,,,,,2012
43616TWWST1819W,108883,0.83,,,,,2012
77643WSTMNHWY73,95487,1.01,,,,,2012
77643WSTMNHWY73,106514,1.01,,,,,2012
77643WSTMNHWY73,51796,1.01,,,,,2012
50022JPTRNWESTH,N100,0.81,,,,,2012
97601WYRHSWEYER,108952,1.34,,,,,2012
31407STNCN1BONN,108952,1.01,,,,,2012
61554PKNNR1300S,75070,1.0,,,,,2012
77630NVSTS355AF,71432,0.77,,,,,2012
4311WTSTRM638CA,110827,1.97,,,,,2012
36201FMCCR2101W,7439965,1.0,,,,,2012
14304BTLSP5000P,80057,0.78,,,,,2012
46217NDNPL3700S,N982,1.02,,,,,2012
91752MTLCN10980,7439965,1.0,,,,,2012
5070WCNGRF271MI,N511,0.99,,,,,2012
16103FRSTN1EWAS,7664939,1.12,,,,,2012
28302CMRCSPOBOX,N010,0.94,,,,,2012
01845PHRMC70FLA,75092,0.45,,,,,2012
76450TXSRC316NC,108883,1.08,,,,,2012
60435SHFFLINDUS,7439921,0.97,,,,,2012
45505THCHM400HA,50000,0.96,,,,,2012
14850BRGWR800WA,7632000,0.96,,,,,2012
77643WSTMNHWY73,79221,1.01,,,,,2012
43616TWWST1819W,108952,0.83,,,,,2012
77643WSTMNHWY73,78922,1.01,,,,,2012
77643WSTMNHWY73,1582098,1.01,,,,,2012
60064MCCHM2100C,67561,1.21,,,,,2012
72202HNSNP13BND,7439921,1.41,,,,,2012
61554PKNNR1300S,N150,1.0,,,,,2012
37075BTTYM324FR,7440508,32122.0,,,,,2012
0360WWHLNN99CED,7439921,1.65,,,,,2012
77704NCHSRGULFS,67561,2.43,,,,,2012
02722BRMCS106FE,50000,0.33,,,,,2012
10550SPRYL716SO,7440224,0.99,,,,,2012
48071HWRDP32565,N230,1.12,,,,,2012
15774KYSTNRTE21,N090,1.03,,,,,2012
14850BRGWR800WA,7664417,1.0,,,,,2012
54130THLMNTHILM,108952,1.02,,,,,2012
38632PYRLX720VA,872504,1.24,,,,,2012
71753THYLCROUTE,71432,0.85,,,,,2012
74112NCHRP6707E,108101,1.16,,,,,2012
77507NSSNC12330,N010,1.05,,,,,2012
49068CMCST425LE,N120,1.0,,,,,2012
55720PTLTCNORTH,N040,1.05,,,,,2012
45631HVLLY5758O,N020,0.93,,,,,2012
62953LCTRC2100P,N150,0.84,,,,,2012
3009WCBVSN1144J,1634044,1.57,,,,,2012
53066PRMLD5657F,108883,1.0,,,,,2012
71671PTLTC810WE,N450,1.02,,,,,2012
42029SKWLLHIGHW,7647010,1.03,,,,,2012
40361TWRMS7BYPA,7632000,0.96,,,,,2012
70734BSFCRRIVER,71432,0.91,,,,,2012
70734BSFCRRIVER,74851,0.89,,,,,2012
76629TXSNWHWY6X,N040,0.71,,,,,2012
21005BRDNPSTEAP,7439976,1.0,,,,,2012
98605SDSLM200SW,N150,1.09,,,,,2012
70391DWCHMLOUIS,N090,1.0,,,,,2012
45232HNKLC4900E,67561,1.12,,,,,2012
06795PHLSN1465M,7697372,0.9,,,,,2012
26241GTTMNRTE21,95636,1.07,,,,,2012
93030PTTCH501DE,7440508,1.0,,,,,2012
93030PTTCH501DE,121448,1.0,,,,,2012
77017LYNDL12000,95636,0.97,,,,,2012
77017LYNDL12000,74851,0.97,,,,,2012
96793MLGNRNKIHE,91203,0.93,,,,,2012
53132KRNSN9600S,7440020,1.39,,,,,2012
88210NVJRF501EA,N458,1.12,,,,,2012
47670PSNRGHWY64,191242,1.06,,,,,2012
38632PYRLX720VA,1330207,0.8,,,,,2012
6735WTNKCN369NR,N100,1.1,,,,,2012
40211CNSLV3601R,110543,0.0,,,,,2012
14048NGRMH106PO,N590,0.31,,,,,2012
53925CLMBSN4335,67561,1.0,,,,,2012
60018MCLC02201S,108883,0.98,,,,,2012
70734BSFCRRIVER,75003,0.89,,,,,2012
21005BRDNPSTEAP,7439921,1.0,,,,,2012
45631HVLLY5758O,7664393,0.1,,,,,2012
07095LCNBL11CRA,100414,1.02,,,,,2012
30907LFRGM422WH,7439921,1.0,,,,,2012
54935GLLWY325TO,N511,1.85,,,,,2012
4790WCCRMS26CNC,7697372,1.63,,,,,2012
17404JBKRC320NO,7429905,1.08,,,,,2012
28682DKNRG8320E,N450,0.85,,,,,2012
40213NTDCT4900C,N982,1.93,,,,,2012
04457LNCLNKATAH,7782505,0.97,,,,,2012
84029SFTYK11600,N230,1.91,,,,,2012
84029SFTYK11600,N084,1.79,,,,,2012
84029SFTYK11600,333415,0.93,,,,,2012
84029SFTYK11600,108054,0.97,,,,,2012
77530RCCHM2502S,77736,0.8,,,,,2012
44136HYLVL21693,7440473,0.4,,,,,2012
54302NTHRN1731C,7697372,1.22,,,,,2012
77571DPNTL12501,N590,1.0,,,,,2012
62301PRNCMONEPR,N040,1.0,,,,,2012
54806NRTHR122N1,N590,0.76,,,,,2012
45631HVLLY5758O,N982,0.81,,,,,2012
07095LCNBL11CRA,N090,1.02,,,,,2012
48854MRCHM340NS,N420,1.1,,,,,2012
84648STHWSHIWAY,N420,1.08,,,,,2012
77039NTDST19120,1330207,0.92,,,,,2012
06095STNDY92DEE,N590,0.61,,,,,2012
03054NSHCR57DAN,108054,1.0,,,,,2012
20228BRFNG14THC,N495,0.9,,,,,2012
28682DKNRG8320E,N590,0.85,,,,,2012
28120DKNRG175ST,7664939,0.2,,,,,2012
28682DKNRG8320E,N458,0.85,,,,,2012
48229GRTLKNO1QU,N420,0.99,,,,,2012
45153CNCNN1781U,7664417,0.71,,,,,2012
53142LBNYC82001,7440020,1.02,,,,,2012
48667THDWCMICHI,75354,0.88,,,,,2012
04457LNCLNKATAH,N450,0.97,,,,,2012
70051MRTHNHWY61,N982,1.12,,,,,2012
01910GNRLL1000W,7440020,0.77,,,,,2012
12401CLLNNSTATE,N590,0.98,,,,,2012
84029SFTYK11600,110543,0.95,,,,,2012
33823CCCLN75MAI,N511,1.3,,,,,2012
90810CRSNT2365E,7782505,2.05,,,,,2012
90810CRSNT2365E,N458,1.0,,,,,2012
45840CSCDK2000P,7440020,1.52,,,,,2012
4343WNTDST121LA,107211,0.9,,,,,2012
77547MRCNT900CL,71432,1.2,,,,,2012
43515NRTHS6767C,N420,1.0,,,,,2012
23803CHPRR25801,N090,0.84,,,,,2012
77536DSPSL2525B,108883,1.01,,,,,2012
39168GRGPCHIGHW,N150,0.94,,,,,2012
2827WCMMRC1337J,107211,1.52,,,,,2012
77507MRCNC4923B,115071,1.49,,,,,2012
92123DPSTN4540V,108883,1.19,,,,,2012
46231HRTGN7901W,7440473,0.96,,,,,2012
74017CNTRL2210E,N495,1.03,,,,,2012
77705SNDZCRT4BO,N084,1.16,,,,,2012
77705SNDZCRT4BO,100414,1.16,,,,,2012
60131NLSNS9400W,7440473,0.96,,,,,2012
65803CMSTR2101N,N495,1.44,,,,,2012
49601CMCST23010,7439921,1.0,,,,,2012
08070GNSCHINDUS,100447,1.69,,,,,2012
63385BCGRP1500E,110827,1.12,,,,,2012
65101WSTNG500WE,7440484,0.98,,,,,2012
71731GRTLKHIGHW,107062,1.13,,,,,2012
19468MCRCX206JO,7439921,1.0,,,,,2012
84087PHLLP393SO,71432,1.02,,,,,2012
38116RCHRD1450E,7439921,1.0,,,,,2012
41129NCLLYOLDUS,7440508,1.52,,,,,2012
60123MRCNN1500H,7440020,1.31,,,,,2012
25515KZCHMSTATE,108952,1.06,,,,,2012
31650LNGBR1000S,67561,1.09,,,,,2012
90748NNPCF2402E,106990,0.77,,,,,2012
62812STHRN45EIL,100425,1.94,,,,,2012
26164PCHNYROUTE,N450,1.16,,,,,2012
48551GMCTRG3100,110827,1.07,,,,,2012
77301BRDNN900EA,7697372,1.82,,,,,2012
88210NVJRF501EA,74851,1.12,,,,,2012
74745STCSL1803S,N420,60.9,,,,,2012
03055HTCHNOLDWI,7440484,1.06,,,,,2012
08859HRCLSSOUTH,107211,0.84,,,,,2012
54806LRSNJ800SU,108883,1.0,,,,,2012
4450WNVRNM111AN,67561,3.0,,,,,2012
68901WHLNNEHWY6,7664417,1.07,,,,,2012
3781WTCSSX5555I,7440508,1.0,,,,,2012
6010WBRSVF454SC,7440020,0.92,,,,,2012
74131FLNGN7640S,7440473,1.0,,,,,2012
78130SYMNS1155C,N450,1.24,,,,,2012
43113PPGNDPITTS,80057,1.06,,,,,2012
75061WTKNC230IR,7439921,0.83,,,,,2012
59044CNXRF803HI,7664417,1.22,,,,,2012
59044CNXRF803HI,85018,1.07,,,,,2012
70764LLMNXHWY40,127184,1.13,,,,,2012
90748NNPCF2402E,191242,0.77,,,,,2012
28145SNHRBNLONG,7664393,1.28,,,,,2012
60164HTMPN75ELA,7697372,0.88,,,,,2012
70562SHLND2MILE,N590,0.98,,,,,2012
32771DCMLN121CE,7440508,70.0,,,,,2012
88210NVJRF501EA,95636,1.12,,,,,2012
88210NVJRF501EA,191242,1.12,,,,,2012
1421WCCTNG225FI,67561,1.11,,,,,2012
24210STRNG26770,7440360,0.98,,,,,2012
5581WCRRSD495MI,108883,1.04,,,,,2012
32571RPRDC4575E,124403,1.01,,,,,2012
41129CLGNCUSROU,191242,0.99,,,,,2012
89438NWMNTSTONE,N458,1.4,,,,,2012
61252DRVSN90119,7440020,1.0,,,,,2012
46783GMCTR12200,108883,1.0,,,,,2012
76065TXSND245WA,N090,1.0,,,,,2012
32674PNMTC4647S,N090,1.0,,,,,2012
90704PBBLY1PEBB,7664417,1.03,,,,,2012
5308WHTTNC428CL,7440508,0.92,,,,,2012
7750WRCTSX131BA,7783064,0.82,,,,,2012
7824WMRTNM67PUE,N420,0.91,,,,,2012
01851DLTPC1400M,108883,1.15,,,,,2012
60914LBMMT1115E,N230,1.21,,,,,2012
74937KFDSN1000O,79210,0.93,,,,,2012
70037LLNCRHIGHW,115071,0.9,,,,,2012
29501NTRNT1435N,N090,0.89,,,,,2012
6093WNRTHN22NRT,7440473,1.04,,,,,2012
54701WRRNV5200S,N230,1.31,,,,,2012
21227CHSPK6754S,N090,1.05,,,,,2012
11356NDSTR20451,127184,1.0,,,,,2012
38654MRCNN10800,7439921,1.01,,,,,2012
43223CNTRY802HA,N120,1.04,,,,,2012
4407WMRCNR892CA,7440473,1.12,,,,,2012
19530MCCNWRAILR,N495,0.0,,,,,2012
38464CRSPC2006L,872504,1.07,,,,,2012
61104JLCLR2300S,95636,0.85,,,,,2012
70767NTRPR2220N,115071,0.83,,,,,2012
54009FDRYPBOX27,N511,0.9,,,,,2012
98032MRCNN1220N,N230,1.05,,,,,2012
33316MTVPR12SE2,100414,1.06,,,,,2012
21791LHGHP117SO,N090,1.22,,,,,2012
98550GRYSH23RDR,7439921,0.3,,,,,2012
85613SRMYGATTNA,7439921,1.0,,,,,2012
98446TRYCM19002,872504,1.17,,,,,2012
49224GRDNF1000E,50000,0.95,,,,,2012
44012PRRYF3366P,100425,1.04,,,,,2012
57006DKTRN33132,7439921,1.1,,,,,2012
43571MRCNN10444,7664393,1.03,,,,,2012
53154KCRKP4801E,N450,0.59,,,,,2012
33870STNSC42HAY,100425,0.95,,,,,2012
77501THYLC1000N,108952,0.46,,,,,2012
52761MNSNTWIGGI,7440020,0.94,,,,,2012
70346GRCCHLAHIG,N100,1.06,,,,,2012
29728CNBRCPOBOX,7439921,0.82,,,,,2012
52501JHNDR928EA,N230,1.0,,,,,2012
95206PDMST2324N,7440473,1.69,,,,,2012
16509SNPTT8355H,7440473,1.05,,,,,2012
30103MRCHM400NO,1163195,1.43,,,,,2012
22314PTMCR1400N,7664393,1.05,,,,,2012
24333VGHNBOLDTO,67561,1.09,,,,,2012
53186NVSTR1401P,7440508,0.85,,,,,2012
46996PLYMT700W1,N511,1.09,,,,,2012
7577WTXMNL546CU,N420,1.0,,,,,2012
92227BRWLY57SHA,N458,0.97,,,,,2012
26050RGNWSSTATE,7783064,1.02,,,,,2012
97005VSYST9825S,7439921,0.46,,,,,2012
5581WFRTRR5789L,7439921,1.12,,,,,2012
70767XXNPR2230H,191242,1.02,,,,,2012
42303LMRSM4301U,N040,0.9,,,,,2012
54449MPMRN1511E,7697372,1.05,,,,,2012
90745NLCCH2111E,N982,2.33,,,,,2012
53207ZCLNC3270S,7697372,1.01,,,,,2012
48209MGNNC2771H,71363,1.43,,,,,2012
70526CPTLM1125C,7440473,1.1,,,,,2012
7564WDLNTC25BLU,101779,1.51,,,,,2012
32542GLNRF501DE,91203,1.0,,,,,2012
75604STRHC1001F,7439965,0.87,,,,,2012
60044HLPRC601NS,7439921,1.32,,,,,2012
16912WRDMN115GU,N100,1.05,,,,,2012
96819HFFCR321AL,1634044,0.0,,,,,2012
98421RNRPL624E1,50000,1.1,,,,,2012
35987CLPSMBROGD,7429905,1.15,,,,,2012
11021WGCHM239GR,141322,1.6,,,,,2012
53147BRNKN1225S,7440473,0.93,,,,,2012
72653RQPCRRT2BO,117817,0.99,,,,,2012
40310KNTCKCURDS,7647010,1.0,,,,,2012
32347BCKYCROUTE,N590,0.96,,,,,2012
43040HNDFM2400A,N511,1.55,,,,,2012
29731TTCHS1750O,7697372,1.13,,,,,2012
65706TYLRC1300T,7440473,0.95,,,,,2012
9462WCHMCL79166,N230,1.12,,,,,2012
46774SPRRL14214,N100,1.1,,,,,2012
53172VRBRT315MA,7439965,1.16,,,,,2012
53147BRNKN1225S,7440508,0.93,,,,,2012
15349MRGNT303ME,107211,0.51,,,,,2012
15339RTCHY3GERG,7439921,0.97,,,,,2012
48091WRRNS22800,N450,1.18,,,,,2012
53916PCHST200WI,7440484,0.95,,,,,2012
66044TRWNC2400P,N420,0.78,,,,,2012
16003NTRNTPOBOX,N100,1.07,,,,,2012
48211SLCTY1923F,N106,0.97,,,,,2012
48211SLCTY1923F,7632000,0.56,,,,,2012
17976STNCHHWY54,92524,1.07,,,,,2012
70734NRYLCPOBOX,10034932,0.44,,,,,2012
61761DMNDS100ND,100414,0.95,,,,,2012
19007RHMNDOLDRT,80626,1.06,,,,,2012
07083NTRNT2270M,95636,1.17,,,,,2012
98134RCPRD1652S,1330207,1.01,,,,,2012
16003RMCDVROUTE,1313275,0.92,,,,,2012
14527RMCST118MN,100425,1.07,,,,,2012
16501RPLTN656W1,N106,1.25,,,,,2012
23832LLDSGEXIT5,76131,1.0,,,,,2012
42337STVPR13246,N450,1.17,,,,,2012
36507BLDWN1307A,N590,0.98,,,,,2012
60005DSPLN1605A,1330207,0.91,,,,,2012
28120DKNRG175ST,N590,0.2,,,,,2012
15225CLGNC200NE,N100,0.78,,,,,2012
19007RHMNDOLDRT,107131,0.96,,,,,2012
12204SRPSS1254B,64186,1.05,,,,,2012
77017LYNDL12000,1313275,1.51,,,,,2012
53132KRNSN9600S,7440473,1.39,,,,,2012
41091CGGSTRT338,7664417,0.75,,,,,2012
47670PSNRGHWY64,N040,1.06,,,,,2012
46628TNCRP2930F,7439965,1.4,,,,,2012
40210NTDCT1227S,7664417,0.62,,,,,2012
45202CGMMF10800,7664417,1.11,,,,,2012
48667THDWCMICHI,68085858,2.13,,,,,2012
48667THDWCMICHI,64186,1.4,,,,,2012
48667THDWCMICHI,302012,1.42,,,,,2012
48667THDWCMICHI,80626,1.55,,,,,2012
62024BRSSM427NS,7440020,1.04,,,,,2012
06108PRTTW400MA,7440484,0.81,,,,,2012
48111WYNDS49350,91203,3.95,,,,,2012
17751VRYCHDRAKE,80626,1.08,,,,,2012
59101XXNBL700EX,7664417,1.05,,,,,2012
60005DSPLN1605A,108883,0.91,,,,,2012
48211SLCTY1923F,7429905,0.88,,,,,2012
17976STNCHHWY54,N450,1.07,,,,,2012
89316RBYHLINTER,N458,3.65,,,,,2012
77017LYNDL12000,115071,0.97,,,,,2012
27052DKNRGPINEH,N982,0.87,,,,,2012
79364GHCST1470I,7440508,0.03,,,,,2012
98134RCPRD1652S,N458,1.01,,,,,2012
77643WSTMNHWY73,76142,1.01,,,,,2012
