TRIFID,TRI_CHEM_ID,PROD RATIO/ACTIVITY INDEX,SR ACTIVITY 1,SR ACTIVITY 2,SR ACTIVITY 3,SR ACTIVITY 4,REPORTING YEAR
5305WMLDMKN94W1,7440020,0.9,,,,,2011
48164MRCNS36506,132649,0.98,,,,,2011
1782WNTDST6PPLR,N458,1.02,,,,,2011
64504GPRCS900LO,7440020,0.86,,,,,2011
19013NRTHM1200W,7664417,1.0,,,,,2011
44667FRRCR1560N,N090,0.86,,,,,2011
78156STRCTPOBOX,N450,1.05,,,,,2011
64468KWSKMHWY71,7439965,0.0,,,,,2011
04106GLFLL175FR,71432,1.06,,,,,2011
37066HGNSC810ST,N450,1.0,,,,,2011
44601WHTCR1400S,7664393,0.19,,,,,2011
46368CHRMD6640M,N090,0.98,,,,,2011
83318SNDNC480S2,137417,1.61,,,,,2011
60140WRMDWALLEN,95636,0.67,,,,,2011
24543WDFBRMASON,N590,4.74,,,,,2011
44857PCTCH20EBL,7439921,1.0,,,,,2011
4724WHNDMN2755N,1330207,0.87,,,,,2011
70765THDWCHIGHW,75070,1.0,,,,,2011
70765THDWCHIGHW,N040,1.0,,,,,2011
70765THDWCHIGHW,75569,1.0,,,,,2011
72110RKNSSHIGHW,N150,1.1,,,,,2011
17362PHGLT228SO,75070,1.01,,,,,2011
62236MZLNC1900W,108883,2.21,,,,,2011
28302CRGLLRIVER,7664417,0.67,,,,,2011
48164MRCNS36506,N590,0.98,,,,,2011
01104STRCH126ME,71363,1.42,,,,,2011
06410BNDXC250KN,7439921,3.25,,,,,2011
20878WTKNS700QU,7439921,0.5,,,,,2011
4973WSRMYCPSTHQ,7439921,1.36,,,,,2011
49068MRSHL450LE,7439921,0.87,,,,,2011
48239SRVCM12555,7440484,1.39,,,,,2011
60559MRCNC40CHE,79016,1.2,,,,,2011
61554NCRNC13082,N458,1.02,,,,,2011
44004SCMCH2426M,N150,1.01,,,,,2011
70765THDWCHIGHW,7440417,1.0,,,,,2011
54935CHRTR1795S,7440020,2.17,,,,,2011
77082KRTNP3333C,110827,1.25,,,,,2011
70765THDWCHIGHW,75274,1.0,,,,,2011
35601DKNMRSTATE,75014,1.24,,,,,2011
6252WVNRTR69EKE,7439965,1.31,,,,,2011
63118JDSTR3800S,1330207,1.06,,,,,2011
77590MCLCM24015,106990,0.86,,,,,2011
80105SFTYK10855,7440020,1.24,,,,,2011
21162MRCNS10300,120127,0.78,,,,,2011
46755HNDRC101SP,7440020,1.54,,,,,2011
36830DXTRL300WE,108883,0.82,,,,,2011
75069TXSNS2501W,7439921,1.0,,,,,2011
18848MSNTCMASON,50000,0.95,,,,,2011
36801NTRNT2100I,N420,1.67,,,,,2011
38826LNFRN3464M,N420,1.02,,,,,2011
