TRIFID,CAS NUMBER,PROD RATIO/ACTIVITY INDEX,SR ACTIVITY 1,SR ACTIVITY 2,SR ACTIVITY 3,SR ACTIVITY 4,REPORTING YEAR
24055JDBSSNORTH,108101,0.0,,,,,1992
62201GNRLC2500K,7664939,0.97,,,,,1992
24201LCTRL300EV,117817,0.98,,,,,1992
53204PRMLT190SS,N230,0.9,,,,,1992
49202NDSTR613CA,7664417,1.0,,,,,1992
38114NPKNC1699A,7664939,1.05,,,,,1992
31901GNBNCJOYRO,N420,0.97,,,,,1992
49242CNTRT29SUP,108101,1.03,,,,,1992
17517SYLVNDENVE,N010,0.97,,,,,1992
45503NVSTR2069L,N230,1.14,,,,,1992
74158RCKWL2000N,78933,1.04,,,,,1992
14739FRNDSCOUNT,7697372,1.27,,,,,1992
74955CLTTM1300S,7664939,0.67,,,,,1992
45651MCRTHROUTE,N100,1.18,,,,,1992
43612DHLRJ5400N,7429905,1.27,,,,,1992
46383GTCHN405EL,78933,3.26,,,,,1992
71361WLLMT4502I,101688,0.94,,,,,1992
24555GNRLSRTE1B,N450,1.01,,,,,1992
60647BRTLW2320W,79016,1.15,,,,,1992
32220DNTZL7850W,N100,1.28,,,,,1992
21078CLLCR1354O,100425,1.23,,,,,1992
75020CNWYL1405W,7664939,1.08,,,,,1992
43219YNKNM1920L,N982,0.99,,,,,1992
24055JDBSSNORTH,67641,0.0,,,,,1992
24541CRNNGROUTE,7697372,0.86,,,,,1992
45421DLCMR3100N,N495,1.02,,,,,1992
47167SMTHC501EA,108101,0.78,,,,,1992
00625THCLRCARR7,7782505,1.01,,,,,1992
28503TXSGLHIGHW,7664939,1.1,,,,,1992
24153GRHMW1242C,7439965,0.86,,,,,1992
03570JMSRV650MA,10049044,1.07,,,,,1992
46750MCCRP1345H,7440508,1.26,,,,,1992
18201VCRTXMAPLE,N982,0.83,,,,,1992
05902THNLLMAINS,67561,1.13,,,,,1992
85714HCKMN3724E,7440020,1.1,,,,,1992
29640RTCNC201PI,100425,1.24,,,,,1992
44846CLVTL33LOC,78933,1.18,,,,,1992
19382SRTMRBOLMA,N230,1.1,,,,,1992
29670WSTNG116WE,67641,1.2,,,,,1992
77640CHVRNENDOF,N100,0.97,,,,,1992
77640CHVRNENDOF,7664939,0.97,,,,,1992
19899CPCWLPOBOX,7664939,1.1,,,,,1992
53209WLDRF1900W,7439921,1.26,,,,,1992
60638MLSNC7123W,N230,1.22,,,,,1992
52537BLMFLFGKAR,7439921,0.0,,,,,1992
63166CLGNV7501P,111422,1.0,,,,,1992
44865PLYMT607BE,7664417,1.0,,,,,1992
30669NVRSL1INDU,80626,1.39,,,,,1992
08505GWYNCRTE13,N982,1.05,,,,,1992
21629LBNNCROUTE,7664417,0.56,,,,,1992
49507GRDSM1350S,1330207,1.02,,,,,1992
28771STNLYATOAH,1330207,1.34,,,,,1992
75712THKLLHWY31,N982,1.05,,,,,1992
41001HLLSH401BO,7664417,1.06,,,,,1992
45638LLDSG3330S,108952,1.03,,,,,1992
45638LLDSG3330S,7664939,1.03,,,,,1992
75034GNBNCSOUTH,7664939,1.03,,,,,1992
36303NSLLNINDUS,7664939,0.75,,,,,1992
46741GLPCH14123,75092,1.07,,,,,1992
14443CRSMNRT520,7439921,1.2,,,,,1992
90749RCPRD1801E,N020,0.97,,,,,1992
37321PLYLM1615N,N495,1.35,,,,,1992
72601WHTRD303NI,75092,1.22,,,,,1992
08016CMBRLCUMBE,7664417,3.02,,,,,1992
77541SHNTC5672H,7664939,1.72,,,,,1992
44706HRRSN1329H,1330207,0.95,,,,,1992
55101BCKBM245E6,7664939,0.98,,,,,1992
48867MGNTK152UN,7429905,1.8,,,,,1992
92507DVMRN2625D,N100,0.7,,,,,1992
55355NDRSN405SO,7697372,1.39,,,,,1992
23442HLLYFUSHIG,7782505,1.03,,,,,1992
15665WSTNGROUTE,26471625,1.22,,,,,1992
40065NDSTR300IS,7664382,1.0,,,,,1992
07506PYRLC55SCH,108101,0.18,,,,,1992
53207KTZNG2529E,7647010,6.02,,,,,1992
19137LLDSGMARGA,64186,1.11,,,,,1992
60455HYDRS8407S,100414,0.92,,,,,1992
07080MTZMT3900S,7664417,0.78,,,,,1992
07080MTZMT3900S,67561,0.77,,,,,1992
48921BCLNS2800W,N982,1.66,,,,,1992
46574PSSTL103IN,100425,1.16,,,,,1992
06118CCCLB451MA,7664382,13.0,,,,,1992
78362DPNTCHIGHW,7782505,0.99,,,,,1992
45338CRLSKSR503,N982,0.88,,,,,1992
51041DMNDVINDUS,78933,1.25,,,,,1992
44687SCHRC3360S,108883,1.02,,,,,1992
48220LTVST965WA,7697372,0.95,,,,,1992
14120NGRCT889ER,N040,0.78,,,,,1992
12866BLLPC1ADAM,7647010,1.26,,,,,1992
97303NSLLP1400T,7782505,1.13,,,,,1992
54457NKSMLMARKE,67663,1.01,,,,,1992
10523CCCLB555FA,7664382,0.3,,,,,1992
11222JSHLW420MO,106503,1.76,,,,,1992
46404NDRSN3400W,107131,1.01,,,,,1992
06037SCLMN500FO,N230,0.97,,,,,1992
15501THCLMRD2PO,71556,1.23,,,,,1992
29115MCGRB3823R,6484522,1.0,,,,,1992
19543MRGNCONEMO,67641,1.05,,,,,1992
17604RMSTRLIBER,108883,0.99,,,,,1992
54601HYDRT701SU,N230,0.71,,,,,1992
99352DVNCD2101H,7697372,1.22,,,,,1992
48185RDSPT550SE,71363,1.46,,,,,1992
30050CRGLL71BAR,1330207,1.01,,,,,1992
15650LTRBS2626L,7664939,1.41,,,,,1992
90745CHMRC23839,71556,0.73,,,,,1992
94536MCHMP37899,7664939,0.77,,,,,1992
07015SWPCT1CLIF,7664393,1.06,,,,,1992
75235MNGMM5522M,7439921,1.2,,,,,1992
41042HCHST8040D,N010,1.14,,,,,1992
53589MDWS2250IN,N982,0.99,,,,,1992
56303DCNCX600N5,N090,0.7,,,,,1992
72206GRDSM1900E,1330207,1.01,,,,,1992
77017TXSPT8600P,75650,1.27,,,,,1992
73446KLHMSPOBOX,7647010,1.22,,,,,1992
06114FNDRY440LE,7440508,1.0,,,,,1992
77640CHVRNENDOF,78933,0.97,,,,,1992
30027KPPRS1579K,N020,1.03,,,,,1992
60115GNRLL1900E,N450,0.95,,,,,1992
15225NVLLC2800N,100414,1.04,,,,,1992
37621BRSTL390BR,N450,1.18,,,,,1992
97218THCHS7737N,94757,0.95,,,,,1992
60633WLDDT1855E,1330207,1.61,,,,,1992
35234BRMNG4301F,N078,0.63,,,,,1992
14302DPNTNBUFFA,50000,0.72,,,,,1992
36607GLFCS3006M,1330207,1.75,,,,,1992
94533BLLPC2400H,7439965,1.03,,,,,1992
07105BNJMN134LI,N040,0.78,,,,,1992
55426CNTRL3965M,7782505,1.57,,,,,1992
08902KNTCP1600U,N420,1.22,,,,,1992
38801TLSPC300AI,75092,1.47,,,,,1992
28358CMLCTROUTE,111422,1.1,,,,,1992
64850SNBML4101H,N090,1.27,,,,,1992
28053CRLNSHWY32,7664417,1.65,,,,,1992
60648BDCKC5700W,108883,0.79,,,,,1992
51107JHNMR1200B,7664417,1.09,,,,,1992
14456ZTSNTPOBOX,7664417,0.81,,,,,1992
62301MRMNM1000N,N982,0.91,,,,,1992
47307CTYMC1302E,7647010,1.0,,,,,1992
60618CNTRY2939N,N495,1.19,,,,,1992
95136STHBY35113,7647010,1.28,,,,,1992
27229PRDNCSTATE,N982,1.45,,,,,1992
53006GRNDCDAIRY,7697372,0.0,,,,,1992
24151RCKYTNORTH,N090,0.94,,,,,1992
36867WTCCRSTATE,75150,1.04,,,,,1992
30903CLMBN23COL,111422,1.03,,,,,1992
08067THBFGUSROU,N450,1.04,,,,,1992
44629LSCXXONE1A,67721,1.19,,,,,1992
02865TCHNC5WELL,71556,0.87,,,,,1992
65608MRSNL1400N,1330207,0.64,,,,,1992
93654GRDNF1485E,7664939,0.27,,,,,1992
54603DRTCH3216C,108883,1.2,,,,,1992
85222MRDTH1145W,N040,0.89,,,,,1992
07544MNNDS76E24,67561,1.1,,,,,1992
60510BLSSL766HU,7439921,1.49,,,,,1992
85040CNTNN3502E,7664417,1.19,,,,,1992
43206PLTNG800FR,7647010,1.1,,,,,1992
49509DVRRS1809C,7439965,1.18,,,,,1992
16602FDRTD6THAV,N420,1.16,,,,,1992
28659MRCND110WI,71363,1.05,,,,,1992
91746MCLNC420SO,N420,1.64,,,,,1992
14210BFFLC100LE,N106,1.06,,,,,1992
44502GRFBRWILLI,78933,0.93,,,,,1992
63026CLYTN866HO,75718,1.14,,,,,1992
07032WNSCRNEWAR,1330207,0.92,,,,,1992
49010LLGNM1274L,N982,1.18,,,,,1992
67335CHRLMNHWY1,67641,1.06,,,,,1992
30269GRGPC411DI,50000,1.04,,,,,1992
72764SCHND1609N,7440020,1.06,,,,,1992
01344RVNGPROUTE,7782505,1.02,,,,,1992
63111SGLRB8645S,7664939,1.08,,,,,1992
90262CRGLL2801L,85449,1.0,,,,,1992
35055CLLMN1909B,7664939,1.28,,,,,1992
78410MLPRK324MA,N040,1.2,,,,,1992
90201MTLSR6060S,7697372,0.9,,,,,1992
16365WSTPN1425M,N230,1.16,,,,,1992
33310JNSCH1800N,7664417,1.17,,,,,1992
14701HPSRC84HOP,7664939,0.94,,,,,1992
43015PNNWL421LO,100425,0.5,,,,,1992
39440MSNTCSOUTH,7697372,1.2,,,,,1992
39440MSNTCSOUTH,7664382,1.2,,,,,1992
44224MRGND4560D,108883,1.1,,,,,1992
01701DNNSN300HO,108883,0.0,,,,,1992
14210BFFLC100LE,50000,1.04,,,,,1992
75215BRCKW3301S,78933,0.99,,,,,1992
01701DNNSN300HO,78933,0.0,,,,,1992
46268BNCHM8425Z,7664382,0.55,,,,,1992
27101PPSCL3425M,7664382,106.0,,,,,1992
28613LCKWNPOBOX,108883,1.05,,,,,1992
68601PPLTN2500E,79016,0.47,,,,,1992
48768CSSRV50ENT,108101,1.0,,,,,1992
55101THGLL5THAT,117817,1.4,,,,,1992
11788RRSRC225MA,75650,1.4,,,,,1992
53403JCSCM24THM,108883,1.17,,,,,1992
19510CNCRPEXCEL,108883,1.08,,,,,1992
44320KRMNR2331C,78933,1.13,,,,,1992
28445THRNPONEBA,7782505,1.48,,,,,1992
28216CHMTX1016N,N230,0.62,,,,,1992
97441NTRNTHWY10,7697372,0.75,,,,,1992
64106WSTRN225GR,50000,1.0,,,,,1992
97378TYLRLROCKC,N100,0.98,,,,,1992
17972TMQCBFOOTO,92524,1.05,,,,,1992
07003NTNLS225BE,108883,0.99,,,,,1992
75607TXSSTOFFHI,67561,1.21,,,,,1992
85252MCRSM8700E,71556,1.47,,,,,1992
23004SLTCRSTATE,71363,2.0,,,,,1992
61550MRTNM1021W,1330207,1.2,,,,,1992
75041SHRWN2802W,N090,1.2,,,,,1992
54305JMSRV500DA,67561,0.76,,,,,1992
62048CLRKLHAWTH,7664939,1.11,,,,,1992
54437LNDLK423SO,7664382,1.35,,,,,1992
52404DMCRN1350W,7664417,0.99,,,,,1992
52404DMCRN1350W,7664939,0.99,,,,,1992
94538TRNDC44358,7664417,0.83,,,,,1992
95134RMTCR401RI,76131,1.0,,,,,1992
12809SHRWDCR45H,117817,1.02,,,,,1992
46516RCRPN195CO,75092,1.28,,,,,1992
46203CTZNS2950E,108952,1.14,,,,,1992
60616LLDMT2059S,7429905,1.25,,,,,1992
64030TRTLP13402,71556,0.96,,,,,1992
94801PRTNB1100H,6484522,0.92,,,,,1992
55103MTRLS185LA,N100,0.88,,,,,1992
06489LKYLT170CA,71556,0.95,,,,,1992
15139FFVLN10ANN,7440360,1.1,,,,,1992
27292HNRYLBROWN,107211,1.26,,,,,1992
62205PFZRP2001L,N090,1.15,,,,,1992
35772HGHST104TE,101688,1.0,,,,,1992
51503MCCLL2200S,7664939,0.71,,,,,1992
60164GTCMM400NW,71556,0.87,,,,,1992
99302BPNCXDODDR,7664382,1.06,,,,,1992
85301WSTWR6050N,N420,1.28,,,,,1992
54656NRTHR803SO,67641,1.0,,,,,1992
54656NRTHR803SO,108101,1.0,,,,,1992
15683TLDYNFRANK,7664393,0.66,,,,,1992
27709GMCRL3026C,7664939,1.3,,,,,1992
42051SBRDFUS45N,7782505,1.0,,,,,1992
75005LLBRWBREWT,N100,1.15,,,,,1992
07823HFFMN206RO,7664417,1.2,,,,,1992
43551CSTRT8000C,71556,5.4,,,,,1992
19612CRPNT101WB,7439965,0.97,,,,,1992
53527HYDRT150WD,127184,0.75,,,,,1992
60411CRGLL374EJ,95636,1.56,,,,,1992
63077PRCSN350NC,108883,1.2,,,,,1992
15061SPRRD1585B,7664939,0.71,,,,,1992
48040MLLRB2409W,7697372,1.4,,,,,1992
44833PBDYG500SH,1330207,0.93,,,,,1992
48150DLXCH34400,71556,1.03,,,,,1992
79907TNYLM1137T,67641,1.04,,,,,1992
41105RMCST4000E,N106,1.29,,,,,1992
41105RMCST4000E,1330207,1.29,,,,,1992
07801HWMTCROYST,7664382,0.07,,,,,1992
43725GSMTH530NO,101688,1.0,,,,,1992
13045BRWRT45CLE,7664939,1.01,,,,,1992
49058HSTNGPOBOX,67641,0.9,,,,,1992
90220BCKTT1418S,67641,1.48,,,,,1992
48506BBPNT2201N,108883,0.77,,,,,1992
46580BSFCROLDRO,1330207,0.92,,,,,1992
49091RHNCX1110N,108883,1.11,,,,,1992
