TRIFID,TRI_CHEM_ID,PROD RATIO/ACTIVITY INDEX,SR ACTIVITY 1,SR ACTIVITY 2,SR ACTIVITY 3,SR ACTIVITY 4,REPORTING YEAR
95320HGNMN1STCO,7440020,1.05,,,,,2002
16001RMCDVBANTA,N511,1.03,,,,,2002
97071TRSST2100N,108883,1.0,,,,,2002
92704NWPRT3121W,100425,1.0,,,,,2002
47250CLFTY1335C,N590,0.98,,,,,2002
97146WYRHS550NE,N420,1.05,,,,,2002
37363CPCQS8822A,1330207,1.13,,,,,2002
70126BLLNG3900J,7440473,0.0,,,,,2002
72315NCRST7301E,N100,1.02,,,,,2002
98037LDCCR16700,N420,0.74,,,,,2002
02861TKNRP505CE,1163195,0.85,,,,,2002
60450RCHHLCOLLI,1330207,0.0,,,,,2002
01473DVNCC42DEP,100425,1.13,,,,,2002
43512MNVLLCARPE,50000,0.96,,,,,2002
57201NGSND315WA,1330207,1.0,,,,,2002
53040RGLWR20120,1344281,0.29,,,,,2002
53040RGLWR20120,7440508,0.29,,,,,2002
72396CMSCH2151B,149304,1.22,,,,,2002
72396CMSCH2151B,N420,0.77,,,,,2002
27105RJRYN1101R,N503,0.82,,,,,2002
24084VLVGMROUTE,107211,1.12,,,,,2002
43220VNSDH925OL,N511,0.8,,,,,2002
43343QNCYC206LI,1344281,0.93,,,,,2002
29605SLVYD50AKR,108452,0.95,,,,,2002
18810NGRSL101NO,7439965,1.13,,,,,2002
85235SRCNC64ASA,N100,0.97,,,,,2002
34240SCTTP7839F,1330207,0.7,,,,,2002
45377MCCLY3535M,75092,0.1,,,,,2002
30162FPGRG88ENT,N420,1.0,,,,,2002
34956NDNTW19140,N040,0.91,,,,,2002
43025GNWRK611ON,7664417,3.3,,,,,2002
47918HRRSN900MO,1344281,76.0,,,,,2002
48184FRDMT38303,100414,1.22,,,,,2002
38127CCRYL2665F,64186,1.17,,,,,2002
90745NCLCR1520E,100425,1.24,,,,,2002
19013BNGHLINDUS,78933,0.95,,,,,2002
60450RCHHLCOLLI,108883,0.51,,,,,2002
48605SGNWG1629N,108883,0.91,,,,,2002
06795RSDNM1100B,N100,1.1,,,,,2002
49245CLHNF506SC,7439921,0.97,,,,,2002
48121FRDM23001M,N450,1.03,,,,,2002
66736LFRGCSOUTH,100414,1.02,,,,,2002
12546HPTRNPODRA,7439921,0.31,,,,,2002
16601PNNJC4601C,N450,0.36,,,,,2002
79912BRDRSVINTO,7439965,0.95,,,,,2002
19116SNDMYONESA,7440473,1.05,,,,,2002
95134SNMNS2700N,7439921,1.0,,,,,2002
19381MTLLR810LI,7440508,1.24,,,,,2002
17701HGHST3501S,1330207,0.9,,,,,2002
44011CHMTR35850,7440473,0.0,,,,,2002
47918HRRSN900MO,7429905,76.0,,,,,2002
90745NCLCR1520E,110827,1.24,,,,,2002
92335SPCLT15310,N230,0.88,,,,,2002
92714DFTNC17451,78922,1.0,,,,,2002
00628LLLLY65THI,67561,0.49,,,,,2002
17604RMSTR2500C,75092,1.13,,,,,2002
72396CMSCH2151B,N010,1.27,,,,,2002
48174MCHGN36345,71363,1.2,,,,,2002
45015CHMCN12STA,95636,1.03,,,,,2002
48174MCHGN36345,141322,1.2,,,,,2002
48909JTDXX5300A,7697372,1.12,,,,,2002
43207KYSTN2100A,7440020,0.13,,,,,2002
44136CHMCN21600,78933,1.03,,,,,2002
45015CHMCN12STA,108883,1.04,,,,,2002
52627CLMXMHWY61,N420,0.91,,,,,2002
77656PLPPPPOBOX,64186,0.92,,,,,2002
41105RMCST4000E,95636,0.99,,,,,2002
28052WXDNCNORTH,107211,0.0,,,,,2002
