DISPOSAL ACTIVITY,REPORTING YEAR,UNIT OF MEASURE,TRIFID,PRIMARY NAICS CODE,TRI_CHEM_ID,FLOW
Land treatment/application farming,2010,kg,00851HSSLVLIMET,324110,100414,0.226796
Other landfills,2010,kg,64098TNGNR20250,221112,N100,28122.703999999998
Other landfills,2010,kg,64098TNGNR20250,221112,N090,10886.208
Other landfills,2010,kg,64098TNGNR20250,221112,N040,680388.0
Other landfills,2010,kg,64098TNGNR20250,221112,7664417,68.0388
Other landfills,2010,kg,64098TNGNR20250,221112,7664393,0.226796
Other landfills,2010,kg,64088SBLYG3200E,221112,N982,9525.432
Other landfills,2010,kg,64088SBLYG3200E,221112,N770,3492.6584
Other landfills,2010,kg,64088SBLYG3200E,221112,N458,4.9895119999999995
Other landfills,2010,kg,64098TNGNR20250,221112,N420,5896.696
Other landfills,2010,kg,64088SBLYG3200E,221112,N450,5896.696
Other landfills,2010,kg,64088SBLYG3200E,221112,N040,58966.96
Other landfills,2010,kg,64088SBLYG3200E,221112,7664939,0.226796
Other landfills,2010,kg,64088SBLYG3200E,221112,7664393,0.226796
Other landfills,2010,kg,64050LFRGN2200N,327310,N458,0.0453592
Other landfills,2010,kg,64050LFRGN2200N,327310,N420,0.0453592
Other landfills,2010,kg,63701LNSTR2524S,327310,N458,1.814368
Other landfills,2010,kg,63701LNSTR2524S,327310,N450,9.07184
Other landfills,2010,kg,63701LNSTR2524S,327310,N420,7307.36712
Other landfills,2010,kg,64088SBLYG3200E,221112,N420,544.3104
Other landfills,2010,kg,63701LNSTR2524S,327310,N090,730.2831199999999
Other landfills,2010,kg,64098TNGNR20250,221112,N450,41276.872
Other landfills,2010,kg,64098TNGNR20250,221112,N495,11793.392
Other landfills,2010,kg,65244THMSHRTE1B,221112,N420,2086.5232
Other landfills,2010,kg,65244THMSHRTE1B,221112,N100,19504.456
Other landfills,2010,kg,65244THMSHRTE1B,221112,N090,6441.0064
Other landfills,2010,kg,65244THMSHRTE1B,221112,N040,485343.44
Other landfills,2010,kg,64735MNTRS400SA,221112,N982,15875.72
Other landfills,2010,kg,64735MNTRS400SA,221112,N770,17690.088
Other landfills,2010,kg,64735MNTRS400SA,221112,N495,7257.472
Other landfills,2010,kg,64735MNTRS400SA,221112,N458,18.597272
Other landfills,2010,kg,64098TNGNR20250,221112,N458,179.622432
Other landfills,2010,kg,64735MNTRS400SA,221112,N450,23133.192
Other landfills,2010,kg,64735MNTRS400SA,221112,N100,10432.616
Other landfills,2010,kg,64735MNTRS400SA,221112,N090,5896.696
Other landfills,2010,kg,64735MNTRS400SA,221112,N040,312978.48
Other landfills,2010,kg,64735MNTRS400SA,221112,7664393,0.226796
Other landfills,2010,kg,64701MTRLS2318S,327390,7439976,0.0453592
Other landfills,2010,kg,64701MTRLS2318S,327390,7439921,0.0453592
Other landfills,2010,kg,64098TNGNR20250,221112,N982,28122.703999999998
Other landfills,2010,kg,64098TNGNR20250,221112,N770,39462.504
Other landfills,2010,kg,64735MNTRS400SA,221112,N420,2404.0376
Other landfills,2010,kg,65244THMSHRTE1B,221112,N450,12020.188
Other landfills,2010,kg,63701LNSTR2524S,327310,N040,5815.04944
Other landfills,2010,kg,63670MSSSSHIGHW,327410,N420,61.008124
Other landfills,2010,kg,62644HVNPWSTRTE,221112,108883,0.226796
Other landfills,2010,kg,62448MRNCR6725N,221112,N982,13712.539752
Other landfills,2010,kg,62448MRNCR6725N,221112,N770,17043.719399999998
Other landfills,2010,kg,62448MRNCR6725N,221112,N495,4972.729096
Other landfills,2010,kg,62448MRNCR6725N,221112,N458,46.719976
Other landfills,2010,kg,62448MRNCR6725N,221112,N450,12089.587576
Other landfills,2010,kg,62448MRNCR6725N,221112,N420,2818.6660472000003
Other landfills,2010,kg,62448MRNCR6725N,221112,N100,15017.523936
Other landfills,2010,kg,62644HVNPWSTRTE,221112,1330207,0.226796
Other landfills,2010,kg,62448MRNCR6725N,221112,N090,4575.382504
Other landfills,2010,kg,62243SMNSM410WE,335999,7439921,2.26796
Other landfills,2010,kg,62217LLNSP1901B,221112,N982,0.226796
Other landfills,2010,kg,62217LLNSP1901B,221112,N770,0.226796
Other landfills,2010,kg,62217LLNSP1901B,221112,N760,0.226796
Other landfills,2010,kg,62217LLNSP1901B,221112,N495,0.226796
Other landfills,2010,kg,62217LLNSP1901B,221112,N458,0.0453592
Other landfills,2010,kg,62217LLNSP1901B,221112,N450,0.226796
Other landfills,2010,kg,62217LLNSP1901B,221112,N420,0.0453592
Other landfills,2010,kg,62448MRNCR6725N,221112,N040,365263.57624799997
Other landfills,2010,kg,63670MSSSSHIGHW,327410,N458,0.34472992
Other landfills,2010,kg,62644HVNPWSTRTE,221112,1634044,0.226796
Other landfills,2010,kg,62644HVNPWSTRTE,221112,7664417,0.226796
Other landfills,2010,kg,62960LLDSGUSHWY,325180,7782414,4537.734368
Other landfills,2010,kg,62960LLDSGUSHWY,325180,7664393,9815.73088
Other landfills,2010,kg,6293WTHMRC985HI,212112,7439976,305.87069336
Other landfills,2010,kg,6293WTHMRC985HI,212112,7439921,93711.200016
Other landfills,2010,kg,62707CTYWT3100S,221112,N982,16.782904
Other landfills,2010,kg,62707CTYWT3100S,221112,N770,6.350288
Other landfills,2010,kg,62707CTYWT3100S,221112,N458,0.453592
