DISPOSAL ACTIVITY,REPORTING YEAR,UNIT OF MEASURE,TRIFID,PRIMARY NAICS CODE,TRI_CHEM_ID,FLOW
Land treatment/application farming,2014,kg,00851HSSLVLIMET,324110,100414,0.226796
Other landfills,2014,kg,58576GRTRV28753,221112,N458,46.5838984
Other landfills,2014,kg,58576GRTRV28753,221112,N450,113398.0
Other landfills,2014,kg,58576GRTRV28753,221112,N420,8457.903228
Other landfills,2014,kg,58576GRTRV28753,221112,N100,9071.84
Other landfills,2014,kg,58576GRTRV28753,221112,N096,10432.616
Other landfills,2014,kg,58576GRTRV28753,221112,N090,8164.656
Other landfills,2014,kg,58576GRTRV28753,221112,N040,290298.88
Other landfills,2014,kg,58576GRTRV28753,221112,N020,19958.048
Other landfills,2014,kg,58576GRTRV28753,221112,N495,6803.88
Other landfills,2014,kg,58576GRTRV28753,221112,N010,28576.296
Other landfills,2014,kg,58571GRTRV4001H,221112,N458,1.2246984
Other landfills,2014,kg,58571GRTRV4001H,221112,N450,861.8248
Other landfills,2014,kg,58571GRTRV4001H,221112,N420,68.1295184
Other landfills,2014,kg,58571GRTRV4001H,221112,N040,23133.192
Other landfills,2014,kg,58554RMHSKHWY18,221112,N590,1.67375448
Other landfills,2014,kg,58554RMHSKHWY18,221112,N458,11.793392
Other landfills,2014,kg,58554RMHSKHWY18,221112,N450,16086.64028
Other landfills,2014,kg,58554RMHSKHWY18,221112,N420,717.128952
Other landfills,2014,kg,58571GRTRV4001H,221112,N590,0.0453592
Other landfills,2014,kg,58576GRTRV28753,221112,N770,17690.088
Other landfills,2014,kg,58576GRTRV28753,221112,N982,12246.984
Other landfills,2014,kg,59270LWSCLSOFSI,221112,191242,0.0453592
Other landfills,2014,kg,59323MNTNPWILLO,221112,N760,8482.170399999999
Other landfills,2014,kg,59323MNTNPWILLO,221112,N725,5624.5408
Other landfills,2014,kg,59323MNTNPWILLO,221112,N495,20184.844
Other landfills,2014,kg,59323MNTNPWILLO,221112,N458,535.23856
Other landfills,2014,kg,59323MNTNPWILLO,221112,N450,739354.96
Other landfills,2014,kg,59323MNTNPWILLO,221112,N420,38963.5528
Other landfills,2014,kg,59323MNTNPWILLO,221112,N100,67313.0528
Other landfills,2014,kg,59323MNTNPWILLO,221112,N096,11657.3144
Other landfills,2014,kg,59323MNTNPWILLO,221112,N090,38328.524
Other landfills,2014,kg,59323MNTNPWILLO,221112,N050,4036.9688
Other landfills,2014,kg,59323MNTNPWILLO,221112,N040,4068720.2399999998
Other landfills,2014,kg,59323MNTNPWILLO,221112,N020,11430.518399999999
Other landfills,2014,kg,59323MNTNPWILLO,221112,N010,4191.19008
Other landfills,2014,kg,59323MNTNPWILLO,221112,107211,2267.96
Other landfills,2014,kg,59270LWSCLSOFSI,221112,N590,0.09979024
Other landfills,2014,kg,59270LWSCLSOFSI,221112,N458,1.22923432
Other landfills,2014,kg,59270LWSCLSOFSI,221112,N450,579.236984
Other landfills,2014,kg,59270LWSCLSOFSI,221112,N420,50.348712
Other landfills,2014,kg,59270LWSCLSOFSI,221112,N040,4106.821968
Other landfills,2014,kg,58554RMHSKHWY18,221112,N040,88626.887288
Other landfills,2014,kg,59323MNTNPWILLO,221112,N770,73300.4672
Other landfills,2014,kg,58554RMHSKHWY18,221112,191242,0.0453592
Other landfills,2014,kg,58554MCLCMNORTH,324110,N458,0.0453592
Other landfills,2014,kg,58530MLTNR34012,221112,N982,25401.152
Other landfills,2014,kg,58530MLTNR34012,221112,N770,19958.048
Other landfills,2014,kg,58530MLTNR34012,221112,N495,8952.091712
Other landfills,2014,kg,58530MLTNR34012,221112,N458,99.79024
Other landfills,2014,kg,58530MLTNR34012,221112,N450,167829.04
Other landfills,2014,kg,58530MLTNR34012,221112,N420,8618.248
Other landfills,2014,kg,58530MLTNR34012,221112,N100,15875.72
Other landfills,2014,kg,58530MLTNR34012,221112,N090,16782.904
Other landfills,2014,kg,58554MCLCMNORTH,324110,100414,0.226796
Other landfills,2014,kg,58530MLTNR34012,221112,N040,1723649.6
Other landfills,2014,kg,58530MLTNR34012,221112,7664417,3764.8136
Other landfills,2014,kg,58523TTRTL62401,221112,N982,8465.387496
Other landfills,2014,kg,58523TTRTL62401,221112,N770,8635.030904
Other landfills,2014,kg,58523TTRTL62401,221112,N458,11.9517863264
Other landfills,2014,kg,58523TTRTL62401,221112,N450,24733.010984
Other landfills,2014,kg,58523TTRTL62401,221112,N420,2586.3468388528
Other landfills,2014,kg,58523TTRTL62401,221112,N100,7560.017864
Other landfills,2014,kg,58523TTRTL62401,221112,N090,6628.793488
Other landfills,2014,kg,58530MLTNR34012,221112,N020,42184.056
Other landfills,2014,kg,58554MCLCMNORTH,324110,108883,0.226796
Other landfills,2014,kg,58554MCLCMNORTH,324110,108952,0.226796
Other landfills,2014,kg,58554MCLCMNORTH,324110,110543,0.226796
Other landfills,2014,kg,58554MCLCMNORTH,324110,N420,3.7194543999999996
Other landfills,2014,kg,58554MCLCMNORTH,324110,N150,3.3e-05
Other landfills,2014,kg,58554MCLCMNORTH,324110,98828,0.226796
Other landfills,2014,kg,58554MCLCMNORTH,324110,95636,0.226796
Other landfills,2014,kg,58554MCLCMNORTH,324110,92524,0.226796
Other landfills,2014,kg,58554MCLCMNORTH,324110,91203,0.226796
Other landfills,2014,kg,58554MCLCMNORTH,324110,85018,0.453592
Other landfills,2014,kg,58554MCLCMNORTH,324110,7783064,0.226796
Other landfills,2014,kg,58554MCLCMNORTH,324110,7664417,0.226796
Other landfills,2014,kg,58554MCLCMNORTH,324110,7664393,0.226796
Other landfills,2014,kg,58554MCLCMNORTH,324110,75150,0.226796
Other landfills,2014,kg,58554MCLCMNORTH,324110,7440473,1.814368
Other landfills,2014,kg,58554MCLCMNORTH,324110,7440020,1.360776
Other landfills,2014,kg,58554MCLCMNORTH,324110,7439965,0.907184
Other landfills,2014,kg,58554MCLCMNORTH,324110,71432,0.453592
Other landfills,2014,kg,58554MCLCMNORTH,324110,191242,0.0453592
Other landfills,2014,kg,58554MCLCMNORTH,324110,1330207,0.226796
Other landfills,2014,kg,58554MCLCMNORTH,324110,120127,0.226796
Other landfills,2014,kg,58554MCLCMNORTH,324110,110827,0.226796
