DISPOSAL ACTIVITY,TRIFID,PRIMARY NAICS CODE,REPORTING YEAR,TRI_CHEM_ID,UNIT OF MEASURE,FLOW
Other landfills,71701NTRNT1944A,322220,1998,75070,kg,2.26796
Other landfills,71701NTRNT1944A,322220,1998,67561,kg,113.398
Other landfills,71701NTRNT1944A,322220,1998,50000,kg,113.398
Other landfills,71701NTRNT1944A,322220,1998,28407376,kg,2.26796
Other landfills,71701NTRNT1944A,322220,1998,120809,kg,2.26796
Other landfills,71701NTRNT1944A,322220,1998,108952,kg,2.26796
Other landfills,70765THDWCHIGHW,325199,1998,106898,kg,816.4656
Other landfills,71654PTLTCHIGHW,322130,1998,7664382,kg,0.226796
Other landfills,71654PTLTCHIGHW,322110,1998,7782505,kg,0.226796
Other landfills,71654PTLTCHIGHW,322110,1998,7664417,kg,0.226796
Other landfills,71654PTLTCHIGHW,322110,1998,75070,kg,0.453592
Other landfills,71654PTLTCHIGHW,322110,1998,67561,kg,195.04456
Other landfills,71654PTLTCHIGHW,322110,1998,64186,kg,0.226796
Other landfills,71654PTLTCHIGHW,322110,1998,50000,kg,1.360776
Other landfills,71654PTLTCHIGHW,322110,1998,120809,kg,0.226796
Other landfills,71654PTLTCHIGHW,322110,1998,10049044,kg,0.226796
Other landfills,71611CNTRL2400W,335311,1998,7440666,kg,5151.897936
Other landfills,71602TRFLR5100I,314994,1998,7440508,kg,82.100152
Other landfills,71361NTRNTWILLI,322130,1998,75070,kg,0.907184
Other landfills,71361NTRNTWILLI,322130,1998,67561,kg,272.1552
Other landfills,71654PTLTCHIGHW,322130,1998,67663,kg,0.453592
Other landfills,70765THDWCHIGHW,325180,1998,74839,kg,4.9895119999999995
Other landfills,70765THDWCHIGHW,325180,1998,108883,kg,0.453592
Other landfills,70765THDWCHIGHW,324110,1998,92524,kg,0.226796
Other landfills,70079SHLLL1205R,324110,1998,100414,kg,0.226796
Other landfills,69145CLNHR5MISO,562211,1998,95636,kg,0.226796
Other landfills,69145CLNHR5MISO,562211,1998,95501,kg,0.226796
Other landfills,69145CLNHR5MISO,562211,1998,80057,kg,0.226796
Other landfills,69145CLNHR5MISO,562211,1998,79345,kg,0.226796
Other landfills,69145CLNHR5MISO,562211,1998,79016,kg,0.226796
Other landfills,69145CLNHR5MISO,562211,1998,79005,kg,0.226796
Other landfills,69145CLNHR5MISO,562211,1998,78933,kg,0.226796
Other landfills,69145CLNHR5MISO,562211,1998,7697372,kg,0.226796
Other landfills,69145CLNHR5MISO,562211,1998,7664939,kg,0.226796
Other landfills,69145CLNHR5MISO,562211,1998,7664382,kg,0.226796
Other landfills,69145CLNHR5MISO,562211,1998,7647010,kg,0.226796
Other landfills,70079SHLLL1205R,324110,1998,108883,kg,0.226796
Other landfills,69145CLNHR5MISO,562211,1998,75694,kg,0.226796
Other landfills,69145CLNHR5MISO,562211,1998,75058,kg,0.226796
Other landfills,69145CLNHR5MISO,562211,1998,71556,kg,0.226796
Other landfills,69145CLNHR5MISO,562211,1998,71432,kg,0.226796
Other landfills,69145CLNHR5MISO,562211,1998,71363,kg,0.226796
Other landfills,69145CLNHR5MISO,562211,1998,68122,kg,0.226796
Other landfills,69145CLNHR5MISO,562211,1998,67721,kg,0.226796
Other landfills,69145CLNHR5MISO,562211,1998,67663,kg,0.226796
Other landfills,69145CLNHR5MISO,562211,1998,67561,kg,0.226796
Other landfills,69145CLNHR5MISO,562211,1998,64186,kg,0.226796
Other landfills,69145CLNHR5MISO,562211,1998,62533,kg,0.226796
Other landfills,69145CLNHR5MISO,562211,1998,56235,kg,0.226796
Other landfills,69145CLNHR5MISO,562211,1998,540590,kg,0.226796
Other landfills,69145CLNHR5MISO,562211,1998,75092,kg,0.226796
Other landfills,71730GRRSN181CO,325199,1998,7637072,kg,0.226796
Other landfills,70079SHLLL1205R,324110,1998,108952,kg,0.226796
Other landfills,70079SHLLL1205R,324110,1998,71432,kg,0.907184
Other landfills,70765THDWCHIGHW,221114,1998,75274,kg,40.82328
Other landfills,70765THDWCHIGHW,221115,1998,75274,kg,40.82328
Other landfills,70765THDWCHIGHW,221116,1998,75274,kg,40.82328
Other landfills,70765THDWCHIGHW,221117,1998,75274,kg,40.82328
Other landfills,70765THDWCHIGHW,221118,1998,75274,kg,40.82328
Other landfills,70765THDWCHIGHW,221114,1998,74873,kg,22.6796
Other landfills,70765THDWCHIGHW,221115,1998,74873,kg,22.6796
Other landfills,70765THDWCHIGHW,221116,1998,74873,kg,22.6796
Other landfills,70765THDWCHIGHW,221117,1998,74873,kg,22.6796
Other landfills,70765THDWCHIGHW,221118,1998,74873,kg,22.6796
Other landfills,70765THDWCHIGHW,221114,1998,67663,kg,6.8038799999999995
Other landfills,70765THDWCHIGHW,221115,1998,67663,kg,6.8038799999999995
Other landfills,70765THDWCHIGHW,221116,1998,67663,kg,6.8038799999999995
Other landfills,70765THDWCHIGHW,221117,1998,67663,kg,6.8038799999999995
Other landfills,70765THDWCHIGHW,221118,1998,67663,kg,6.8038799999999995
Other landfills,70765THDWCHIGHW,221114,1998,115071,kg,167.82904
Other landfills,70765THDWCHIGHW,221115,1998,115071,kg,167.82904
Other landfills,70765THDWCHIGHW,221116,1998,115071,kg,167.82904
Other landfills,70765THDWCHIGHW,221117,1998,115071,kg,167.82904
Other landfills,70765THDWCHIGHW,221118,1998,115071,kg,167.82904
Other landfills,70765THDWCHIGHW,221114,1998,108952,kg,6.350288
Other landfills,70765THDWCHIGHW,221115,1998,108952,kg,6.350288
Other landfills,70765THDWCHIGHW,221116,1998,108952,kg,6.350288
Other landfills,70765THDWCHIGHW,221117,1998,108952,kg,6.350288
Other landfills,70765THDWCHIGHW,221118,1998,108952,kg,6.350288
Other landfills,70734RCDNCHIGHW,325311,1998,7664393,kg,2.26796
Other landfills,70734RCDNCHIGHW,325311,1998,7664382,kg,267619.27999999997
Other landfills,70669KRNSL3300B,325130,1998,7439965,kg,1451494.4
Other landfills,70634BSSTHUSHIG,322130,1998,75070,kg,2.26796
Other landfills,70634BSSTHUSHIG,322130,1998,67561,kg,113.398
Other landfills,70634BSSTHUSHIG,322130,1998,50000,kg,2.26796
Other landfills,70634BSSTHUSHIG,322130,1998,108952,kg,2.26796
Other landfills,70079SHLLL1205R,324110,1998,1330207,kg,0.226796
Other landfills,70634BSSTHUSHIG,322122,1998,67663,kg,2.26796
Other landfills,70422MTFND13040,331513,1998,7440473,kg,598.74144
Other landfills,70422MTFND13040,331513,1998,7440020,kg,340.194
Other landfills,70422MTFND13040,331513,1998,7439965,kg,2423.088464
Other landfills,70422MTFND13040,331513,1998,108952,kg,340.194
Other landfills,70079SHLLL265RI,325110,1998,78933,kg,235.86784
Other landfills,70079SHLLL265RI,325110,1998,106898,kg,104.32616
Other landfills,70079SHLLL1205R,325110,1998,91203,kg,30.390664
Other landfills,70079SHLLL1205R,325110,1998,71432,kg,0.226796
Other landfills,70079SHLLL1205R,325110,1998,108952,kg,2.721552
Other landfills,70079SHLLL1205R,325110,1998,108883,kg,0.226796
Other landfills,70079SHLLL1205R,324110,1998,91203,kg,0.226796
Other landfills,70079SHLLL1205R,324110,1998,78933,kg,0.453592
Other landfills,70422MTFND13040,331513,1998,91203,kg,4838.465864
Other landfills,69145CLNHR5MISO,562211,1998,52857,kg,0.226796
Other landfills,71730GRRSN181CO,325199,1998,7664382,kg,0.226796
Other landfills,71753THYLCROUTE,325180,1998,107062,kg,0.226796
Other landfills,76067NMCBL3800I,326199,1998,7439921,kg,113.398
Other landfills,76067NMCBL3800I,336612,1998,7439921,kg,113.398
Other landfills,76065GFFRDPOBOX,327310,1998,7440473,kg,703.974784
Other landfills,76065GFFRDPOBOX,327310,1998,7439965,kg,70402.921504
Other landfills,76036HRBSN901NC,333132,1998,7440020,kg,20.41164
Other landfills,75941DBLLF600AS,321219,1998,50000,kg,113.398
Other landfills,75903TXSFN1611N,331511,1998,7440508,kg,12186.202672
Other landfills,75902CHMPNHIGHW,322121,1998,7782505,kg,0.226796
Other landfills,75902CHMPNHIGHW,322121,1998,7664417,kg,0.226796
Other landfills,75902CHMPNHIGHW,322121,1998,7647010,kg,0.226796
Other landfills,75902CHMPNHIGHW,322121,1998,75070,kg,1319.499128
Other landfills,75902CHMPNHIGHW,322121,1998,67663,kg,25.401152
Other landfills,75902CHMPNHIGHW,322121,1998,1319773,kg,0.907184
Other landfills,75902CHMPNHIGHW,322121,1998,120809,kg,3.175144
Other landfills,75902CHMPNHIGHW,322121,1998,108952,kg,100.243832
Other landfills,75846LMSTNFM39A,221112,1998,7664939,kg,0.226796
Other landfills,75846LMSTNFM39A,221112,1998,7664393,kg,0.226796
Other landfills,75846LMSTNFM39A,221112,1998,7647010,kg,0.226796
Other landfills,75686WLSHPFM173,221112,1998,7664393,kg,0.226796
Other landfills,75686WLSHPFM173,221112,1998,7647010,kg,0.226796
Other landfills,75650HWPRK2400F,221112,1998,7664393,kg,0.226796
Other landfills,75650HWPRK2400F,221112,1998,7647010,kg,0.226796
Other landfills,75503KRRMC155BU,321114,1998,8001589,kg,0.226796
Other landfills,75501LMXML300AL,331314,1998,7440508,kg,22.6796
Other landfills,75501LMXML300AL,331314,1998,7439965,kg,362.8736
Other landfills,75455MNTCLOFFFM,221112,1998,7664417,kg,0.226796
Other landfills,76067NMCBL3800I,326199,1998,7440360,kg,113.398
Other landfills,76067NMCBL3800I,336612,1998,7440360,kg,113.398
Other landfills,76086JMPKN1226W,339920,1998,7439965,kg,157.850016
Other landfills,76110TXSST3901H,331513,1998,108952,kg,113.398
Other landfills,76110TXSST3901H,331513,1998,7439965,kg,6318.53656
Other landfills,77262GDYRT2000G,325212,1998,75150,kg,0.453592
Other landfills,77262GDYRT2000G,325212,1998,100425,kg,1.814368
Other landfills,77044CHMPN11611,322121,1998,75070,kg,0.226796
Other landfills,77044CHMPN11611,322121,1998,67663,kg,2.721552
Other landfills,77044CHMPN11611,322121,1998,67561,kg,318.875176
Other landfills,77044CHMPN11611,322121,1998,120809,kg,0.226796
Other landfills,77044CHMPN11611,322121,1998,108952,kg,0.453592
Other landfills,77028CSTMP7177C,332812,1998,7440666,kg,340.194
Other landfills,76804MCMPNCAMPB,326113,1998,95636,kg,39.916095999999996
Other landfills,76804MCMPNCAMPB,326113,1998,872504,kg,13.154168
Other landfills,76804MCMPNCAMPB,326113,1998,71363,kg,453.592
Other landfills,76804MCMPNCAMPB,326113,1998,1330207,kg,771.1064
Other landfills,75149TTMCR3000S,334210,1998,7439921,kg,0.0453592
Other landfills,76804MCMPNCAMPB,326113,1998,108883,kg,276.69112
Other landfills,76804MCMPNCAMPB,326113,1998,100414,kg,140.61352
Other landfills,76804MCMPNCAMPB,325510,1998,78933,kg,544.3104
Other landfills,76804MCMPNCAMPB,325510,1998,117817,kg,997.9024
Other landfills,76804MCMPNCAMPB,325510,1998,1163195,kg,149.68536
Other landfills,76804MCMPNCAMPB,325510,1998,110827,kg,39.916095999999996
Other landfills,76712LXPCK9200O,322211,1998,7440508,kg,0.226796
Other landfills,76634CHMCL2861F,327410,1998,7440622,kg,10371.834671999999
Other landfills,76567LMNMCSANDO,331313,1998,7440508,kg,21953.8528
Other landfills,76567LMNMCSANDO,331313,1998,7440473,kg,10115.1016
Other landfills,76567LMNMCSANDO,331313,1998,7439965,kg,117933.92
Other landfills,76110TXSST3901H,331513,1998,7440473,kg,3880.4795599999998
Other landfills,76110TXSST3901H,331513,1998,7440020,kg,1774.905496
Other landfills,76804MCMPNCAMPB,326113,1998,108101,kg,167.82904
Other landfills,75034GNBNCSOUTH,331492,1998,7440382,kg,1406.1352
Other landfills,75034GNBNCSOUTH,331492,1998,7440360,kg,3900.8912
Other landfills,75006TBFRM1533C,332996,1998,7440508,kg,2.26796
Other landfills,72110RKNSSHIGHW,322130,1998,120809,kg,1.814368
Other landfills,72110RKNSSHIGHW,322130,1998,108952,kg,79.83219199999999
Other landfills,71822NKSPPHIGHW,322110,1998,75070,kg,2.26796
Other landfills,71822NKSPPHIGHW,322110,1998,120809,kg,3.175144
Other landfills,71822NKSPPHIGHW,322110,1998,108952,kg,54.431039999999996
Other landfills,71801BRNTW118IN,326122,1998,78933,kg,0.226796
Other landfills,71753THYLCROUTE,325998,1998,76062,kg,0.226796
Other landfills,71753THYLCROUTE,325998,1998,74839,kg,0.226796
Other landfills,71753THYLCROUTE,325998,1998,1330207,kg,0.226796
Other landfills,71753THYLCROUTE,325998,1998,12185103,kg,0.226796
Other landfills,71753THYLCROUTE,325998,1998,108883,kg,0.226796
Other landfills,71753THYLCROUTE,325998,1998,106934,kg,0.226796
Other landfills,72110RKNSSHIGHW,322130,1998,137417,kg,0.226796
Other landfills,71753THYLCROUTE,325180,1998,95807,kg,0.226796
Other landfills,71753THYLCROUTE,325180,1998,80057,kg,163.29312
Other landfills,71753THYLCROUTE,325180,1998,7782505,kg,0.226796
Other landfills,71753THYLCROUTE,325180,1998,7726956,kg,0.226796
Other landfills,71753THYLCROUTE,325180,1998,7664417,kg,0.226796
Other landfills,71753THYLCROUTE,325180,1998,75092,kg,0.226796
Other landfills,71753THYLCROUTE,325180,1998,74953,kg,0.226796
Other landfills,71753THYLCROUTE,325180,1998,71432,kg,0.226796
Other landfills,71753THYLCROUTE,325180,1998,68122,kg,0.226796
Other landfills,71753THYLCROUTE,325180,1998,67561,kg,0.226796
Other landfills,71753THYLCROUTE,325180,1998,124403,kg,0.226796
Other landfills,71753THYLCROUTE,325180,1998,1163195,kg,63502.88
Other landfills,71753THYLCROUTE,325180,1998,107211,kg,0.226796
Other landfills,71753THYLCROUTE,325180,1998,85449,kg,0.226796
Other landfills,71730GRRSN181CO,325199,1998,98077,kg,0.226796
Other landfills,72110RKNSSHIGHW,322130,1998,138932,kg,0.226796
Other landfills,72110RKNSSHIGHW,322130,1998,67561,kg,6350.288
Other landfills,74728DMNNCRTE3B,321219,1998,50000,kg,113.398
Other landfills,74403FRTHW5600E,322121,1998,95636,kg,77.11064
Other landfills,74403FRTHW5600E,322121,1998,92524,kg,0.226796
Other landfills,74403FRTHW5600E,322121,1998,91203,kg,2.721552
Other landfills,74403FRTHW5600E,322121,1998,7664417,kg,0.226796
Other landfills,74403FRTHW5600E,322121,1998,67663,kg,2630.8336
Other landfills,74403FRTHW5600E,322121,1998,67561,kg,2948.348
Other landfills,74137CNLYC2795E,326122,1998,108452,kg,2741.96364
Other landfills,74137CNLYC2795E,326122,1998,100425,kg,3198.277192
Other landfills,74116CMMRC2001N,333120,1998,7439965,kg,261.268992
Other landfills,74066NTRNT15031,333316,1998,7440473,kg,294.8348
Other landfills,74066NTRNT15031,334118,1998,7440473,kg,294.8348
Other landfills,74066NTRNT15031,333316,1998,7440020,kg,145.14944
Other landfills,74066NTRNT15031,334118,1998,7440020,kg,145.14944
Other landfills,72110RKNSSHIGHW,322130,1998,50000,kg,5.896696
Other landfills,74066NTRNT15031,333316,1998,7439965,kg,2948.348
Other landfills,74066NTRNT15031,334118,1998,7439965,kg,2948.348
Other landfills,74066NTRNT15031,331314,1998,7439921,kg,353.80176
Other landfills,74053NRTHSJCTHW,221112,1998,7664393,kg,0.226796
Other landfills,74053NRTHSJCTHW,221112,1998,7647010,kg,0.226796
Other landfills,73505CHMCL5201S,325998,1998,137268,kg,30.844256
Other landfills,72834TYSNFSIXTH,311615,1998,7782505,kg,2.26796
Other landfills,72734FLNTC21797,221112,1998,7664393,kg,0.226796
Other landfills,72734FLNTC21797,221112,1998,7647010,kg,0.226796
Other landfills,72601CLRDGHWY62,339940,1998,7439921,kg,4325.453312
Other landfills,72543SKLCR2BOLT,333991,1998,100425,kg,68.0388
Other landfills,72204RLLFT3700O,332999,1998,7439965,kg,113.398
Other landfills,72110RKNSSHIGHW,322130,1998,7664417,kg,0.226796
Other landfills,72110RKNSSHIGHW,322130,1998,75070,kg,20.41164
Other landfills,74066NTRNT15031,331314,1998,7440508,kg,4490.5608
Other landfills,77414HCHSTPOBOX,325199,1998,123728,kg,670.4089759999999
Other landfills,69145CLNHR5MISO,562211,1998,50000,kg,0.226796
Other landfills,69145CLNHR5MISO,562211,1998,302012,kg,0.226796
Other landfills,54494CNSLDNASHR,221320,1998,7664382,kg,0.226796
Other landfills,54481WTRRN2691W,562219,1998,7664417,kg,861.8248
Other landfills,54481WTRRN2691W,562219,1998,67561,kg,276.69112
Other landfills,54481WTRRN2691W,562219,1998,50000,kg,1678.2904
Other landfills,54469PRTDW100WI,322121,1998,7664417,kg,7257.472
Other landfills,54469PRTDW100WI,322121,1998,67561,kg,498.9512
Other landfills,54457NKSMLMARKE,322121,1998,78933,kg,1.814368
Other landfills,54457NKSMLMARKE,322121,1998,67663,kg,13.607759999999999
Other landfills,54457NKSMLMARKE,321113,1998,7664417,kg,8845.044
Other landfills,54457NKSMLMARKE,321113,1998,75070,kg,0.907184
Other landfills,54457NKSMLMARKE,321113,1998,67561,kg,1179.3392
Other landfills,54457NKSMLMARKE,321113,1998,50000,kg,4.082328
Other landfills,54457NKSMLMARKE,321113,1998,120809,kg,0.453592
Other landfills,54455MSNPP100MA,322121,1998,7782505,kg,0.226796
Other landfills,54455MSNPP100MA,322121,1998,7664939,kg,0.226796
Other landfills,54455MSNPP100MA,322121,1998,7664417,kg,0.226796
Other landfills,54455MSNPP100MA,322121,1998,7664382,kg,0.226796
Other landfills,54455MSNPP100MA,322121,1998,7647010,kg,0.226796
Other landfills,54455MSNPP100MA,322121,1998,75070,kg,0.226796
Other landfills,54455MSNPP100MA,322121,1998,67561,kg,3.628736
Other landfills,54455MSNPP100MA,322121,1998,50000,kg,0.226796
Other landfills,54455MSNPP100MA,322121,1998,120809,kg,0.226796
Other landfills,54451WTHRSNORTH,321911,1998,1717006,kg,199.126888
Other landfills,54417WSPPR2NDST,322121,1998,67663,kg,95.25431999999999
Other landfills,54417WSPPR2NDST,322121,1998,67561,kg,594.20552
Other landfills,54494CNSLDNASHR,322121,1998,50000,kg,8.618248
Other landfills,54494CNSLDNASHR,322121,1998,67561,kg,13.607759999999999
Other landfills,54494CNSLDNASHR,322121,1998,75070,kg,23.586784
Other landfills,54494CNSLDNASHR,322121,1998,7664417,kg,231.33192
Other landfills,57754WHRFRTROJA,212221,1998,7632000,kg,5896.696
Other landfills,57754WHRFRTROJA,212221,1998,7440473,kg,18597.272
Other landfills,57754WHRFRTROJA,212221,1998,7439965,kg,14968.536
Other landfills,57754WHRFRTROJA,212221,1998,67561,kg,680.388
Other landfills,56649BSCSCSECON,322121,1998,7782505,kg,0.226796
Other landfills,56649BSCSCSECON,322121,1998,7664417,kg,0.226796
Other landfills,56649BSCSCSECON,322121,1998,7664382,kg,0.226796
Other landfills,56649BSCSCSECON,322121,1998,75070,kg,0.453592
Other landfills,56649BSCSCSECON,322121,1998,67663,kg,8.618248
Other landfills,56649BSCSCSECON,322121,1998,67561,kg,1133.98
Other landfills,56649BSCSCSECON,322121,1998,64186,kg,0.226796
Other landfills,56649BSCSCSECON,322121,1998,120809,kg,0.226796
Other landfills,54417WSPPR2NDST,322121,1998,111422,kg,0.907184
Other landfills,56649BSCSCSECON,322121,1998,108952,kg,1.360776
Other landfills,56241PLWSD1021H,332216,1998,7440508,kg,27.215519999999998
Other landfills,55407SMTHF1855E,331511,1998,1344281,kg,113.398
Other landfills,55308NRTHR13999,221112,1998,7664417,kg,2.26796
Other landfills,55308NRTHR13999,221112,1998,1313275,kg,5669.9
Other landfills,55128HBFLL2900G,325510,1998,80057,kg,909.905552
Other landfills,54755MNDVF431SW,311111,1998,7664382,kg,0.226796
Other landfills,54660TRCXX200SI,333112,1998,7664382,kg,0.226796
Other landfills,54660TRCXX200SI,333112,1998,107211,kg,0.226796
Other landfills,54552FLMBP200NO,322110,1998,7664417,kg,1406.1352
Other landfills,54552FLMBP200NO,322110,1998,67663,kg,0.453592
Other landfills,54552FLMBP200NO,322110,1998,67561,kg,361.512824
Other landfills,54552FLMBP200NO,322110,1998,50000,kg,36.740952
Other landfills,56649BSCSCSECON,322121,1998,10049044,kg,0.226796
Other landfills,54417WSPPR2NDST,322121,1998,107211,kg,9.979023999999999
Other landfills,54401MGRYSNFOUR,327992,1998,7440473,kg,5443.104
Other landfills,54401MGRYSNFOUR,327992,1998,7440020,kg,4989.512
Other landfills,52632KKKST361CA,331513,1998,7439965,kg,1594.37588
Other landfills,52632KKKST240RO,331513,1998,91203,kg,10432.616
Other landfills,52632KKKST240RO,331513,1998,7440473,kg,15161.3126
Other landfills,52632KKKST240RO,331513,1998,7440020,kg,7946.93184
Other landfills,52632KKKST240RO,331513,1998,7439965,kg,10985.998239999999
Other landfills,52632KKKST240RO,331513,1998,1313275,kg,1088.6208
Other landfills,52632KKKST240RO,331513,1998,108952,kg,464.9318
Other landfills,52632GRFFNCARBI,331513,1998,7439965,kg,501309.8784
Other landfills,52627CLMXMHWY61,331410,1998,1313275,kg,294.8348
Other landfills,52404MDLND10150,332111,1998,7440508,kg,0.226796
Other landfills,52404MDLND10150,332111,1998,7440473,kg,0.226796
Other landfills,52404MDLND10150,332111,1998,7440020,kg,0.226796
Other landfills,52632KKKST361CA,331513,1998,7440020,kg,1145.3198
Other landfills,52404MDLND10150,332111,1998,7439965,kg,0.226796
Other landfills,51054BLLBR504FS,327120,1998,7439965,kg,1630.209648
Other landfills,50613CDRFLUTILI,221112,1998,7697372,kg,0.226796
Other landfills,50613CDRFLUTILI,221112,1998,7664939,kg,0.226796
Other landfills,50613CDRFLUTILI,221112,1998,7647010,kg,0.226796
Other landfills,50501NVRSL2908N,326191,1998,100425,kg,49064.593048
Other landfills,50003NTDBR1831W,327120,1998,7439965,kg,762.0345599999999
Other landfills,49876CHMPNUSHIG,322220,1998,7664382,kg,0.226796
Other landfills,49876CHMPNUSHIG,322220,1998,7647010,kg,0.226796
Other landfills,49876CHMPNUSHIG,322121,1998,7782505,kg,0.226796
Other landfills,49876CHMPNUSHIG,322121,1998,7664417,kg,0.226796
Other landfills,49876CHMPNUSHIG,322121,1998,67561,kg,192.7766
Other landfills,49876CHMPNUSHIG,322121,1998,64186,kg,0.226796
Other landfills,52004JHNDRHWY38,333120,1998,7439965,kg,1905.0864
Other landfills,58554MCLCMNORTH,324110,1998,100414,kg,0.226796
Other landfills,52632KKKST361CA,331513,1998,7440473,kg,2410.84148
Other landfills,53120WSCNS405HW,331529,1998,7440020,kg,1387.084336
Other landfills,54401MGRYSNFOUR,327992,1998,7439965,kg,7711.064
Other landfills,54216THVLL23KIL,332999,1998,7439965,kg,45.3592
Other landfills,54201LGMHR1001P,321911,1998,7439921,kg,1527.244264
Other landfills,54151NGRFW1101M,322121,1998,7664417,kg,0.226796
Other landfills,54151NGRFW1101M,322121,1998,67561,kg,0.226796
Other landfills,54130THLMNTHILM,322121,1998,7664417,kg,14.968536
Other landfills,54130THLMNTHILM,322121,1998,75070,kg,0.907184
Other landfills,54130THLMNTHILM,322121,1998,67561,kg,12.246984
Other landfills,54130THLMNTHILM,322121,1998,120809,kg,0.226796
Other landfills,53406THRML52152,332410,1998,7440508,kg,2980.09944
Other landfills,53406THRML52152,332410,1998,7440473,kg,215.4562
Other landfills,53406THRML52152,332410,1998,7440020,kg,120.20188
Other landfills,52802RVHPK743SC,332439,1998,1330207,kg,0.226796
Other landfills,53223SGNCS9000N,331512,1998,7440473,kg,2668.935328
Other landfills,53214BRGGS1501S,331511,1998,7440508,kg,1237.398976
Other landfills,53187LLYPR1045P,332439,1998,7440020,kg,0.226796
Other landfills,53154KCRKP4801E,221112,1998,7440666,kg,4989.512
Other landfills,53154KCRKP4801E,221112,1998,7440508,kg,9071.84
Other landfills,53154KCRKP4801E,221112,1998,7440473,kg,8164.656
Other landfills,53154KCRKP4801E,221112,1998,7440393,kg,140613.52
Other landfills,53154KCRKP4801E,221112,1998,7440382,kg,2993.7072
Other landfills,53154KCRKP4801E,221112,1998,7440020,kg,4082.328
Other landfills,53154KCRKP4801E,221112,1998,7439965,kg,5896.696
Other landfills,53154KCRKP4801E,221112,1998,7439921,kg,2086.5232
Other landfills,53120WSCNS405HW,331529,1998,7440508,kg,746.1588399999999
Other landfills,53120WSCNS405HW,331529,1998,7440473,kg,2141.861424
Other landfills,53223SGNCS9000N,331512,1998,7440020,kg,1545.387944
Other landfills,69145CLNHR5MISO,562211,1998,330552,kg,0.226796
Other landfills,58554MCLCMNORTH,324110,1998,108883,kg,0.453592
Other landfills,58554MCLCMNORTH,324110,1998,110827,kg,0.226796
Other landfills,68112MHPBL7475P,221112,1998,7440508,kg,4535.92
Other landfills,68112MHPBL7475P,221112,1998,7440393,kg,158757.2
Other landfills,68112MHPBL7475P,221112,1998,7439965,kg,5443.104
Other landfills,67851HLCMB2440H,221112,1998,7782414,kg,41176.174576
Other landfills,67851HLCMB2440H,221112,1998,7440622,kg,12999.94672
Other landfills,67851HLCMB2440H,221112,1998,7440393,kg,287127.364736
Other landfills,67851HLCMB2440H,221112,1998,7440020,kg,4298.237792
Other landfills,67801XCLCREHIGH,311611,1998,7782505,kg,0.226796
Other landfills,67801XCLCREHIGH,311611,1998,7664417,kg,0.226796
