DISPOSAL ACTIVITY,REPORTING YEAR,UNIT OF MEASURE,TRIFID,PRIMARY NAICS CODE,TRI_CHEM_ID,FLOW
Land treatment/application farming,2006,kg,00851HSSLVLIMET,324110,100414,0.226796
Other landfills,2006,kg,77979BPCHMTEXAS,325199,1313275,0.226796
Other landfills,2006,kg,77979BPCHMTEXAS,325199,115071,0.226796
Other landfills,2006,kg,77979BPCHMTEXAS,325199,110861,0.226796
Other landfills,2006,kg,77979BPCHMTEXAS,325199,109068,0.226796
Other landfills,2006,kg,77979BPCHMTEXAS,325199,107186,0.226796
Other landfills,2006,kg,77979BPCHMTEXAS,325199,107131,0.226796
Other landfills,2006,kg,77979BPCHMTEXAS,325199,107028,0.226796
Other landfills,2006,kg,77978LMNMCSTATE,331313,N458,1.4061352
Other landfills,2006,kg,77830GBBNS25MIL,221112,N982,37.648136
Other landfills,2006,kg,77830GBBNS25MIL,221112,N770,80.28578399999999
Other landfills,2006,kg,77830GBBNS25MIL,221112,N450,89.357624
Other landfills,2006,kg,77830GBBNS25MIL,221112,N420,11.793392
Other landfills,2006,kg,77830GBBNS25MIL,221112,N100,53.523856
Other landfills,2006,kg,77830GBBNS25MIL,221112,N040,1381.641232
Other landfills,2006,kg,77830GBBNS25MIL,221112,7782414,234.960656
Other landfills,2006,kg,77830GBBNS25MIL,221112,7726956,73.935496
Other landfills,2006,kg,77705MBRYF695IN,331511,N100,0.226796
Other landfills,2006,kg,77705MBRYF695IN,331511,7440508,0.226796
Other landfills,2006,kg,77704PNNWL2052G,325199,79107,0.226796
Other landfills,2006,kg,77979BPCHMTEXAS,325199,60355,0.226796
Other landfills,2006,kg,77979BPCHMTEXAS,325199,67561,0.226796
Other landfills,2006,kg,77979BPCHMTEXAS,325199,71432,0.226796
Other landfills,2006,kg,77979BPCHMTEXAS,325199,74908,0.226796
Other landfills,2006,kg,77979NNCRBPOBOX,325199,N420,0.453592
Other landfills,2006,kg,77979NNCRBPOBOX,325199,N230,10.432616
Other landfills,2006,kg,77979NNCRBPOBOX,325199,N090,147.870992
Other landfills,2006,kg,77979NNCRBPOBOX,325199,7664417,0.453592
Other landfills,2006,kg,77979NNCRBPOBOX,325199,74851,0.226796
Other landfills,2006,kg,77979NNCRBPOBOX,325199,67561,1.814368
Other landfills,2006,kg,77979NNCRBPOBOX,325199,140885,0.226796
Other landfills,2006,kg,77979NNCRBPOBOX,325199,115071,0.226796
Other landfills,2006,kg,77979NNCRBPOBOX,325199,110827,0.226796
Other landfills,2006,kg,77704PNNWL2052G,325199,75456,0.226796
Other landfills,2006,kg,77979NNCRBPOBOX,325199,110805,20.865232
Other landfills,2006,kg,77979BPCHMTEXAS,325199,N770,0.226796
Other landfills,2006,kg,77979BPCHMTEXAS,325199,N495,0.226796
Other landfills,2006,kg,77979BPCHMTEXAS,325199,N106,0.226796
Other landfills,2006,kg,77979BPCHMTEXAS,325199,79107,0.226796
Other landfills,2006,kg,77979BPCHMTEXAS,325199,79061,0.226796
Other landfills,2006,kg,77979BPCHMTEXAS,325199,7782505,0.226796
Other landfills,2006,kg,77979BPCHMTEXAS,325199,7664417,0.226796
Other landfills,2006,kg,77979BPCHMTEXAS,325199,75070,0.226796
Other landfills,2006,kg,77979BPCHMTEXAS,325199,75058,0.226796
Other landfills,2006,kg,77979NNCRBPOBOX,325199,107211,0.226796
Other landfills,2006,kg,77979NNCRBPOBOX,325199,N982,69.399576
Other landfills,2006,kg,77704PNNWL2052G,325199,75150,0.226796
Other landfills,2006,kg,77704PNNWL2052G,325199,107028,0.226796
Other landfills,2006,kg,77630NLNDROLDHI,322130,74873,2.26796
Other landfills,2006,kg,77630NLNDROLDHI,322130,67561,22189.72064
Other landfills,2006,kg,77630NLNDROLDHI,322130,64186,771.1064
Other landfills,2006,kg,77630NLNDROLDHI,322130,120809,113.398
Other landfills,2006,kg,77630NLNDROLDHI,322130,108952,113.398
Other landfills,2006,kg,77571QNTMC1515M,325110,191242,7.6883843999999995
Other landfills,2006,kg,77541THDWCBUILD,325520,N230,637.29676
Other landfills,2006,kg,77541THDWCBUILD,325520,N090,288.484512
Other landfills,2006,kg,77541THDWCBUILD,325520,79005,0.226796
Other landfills,2006,kg,77541THDWCBUILD,325520,75070,0.453592
