PRIMARY NAICS CODE,TRIFID,REPORTING YEAR,DISPOSAL ACTIVITY,UNIT OF MEASURE,TRI_CHEM_ID,FLOW
324110,70767PLCDR1940L,1987,Other landfills,kg,1330207,259.908216
324110,70767PLCDR1940L,1987,Other landfills,kg,1310732,42118.738752
324110,70767PLCDR1940L,1987,Other landfills,kg,110827,48.534344
324110,70767PLCDR1940L,1987,Other landfills,kg,108883,296.195576
324110,70767PLCDR1940L,1987,Other landfills,kg,100414,65.317248
324110,70767PLCDR1940L,1987,Other landfills,kg,71432,114.305184
324110,70723TXCRFFOOTO,1987,Land treatment/application farming,kg,95636,79.83219199999999
324110,73401TTLPTHIGHW,1987,Other landfills,kg,110827,0.226796
324110,73401TTLPTHIGHW,1987,Other landfills,kg,N010,113.398
324110,74603CNCPN1000S,1987,Land treatment/application farming,kg,7757826,167829.04
324110,74603CNCPN1000S,1987,Land treatment/application farming,kg,78933,0.226796
324110,74603CNCPN1000S,1987,Land treatment/application farming,kg,91203,0.226796
324110,74603CNCPN1000S,1987,Land treatment/application farming,kg,92524,0.226796
324110,74603CNCPN1000S,1987,Land treatment/application farming,kg,95636,0.226796
324110,74603CNCPN1000S,1987,Land treatment/application farming,kg,98828,0.226796
324110,74603CNCPN1000S,1987,Other landfills,kg,7664382,0.226796
324110,74603CNCPN1000S,1987,Other landfills,kg,7664393,0.226796
324110,75702LGLRL1702E,1987,Other landfills,kg,100414,113.398
324110,75702LGLRL1702E,1987,Other landfills,kg,108883,113.398
324110,75702LGLRL1702E,1987,Other landfills,kg,110827,113.398
324110,75702LGLRL1702E,1987,Other landfills,kg,1310732,113.398
324110,75702LGLRL1702E,1987,Other landfills,kg,1330207,113.398
324110,75702LGLRL1702E,1987,Other landfills,kg,71432,113.398
324110,75702LGLRL1702E,1987,Other landfills,kg,7664939,113.398
324110,77017LYNDL12000,1987,Land treatment/application farming,kg,100414,0.226796
324110,77017LYNDL12000,1987,Land treatment/application farming,kg,108883,0.226796
324110,77506CRWNC111RE,1987,Land treatment/application farming,kg,1344281,0.226796
324110,77506CRWNC111RE,1987,Land treatment/application farming,kg,1330207,0.226796
324110,77506CRWNC111RE,1987,Land treatment/application farming,kg,1310732,0.226796
324110,77506CRWNC111RE,1987,Land treatment/application farming,kg,115071,0.226796
324110,77506CRWNC111RE,1987,Land treatment/application farming,kg,111422,0.226796
324110,77506CRWNC111RE,1987,Land treatment/application farming,kg,108952,0.226796
324110,74603CNCPN1000S,1987,Land treatment/application farming,kg,7440473,3447.2992
324110,77506CRWNC111RE,1987,Land treatment/application farming,kg,108883,0.226796
324110,77017LYNDL12000,1987,Other disposal,kg,1310732,30.390664
324110,77017LYNDL12000,1987,Land treatment/application farming,kg,N495,235.86784
324110,77017LYNDL12000,1987,Land treatment/application farming,kg,N096,2.721552
324110,77017LYNDL12000,1987,Land treatment/application farming,kg,71432,0.226796
324110,77017LYNDL12000,1987,Land treatment/application farming,kg,1344281,19504.456
324110,77017LYNDL12000,1987,Land treatment/application farming,kg,1330207,0.226796
324110,77506CRWNC111RE,1987,Land treatment/application farming,kg,100414,0.226796
324110,74603CNCPN1000S,1987,Land treatment/application farming,kg,7440020,340.194
324110,74603CNCPN1000S,1987,Land treatment/application farming,kg,7439965,113.398
324110,74603CNCPN1000S,1987,Land treatment/application farming,kg,71556,0.226796
324110,74107SNRFN1700S,1987,Land treatment/application farming,kg,91203,0.226796
324110,74107SNRFN1700S,1987,Land treatment/application farming,kg,78933,0.226796
324110,74107SNRFN1700S,1987,Land treatment/application farming,kg,71432,0.226796
324110,74107SNRFN1700S,1987,Land treatment/application farming,kg,1344281,40369.688
324110,74107SNRFN1700S,1987,Land treatment/application farming,kg,1330207,0.226796
324110,74107SNRFN1700S,1987,Land treatment/application farming,kg,110827,0.226796
324110,74107SNRFN1700S,1987,Land treatment/application farming,kg,95636,0.226796
324110,74107SNRFN1700S,1987,Land treatment/application farming,kg,108883,0.226796
324110,74107SNCLR902W2,1987,Land treatment/application farming,kg,7782505,113.398
324110,74107SNCLR902W2,1987,Land treatment/application farming,kg,7440473,959.800672
324110,74107SNCLR902W2,1987,Land treatment/application farming,kg,7439921,113.398
324110,74107SNCLR902W2,1987,Land treatment/application farming,kg,1344281,249158.0856
324110,73401TTLPTHIGHW,1987,Other landfills,kg,N495,589.6696
324110,73401TTLPTHIGHW,1987,Other landfills,kg,N100,113.398
324110,74107SNRFN1700S,1987,Land treatment/application farming,kg,100414,0.226796
324110,73401TTLPTHIGHW,1987,Other landfills,kg,1344281,49895.12
324110,74107SNRFN1700S,1987,Land treatment/application farming,kg,N090,861.8248
324110,74107SNRFN1700S,1987,Land treatment/application farming,kg,N982,2041.164
324110,74603CNCPN1000S,1987,Land treatment/application farming,kg,71432,0.226796
324110,74603CNCPN1000S,1987,Land treatment/application farming,kg,67561,113.398
324110,74603CNCPN1000S,1987,Land treatment/application farming,kg,56235,0.226796
324110,74603CNCPN1000S,1987,Land treatment/application farming,kg,1634044,0.226796
324110,74603CNCPN1000S,1987,Land treatment/application farming,kg,1330207,0.226796
324110,74603CNCPN1000S,1987,Land treatment/application farming,kg,1319773,0.226796
324110,74107SNRFN1700S,1987,Land treatment/application farming,kg,N420,589.6696
324110,74603CNCPN1000S,1987,Land treatment/application farming,kg,1313275,113.398
324110,74603CNCPN1000S,1987,Land treatment/application farming,kg,110827,0.226796
324110,74603CNCPN1000S,1987,Land treatment/application farming,kg,109864,0.226796
324110,74603CNCPN1000S,1987,Land treatment/application farming,kg,108952,0.226796
324110,74603CNCPN1000S,1987,Land treatment/application farming,kg,108883,0.226796
324110,74603CNCPN1000S,1987,Land treatment/application farming,kg,100425,0.226796
324110,74603CNCPN1000S,1987,Land treatment/application farming,kg,100414,0.226796
324110,74603CNCPN1000S,1987,Land treatment/application farming,kg,111422,0.226796
324110,77506CRWNC111RE,1987,Land treatment/application farming,kg,71432,0.226796
324110,70723TXCRFFOOTO,1987,Land treatment/application farming,kg,7440666,48.987936
324110,70723TXCRFFOOTO,1987,Land treatment/application farming,kg,1330207,210.013096
324110,70051MRTHNHWY61,1987,Land treatment/application farming,kg,1330207,2086.5232
324110,70051MRTHNHWY61,1987,Land treatment/application farming,kg,71432,113.398
324110,70051MRTHNHWY61,1987,Land treatment/application farming,kg,7439921,113.398
324110,70051MRTHNHWY61,1987,Land treatment/application farming,kg,7440473,11339.8
324110,70051MRTHNHWY61,1987,Land treatment/application farming,kg,7440484,113.398
324110,70051MRTHNHWY61,1987,Other landfills,kg,1319773,113.398
324110,70075MRPHY2500E,1987,Land treatment/application farming,kg,100414,86.18248
324110,70075MRPHY2500E,1987,Land treatment/application farming,kg,1319773,9.07184
324110,70075MRPHY2500E,1987,Land treatment/application farming,kg,1330207,317.5144
324110,70075MRPHY2500E,1987,Land treatment/application farming,kg,71432,27.215519999999998
324110,70143TNNCL500WE,1987,Underground injection to class i wells,kg,108952,42994.624904
324110,70143TNNCL500WE,1987,Underground injection to class i wells,kg,7664417,1527633.899528
324110,70143TNNCL500WE,1987,Underground injection to class i wells,kg,98828,0.226796
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,100414,399.16096
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,107062,0.226796
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,107211,340.194
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,108883,952.5432
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,74851,0.226796
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,71432,249.4756
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,67561,0.226796
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,1634044,0.226796
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,1344281,0.226796
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,1332214,0.226796
324110,70051MRTHNHWY61,1987,Land treatment/application farming,kg,108883,340.194
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,1330207,2540.1152
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,1310732,0.226796
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,120127,0.226796
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,115071,0.226796
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,111422,0.226796
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,110827,0.226796
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,108952,0.226796
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,1313275,0.226796
324110,70051MRTHNHWY61,1987,Land treatment/application farming,kg,100414,340.194
324110,70037LLNCRHIGHW,1987,Other landfills,kg,N495,2494.756
324110,70037LLNCRHIGHW,1987,Land treatment/application farming,kg,N495,235.86784
324110,67042TXCRF1401S,1987,Land treatment/application farming,kg,N420,861.8248
324110,67042TXCRF1401S,1987,Land treatment/application farming,kg,N090,1406.1352
324110,67042TXCRF1401S,1987,Land treatment/application farming,kg,98828,589.6696
324110,67042TXCRF1401S,1987,Land treatment/application farming,kg,71432,113.398
324110,67042TXCRF1401S,1987,Land treatment/application farming,kg,1344281,33112.216
324110,67042TXCRF1401S,1987,Land treatment/application farming,kg,108883,308.44256
324110,67042TXCRF1401S,1987,Land treatment/application farming,kg,N495,39.916095999999996
324110,67005TTLPT1400S,1987,Land treatment/application farming,kg,N495,317.5144
324110,67005TTLPT1400S,1987,Land treatment/application farming,kg,N090,5488.4632
324110,67005TTLPT1400S,1987,Land treatment/application farming,kg,N010,45.3592
324110,67005TTLPT1400S,1987,Land treatment/application farming,kg,91203,45.3592
324110,67005TTLPT1400S,1987,Land treatment/application farming,kg,7440622,136.0776
324110,67005TTLPT1400S,1987,Land treatment/application farming,kg,1344281,1451.4944
324110,67005TTLPT1400S,1987,Land treatment/application farming,kg,1330207,45.3592
324110,67005TTLPT1400S,1987,Land treatment/application farming,kg,N420,5669.9
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,7664382,0.226796
324110,67042TXCRF1401S,1987,Land treatment/application farming,kg,N982,322.05032
324110,67042TXCRF1401S,1987,Underground injection to class i wells,kg,1310732,0.226796
324110,70037LLNCRHIGHW,1987,Land treatment/application farming,kg,91203,489.87936
324110,70037LLNCRHIGHW,1987,Land treatment/application farming,kg,7440473,3371.0957439999997
324110,70037LLNCRHIGHW,1987,Land treatment/application farming,kg,7439921,113.398
324110,68025FRMLN330EA,1987,Underground injection to class i wells,kg,7664417,0.226796
324110,68025FRMLN330EA,1987,Other disposal,kg,7664417,0.226796
324110,68025FRMLN330EA,1987,Other disposal,kg,7664382,0.226796
324110,67042TXCRF1401S,1987,Underground injection to class i wells,kg,100414,0.226796
324110,67460NTNLC2000M,1987,Land treatment/application farming,kg,7439921,9.07184
324110,67460NTNLC2000M,1987,Land treatment/application farming,kg,100414,13.607759999999999
324110,67337FRMLNNORTH,1987,Other landfills,kg,1344281,29029.888
324110,67214DRBYR1100E,1987,Other landfills,kg,N420,32.205032
324110,67214DRBYR1100E,1987,Other landfills,kg,7664382,673.58412
324110,67214DRBYR1100E,1987,Other landfills,kg,71432,0.226796
324110,67214DRBYR1100E,1987,Other landfills,kg,1344281,249494.650864
324110,67460NTNLC2000M,1987,Land treatment/application farming,kg,71432,9.07184
324110,70723TXCRFFOOTO,1987,Land treatment/application farming,kg,71432,54.431039999999996
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,7664417,136.0776
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,7782505,0.226796
324110,70602CTGPTHIGHW,1987,Underground injection to class i wells,kg,98828,0.226796
324110,70602CTGPTHIGHW,1987,Underground injection to class i wells,kg,N090,45.3592
324110,70602CTGPTHIGHW,1987,Underground injection to class i wells,kg,N096,0.226796
324110,70602CTGPTHIGHW,1987,Underground injection to class i wells,kg,N100,0.226796
324110,70602CTGPTHIGHW,1987,Underground injection to class i wells,kg,N420,0.0453592
324110,70602CTGPTHIGHW,1987,Underground injection to class i wells,kg,N450,0.226796
324110,70602CTGPTHIGHW,1987,Underground injection to class i wells,kg,N495,0.226796
324110,70602CTGPTHIGHW,1987,Underground injection to class i wells,kg,N982,45.3592
324110,70606CLCSRWESTE,1987,Land treatment/application farming,kg,108883,9.07184
324110,70606CLCSRWESTE,1987,Land treatment/application farming,kg,1330207,10.886208
324110,70606CLCSRWESTE,1987,Land treatment/application farming,kg,71432,1.814368
324110,70606CLCSRWESTE,1987,Land treatment/application farming,kg,91203,8.618248
324110,70669CNCLKOLDSP,1987,Land treatment/application farming,kg,100414,0.226796
324110,70669CNCLKOLDSP,1987,Land treatment/application farming,kg,108952,0.226796
324110,70669CNCLKOLDSP,1987,Land treatment/application farming,kg,110827,0.226796
324110,70669CNCLKOLDSP,1987,Land treatment/application farming,kg,1313275,113.398
324110,70669CNCLKOLDSP,1987,Land treatment/application farming,kg,1319773,0.226796
324110,70723TXCRFFOOTO,1987,Land treatment/application farming,kg,110827,119.748288
324110,70723TXCRFFOOTO,1987,Land treatment/application farming,kg,108883,141.520704
324110,70723TXCRFFOOTO,1987,Land treatment/application farming,kg,100414,53.977448
324110,70669CNCLKOLDSP,1987,Land treatment/application farming,kg,98828,0.226796
324110,70669CNCLKOLDSP,1987,Land treatment/application farming,kg,95636,0.226796
324110,70669CNCLKOLDSP,1987,Land treatment/application farming,kg,92524,0.226796
324110,70602CTGPTHIGHW,1987,Underground injection to class i wells,kg,95636,0.226796
324110,70669CNCLKOLDSP,1987,Land treatment/application farming,kg,7757826,77110.64
324110,70669CNCLKOLDSP,1987,Land treatment/application farming,kg,7440020,113.398
324110,70669CNCLKOLDSP,1987,Land treatment/application farming,kg,7439965,113.398
324110,70669CNCLKOLDSP,1987,Land treatment/application farming,kg,71556,0.226796
324110,70669CNCLKOLDSP,1987,Land treatment/application farming,kg,71432,0.226796
324110,70669CNCLKOLDSP,1987,Land treatment/application farming,kg,67561,0.226796
324110,70669CNCLKOLDSP,1987,Land treatment/application farming,kg,1330207,0.226796
324110,70669CNCLKOLDSP,1987,Land treatment/application farming,kg,7440484,113.398
324110,70602CTGPTHIGHW,1987,Underground injection to class i wells,kg,92524,0.226796
324110,70602CTGPTHIGHW,1987,Underground injection to class i wells,kg,91203,0.226796
324110,70602CTGPTHIGHW,1987,Underground injection to class i wells,kg,7664939,0.226796
324110,70602CTGPTHIGHW,1987,Underground injection to class i wells,kg,107062,0.226796
324110,70602CTGPTHIGHW,1987,Underground injection to class i wells,kg,100414,0.226796
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,N982,1315.4168
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,N495,0.226796
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,N450,1.360776
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,N420,2086.5232
324110,70602CTGPTHIGHW,1987,Underground injection to class i wells,kg,107211,0.226796
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,N230,340.194
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,N096,0.226796
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,N090,635.0288
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,98828,0.226796
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,95636,0.226796
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,92524,0.226796
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,91203,1179.3392
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,N100,0.226796
324110,70602CTGPTHIGHW,1987,Land treatment/application farming,kg,7664939,0.226796
324110,70602CTGPTHIGHW,1987,Underground injection to class i wells,kg,108883,11339.8
324110,70602CTGPTHIGHW,1987,Underground injection to class i wells,kg,110827,0.226796
324110,70602CTGPTHIGHW,1987,Underground injection to class i wells,kg,7664417,3583376.8
324110,70602CTGPTHIGHW,1987,Underground injection to class i wells,kg,7664382,0.226796
324110,70602CTGPTHIGHW,1987,Underground injection to class i wells,kg,74851,0.226796
324110,70602CTGPTHIGHW,1987,Underground injection to class i wells,kg,71432,9525.432
324110,70602CTGPTHIGHW,1987,Underground injection to class i wells,kg,67561,2721.552
324110,70602CTGPTHIGHW,1987,Underground injection to class i wells,kg,1634044,0.226796
324110,70602CTGPTHIGHW,1987,Underground injection to class i wells,kg,108952,127005.76
324110,70602CTGPTHIGHW,1987,Underground injection to class i wells,kg,1344281,0.226796
324110,70602CTGPTHIGHW,1987,Underground injection to class i wells,kg,1330207,5896.696
324110,70602CTGPTHIGHW,1987,Underground injection to class i wells,kg,1319773,0.226796
324110,70602CTGPTHIGHW,1987,Underground injection to class i wells,kg,1313275,0.226796
324110,70602CTGPTHIGHW,1987,Underground injection to class i wells,kg,1310732,0.226796
324110,70602CTGPTHIGHW,1987,Underground injection to class i wells,kg,120127,0.226796
324110,70602CTGPTHIGHW,1987,Underground injection to class i wells,kg,111422,0.226796
324110,70602CTGPTHIGHW,1987,Underground injection to class i wells,kg,1332214,0.226796
324110,77506CRWNC111RE,1987,Land treatment/application farming,kg,71556,0.226796
324110,77506CRWNC111RE,1987,Land treatment/application farming,kg,7439921,0.0453592
324110,77506CRWNC111RE,1987,Land treatment/application farming,kg,7440473,0.226796
324110,78071DMNDS301LE,1987,Land treatment/application farming,kg,7664939,0.226796
324110,78071DMNDS301LE,1987,Land treatment/application farming,kg,95636,2.26796
324110,78071DMNDS301LE,1987,Land treatment/application farming,kg,N230,0.907184
324110,78071DMNDS301LE,1987,Land treatment/application farming,kg,N420,14.968536
324110,78071DMNDS301LE,1987,Other landfills,kg,106423,0.226796
324110,78071DMNDS301LE,1987,Other landfills,kg,1344281,176900.88
324110,78408STHWS1700N,1987,Other disposal,kg,100414,0.226796
324110,78408STHWS1700N,1987,Other disposal,kg,106990,0.226796
324110,78408STHWS1700N,1987,Other disposal,kg,110827,0.226796
324110,78408STHWS1700N,1987,Other disposal,kg,111422,0.226796
324110,78408STHWS1700N,1987,Other disposal,kg,1310732,0.226796
324110,78408STHWS1700N,1987,Other disposal,kg,7664939,0.226796
324110,78408STHWS1700N,1987,Other disposal,kg,7757826,0.226796
324110,78408STHWS1700N,1987,Other disposal,kg,7782505,0.226796
324110,78408STHWS1700N,1987,Other disposal,kg,95636,0.226796
324110,78408STHWS1700N,1987,Other disposal,kg,N090,0.226796
324110,78408STHWS1700N,1987,Other disposal,kg,N420,0.0453592
324110,78410KCHRFSUNTI,1987,Land treatment/application farming,kg,71432,6350.288
324110,78410KCHRFSUNTI,1987,Land treatment/application farming,kg,1344281,44452.015999999996
324110,78410KCHRFSUNTI,1987,Land treatment/application farming,kg,1330207,54431.04
324110,78410KCHRFSUNTI,1987,Land treatment/application farming,kg,1319773,1814.368
324110,78410KCHRFSUNTI,1987,Land treatment/application farming,kg,1310732,340194.0
324110,78410KCHRFSUNTI,1987,Land treatment/application farming,kg,108883,181.4368
324110,78071DMNDS301LE,1987,Land treatment/application farming,kg,7664417,5443.104
324110,78408STHWS1700N,1987,Other landfills,kg,7664417,0.226796
324110,78408STHWS1700N,1987,Other landfills,kg,71432,0.226796
324110,78408STHWS1700N,1987,Other landfills,kg,1634044,0.226796
324110,78408STHWS1700N,1987,Other landfills,kg,1344281,21772.416
324110,78408STHWS1700N,1987,Other landfills,kg,1330207,0.226796
324110,78408STHWS1700N,1987,Other landfills,kg,108883,0.226796
324110,78408STHWS1700N,1987,Other disposal,kg,N495,0.226796
324110,78408STHWS1700N,1987,Other landfills,kg,7664393,0.226796
324110,78071DMNDS301LE,1987,Land treatment/application farming,kg,7664393,0.226796
324110,78071DMNDS301LE,1987,Land treatment/application farming,kg,71432,1.360776
324110,78071DMNDS301LE,1987,Land treatment/application farming,kg,1344281,1088.6208
324110,77640TXCRFNORTH,1987,Land treatment/application farming,kg,7782505,0.226796
324110,77640TXCRFNORTH,1987,Land treatment/application farming,kg,7757826,0.226796
324110,77640TXCRFNORTH,1987,Land treatment/application farming,kg,7664939,0.226796
324110,77640TXCRFNORTH,1987,Land treatment/application farming,kg,7647010,0.226796
324110,77640TXCRFNORTH,1987,Land treatment/application farming,kg,75150,0.226796
324110,77640TXCRFNORTH,1987,Land treatment/application farming,kg,74851,0.226796
324110,77640TXCRFNORTH,1987,Land treatment/application farming,kg,78933,0.226796
324110,77640TXCRFNORTH,1987,Land treatment/application farming,kg,7440666,176447.288
324110,77640TXCRFNORTH,1987,Land treatment/application farming,kg,7440473,101151.016
324110,77640TXCRFNORTH,1987,Land treatment/application farming,kg,7440393,49441.528
324110,77640TXCRFNORTH,1987,Land treatment/application farming,kg,7440360,0.226796
324110,77640TXCRFNORTH,1987,Land treatment/application farming,kg,7440020,35697.6904
324110,77640TXCRFNORTH,1987,Land treatment/application farming,kg,7439921,15603.5648
324110,77640TXCRFNORTH,1987,Land treatment/application farming,kg,7429905,0.226796
324110,77640TXCRFNORTH,1987,Land treatment/application farming,kg,7440508,9797.5872
324110,78410KCHRFSUNTI,1987,Land treatment/application farming,kg,N090,308.44256
324110,77640TXCRFNORTH,1987,Land treatment/application farming,kg,79005,0.226796
324110,77640TXCRFNORTH,1987,Land treatment/application farming,kg,91203,1877.87088
324110,78071DMNDS301LE,1987,Land treatment/application farming,kg,1330207,23.133192
324110,78071DMNDS301LE,1987,Land treatment/application farming,kg,1310732,0.226796
324110,78071DMNDS301LE,1987,Land treatment/application farming,kg,111422,0.907184
324110,78071DMNDS301LE,1987,Land treatment/application farming,kg,110827,0.907184
324110,78071DMNDS301LE,1987,Land treatment/application farming,kg,109864,0.907184
324110,78071DMNDS301LE,1987,Land treatment/application farming,kg,108883,7.711064
324110,77640TXCRFNORTH,1987,Land treatment/application farming,kg,79016,0.226796
324110,78071DMNDS301LE,1987,Land treatment/application farming,kg,108383,0.907184
324110,78071DMNDS301LE,1987,Land treatment/application farming,kg,106934,0.907184
324110,78071DMNDS301LE,1987,Land treatment/application farming,kg,100414,4.53592
324110,77701BMNTREASTE,1987,Other landfills,kg,1344281,1043261.6
324110,77640TXCRFNORTH,1987,Land treatment/application farming,kg,98953,0.226796
324110,77640TXCRFNORTH,1987,Land treatment/application farming,kg,98828,0.226796
324110,77640TXCRFNORTH,1987,Land treatment/application farming,kg,95636,0.226796
324110,78071DMNDS301LE,1987,Land treatment/application farming,kg,107062,0.907184
324110,77640TXCRFNORTH,1987,Land treatment/application farming,kg,71432,340.194
324110,78410KCHRFSUNTI,1987,Land treatment/application farming,kg,N420,32.658624
324110,79008PHLLPSTATE,1987,Other landfills,kg,108883,0.453592
324110,79086DMNDSSTARR,1987,Underground injection to class i wells,kg,1330207,952.5432
324110,79086DMNDSSTARR,1987,Underground injection to class i wells,kg,1634044,3129.7848
324110,79086DMNDSSTARR,1987,Underground injection to class i wells,kg,67561,13.154168
324110,79086DMNDSSTARR,1987,Underground injection to class i wells,kg,71432,1678.2904
324110,79086DMNDSSTARR,1987,Underground injection to class i wells,kg,74851,0.226796
324110,79086DMNDSSTARR,1987,Underground injection to class i wells,kg,75650,13.154168
324110,79086DMNDSSTARR,1987,Underground injection to class i wells,kg,7664417,49895.12
324110,79086DMNDSSTARR,1987,Underground injection to class i wells,kg,7664939,0.226796
324110,79086DMNDSSTARR,1987,Underground injection to class i wells,kg,95636,6.350288
324110,79086DMNDSSTARR,1987,Underground injection to class i wells,kg,N090,140.61352
324110,79086DMNDSSTARR,1987,Underground injection to class i wells,kg,N420,281.22704
324110,79086DMNDSSTARR,1987,Underground injection to class i wells,kg,N982,281.22704
324110,79721FNLNDIS20E,1987,Land treatment/application farming,kg,100414,0.226796
324110,79721FNLNDIS20E,1987,Land treatment/application farming,kg,100425,0.226796
324110,79721FNLNDIS20E,1987,Land treatment/application farming,kg,108883,0.226796
324110,79721FNLNDIS20E,1987,Land treatment/application farming,kg,110827,0.226796
324110,79721FNLNDIS20E,1987,Land treatment/application farming,kg,1330207,0.226796
324110,79760SHLLLSOUTH,1987,Other landfills,kg,1344281,37013.1072
324110,79760SHLLLSOUTH,1987,Other landfills,kg,1310732,5443.104
324110,79760SHLLLSOUTH,1987,Land treatment/application farming,kg,7439921,113.398
324110,79760SHLLLSOUTH,1987,Land treatment/application farming,kg,71432,2494.756
324110,79760SHLLLSOUTH,1987,Land treatment/application farming,kg,1344281,247661.232
324110,79760SHLLLSOUTH,1987,Land treatment/application farming,kg,1330207,1224.6984
324110,79086DMNDSSTARR,1987,Underground injection to class i wells,kg,1310732,0.226796
324110,79760SHLLLSOUTH,1987,Land treatment/application farming,kg,108883,2358.6784
324110,79721FNLNDIS20E,1987,Other landfills,kg,1344281,43091.24
324110,79721FNLNDIS20E,1987,Other landfills,kg,1330207,113.398
324110,79721FNLNDIS20E,1987,Other landfills,kg,108883,0.453592
324110,79721FNLNDIS20E,1987,Other landfills,kg,100414,113.398
324110,79721FNLNDIS20E,1987,Land treatment/application farming,kg,71432,0.226796
324110,79721FNLNDIS20E,1987,Land treatment/application farming,kg,1344281,45359.2
324110,79721FNLNDIS20E,1987,Other landfills,kg,71432,0.453592
324110,79086DMNDSSTARR,1987,Underground injection to class i wells,kg,115071,0.226796
324110,79086DMNDSSTARR,1987,Underground injection to class i wells,kg,110827,68.0388
324110,79086DMNDSSTARR,1987,Underground injection to class i wells,kg,108883,2177.2416
324110,79086DMNDSSTARR,1987,Land treatment/application farming,kg,108883,2766.9112
324110,79086DMNDSSTARR,1987,Land treatment/application farming,kg,108383,15422.128
324110,79086DMNDSSTARR,1987,Land treatment/application farming,kg,107211,163.29312
324110,79086DMNDSSTARR,1987,Land treatment/application farming,kg,107062,30.390664
324110,79086DMNDSSTARR,1987,Land treatment/application farming,kg,100414,3175.144
324110,79008PHLLPSTATE,1987,Underground injection to class i wells,kg,106990,0.226796
324110,79086DMNDSSTARR,1987,Land treatment/application farming,kg,110827,3129.7848
324110,79008PHLLPSTATE,1987,Other landfills,kg,N495,1632.9312
324110,79008PHLLPSTATE,1987,Other landfills,kg,N100,322.05032
324110,79008PHLLPSTATE,1987,Other landfills,kg,N090,49.89512
324110,79008PHLLPSTATE,1987,Other landfills,kg,N010,5261.6672
324110,79008PHLLPSTATE,1987,Other landfills,kg,71432,21.318824
324110,79008PHLLPSTATE,1987,Other landfills,kg,1344281,1325169.028
324110,79008PHLLPSTATE,1987,Other landfills,kg,108952,8.164656
324110,79008PHLLPSTATE,1987,Other landfills,kg,N420,589.6696
324110,79008PHLLPSTATE,1987,Other landfills,kg,106990,0.226796
324110,79086DMNDSSTARR,1987,Land treatment/application farming,kg,115071,0.226796
324110,79086DMNDSSTARR,1987,Land treatment/application farming,kg,1330207,8618.248
324110,79086DMNDSSTARR,1987,Underground injection to class i wells,kg,107211,68.0388
324110,79086DMNDSSTARR,1987,Underground injection to class i wells,kg,107062,6.350288
324110,79086DMNDSSTARR,1987,Underground injection to class i wells,kg,106934,0.226796
324110,79086DMNDSSTARR,1987,Underground injection to class i wells,kg,100414,145.14944
324110,79086DMNDSSTARR,1987,Land treatment/application farming,kg,N420,0.0453592
324110,79086DMNDSSTARR,1987,Land treatment/application farming,kg,N090,2948.348
324110,79086DMNDSSTARR,1987,Land treatment/application farming,kg,1310732,0.226796
324110,79086DMNDSSTARR,1987,Land treatment/application farming,kg,95636,163.29312
324110,79086DMNDSSTARR,1987,Land treatment/application farming,kg,7664417,1.360776
324110,79086DMNDSSTARR,1987,Land treatment/application farming,kg,75650,163.29312
324110,79086DMNDSSTARR,1987,Land treatment/application farming,kg,74851,0.226796
324110,79086DMNDSSTARR,1987,Land treatment/application farming,kg,71432,444.52016
324110,79086DMNDSSTARR,1987,Land treatment/application farming,kg,67561,163.29312
324110,79086DMNDSSTARR,1987,Land treatment/application farming,kg,1634044,117.93392
