PRIMARY NAICS CODE,TRIFID,REPORTING YEAR,DISPOSAL ACTIVITY,UNIT OF MEASURE,TRI_CHEM_ID,FLOW
331491,60018KSTRS515EA,1987,Land treatment/application farming,kg,78922,0.226796
331491,92801KSTRS1730N,1987,Other disposal,kg,7439921,0.0453592
331491,92801KSTRS1730N,1987,Land treatment/application farming,kg,7439921,0.0453592
331491,77541GLFCH302MI,1987,Underground injection to class i wells,kg,1344281,0.226796
331491,77541GLFCH302MI,1987,Underground injection to class i wells,kg,1310732,0.226796
331491,77541GLFCH302MI,1987,Other landfills,kg,1344281,0.226796
331491,77541GLFCH302MI,1987,Other landfills,kg,1310732,0.226796
331491,47374BLDNW350NO,1987,Other landfills,kg,67641,0.226796
331491,77541GLFCH302MI,1987,Land treatment/application farming,kg,1344281,0.226796
331491,62040TRCRP12001,1987,Other landfills,kg,N020,113.398
331491,62040TRCRP12001,1987,Other landfills,kg,N010,113.398
331491,60018KSTRS515EA,1987,Underground injection to class i wells,kg,78922,0.226796
331491,60018KSTRS515EA,1987,Underground injection to class i wells,kg,7439921,0.0453592
331491,60018KSTRS515EA,1987,Other landfills,kg,78922,0.226796
331491,60018KSTRS515EA,1987,Other landfills,kg,7439921,0.0453592
331491,77541GLFCH302MI,1987,Land treatment/application farming,kg,1310732,0.226796
331491,47374BLDNW350NO,1987,Other landfills,kg,117817,0.226796
331491,46902HYNSN1020W,1987,Other landfills,kg,7440484,635.0288
331491,46902HYNSN1020W,1987,Other landfills,kg,7440473,2358.6784
331491,28402GCMPNCASTL,1987,Underground injection to class i wells,kg,7647010,0.226796
331491,22701THRCH751OL,1987,Other landfills,kg,7439921,6168.8512
331491,07105KSTRS88FER,1987,Underground injection to class i wells,kg,7439921,0.0453592
331491,07105KSTRS88FER,1987,Other landfills,kg,7439921,0.0453592
331491,07105KSTRS88FER,1987,Land treatment/application farming,kg,7439921,0.0453592
331491,07087HCRSS50WES,1987,Underground injection to class i wells,kg,7440508,0.226796
331491,44004RMCMPSTATE,1987,Land treatment/application farming,kg,7647010,0.226796
331491,07087HCRSS50WES,1987,Underground injection to class i wells,kg,7440020,0.226796
331491,07087HCRSS50WES,1987,Underground injection to class i wells,kg,106887,0.226796
331491,07087HCRSS50WES,1987,Other landfills,kg,7440508,0.226796
331491,07087HCRSS50WES,1987,Other landfills,kg,7440020,0.226796
331491,07087HCRSS50WES,1987,Other landfills,kg,106887,0.226796
331491,07087HCRSS50WES,1987,Land treatment/application farming,kg,7440508,0.226796
331491,07087HCRSS50WES,1987,Land treatment/application farming,kg,7440020,0.226796
331491,07087HCRSS50WES,1987,Underground injection to class i wells,kg,71556,0.226796
331491,07029DRVRH308MI,1987,Underground injection to class i wells,kg,7697372,0.226796
331491,44004RMCMPSTATE,1987,Land treatment/application farming,kg,7664939,0.226796
331491,46553HSKNS71103,1987,Land treatment/application farming,kg,127184,0.226796
331491,46902HYNSN1020W,1987,Other landfills,kg,7440020,8164.656
331491,46553HSKNS71103,1987,Underground injection to class i wells,kg,7664417,0.226796
331491,46553HSKNS71103,1987,Underground injection to class i wells,kg,7647010,113.398
331491,46553HSKNS71103,1987,Underground injection to class i wells,kg,7440473,108.86207999999999
331491,46553HSKNS71103,1987,Underground injection to class i wells,kg,7440020,145.14944
331491,46553HSKNS71103,1987,Other landfills,kg,7664417,0.226796
331491,44446RMCMP1000W,1987,Land treatment/application farming,kg,7697372,0.226796
331491,46553HSKNS71103,1987,Other landfills,kg,7647010,0.226796
331491,46553HSKNS71103,1987,Other landfills,kg,7440020,0.226796
331491,46553HSKNS71103,1987,Other landfills,kg,127184,0.226796
331491,46553HSKNS71103,1987,Land treatment/application farming,kg,7664417,0.226796
331491,46553HSKNS71103,1987,Land treatment/application farming,kg,7647010,0.226796
331491,46553HSKNS71103,1987,Land treatment/application farming,kg,7440473,0.226796
331491,46553HSKNS71103,1987,Land treatment/application farming,kg,7440020,0.226796
331491,46553HSKNS71103,1987,Other landfills,kg,7440473,0.226796
331491,92801KSTRS1730N,1987,Other landfills,kg,7439921,0.0453592
331420,17517KLSMF25MAI,1987,Other landfills,kg,7440360,0.226796
331420,08095STMNWPINEY,1987,Underground injection to class i wells,kg,7440508,0.226796
331410,31715NGLHRDEPOT,1987,Other disposal,kg,1310732,113.398
331410,43416BRSHWSOUTH,1987,Other landfills,kg,1310732,0.226796
331410,43416BRSHWSOUTH,1987,Other landfills,kg,7440020,340.194
331410,43416BRSHWSOUTH,1987,Other landfills,kg,7440417,9026.4808
331410,43416BRSHWSOUTH,1987,Other landfills,kg,7440508,18052.9616
331410,43416BRSHWSOUTH,1987,Other landfills,kg,7757826,0.226796
331410,43416BRSHWSOUTH,1987,Underground injection to class i wells,kg,1310732,0.226796
331410,43416BRSHWSOUTH,1987,Underground injection to class i wells,kg,7440020,0.226796
331410,43416BRSHWSOUTH,1987,Underground injection to class i wells,kg,7440417,0.226796
331410,43416BRSHWSOUTH,1987,Underground injection to class i wells,kg,7440508,0.226796
331410,43416BRSHWSOUTH,1987,Underground injection to class i wells,kg,7757826,0.226796
331410,48626HMLCK12334,1987,Other disposal,kg,1310732,29.029888
331410,55121GPHRS3385S,1987,Other landfills,kg,7439921,163293.12
331410,59635SRCNCSMELT,1987,Other disposal,kg,7664939,3674.0951999999997
331410,59635SRCNCSMELT,1987,Other disposal,kg,N010,99790.24
331410,59635SRCNCSMELT,1987,Other disposal,kg,N020,99790.24
331410,59635SRCNCSMELT,1987,Other disposal,kg,N078,4989.512
331410,62201BGRVRRTE3M,1987,Underground injection to class i wells,kg,1336363,0.0453592
331410,62201BGRVRRTE3M,1987,Underground injection to class i wells,kg,1310732,0.226796
331410,62201BGRVRRTE3M,1987,Other landfills,kg,N020,0.226796
331410,62201BGRVRRTE3M,1987,Other landfills,kg,7664939,0.226796
331410,62201BGRVRRTE3M,1987,Other landfills,kg,7440666,0.226796
331410,62201BGRVRRTE3M,1987,Other landfills,kg,7440439,0.226796
331410,28352CRLMTAIRPO,1987,Other disposal,kg,7647010,0.226796
331410,62201BGRVRRTE3M,1987,Other landfills,kg,7439921,0.0453592
331410,62201BGRVRRTE3M,1987,Other landfills,kg,1310732,0.226796
331410,59635SRCNCSMELT,1987,Other disposal,kg,N982,12246984.0
331410,59635SRCNCSMELT,1987,Other disposal,kg,N740,4399.8423999999995
331410,59635SRCNCSMELT,1987,Other disposal,kg,N495,4989.512
331410,59635SRCNCSMELT,1987,Other disposal,kg,N420,997902.4
331410,59635SRCNCSMELT,1987,Other disposal,kg,N100,635028.8
331410,62201BGRVRRTE3M,1987,Other landfills,kg,1336363,0.0453592
331410,28352CRLMTAIRPO,1987,Other disposal,kg,1310732,0.226796
331410,19512CBTCRCOUNT,1987,Underground injection to class i wells,kg,7664939,0.226796
331410,19512CBTCRCOUNT,1987,Underground injection to class i wells,kg,7664417,0.226796
331410,85631MGMCPHIGHW,1987,Underground injection to class i wells,kg,7664939,0.226796
331410,85631MGMCPHIGHW,1987,Underground injection to class i wells,kg,75150,0.226796
331410,85631MGMCPHIGHW,1987,Underground injection to class i wells,kg,7440666,0.226796
331410,85631MGMCPHIGHW,1987,Underground injection to class i wells,kg,7440508,0.226796
331410,85631MGMCPHIGHW,1987,Underground injection to class i wells,kg,7440439,0.226796
331410,85631MGMCPHIGHW,1987,Underground injection to class i wells,kg,7440393,0.226796
331410,85631MGMCPHIGHW,1987,Underground injection to class i wells,kg,7782492,0.226796
331410,85631MGMCPHIGHW,1987,Underground injection to class i wells,kg,7440382,0.226796
331410,85631MGMCPHIGHW,1987,Underground injection to class i wells,kg,7440224,0.226796
331410,85631MGMCPHIGHW,1987,Underground injection to class i wells,kg,7439921,0.0453592
331410,85631MGMCPHIGHW,1987,Underground injection to class i wells,kg,7429905,0.226796
331410,85631MGMCPHIGHW,1987,Underground injection to class i wells,kg,71556,0.226796
331410,85631MGMCPHIGHW,1987,Underground injection to class i wells,kg,1336363,0.0453592
331410,85631MGMCPHIGHW,1987,Underground injection to class i wells,kg,1332214,0.226796
331410,85631MGMCPHIGHW,1987,Underground injection to class i wells,kg,7440360,0.226796
331410,62201BGRVRRTE3M,1987,Underground injection to class i wells,kg,7439921,0.0453592
331410,85631MGMCPHIGHW,1987,Underground injection to class i wells,kg,7782505,0.226796
331410,85631MGMCPHIGHW,1987,Underground injection to class i wells,kg,N090,0.226796
331410,19512CBTCRCOUNT,1987,Underground injection to class i wells,kg,7647010,0.226796
331410,19512CBTCRCOUNT,1987,Other landfills,kg,7664939,0.226796
331410,19512CBTCRCOUNT,1987,Other landfills,kg,7664417,0.226796
331410,19512CBTCRCOUNT,1987,Other landfills,kg,7647010,0.226796
331410,19512CBTCRCOUNT,1987,Land treatment/application farming,kg,7664939,0.226796
331410,19512CBTCRCOUNT,1987,Land treatment/application farming,kg,7664417,0.226796
331410,85631MGMCPHIGHW,1987,Underground injection to class i wells,kg,N040,0.226796
331410,19512CBTCRCOUNT,1987,Land treatment/application farming,kg,7647010,0.226796
331410,17901WRLDRWALNU,1987,Other landfills,kg,7664939,0.226796
331410,15061ZNCCR300FR,1987,Underground injection to class i wells,kg,1310732,113.398
331410,15061ZNCCR300FR,1987,Other landfills,kg,1310732,0.226796
331410,88009PHLPSHIDAL,1987,Other disposal,kg,N100,5243523.52
331410,85631MGMCPHIGHW,1987,Underground injection to class i wells,kg,N106,0.226796
331410,85631MGMCPHIGHW,1987,Underground injection to class i wells,kg,N100,0.226796
331410,17901WRLDRWALNU,1987,Underground injection to class i wells,kg,7664939,0.226796
331420,17517KLSMF25MAI,1987,Other landfills,kg,7439921,0.0453592
331410,62201BGRVRRTE3M,1987,Underground injection to class i wells,kg,7440439,0.226796
331410,62201BGRVRRTE3M,1987,Underground injection to class i wells,kg,7664939,0.226796
331420,43416BRSHWSOUTH,1987,Other landfills,kg,7664417,0.226796
331420,43416BRSHWSOUTH,1987,Other landfills,kg,7664939,0.226796
331420,43416BRSHWSOUTH,1987,Other landfills,kg,7697372,0.226796
331420,43416BRSHWSOUTH,1987,Underground injection to class i wells,kg,7664393,0.226796
331420,43416BRSHWSOUTH,1987,Underground injection to class i wells,kg,7664417,0.226796
331420,43416BRSHWSOUTH,1987,Underground injection to class i wells,kg,7664939,0.226796
331420,43416BRSHWSOUTH,1987,Underground injection to class i wells,kg,7697372,0.226796
331420,44132NRTHC1121E,1987,Other landfills,kg,1332214,25582.5888
331420,44132NRTHC1121E,1987,Other landfills,kg,302012,907.184
331420,44132NRTHC1121E,1987,Other landfills,kg,71556,340.194
331420,44132NRTHC1121E,1987,Other landfills,kg,7439921,113.398
331420,44132NRTHC1121E,1987,Other landfills,kg,7440382,113.398
331420,44132NRTHC1121E,1987,Other landfills,kg,7440439,113.398
331420,44132NRTHC1121E,1987,Other landfills,kg,7440508,33112.216
331420,44132NRTHC1121E,1987,Other landfills,kg,7440666,26081.54
331420,60623MGMCP2324S,1987,Other landfills,kg,1344281,21398.2026
331420,66044TRWNC2400P,1987,Other landfills,kg,107131,1174.349688
331420,08095STMNWPINEY,1987,Other landfills,kg,7440508,0.226796
331420,08095STMNWPINEY,1987,Land treatment/application farming,kg,7440508,0.226796
331420,05451CPRNDTHOMP,1987,Underground injection to class i wells,kg,7440508,0.226796
331420,05451CPRNDTHOMP,1987,Other landfills,kg,7440508,0.226796
331420,01082PRFLSPALME,1987,Other disposal,kg,7647010,113.398
331420,01082PRFLSPALME,1987,Other disposal,kg,7440473,113.398
331420,43416BRSHWSOUTH,1987,Other landfills,kg,7664393,0.226796
331420,01082PRFLSPALME,1987,Other disposal,kg,7440020,113.398
331420,90723CRRMT14900,1987,Other disposal,kg,N420,113.398
331420,90723CRRMT14900,1987,Other disposal,kg,N100,113.398
331420,72326HLSTDHWY1X,1987,Other landfills,kg,7440666,181.4368
331420,72326HLSTDHWY1X,1987,Other landfills,kg,7440360,181.4368
331420,66044TRWNC2400P,1987,Other landfills,kg,74851,1921.415712
331420,66044TRWNC2400P,1987,Other landfills,kg,115071,1109.939624
331420,90723CRRMT14900,1987,Other disposal,kg,N982,113.398
331420,42134MRCNBUSHIG,1987,Other landfills,kg,7440508,113.398
331420,25510SRVCW300DA,1987,Other disposal,kg,7440508,0.453592
331420,17517KLSMF25MAI,1987,Underground injection to class i wells,kg,7440508,0.226796
331410,74003ZNCCR11THA,1987,Underground injection to class i wells,kg,7439921,1923.23008
331410,68102SRCNC500DO,1987,Other disposal,kg,N982,340.194
331410,68102SRCNC500DO,1987,Other disposal,kg,N740,0.226796
331410,68102SRCNC500DO,1987,Other disposal,kg,N420,340.194
331410,68102SRCNC500DO,1987,Other disposal,kg,N020,340.194
331410,68102SRCNC500DO,1987,Other disposal,kg,N010,340.194
331410,74003ZNCCR11THA,1987,Underground injection to class i wells,kg,7440439,1914.15824
331410,63646SRCNCHIGHW,1987,Other disposal,kg,N982,3946250.4
331410,63646SRCNCHIGHW,1987,Other disposal,kg,N420,635028.8
331410,63646SRCNCHIGHW,1987,Other disposal,kg,N100,117933.92
331410,63646SRCNCHIGHW,1987,Other disposal,kg,N078,1406.1352
331410,63646SRCNCHIGHW,1987,Other disposal,kg,N020,2812.2704
331410,63646SRCNCHIGHW,1987,Other disposal,kg,N010,2812.2704
331410,62201BGRVRRTE3M,1987,Underground injection to class i wells,kg,N020,0.226796
331410,63646SRCNCHIGHW,1987,Other disposal,kg,N495,6350.288
331410,62201BGRVRRTE3M,1987,Underground injection to class i wells,kg,7440666,0.226796
331410,74363GLPCHHIGHW,1987,Land treatment/application farming,kg,7647010,25038.2784
331410,74363GLPCHHIGHW,1987,Other landfills,kg,7647010,220717.8672
331420,17517KLSMF25MAI,1987,Other landfills,kg,7440508,0.226796
331420,06401NSNCP75LIB,1987,Other disposal,kg,7664939,0.453592
331410,99101NRTHWMARBL,1987,Other disposal,kg,7664939,340.194
331410,99101NRTHWMARBL,1987,Other disposal,kg,6484522,0.226796
331410,98682SHMRC4111N,1987,Other disposal,kg,7783202,2.721552
331410,84074MXMGNROWLE,1987,Other landfills,kg,7550450,340.194
331410,74363GLPCHHIGHW,1987,Other disposal,kg,1310732,4989.512
331410,84074MXMGNROWLE,1987,Other disposal,kg,7664382,4399.8423999999995
331410,80216SRCNC495EA,1987,Other disposal,kg,7757826,113.398
331410,80216SRCNC495EA,1987,Other disposal,kg,7664939,113.398
331410,80216SRCNC495EA,1987,Other disposal,kg,7440666,113.398
331410,80216SRCNC495EA,1987,Other disposal,kg,7440439,113.398
331410,80216SRCNC495EA,1987,Other disposal,kg,7439965,113.398
331410,80216SRCNC495EA,1987,Other disposal,kg,7439921,113.398
331410,84074MXMGNROWLE,1987,Land treatment/application farming,kg,N450,10432.616
331492,07305PSHLN20CAR,1987,Other landfills,kg,N100,340.194
331492,07305PSHLN20CAR,1987,Other landfills,kg,N495,340.194
331492,12801MSGLD21ROG,1987,Other disposal,kg,7440224,113.398
331511,48605SGNWG1629N,1987,Other disposal,kg,7440666,7506.494008
331511,48605SGNWG1629N,1987,Other landfills,kg,7440473,7990.476672
331511,48605SGNWG1629N,1987,Other landfills,kg,7440666,71026.610504
331511,49085LLDSG3737R,1987,Other landfills,kg,108952,0.226796
331511,49085LLDSG3737R,1987,Other landfills,kg,7664939,0.226796
331511,49085LLDSG3737R,1987,Underground injection to class i wells,kg,108952,0.226796
331511,49085LLDSG3737R,1987,Underground injection to class i wells,kg,7664939,0.226796
331511,49431GRTLK800NW,1987,Other disposal,kg,7439965,113.398
331511,49431GRTLK800NW,1987,Other disposal,kg,7440020,113.398
331511,49431GRTLK800NW,1987,Other disposal,kg,7440473,113.398
331511,49727STJRD301SP,1987,Other landfills,kg,108952,113.398
331511,49727STJRD301SP,1987,Other landfills,kg,7439921,113.398
331511,49727STJRD301SP,1987,Other landfills,kg,7440439,113.398
331511,49727STJRD301SP,1987,Other landfills,kg,7440473,113.398
331511,50701JHNDR2000W,1987,Other landfills,kg,101688,0.226796
331511,50701JHNDR2000W,1987,Other landfills,kg,103231,0.226796
331511,50701JHNDR2000W,1987,Other landfills,kg,108952,0.226796
331511,50701JHNDR2000W,1987,Underground injection to class i wells,kg,7440473,0.226796
331511,50701JHNDR2000W,1987,Underground injection to class i wells,kg,7440020,0.226796
331511,50701JHNDR2000W,1987,Underground injection to class i wells,kg,7439965,0.226796
331511,50701JHNDR2000W,1987,Underground injection to class i wells,kg,71556,0.226796
331511,50701JHNDR2000W,1987,Underground injection to class i wells,kg,1344281,0.226796
331511,50701JHNDR2000W,1987,Underground injection to class i wells,kg,108952,0.226796
331511,48605SGNWG1629N,1987,Other disposal,kg,7440473,1945.002496
331511,50701JHNDR2000W,1987,Underground injection to class i wells,kg,103231,0.226796
331511,50701JHNDR2000W,1987,Other landfills,kg,7664939,0.226796
331511,50701JHNDR2000W,1987,Other landfills,kg,7440473,0.226796
331511,50701JHNDR2000W,1987,Other landfills,kg,7440020,0.226796
331511,50701JHNDR2000W,1987,Other landfills,kg,7439965,0.226796
331511,50701JHNDR2000W,1987,Other landfills,kg,71556,0.226796
331511,50701JHNDR2000W,1987,Other landfills,kg,1344281,0.226796
331511,50701JHNDR2000W,1987,Underground injection to class i wells,kg,101688,0.226796
331511,48605GMCSG77WCE,1987,Other landfills,kg,N450,113.398
331511,48183VLLYV1251F,1987,Other landfills,kg,50000,113.398
331511,48183VLLYV1251F,1987,Other disposal,kg,7664382,113.398
331511,47374SLVCS2153W,1987,Other landfills,kg,1344281,141916.236224
331511,47374SLVCS2153W,1987,Other landfills,kg,107211,1814.368
331511,47362DNCRP2700E,1987,Other landfills,kg,108952,1277.3150719999999
331511,44425VLLYV7158M,1987,Other landfills,kg,7439965,46674.616799999996
331511,44425VLLYV7158M,1987,Other landfills,kg,108952,113.398
331511,44425VLLYV7158M,1987,Other disposal,kg,7664939,113.398
331511,47394MCCST900NM,1987,Other landfills,kg,7439921,0.453592
331511,44044LRSNF1080C,1987,Other disposal,kg,N450,340.194
331511,44044LRSNF1080C,1987,Other disposal,kg,67561,113.398
331511,44044LRSNF1080C,1987,Other disposal,kg,1344281,4535.92
331511,43512GMCXXSTATE,1987,Other landfills,kg,7664382,10432.616
331511,43512GMCXXSTATE,1987,Other landfills,kg,7440508,11339.8
331511,43512GMCXXSTATE,1987,Other landfills,kg,7440473,41276.872
331511,43512GMCXXSTATE,1987,Other landfills,kg,7440020,9525.432
331511,44044LRSNF1080C,1987,Other disposal,kg,N090,49895.12
331511,50701JHNDR2000W,1987,Underground injection to class i wells,kg,7664939,0.226796
331511,48122MRTNF25401,1987,Land treatment/application farming,kg,1336363,0.0453592
331511,48122MRTNF25401,1987,Land treatment/application farming,kg,7440020,0.226796
331511,48183VLLYV1251F,1987,Other disposal,kg,50000,113.398
331511,48122MRTNF25401,1987,Underground injection to class i wells,kg,7440508,0.226796
331511,48122MRTNF25401,1987,Underground injection to class i wells,kg,7440473,0.226796
331511,48122MRTNF25401,1987,Underground injection to class i wells,kg,7440020,0.226796
331511,48122MRTNF25401,1987,Underground injection to class i wells,kg,7439965,0.226796
331511,48122MRTNF25401,1987,Underground injection to class i wells,kg,1336363,0.0453592
331511,48122MRTNF25401,1987,Land treatment/application farming,kg,7439965,0.226796
331511,48122MRTNF25401,1987,Other landfills,kg,7440508,0.226796
331511,48122MRTNF25401,1987,Other landfills,kg,7440020,0.226796
331511,48122MRTNF25401,1987,Other landfills,kg,7439965,0.226796
331511,48122MRTNF25401,1987,Other landfills,kg,1336363,0.0453592
331511,48122MRTNF25401,1987,Other disposal,kg,7440508,0.226796
331511,48122MRTNF25401,1987,Land treatment/application farming,kg,7440508,0.226796
331511,48122MRTNF25401,1987,Land treatment/application farming,kg,7440473,0.226796
331511,48122MRTNF25401,1987,Other landfills,kg,7440473,0.226796
331511,43512GMCXXSTATE,1987,Other landfills,kg,7439965,190508.63999999998
331511,52556THDXT501NO,1987,Other landfills,kg,N450,113.398
331511,53186MTRCS1323S,1987,Other landfills,kg,1344281,453.13840799999997
331511,62221XCLSR1123E,1987,Other landfills,kg,1344281,16873.6224
331511,62221XCLSR1123E,1987,Other landfills,kg,50000,113.398
331511,63090SKFFN1801W,1987,Other landfills,kg,7439965,340.194
331511,68776SXCTY25GST,1987,Other landfills,kg,7439965,113.398
331511,68776SXCTY25GST,1987,Other landfills,kg,7440020,113.398
331511,68776SXCTY25GST,1987,Other landfills,kg,7440473,113.398
331511,74361PRYRFHUNTS,1987,Other landfills,kg,107211,8834.157792
331511,74361PRYRFHUNTS,1987,Other landfills,kg,108952,16559.283144
331511,74361PRYRFHUNTS,1987,Other landfills,kg,1344281,64707.16676
331511,74361PRYRFHUNTS,1987,Other landfills,kg,7440508,340.194
331511,74361PRYRFHUNTS,1987,Other landfills,kg,7664939,0.226796
331511,74361PRYRFHUNTS,1987,Other landfills,kg,N450,6332.597912
331511,74361PRYRFHUNTS,1987,Underground injection to class i wells,kg,7664939,0.226796
331511,75710TYLRPHIGHW,1987,Other landfills,kg,1344281,403254.174208
331511,75710TYLRPHIGHW,1987,Other landfills,kg,7439921,34712.488575999996
331511,75903TXSFN1611N,1987,Other landfills,kg,108952,113.398
331511,75903TXSFN1611N,1987,Other landfills,kg,7439965,340.194
331511,97022GLFND23123,1987,Other landfills,kg,7439965,453.592
331511,94710MCLYF811CA,1987,Other landfills,kg,7664382,3512.6164479999998
331511,93725KPRNF2660S,1987,Other landfills,kg,N420,4989.512
331511,90040GLBRN5649E,1987,Other disposal,kg,50000,340.194
331511,90040GLBRN5649E,1987,Other disposal,kg,1344281,113.398
331511,90040GLBRN5649E,1987,Other disposal,kg,108952,340.194
331511,62221XCLSR1123E,1987,Other landfills,kg,108952,113.398
331511,84601PCFCS2550S,1987,Other landfills,kg,7440508,903.101672
331511,84601PCFCS2550S,1987,Other landfills,kg,7440393,28906.510976
331511,84601PCFCS2550S,1987,Other landfills,kg,7440020,340.194
331511,84601PCFCS2550S,1987,Other landfills,kg,7439965,0.226796
331511,84601PCFCS2550S,1987,Other landfills,kg,7429905,0.226796
331511,75903TXSFN1611N,1987,Other landfills,kg,7440508,340.194
331511,75903TXSFN1611N,1987,Other landfills,kg,7440473,340.194
331511,84601PCFCS2550S,1987,Other landfills,kg,7440473,28906.510976
331511,62221XCLSR1123E,1987,Other landfills,kg,101688,113.398
331511,61832GMCXXI74AT,1987,Other landfills,kg,7440473,13607.76
331511,61832GMCXXI74AT,1987,Other landfills,kg,7439965,95254.31999999999
331511,54115BYNGN1900E,1987,Other landfills,kg,108952,43091.24
331511,53214BRGGS1706S,1987,Underground injection to class i wells,kg,7664939,0.226796
331511,53214BRGGS1706S,1987,Underground injection to class i wells,kg,1344281,0.226796
331511,53214BRGGS1706S,1987,Other landfills,kg,7664939,0.226796
331511,53214BRGGS1706S,1987,Other landfills,kg,1344281,0.226796
331511,53214BRGGS1501S,1987,Underground injection to class i wells,kg,1344281,0.226796
331511,54115BYNGN1900E,1987,Other landfills,kg,67561,5062.08672
331511,53214BRGGS1501S,1987,Other landfills,kg,1344281,0.226796
331511,53186MTRCS1323S,1987,Other landfills,kg,7440508,22.6796
331511,53186MTRCS1323S,1987,Other landfills,kg,7440473,408.2328
331511,53186MTRCS1323S,1987,Other landfills,kg,7440020,453.13840799999997
331511,53186MTRCS1323S,1987,Other landfills,kg,7439965,317.5144
331511,53186MTRCS1323S,1987,Other landfills,kg,7429905,1088.6208
331511,53186MTRCS1323S,1987,Other landfills,kg,71556,0.226796
331511,53186MTRCS1323S,1987,Other landfills,kg,80159,0.226796
331511,53186MTRCS1323S,1987,Other landfills,kg,1310732,0.226796
331511,54115BYNGN1900E,1987,Other landfills,kg,7664939,26417.19808
331511,54956NNHFN2121B,1987,Other landfills,kg,107211,3075.35376
331511,61832GMCXXI74AT,1987,Other landfills,kg,7429905,7257.472
331511,61832GMCXXI74AT,1987,Other landfills,kg,6484522,45359.2
331511,61832GMCXXI74AT,1987,Other landfills,kg,50000,32658.624
331511,61832GMCXXI74AT,1987,Other landfills,kg,1344281,498951.2
331511,61832GMCXXI74AT,1987,Other landfills,kg,108952,34926.584
331511,61832GMCXXI74AT,1987,Other landfills,kg,101688,9071.84
331511,54115DPRFN805SS,1987,Other landfills,kg,7664382,68932.37624
331511,61832GMCXXI74AT,1987,Other disposal,kg,71556,725.7472
331511,61244JHNDRHIGHW,1987,Other landfills,kg,1344281,149685.36
331511,61025CHCGD210SE,1987,Other landfills,kg,1310732,113.398
331511,60077CSTWL7800N,1987,Underground injection to class i wells,kg,7440020,0.226796
331511,60077CSTWL7800N,1987,Other landfills,kg,7440020,0.226796
331511,54956NNHFN500WI,1987,Other landfills,kg,7439965,945.285728
331511,54956NNHFN2121B,1987,Other landfills,kg,7439965,1417.928592
331511,61244JHNDRHIGHW,1987,Other landfills,kg,7429905,24040.376
331511,43512GMCXXSTATE,1987,Other landfills,kg,71556,113.398
331511,43512GMCXXSTATE,1987,Other landfills,kg,67561,4989.512
331511,43512GMCXXSTATE,1987,Other landfills,kg,50000,90.7184
331492,55060JSTNS1900H,1987,Other landfills,kg,7647010,0.226796
331492,55121GPHRS3385S,1987,Other landfills,kg,7440360,9071.84
331492,55121GPHRS3385S,1987,Other landfills,kg,7440382,2676.1928
331492,62201BGRVRRTE3M,1987,Other landfills,kg,N078,0.226796
331492,62201BGRVRRTE3M,1987,Other landfills,kg,N420,0.0453592
331492,62201BGRVRRTE3M,1987,Other landfills,kg,N450,0.226796
331492,62201BGRVRRTE3M,1987,Other landfills,kg,N982,0.226796
331492,62201BGRVRRTE3M,1987,Underground injection to class i wells,kg,N078,0.226796
331492,62201BGRVRRTE3M,1987,Underground injection to class i wells,kg,N420,0.0453592
331492,62201BGRVRRTE3M,1987,Underground injection to class i wells,kg,N450,0.226796
331492,62201BGRVRRTE3M,1987,Underground injection to class i wells,kg,N982,0.226796
331492,74003ZNCCR11THA,1987,Underground injection to class i wells,kg,7440666,24575.614559999998
331492,74003ZNCCR11THA,1987,Underground injection to class i wells,kg,N078,1914.15824
331492,74003ZNCCR11THA,1987,Underground injection to class i wells,kg,N420,1923.23008
331492,74003ZNCCR11THA,1987,Underground injection to class i wells,kg,N982,24575.614559999998
331492,74363GLPCHHIGHW,1987,Other disposal,kg,7664417,113.398
331492,75034GNBNCSOUTH,1987,Other landfills,kg,7439921,498951.2
331492,77541GLFCH302MI,1987,Other landfills,kg,N096,0.226796
331492,77541GLFCH302MI,1987,Other landfills,kg,N020,0.226796
331492,77541GLFCH302MI,1987,Other landfills,kg,7697372,0.226796
331492,77541GLFCH302MI,1987,Other landfills,kg,7664417,0.226796
331492,77541GLFCH302MI,1987,Other landfills,kg,7647010,0.226796
331492,77541GLFCH302MI,1987,Other landfills,kg,1313275,0.226796
331492,48116CMRNP7250W,1987,Other landfills,kg,7440020,2803.19856
331492,77541GLFCH302MI,1987,Land treatment/application farming,kg,N495,0.226796
331492,77541GLFCH302MI,1987,Land treatment/application farming,kg,N020,0.226796
331492,77541GLFCH302MI,1987,Land treatment/application farming,kg,7697372,0.226796
331492,77541GLFCH302MI,1987,Land treatment/application farming,kg,7664417,0.226796
331492,77541GLFCH302MI,1987,Land treatment/application farming,kg,7647010,0.226796
331492,77541GLFCH302MI,1987,Land treatment/application farming,kg,1313275,0.226796
331492,75034GNBNCSOUTH,1987,Other landfills,kg,7440360,26761.928
331492,77541GLFCH302MI,1987,Land treatment/application farming,kg,N096,0.226796
331492,38066RSSMT100NR,1987,Other landfills,kg,7440360,2131.8824
331492,38066RSSMT100NR,1987,Other landfills,kg,7439921,21318.824
331492,37046GNRLSHIGHW,1987,Other disposal,kg,7439921,18143.68
331492,16117NTRNTSR488,1987,Other disposal,kg,N495,113.398
331492,16117NTRNTSR488,1987,Other disposal,kg,N450,113.398
331492,16117NTRNTSR488,1987,Other disposal,kg,N420,113.398
