REPORTING YEAR,PRIMARY NAICS CODE,DISPOSAL ACTIVITY,UNIT OF MEASURE,TRI_CHEM_ID,TRIFID,FLOW
2012,111930,Land treatment/application farming,kg,124403,33440NTDSTSOUTH,7548.678064
2012,332322,Other disposal,kg,7440473,16511THVCT1651E,0.226796
2012,332323,Other disposal,kg,7439921,5513WMTRMN465KE,0.0453592
2012,332323,Other disposal,kg,7439965,43502BLJXN125TA,0.226796
2012,332323,Other disposal,kg,7439965,4470WHGRTN5299S,0.226796
2012,332323,Other disposal,kg,7439965,5513WMTRMN465KE,0.226796
2012,332323,Other disposal,kg,7440020,4470WHGRTN5299S,0.226796
2012,332323,Other disposal,kg,7440020,5513WMTRMN465KE,0.226796
2012,332323,Other disposal,kg,7440473,4470WHGRTN5299S,0.226796
2012,332323,Other disposal,kg,7440473,5513WMTRMN465KE,0.226796
2012,332323,Other disposal,kg,7440508,97055MDNBR16600,2.26796
2012,332323,Other landfills,kg,7440508,97055MDNBR16600,2.26796
2012,332410,Other disposal,kg,7439965,37402BBCMB911WM,0.226796
2012,332410,Other disposal,kg,7439965,5544WDLTKL13331,0.226796
2012,332410,Other disposal,kg,7439965,90502RDMNQ198NR,0.226796
2012,332410,Other disposal,kg,7440020,08518DCFBR801WF,0.226796
2012,332410,Other disposal,kg,7440020,37402BBCMB911WM,0.226796
2012,332410,Other disposal,kg,7440020,4101WLSTMP15JAM,0.226796
2012,332410,Other disposal,kg,7440020,5544WDLTKL13331,0.226796
2012,332410,Other disposal,kg,7440020,90502RDMNQ198NR,0.226796
2012,332322,Other disposal,kg,7440473,16323SPCLT455AL,0.226796
2012,332410,Other disposal,kg,7440473,08518DCFBR801WF,0.226796
2012,332322,Other disposal,kg,7440473,16301MNNSTRTE8N,0.226796
2012,332322,Other disposal,kg,7440473,14701BLCKS1BLAC,0.226796
2012,332321,Other disposal,kg,7439965,50401CRRSC2519T,0.226796
2012,332321,Other disposal,kg,7439965,60921NCHLSRT24E,0.226796
2012,332321,Other disposal,kg,7440020,50401CRRSC2519T,0.226796
2012,332321,Other disposal,kg,7440020,60921NCHLSRT24E,0.226796
2012,332321,Other disposal,kg,7440473,14701HPSRC84HOP,0.226796
2012,332321,Other disposal,kg,7440473,50401CRRSC2519T,0.226796
2012,332321,Other disposal,kg,7440473,60921NCHLSRT24E,0.226796
2012,332321,Other disposal,kg,7440508,14733LLSNB125WM,0.226796
2012,332321,Other disposal,kg,7440508,50401CRRSC2519T,0.226796
2012,332321,Other disposal,kg,7440508,60921NCHLSRT24E,0.226796
2012,332322,Other disposal,kg,107211,45365STLLC2633C,0.226796
2012,332322,Other disposal,kg,108883,45365STLLC2633C,0.226796
2012,332322,Other disposal,kg,108883,55343DCPRD845EX,0.226796
2012,332322,Other disposal,kg,121448,45365STLLC2633C,0.226796
2012,332322,Other disposal,kg,71363,45365STLLC2633C,0.226796
2012,332322,Other disposal,kg,7439921,06484NCNGN217LN,0.0453592
2012,332322,Other disposal,kg,7439965,44420SYRST1170N,2.26796
2012,332322,Other disposal,kg,7440020,14701BLCKS1BLAC,0.226796
2012,332322,Other disposal,kg,7440020,16301MNNSTRTE8N,0.226796
2012,332322,Other disposal,kg,7440473,1470WDWSNM825AL,0.226796
2012,332313,Other disposal,kg,7440473,74015MTRXS119WM,0.226796
2012,332410,Other disposal,kg,7440473,37402BBCMB911WM,0.226796
2012,332410,Other disposal,kg,7440473,5544WDLTKL13331,0.226796
2012,332439,Other disposal,kg,78922,63026CNTNR2391C,0.226796
2012,332510,Other disposal,kg,7439921,55060TRTHH700WB,0.0453592
2012,332510,Other disposal,kg,7439965,53210MSTRL2600N,0.226796
2012,332510,Other disposal,kg,7440473,53210MSTRL2600N,0.226796
2012,332510,Other disposal,kg,7440508,19611BLDWN841EW,0.226796
2012,332510,Other disposal,kg,7697372,53210MSTRL2600N,0.226796
2012,332611,Other disposal,kg,7439921,6041WLCSPR23EUC,0.0453592
2012,332612,Other disposal,kg,7439965,16407SSCTD226SO,0.226796
2012,332612,Other disposal,kg,7440473,16407SSCTD226SO,0.226796
2012,332612,Other disposal,kg,7440473,49443CLRCR2700W,0.226796
2012,332618,Other disposal,kg,7439921,55987PRLSS1416E,0.0453592
2012,332618,Other disposal,kg,7439921,6486WSTHWS11PPL,0.0453592
2012,332618,Other disposal,kg,7439921,9565WSTHWS4318D,0.0453592
2012,332618,Other disposal,kg,7439965,55987PRLSS1416E,0.226796
2012,332618,Other disposal,kg,7440020,42301HNDRC3074M,0.226796
2012,332618,Other disposal,kg,7440020,52544WSTLL1500W,0.226796
2012,332618,Other disposal,kg,7440020,55987PRLSS1416E,0.226796
2012,332618,Other disposal,kg,7440020,73070STHWS3505N,0.226796
2012,332618,Other disposal,kg,7440020,73446KLHMSPOBOX,0.226796
2012,332439,Other disposal,kg,7697372,60160MCHTR1635N,0.226796
2012,332410,Other disposal,kg,7440473,4101WLSTMP15JAM,0.226796
2012,332439,Other disposal,kg,7440473,15145STLDN200BR,0.226796
2012,332439,Other disposal,kg,7439965,15145STLDN200BR,0.226796
2012,332410,Other disposal,kg,7440473,90502RDMNQ198NR,0.226796
2012,332410,Other disposal,kg,7440508,08518DCFBR801WF,0.226796
2012,332410,Other disposal,kg,7440508,23323GHTTR2601T,0.226796
2012,332410,Other disposal,kg,7440508,90502RDMNQ198NR,0.226796
2012,332410,Other disposal,kg,7664393,24504BBCCKMTATH,0.226796
2012,332410,Other surface impoundment,kg,7664393,24504BBCCKMTATH,0.226796
2012,332410,Other surface impoundment,kg,7697372,24504BBCCKMTATH,0.226796
2012,332420,Other disposal,kg,7439921,15317NCSNC30CUR,0.0453592
2012,332420,Other disposal,kg,7439965,15317NCSNC30CUR,0.226796
2012,332420,Other disposal,kg,7440020,15317NCSNC30CUR,0.226796
2012,332420,Other disposal,kg,7440473,15317NCSNC30CUR,0.226796
2012,332420,Other disposal,kg,7440508,15317NCSNC30CUR,0.226796
2012,332431,Other disposal,kg,100414,17604JLCLR303NO,35.5616128
2012,332431,Other disposal,kg,108101,17604JLCLR303NO,64.48263872
2012,332431,Other disposal,kg,1330207,17604JLCLR303NO,156.34862648
2012,332431,Other disposal,kg,71363,17604JLCLR303NO,72.43864239999999
2012,332431,Other disposal,kg,95636,17604JLCLR303NO,88.44590408
2012,332431,Underground injection to class ii-v wells,kg,7439921,96707RYNLD91320,0.0453592
2012,332439,Other disposal,kg,1330207,73449RLLFFRTE1B,0.226796
2012,332439,Other disposal,kg,7440020,15145STLDN200BR,0.226796
2012,332618,Other disposal,kg,7440473,42301HNDRC3074M,0.226796
2012,332313,Other disposal,kg,7440473,15009KMMNF685ST,0.226796
2012,332313,Other disposal,kg,7439965,74015MTRXS119WM,0.226796
2012,332212,Other disposal,kg,7440020,37644SNPNTSTATE,0.226796
2012,332212,Other disposal,kg,7440473,55107VKNGD355ST,0.226796
2012,332212,Other disposal,kg,79016,55107VKNGD355ST,0.226796
2012,332214,Other disposal,kg,127184,66203VTCRF11100,0.226796
2012,332214,Other disposal,kg,7429905,15317CLDMTRD2HE,0.226796
2012,332214,Other disposal,kg,7439965,15317CLDMTRD2HE,0.226796
2012,332214,Other disposal,kg,7440020,15317CLDMTRD2HE,0.226796
2012,332214,Other disposal,kg,7440473,15317CLDMTRD2HE,0.226796
2012,332214,Other disposal,kg,7440473,66203VTCRF11100,2.26796
2012,332214,Other disposal,kg,7440508,15317CLDMTRD2HE,0.226796
2012,332311,Other disposal,kg,108883,49601RBRKS201HA,0.226796
2012,332311,Other disposal,kg,7439921,57064DTSNC27157,0.0453592
2012,332311,Other disposal,kg,7439921,7707WLCTRS1318B,0.0453592
2012,332311,Other disposal,kg,7439965,57064DTSNC27157,0.226796
2012,332311,Other disposal,kg,7439965,7707WLCTRS1318B,0.226796
2012,332311,Other disposal,kg,7440020,7707WLCTRS1318B,0.226796
2012,332311,Other disposal,kg,7440473,7707WLCTRS1318B,0.226796
2012,332311,Other disposal,kg,7440484,7707WLCTRS1318B,0.226796
2012,332312,Land treatment/application farming,kg,7439921,40391CNTCH700TE,0.1360776
2012,332117,Other disposal,kg,7697372,5475WPHLLP422TE,0.226796
2012,332312,Land treatment/application farming,kg,7439965,54014MYRNDHIGHW,1981.6527296000002
2012,332117,Other disposal,kg,7440020,1050WWLLMSPBX19,0.226796
2012,332116,RCRA subtitle c landfills,kg,7440473,55406BKRSN3104S,113.398
2012,332114,Other disposal,kg,7440473,4407WMRCNR141WW,0.226796
2012,332114,Other disposal,kg,7440473,4407WMRCNR892CA,0.226796
2012,332114,RCRA subtitle c landfills,kg,7439921,89506CPRBL13755,0.017236496
2012,332116,Other disposal,kg,7439921,04210GNRLL135RO,0.0453592
2012,332116,Other disposal,kg,7439921,44092NVRSL29980,0.0453592
2012,332116,Other disposal,kg,7439921,54656NRTHR803SO,0.0453592
2012,332116,Other disposal,kg,7439965,04210GNRLL135RO,0.226796
2012,332116,Other disposal,kg,7439965,44092NVRSL29980,0.226796
2012,332116,Other disposal,kg,7439965,60005BRKND511WA,0.226796
2012,332116,Other disposal,kg,7440020,04210GNRLL135RO,0.226796
2012,332116,Other disposal,kg,7440020,44092NVRSL29980,0.226796
2012,332116,Other disposal,kg,7440020,60005BRKND511WA,0.226796
2012,332116,Other disposal,kg,7440473,04210GNRLL135RO,0.226796
2012,332116,Other disposal,kg,7440473,44092NVRSL29980,0.226796
2012,332116,Other disposal,kg,7440473,54656NRTHR803SO,0.226796
2012,332116,Other disposal,kg,7440473,60005BRKND511WA,0.226796
2012,332116,Other disposal,kg,7440484,44092NVRSL29980,0.226796
2012,332116,Other disposal,kg,7440508,44092NVRSL29980,0.226796
2012,332116,Other disposal,kg,7440508,60005BRKND511WA,0.226796
2012,332116,RCRA subtitle c landfills,kg,7440508,55406BKRSN3104S,22.6796
2012,332313,Other disposal,kg,7440020,74015MTRXS119WM,0.226796
2012,332312,Other disposal,kg,100414,58078DMNDS42EMA,0.226796
2012,332312,Other disposal,kg,1330207,58078DMNDS42EMA,0.226796
2012,332312,Other disposal,kg,7440473,0133WWHPPN37SUT,6.350288
2012,332312,Other disposal,kg,7440473,51510PXTNV5THAV,0.226796
2012,332312,Other disposal,kg,7440473,54401HRTWG3526W,0.226796
2012,332312,Other disposal,kg,7440473,54703PDMBR2800M,0.226796
2012,332312,Other disposal,kg,7440473,60188BNNRS494EL,0.226796
2012,332312,Other disposal,kg,7440473,68701NCRCR1601W,0.226796
2012,332312,Other disposal,kg,7440508,54401HRTWG3526W,0.226796
2012,332312,Other disposal,kg,7440508,54703PDMBR2800M,0.226796
2012,332312,Other disposal,kg,7440508,60188BNNRS494EL,0.226796
2012,332312,Other disposal,kg,7440666,17701HGHST3501S,0.226796
2012,332312,Other disposal,kg,7440666,18014MCHLM723BE,1.814368
2012,332312,Other disposal,kg,7440666,73106WWSTL1730W,0.226796
2012,332312,Other disposal,kg,95636,58078DMNDS42EMA,0.226796
2012,332312,Other landfills,kg,7439965,17404PRCSN500LI,32.023595199999995
2012,332312,Other landfills,kg,7440020,17404PRCSN500LI,4.53592
2012,332312,Other landfills,kg,7440473,17404PRCSN500LI,9.6161504
2012,332312,Other surface impoundment,kg,7439921,40391CNTCH700TE,0.7257472
2012,332312,RCRA c surface impoundment,kg,7439965,8100WVSTST1TWER,0.226796
2012,332312,RCRA subtitle c landfills,kg,7439965,8100WVSTST1TWER,0.226796
2012,332312,Other disposal,kg,7440020,68701NCRCR1601W,0.226796
2012,332312,Other disposal,kg,108883,54703PDMBR2800M,0.226796
2012,332312,Other disposal,kg,7440020,60188BNNRS494EL,0.226796
2012,332312,Other disposal,kg,7440020,54401HRTWG3526W,0.226796
2012,332312,Other disposal,kg,1330207,73106WWSTL1730W,0.226796
2012,332312,Other disposal,kg,71363,58078DMNDS42EMA,0.226796
2012,332312,Other disposal,kg,7429905,89431JNSNP625BE,113.398
2012,332312,Other disposal,kg,7439921,3885WRLLFR3CUNT,0.0453592
2012,332312,Other disposal,kg,7439921,68701NCRCR1601W,0.0453592
2012,332312,Other disposal,kg,7439965,16515CSTMN2800M,14462.327328
2012,332312,Other disposal,kg,7439965,18014MCHLM723BE,3.628736
2012,332312,Other disposal,kg,7439965,3885WRLLFR3CUNT,0.226796
2012,332312,Other disposal,kg,7439965,51510PXTNV5THAV,0.226796
2012,332312,Other disposal,kg,7439965,54180SPRTF1255B,0.226796
2012,332312,Other disposal,kg,7439965,54401HRTWG3526W,0.226796
2012,332312,Other disposal,kg,7439965,54703PDMBR2800M,0.226796
2012,332312,Other disposal,kg,7439965,58078DMNDS42EMA,0.226796
2012,332312,Other disposal,kg,7439965,60188BNNRS494EL,0.226796
2012,332312,Other disposal,kg,7439965,68701NCRCR1601W,0.226796
2012,332312,Other disposal,kg,7439965,77064FLNDS8700F,0.226796
2012,332312,Other disposal,kg,7439965,8100WVSTST1TWER,0.226796
2012,332312,Other disposal,kg,7440020,0133WWHPPN37SUT,3.628736
2012,332312,Other disposal,kg,7440020,51510PXTNV5THAV,0.226796
2012,332312,Other disposal,kg,7440020,54703PDMBR2800M,0.226796
2012,332618,Other disposal,kg,7440473,77007HLLBR1907S,0.226796
2012,332710,Other disposal,kg,7439921,16161MSPCL100FI,0.0453592
2012,332710,Other disposal,kg,7439921,24120MCRMT2900W,0.0453592
2012,332811,Other disposal,kg,7664939,48089JXMTL22105,0.226796
2012,332811,Other disposal,kg,7697372,37130PLPRD1307R,0.226796
2012,332811,Other disposal,kg,7697372,60164HTMPN75ELA,0.226796
2012,332812,Other disposal,kg,100414,46368NMLPRUSHWY,336.565264
2012,332812,Other disposal,kg,100414,77015PRCTM16402,141.520704
2012,332812,Other disposal,kg,100414,91730CLFRN9133C,0.226796
2012,332812,Other disposal,kg,108101,24060WLVRN201IN,0.226796
2012,332812,Other disposal,kg,108101,24060WLVRN3175S,0.226796
2012,332812,Other disposal,kg,108101,32748WLVRNPOBX3,0.226796
2012,332812,Other disposal,kg,108883,24060WLVRN201IN,0.226796
2012,332812,Other disposal,kg,108883,24060WLVRN3175S,0.226796
2012,332812,Other disposal,kg,108883,32748WLVRNPOBX3,0.226796
2012,332812,Other disposal,kg,108883,46368NMLPRUSHWY,151.499728
2012,332812,Other disposal,kg,108883,60007CMFNS1595O,0.226796
2012,332812,Other disposal,kg,131113,46368NMLPRUSHWY,379.656504
2012,332812,Other disposal,kg,1330207,46345RLLCT2NDAN,2714.294528
2012,332812,Other disposal,kg,1330207,46368NMLPRUSHWY,1415.660632
2012,332812,Other disposal,kg,1330207,60007CMFNS1595O,0.226796
2012,332812,Other disposal,kg,1330207,60608DRCNT1600S,0.226796
2012,332811,Other disposal,kg,7664417,64130PLPRD4827C,0.226796
2012,332812,Other disposal,kg,71363,46345RLLCT2NDAN,1309.973696
2012,332811,Other disposal,kg,7664417,63110PLPRD5711W,0.226796
2012,332811,Other disposal,kg,7632000,60007FPMHT1501S,0.226796
2012,332722,Other disposal,kg,7440508,06492GMDCL61BAR,0.226796
2012,332722,Other disposal,kg,7440508,52101DRLLT13011,0.226796
2012,332722,Other disposal,kg,7440508,5598WFSTNL181TH,0.226796
2012,332722,Other disposal,kg,7440508,6000WSKCHM95ANI,0.226796
2012,332722,Other disposal,kg,7440508,60177HDNCX201NO,0.226796
2012,332722,Other disposal,kg,7440508,6111WRCKFR58IND,0.226796
2012,332722,Other disposal,kg,7632000,60007TPYPR1375L,0.226796
2012,332722,Other disposal,kg,7664417,52101DRLLT13011,0.226796
2012,332722,Other disposal,kg,7697372,52101DRLLT13011,0.226796
2012,332722,Other disposal,kg,7697372,90745HCKMN900WA,0.226796
2012,332811,Other disposal,kg,7439921,5537WFLMMT1245I,0.0453592
2012,332811,Other disposal,kg,7439921,77530DLTTB4SSHE,0.0453592
2012,332811,Other disposal,kg,7439965,60164HTMPN75ELA,0.226796
2012,332811,Other disposal,kg,7439965,77530DLTTB4SSHE,0.226796
2012,332811,Other disposal,kg,7440020,60164HTMPN75ELA,0.226796
2012,332811,Other disposal,kg,7440020,77530DLTTB4SSHE,0.226796
2012,332811,Other disposal,kg,7440473,60164HTMPN75ELA,0.226796
2012,332811,Other disposal,kg,7632000,53224FPMHT11200,0.226796
2012,332811,Other disposal,kg,7632000,5537WFLMMT1245I,0.226796
2012,332811,Other disposal,kg,7664417,60164HTMPN310SW,0.226796
2012,332722,Other disposal,kg,7440484,5598WFSTNL181TH,0.226796
2012,332812,Other disposal,kg,71363,46368NMLPRUSHWY,2804.105744
2012,332812,Other disposal,kg,7439921,45856PRTCC5000C,0.0453592
2012,332813,Other disposal,kg,7440020,60140LCTRM15NRW,0.226796
2012,332813,Other disposal,kg,7440020,98032PRTCT1215N,0.226796
2012,332813,Other disposal,kg,7440473,17318CHSDSCONNE,0.226796
2012,332813,Other disposal,kg,7440473,46360TRPLX1500E,0.226796
2012,332813,Other disposal,kg,7440473,60101SWDNC910ST,0.226796
2012,332813,Other disposal,kg,7440473,60614SCNTF2073N,0.226796
2012,332813,Other disposal,kg,7440473,80915XLSNN3445N,0.226796
2012,332813,Other disposal,kg,7440473,98032PRTCT1215N,0.226796
2012,332813,Other disposal,kg,7440508,00613CRBGPZENOG,0.226796
2012,332813,Other disposal,kg,7440508,16354CYTMP710EA,5.443104
2012,332813,Other disposal,kg,7440508,53201LLNBR1602S,0.226796
2012,332813,Other disposal,kg,7440508,55418HRDCH26312,0.226796
2012,332813,Other disposal,kg,7440508,60007THRJS701LA,0.226796
2012,332813,Other disposal,kg,7440508,60101SWDNC910ST,0.226796
2012,332813,Other disposal,kg,7440508,60445MGPLT4704W,0.226796
2012,332813,Other disposal,kg,7440508,60545PLNMTRTE34,0.226796
2012,332813,Other disposal,kg,7440508,60607NBRTP340NO,0.226796
2012,332813,Other disposal,kg,7440508,60651NBRTP1445N,0.226796
2012,332813,Other disposal,kg,7440508,60657CRFTS1239W,0.226796
2012,332813,Other disposal,kg,7440020,60101SWDNC910ST,0.226796
2012,332812,Other disposal,kg,7439921,07114NWJRS139HA,0.0453592
2012,332813,Other disposal,kg,7440020,48198MRSHP103NG,0.226796
2012,332813,Other disposal,kg,7439921,60007THRJS701LA,0.0453592
2012,332812,Other disposal,kg,7439921,7600WSBRLV8653E,0.0453592
2012,332812,Other disposal,kg,7439965,45365THSTL1501W,0.226796
2012,332812,Other disposal,kg,7440020,46345RLLCT2NDAN,8.164656
2012,332812,Other disposal,kg,7440020,48120DBLGL3000M,0.226796
2012,332812,Other disposal,kg,7440439,7600WSBRLV8653E,0.226796
2012,332812,Other disposal,kg,7440473,26037WHLNGPENNM,340.194
2012,332812,Other disposal,kg,7440666,7600WSBRLV8653E,0.226796
2012,332812,Other disposal,kg,7697372,08902BRNTC1010J,0.226796
2012,332812,Other disposal,kg,7697372,54302NTHRN1731C,0.226796
2012,332812,Other disposal,kg,7697372,90063GRGND4116W,0.226796
2012,332812,Other disposal,kg,91203,46345RLLCT2NDAN,842.320344
2012,332812,Other disposal,kg,91203,46368NMLPRUSHWY,1782.61656
2012,332812,Other disposal,kg,95636,07095LCNBL11CRA,0.226796
2012,332812,Other disposal,kg,95636,46345RLLCT2NDAN,13705.735872
2012,332812,Other disposal,kg,95636,46368NMLPRUSHWY,2926.121992
2012,332813,Other disposal,kg,108883,48207JXMTL4651B,0.226796
2012,332813,Other disposal,kg,67561,61125RCKNL53091,0.226796
2012,332813,Other disposal,kg,71363,98032PRTCT1215N,0.226796
2012,332813,Other disposal,kg,7439921,14901SRFCF215JU,0.0453592
2012,332813,Other disposal,kg,7439921,92649TDZCN15701,0.0453592
2012,332722,Other disposal,kg,7440473,91342VLLYT12975,0.226796
2012,332722,Other disposal,kg,7440473,91320RPBLC13RAN,0.226796
2012,332722,Other disposal,kg,7440473,90745HCKMN900WA,0.226796
2012,332710,Other disposal,kg,7440473,7703WTXSHN2ALDI,0.226796
2012,332710,Other disposal,kg,7440473,7758WTXSHN171MY,0.226796
2012,332710,Other disposal,kg,7440473,9176WSMMTM288EP,0.226796
2012,332710,Other disposal,kg,7440473,9803WGCMNR21719,0.226796
2012,332710,Other disposal,kg,7440484,9176WSMMTM288EP,0.226796
2012,332710,Other disposal,kg,7440508,15767FMCMCSOUTH,0.226796
2012,332710,Other disposal,kg,7440508,15846RBCNC650BR,0.226796
2012,332710,Other disposal,kg,7440508,16502MRCNH191RA,0.453592
2012,332710,Other disposal,kg,7440508,45885PRKRH1700E,16.329312
2012,332710,Other disposal,kg,7440508,7702WSTNDR562AR,0.226796
2012,332710,Other disposal,kg,7440508,7703WTMKNB1473Y,0.226796
2012,332710,Other disposal,kg,7440508,7758WTXSHN171MY,0.226796
2012,332710,Other disposal,kg,7440508,9803WGCMNR21719,0.226796
2012,332710,Other disposal,kg,7697372,14870CRNNGADDIA,0.226796
2012,332710,Other surface impoundment,kg,7439965,7703WTXSHN2ALDI,0.226796
2012,332710,Other surface impoundment,kg,7440020,7702WSTNDR562AR,0.226796
2012,332710,Other surface impoundment,kg,7440020,7703WTXSHN2ALDI,0.226796
2012,332710,Other surface impoundment,kg,7440473,7702WSTNDR562AR,0.226796
2012,332710,Other surface impoundment,kg,7440473,7703WTXSHN2ALDI,0.226796
2012,332710,Other disposal,kg,7440473,7703WTMKNB1473Y,0.226796
2012,332710,Other surface impoundment,kg,7440508,7702WSTNDR562AR,0.226796
