DISPOSAL ACTIVITY,REPORTING YEAR,UNIT OF MEASURE,TRIFID,PRIMARY NAICS CODE,TRI_CHEM_ID,FLOW
Other landfills,2015,kg,57702STHDK501NO,327310,N420,460.39588
Other landfills,2015,kg,57702STHDK501NO,327310,N090,460.39588
Other landfills,2015,kg,57702STHDK501NO,327310,7440666,3.628736
Other landfills,2015,kg,57702STHDK501NO,327310,7440508,21.772416
Other landfills,2015,kg,57702STHDK501NO,327310,7440393,1269.150416
Other landfills,2015,kg,57754WHRFRTROJA,212221,7632000,1320.859904
Other landfills,2015,kg,57702STHDK501NO,327310,7439976,0.1814368
Other landfills,2015,kg,57702PTLNS3401U,327410,N770,3.3565808
Other landfills,2015,kg,57702PTLNS3401U,327410,N458,0.226796
Other landfills,2015,kg,57702PTLNS3401U,327410,N420,440.12031759999996
Other landfills,2015,kg,57702PTLNS3401U,327410,N040,26.308336
Other landfills,2015,kg,57216BGSTN48450,221112,N458,3.67863112
Other landfills,2015,kg,57216BGSTN48450,221112,N420,1442.42256
Other landfills,2015,kg,57216BGSTN48450,221112,N040,179168.84
Other landfills,2015,kg,56537TTRTL1012W,221112,N458,5.9420551999999995
Other landfills,2015,kg,57702STHDK501NO,327310,7439965,145.14944
Other landfills,2015,kg,57754WHRFRTROJA,212221,N106,24.720764
Other landfills,2015,kg,57754WHRFRTROJA,212221,N420,378499.8444
Other landfills,2015,kg,57754WHRFRTROJA,212221,N458,1851.108952
Other landfills,2015,kg,58523NTLPV294CO,325311,1330207,0.226796
Other landfills,2015,kg,58523NTLPV294CO,325311,132649,144.695848
Other landfills,2015,kg,58523NTLPV294CO,325311,1319773,0.226796
Other landfills,2015,kg,58523NTLPV294CO,325311,1313275,0.226796
Other landfills,2015,kg,58523NTLPV294CO,325311,122394,0.226796
Other landfills,2015,kg,58523NTLPV294CO,325311,120809,142.88148
Other landfills,2015,kg,58523NTLPV294CO,325311,120127,0.226796
Other landfills,2015,kg,58523NTLPV294CO,325311,115071,0.226796
Other landfills,2015,kg,58523NTLPV294CO,325311,110861,142.427888
Other landfills,2015,kg,58523NTLPV294CO,325311,110543,0.226796
Other landfills,2015,kg,58523NTLPV294CO,325311,109068,0.226796
Other landfills,2015,kg,58523NTLPV294CO,325311,108952,8.618248
Other landfills,2015,kg,58523NTLPV294CO,325311,108883,142.427888
Other landfills,2015,kg,58523NTLPV294CO,325311,106514,0.226796
Other landfills,2015,kg,58523NTLPV294CO,325311,105679,0.226796
Other landfills,2015,kg,58523NTLPV294CO,325311,100414,0.226796
Other landfills,2015,kg,58075MNNDK7525R,311313,N511,2849.918536
Other landfills,2015,kg,58075MNNDK7525R,311313,7664417,7540.513408
Other landfills,2015,kg,57754WHRFRTROJA,212221,N511,50402.689448
Other landfills,2015,kg,58523NTLPV294CO,325311,62533,0.226796
Other landfills,2015,kg,58530MLTNR34012,221112,N450,165904.44914399998
Other landfills,2015,kg,58530MLTNR34012,221112,N458,91.171992
Other landfills,2015,kg,58530MLTNR34012,221112,N495,8639.566824
Other landfills,2015,kg,59323MNTNPWILLO,221112,N450,775642.32
Other landfills,2015,kg,59323MNTNPWILLO,221112,N420,41775.8232
Other landfills,2015,kg,59323MNTNPWILLO,221112,N100,71939.6912
Other landfills,2015,kg,59323MNTNPWILLO,221112,N096,12609.8576
Other landfills,2015,kg,59323MNTNPWILLO,221112,N090,41503.668
Other landfills,2015,kg,59323MNTNPWILLO,221112,N050,4359.01912
Other landfills,2015,kg,59323MNTNPWILLO,221112,N040,4173046.4
Other landfills,2015,kg,59323MNTNPWILLO,221112,N020,12609.8576
Other landfills,2015,kg,59323MNTNPWILLO,221112,N458,585.13368
Other landfills,2015,kg,59323MNTNPWILLO,221112,N010,4504.16856
Other landfills,2015,kg,59270LWSCLSOFSI,221112,N458,12.292343200000001
Other landfills,2015,kg,59270LWSCLSOFSI,221112,N450,9751.320816
Other landfills,2015,kg,59270LWSCLSOFSI,221112,N420,479.03851119999996
Other landfills,2015,kg,59270LWSCLSOFSI,221112,N040,48029.496104
Other landfills,2015,kg,58576GRTRV28753,221112,N982,635.0288
Other landfills,2015,kg,58576GRTRV28753,221112,N770,1769.0088
Other landfills,2015,kg,58576GRTRV28753,221112,N495,725.7472
Other landfills,2015,kg,58576GRTRV28753,221112,N458,1.587572
Other landfills,2015,kg,59323MNTNPWILLO,221112,107211,2721.552
Other landfills,2015,kg,59323MNTNPWILLO,221112,N495,21908.493599999998
Other landfills,2015,kg,59323MNTNPWILLO,221112,N725,6078.1328
Other landfills,2015,kg,59323MNTNPWILLO,221112,N760,9343.9952
Other landfills,2015,kg,59759GLDNS453MO,212221,N096,0.226796
Other landfills,2015,kg,59759GLDNS453MO,212221,N090,0.226796
Other landfills,2015,kg,59759GLDNS453MO,212221,N020,0.226796
Other landfills,2015,kg,59759GLDNS453MO,212221,7664417,0.226796
Other landfills,2015,kg,59759GLDNS453MO,212221,67561,0.226796
Other landfills,2015,kg,59752HLNMN4070T,327310,N458,0.0907184
Other landfills,2015,kg,59752HLNMN4070T,327310,N420,5798.266536
Other landfills,2015,kg,59634SHGRV100HW,327310,N458,3.17967992
Other landfills,2015,kg,59634SHGRV100HW,327310,N420,1283.211768
Other landfills,2015,kg,59634SHGRV100HW,327310,N090,816.919192
Other landfills,2015,kg,59323RSBDPPOBOX,221112,N982,4422.8848736
Other landfills,2015,kg,59323RSBDPPOBOX,221112,N770,942.2466616
Other landfills,2015,kg,59323RSBDPPOBOX,221112,N450,0.226796
Other landfills,2015,kg,59323RSBDPPOBOX,221112,N420,257.41346
Other landfills,2015,kg,59323RSBDPPOBOX,221112,N100,1029.65384
Other landfills,2015,kg,59323RSBDPPOBOX,221112,N090,772.467176
Other landfills,2015,kg,59323RSBDPPOBOX,221112,N040,37509.336848
Other landfills,2015,kg,59323MNTNPWILLO,221112,N982,37965.6504
Other landfills,2015,kg,59323MNTNPWILLO,221112,N770,78652.8528
Other landfills,2015,kg,58576GRTRV28753,221112,N450,19050.864
Other landfills,2015,kg,58576GRTRV28753,221112,N420,311.2094712
Other landfills,2015,kg,58576GRTRV28753,221112,N100,680.388
Other landfills,2015,kg,58576GRTRV28753,221112,N096,1088.6208
Other landfills,2015,kg,58554MCLCMNORTH,324110,7783064,0.226796
Other landfills,2015,kg,58554MCLCMNORTH,324110,7664417,0.226796
Other landfills,2015,kg,58554MCLCMNORTH,324110,7664393,0.226796
Other landfills,2015,kg,58554MCLCMNORTH,324110,75150,0.226796
Other landfills,2015,kg,58554MCLCMNORTH,324110,74908,0.226796
Other landfills,2015,kg,58554MCLCMNORTH,324110,7440473,2.721552
Other landfills,2015,kg,58554MCLCMNORTH,324110,7440020,1.814368
Other landfills,2015,kg,58554MCLCMNORTH,324110,7439965,0.907184
Other landfills,2015,kg,58554MCLCMNORTH,324110,71432,0.226796
Other landfills,2015,kg,58554MCLCMNORTH,324110,191242,0.0453592
Other landfills,2015,kg,58554MCLCMNORTH,324110,1330207,0.226796
Other landfills,2015,kg,58554MCLCMNORTH,324110,120127,0.226796
Other landfills,2015,kg,58554MCLCMNORTH,324110,110827,0.226796
Other landfills,2015,kg,58554MCLCMNORTH,324110,110543,0.226796
Other landfills,2015,kg,58554MCLCMNORTH,324110,108952,0.226796
Other landfills,2015,kg,58554MCLCMNORTH,324110,108883,0.226796
Other landfills,2015,kg,58554MCLCMNORTH,324110,100414,0.226796
Other landfills,2015,kg,58530MLTNR34012,221112,N982,24926.241176
Other landfills,2015,kg,58530MLTNR34012,221112,N770,18679.372152
Other landfills,2015,kg,58554MCLCMNORTH,324110,85018,0.226796
Other landfills,2015,kg,56537TTRTL1012W,221112,N420,383.3305992
Other landfills,2015,kg,58554MCLCMNORTH,324110,91203,0.453592
Other landfills,2015,kg,58554MCLCMNORTH,324110,95636,0.453592
Other landfills,2015,kg,58576GRTRV28753,221112,N090,771.1064
Other landfills,2015,kg,58576GRTRV28753,221112,N040,54431.04
Other landfills,2015,kg,58576GRTRV28753,221112,N020,86.18248
Other landfills,2015,kg,58576GRTRV28753,221112,N010,2177.2416
Other landfills,2015,kg,58571GRTRV4001H,221112,N590,0.0453592
Other landfills,2015,kg,58571GRTRV4001H,221112,N458,4.6266384
Other landfills,2015,kg,58571GRTRV4001H,221112,N420,186.1087976
Other landfills,2015,kg,58571GRTRV4001H,221112,N040,49895.12
Other landfills,2015,kg,58554RMHSKHWY18,221112,N982,23460.231832
Other landfills,2015,kg,58554RMHSKHWY18,221112,N458,10.115101600000001
Other landfills,2015,kg,58554RMHSKHWY18,221112,N450,14652.382376
Other landfills,2015,kg,58554RMHSKHWY18,221112,N420,863.2762944
Other landfills,2015,kg,58554RMHSKHWY18,221112,N150,5.0000000000000004e-08
Other landfills,2015,kg,58554RMHSKHWY18,221112,N040,67202.37635199999
Other landfills,2015,kg,58554MCLCMNORTH,324110,N590,0.0907184
Other landfills,2015,kg,58554MCLCMNORTH,324110,N458,0.0907184
Other landfills,2015,kg,58554MCLCMNORTH,324110,N420,1.587572
Other landfills,2015,kg,58554MCLCMNORTH,324110,N150,3.3e-05
Other landfills,2015,kg,58554MCLCMNORTH,324110,98828,0.226796
Other landfills,2015,kg,58554MCLCMNORTH,324110,92524,0.226796
Other landfills,2015,kg,59759GLDNS453MO,212221,N100,0.226796
Other landfills,2015,kg,56537TTRTL1012W,221112,N040,43091.24
Other landfills,2015,kg,55720PTLTCNORTH,322110,N590,0.0453592
Other landfills,2015,kg,53142PLSNT80009,221112,N100,99.79024
Other landfills,2015,kg,53142PLSNT80009,221112,N090,122.46984
Other landfills,2015,kg,53142PLSNT80009,221112,N040,312.97848
Other landfills,2015,kg,53142PLSNT80009,221112,85018,0.907184
Other landfills,2015,kg,53142PLSNT80009,221112,191242,0.7257472
Other landfills,2015,kg,53142PLSNT80009,221112,120127,0.9979024000000001
Other landfills,2015,kg,52804DVNPRHWY22,327310,N458,0.7257472
Other landfills,2015,kg,52804DVNPRHWY22,327310,N420,2267.96
Other landfills,2015,kg,53142PLSNT80009,221112,N420,32.658624
Other landfills,2015,kg,52761LSGNR86021,221112,N982,4773.602208
Other landfills,2015,kg,52761LSGNR86021,221112,N458,25.854744
Other landfills,2015,kg,52761LSGNR86021,221112,N450,5282.07884
Other landfills,2015,kg,52761LSGNR86021,221112,N420,992.005704
Other landfills,2015,kg,52761LSGNR86021,221112,N040,158951.790968
Other landfills,2015,kg,52151LNSNG2320P,221112,N770,1087.65918496
Other landfills,2015,kg,52151LNSNG2320P,221112,N458,28.36764368
Other landfills,2015,kg,52151LNSNG2320P,221112,N450,1736.3229604800001
Other landfills,2015,kg,52151LNSNG2320P,221112,N420,44.13903752
Other landfills,2015,kg,52761LSGNR86021,221112,N770,6149.3467439999995
Other landfills,2015,kg,53142PLSNT80009,221112,N450,3810.1728
Other landfills,2015,kg,53142PLSNT80009,221112,N458,240.40376
Other landfills,2015,kg,53142PLSNT80009,221112,N495,185.97272
Other landfills,2015,kg,53154KCRKP4801E,221112,N982,5896.696
Other landfills,2015,kg,53154KCRKP4801E,221112,N770,5896.696
Other landfills,2015,kg,53154KCRKP4801E,221112,N590,14.3788664
Other landfills,2015,kg,53154KCRKP4801E,221112,N495,2177.2416
Other landfills,2015,kg,53154KCRKP4801E,221112,N458,276.237528
Other landfills,2015,kg,53154KCRKP4801E,221112,N450,11339.8
Other landfills,2015,kg,53154KCRKP4801E,221112,N420,1043.2616
Other landfills,2015,kg,53154KCRKP4801E,221112,N100,4535.92
Other landfills,2015,kg,53154KCRKP4801E,221112,N096,1043.2616
Other landfills,2015,kg,53154KCRKP4801E,221112,N090,5443.104
Other landfills,2015,kg,53154KCRKP4801E,221112,N040,158757.2
Other landfills,2015,kg,53154KCRKP4801E,221112,N020,680.388
Other landfills,2015,kg,53154KCRKP4801E,221112,91203,2.0865232
Other landfills,2015,kg,53154KCRKP4801E,221112,85018,2.0865232
Other landfills,2015,kg,53154KCRKP4801E,221112,191242,1.587572
Other landfills,2015,kg,53154KCRKP4801E,221112,120127,2.1318824
Other landfills,2015,kg,53142PLSNT80009,221112,N982,281.22704
Other landfills,2015,kg,53142PLSNT80009,221112,N770,136.0776
Other landfills,2015,kg,53142PLSNT80009,221112,N590,6.6224432
Other landfills,2015,kg,52151LNSNG2320P,221112,N040,22947.35082168
Other landfills,2015,kg,53901CLMBNW8385,221112,N040,27268.680982399997
Other landfills,2015,kg,51501CNCLB2115N,221112,N982,23890.237048
Other landfills,2015,kg,51501CNCLB2115N,221112,N495,12837.560784
Other landfills,2015,kg,50613VKNGP711VI,331513,7440020,0.226796
Other landfills,2015,kg,50548DDGNNHWY16,326199,100425,113.398
Other landfills,2015,kg,50401LHGHP70025,327310,N495,145.14944
Other landfills,2015,kg,50401LHGHP70025,327310,N458,0.1360776
Other landfills,2015,kg,50401LHGHP70025,327310,N420,9440.564936800001
Other landfills,2015,kg,50401LHGHP70025,327310,N100,380.563688
Other landfills,2015,kg,50401LHGHP70025,327310,N090,954.357568
Other landfills,2015,kg,49876CHMPNUSHIG,322121,N982,9071.84
Other landfills,2015,kg,50613VKNGP711VI,331513,7440473,0.226796
Other landfills,2015,kg,49876CHMPNUSHIG,322121,N590,5.3977448
Other landfills,2015,kg,49876CHMPNUSHIG,322121,N420,127.00576
Other landfills,2015,kg,49876CHMPNUSHIG,322121,N150,0.0002767
Other landfills,2015,kg,49876CHMPNUSHIG,322121,N040,449.05608
Other landfills,2015,kg,49876CHMPNUSHIG,322121,7783064,45.3592
Other landfills,2015,kg,49876CHMPNUSHIG,322121,7664417,68.0388
Other landfills,2015,kg,49876CHMPNUSHIG,322121,75070,0.2948348
Other landfills,2015,kg,49876CHMPNUSHIG,322121,67561,29.029888
Other landfills,2015,kg,49876CHMPNUSHIG,322121,64186,0.226796
Other landfills,2015,kg,49876CHMPNUSHIG,322121,N450,48534.344
Other landfills,2015,kg,51101GRGNL11512,221112,7664417,100.697424
Other landfills,2015,kg,51101GRGNL11512,221112,N040,125195.474328
Other landfills,2015,kg,51101GRGNL11512,221112,N100,4481.035368
Other landfills,2015,kg,51501CNCLB2115N,221112,N458,210.466688
Other landfills,2015,kg,51501CNCLB2115N,221112,N450,36684.706592
Other landfills,2015,kg,51501CNCLB2115N,221112,N420,6314.00064
Other landfills,2015,kg,51501CNCLB2115N,221112,N100,32668.603024
Other landfills,2015,kg,51501CNCLB2115N,221112,N090,14239.613656
Other landfills,2015,kg,51501CNCLB2115N,221112,N040,938702.293712
Other landfills,2015,kg,51501CNCLB2115N,221112,7664417,5493.906304
Other landfills,2015,kg,51101GRGNL2761P,221112,N982,1942.734536
Other landfills,2015,kg,51101GRGNL2761P,221112,N770,3261.780072
Other landfills,2015,kg,51101GRGNL2761P,221112,N458,20.41164
Other landfills,2015,kg,51101GRGNL2761P,221112,N450,4393.03852
Other landfills,2015,kg,51101GRGNL2761P,221112,N420,539.77448
Other landfills,2015,kg,51101GRGNL2761P,221112,N100,2563.248392
Other landfills,2015,kg,51101GRGNL2761P,221112,N040,92526.417712
Other landfills,2015,kg,51101GRGNL2761P,221112,7664417,435.44831999999997
Other landfills,2015,kg,51101GRGNL11512,221112,N770,5339.685024
Other landfills,2015,kg,51101GRGNL11512,221112,N458,23.586784
Other landfills,2015,kg,51101GRGNL11512,221112,N450,6094.915704
Other landfills,2015,kg,51101GRGNL11512,221112,N420,862.2783919999999
Other landfills,2015,kg,51501CNCLB2115N,221112,N770,40967.068664
Other landfills,2015,kg,53901CLMBNW8385,221112,N090,526.78360512
Other landfills,2015,kg,53901CLMBNW8385,221112,N100,1809.60074808
Other landfills,2015,kg,53901CLMBNW8385,221112,N420,230.53813399999999
Other landfills,2015,kg,55308NRTHR13999,221112,7664417,0.226796
Other landfills,2015,kg,55308NRTHR13999,221112,191242,0.0453592
Other landfills,2015,kg,55066SGNTR27384,327993,7439976,7.574986399999999
Other landfills,2015,kg,55066SGNTR27384,327993,7439921,20.53864576
Other landfills,2015,kg,55003SKNGG1103K,221112,N590,0.0453592
Other landfills,2015,kg,55003SKNGG1103K,221112,N150,5.0000000000000004e-08
Other landfills,2015,kg,55003SKNGG1103K,221112,7664417,0.226796
Other landfills,2015,kg,54494CNSLDNASHR,322121,N511,689.45984
Other landfills,2015,kg,55308NRTHR13999,221112,91203,0.226796
Other landfills,2015,kg,54494CNSLDNASHR,322121,N458,12.246984
Other landfills,2015,kg,54494CNSLDNASHR,322121,N420,10850.374232
Other landfills,2015,kg,54494CNSLDNASHR,322121,N150,0.0006399600000000001
Other landfills,2015,kg,54494CNSLDNASHR,322121,N040,52901.074184
Other landfills,2015,kg,54494CNSLDNASHR,322121,7783064,2.4493968
Other landfills,2015,kg,54494CNSLDNASHR,322121,7664417,180.529616
Other landfills,2015,kg,54494CNSLDNASHR,322121,75070,0.8618248
Other landfills,2015,kg,54494CNSLDNASHR,322121,67561,319.32876799999997
Other landfills,2015,kg,54494CNSLDNASHR,322121,50000,4.082328
Other landfills,2015,kg,54494CNSLDNASHR,322121,N450,54926.816055999996
Other landfills,2015,kg,55308NRTHR13999,221112,N040,798321.92
Other landfills,2015,kg,55308NRTHR13999,221112,N090,10024.3832
Other landfills,2015,kg,55308NRTHR13999,221112,N100,17191.1368
Other landfills,2015,kg,55720PTLTCNORTH,322110,N450,35244.0984
Other landfills,2015,kg,55720PTLTCNORTH,322110,N420,254.01152
Other landfills,2015,kg,55720PTLTCNORTH,322110,N150,0.00034600000000000006
Other landfills,2015,kg,55720PTLTCNORTH,322110,N040,2494.756
Other landfills,2015,kg,55720PTLTCNORTH,322110,7439976,0.36740952000000004
Other landfills,2015,kg,55720PTLTCNORTH,322110,50000,1.3154168
Other landfills,2015,kg,55720PTLTCNORTH,322110,108952,7.257472
Other landfills,2015,kg,55613TCNTH8124W,221112,N458,42.637648
Other landfills,2015,kg,55613TCNTH8124W,221112,N450,12753.192672
Other landfills,2015,kg,55613TCNTH8124W,221112,N420,1706.866696
Other landfills,2015,kg,55613TCNTH8124W,221112,N040,305778.614184
Other landfills,2015,kg,55308NRTHR13999,221112,N982,20366.2808
Other landfills,2015,kg,55308NRTHR13999,221112,N770,25764.0256
Other landfills,2015,kg,55308NRTHR13999,221112,N590,0.0453592
Other landfills,2015,kg,55308NRTHR13999,221112,N495,6531.7248
Other landfills,2015,kg,55308NRTHR13999,221112,N458,122.7873544
Other landfills,2015,kg,55308NRTHR13999,221112,N450,147870.992
Other landfills,2015,kg,55308NRTHR13999,221112,N420,9303.17192
Other landfills,2015,kg,55308NRTHR13999,221112,N150,5.0000000000000004e-08
Other landfills,2015,kg,54487NKSPCN9090,322130,N450,30342.129656
Other landfills,2015,kg,54487NKSPCN9090,322130,N420,96.79653280000001
Other landfills,2015,kg,54487NKSPCN9090,322130,N150,0.0001067
Other landfills,2015,kg,54487NKSPCN9090,322130,N040,15394.458888
Other landfills,2015,kg,54401MGRYSNFOUR,212313,N090,3059.024448
Other landfills,2015,kg,54130THLMNTHILM,322121,N982,23634.41116
Other landfills,2015,kg,54130THLMNTHILM,322121,N770,7301.924016
Other landfills,2015,kg,54130THLMNTHILM,322121,N590,6.65419464
Other landfills,2015,kg,54130THLMNTHILM,322121,N458,2.70340832
Other landfills,2015,kg,54130THLMNTHILM,322121,N450,25888.309807999998
Other landfills,2015,kg,54130THLMNTHILM,322121,N420,693.088576
Other landfills,2015,kg,54130THLMNTHILM,322121,N150,0.0002235
Other landfills,2015,kg,54130THLMNTHILM,322121,N040,11869.141864
Other landfills,2015,kg,54130THLMNTHILM,322121,7783064,1.4514944
Other landfills,2015,kg,54130THLMNTHILM,322121,7664417,3.628736
Other landfills,2015,kg,54130THLMNTHILM,322121,75070,0.24947560000000002
Other landfills,2015,kg,54130THLMNTHILM,322121,67561,4.33633952
Other landfills,2015,kg,54130THLMNTHILM,322121,108952,0.00680388
Other landfills,2015,kg,53901CLMBNW8385,221112,N982,620.41406576
Other landfills,2015,kg,53901CLMBNW8385,221112,N770,1365.652114
Other landfills,2015,kg,53901CLMBNW8385,221112,N495,338.01222248000005
Other landfills,2015,kg,53901CLMBNW8385,221112,N458,98.61997264
Other landfills,2015,kg,53901CLMBNW8385,221112,N450,1938.6431361599998
Other landfills,2015,kg,54401MGRYSNFOUR,212313,N420,3005.047
Other landfills,2015,kg,55720PTLTCNORTH,322110,N982,2286.10368
Other landfills,2015,kg,54401MGRYSNFOUR,212313,N450,2332.370064
Other landfills,2015,kg,54455MSNPP100MA,322121,108952,1.360776
Other landfills,2015,kg,54481WTRRN2691W,562219,N511,414.583088
Other landfills,2015,kg,54457NKSMLMARKE,322121,N458,0.07257472
Other landfills,2015,kg,54457NKSMLMARKE,322121,N450,25.854744
Other landfills,2015,kg,54457NKSMLMARKE,322121,N150,4e-08
Other landfills,2015,kg,54457NKSMLMARKE,322121,7783064,0.907184
Other landfills,2015,kg,54457NKSMLMARKE,322121,67561,13.607759999999999
Other landfills,2015,kg,54457NKSMLMARKE,322121,108952,0.453592
Other landfills,2015,kg,54455MSNPP100MA,322121,N982,4535.92
Other landfills,2015,kg,54455MSNPP100MA,322121,N590,0.0453592
Other landfills,2015,kg,54455MSNPP100MA,322121,N511,11.3398
Other landfills,2015,kg,54455MSNPP100MA,322121,N458,4.53592
Other landfills,2015,kg,54455MSNPP100MA,322121,N450,3855.532
Other landfills,2015,kg,54455MSNPP100MA,322121,N420,294.8348
Other landfills,2015,kg,54455MSNPP100MA,322121,N150,1.66e-05
Other landfills,2015,kg,54455MSNPP100MA,322121,7783064,27.215519999999998
Other landfills,2015,kg,54455MSNPP100MA,322121,7647010,0.226796
Other landfills,2015,kg,54455MSNPP100MA,322121,75070,2.26796
Other landfills,2015,kg,54455MSNPP100MA,322121,67561,771.1064
Other landfills,2015,kg,54455MSNPP100MA,322121,120809,0.226796
Other landfills,2015,kg,54401MGRYSNFOUR,212313,N495,448.148896
Other landfills,2015,kg,59759GLDNS453MO,212221,N106,0.226796
Other landfills,2015,kg,59759GLDNS453MO,212221,N420,0.0453592
Other landfills,2015,kg,59759GLDNS453MO,212221,N450,0.226796
Other landfills,2015,kg,66720SHGRVNORTH,327310,N040,29.55605472
Other landfills,2015,kg,66720SHGRVNORTH,327310,95501,0.226796
Other landfills,2015,kg,66720SHGRVNORTH,327310,95487,0.226796
Other landfills,2015,kg,66720SHGRVNORTH,327310,92875,0.226796
Other landfills,2015,kg,66720SHGRVNORTH,327310,91203,0.226796
Other landfills,2015,kg,66720SHGRVNORTH,327310,85018,0.226796
Other landfills,2015,kg,66720SHGRVNORTH,327310,79016,0.226796
Other landfills,2015,kg,66720SHGRVNORTH,327310,78922,0.226796
Other landfills,2015,kg,66720SHGRVNORTH,327310,N090,5.1482692
Other landfills,2015,kg,66720SHGRVNORTH,327310,75092,0.226796
Other landfills,2015,kg,66720SHGRVNORTH,327310,71363,0.226796
Other landfills,2015,kg,66720SHGRVNORTH,327310,67663,0.226796
Other landfills,2015,kg,66720SHGRVNORTH,327310,67561,0.226796
Other landfills,2015,kg,66720SHGRVNORTH,327310,1634044,0.226796
Other landfills,2015,kg,66720SHGRVNORTH,327310,1330207,0.226796
Other landfills,2015,kg,66720SHGRVNORTH,327310,127184,0.226796
Other landfills,2015,kg,66720SHGRVNORTH,327310,120821,0.226796
Other landfills,2015,kg,66720SHGRVNORTH,327310,117817,0.226796
Other landfills,2015,kg,66720SHGRVNORTH,327310,71432,0.226796
Other landfills,2015,kg,66720SHGRVNORTH,327310,N100,3.8011009600000003
Other landfills,2015,kg,66720SHGRVNORTH,327310,N230,0.226796
Other landfills,2015,kg,66720SHGRVNORTH,327310,N420,21.89034992
Other landfills,2015,kg,68037SHGRVJUNCT,327310,N420,0.0453592
Other landfills,2015,kg,68037SHGRVJUNCT,327310,N090,0.226796
Other landfills,2015,kg,6802WMTRLS331NB,327390,N458,0.0453592
Other landfills,2015,kg,6802WMTRLS331NB,327390,N420,0.0453592
Other landfills,2015,kg,67880CLMBNRRROU,325180,N590,1.814368
Other landfills,2015,kg,67880CLMBNRRROU,325180,N420,0.01814368
Other landfills,2015,kg,67880CLMBNRRROU,325180,191242,4.1730464
Other landfills,2015,kg,67851HLCMB2440H,221112,N770,7665.7047999999995
Other landfills,2015,kg,67851HLCMB2440H,221112,N458,30.4813824
