DISPOSAL ACTIVITY,TRIFID,UNIT OF MEASURE,PRIMARY NAICS CODE,TRI_CHEM_ID,REPORTING YEAR,FLOW
Land treatment/application farming,04730STLYMRT4BO,kg,311221,75569,2018,0.226796
Other landfills,77630JMHBRFM736,kg,325180,N590,2018,1.22923432
Other landfills,77630JMHBRFM736,kg,325180,191242,2018,0.04989512
Other landfills,77541THDWCBUILD,kg,325199,N982,2018,17861.092184
Other landfills,77541THDWCBUILD,kg,325199,N590,2018,469.921312
Other landfills,77541THDWCBUILD,kg,325199,N458,2018,1.814368
Other landfills,77541THDWCBUILD,kg,325199,N420,2018,471.73568
Other landfills,77541THDWCBUILD,kg,325199,N230,2018,2.721552
Other landfills,77541THDWCBUILD,kg,325199,N150,2018,4.762063
Other landfills,77541THDWCBUILD,kg,325199,N100,2018,3065.828328
Other landfills,77541THDWCBUILD,kg,325199,N084,2018,0.226796
Other landfills,77541THDWCBUILD,kg,325199,N040,2018,4454.727032
Other landfills,77541THDWCBUILD,kg,325199,98828,2018,16.329312
Other landfills,77541THDWCBUILD,kg,325199,96184,2018,4.53592
Other landfills,77541THDWCBUILD,kg,325199,95636,2018,24.94756
Other landfills,77541THDWCBUILD,kg,325199,91203,2018,248.56841599999998
Other landfills,77541THDWCBUILD,kg,325199,87865,2018,0.226796
Other landfills,77541THDWCBUILD,kg,325199,86306,2018,1.814368
Other landfills,77541THDWCBUILD,kg,325199,79345,2018,0.226796
Other landfills,77541THDWCBUILD,kg,325199,79016,2018,3.628736
Other landfills,77630NLNDROLDHI,kg,322130,108952,2018,27.056762799999998
Other landfills,77541THDWCBUILD,kg,325199,79005,2018,0.226796
Other landfills,77630NLNDROLDHI,kg,322130,120809,2018,5.0802304
Other landfills,77630NLNDROLDHI,kg,322130,64186,2018,125.80827712
Other landfills,77656PLPPPPOBOX,kg,322130,N040,2018,27445.604542
Other landfills,77656PLPPPPOBOX,kg,322130,7783064,2018,252.40580432000002
Other landfills,77656PLPPPPOBOX,kg,322130,75070,2018,1.25644984
Other landfills,77656PLPPPPOBOX,kg,322130,67561,2018,1243.3863904
Other landfills,77656PLPPPPOBOX,kg,322130,64186,2018,2.19084936
Other landfills,77656PLPPPPOBOX,kg,322130,50000,2018,11.448662079999998
Other landfills,77656PLPPPPOBOX,kg,322130,1319773,2018,2.4085735199999996
Other landfills,77656PLPPPPOBOX,kg,322130,120809,2018,1.02965384
Other landfills,77656PLPPPPOBOX,kg,322130,108952,2018,1.88694272
Other landfills,77630NLNDROLDHI,kg,322130,N982,2018,36734.02111424
Other landfills,77630NLNDROLDHI,kg,322130,N458,2018,5.0348711999999995
Other landfills,77630NLNDROLDHI,kg,322130,N450,2018,66646.93480432
Other landfills,77630NLNDROLDHI,kg,322130,N420,2018,780.1102012
Other landfills,77630NLNDROLDHI,kg,322130,N090,2018,20906.8717456
Other landfills,77630NLNDROLDHI,kg,322130,N040,2018,23133.1012816
Other landfills,77630NLNDROLDHI,kg,322130,7783064,2018,25.401152
Other landfills,77630NLNDROLDHI,kg,322130,7782505,2018,3851.8851203199997
Other landfills,77630NLNDROLDHI,kg,322130,75070,2018,42.17498416
Other landfills,77630NLNDROLDHI,kg,322130,67561,2018,16406.590469040002
Other landfills,77630NLNDROLDHI,kg,322130,50000,2018,40.065781359999995
Other landfills,77656PLPPPPOBOX,kg,322130,N150,2018,0.00582265
Other landfills,77541THDWCBUILD,kg,325199,78875,2018,1.814368
Other landfills,77541THDWCBUILD,kg,325199,7647010,2018,0.226796
Other landfills,77541THDWCBUILD,kg,325199,107062,2018,0.453592
Other landfills,77541THDWCBUILD,kg,325199,107051,2018,0.226796
Other landfills,77541THDWCBUILD,kg,325199,106990,2018,0.226796
Other landfills,77541THDWCBUILD,kg,325199,106898,2018,0.226796
Other landfills,77541THDWCBUILD,kg,325199,101779,2018,1.814368
Other landfills,77541THDWCBUILD,kg,325199,100425,2018,21.318824
Other landfills,77541THDWCBUILD,kg,325199,100414,2018,17.690088
Other landfills,77481WPRSHYUJON,kg,221122,N982,2018,21360.100872
Other landfills,77481WPRSHYUJON,kg,221122,N770,2018,29837.735352
Other landfills,77481WPRSHYUJON,kg,221122,N495,2018,9185.238
Other landfills,77481WPRSHYUJON,kg,221122,N458,2018,196.0878216
Other landfills,77481WPRSHYUJON,kg,221122,N450,2018,69457.635776
Other landfills,77481WPRSHYUJON,kg,221122,N420,2018,6822.840145599999
Other landfills,77481WPRSHYUJON,kg,221122,N100,2018,23389.47148
Other landfills,77481WPRSHYUJON,kg,221122,N096,2018,3406.022328
Other landfills,77481WPRSHYUJON,kg,221122,N090,2018,12413.905856
Other landfills,77481WPRSHYUJON,kg,221122,N040,2018,658982.539928
Other landfills,77481WPRSHYUJON,kg,221122,N020,2018,4271.022272
Other landfills,7690WSNNGL14FST,kg,327320,7439921,2018,18.6282523336
Other landfills,77541THDWCBUILD,kg,325199,107211,2018,0.226796
Other landfills,77541THDWCBUILD,kg,325199,7782505,2018,0.226796
Other landfills,77541THDWCBUILD,kg,325199,108101,2018,4.9895119999999995
Other landfills,77541THDWCBUILD,kg,325199,108883,2018,7.711064
Other landfills,77541THDWCBUILD,kg,325199,75569,2018,0.226796
Other landfills,77541THDWCBUILD,kg,325199,75218,2018,0.226796
Other landfills,77541THDWCBUILD,kg,325199,75092,2018,4.53592
Other landfills,77541THDWCBUILD,kg,325199,75014,2018,0.226796
Other landfills,77541THDWCBUILD,kg,325199,75003,2018,0.226796
Other landfills,77541THDWCBUILD,kg,325199,71432,2018,4.082328
Other landfills,77541THDWCBUILD,kg,325199,67663,2018,0.226796
Other landfills,77541THDWCBUILD,kg,325199,62533,2018,0.226796
Other landfills,77541THDWCBUILD,kg,325199,608935,2018,2.09559504
Other landfills,77541THDWCBUILD,kg,325199,56235,2018,0.226796
Other landfills,77541THDWCBUILD,kg,325199,542756,2018,0.226796
Other landfills,77541THDWCBUILD,kg,325199,540590,2018,10.886208
Other landfills,77541THDWCBUILD,kg,325199,1330207,2018,15.87572
Other landfills,77541THDWCBUILD,kg,325199,127184,2018,1.814368
Other landfills,77541THDWCBUILD,kg,325199,118741,2018,45.54517272
Other landfills,77541THDWCBUILD,kg,325199,111422,2018,0.907184
Other landfills,77541THDWCBUILD,kg,325199,110543,2018,0.226796
Other landfills,77541THDWCBUILD,kg,325199,108952,2018,17.690088
Other landfills,77541THDWCBUILD,kg,325199,108907,2018,14.968536
Other landfills,77541THDWCBUILD,kg,325199,108601,2018,0.226796
Other landfills,76804MCMPNCAMPB,kg,326113,N982,2018,394.62504
Other landfills,77656PLPPPPOBOX,kg,322130,N420,2018,1312.1509376000001
Other landfills,77656PLPPPPOBOX,kg,322130,N458,2018,2.0683795199999997
Other landfills,78945LCRFY6549P,kg,221112,N770,2018,7118.94046728
Other landfills,78945LCRFY6549P,kg,221112,N495,2018,2682.9150334399997
Other landfills,78945LCRFY6549P,kg,221112,N458,2018,33.339012
Other landfills,78945LCRFY6549P,kg,221112,N450,2018,8521.84609224
Other landfills,78945LCRFY6549P,kg,221112,N420,2018,1347.16824
Other landfills,78945LCRFY6549P,kg,221112,N100,2018,5990.44439456
Other landfills,78945LCRFY6549P,kg,221112,N090,2018,2935.760822
Other landfills,78945LCRFY6549P,kg,221112,N040,2018,203912.52400376002
Other landfills,78263WSMMR9599G,kg,221112,N982,2018,7302.8312
Other landfills,78263WSMMR9599G,kg,221112,N770,2018,15875.72
Other landfills,78263WSMMR9599G,kg,221112,N495,2018,3737.5980799999998
Other landfills,78263WSMMR9599G,kg,221112,N458,2018,64.410064
Other landfills,78263WSMMR9599G,kg,221112,N450,2018,10659.412
Other landfills,78263WSMMR9599G,kg,221112,N420,2018,2323.298224
Other landfills,78263WSMMR9599G,kg,221112,N150,2018,5.0000000000000004e-08
Other landfills,78263WSMMR9599G,kg,221112,N100,2018,12337.7024
Other landfills,78263WSMMR9599G,kg,221112,N090,2018,4486.02488
Other landfills,78263WSMMR9599G,kg,221112,N040,2018,329307.792
Other landfills,78263WSMMR9599G,kg,221112,7664417,2018,0.226796
Other landfills,78945LCRFY6549P,kg,221112,N982,2018,4266.31398704
Other landfills,78217CPTLG11551,kg,327310,N458,2018,0.0453592
Other landfills,79007JMHBRHIGHW,kg,325180,191242,2018,0.0453592
Other landfills,79008PHLLPSTATE,kg,324110,100414,2018,0.226796
Other landfills,79008PHLLPSTATE,kg,324110,91203,2018,1.587572
Other landfills,79008PHLLPSTATE,kg,324110,75150,2018,0.226796
Other landfills,79008PHLLPSTATE,kg,324110,74851,2018,0.226796
Other landfills,79008PHLLPSTATE,kg,324110,71432,2018,4.082328
Other landfills,79008PHLLPSTATE,kg,324110,67561,2018,0.226796
Other landfills,79008PHLLPSTATE,kg,324110,463581,2018,0.226796
Other landfills,79008PHLLPSTATE,kg,324110,191242,2018,0.0453592
Other landfills,79008PHLLPSTATE,kg,324110,1330207,2018,3.628736
Other landfills,79008PHLLPSTATE,kg,324110,1313275,2018,0.226796
Other landfills,79008PHLLPSTATE,kg,324110,127184,2018,97.52228
Other landfills,79008PHLLPSTATE,kg,324110,115071,2018,0.226796
Other landfills,79008PHLLPSTATE,kg,324110,111422,2018,0.226796
Other landfills,79008PHLLPSTATE,kg,324110,110827,2018,0.226796
Other landfills,79008PHLLPSTATE,kg,324110,110543,2018,0.226796
Other landfills,79008PHLLPSTATE,kg,324110,108952,2018,0.907184
Other landfills,79008PHLLPSTATE,kg,324110,108883,2018,4.9895119999999995
Other landfills,79008PHLLPSTATE,kg,324110,108383,2018,0.226796
Other landfills,79008PHLLPSTATE,kg,324110,107211,2018,0.226796
Other landfills,79008PHLLPSTATE,kg,324110,106423,2018,0.226796
Other landfills,79007JMHBRHIGHW,kg,325180,N590,2018,0.0453592
Other landfills,77656PLPPPPOBOX,kg,322130,N450,2018,208075.6684904
Other landfills,78217CPTLG11551,kg,327310,N420,2018,0.0453592
Other landfills,78012SNMGL6200F,kg,221122,N770,2018,45920.746896
Other landfills,7785WKGRVS13MIL,kg,221112,N760,2018,37914.848096
Other landfills,7785WKGRVS13MIL,kg,221112,N725,2018,13602.316896
Other landfills,7785WKGRVS13MIL,kg,221112,N495,2018,30275.905224
Other landfills,7785WKGRVS13MIL,kg,221112,N458,2018,392.49315759999996
Other landfills,7785WKGRVS13MIL,kg,221112,N450,2018,507649.733784
Other landfills,7785WKGRVS13MIL,kg,221112,N420,2018,18792.2712008
Other landfills,7785WKGRVS13MIL,kg,221112,N100,2018,93510.25876
Other landfills,7785WKGRVS13MIL,kg,221112,N096,2018,10052.959496
Other landfills,7785WKGRVS13MIL,kg,221112,N090,2018,52931.91844
Other landfills,7785WKGRVS13MIL,kg,221112,N050,2018,5955.66296
Other landfills,7785WKGRVS13MIL,kg,221112,N040,2018,621145.256064
Other landfills,7785WKGRVS13MIL,kg,221112,N020,2018,14267.282768
Other landfills,77830GBBNS25MIL,kg,221112,N420,2018,171.457776
Other landfills,77830GBBNS25MIL,kg,221112,N040,2018,33219.717304
Other landfills,77830GBBNS25MIL,kg,221112,7782414,2018,3814.255128
Other landfills,77830GBBNS25MIL,kg,221112,7439976,2018,0.0453592
Other landfills,77720THGDYINTER,kg,325212,N511,2018,0.226796
Other landfills,77656PLPPPPOBOX,kg,322130,N982,2018,30547.652191200003
Other landfills,77656PLPPPPOBOX,kg,322130,N590,2018,28.775876479999997
Other landfills,7785WKGRVS13MIL,kg,221112,N770,2018,106056.159888
Other landfills,78217CPTLG11551,kg,327310,7664417,2018,0.226796
Other landfills,7785WKGRVS13MIL,kg,221112,N982,2018,57786.260024
Other landfills,77978FRMSPPOBOX,kg,325211,N090,2018,0.5170948799999999
Other landfills,78012SNMGL6200F,kg,221122,N725,2018,11651.417704
Other landfills,78012SNMGL6200F,kg,221122,N495,2018,7650.736264
Other landfills,78012SNMGL6200F,kg,221122,N450,2018,69325.640504
Other landfills,78012SNMGL6200F,kg,221122,N420,2018,14795.717448
Other landfills,78012SNMGL6200F,kg,221122,N100,2018,19884.112504
Other landfills,78012SNMGL6200F,kg,221122,N090,2018,12191.645776
Other landfills,78012SNMGL6200F,kg,221122,N040,2018,36882.472704
Other landfills,78012SNMGL6200F,kg,221122,N020,2018,7314.624592
Other landfills,77979NNCRBPOBOX,kg,325199,N982,2018,90.264808
Other landfills,77979NNCRBPOBOX,kg,325199,N230,2018,185.97272
Other landfills,77979NNCRBPOBOX,kg,325199,N090,2018,9.07184
Other landfills,77979NNCRBPOBOX,kg,325199,95487,2018,0.226796
Other landfills,77979NNCRBPOBOX,kg,325199,71363,2018,0.226796
Other landfills,77979NNCRBPOBOX,kg,325199,123911,2018,0.226796
Other landfills,77979NNCRBPOBOX,kg,325199,111422,2018,0.226796
Other landfills,77979NNCRBPOBOX,kg,325199,108907,2018,0.226796
Other landfills,77979NNCRBPOBOX,kg,325199,107211,2018,0.226796
Other landfills,77978FRMSPPOBOX,kg,325211,N982,2018,6.0645250399999995
Other landfills,77978FRMSPPOBOX,kg,325211,N100,2018,0.49895120000000004
Other landfills,77978FRMSPPOBOX,kg,325211,1344281,2018,11.34887184
Other landfills,76804MCMPNCAMPB,kg,326113,N420,2018,0.907184
Other landfills,76804MCMPNCAMPB,kg,326113,N230,2018,4.082328
Other landfills,76804MCMPNCAMPB,kg,326113,N040,2018,771.1064
Other landfills,75607TXSSTOFFHI,kg,325199,4170303,2018,0.226796
Other landfills,75607TXSSTOFFHI,kg,325199,1330207,2018,0.226796
Other landfills,75607TXSSTOFFHI,kg,325199,131113,2018,0.226796
Other landfills,75607TXSSTOFFHI,kg,325199,123728,2018,0.226796
Other landfills,75607TXSSTOFFHI,kg,325199,123637,2018,0.226796
Other landfills,75607TXSSTOFFHI,kg,325199,123386,2018,0.226796
Other landfills,75607TXSSTOFFHI,kg,325199,120127,2018,0.907184
Other landfills,75607TXSSTOFFHI,kg,325199,115071,2018,0.226796
Other landfills,75607TXSSTOFFHI,kg,325199,110827,2018,0.226796
Other landfills,75607TXSSTOFFHI,kg,325199,110543,2018,0.226796
Other landfills,75607TXSSTOFFHI,kg,325199,108883,2018,2.721552
Other landfills,75607TXSSTOFFHI,kg,325199,107211,2018,0.226796
Other landfills,75607TXSSTOFFHI,kg,325199,106990,2018,0.226796
Other landfills,75607TXSSTOFFHI,kg,325199,100425,2018,0.226796
Other landfills,75607TXSSTOFFHI,kg,325199,100414,2018,2.721552
Other landfills,75504NTRNTPOBOX,kg,322130,N982,2018,320.689544
Other landfills,75504NTRNTPOBOX,kg,322130,N458,2018,0.010432616
Other landfills,75504NTRNTPOBOX,kg,322130,N450,2018,1302.262632
Other landfills,75504NTRNTPOBOX,kg,322130,N420,2018,3.628736
Other landfills,75607TXSSTOFFHI,kg,325199,50000,2018,0.226796
Other landfills,75504NTRNTPOBOX,kg,322130,N040,2018,1438.793824
Other landfills,75607TXSSTOFFHI,kg,325199,67561,2018,0.226796
Other landfills,75607TXSSTOFFHI,kg,325199,71363,2018,25.401152
Other landfills,75650HWPRK2400F,kg,221112,N050,2018,7257.472
Other landfills,75650HWPRK2400F,kg,221112,N040,2018,285762.96
Other landfills,75650HWPRK2400F,kg,221112,N020,2018,6803.88
Other landfills,75607TXSSTOFFHI,kg,325199,N982,2018,202.302032
Other landfills,75607TXSSTOFFHI,kg,325199,N740,2018,0.453592
Other landfills,75607TXSSTOFFHI,kg,325199,N230,2018,0.226796
Other landfills,75607TXSSTOFFHI,kg,325199,98828,2018,0.226796
Other landfills,75607TXSSTOFFHI,kg,325199,92524,2018,0.226796
Other landfills,75607TXSSTOFFHI,kg,325199,91203,2018,1.360776
Other landfills,75607TXSSTOFFHI,kg,325199,85018,2018,1.360776
Other landfills,75607TXSSTOFFHI,kg,325199,78842,2018,0.226796
Other landfills,75607TXSSTOFFHI,kg,325199,78795,2018,0.226796
Other landfills,75607TXSSTOFFHI,kg,325199,77736,2018,0.226796
Other landfills,75607TXSSTOFFHI,kg,325199,75218,2018,0.226796
Other landfills,75607TXSSTOFFHI,kg,325199,75092,2018,0.226796
Other landfills,75607TXSSTOFFHI,kg,325199,74873,2018,0.226796
Other landfills,75607TXSSTOFFHI,kg,325199,74851,2018,0.226796
Other landfills,75607TXSSTOFFHI,kg,325199,7440020,2018,288.484512
Other landfills,75607TXSSTOFFHI,kg,325199,71432,2018,2.721552
Other landfills,75607TXSSTOFFHI,kg,325199,67663,2018,2.721552
Other landfills,75650HWPRK2400F,kg,221112,N090,2018,22679.6
Other landfills,75110LCTYR909S1,kg,331511,N495,2018,786.98212
Other landfills,75110LCTYR909S1,kg,331511,N120,2018,97.52228
Other landfills,74735WSTRNHWY70,kg,221122,N420,2018,185.1562544
Other landfills,74735WSTRNHWY70,kg,221122,N040,2018,39592.684904
Other landfills,74651SNRGNHWY15,kg,221112,N982,2018,0.226796
Other landfills,74651SNRGNHWY15,kg,221112,N770,2018,0.226796
Other landfills,74651SNRGNHWY15,kg,221112,N495,2018,0.226796
Other landfills,74651SNRGNHWY15,kg,221112,N458,2018,0.0453592
Other landfills,74651SNRGNHWY15,kg,221112,N450,2018,0.226796
Other landfills,74651SNRGNHWY15,kg,221112,N420,2018,0.0453592
Other landfills,74651SNRGNHWY15,kg,221112,N150,2018,5.0000000000000004e-08
Other landfills,74651SNRGNHWY15,kg,221112,N100,2018,0.226796
Other landfills,74651SNRGNHWY15,kg,221112,N090,2018,0.226796
Other landfills,74651SNRGNHWY15,kg,221112,N040,2018,0.226796
Other landfills,74651SNRGNHWY15,kg,221112,91203,2018,0.226796
Other landfills,74434MSKGG5501T,kg,221112,N982,2018,0.226796
Other landfills,74434MSKGG5501T,kg,221112,N770,2018,0.226796
Other landfills,74434MSKGG5501T,kg,221112,N495,2018,0.226796
Other landfills,74434MSKGG5501T,kg,221112,N458,2018,0.0453592
Other landfills,74434MSKGG5501T,kg,221112,N450,2018,0.226796
Other landfills,74434MSKGG5501T,kg,221112,N420,2018,0.0453592
Other landfills,74735WSTRNHWY70,kg,221122,N450,2018,2898.906472
Other landfills,75110LCTYR909S1,kg,331511,N450,2018,164.200304
Other landfills,74735WSTRNHWY70,kg,221122,N458,2018,5.6699
Other landfills,74764WYRHSHIGHW,kg,322130,120809,2018,0.10432616
Other landfills,75110LCTYR909S1,kg,331511,91203,2018,7783.185128
Other landfills,75110LCTYR909S1,kg,331511,7440508,2018,984.748232
Other landfills,75110LCTYR909S1,kg,331511,108952,2018,134.263232
Other landfills,74945GLBLSHWY17,kg,327410,N770,2018,6084.98884308
Other landfills,74945GLBLSHWY17,kg,327410,N420,2018,138.76966852
Other landfills,74820DLCMN1100W,kg,327310,N420,2018,1142.144656
Other landfills,74820DLCMN1100W,kg,327310,7439976,2018,0.2721552
Other landfills,74764WYRHSHIGHW,kg,322130,N982,2018,16643.197664
Other landfills,74764WYRHSHIGHW,kg,322130,N495,2018,5044.396632
Other landfills,74764WYRHSHIGHW,kg,322130,N458,2018,9.07184
Other landfills,74764WYRHSHIGHW,kg,322130,N450,2018,163001.006752
Other landfills,74764WYRHSHIGHW,kg,322130,N420,2018,792.425224
Other landfills,74764WYRHSHIGHW,kg,322130,N150,2018,0.007462000000000002
Other landfills,74764WYRHSHIGHW,kg,322130,N090,2018,1934.56988
Other landfills,74764WYRHSHIGHW,kg,322130,N040,2018,31570.456792
Other landfills,74764WYRHSHIGHW,kg,322130,75070,2018,0.907184
Other landfills,74764WYRHSHIGHW,kg,322130,67561,2018,180.076024
Other landfills,74764WYRHSHIGHW,kg,322130,50000,2018,1.360776
Other landfills,74764WYRHSHIGHW,kg,322130,1319773,2018,0.10886208
Other landfills,74764WYRHSHIGHW,kg,322130,108952,2018,5.443104
Other landfills,75650HWPRK2400F,kg,221112,N096,2018,8164.656
Other landfills,75650HWPRK2400F,kg,221112,N100,2018,21772.416
Other landfills,75650HWPRK2400F,kg,221112,N420,2018,16768.389056
Other landfills,76567SNDWS7MISW,kg,221112,N458,2018,10.3872568
Other landfills,76567SNDWS7MISW,kg,221112,N420,2018,580.824556
Other landfills,76307PGGNDI44EA,kg,327211,N982,2018,0.226796
Other landfills,76240SPRYL3333N,kg,325510,80057,2018,0.226796
Other landfills,76065TXSND245WA,kg,327310,N982,2018,919.79839352
Other landfills,76065TXSND245WA,kg,327310,N458,2018,0.4309124
Other landfills,76065TXSND245WA,kg,327310,N450,2018,15671.435770959999
Other landfills,76065TXSND245WA,kg,327310,N420,2018,385.81628336
Other landfills,76065TXSND245WA,kg,327310,N090,2018,562.9983904000001
Other landfills,76065HLNMT1600D,kg,327310,N420,2018,2019.2872578400002
Other landfills,76065HLNMT1600D,kg,327310,7439976,2018,0.11793392
Other landfills,76065GFFRDPOBOX,kg,327310,N982,2018,0.226796
Other landfills,76065GFFRDPOBOX,kg,327310,N458,2018,0.0453592
Other landfills,76065GFFRDPOBOX,kg,327310,N450,2018,0.226796
Other landfills,76065GFFRDPOBOX,kg,327310,N420,2018,0.0453592
Other landfills,76031TXSLM15865,kg,327410,N770,2018,23241.486182816
Other landfills,76031TXSLM15865,kg,327410,N495,2018,7505.416273408
Other landfills,76031TXSLM15865,kg,327410,N420,2018,498.305738584
Other landfills,7593WCRRGN1923H,kg,321219,N420,2018,201.88019144
Other landfills,7656WSNDWG378CH,kg,221112,N420,2018,886.999156
Other landfills,7593WCRRGN1923H,kg,321219,N150,2018,5e-05
Other landfills,7656WSNDWG378CH,kg,221112,N458,2018,15.87572
Other landfills,7668WSNDYC2161R,kg,221112,7664393,2018,0.226796
Other landfills,76804MCMPNCAMPB,kg,326113,N010,2018,2.26796
Other landfills,76804MCMPNCAMPB,kg,326113,872504,2018,2.721552
Other landfills,76804MCMPNCAMPB,kg,326113,71363,2018,163.29312
Other landfills,76804MCMPNCAMPB,kg,326113,1330207,2018,99.79024
Other landfills,76804MCMPNCAMPB,kg,326113,108883,2018,43.998424
Other landfills,76804MCMPNCAMPB,kg,326113,108101,2018,54.431039999999996
Other landfills,76804MCMPNCAMPB,kg,326113,100414,2018,25.401152
Other landfills,76804KHLRCMILAM,kg,326191,N982,2018,15408.973832
Other landfills,76712LHGHC1SWIC,kg,327310,N420,2018,0.0453592
Other landfills,7668WSNDYC2161R,kg,221112,N982,2018,18514.718256
Other landfills,7668WSNDYC2161R,kg,221112,N770,2018,36948.697136
Other landfills,7668WSNDYC2161R,kg,221112,N458,2018,178.715248
Other landfills,7668WSNDYC2161R,kg,221112,N450,2018,31577.714264
Other landfills,7668WSNDYC2161R,kg,221112,N420,2018,6167.036832
Other landfills,7668WSNDYC2161R,kg,221112,N100,2018,27656.865016
Other landfills,7668WSNDYC2161R,kg,221112,N090,2018,12706.926288
Other landfills,7668WSNDYC2161R,kg,221112,N040,2018,861479.162896
Other landfills,7668WSNDYC2161R,kg,221112,7664939,2018,0.226796
Other landfills,7668WSNDYC2161R,kg,221112,7664417,2018,10602.713
Other landfills,7668WSNDYC2161R,kg,221112,7647010,2018,0.226796
Other landfills,75846NCRSTHWY79,kg,331110,N982,2018,4380.337944
Other landfills,75846NCRSTHWY79,kg,331110,N495,2018,0.226796
Other landfills,75846NCRSTHWY79,kg,331110,N458,2018,0.0453592
Other landfills,75691MRTNL8850F,kg,221112,N458,2018,262.402972
Other landfills,75691MRTNL8850F,kg,221112,N450,2018,252497.429904
Other landfills,75691MRTNL8850F,kg,221112,N420,2018,14018.487556
Other landfills,75691MRTNL8850F,kg,221112,N100,2018,53499.815624
Other landfills,75691MRTNL8850F,kg,221112,N096,2018,8457.22284
Other landfills,75691MRTNL8850F,kg,221112,N090,2018,27253.168136
Other landfills,75691MRTNL8850F,kg,221112,N050,2018,2570.052272
Other landfills,75691MRTNL8850F,kg,221112,N040,2018,708254.42452
Other landfills,75691MRTNL8850F,kg,221112,N020,2018,8888.588832
Other landfills,75670MRCNNWESTE,kg,325998,7439976,2018,0.5896696
Other landfills,75670MRCNNWESTE,kg,325998,7439965,2018,390.542712
Other landfills,75670MRCNNWESTE,kg,325998,7439921,2018,33.565808
Other landfills,75650HWPRK2400F,kg,221112,N982,2018,23133.192
Other landfills,75650HWPRK2400F,kg,221112,N770,2018,49895.12
Other landfills,75650HWPRK2400F,kg,221112,N760,2018,14061.351999999999
Other landfills,75650HWPRK2400F,kg,221112,N725,2018,8164.656
Other landfills,75650HWPRK2400F,kg,221112,N495,2018,17236.496
Other landfills,75650HWPRK2400F,kg,221112,N458,2018,399.614552
Other landfills,75650HWPRK2400F,kg,221112,N450,2018,167829.04
Other landfills,75691MRTNL8850F,kg,221112,N495,2018,20478.771615999998
Other landfills,75691MRTNL8850F,kg,221112,N725,2018,6267.280664
Other landfills,75691MRTNL8850F,kg,221112,N760,2018,24405.51756
Other landfills,75691MRTNL8850F,kg,221112,N770,2018,82684.378496
Other landfills,75846NCRSTHWY79,kg,331110,N450,2018,20166.70032
Other landfills,75846NCRSTHWY79,kg,331110,N420,2018,825.991032
Other landfills,75846NCRSTHWY79,kg,331110,N100,2018,984.748232
Other landfills,75846NCRSTHWY79,kg,331110,N090,2018,831.887728
Other landfills,75846LMSTNFM39A,kg,221122,N982,2018,21554.238248
Other landfills,75846LMSTNFM39A,kg,221122,N770,2018,29484.840776
Other landfills,75846LMSTNFM39A,kg,221122,N495,2018,9137.61084
Other landfills,75846LMSTNFM39A,kg,221122,N458,2018,163.3838384
Other landfills,75846LMSTNFM39A,kg,221122,N450,2018,71075.144848
Other landfills,79008PHLLPSTATE,kg,324110,95476,2018,0.226796
Other landfills,75846LMSTNFM39A,kg,221122,N420,2018,6754.1663168
Other landfills,75846LMSTNFM39A,kg,221122,N090,2018,12372.628983999999
Other landfills,75846LMSTNFM39A,kg,221122,N040,2018,648188.864696
Other landfills,75846LMSTNFM39A,kg,221122,N020,2018,4241.0851999999995
Other landfills,75840BGBRW11MIE,kg,221112,N770,2018,7710.610408
Other landfills,75840BGBRW11MIE,kg,221112,N458,2018,39.5532224
Other landfills,75840BGBRW11MIE,kg,221112,N450,2018,20921.931
Other landfills,75840BGBRW11MIE,kg,221112,N420,2018,1388.218316
Other landfills,75840BGBRW11MIE,kg,221112,N040,2018,77634.53876
Other landfills,75691MRTNL8850F,kg,221112,N982,2018,29310.661448
Other landfills,75846LMSTNFM39A,kg,221122,N100,2018,23070.596304
Other landfills,74434MSKGG5501T,kg,221112,N150,2018,5.0000000000000004e-08
Other landfills,79008PHLLPSTATE,kg,324110,95636,2018,0.226796
Other landfills,79008PHLLPSTATE,kg,324110,N096,2018,24.493968
Other landfills,84330NCRST7285W,kg,331110,N458,2018,100.28919119999999
Other landfills,84330NCRST7285W,kg,331110,N450,2018,2789.137208
Other landfills,84330NCRST7285W,kg,331110,N420,2018,85660.7131224
Other landfills,84330NCRST7285W,kg,331110,N100,2018,96.615096
Other landfills,84330NCRST7285W,kg,331110,N090,2018,16474.46144
Other landfills,84330NCRST7285W,kg,331110,N040,2018,47097.818136
Other landfills,84330NCRST7285W,kg,331110,1336363,2018,509.837408
Other landfills,84302MRTNT9160N,kg,336415,7429905,2018,17282.762384
Other landfills,84078BNNZP12500,kg,221112,N770,2018,9525.432
Other landfills,84078BNNZP12500,kg,221112,N495,2018,3674.0951999999997
Other landfills,84078BNNZP12500,kg,221112,N458,2018,40.82328
Other landfills,84078BNNZP12500,kg,221112,N450,2018,63502.88
Other landfills,84078BNNZP12500,kg,221112,N420,2018,8164.656
Other landfills,84078BNNZP12500,kg,221112,N100,2018,6350.288
Other landfills,84078BNNZP12500,kg,221112,N090,2018,19050.864
Other landfills,84078BNNZP12500,kg,221112,N040,2018,371945.44
Other landfills,84078BNNZP12500,kg,221112,7440666,2018,8164.656
Other landfills,84074MXMGNROWLE,kg,331410,N150,2018,0.001129
Other landfills,84074MXMGNROWLE,kg,331410,7439921,2018,2.00034072
Other landfills,84330NCRST7285W,kg,331110,N495,2018,170.097
