DISPOSAL ACTIVITY,REPORTING YEAR,UNIT OF MEASURE,TRIFID,PRIMARY NAICS CODE,TRI_CHEM_ID,FLOW
Land treatment/application farming,1995,kg,00747KNDLLROUTE,326121,117817,0.226796
Other landfills,1995,kg,42087WSTVCHIGHW,322121,N511,0.226796
Other landfills,1995,kg,42087WSTVCHIGHW,322121,7664417,2.26796
Other landfills,1995,kg,42087WSTVCHIGHW,322121,7664382,0.226796
Other landfills,1995,kg,42087WSTVCHIGHW,322121,7647010,0.226796
Other landfills,1995,kg,42087WSTVCHIGHW,322121,75070,0.226796
Other landfills,1995,kg,42087WSTVCHIGHW,322121,74873,0.226796
Other landfills,1995,kg,42087WSTVCHIGHW,322121,67663,2.26796
Other landfills,1995,kg,42087WSTVCHIGHW,322121,67561,1133.98
Other landfills,1995,kg,42087WSTVCHIGHW,322121,64186,0.226796
Other landfills,1995,kg,42087WSTVCHIGHW,322121,1319773,104.32616
Other landfills,1995,kg,42087WSTVCHIGHW,322121,108952,0.226796
Other landfills,1995,kg,42029SKWLLHIGHW,331110,N450,3817.430272
Other landfills,1995,kg,42029SKWLLHIGHW,331110,N040,2175.427232
Other landfills,1995,kg,42029GFCHMHIGHW,325199,7664417,0.226796
Other landfills,1995,kg,42029GFCHMHIGHW,325199,7664382,0.226796
Other landfills,1995,kg,42029GFCHMHIGHW,325199,7440508,1920.054936
Other landfills,1995,kg,42029GFCHMHIGHW,325199,7440020,2360.0391759999998
Other landfills,1995,kg,42029GFCHMHIGHW,325199,71432,0.226796
Other landfills,1995,kg,42029GFCHMHIGHW,325199,67561,0.226796
Other landfills,1995,kg,42029GFCHMHIGHW,325199,64675,0.226796
Other landfills,1995,kg,42029GFCHMHIGHW,325199,50000,0.226796
Other landfills,1995,kg,42029GFCHMHIGHW,325199,108930,0.226796
Other landfills,1995,kg,42029GFCHMHIGHW,325199,108883,0.226796
Other landfills,1995,kg,42029GFCHMHIGHW,325199,108316,0.226796
Other landfills,1995,kg,42029GFCHMHIGHW,325199,108054,0.226796
Other landfills,1995,kg,42087WSTVCHIGHW,322121,N982,340.194
Other landfills,1995,kg,42029GFCHMHIGHW,325199,107197,0.226796
Other landfills,1995,kg,42134MRCNBUSHIG,331420,7440508,2.26796
Other landfills,1995,kg,42141PNSTN55ABE,337127,7439965,3.628736
Other landfills,1995,kg,43055WNSCRCASEA,327993,108952,1389.352296
Other landfills,1995,kg,42754CMPBL350EM,333912,N230,0.226796
Other landfills,1995,kg,42431GTKNTISLAN,333515,7440484,113.398
Other landfills,1995,kg,42420LCNNGKENTU,331313,7440508,9579.86304
Other landfills,1995,kg,42348WLLMTPOBOX,322121,7782505,0.226796
Other landfills,1995,kg,42348WLLMTPOBOX,322121,7647010,0.226796
Other landfills,1995,kg,42348WLLMTPOBOX,322121,75070,2.26796
Other landfills,1995,kg,42348WLLMTPOBOX,322121,67663,1.814368
Other landfills,1995,kg,42348WLLMTPOBOX,322121,67561,474.910824
Other landfills,1995,kg,42348WLLMTPOBOX,322121,120809,292.56684
Other landfills,1995,kg,42348WLLMTPOBOX,322121,108952,5.443104
Other landfills,1995,kg,42348WLLMTPOBOX,322121,10049044,0.226796
Other landfills,1995,kg,42276LGNLMPOBOX,331315,7440508,45.3592
Other landfills,1995,kg,42276LGNLMPOBOX,331315,7440473,1179.3392
Other landfills,1995,kg,42276LGNLMPOBOX,331315,7439965,0.226796
Other landfills,1995,kg,42276LGNLMPOBOX,331315,7429905,0.226796
Other landfills,1995,kg,42261MCRCY609GA,331314,7440508,14061.351999999999
Other landfills,1995,kg,42261MCRCY609GA,331314,7440473,997.9024
Other landfills,1995,kg,42261MCRCY609GA,331314,7439965,16329.312
Other landfills,1995,kg,42261MCRCY609GA,331314,7429905,244939.68
Other landfills,1995,kg,42167BLDNWCAPPH,331491,N010,90.7184
Other landfills,1995,kg,42164SMTML796SM,335931,7440508,0.226796
Other landfills,1995,kg,42164SMTML2687O,335931,7440508,0.226796
Other landfills,1995,kg,42141PNSTN55ABE,337127,7440473,3.628736
Other landfills,1995,kg,42141PNSTN55ABE,337127,7440020,2.721552
