DISPOSAL ACTIVITY,REPORTING YEAR,UNIT OF MEASURE,TRIFID,PRIMARY NAICS CODE,CAS NUMBER,FLOW
Land treatment/application farming,1993,kg,00632BCRDCSTREE,312140,7664939,0.226796
Other landfills,1993,kg,45365STLLC2633C,332812,7664939,0.226796
Other landfills,1993,kg,45365STLLC2633C,332812,71363,0.226796
Other landfills,1993,kg,45365STLLC2633C,332812,1330207,0.226796
Other landfills,1993,kg,45365STLLC2633C,332812,108883,0.226796
Other landfills,1993,kg,45365STLLC2633C,332812,107211,0.226796
Other landfills,1993,kg,45365STLLC2633C,332812,100414,0.226796
Other landfills,1993,kg,45365STLLC2633C,332322,N230,0.226796
Other landfills,1993,kg,45365DRSSRNMAIN,333912,7440508,2.26796
Other landfills,1993,kg,45365DRSSRNMAIN,333912,7439965,2.26796
Other landfills,1993,kg,45225MDLPT3242S,331524,7440508,0.226796
Other landfills,1993,kg,45215RBRZC940RE,332811,79016,0.226796
Other landfills,1993,kg,45215RBRZC940RE,332811,71556,0.226796
Other landfills,1993,kg,45056SQRDC5735C,335311,7440508,566.99
Other landfills,1993,kg,45365STLLC2633C,332812,7697372,0.226796
Other landfills,1993,kg,45050RKYPL240AM,326121,108883,0.226796
Other landfills,1993,kg,45043RMCNC1801C,331110,N420,22679.6
Other landfills,1993,kg,45039CNCNN537GR,334413,7647010,2.26796
Other landfills,1993,kg,44870GCFND2806W,331511,7439965,5292.965048
Other landfills,1993,kg,44864MNSFL150FI,327110,N982,36573.12296
Other landfills,1993,kg,44864MNSFL150FI,327110,7440508,138.799152
Other landfills,1993,kg,44864MNSFL150FI,327110,7439921,86.18248
Other landfills,1993,kg,44846GRWRSLOCKW,325314,7664382,0.226796
Other landfills,1993,kg,44830SNCWR319SO,331222,7439921,0.0453592
Other landfills,1993,kg,44820HRVRDBEALA,326220,N982,3583.3768
Other landfills,1993,kg,44820HRVRDBEALA,326220,N420,544.3104
Other landfills,1993,kg,44820HRVRDBEALA,326220,N078,498.9512
Other landfills,1993,kg,44820HRVRDBEALA,326220,N040,344.72992
Other landfills,1993,kg,44820HRVRDBEALA,326220,103231,2630.8336
Other landfills,1993,kg,45043RMCNC1801C,331110,N450,117933.92
Other landfills,1993,kg,45365STLLC2633C,332812,78933,0.226796
Other landfills,1993,kg,45365STLLC2633C,332812,91203,0.226796
Other landfills,1993,kg,45365STLLC2633C,332812,95636,0.226796
Other landfills,1993,kg,46304BTHLHBURNS,331110,91225,0.226796
Other landfills,1993,kg,46304BTHLHBURNS,331110,7664939,0.226796
Other landfills,1993,kg,46304BTHLHBURNS,331110,7664417,0.226796
Other landfills,1993,kg,46304BTHLHBURNS,331110,7664382,0.226796
Other landfills,1993,kg,46304BTHLHBURNS,331110,71556,0.226796
Other landfills,1993,kg,46304BTHLHBURNS,331110,1330207,0.226796
Other landfills,1993,kg,46304BTHLHBURNS,331110,120127,0.226796
Other landfills,1993,kg,46304BTHLHBURNS,331110,110861,0.226796
Other landfills,1993,kg,46304BTHLHBURNS,331110,108952,0.226796
Other landfills,1993,kg,46304BTHLHBURNS,331110,108883,0.226796
Other landfills,1993,kg,46304BTHLHBURNS,331110,106990,0.226796
Other landfills,1993,kg,46304BTHLHBURNS,331110,100425,0.226796
Other landfills,1993,kg,46241RLLYT1500S,325194,75058,0.226796
Other landfills,1993,kg,46135LNSTRPUTNA,327310,N090,2680.72872
Other landfills,1993,kg,46060NBLSV1600S,331511,7439965,635.0288
Other landfills,1993,kg,45879LFRGCCOUNT,327310,7440473,3129.7848
Other landfills,1993,kg,45840HSNNC1849I,336390,1330207,0.226796
Other landfills,1993,kg,45840HSNNC1849I,336390,108101,0.226796
Other landfills,1993,kg,45840HSNNC1849I,332813,7664939,0.226796
Other landfills,1993,kg,45804WHMCX1600M,331511,7440473,34291.5552
Other landfills,1993,kg,45804WHMCX1600M,331511,7440020,21772.416
Other landfills,1993,kg,45804WHMCX1600M,331511,7439965,38101.728
Other landfills,1993,kg,45656PGRNRCOUNT,327120,N040,113.398
Other landfills,1993,kg,45656PGRNRCOUNT,327120,7664382,3466.3500639999997
Other landfills,1993,kg,45418PLTNG1525W,332813,N982,41641.559968
Other landfills,1993,kg,45387VRNYL875DA,326291,127184,0.226796
Other landfills,1993,kg,45387VRNYL875DA,326299,127184,0.226796
Other landfills,1993,kg,45365STLLC2633C,332812,N495,0.226796
Other landfills,1993,kg,45365STLLC2633C,332812,N090,0.226796
Other landfills,1993,kg,45365STLLC2633C,332812,N010,0.226796
Other landfills,1993,kg,44805FLTLS268EA,326299,N982,0.226796
Other landfills,1993,kg,44805FLTLS268EA,336612,N982,0.226796
Other landfills,1993,kg,46304BTHLHBURNS,331110,95636,0.226796
Other landfills,1993,kg,44805FLTLS1111F,326299,108883,0.226796
Other landfills,1993,kg,44805FLTLS1111F,336612,108883,0.226796
Other landfills,1993,kg,44707MTRPL1201M,327120,N090,113.398
Other landfills,1993,kg,43702BRNHM2345L,331511,50000,72.57472
Other landfills,1993,kg,43702BRNHM2345L,331511,1344281,24947.56
Other landfills,1993,kg,43702BRNHM2345L,331511,108952,725.7472
Other landfills,1993,kg,43702BRNHM2345L,331511,101688,10.886208
Other landfills,1993,kg,43605NTNLC1414E,331513,7439965,124533.230008
Other landfills,1993,kg,43567MLTCS225EL,331524,7440508,1.814368
Other landfills,1993,kg,43545NVRSL1253I,325320,7440508,113.398
Other landfills,1993,kg,43512MNVLLTHIRD,327993,50000,0.226796
Other landfills,1993,kg,43512MNVLLCARPE,327993,7664417,1696.43408
Other landfills,1993,kg,43512MNVLLCARPE,327993,50000,6157.5114
Other landfills,1993,kg,43512MNVLLCARPE,327993,108952,1323.127864
Other landfills,1993,kg,43512GMCXXSTATE,331511,N982,635028.8
Other landfills,1993,kg,43512GMCXXSTATE,331511,N450,290298.88
Other landfills,1993,kg,43702BRNHM2345L,331511,N450,267619.27999999997
Other landfills,1993,kg,43512GMCXXSTATE,331511,N420,14061.351999999999
Other landfills,1993,kg,43512GMCXXSTATE,331511,N090,17690.088
Other landfills,1993,kg,43512GMCXXSTATE,331511,7783202,0.226796
Other landfills,1993,kg,43512GMCXXSTATE,331511,7664939,0.226796
Other landfills,1993,kg,43512GMCXXSTATE,331511,7664417,0.226796
Other landfills,1993,kg,43512GMCXXSTATE,331511,7664382,21772.416
Other landfills,1993,kg,43512GMCXXSTATE,331511,7647010,0.226796
Other landfills,1993,kg,43512GMCXXSTATE,331511,7440020,3946.2504
Other landfills,1993,kg,43512GMCXXSTATE,331511,71556,1.814368
Other landfills,1993,kg,43512GMCXXSTATE,331511,67561,0.226796
Other landfills,1993,kg,43512GMCXXSTATE,331511,6484522,0.226796
Other landfills,1993,kg,43512GMCXXSTATE,331511,50000,3855.532
Other landfills,1993,kg,43512GMCXXSTATE,331511,111422,113.398
Other landfills,1993,kg,43512GMCXXSTATE,331511,108952,3628.736
Other landfills,1993,kg,43512GMCXXSTATE,331511,N100,12246.984
Other landfills,1993,kg,43812DMNTD1300W,315990,117817,0.226796
Other landfills,1993,kg,43812DMNTD1300W,315990,N982,0.226796
Other landfills,1993,kg,43812DMNTD1300W,339113,1330207,0.226796
Other landfills,1993,kg,44481WRRNW1040P,331110,N982,15422.128
Other landfills,1993,kg,44481WRRNW1040P,331110,N495,1814.368
Other landfills,1993,kg,44481WRRNW1040P,331110,N450,371945.44
Other landfills,1993,kg,44481WRRNW1040P,331110,N420,1678.2904
Other landfills,1993,kg,44481WRRNW1040P,331110,N090,27215.52
Other landfills,1993,kg,44481WRRNW1040P,331110,7664417,217.72415999999998
Other landfills,1993,kg,44460SPCLT1801S,333414,N090,113.398
Other landfills,1993,kg,44460QKRCT310EU,331511,7664382,113.398
Other landfills,1993,kg,44408CLMBN501LI,331513,7440473,113.398
Other landfills,1993,kg,44408CLMBN501LI,331513,7440020,113.398
Other landfills,1993,kg,44408CLMBN501LI,331513,7439965,113.398
Other landfills,1993,kg,44315LRLCR1210M,332999,71556,0.226796
Other landfills,1993,kg,44224STRKT201ES,325998,N982,113.398
Other landfills,1993,kg,44224STRKT201ES,325199,N230,0.226796
Other landfills,1993,kg,44127LTVST3100E,331110,N982,276691.12
Other landfills,1993,kg,44127LTVST3100E,331110,N495,13154.168
Other landfills,1993,kg,44127LTVST3100E,331110,N450,544310.4
Other landfills,1993,kg,44127LTVST3100E,331110,N100,4989.512
Other landfills,1993,kg,44127LTVST3100E,331110,N090,10886.208
Other landfills,1993,kg,44127LTVST3100E,331110,N010,23.586784
Other landfills,1993,kg,44105RPBLC7930J,332813,7439921,0.0453592
Other landfills,1993,kg,44077RCPLS786HA,325211,N982,131.54167999999999
Other landfills,1993,kg,44077QNTMC303HI,325991,N982,113.398
Other landfills,1993,kg,44055SSLRN1807E,331110,N495,10432.616
Other landfills,1993,kg,44055SSLRN1807E,331110,N450,544310.4
Other landfills,1993,kg,44055SSLRN1807E,331110,N420,54431.04
Other landfills,1993,kg,44055SSLRN1807E,331110,N090,18597.272
Other landfills,1993,kg,44004LCPCH3509M,325180,7439976,2.26796
Other landfills,1993,kg,43840THSTNNORTH,327120,7439965,4263.7648
Other landfills,1993,kg,44707MTRPL1201M,327120,N450,113.398
Other landfills,1993,kg,46304BTHLHBURNS,331110,N040,0.226796
Other landfills,1993,kg,46304BTHLHBURNS,331110,N090,9979.024
Other landfills,1993,kg,46304BTHLHBURNS,331110,N100,10886.208
Other landfills,1993,kg,48084SLZRP1972M,331492,7429905,2.26796
Other landfills,1993,kg,48084SLZRP1972M,331314,7440508,2.26796
Other landfills,1993,kg,48084SLZRP1972M,331314,7440484,2.26796
Other landfills,1993,kg,48084SLZRP1972M,331314,7440473,113.398
Other landfills,1993,kg,48084SLZRP1972M,331314,7440020,113.398
Other landfills,1993,kg,48083HLBLC1855S,326140,N040,9017.40896
Other landfills,1993,kg,48077TRWNC34201,333613,N040,340.194
Other landfills,1993,kg,47933SMMRM315PO,332813,7440020,113.398
Other landfills,1993,kg,47918HRRSN900MO,333511,7440473,20956.403992
Other landfills,1993,kg,47918HRRSN900MO,333511,7440020,21202.250856
Other landfills,1993,kg,47918HRRSN900MO,333511,7439965,15494.70272
Other landfills,1993,kg,47918HRRSN900MO,333511,7429905,113.398
Other landfills,1993,kg,47918HRRSN900MO,333511,108952,113.398
Other landfills,1993,kg,48116CMRNP7250W,331492,7440020,0.226796
Other landfills,1993,kg,47904ZMLFY52252,325412,N040,1654.703616
Other landfills,1993,kg,47630LMNMCHIGHW,331313,N100,5034.8712
Other landfills,1993,kg,47630LMNMCHIGHW,331313,N090,58.96696
Other landfills,1993,kg,47630LMNMCHIGHW,331313,7429905,22316.7264
Other landfills,1993,kg,47591VNCNN2007O,332312,7440666,340.194
Other landfills,1993,kg,47591VNCNN2007O,332312,7439965,1587.572
Other landfills,1993,kg,47542STYLN1002N,337211,71363,0.226796
Other landfills,1993,kg,47542STYLN1002N,337211,67561,0.226796
Other landfills,1993,kg,47421GMCCNNORTH,331523,7440020,8.618248
Other landfills,1993,kg,47374SLVCS2153W,331511,7440508,4354.4832
Other landfills,1993,kg,47374SLVCS2153W,331511,7440473,3447.2992
Other landfills,1993,kg,47374SLVCS2153W,331511,7439965,3900.8912
Other landfills,1993,kg,47320LTTLR500WW,331523,7440417,2.26796
Other landfills,1993,kg,47201VNTRC18042,336992,1330207,340.194
Other landfills,1993,kg,47808PFZRNCARLI,325411,6484522,58.96696
Other landfills,1993,kg,48121FRDMT3001M,327211,N090,0.226796
Other landfills,1993,kg,48131DNDCM6211N,327310,7440020,113.398
Other landfills,1993,kg,48131DNDCM6211N,327310,7440473,113.398
Other landfills,1993,kg,48220CTTNC2300G,325520,N040,9525.432
Other landfills,1993,kg,48220CTTNC2300G,325520,117817,113.398
Other landfills,1993,kg,48218FRTZP255MA,331314,7440508,2198.560424
Other landfills,1993,kg,48215CHRYL2101C,336112,N982,0.226796
Other landfills,1993,kg,48215CHRYL2101C,336112,N495,0.226796
Other landfills,1993,kg,48215CHRYL2101C,336112,N450,0.226796
Other landfills,1993,kg,48215CHRYL2101C,336112,N230,0.226796
Other landfills,1993,kg,48215CHRYL2101C,336112,95636,0.226796
Other landfills,1993,kg,48215CHRYL2101C,336112,7697372,0.226796
Other landfills,1993,kg,48215CHRYL2101C,336112,71432,0.226796
Other landfills,1993,kg,48215CHRYL2101C,336112,71363,0.226796
Other landfills,1993,kg,48215CHRYL2101C,336112,67561,0.226796
Other landfills,1993,kg,48215CHRYL2101C,336112,1330207,0.226796
Other landfills,1993,kg,48215CHRYL2101C,336112,108101,0.226796
Other landfills,1993,kg,48215CHRYL2101C,336112,107211,0.226796
Other landfills,1993,kg,48215CHRYL2101C,336112,100414,0.226796
Other landfills,1993,kg,48215CHRYL2101C,336111,N040,0.226796
Other landfills,1993,kg,48215CHRYL2101C,336111,78933,0.226796
Other landfills,1993,kg,48215CHRYL2101C,336111,7664939,0.226796
Other landfills,1993,kg,48215CHRYL2101C,336111,7664382,0.226796
Other landfills,1993,kg,48215CHRYL2101C,336111,7440508,0.226796
Other landfills,1993,kg,48215CHRYL2101C,336111,50000,0.226796
Other landfills,1993,kg,48192DTRTT1213G,332722,N982,113.398
Other landfills,1993,kg,48139HSKNS10776,331314,N090,0.226796
Other landfills,1993,kg,48139HSKNS10776,331314,7440508,127.912944
Other landfills,1993,kg,48139HSKNS10776,331314,7440484,6.8038799999999995
Other landfills,1993,kg,48139HSKNS10776,331314,7440473,36.28736
Other landfills,1993,kg,48139HSKNS10776,331314,7440020,1716.392128
Other landfills,1993,kg,48139HSKNS10776,331314,7439965,16.329312
Other landfills,1993,kg,47201VNTRC18042,336992,108883,113.398
Other landfills,1993,kg,47167FRRLYBECKS,332117,7440508,1839.769152
Other landfills,1993,kg,47167FRRLYBECKS,332117,7440020,1012.870936
Other landfills,1993,kg,46992WBSHM14501,334419,7440508,0.226796
Other landfills,1993,kg,46515CCRPC2730M,562112,78933,0.226796
Other landfills,1993,kg,46515CCRPC2730M,562112,67641,0.226796
Other landfills,1993,kg,46515CCRPC2730M,562112,67561,0.226796
Other landfills,1993,kg,46402SSGRYONENO,331110,N982,154221.28
Other landfills,1993,kg,46402SSGRYONENO,331110,N495,17236.496
Other landfills,1993,kg,46402SSGRYONENO,331110,N450,217724.16
Other landfills,1993,kg,46402SSGRYONENO,331110,N106,4.082328
Other landfills,1993,kg,46402SSGRYONENO,331110,N100,8618.248
Other landfills,1993,kg,46402SSGRYONENO,331110,N090,108862.08
Other landfills,1993,kg,46368MDWSTROUTE,331221,N982,31570.0032
Other landfills,1993,kg,46368MDWSTROUTE,331221,N090,55474.3016
Other landfills,1993,kg,46350HWMTC1110E,331529,7429905,4422.522
Other landfills,1993,kg,46345KNGSB3RDRD,331511,7440020,1496.8536
Other landfills,1993,kg,46312NLNDS3210W,331110,N982,900669.965288
Other landfills,1993,kg,46312NLNDS3210W,331110,N495,6487.272784
Other landfills,1993,kg,46312NLNDS3210W,331110,N450,3391041.545016
Other landfills,1993,kg,46312NLNDS3210W,331110,N420,57547.670632
Other landfills,1993,kg,46312NLNDS3210W,331110,N100,7381.302616
Other landfills,1993,kg,46312NLNDS3210W,331110,N090,110715.910504
Other landfills,1993,kg,46312NLNDS3210W,331110,156627,2.26796
Other landfills,1993,kg,46312NLNDS3210W,331110,1313275,113.398
Other landfills,1993,kg,46312MRPRT4323K,331314,7440508,16782.904
Other landfills,1993,kg,46312LTVST3001D,331110,N450,140613.52
Other landfills,1993,kg,46312LTVST3001D,331110,N090,1315.4168
Other landfills,1993,kg,46312LTVST3001D,324199,N010,453.592
Other landfills,1993,kg,46304BTHLHBURNS,331110,N982,24040.376
Other landfills,1993,kg,46304BTHLHBURNS,331110,N495,2404.0376
Other landfills,1993,kg,46304BTHLHBURNS,331110,N450,172364.96
Other landfills,1993,kg,46304BTHLHBURNS,331110,N106,113.398
Other landfills,1993,kg,46516PHLPS3221M,332321,75092,2.26796
Other landfills,1993,kg,43512GMCXXSTATE,331511,107211,17690.088
Other landfills,1993,kg,46550HLDYR1205E,337110,108883,0.226796
Other landfills,1993,kg,46550HLDYR1205E,337110,67641,0.226796
Other landfills,1993,kg,46992WBSHLOLDUS,331314,7440508,63502.88
Other landfills,1993,kg,46992WBSHLOLDUS,331314,7440020,2358.6784
Other landfills,1993,kg,46992WBSHLOLDUS,331313,7439965,6350.288
Other landfills,1993,kg,46992THFRD775MA,331529,7440508,27215.52
Other landfills,1993,kg,46992THFRD775MA,331529,7439921,4989.512
Other landfills,1993,kg,46803FRNKP2109E,332813,N106,13.607759999999999
Other landfills,1993,kg,46750WBSHM1600R,334220,7440508,0.453592
Other landfills,1993,kg,46750WBSHM1600R,334515,7440508,0.453592
Other landfills,1993,kg,46750WBSHM1375S,334419,7440508,0.226796
Other landfills,1993,kg,46746TTMTV7605N,326199,50000,6856.04308
Other landfills,1993,kg,46746TTMTV7605N,336612,50000,6856.04308
Other landfills,1993,kg,46733CNTRL1200N,311224,7440020,14.061352
Other landfills,1993,kg,46725NTDTCUSHIG,336390,7440020,77.11064
Other landfills,1993,kg,46706GRDNN1900S,327215,111422,5460.794088
Other landfills,1993,kg,46706GRDNN1900S,327215,107211,7801.328808
Other landfills,1993,kg,46706GRDNN1900S,327215,101688,630.49288
Other landfills,1993,kg,46680NWNRG3201W,325199,7664939,0.226796
Other landfills,1993,kg,46580THDLTCORNE,331511,91203,565.629224
Other landfills,1993,kg,46580THDLTCORNE,331511,103231,25170.273672
Other landfills,1993,kg,46573HLDYR65528,336213,78933,0.226796
Other landfills,1993,kg,46573HLDYR65528,336213,7664382,0.226796
Other landfills,1993,kg,46573HLDYR65528,336213,71556,0.226796
Other landfills,1993,kg,46573HLDYR65528,336213,67561,0.226796
Other landfills,1993,kg,46573HLDYR65528,336213,1330207,0.226796
Other landfills,1993,kg,46573HLDYR65528,336213,108883,0.226796
Other landfills,1993,kg,46573HLDYR65528,336213,108101,0.226796
Other landfills,1993,kg,46573HLDYR400IN,336213,71556,0.226796
Other landfills,1993,kg,46573HLDYR400IN,336213,67641,0.226796
Other landfills,1993,kg,46573HLDYR400IN,336213,1330207,0.226796
Other landfills,1993,kg,46573HLDYR400IN,336213,108883,0.226796
Other landfills,1993,kg,46573HLDYR400IN,336213,100425,0.226796
Other landfills,1993,kg,46550HLDYR1205E,337110,1330207,0.226796
Other landfills,1993,kg,48220CTTNC2300G,325520,N982,8618.248
Other landfills,1993,kg,43512GMCXXSTATE,331511,103231,31751.44
Other landfills,1993,kg,4343WNTDST121LA,322121,107211,37.194544
Other landfills,1993,kg,38462BSTNNSWANA,326220,N230,340.194
Other landfills,1993,kg,38462BSTNNSWANA,326220,117817,2157.737144
Other landfills,1993,kg,38462BSTNNSWANA,326220,103231,1486.874576
Other landfills,1993,kg,38401MNSNTWILLI,325220,7723140,0.226796
Other landfills,1993,kg,38401CCDNTBOX59,325180,7723140,4717.3568
Other landfills,1993,kg,38351LRYSM669BN,335312,7440508,113.398
Other landfills,1993,kg,38351DWYNS205NI,332813,7697372,0.453592
Other landfills,1993,kg,38351DWYNS205NI,332813,7664939,0.453592
Other landfills,1993,kg,38326TNNSSHIGHW,322130,N982,20411.64
Other landfills,1993,kg,38301JMSRV727AN,322220,N982,84.821704
Other landfills,1993,kg,38301JMSRV727AN,322220,85687,27.669112
Other landfills,1993,kg,37914DXCMN6212C,327310,N420,7402.62144
Other landfills,1993,kg,37914DXCMN6212C,327310,N090,666.78024
Other landfills,1993,kg,38462BSTNNSWANA,326220,N420,113.398
Other landfills,1993,kg,37862MCWLL1301C,327991,67641,0.226796
Other landfills,1993,kg,37778BSFCRHWY16,325211,N010,3401.94
Other landfills,1993,kg,37778BSFCRHWY16,325211,107211,99790.24
Other landfills,1993,kg,37771YLSCRYALEA,332510,7440020,340.194
Other landfills,1993,kg,37662TNNSSEASTM,325211,N982,13607.76
Other landfills,1993,kg,37662TNNSSEASTM,325211,N495,426.37648
Other landfills,1993,kg,37662TNNSSEASTM,325211,N450,6803.88
Other landfills,1993,kg,37662TNNSSEASTM,325211,N100,12700.576
Other landfills,1993,kg,37662TNNSSEASTM,325211,N096,725.7472
Other landfills,1993,kg,37662TNNSSEASTM,325211,N090,1088.6208
Other landfills,1993,kg,37662TNNSSEASTM,325211,N010,154.22128
Other landfills,1993,kg,37662TNNSSEASTM,325211,67561,1.360776
Other landfills,1993,kg,37660HLSTNWESTS,928110,7697372,0.226796
Other landfills,1993,kg,37660HLSTNWESTS,928110,7664939,0.226796
Other landfills,1993,kg,37862MCWLL1301C,327991,100425,0.226796
Other landfills,1993,kg,38462BSTNNSWANA,326220,N982,4577.1968719999995
Other landfills,1993,kg,38501FXTRW1555I,337211,108101,0.226796
Other landfills,1993,kg,38502TRWVH1400O,336211,7440020,2958.327024
Other landfills,1993,kg,39563MRTNT5724E,325199,101688,0.226796
Other landfills,1993,kg,39502CHMFX10045,325211,98828,113.398
Other landfills,1993,kg,39502CHMFX10045,325211,95636,113.398
Other landfills,1993,kg,39502CHMFX10045,325211,91203,113.398
Other landfills,1993,kg,39502CHMFX10045,325211,71432,113.398
Other landfills,1993,kg,39502CHMFX10045,325211,1330207,113.398
Other landfills,1993,kg,39502CHMFX10045,325211,120127,113.398
Other landfills,1993,kg,39502CHMFX10045,325211,108883,113.398
Other landfills,1993,kg,39502CHMFX10045,325211,100425,113.398
Other landfills,1993,kg,39502CHMFX10045,325211,100414,113.398
Other landfills,1993,kg,39441HWRDN3225P,335311,N040,3220.5032
Other landfills,1993,kg,39401RSNLL103DI,325211,N982,113.398
Other landfills,1993,kg,39401RSNLL103DI,325211,108316,678.573632
Other landfills,1993,kg,39213JCKSN228WL,332813,7664939,0.226796
Other landfills,1993,kg,39213JCKSN228WL,332813,7647010,0.226796
Other landfills,1993,kg,39120NTRNT312LO,322121,78933,0.453592
Other landfills,1993,kg,39120NTRNT312LO,322121,67663,2.26796
Other landfills,1993,kg,39120NTRNT312LO,322121,67561,1995.8048
Other landfills,1993,kg,39120NTRNT312LO,322121,120809,0.907184
Other landfills,1993,kg,39120NTRNT312LO,322121,108952,4.9895119999999995
Other landfills,1993,kg,38868MTLLYRTE2B,331524,80159,907.184
Other landfills,1993,kg,38868MTLLYRTE2B,331524,7429905,340.194
Other landfills,1993,kg,38868MTLLYRTE2B,331524,103231,8164.656
Other landfills,1993,kg,38652MHSCPHWY78,337121,78933,0.226796
Other landfills,1993,kg,38652MHSCPHWY78,337121,67561,0.226796
Other landfills,1993,kg,38652MHSCPHWY78,337121,1330207,0.226796
Other landfills,1993,kg,38652MHSCPHWY78,337121,108883,0.226796
Other landfills,1993,kg,38652MHSCPHWY78,337121,108101,0.226796
Other landfills,1993,kg,38502TRWVH1400O,336212,7440473,5916.654048
Other landfills,1993,kg,37660HLSTNWESTS,928110,7664417,0.226796
Other landfills,1993,kg,39563MRTNT5724E,325199,107211,0.226796
Other landfills,1993,kg,37660HLSTNWESTS,325920,78933,0.226796
Other landfills,1993,kg,37660HLSTNWESTS,325920,67641,0.226796
Other landfills,1993,kg,37086SKWLL1717H,333120,7440508,45.3592
Other landfills,1993,kg,37041VLCNC1151E,326299,N982,1368.940656
Other landfills,1993,kg,37041VLCNC1151E,336612,N982,1368.940656
Other landfills,1993,kg,37041VLCNC1151E,326299,126998,1368.940656
Other landfills,1993,kg,37041VLCNC1151E,336612,126998,1368.940656
Other landfills,1993,kg,37041VLCNC1151E,326299,107131,2872.1445439999998
Other landfills,1993,kg,37041VLCNC1151E,336612,107131,2872.1445439999998
Other landfills,1993,kg,36916JMSRVROUTE,322291,67663,2.26796
Other landfills,1993,kg,36916JMSRVROUTE,322291,67641,113.398
Other landfills,1993,kg,36916JMSRVROUTE,322110,7782505,0.226796
Other landfills,1993,kg,36916JMSRVROUTE,322110,7664939,0.226796
Other landfills,1993,kg,36916JMSRVROUTE,322110,10049044,0.226796
Other landfills,1993,kg,36868MDCTDALABA,322130,78933,635.0288
Other landfills,1993,kg,36868MDCTDALABA,322130,7782505,0.226796
Other landfills,1993,kg,36868MDCTDALABA,322130,7664939,0.226796
Other landfills,1993,kg,36868MDCTDALABA,322130,7664382,0.226796
Other landfills,1993,kg,37130CHRML600RI,335999,7440508,0.907184
Other landfills,1993,kg,36868MDCTDALABA,322130,67641,2449.3968
Other landfills,1993,kg,36868MDCTDALABA,322121,N230,185.97272
Other landfills,1993,kg,36868MDCTDALABA,322121,7664417,0.226796
Other landfills,1993,kg,36868MDCTDALABA,322121,7647010,0.226796
Other landfills,1993,kg,36868MDCTDALABA,322121,75070,181.4368
Other landfills,1993,kg,36868MDCTDALABA,322121,67561,9.07184
Other landfills,1993,kg,36868MDCTDALABA,322121,120809,99.79024
Other landfills,1993,kg,36868MDCTDALABA,322121,108952,15.422128
Other landfills,1993,kg,36732GLFSTHIGHW,322130,67663,907.184
Other landfills,1993,kg,36732GLFSTHIGHW,322130,67641,113.398
Other landfills,1993,kg,36732GLFSTHIGHW,322130,67561,1496.8536
Other landfills,1993,kg,36732GLFSTHIGHW,322130,120809,2.26796
Other landfills,1993,kg,36701HMMRMRIVER,322121,78933,0.226796
Other landfills,1993,kg,36701HMMRMRIVER,322121,7782505,0.226796
Other landfills,1993,kg,36868MDCTDALABA,322130,1330207,4.53592
Other landfills,1993,kg,37134CHMTLFOOTE,325180,7664939,131.54167999999999
Other landfills,1993,kg,37134CHMTLFOOTE,325180,N450,2404037.6
Other landfills,1993,kg,37134CHMTLFOOTE,325998,N040,58966.96
Other landfills,1993,kg,37660HLSTNWESTS,325920,6484522,0.226796
Other landfills,1993,kg,37660HLSTNWESTS,325920,103231,0.226796
Other landfills,1993,kg,37643MPSPN408NO,339992,7440439,113.398
Other landfills,1993,kg,37643MPSPN408NO,331222,7439921,113.398
Other landfills,1993,kg,37643JRLXTSTATE,331318,7440473,2.26796
Other landfills,1993,kg,37406MLLRC1401M,331511,108952,0.226796
Other landfills,1993,kg,37406MLLRC1401M,331511,108101,0.226796
Other landfills,1993,kg,37401STNDR101SP,332323,7439965,8.618248
Other landfills,1993,kg,37401SPPFN25012,331511,N982,32823.731488
Other landfills,1993,kg,37401SPPFN25012,331511,N450,37309.302776
Other landfills,1993,kg,37401SPPFN25012,331511,N420,5886.716976
Other landfills,1993,kg,37401SPPFN25012,331511,108952,471.282088
Other landfills,1993,kg,37401CHTTN1011M,332313,7440473,25.401152
Other landfills,1993,kg,37401CHTTN1011M,332313,7440020,18.14368
Other landfills,1993,kg,37401CHTTN1011M,332313,7439965,19.958047999999998
Other landfills,1993,kg,37388TNNSS915NA,316110,7664939,0.226796
Other landfills,1993,kg,37379QVSNC238IN,325611,7782505,0.226796
Other landfills,1993,kg,37357CLSNC395MT,336370,N230,0.226796
Other landfills,1993,kg,37311MNFCT4325O,325199,108316,113.398
Other landfills,1993,kg,37310LNCRPLOWER,325180,7439976,686.738288
Other landfills,1993,kg,37309BWTRSROUTE,322122,67663,62.142103999999996
Other landfills,1993,kg,37309BWTRSROUTE,322122,67641,53.977448
Other landfills,1993,kg,37309BWTRSROUTE,322122,67561,3133.867128
Other landfills,1993,kg,37309BWTRSROUTE,322122,120809,1.360776
Other landfills,1993,kg,37209FLTDS7121C,332813,7440020,0.226796
Other landfills,1993,kg,37185SCPTR1485S,331314,7664417,13108.8088
Other landfills,1993,kg,37183CYTNNHALEY,316110,7440473,2131.8824
Other landfills,1993,kg,37160LCNRC1605R,331314,7429905,2.26796
Other landfills,1993,kg,37134CHMTLFOOTE,325998,N096,14968.536
Other landfills,1993,kg,37660HLSTNWESTS,325920,7782505,0.226796
Other landfills,1993,kg,39563MRTNT5724E,325199,108952,0.226796
Other landfills,1993,kg,39563MRTNT5724E,325199,26471625,0.226796
Other landfills,1993,kg,39563MRTNT5724E,325199,7664417,0.226796
