FRS ID,LATITUDE,LONGITUDE
110066982554,33.5090193,-84.1979265
110000518002,30.1408871,-85.6345909
110007403906,33.1799851,-86.6850547
110015833516,34.8254274,-87.3484797
110007712680,40.7088604,-84.1716204
110054858588,40.7276837,-80.0397908
110037613222,40.5490375,-84.3747068
110000435823,41.8576009,-87.766865
110012452531,41.8477555,-87.6777329
110042192748,45.2415003,-88.0031822
110000775224,42.3244997,-89.0392838
110000421464,44.5293893,-88.0110494
110028022903,44.9840981,-93.2997468
110037365963,45.6734564,-95.3850042
110014372516,41.6628035,-88.1259953
110018154995,41.9223585,-88.0263364
110038174098,41.1845453,-87.8646889
110010421944,42.4946921,-89.0331645
110069458786,38.0801399,-91.4042433
110017993386,39.0686317,-94.5074518
110015903414,38.5566937,-92.1777145
110001470266,38.9792659,-92.3562294
110000605471,39.0566383,-82.646972
110020152635,39.1103535,-94.4994887
110007409376,33.4207007,-94.0385781
110070643330,44.0225342,-107.9826521
110070456625,34.0216661,-118.242029
110070478760,33.989514,-118.2270146
110070451361,34.2766364,-119.1537249
110070480108,36.1826735,-119.3499873
110070480614,36.9017374,-121.7782004
110018854863,42.3327468,-77.4748985
110002449994,40.634758,-80.4586308
110010104403,33.7352503,-89.0414632
110043963048,41.0734167,-84.9692058
110031392437,43.6111752,-84.8171688
110000416274,43.3409099,-88.4279123
110041687298,44.8828469,-89.3982055
110070559482,45.3899544,-93.8897317
110003965479,38.6518804,-90.1930062
110031305647,41.2124129,-111.9900607
110070475852,34.0983297,-117.4722538
110020037379,47.5589425,-122.3451586
110002125174,42.0347527,-87.7138431
110004102328,44.2594717,-71.6428018
110000384502,39.9553906,-82.0399752
110017750762,40.236201,-75.6423022
110037427068,37.1622285,-83.3822001
110038919944,37.1186008,-84.047734
110001323951,41.4680487,-90.6947838
110000767705,43.1777567,-93.2119882
110009372801,42.1191121,-87.9077528
110005934436,41.8964499,-88.4818047
110043776848,38.54559,-90.2980924
110063999473,40.0180026,-89.5178901
110002998926,39.7774927,-104.9523401
110070450074,33.8815434,-118.034408
110032937213,40.7865011,-76.5286418
110007773855,40.4170802,-75.9424271
110007634532,37.0781353,-94.5159266
110018897194,41.489895,-83.9882947
110003950920,37.1914094,-93.3231207
110064017497,18.4608456,-66.3714139
110007708579,40.7629544,-82.5851846
110006736648,40.7629544,-82.5851846
110042274375,33.5957348,-116.0943906
110031361103,40.7471549,-97.0580818
110007788073,41.7861337,-76.805494
110070640725,39.5535984,-78.0123175
110004027320,36.1396962,-77.2134357
110070635691,42.9287739,-88.1034273
110043806085,45.7796377,-108.5000758
110000606158,42.4640935,-90.5732962
110000468066,41.0968234,-104.9097122
110056961417,34.6429608,-87.060804
110008393416,29.9843614,-90.4626652
110070244472,42.7338548,-90.3343312
110070641004,43.3399002,-90.4425197
110070452553,37.6350964,-120.9489675
110007799702,41.7937461,-77.3088236
110070637734,39.5893103,-80.8654518
110000428350,47.3848607,-101.8505999
110036388021,41.6626232,-93.400918
110006143253,44.3199698,-91.9848255
110070637036,45.6782797,-91.8068747
110002391180,42.0261144,-87.9642707
110070448920,33.8893891,-117.6130893
110070490484,42.1399541,-89.0905492
110011871974,38.8030119,-90.6255233
110064665401,40.2248131,-74.1471102
110040466322,44.6818206,-92.6429597
110007961303,40.6110639,-74.7013088
110017408287,40.796279,-85.8647249
110032669716,31.5152431,-92.5080247
110010068050,34.0611336,-93.8558737
110031324163,28.7025848,-100.5179568
110000583574,40.8354236,-80.3306002
110007601540,46.7338106,-92.1752937
110024244334,42.0287107,-87.9855682
110063384314,37.7517777,-100.0491044
110070291686,34.5395392,-117.9009906
110070471649,34.2330285,-118.3884247
110070244897,37.596407,-121.0361876
110070341665,37.6189792,-121.3658049
110005670336,32.1613618,-81.1682291
110070096484,34.0915999,-117.5549655
110067206473,45.9961254,-86.0141443
110034442468,34.8151586,-102.4327988
110017404548,41.3997501,-91.0704787
110070469105,38.3114098,-121.8460551
110000454981,36.137704,-96.0204197
110007919681,60.4906899,-151.0599083
110017442043,38.8116312,-90.1004724
110042427004,29.7700995,-95.024441
110000597104,29.9816384,-90.4647477
110005721503,13.4421264,144.5975021
110000359521,33.4545539,-81.9368774
110070450330,33.0225562,-117.0820031
110055447725,42.2153391,-83.5529153
110070456640,39.9153699,-122.2011412
110043853354,35.0422576,-88.3085658
110033028890,36.6605049,-116.0294943
110070644349,38.4198517,-82.4670636
110070414800,33.8913942,-118.1718649
110000435949,41.9032217,-87.7486436
110004102505,43.2411566,-70.9739892
110018859038,35.0125362,-81.984371
110017412968,31.6525439,-81.8545677
110017433375,37.8763327,-84.0759562
110000412330,45.9614859,-86.2745671
110070408594,34.0733835,-117.4982402
110007408787,34.5617484,-92.4967127
110070634542,43.2740266,-88.1622468
110008115707,40.5172635,-81.5229649
110000352207,33.8575704,-80.4002812
110015826007,37.0566422,-95.7652037
110041676503,44.6468849,-95.2590954
110000616469,42.980892,-78.9446949
110001895842,36.6888418,-79.8589183
110000344814,39.4850975,-81.0993576
110000351930,34.1389223,-80.7732716
110000422221,44.5101997,-89.5342547
110001476670,42.2397618,-89.0826623
110058114776,44.5472188,-70.5460311
110002538978,26.2882793,-80.1713063
110042030245,42.6668801,-83.2972808
110000702437,45.5718636,-122.3463489
110009510975,47.633279,-122.388409
110042037587,38.3770112,-82.6358094
110007805018,18.4463314,-66.7051945
110004888774,18.3810568,-66.033952
110016950851,41.7152804,-93.0496065
110005311956,47.3419234,-122.2496737
110000620221,37.2978172,-77.2863102
110005830672,42.0107337,-88.3771233
110000587179,34.2350247,-80.6658168
110004965128,35.9752556,-86.8188857
110002629479,36.1799367,-120.3651776
110040904091,41.5265898,-90.4532816
110000722166,39.8525604,-89.283084
110009498962,30.1569544,-94.1839552
110070407605,34.3798234,-118.5043723
110000494206,45.1611561,-85.1354329
110002343731,30.0740918,-93.8008922
110007709355,41.4549177,-82.7810056
110000907920,18.0536361,-66.742792
110008119776,36.5337981,-82.4012502
110000479161,34.6010841,-117.5922639
110000584895,40.2722862,-75.8456137
110000437787,41.1046292,-88.8265923
110007670234,35.5633058,-82.8620538
110010293967,41.3356477,-96.1186522
110031303863,25.9664828,-97.4003586
110000435075,41.793856,-87.7491034
110000753122,42.2096388,-85.570451
110000435583,41.9141552,-87.7648584
110000613186,39.1682403,-85.7994886
110020079118,41.0910036,-112.0273879
110000319370,40.7351694,-74.136834
110000318031,40.5783833,-74.222602
110000500093,41.4613843,-81.7475012
110008346557,38.9483441,-95.6751827
110000430631,41.8752573,-87.8761591
110070642172,42.2681413,-110.3882299
110007840373,44.4216235,-97.067733
110000403215,38.8769079,-86.4908568
110019416577,40.7141087,-73.4062598
110009311823,35.6584409,-88.7539697
110007845476,35.6507582,-88.7247488
110005421613,42.8861805,-88.028421
110000356329,33.562832,-85.0784371
110000341871,37.5277798,-77.3662368
110000412045,44.2122958,-86.2943936
110000448169,41.828886,-97.4601129
110004275668,31.7890573,-106.5742548
110070637918,38.6584828,-80.7678686
110024191060,42.2767788,-83.1616779
110006070321,35.7398158,-81.8631148
110015703531,40.7561818,-73.5067806
110015702925,47.2925234,-101.3568489
110003610833,43.0685985,-83.6827702
110070410143,37.0911497,-122.0882128
110007726498,36.2486035,-95.4569485
110000464122,30.0897556,-94.105804
110029639755,40.5618487,-74.5366288
110034200102,30.0185742,-93.8580127
110018163850,41.7474456,-87.648291
110000436234,41.078011,-87.8860321
110031317885,41.0910036,-112.0273879
110003942501,38.7790045,-90.4303712
110005998180,40.0003032,-105.0150912
110000772343,39.7895134,-88.0118089
110000327361,43.0797463,-79.0177792
110001358744,41.8577483,-88.2947621
110027360521,39.1070197,-94.5068902
110003316000,29.8991867,-90.0543266
110013662009,29.9994347,-90.4325145
110003277105,30.4834678,-90.9278331
110008154184,28.0104804,-97.5745562
110070260754,34.0593051,-117.3584032
110000618680,33.793501,-81.1222066
110046123823,39.7213167,-83.2858328
110012675131,41.6632517,-87.7188808
110000452055,34.6912527,-92.3174618
110010018747,41.5043617,-88.1407151
110042090199,34.4877265,-97.9507402
110000597373,30.1980825,-91.0272321
110007738626,45.3312326,-122.6038182
110000743599,36.3594076,-92.3947493
110008126973,36.0659887,-84.7539766
110001386688,41.8864906,-87.6987535
110033147217,40.6121585,-75.354259
110000376343,32.1613195,-90.1923229
110041982423,38.3544116,-93.6211699
110007713386,41.3837274,-81.5062421
110008379726,33.0057532,-93.5018788
110030348318,41.7773563,-73.1250107
110064190076,41.4842381,-84.6059348
110000413847,42.5041964,-92.3751638
110000585741,37.4013226,-79.0652495
110006069075,34.6942919,-77.2156483
110000885365,43.1571127,-88.0069896
110007720118,40.0235951,-84.2005139
110007662403,35.8212707,-78.7980648
110033226925,32.7717918,-96.9145091
110054880394,42.0179021,-87.7973081
110064347853,40.3624164,-76.2046864
110000448533,40.8535005,-99.9971878
110006024168,29.912635,-90.258009
110070650003,41.5328086,-109.5327637
110070490476,40.9313319,-88.6672143
110001291058,42.247028,-89.1050306
110000378038,38.2547404,-85.757594
110007532651,38.7618488,-90.122702
110000464550,29.6730409,-98.1946856
110000452885,36.3651057,-94.2066328
110038495768,40.0047232,-75.0856934
110008601548,40.4705981,-83.2458573
110000746060,44.1264604,-87.6391843
110006020215,30.1747753,-90.9283753
110009342880,42.0727723,-78.4098643
110000452180,35.9344229,-89.7153649
110000511982,31.2415346,-82.4287808
110007789893,41.0200176,-78.4617839
110004861819,40.0628968,-76.3188656
110037395770,39.2363008,-76.4820889
110000337608,40.1843919,-75.446505
110000426842,44.3866413,-93.7364896
110003298887,32.417383,-93.907388
110070638355,38.9214533,-81.8230646
110069332261,33.0000237,-110.7896653
110043808993,41.5099941,-90.6050195
110000598513,36.2469726,-95.2978939
110001344028,41.9136282,-87.879075
110000328734,40.6074593,-79.7429883
110064298843,42.0111882,-97.4188423
110046264760,30.1999307,-91.0212548
110000597426,30.2470714,-91.1128171
110009492049,36.4819785,-86.4981125
110064118912,40.2985036,-111.7432281
110007920198,60.7423772,-151.2273299
110070648933,43.8198639,-104.1503919
110000606318,36.2271886,-89.7658808
110008015799,43.0917084,-76.1420477
110000320322,40.8752386,-74.0657554
110070589012,34.099464,-117.6417115
110000451109,33.1733538,-92.7251813
110001116934,40.397269,-79.8684865
110056955157,35.3047814,-84.7632466
110000462419,30.1740674,-95.472834
110000425022,45.0611848,-94.0612883
110008168106,36.6064528,-102.3682482
110005150077,32.8874598,-96.6845637
110007743488,40.4563169,-80.0411831
110000747247,40.5498967,-90.5212368
110038167550,32.4107274,-111.160636
110000595277,42.2344411,-88.5413514
110070447463,39.1571986,-121.5912137
110004055940,34.8048556,-79.2448705
110000409923,42.2528672,-84.7484729
110000428920,41.9981107,-87.952498
110007835940,32.9247324,-81.1966362
110007837387,32.9113555,-80.7489563
110041396398,39.9626253,-83.032766
110008278149,38.5382319,-121.7704673
110005959819,41.2328585,-87.8479243
110000582389,40.6152049,-73.6565798
110008354636,37.2367594,-94.7801041
110010534261,41.6290362,-83.5138174
110008165378,32.3934212,-94.8982471
110008154914,33.0785952,-97.571747
110005775697,42.4707946,-92.3253325
110010302163,41.9325556,-85.652152
110031321594,41.0910036,-112.0273879
110017390839,45.2957452,-93.5677915
110054853002,42.709315,-84.7637337
110007731507,35.1747117,-99.9961796
110007793860,40.2983444,-75.9487309
110017280734,33.857634,-98.8474855
110000464426,28.7141731,-98.476429
110070649455,44.2838884,-105.3956861
110070408591,34.0039742,-117.6654171
110042074545,38.5246207,-118.6469267
110000595632,40.7382538,-88.9976285
110007057460,38.7621358,-90.1318695
110010133462,26.0934098,-80.1344853
110043801972,38.2226322,-85.8257767
110017977723,36.9182944,-93.9137113
110000431177,41.952149,-87.8909097
110000431747,41.9498232,-87.8658341
110008117787,40.6993846,-83.998385
110002048025,40.9532664,-117.5067979
110002494186,41.4286598,-73.2119884
110063987609,36.7520386,-108.4503571
110000370688,35.9604497,-86.4976298
110000404198,40.4003148,-86.8722001
110022801128,40.4388454,-80.0210448
110000432513,41.4939347,-87.8655468
110006071954,34.9139427,-79.6821648
110007534668,41.5876835,-87.9152398
110070409933,38.1033511,-121.1131399
110070448743,37.8738127,-121.1964258
110001652569,35.3519241,-99.2140016
110009395644,44.4526171,-83.3824528
110009367906,38.6298047,-90.1353118
110007532928,40.5461476,-90.0286358
110007720617,41.8034896,-83.7274072
110054835611,37.5611148,-82.7965385
110007823061,17.9965606,-66.6138638
110001347551,38.7015467,-90.1373145
110064254612,33.7838124,-89.8187796
110007534864,41.3269392,-87.8132374
110004721338,41.6305495,-83.6195827
110041998345,41.543056,-73.8346355
110040895029,41.4168447,-88.3275418
110008134394,35.9843315,-84.5759037
110000432728,41.5525084,-88.0967593
110000404189,39.21386,-85.7806959
110005732635,42.2034496,-91.558407
110070442341,34.0917903,-117.99687
110070442298,34.1387792,-117.3700214
110006108381,40.1371222,-83.996284
110000439044,38.8833166,-89.4201008
110000449774,30.1879045,-90.989524
110002463183,41.4936957,-87.7567448
110000345984,36.1377622,-80.1023701
110008241973,41.1604927,-95.9813562
110000388900,41.1142302,-81.9023407
110000431079,41.9339856,-87.9000865
110007798213,41.1583194,-79.1041512
110004651270,39.9523856,-82.4227755
110070642153,38.7010763,-81.6189729
110009989646,38.7866677,-93.368861
110070444237,33.8705975,-117.5356277
110006165185,40.4219347,-89.4633286
110070450850,33.7135999,-117.9360643
110000603687,40.0432817,-76.2644211
110000820185,35.5981027,-87.1116598
110000384575,39.6771148,-81.8907773
110000451350,34.4615154,-92.9494511
110070442445,33.9334987,-117.8498078
110070443289,38.9895212,-121.4963126
110002236517,32.9513948,-80.6418314
110008198725,38.2703742,-77.1992632
110037139343,40.8584815,-80.3382025
110007625711,44.3859498,-95.8994046
110012208244,41.304768,-81.1086007
110010963172,41.2388814,-80.5202437
110007858229,35.6125708,-88.9595506
110000412303,45.7977627,-88.0793468
110008156645,33.6723071,-96.6171921
110070457837,33.8642843,-117.8328455
110011073391,32.3768017,-88.6230978
110000584449,40.8364779,-76.0396311
110070445021,33.7181965,-117.7183872
110070408887,37.2998052,-120.7328565
110032754259,40.4310302,-80.2606952
110002394392,39.8937606,-91.4143164
110000339456,39.1898978,-76.911056
110000435299,41.8086485,-87.7723254
110012414985,33.6131466,-91.2195881
110022886858,34.9755441,-89.8752516
110015326903,13.3659101,144.5681933
110012199664,13.4622298,144.6558232
110007179524,30.3737257,-97.6826378
110020888574,41.2213686,-80.8266648
110018422447,38.3547429,-89.7896268
110008170503,28.6974964,-97.249598
110034151450,42.6649402,-85.2989187
110011094412,38.9637763,-90.9779781
110008356091,37.7484202,-97.3393406
110070410009,34.2006197,-119.1370969
110007232173,35.3749302,-93.5791132
110000867170,39.2288995,-76.5857286
110007734871,35.8913702,-95.7511651
110012199263,13.5002948,144.7959586
110000414301,43.094541,-96.1811746
110057862013,41.321549,-96.3761616
110070443363,34.2332182,-118.5818961
110000415505,40.3875747,-91.4388317
110070037152,42.0030647,-71.4680868
110002331842,38.3321795,-87.4540504
110070451398,36.1760486,-119.348055
110000430310,42.1297357,-87.9316633
110000398329,41.6709001,-87.4834353
110000468048,41.1278057,-104.7957218
110070444837,33.9826217,-118.180564
110007988115,42.0915497,-76.2222594
110042713123,36.5110546,-89.5917089
110015668437,39.105422,-94.6085237
110042269318,17.7242646,-64.7914209
110006408379,41.6074414,-88.2808578
110000438713,38.7444321,-90.1403056
110070470703,34.4237479,-119.694913
110020680271,37.3439347,-79.5617848
110041626309,38.1379617,-92.5957268
110000453027,36.354097,-94.1737289
110009846480,35.5313518,-82.8493829
110054863769,29.4304458,-96.0370486
110000423113,44.2699342,-88.4057672
110000833581,41.5752483,-87.5557784
110001363836,41.8611176,-88.298128
110043645393,40.3096984,-79.3979722
110035434170,35.3406147,-80.6171733
110001363300,42.1999849,-89.082364
110000866572,39.7310686,-94.8741692
110063919158,40.2915775,-75.2923017
110000438410,40.1272646,-87.5727934
110007794119,40.1237738,-79.5940407
110009424168,41.5425615,-83.6443599
110003303407,29.7028707,-91.2308658
110041393131,34.0551472,-81.076804
110007498261,32.5571808,-84.2556437
110008201285,36.9584639,-76.7295953
110037403592,42.4339821,-83.026718
110070637494,43.3258077,-88.2359978
110018079336,41.191918,-87.863333
110017955836,33.9164041,-118.0487805
110005961897,42.1498906,-87.9359398
110007854624,36.3351778,-89.1957388
110070277386,39.1673136,-91.881411
110000384940,40.4464085,-80.6135537
110032632578,36.0174377,-77.7832298
110022527782,32.5541316,-116.9674132
110043991507,36.0240897,-84.2436628
110041693334,39.4403032,-84.4139562
110040099522,30.476661,-91.2196135
110000366363,33.5443447,-86.5343495
110000490558,47.2609825,-122.430485
110001822528,41.8997031,-88.121876
110000455702,34.8384469,-95.8482997
110070643762,38.4288446,-81.8543607
110007852136,35.8776767,-85.3796516
110022476104,43.0982835,-75.368187
110070455825,37.5054012,-121.9860486
110049249076,29.965702,-90.268065
110007972015,39.7585383,-75.6450328
110005098544,29.5353056,-95.5435154
110019984640,34.7738895,-82.3079487
110022438021,29.6548001,-92.3796542
110005070902,26.1821527,-97.7983218
110001237162,40.336391,-85.3634776
110018359364,38.1200817,-89.7019803
110003002982,38.8901896,-104.8309607
110069631241,34.0570681,-117.800892
110070410086,34.3878481,-119.0077991
110058200343,38.0544043,-91.4071301
110070443149,33.7877902,-118.2251755
110009390756,41.0811596,-85.1157645
110003064184,41.8207225,-87.661628
110000607807,34.1963064,-85.7726305
110017868985,38.4245812,-105.2537384
110022308037,29.8387932,-93.9681453
110037574942,33.7583984,-118.2617002
110022471993,38.7012859,-90.4550858
110000436528,42.2735685,-89.5482038
110002985164,39.8429777,-104.9221368
110011828068,41.8215209,-87.7615225
110000438401,40.1396215,-87.5936733
110038910275,41.8057722,-71.4120665
110017867263,26.1868955,-97.768969
110022473287,34.0915999,-117.5549655
110000516727,27.924556,-82.4495523
110001590378,43.2408574,-77.5822941
110007784941,40.0176323,-79.877033
110008146130,30.2511473,-93.7694127
110007718719,39.3649063,-81.5431058
110046475881,36.0405807,-115.0011349
110008390400,30.1538486,-93.4499759
110070641502,38.3856176,-81.7776026
110043309700,30.2041731,-90.9321998
110031295694,30.6484959,-87.6565072
110006119262,18.4067161,-66.0122364
110000463686,29.7027318,-95.1025739
110037144293,41.8645107,-88.2897738
110030735916,41.7253714,-87.5990273
110070449468,33.8769636,-118.1712158
110070490301,34.09649,-117.6428262
110070118664,41.5432942,-109.1433244
110070635678,43.1484946,-88.266482
110064150449,40.668795,-96.9761229
110046288432,38.7816288,-104.778014
110007857578,35.3428384,-86.8922986
110005720862,33.8223527,-84.1943015
110070638962,44.316451,-88.3837364
110000732075,41.5963087,-85.8602758
110042296397,44.4654034,-73.1363102
110042172528,34.0492184,-118.2657569
110024301557,42.4278174,-71.0170222
110001119940,33.1767904,-95.0471628
110003975770,39.094418,-94.3905951
110014363802,40.7591746,-113.0480481
110059761379,39.9618167,-84.1335968
110000384496,39.9389917,-82.0387103
110069631116,38.6427837,-121.4907023
110037416338,42.8016475,-86.0765057
110070491628,39.1417549,-94.3977237
110008153906,29.8166716,-94.4529075
110033156260,30.0779142,-90.5506017
110055475597,28.8876081,-97.9342429
110046405207,40.2462866,-75.6957889
110069283368,44.8025142,-93.5368013
110041686459,47.8773657,-122.2529114
110000415603,41.5249364,-90.4946807
110002305434,41.6626044,-87.635318
110056333980,39.8275333,-75.4316919
110007909095,30.1806039,-90.9909754
110007793977,40.9706747,-79.9245297
110017985625,39.4380981,-92.6706961
110000433950,41.8355977,-87.6788274
110000493555,40.7750747,-81.4223128
110007158903,39.7007937,-84.0070898
110015820192,30.5568482,-91.6618386
110000772138,41.8902008,-87.8707891
110055452086,41.8619174,-91.2541757
110070409302,37.0652949,-120.2105884
110040372566,40.1460176,-103.9329817
110000614675,44.0226726,-92.4755056
110069500524,38.5994878,-90.1761574
110000324337,42.6292524,-73.7570891
110010571880,35.8899944,-106.3450196
110042037319,34.6830308,-82.8486044
110007918245,70.3659771,-151.363761
110012234251,33.6161025,-86.152508
110000451886,34.3020364,-92.4034362
110064136313,33.7219844,-93.6373294
110000452402,35.8324955,-90.6690142
110000743526,34.4424569,-92.8958811
110001708475,34.6237684,-92.275365
110070499274,33.4151274,-111.9794997
110000495759,37.409496,-122.0598137
110013822266,37.9507515,-121.3963561
110042051221,38.0129054,-121.7583097
110000475254,33.8600397,-118.3298713
110000484985,38.1210139,-121.2823444
110000746685,37.9216471,-122.3702509
110002715768,37.4070409,-121.9248648
110000481176,34.2999879,-119.3097553
110000600252,38.894697,-104.8649141
110041976671,39.7164309,-105.1349264
110017301070,41.3125497,-72.1789125
110000315891,41.3369361,-72.0852712
110011370729,41.3444128,-72.0881923
110000316211,41.5153657,-72.773042
110000500841,38.9334227,-77.1171596
110001148598,39.581181,-75.6412608
110000845177,39.7090021,-75.751518
110032747419,39.7317743,-75.901465
110011945994,39.6916969,-75.5511673
110041659201,39.6160111,-75.7540027
110042011738,30.361756,-81.4210371
110001749252,27.4895174,-80.362549
110008457883,33.9299202,-83.376133
110000361242,31.4151807,-83.5045988
110000511107,33.979484,-83.3420815
110041973175,33.979484,-83.3420815
110000742545,40.5823887,-91.4360876
110007514341,43.8012009,-116.9509682
110000439892,37.8739625,-88.9427008
110000437885,41.2578977,-89.897562
110002076155,41.8603207,-88.2264251
110013883850,41.7637295,-87.843892
110000435495,41.9135653,-87.7767303
110000436314,42.2368703,-88.8794439
110000437224,42.2550621,-89.1037966
110000548827,39.8133331,-90.5763438
110005812371,42.3042993,-89.0644604
110000432648,41.495216,-88.1386559
110000429652,42.0264694,-87.8026936
110000595641,40.6277709,-89.309893
110000435020,41.8134622,-87.742661
110028019659,42.2987313,-89.0777016
110000437117,42.2407581,-89.0916111
110007525106,42.2510605,-88.6260062
110000776223,42.1265352,-87.9339618
110000888718,41.5858858,-87.5568388
110000437867,41.1658489,-90.0564206
110010577394,40.147386,-89.4033438
110009989904,41.7981586,-87.8554837
110001813155,42.1461581,-87.8552122
110000438474,39.7163498,-88.4857889
110000497542,38.6018926,-90.141261
110018274311,42.3135123,-89.1763828
110000790822,42.0238401,-87.7923898
110001813173,42.1488595,-87.8801479
110000747210,41.3510191,-88.3804308
110000430301,42.1143291,-87.9335021
110000438884,38.6001243,-90.1775307
110000430864,42.0120224,-88.27578
110018206822,41.8946253,-87.6297406
110000775180,41.8868341,-88.4181448
110001288847,40.8495314,-89.581062
110000889021,40.3126287,-88.2072667
110002390840,42.0288592,-87.7600114
110005837265,41.8747704,-87.6779571
