TRI_CHEM_ID,Name,Molecular Mass,ΔcH°gas,ΔcH°gas - Units,ΔcH°liquid,ΔcH°liquid - Units,ΔcH°solid,ΔcH°solid - Units,Boiling Point,Boiling Point - Units,Melting Point,Melting Point - Units,IE,IE - Units,Proton affinity,Proton affinity - Units,Gas basicity,Gas basicity - Units,Source,Consulted Date
542767,"Propanenitrile, 3-chloro-",89.524,,,,,,,448.7,K,221.63,K,,,773.1,kJ/mol,742.4,kJ/mol,https://webbook.nist.gov/,10_11_2019
542881,"Methane, oxybis[chloro-",114.959,,,,,,,378.7,K,,,,,,,,,https://webbook.nist.gov/,10_11_2019
554132,lithium carbonate,73.891,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
556525,Glycidol,74.0785,,,-1740,kJ/mol,,,433.7,K,,,,,,,,,https://webbook.nist.gov/,10_11_2019
556616,"Methane, isothiocyanato-",73.117,,,,,-1897.4,kJ/mol,,,,,,,799.2,kJ/mol,766.7,kJ/mol,https://webbook.nist.gov/,10_11_2019
563473,"1-Propene, 3-chloro-2-methyl-",90.551,,,,,,,345.25,K,194.5,K,,,,,,,https://webbook.nist.gov/,10_11_2019
584849,"Benzene, 2,4-diisocyanato-1-methyl-",174.1561,,,-4235,kJ/mol,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
606202,"Benzene, 2-methyl-1,3-dinitro-",182.1335,,,,,-3574,kJ/mol,,,327,K,,,,,,,https://webbook.nist.gov/,10_11_2019
608935,"Benzene, pentachloro-",250.337,,,,,-2502.1,kJ/mol,550.2,K,357.7,K,,,,,,,https://webbook.nist.gov/,10_11_2019
624839,"Methane, isocyanato-",57.0513,,,,,,,312.25,K,,,,,764.4,kJ/mol,732,kJ/mol,https://webbook.nist.gov/,10_11_2019
630206,"Ethane, 1,1,1,2-tetrachloro-",167.849,,,-973.9,kJ/mol,,,402.95,K,,,,,,,,,https://webbook.nist.gov/,10_11_2019
709988,Propanil,218.08,,,,,,,,,364.5,K,,,,,,,https://webbook.nist.gov/,10_11_2019
764410,"2-Butene, 1,4-dichloro-",124.996,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
834128,Ametryn,227.33,,,,,-6510.8,kJ/mol,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
872504,"2-Pyrrolidinone, 1-methyl-",99.1311,,,-2994,kJ/mol,,,475.2,K,,,,,923.5,kJ/mol,891.6,kJ/mol,https://webbook.nist.gov/,10_11_2019
1120714,"1,2-Oxathiolane, 2,2-dioxide",122.143,,,,,,,,,304.33,K,,,,,,,https://webbook.nist.gov/,10_11_2019
1313275,molybdenum trioxide,143.96,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
1314201,thorium dioxide,264.0369,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
1344281,aluminium oxide,101.9613,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
1563662,Carbofuran,221.2524,,,,,,,,,426.38,K,,,,,,,https://webbook.nist.gov/,10_11_2019
1582098,Trifluralin,335.279,,,,,,,,,322.9,K,,,,,,,https://webbook.nist.gov/,10_11_2019
1634044,"Propane, 2-methoxy-2-methyl-",88.1482,,,-3359.7,kJ/mol,,,328.2,K,164.5,K,,,841.6,kJ/mol,812.4,kJ/mol,https://webbook.nist.gov/,10_11_2019
1649087,"Ethane, 1,2-dichloro-1,1-difluoro-",134.94,,,,,,,320,K,,,,,,,,,https://webbook.nist.gov/,10_11_2019
1689845,Bromoxynil,276.913,,,,,-3131,kJ/mol,,,463.6,K,,,,,,,https://webbook.nist.gov/,10_11_2019
1689992,"2,6-dibromo-4-cyanophenyl octanoate",323.205,,,,,,,,,319.27,K,,,,,,,https://webbook.nist.gov/,10_11_2019
1717006,"1,1-Dichloro-1-fluoroethane",116.95,,,,,,,304.9,K,169.65,K,,,,,,,https://webbook.nist.gov/,10_11_2019
1861401,Benfluralin,335.279,,,,,,,,,338.72,K,,,,,,,https://webbook.nist.gov/,10_11_2019
1897456,Tetrachloroisophthalonitrile,265.911,,,,,-3436.7,kJ/mol,,,526.2,K,,,,,,,https://webbook.nist.gov/,10_11_2019
1912249,Atrazine,215.683,,,,,-5047.2,kJ/mol,,,450.2,K,,,,,,,https://webbook.nist.gov/,10_11_2019
1918009,Dicamba,221.037,,,,,,,,,386.5,K,,,,,,,https://webbook.nist.gov/,10_11_2019
1918167,Propachlor,211.688,,,,,,,,,351,K,,,,,,,https://webbook.nist.gov/,10_11_2019
1928434,"Acetic acid, (2,4-dichlorophenoxy)-, 2-ethylhexyl ester",333.25,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
1929824,Nitrapyrin,230.907,,,-2711,kJ/mol,-2830.8,kJ/mol,,,339.03,K,,,,,,,https://webbook.nist.gov/,10_11_2019
2032657,Methiocarb,225.307,,,,,,,,,394.8,K,,,,,,,https://webbook.nist.gov/,10_11_2019
2234131,"Naphthalene, octachloro-",403.731,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
2303175,Triallate,304.664,,,,,,,,,307.19,K,,,,,,,https://webbook.nist.gov/,10_11_2019
2439103,dodine,287.4414,,,,,,,,,410.64,K,,,,,,,https://webbook.nist.gov/,10_11_2019
2699798,Sulfuryl fluoride,102.061,,,,,,,,,,,13.04,eV,605.5,kJ/mol,580.5,kJ/mol,https://webbook.nist.gov/,10_11_2019
2837890,"Ethane, 2-chloro-1,1,1,2-tetrafluoro-",136.476,,,,,,,262,K,,,,,,,,,https://webbook.nist.gov/,10_11_2019
3296900,"1,3-Propanediol, 2,2-bis(bromomethyl)-",261.94,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
4170303,2-Butenal,70.0898,,,-2287.4,kJ/mol,,,375.3,K,198,K,,,830.8,kJ/mol,799,kJ/mol,https://webbook.nist.gov/,10_11_2019
5234684,Carboxin,235.302,,,,,,,,,371,K,,,,,,,https://webbook.nist.gov/,10_11_2019
5598130,Chloropyriphos-methyl,322.533,,,,,,,,,319.16,K,,,,,,,https://webbook.nist.gov/,10_11_2019
5902512,Terbacil,204.654,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
7287196,Prometryn,241.356,,,,,-7151.4,kJ/mol,,,394.4,K,,,,,,,https://webbook.nist.gov/,10_11_2019
7429905,Aluminum,26.9815386,,,,,,,2793,K,933.45,K,5.98577,eV,,,,,https://webbook.nist.gov/,10_11_2019
7439921,lead,207.2,,,,,,,,,600.08,K,7.4167,eV,,,,,https://webbook.nist.gov/,10_11_2019
7439965,manganese,54.938045,,,,,,,,,,,7.43402,eV,797.3,kJ/mol,774.4,kJ/mol,https://webbook.nist.gov/,10_11_2019
7439976,mercury,200.59,,,,,,,629.7,K,234.3,K,10.4375,eV,,,,,https://webbook.nist.gov/,10_11_2019
7440020,nickel,58.6934,,,,,,,,,,,7.6398,eV,737,kJ/mol,714.1,kJ/mol,https://webbook.nist.gov/,10_11_2019
7440224,silver,107.8682,,,,,,,,,,,7.57624,eV,,,,,https://webbook.nist.gov/,10_11_2019
7440360,antimony,121.76,,,,,,,,,,,8.64,eV,,,,,https://webbook.nist.gov/,10_11_2019
7440393,barium,137.327,,,,,,,,,,,0.14462,eV,,,,,https://webbook.nist.gov/,10_11_2019
7440417,beryllium,9.012182,,,,,,,,,,,9.32263,eV,,,,,https://webbook.nist.gov/,10_11_2019
7440439,cadmium,112.411,,,,,,,,,,,8.9937,eV,,,,,https://webbook.nist.gov/,10_11_2019
7440473,chromium,51.9961,,,,,,,,,,,6.76664,eV,791.3,kJ/mol,768.4,kJ/mol,https://webbook.nist.gov/,10_11_2019
7440484,cobalt,58.933195,,,,,,,,,,,7.881,eV,742.7,kJ/mol,719.8,kJ/mol,https://webbook.nist.gov/,10_11_2019
7440508,copper,63.546,,,,,,,,,1357.95,K,7.72638,eV,655.3,kJ/mol,632.4,kJ/mol,https://webbook.nist.gov/,10_11_2019
7440622,vanadium,50.9415,,,,,,,,,,,6.746,eV,859.4,kJ/mol,836.8,kJ/mol,https://webbook.nist.gov/,10_11_2019
7440666,zinc,65.38,,,,,,,,,692.83,K,9.39405,eV,608.6,kJ/mol,586,kJ/mol,https://webbook.nist.gov/,10_11_2019
7550450,Titanium tetrachloride,189.679,,,,,,,407.95,K,248.64,K,,,,,,,https://webbook.nist.gov/,10_11_2019
7637072,Boron trifluoride,67.806,,,,,,,,,,,15.7,eV,,,,,https://webbook.nist.gov/,10_11_2019
7647010,Hydrogen chloride,36.461,,,,,,,,,161.15,K,12.744,eV,556.9,kJ/mol,530.1,kJ/mol,https://webbook.nist.gov/,10_11_2019
7664393,hydrogen fluoride,20.00634,,,,,,,292.7,K,190,K,16.03,eV,484,kJ/mol,456.7,kJ/mol,https://webbook.nist.gov/,10_11_2019
7664417,Ammonia,17.0305,,,,,,,,,194.95,K,10.07,eV,853.6,kJ/mol,819,kJ/mol,https://webbook.nist.gov/,10_11_2019
7664939,Sulfuric Acid,98.078,,,,,,,,,,,,,699.4,kJ/mol,666.9,kJ/mol,https://webbook.nist.gov/,10_11_2019
7697372,Nitric acid,63.0128,,,,,,,,,,,,,751.4,kJ/mol,731.5,kJ/mol,https://webbook.nist.gov/,10_11_2019
7723140,phosphorus,30.973762,,,,,,,550,K,,,10.48669,eV,626.8,kJ/mol,604.8,kJ/mol,https://webbook.nist.gov/,10_11_2019
7726956,Bromine,159.808,,,,,,,,,254.15,K,10.517,eV,,,,,https://webbook.nist.gov/,10_11_2019
7782414,fluorine,37.9968064,,,,,,,85.2,K,55.2,K,15.697,eV,332,kJ/mol,305.5,kJ/mol,https://webbook.nist.gov/,10_11_2019
7782492,selenium,78.96,,,,,,,,,,,9.75238,eV,,,,,https://webbook.nist.gov/,10_11_2019
7782505,Chlorine,70.906,,,,,,,239.5,K,,,,,,,,,https://webbook.nist.gov/,10_11_2019
7783064,Hydrogen sulfide,34.081,,,,,,,212.87,K,190.85,K,10.457,eV,705,kJ/mol,673.8,kJ/mol,https://webbook.nist.gov/,10_11_2019
7803512,Phosphine,33.99758,,,,,,,,,,,9.869,eV,785,kJ/mol,750.9,kJ/mol,https://webbook.nist.gov/,10_11_2019
10028156,Ozone,47.9982,,,,,,,161.3,K,80.7,K,12.53,eV,625.5,kJ/mol,595.9,kJ/mol,https://webbook.nist.gov/,10_11_2019
10049044,Chlorine dioxide,67.452,,,,,,,,,,,10.33,eV,,,,,https://webbook.nist.gov/,10_11_2019
10061026,"1-Propene, 1,3-dichloro-, (E)-",110.97,,,,,,,384,K,,,,,,,,,https://webbook.nist.gov/,10_11_2019
10294345,Boron trichloride,117.17,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
10453868,Resmethrin,338.44,,,,,,,,,330.62,K,,,,,,,https://webbook.nist.gov/,10_11_2019
13356086,"Distannoxane, hexakis(2-methyl-2-phenylpropyl)-",1052.681,,,,,,,,,418.99,K,,,,,,,https://webbook.nist.gov/,10_11_2019
13463406,Iron pentacarbonyl,195.895,,,-1614.6,kJ/mol,,,376,K,,,,,833,kJ/mol,798.5,kJ/mol,https://webbook.nist.gov/,10_11_2019
15972608,Alachlor,269.767,,,,,,,,,315,K,,,,,,,https://webbook.nist.gov/,10_11_2019
19044883,Oryzalin,346.36,,,,,,,,,415.48,K,,,,,,,https://webbook.nist.gov/,10_11_2019
19666309,Oxadiazon,345.221,,,,,,,,,361.25,K,,,,,,,https://webbook.nist.gov/,10_11_2019
21087649,Metribuzin,214.288,,,,,,,,,399.94,K,,,,,,,https://webbook.nist.gov/,10_11_2019
22781233,Bendiocarb,223.2252,,,,,,,,,402.77,K,,,,,,,https://webbook.nist.gov/,10_11_2019
23950585,Propyzamide,256.128,,,,,,,,,429.68,K,,,,,,,https://webbook.nist.gov/,10_11_2019
25321146,dinitrotoluene,182.1335,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
30560191,Acephate,183.166,,,,,,,,,365.1,K,,,,,,,https://webbook.nist.gov/,10_11_2019
34014181,Tebuthiuron,228.315,,,,,,,,,436.61,K,,,,,,,https://webbook.nist.gov/,10_11_2019
35367385,Difluron,310.683,,,,,,,,,501.18,K,,,,,,,https://webbook.nist.gov/,10_11_2019
39515418,Fenpropathrin,349.4229,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
40487421,Pendimethalin,281.3077,,,,,,,,,327.85,K,,,,,,,https://webbook.nist.gov/,10_11_2019
42874033,Oxyfluorfen,361.7,,,,,,,,,359.75,K,,,,,,,https://webbook.nist.gov/,10_11_2019
43121433,Triadimefon,293.749,,,,,,,,,350.2,K,,,,,,,https://webbook.nist.gov/,10_11_2019
50471448,Vinclozoline,286.111,,,,,,,,,383.69,K,,,,,,,https://webbook.nist.gov/,10_11_2019
51235042,Hexazinone,252.3128,,,,,,,,,390.35,K,,,,,,,https://webbook.nist.gov/,10_11_2019
67485294,Hydramethylnon,494.4753,,,,,,,,,466.45,K,,,,,,,https://webbook.nist.gov/,10_11_2019
88671890,Myclobutanil,288.775,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
64197,Acetic acid,60.052,,,-872.4,kJ/mol,,,391.2,K,289.6,K,10.65,eV,783.7,kJ/mol,752.8,kJ/mol,https://webbook.nist.gov/,10_11_2019
106978,Butane,58.1222,-2877.5,kJ/mol,,,,,273,K,136,K,10.53,eV,,,,,https://webbook.nist.gov/,10_11_2019
60117,"Benzenamine, N,N-dimethyl-4-(phenylazo)-",225.289,,,,,-7989.8,kJ/mol,,,389,K,,,,,,,https://webbook.nist.gov/,10_11_2019
101053,Anilazine,275.522,,,,,,,,,432.48,K,,,,,,,https://webbook.nist.gov/,10_11_2019
354143,"Ethane, 1,1,2,2-tetrachloro-1-fluoro-",185.84,,,,,,,389.7,K,,,,,,,,,https://webbook.nist.gov/,10_11_2019
2164172,Fluometuron,232.2023,,,,,,,,,434,K,,,,,,,https://webbook.nist.gov/,10_11_2019
21725462,Cyanazine,240.693,,,,,,,,,438.74,K,,,,,,,https://webbook.nist.gov/,10_11_2019
56359,"Distannoxane, hexabutyl-",596.105,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
120365,Dichlorprop,235.064,,,,,,,,,389.9,K,,,,,,,https://webbook.nist.gov/,10_11_2019
842079,"2-Naphthalenol, 1-(phenylazo)-",248.2793,,,,,-8257.1,kJ/mol,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
3383968,Temefos,466.469,,,,,,,,,305,K,,,,,,,https://webbook.nist.gov/,10_11_2019
7786347,Mevinphos,224.1483,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
35554440,Imazalil,297.18,,,,,,,,,323.38,K,,,,,,,https://webbook.nist.gov/,10_11_2019
72490018,ethyl [2-(4-phenoxyphenoxy)ethyl]carbamate,301.3371,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
55185,"Ethanamine, N-ethyl-N-nitroso-",102.135,,,,,,,450.1,K,,,,,,,,,https://webbook.nist.gov/,10_11_2019
55210,Benzamide,121.1366,,,,,-3551,kJ/mol,561,K,401,K,,,892.1,kJ/mol,861.2,kJ/mol,https://webbook.nist.gov/,10_11_2019
106945,"Propane, 1-bromo-",122.992,,,-2056.6,kJ/mol,,,343.9,K,162.7,K,10.18,eV,,,,,https://webbook.nist.gov/,10_11_2019
505602,Mustard Gas,159.077,,,-3163.5,kJ/mol,,,489.2,K,,,,,,,,,https://webbook.nist.gov/,10_11_2019
314409,Bromacil,261.116,,,,,,,,,430.92,K,,,,,,,https://webbook.nist.gov/,10_11_2019
95578,"Phenol, 2-chloro-",128.556,,,,,,,448.15,K,283,K,,,,,,,https://webbook.nist.gov/,10_11_2019
108430,"Phenol, 3-chloro-",128.556,,,-2910,kJ/mol,-2890,kJ/mol,487.2,K,305.8,K,8.655,eV,,,,,https://webbook.nist.gov/,10_11_2019
106489,"Phenol, 4-chloro-",128.556,,,-2917.9,kJ/mol,-2901.6,kJ/mol,492.9,K,316,K,,,,,,,https://webbook.nist.gov/,10_11_2019
576249,"Phenol, 2,3-dichloro-",163.001,,,,,-2756.88,kJ/mol,479.2,K,330,K,,,,,,,https://webbook.nist.gov/,10_11_2019
583788,"Phenol, 2,5-dichloro-",163.001,,,,,-2748.1,kJ/mol,484.2,K,331,K,,,,,,,https://webbook.nist.gov/,10_11_2019
87650,"Phenol, 2,6-dichloro-",163.001,,,,,-2758,kJ/mol,492.2,K,340,K,8.65,eV,,,,,https://webbook.nist.gov/,10_11_2019
95772,"Phenol, 3,4-dichloro-",163.001,,,,,-2748.6,kJ/mol,418.7,K,338.11,K,,,,,,,https://webbook.nist.gov/,10_11_2019
591355,"Phenol, 3,5-dichloro-",163.001,,,,,-2749.1,kJ/mol,506.2,K,341,K,,,,,,,https://webbook.nist.gov/,10_11_2019
933788,"Phenol, 2,3,5-trichloro-",197.446,,,,,,,521.7,K,,,,,,,,,https://webbook.nist.gov/,10_11_2019
609198,"Phenol, 3,4,5-trichloro-",197.446,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
58902,"Phenol, 2,3,4,6-tetrachloro-",231.891,,,,,,,,,341,K,,,,,,,https://webbook.nist.gov/,10_11_2019
143339,sodium cyanide,49.0072,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
151508,potassium cyanide,65.1157,,,,,,,,,,,9.3,eV,,,,,https://webbook.nist.gov/,10_11_2019
544923,copper cyanide,89.563,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
506774,Cyanogen chloride,61.47,,,,,,,,,,,12.36,eV,722.1,kJ/mol,691.5,kJ/mol,https://webbook.nist.gov/,10_11_2019
1762954,Ammonium thiocyanate,76.121,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
822060,"Hexane, 1,6-diisocyanato-",168.1931,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
5124301,"4,4'-methylenedicyclohexyl diisocyanate",262.3474,,,,,-8606,kJ/mol,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
101688,"Benzene, 1,1'-methylenebis[4-isocyanato-",250.2521,,,-6912,kJ/mol,-7279,kJ/mol,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
3173726,"1,5-naphthylene diisocyanate",210.1882,,,,,-5514.5,kJ/mol,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
104494,"Benzene, 1,4-diisocyanato-",160.1296,,,,,-3696,kJ/mol,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
3268879,Octachlorodibenzo-p-dioxin,459.751,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
51207319,"2,3,7,8-Tetrachlorodibenzofuran",305.972,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
39001020,"Dibenzofuran, octachloro-",443.752,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
110714,"Ethane, 1,2-dimethoxy-",90.121,,,-2623.6,kJ/mol,,,358,K,203.94,K,9.3,eV,858,kJ/mol,820.2,kJ/mol,https://webbook.nist.gov/,10_11_2019
111159,2-Ethoxyethyl acetate,132.1577,,,,,,,429.45,K,211.45,K,,,,,,,https://webbook.nist.gov/,10_11_2019
111762,"Ethanol, 2-butoxy-",118.1742,,,,,,,442.6,K,202.75,K,,,,,,,https://webbook.nist.gov/,10_11_2019
111773,"Ethanol, 2-(2-methoxyethoxy)-",120.147,,,-3010,kJ/mol,,,471,K,,,,,,,,,https://webbook.nist.gov/,10_11_2019
111900,"Ethanol, 2-(2-ethoxyethoxy)-",134.1736,,,,,,,468,K,,,,,,,,,https://webbook.nist.gov/,10_11_2019
111966,"Ethane, 1,1'-oxybis[2-methoxy-",134.1736,,,-3805.5,kJ/mol,,,435,K,209.15,K,,,918.8,kJ/mol,870.9,kJ/mol,https://webbook.nist.gov/,10_11_2019
112072,2-Butoxyethyl acetate,160.2108,,,,,,,466.2,K,209.7,K,,,,,,,https://webbook.nist.gov/,10_11_2019
112254,"Ethanol, 2-(hexyloxy)-",146.2273,,,,,,,532.25,K,232.95,K,,,,,,,https://webbook.nist.gov/,10_11_2019
112345,"Ethanol, 2-(2-butoxyethoxy)-",162.2267,,,,,,,504.35,K,,,,,,,,,https://webbook.nist.gov/,10_11_2019
112356,"Ethanol, 2-[2-(2-methoxyethoxy)ethoxy]-",164.1995,,,,,,,521,K,,,,,,,,,https://webbook.nist.gov/,10_11_2019
112367,Diethyl carbitol,162.2267,,,,,,,462.15,K,228.85,K,,,,,,,https://webbook.nist.gov/,10_11_2019
112492,"2,5,8,11-Tetraoxadodecane",178.2261,,,,,,,489,K,228.15,K,,,946.6,kJ/mol,892.4,kJ/mol,https://webbook.nist.gov/,10_11_2019
112505,"Ethanol, 2-[2-(2-ethoxyethoxy)ethoxy]-",178.2261,,,,,,,529.05,K,254.45,K,,,,,,,https://webbook.nist.gov/,10_11_2019
112594,Diethylene glycol hexyl ether,190.2799,,,,,,,533.2,K,,,,,,,,,https://webbook.nist.gov/,10_11_2019
122996,"Ethanol, 2-phenoxy-",138.1638,,,,,,,518.2,K,,,,,,,,,https://webbook.nist.gov/,10_11_2019
143226,"Ethanol, 2-[2-(2-butoxyethoxy)ethoxy]-",206.2793,,,,,,,,,225.55,K,,,,,,,https://webbook.nist.gov/,10_11_2019
1002671,1-ethoxy-2-(2-methoxyethoxy)ethane,148.2001,,,,,,,,,201.5,K,,,,,,,https://webbook.nist.gov/,10_11_2019
2370630,2-Ethoxyethyl methacrylate,158.195,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
2807309,"Ethanol, 2-propoxy-",104.1476,,,,,,,424.5,K,,,,,,,,,https://webbook.nist.gov/,10_11_2019
6881943,"Ethanol, 2-(2-propoxyethoxy)-",148.2001,,,,,,,486,K,219.9,K,,,,,,,https://webbook.nist.gov/,10_11_2019
51422549,1-tert-Butoxy-2-ethoxyethane,146.2273,,,,,,,421.2,K,,,,,,,,,https://webbook.nist.gov/,10_11_2019
54115,"Pyridine, 3-(1-methyl-2-pyrrolidinyl)-, (S)-",162.2316,,,,,,,,,,,,,963.4,kJ/mol,932.6,kJ/mol,https://webbook.nist.gov/,10_11_2019
22083745,(dl) nicotine,162.2316,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
6484522,Ammonium nitrate,80.0434,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
62108569,"1,1,1-trichlorodecane",245.617,,,,,,,519,K,,,,,,,,,https://webbook.nist.gov/,10_11_2019
3922347,"1,1,1,11-Tetrachloroundecane",294.089,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
3922336,"1,1,1,13-Tetrachlorotridecane",322.142,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
56553,Benz[a]anthracene,228.2879,,,,,-8969,kJ/mol,710.7,K,432,K,7.45,eV,,,,,https://webbook.nist.gov/,10_11_2019
205992,Benzo[b]fluoranthene,252.3093,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
205823,Benzo[j]fluoranthene,252.3093,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
207089,Benzo[k]fluoranthene,252.3093,,,,,,,753,K,490,K,,,,,,,https://webbook.nist.gov/,10_11_2019
206440,Fluoranthene,202.2506,,,,,-7917.8,kJ/mol,,,383.45,K,7.9,eV,828.6,kJ/mol,800.9,kJ/mol,https://webbook.nist.gov/,10_11_2019
189559,"Dibenzo(a,i)pyrene",302.368,,,,,,,,,556.8,K,,,,,,,https://webbook.nist.gov/,10_11_2019
218019,Chrysene,228.2879,,,,,-8943.4,kJ/mol,721.2,K,531.4,K,7.6,eV,840.9,kJ/mol,810.1,kJ/mol,https://webbook.nist.gov/,10_11_2019
50328,Benzo[a]pyrene,252.3093,,,,,,,768.2,K,450,K,7.12,eV,,,,,https://webbook.nist.gov/,10_11_2019
226368,"Dibenz(a,h)acridine",279.3346,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
224420,"Dibenz[a,j]acridine",279.3346,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
53703,"Dibenz[a,h]anthracene",278.3466,,,,,,,797.2,K,544.2,K,7.39,eV,,,,,https://webbook.nist.gov/,10_11_2019
194592,"7H-Dibenzo[c,g]carbazole",267.3239,,,,,,,,,,,7.1,eV,,,,,https://webbook.nist.gov/,10_11_2019
5385751,"Dibenz(a,e)aceanthrylene",302.368,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
192654,"1,2:4,5-Dibenzopyrene",302.368,,,,,,,,,520.2,K,,,,,,,https://webbook.nist.gov/,10_11_2019
189640,"3,4:8,9-Dibenzopyrene",302.368,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
191300,"1,2,9,10-Dibenzopyrene",302.368,,,,,,,,,501.2,K,7.27,eV,,,,,https://webbook.nist.gov/,10_11_2019
193395,"Indeno[1,2,3-cd]pyrene",276.3307,,,,,,,,,437.7,K,,,,,,,https://webbook.nist.gov/,10_11_2019
56495,3-Methylcholanthrene,268.3517,,,,,,,,,442.4,K,7.66,eV,,,,,https://webbook.nist.gov/,10_11_2019
3697243,"Chrysene, 5-methyl-",242.3145,,,,,,,,,391,K,,,,,,,https://webbook.nist.gov/,10_11_2019
5522430,1-Nitropyrene,247.2482,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
594423,"Methanesulfenyl chloride, trichloro-",185.888,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
32598133,"1,1'-Biphenyl, 3,3',4,4'-tetrachloro-",291.988,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
2050682,"1,1'-Biphenyl, 4,4'-dichloro-",223.098,,,,,-5813.54,kJ/mol,590.2,K,422.5,K,,,,,,,https://webbook.nist.gov/,10_11_2019
35694043,"1,1'-Biphenyl, 2,2',3,3',5,5'-Hexachloro-",360.878,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
31508006,"1,1'-Biphenyl, 2,3',4,4',5-pentachloro-",326.433,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
35065271,"1,1'-Biphenyl, 2,2',4,4',5,5'-hexachloro-",360.878,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
35065293,"1,1'-Biphenyl, 2,2',3,4,4',5,5'-heptachloro-",395.323,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
35065282,"1,1'-Biphenyl, 2,2',3,4,4',5'-hexachloro-",360.878,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
38379996,"1,1'-Biphenyl, 2,2',3,5',6-pentachloro-",326.433,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
37680732,"1,1'-Biphenyl, 2,2',4,5,5'-pentachloro-",326.433,,,,,,,,,350.1,K,,,,,,,https://webbook.nist.gov/,10_11_2019
35693993,"1,1'-Biphenyl, 2,2',5,5'-tetrachloro-",291.988,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
32598144,"1,1'-Biphenyl, 2,3,3',4,4'-pentachloro-",326.433,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
7012375,"1,1'-Biphenyl, 2,4,4'-trichloro-",257.543,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
33146451,"1,1'-Biphenyl, 2,6-dichloro-",223.098,,,,,,,,,307.9,K,,,,,,,https://webbook.nist.gov/,10_11_2019
