TRI_CHEM_ID,Name,Molecular Mass,ΔcH°gas,ΔcH°gas - Units,ΔcH°liquid,ΔcH°liquid - Units,ΔcH°solid,ΔcH°solid - Units,Boiling Point,Boiling Point - Units,Melting Point,Melting Point - Units,IE,IE - Units,Proton affinity,Proton affinity - Units,Gas basicity,Gas basicity - Units,Source,Consulted Date
79196,Hydrazinecarbothioamide,91.135,,,,,-1735.1,kJ/mol,,,480.65,K,,,,,,,https://webbook.nist.gov/,10_10_2019
79210,peracetic acid,76.0514,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_10_2019
79221,Methyl chloroformate,94.497,,,,,,,343.7,K,,,,,,,,,https://webbook.nist.gov/,10_10_2019
79345,"Ethane, 1,1,2,2-tetrachloro-",167.849,,,-972.8,kJ/mol,,,419.3,K,229.7,K,,,,,,,https://webbook.nist.gov/,10_10_2019
79447,"Carbamic chloride, dimethyl-",107.539,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_10_2019
79469,"Propane, 2-nitro-",89.0932,,,-1997.6,kJ/mol,,,393.5,K,181.83,K,10.74,eV,,,,,https://webbook.nist.gov/,10_10_2019
79947,"Phenol, 4,4'-(1-methylethylidene)bis[2,6-dibromo-",543.871,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_10_2019
80057,"Phenol, 4,4'-(1-methylethylidene)bis-",228.2863,,,,,-7820.7,kJ/mol,,,431,K,,,,,,,https://webbook.nist.gov/,10_10_2019
80159,"Hydroperoxide, 1-methyl-1-phenylethyl",152.1904,,,-5108.2,kJ/mol,,,,,,,,,,,,,https://webbook.nist.gov/,10_10_2019
80626,Methyl methacrylate,100.1158,,,-2724.6,kJ/mol,,,373.5,K,225.4,K,,,831.4,kJ/mol,800.5,kJ/mol,https://webbook.nist.gov/,10_10_2019
81072,Saccharin,183.184,,,,,,,,,498.4,K,,,,,,,https://webbook.nist.gov/,10_10_2019
82688,"Benzene, pentachloronitro-",295.335,,,,,,,,,418,K,,,,,,,https://webbook.nist.gov/,10_10_2019
84742,Dibutyl phthalate,278.3435,,,-8661,kJ/mol,-8598,kJ/mol,613,K,238,K,,,,,,,https://webbook.nist.gov/,10_10_2019
85018,Phenanthrene,178.2292,,,,,-7040,kJ/mol,613.15,K,372,K,7.891,eV,825.7,kJ/mol,795,kJ/mol,https://webbook.nist.gov/,10_10_2019
85449,Phthalic anhydride,148.1156,,,,,-3259.4,kJ/mol,557.83,K,404,K,,,,,,,https://webbook.nist.gov/,10_10_2019
86306,N-Nitrosodiphenylamine,198.2206,,,,,-6388.59,kJ/mol,,,,,,,,,,,https://webbook.nist.gov/,10_10_2019
87627,"2,6-Xylidine",121.1796,,,,,,,487,K,284.598,K,7.33,eV,901.7,kJ/mol,869.8,kJ/mol,https://webbook.nist.gov/,10_10_2019
87683,"1,3-Butadiene, 1,1,2,3,4,4-hexachloro-",260.761,,,-1691.7,kJ/mol,,,488.2,K,,,,,,,,,https://webbook.nist.gov/,10_10_2019
87865,"Phenol, pentachloro-",266.337,,,,,-2329.7,kJ/mol,583.2,K,463.84,K,,,,,,,https://webbook.nist.gov/,10_10_2019
88062,"Phenol, 2,4,6-trichloro-",197.446,,,,,,,519.2,K,,,,,,,,,https://webbook.nist.gov/,10_10_2019
88755,"Phenol, 2-nitro-",139.1088,,,,,-2878.8,kJ/mol,490.4,K,318,K,,,,,,,https://webbook.nist.gov/,10_10_2019
88857,Dinoseb,240.2127,,,,,,,,,316.42,K,,,,,,,https://webbook.nist.gov/,10_10_2019
88891,Picric acid,229.1039,,,,,-2570,kJ/mol,,,395,K,,,,,,,https://webbook.nist.gov/,10_10_2019
90040,"Benzenamine, 2-methoxy-",123.1525,,,,,-3994.8,kJ/mol,498.15,K,,,,,905.2,kJ/mol,873.3,kJ/mol,https://webbook.nist.gov/,10_10_2019
90437,o-Hydroxybiphenyl,170.2072,,,,,-6063,kJ/mol,548,K,331.2,K,7.8,eV,,,,,https://webbook.nist.gov/,10_10_2019
91087,"Benzene, 1,3-diisocyanato-2-methyl-",174.1561,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_10_2019
91203,Naphthalene,128.1705,,,,,-5160,kJ/mol,490,K,353.2,K,8.144,eV,802.9,kJ/mol,779.4,kJ/mol,https://webbook.nist.gov/,10_10_2019
91225,Quinoline,129.1586,,,-4683.2,kJ/mol,,,511,K,256,K,8.63,eV,953.2,kJ/mol,921.4,kJ/mol,https://webbook.nist.gov/,10_10_2019
91598,2-Naphthalenamine,143.1852,,,,,-5303.2,kJ/mol,579.2,K,383,K,7.1,eV,,,,,https://webbook.nist.gov/,10_10_2019
92524,Biphenyl,154.2078,,,,,-6250,kJ/mol,527,K,343,K,8.16,eV,813.6,kJ/mol,782.9,kJ/mol,https://webbook.nist.gov/,10_10_2019
92671,"[1,1'-Biphenyl]-4-amine",169.2224,,,,,-6375.5,kJ/mol,575,K,326,K,7.5,eV,,,,,https://webbook.nist.gov/,10_10_2019
67561,Methyl Alcohol,32.0419,-763.68,kJ/mol,-713.83,kJ/mol,,,337.8,K,176,K,10.84,eV,754.3,kJ/mol,724.5,kJ/mol,https://webbook.nist.gov/,10_10_2019
67630,Isopropyl Alcohol,60.095,,,-2005.1,kJ/mol,,,355.5,K,184.65,K,10.17,eV,793,kJ/mol,762.6,kJ/mol,https://webbook.nist.gov/,10_10_2019
67663,Trichloromethane,119.378,,,-474,kJ/mol,,,334.3,K,210,K,11.37,eV,,,,,https://webbook.nist.gov/,10_10_2019
67721,"Ethane, hexachloro-",236.739,,,,,-727,kJ/mol,458,K,458,K,,,,,,,https://webbook.nist.gov/,10_10_2019
92875,Benzidine,184.2371,,,,,-6544.2,kJ/mol,,,273.15,K,6.88,eV,,,,,https://webbook.nist.gov/,10_10_2019
93652,Mecoprop,202.635,,,,,,,,,367,K,,,,,,,https://webbook.nist.gov/,10_10_2019
94111,"Acetic acid, (2,4-dichlorophenoxy)-, 1-methylethyl ester",263.117,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_10_2019
94360,Benzoyl Peroxide,242.2268,,,,,-6546.3,kJ/mol,,,,,,,,,,,https://webbook.nist.gov/,10_10_2019
94586,"1,3-Benzodioxole, 5-propyl-",164.2011,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_10_2019
94597,Safrole,162.1852,,,,,,,509.1,K,,,,,,,,,https://webbook.nist.gov/,10_10_2019
94746,[(4-Chloro-o-tolyl)oxy]acetic acid,200.619,,,,,,,,,392.7,K,,,,,,,https://webbook.nist.gov/,10_10_2019
94757,"2,4-D",221.037,,,,,,,,,412.8,K,,,,,,,https://webbook.nist.gov/,10_10_2019
94826,"Butanoic acid, 4-(2,4-dichlorophenoxy)-",249.091,,,,,,,,,390.9,K,,,,,,,https://webbook.nist.gov/,10_10_2019
95476,o-Xylene,106.165,,,-4581.4,kJ/mol,,,417,K,248,K,8.56,eV,796,kJ/mol,768.3,kJ/mol,https://webbook.nist.gov/,10_10_2019
95487,"Phenol, 2-methyl-",108.1378,,,-3696,kJ/mol,-3693.6,kJ/mol,464.3,K,304,K,832,eV,,,,,https://webbook.nist.gov/,10_10_2019
94804,"Acetic acid, (2,4-dichlorophenoxy)-, butyl ester",277.144,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_10_2019
95501,"Benzene, 1,2-dichloro-",147.002,,,-2962,kJ/mol,,,452.65,K,256,K,9.06,eV,,,,,https://webbook.nist.gov/,10_10_2019
95534,o-Toluidine,107.1531,,,-4064,kJ/mol,,,473,K,252,K,7.47,eV,890.9,kJ/mol,859.1,kJ/mol,https://webbook.nist.gov/,10_10_2019
95545,"1,2-Benzenediamine",108.1411,,,,,-3504,kJ/mol,530.15,K,373.9,K,,,896.5,kJ/mol,865.8,kJ/mol,https://webbook.nist.gov/,10_10_2019
95636,"Benzene, 1,2,4-trimethyl-",120.1916,,,-5190.6,kJ/mol,,,442.4,K,227,K,8.27,eV,,,,,https://webbook.nist.gov/,10_10_2019
95807,"1,3-Benzenediamine, 4-methyl-",122.1677,,,,,,,565.2,K,,,,,,,,,https://webbook.nist.gov/,10_10_2019
95954,"Phenol, 2,4,5-trichloro-",197.446,,,,,,,,,339,K,,,,,,,https://webbook.nist.gov/,10_10_2019
96093,"Oxirane, phenyl-",120.1485,,,,,,,467.25,K,236.35,K,,,,,,,https://webbook.nist.gov/,10_10_2019
96184,"Propane, 1,2,3-trichloro-",147.431,,,-1727.6,kJ/mol,,,429,K,258.45,K,,,,,,,https://webbook.nist.gov/,10_10_2019
96333,"2-Propenoic acid, methyl ester",86.0892,,,-2069.4,kJ/mol,,,353,K,197.5,K,,,825.8,kJ/mol,794.8,kJ/mol,https://webbook.nist.gov/,10_10_2019
98077,"Benzene, (trichloromethyl)-",195.474,,,,,,,493.8,K,235.99,K,,,,,,,https://webbook.nist.gov/,10_10_2019
98828,"Benzene, (1-methylethyl)-",120.1916,,,-5218.6,kJ/mol,,,425,K,177,K,8.73,eV,791.6,kJ/mol,763.9,kJ/mol,https://webbook.nist.gov/,10_10_2019
98862,Acetophenone,120.1485,,,-4136,kJ/mol,,,475,K,293,K,9.28,eV,861.1,kJ/mol,829.3,kJ/mol,https://webbook.nist.gov/,10_10_2019
98873,"Benzene, (dichloromethyl)-",161.029,,,,,,,450.3,K,256.2,K,,,,,,,https://webbook.nist.gov/,10_10_2019
98884,Benzoyl chloride,140.567,,,-3332.6,kJ/mol,,,471,K,272,K,9.53,eV,,,,,https://webbook.nist.gov/,10_10_2019
98953,"Benzene, nitro-",123.1094,,,-3073.8,kJ/mol,,,484,K,278.9,K,9.94,eV,800.3,kJ/mol,769.5,kJ/mol,https://webbook.nist.gov/,10_10_2019
99309,Botran,207.014,,,,,,,,,466.8,K,,,,,,,https://webbook.nist.gov/,10_10_2019
99558,"Benzenamine, 2-methyl-5-nitro-",152.1506,,,,,-3811.7,kJ/mol,,,,,,,,,,,https://webbook.nist.gov/,10_10_2019
99650,"Benzene, 1,3-dinitro-",168.107,,,-2908,kJ/mol,-2905,kJ/mol,570.2,K,363,K,10.4,eV,,,,,https://webbook.nist.gov/,10_10_2019
100016,p-Nitroaniline,138.124,,,,,-3177.1,kJ/mol,,,420,K,,,866,kJ/mol,834.2,kJ/mol,https://webbook.nist.gov/,10_10_2019
100027,"Phenol, 4-nitro-",139.1088,,,,,-2879.6,kJ/mol,552.2,K,385,K,,,,,,,https://webbook.nist.gov/,10_10_2019
100254,"Benzene, 1,4-dinitro-",168.107,,,,,-2902,kJ/mol,,,446.7,K,,,,,,,https://webbook.nist.gov/,10_10_2019
100414,Ethylbenzene,106.165,,,-4567,kJ/mol,,,409.3,K,179,K,8.77,eV,788,kJ/mol,760.3,kJ/mol,https://webbook.nist.gov/,10_10_2019
100425,Styrene,104.1491,,,-4390,kJ/mol,,,419,K,241,K,8.464,eV,839.5,kJ/mol,809.2,kJ/mol,https://webbook.nist.gov/,10_10_2019
100447,Benzyl chloride,126.583,,,,,,,452,K,233.95,K,,,,,,,https://webbook.nist.gov/,10_10_2019
100754,"Piperidine, 1-nitroso-",114.1457,,,-3366,kJ/mol,,,,,,,,,,,,,https://webbook.nist.gov/,10_10_2019
101779,"Benzenamine, 4,4'-methylenebis-",198.2637,,,-7200,kJ/mol,,,,,366,K,7.2,eV,,,,,https://webbook.nist.gov/,10_10_2019
101804,"Benzenamine, 4,4'-oxybis-",200.2365,,,,,-6420,kJ/mol,,,465.4,K,6.55,eV,,,,,https://webbook.nist.gov/,10_10_2019
105679,"Phenol, 2,4-dimethyl-",122.1644,,,-4348.47,kJ/mol,,,484,K,298,K,,,,,,,https://webbook.nist.gov/,10_10_2019
106423,p-Xylene,106.165,,,-4565.9,kJ/mol,,,411.4,K,286.4,K,8.44,eV,794.4,kJ/mol,766.8,kJ/mol,https://webbook.nist.gov/,10_10_2019
106445,p-Cresol,108.1378,,,-3705,kJ/mol,-3698.7,kJ/mol,475,K,307,K,8.34,eV,,,,,https://webbook.nist.gov/,10_10_2019
106467,"Benzene, 1,4-dichloro-",147.002,,,-2937,kJ/mol,-2939.9,kJ/mol,447.3,K,326.1,K,8.92,eV,,,,,https://webbook.nist.gov/,10_10_2019
106478,p-Chloroaniline,127.572,,,-3339,kJ/mol,-3208.8,kJ/mol,505.45,K,343,K,,,873.8,kJ/mol,842,kJ/mol,https://webbook.nist.gov/,10_10_2019
106503,"1,4-Benzenediamine",108.1411,,,,,-3509.3,kJ/mol,540.2,K,412.3,K,6.87,eV,905.9,kJ/mol,874,kJ/mol,https://webbook.nist.gov/,10_10_2019
106514,p-Benzoquinone,108.0948,-2810,kJ/mol,,,-2753,kJ/mol,,,386,K,10,eV,799.1,kJ/mol,769.3,kJ/mol,https://webbook.nist.gov/,10_10_2019
106887,"Oxirane, ethyl-",72.1057,,,-2548.5,kJ/mol,,,334,K,,,,,,,,,https://webbook.nist.gov/,10_10_2019
106898,"Oxirane, (chloromethyl)-",92.524,,,-1235.8,kJ/mol,,,389.6,K,215.05,K,,,,,,,https://webbook.nist.gov/,10_10_2019
106934,"Ethane, 1,2-dibromo-",187.861,,,-1215.7,kJ/mol,,,404,K,282.9,K,10.35,eV,,,,,https://webbook.nist.gov/,10_10_2019
106990,"1,3-Butadiene",54.0904,-2540.4,kJ/mol,-2522.1,kJ/mol,,,268.6,K,164.3,K,9.072,eV,783.4,kJ/mol,757.6,kJ/mol,https://webbook.nist.gov/,10_10_2019
107028,2-Propenal,56.0633,,,-1632,kJ/mol,,,330,K,186.15,K,10.11,eV,797,kJ/mol,765.1,kJ/mol,https://webbook.nist.gov/,10_10_2019
107051,Allyl chloride,76.525,,,,,,,318.2,K,138.65,K,10.05,eV,,,,,https://webbook.nist.gov/,10_10_2019
107062,"Ethane, 1,2-dichloro-",98.959,,,-1246.4,kJ/mol,,,356.7,K,230,K,11.07,eV,,,,,https://webbook.nist.gov/,10_10_2019
107119,2-Propen-1-amine,57.0944,,,-2204,kJ/mol,,,326.45,K,,,,,909.5,kJ/mol,875.5,kJ/mol,https://webbook.nist.gov/,10_10_2019
107131,2-Propenenitrile,53.0626,,,-1759,kJ/mol,,,351,K,189.55,K,10.91,eV,784.7,kJ/mol,753.7,kJ/mol,https://webbook.nist.gov/,10_10_2019
107186,2-Propen-1-ol,58.0791,,,,,,,370,K,,,9.67,eV,,,,,https://webbook.nist.gov/,10_10_2019
107197,Propargyl alcohol,56.0633,,,,,,,385,K,221.35,K,10.5,eV,,,,,https://webbook.nist.gov/,10_10_2019
107211,"1,2-Ethanediol",62.0678,,,-1191,kJ/mol,,,470.5,K,261,K,,,815.9,kJ/mol,773.6,kJ/mol,https://webbook.nist.gov/,10_10_2019
107302,"Methane, chloromethoxy-",80.513,,,,,,,332.3,K,,,,,,,,,https://webbook.nist.gov/,10_10_2019
108054,Acetic acid ethenyl ester,86.0892,,,-2086,kJ/mol,,,345.7,K,180.35,K,9.2,eV,813.9,kJ/mol,782.9,kJ/mol,https://webbook.nist.gov/,10_10_2019
108101,Methyl Isobutyl Ketone,100.1589,,,,,-3694.6,kJ/mol,389,K,189.15,K,9.3,eV,,,,,https://webbook.nist.gov/,10_10_2019
108316,Maleic anhydride,98.0569,,,,,-1390.3,kJ/mol,473.2,K,326,K,,,,,,,https://webbook.nist.gov/,10_10_2019
108383,"Benzene, 1,3-dimethyl-",106.165,,,-4581.4,kJ/mol,,,412.3,K,225,K,8.55,eV,812.1,kJ/mol,786.2,kJ/mol,https://webbook.nist.gov/,10_10_2019
108394,"Phenol, 3-methyl-",108.1378,,,-3694,kJ/mol,,,475.2,K,284,K,8.29,eV,,,,,https://webbook.nist.gov/,10_10_2019
108452,"1,3-Phenylenediamine",108.1411,,,,,-3497,kJ/mol,556.2,K,337,K,,,929.9,kJ/mol,899.2,kJ/mol,https://webbook.nist.gov/,10_10_2019
108601,Bis(2-chloro-1-methylethyl) ether,171.065,,,,,,,460.25,K,,,,,,,,,https://webbook.nist.gov/,10_10_2019
108883,Toluene,92.1384,,,-3920,kJ/mol,,,383.8,K,178.1,K,8.828,eV,784,kJ/mol,756.3,kJ/mol,https://webbook.nist.gov/,10_10_2019
108907,"Benzene, chloro-",112.557,,,-3111.6,kJ/mol,,,404.9,K,228,K,9.07,eV,753.1,kJ/mol,724.6,kJ/mol,https://webbook.nist.gov/,10_10_2019
108930,Cyclohexanol,100.1589,,,-3730,kJ/mol,,,433,K,296,K,,,,,,,https://webbook.nist.gov/,10_10_2019
108952,Phenol,94.1112,,,,,-3058,kJ/mol,455,K,314,K,8.49,eV,817.3,kJ/mol,786.3,kJ/mol,https://webbook.nist.gov/,10_10_2019
109068,"Pyridine, 2-methyl-",93.1265,,,-3415,kJ/mol,,,402,K,206,K,,,949.1,kJ/mol,917.3,kJ/mol,https://webbook.nist.gov/,10_10_2019
109773,Propanedinitrile,66.0614,,,,,-1653,kJ/mol,491.7,K,305,K,12.8,eV,723,kJ/mol,694.1,kJ/mol,https://webbook.nist.gov/,10_10_2019
109864,"Ethanol, 2-methoxy-",76.0944,,,-1880,kJ/mol,,,397.6,K,188.05,K,,,768.8,kJ/mol,729.8,kJ/mol,https://webbook.nist.gov/,10_10_2019
110009,Furan,68.074,,,-2088,kJ/mol,,,304.7,K,187.44,K,8.88,eV,803.4,kJ/mol,770.9,kJ/mol,https://webbook.nist.gov/,10_10_2019
110543,n-Hexane,86.1754,,,-4163,kJ/mol,,,341.9,K,178,K,10.13,eV,,,,,https://webbook.nist.gov/,10_10_2019
110576,"2-Butene, 1,4-dichloro-, (E)-",124.996,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_10_2019
110805,"Ethanol, 2-ethoxy-",90.121,,,,,,,408.3,K,,,,,,,,,https://webbook.nist.gov/,10_10_2019
110827,Cyclohexane,84.1595,,,-3930,kJ/mol,,,353.9,K,279.6,K,9.88,eV,686.9,kJ/mol,666.9,kJ/mol,https://webbook.nist.gov/,10_10_2019
110861,Pyridine,79.0999,,,-2758,kJ/mol,,,388.5,K,232,K,9.26,eV,930,kJ/mol,898.1,kJ/mol,https://webbook.nist.gov/,10_10_2019
111422,Diethanolamine,105.1356,,,,,-2652.3,kJ/mol,541.55,K,301.15,K,,,953,kJ/mol,920,kJ/mol,https://webbook.nist.gov/,10_10_2019
111444,Bis(2-chloroethyl) ether,143.012,,,,,,,451,K,227.05,K,,,,,,,https://webbook.nist.gov/,10_10_2019
111911,"Methane, bis(2-chloroethoxy)-",173.038,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_10_2019
114261,Propoxur,213.2735,,,,,,,,,363.62,K,,,,,,,https://webbook.nist.gov/,10_10_2019
115071,Propene,42.0797,-2057.8,kJ/mol,,,,,225.6,K,88,K,9.73,eV,751.6,kJ/mol,722.7,kJ/mol,https://webbook.nist.gov/,10_10_2019
115322,Dicofol,370.486,,,,,,,,,348,K,,,,,,,https://webbook.nist.gov/,10_10_2019
116063,Aldicarb,190.263,,,,,,,,,374.2,K,,,,,,,https://webbook.nist.gov/,10_10_2019
116143,"Ethene, tetrafluoro-",100.015,,,,,,,196.7,K,130.65,K,10.14,eV,,,,,https://webbook.nist.gov/,10_10_2019
117817,Bis(2-ethylhexyl) phthalate,390.5561,,,,,,,657.2,K,,,,,,,,,https://webbook.nist.gov/,10_10_2019
118741,"Benzene, hexachloro-",284.782,,,,,-2375.3,kJ/mol,597.7,K,501.27,K,9,eV,,,,,https://webbook.nist.gov/,10_10_2019
120127,Anthracene,178.2292,,,,,-7061,kJ/mol,613,K,490,K,7.439,eV,877.3,kJ/mol,846.6,kJ/mol,https://webbook.nist.gov/,10_10_2019
120581,"1,3-Benzodioxole, 5-(1-propenyl)-",162.1852,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_10_2019
120718,p-Cresidine,137.179,,,,,,,508.2,K,,,,,,,,,https://webbook.nist.gov/,10_10_2019
120809,"1,2-Benzenediol",110.1106,,,,,-2862,kJ/mol,519.05,K,377,K,,,,,,,https://webbook.nist.gov/,10_10_2019
120821,"Benzene, 1,2,4-trichloro-",181.447,,,-2797.98,kJ/mol,,,486.7,K,290.1,K,,,,,,,https://webbook.nist.gov/,10_10_2019
120832,"Phenol, 2,4-dichloro-",163.001,,,,,-2753.7,kJ/mol,483.2,K,318,K,,,,,,,https://webbook.nist.gov/,10_10_2019
121142,"Benzene, 1-methyl-2,4-dinitro-",182.1335,,,,,-3560,kJ/mol,,,340,K,,,,,,,https://webbook.nist.gov/,10_10_2019
121448,Triethylamine,101.19,,,-4354.3,kJ/mol,,,362.3,K,158.45,K,7.53,eV,981.8,kJ/mol,951,kJ/mol,https://webbook.nist.gov/,10_10_2019
121697,"Benzenamine, N,N-dimethyl-",121.1796,,,-4754.3,kJ/mol,,,466,K,275,K,7.12,eV,941.1,kJ/mol,909.2,kJ/mol,https://webbook.nist.gov/,10_10_2019
121755,Malathion,330.358,,,,,,,,,276.25,K,,,,,,,https://webbook.nist.gov/,10_10_2019
122349,Simazine,201.657,,,,,-4403.7,kJ/mol,,,503.8,K,,,,,,,https://webbook.nist.gov/,10_10_2019
122394,Diphenylamine,169.2224,,,-6426.2,kJ/mol,-6424,kJ/mol,582.15,K,326,K,7.19,eV,,,,,https://webbook.nist.gov/,10_10_2019
122667,"Hydrazine, 1,2-diphenyl-",184.2371,,,,,-6717.08,kJ/mol,,,407,K,,,,,,,https://webbook.nist.gov/,10_10_2019
123319,Hydroquinone,110.1106,,,,,-2850,kJ/mol,558.2,K,445,K,7.94,eV,,,,,https://webbook.nist.gov/,10_10_2019
123386,Propanal,58.0791,,,-1816.5,kJ/mol,,,322,K,180,K,9.96,eV,786,kJ/mol,754,kJ/mol,https://webbook.nist.gov/,10_10_2019
123637,Paraldehyde,132.1577,,,-3390,kJ/mol,,,397,K,285.75,K,,,,,,,https://webbook.nist.gov/,10_10_2019
123728,Butanal,72.1057,,,-2478.7,kJ/mol,,,348,K,176,K,9.82,eV,792.7,kJ/mol,760.8,kJ/mol,https://webbook.nist.gov/,10_10_2019
123911,"1,4-Dioxane",88.1051,,,-2186.8,kJ/mol,,,374.3,K,285,K,9.19,eV,797.4,kJ/mol,770,kJ/mol,https://webbook.nist.gov/,10_10_2019
124403,Dimethylamine,45.0837,,,-1750,kJ/mol,,,281,K,180.15,K,8.24,eV,929.5,kJ/mol,896.5,kJ/mol,https://webbook.nist.gov/,10_10_2019
124732,"1,2-Dibromotetrafluoroethane",259.823,,,,,,,320,K,161.65,K,,,,,,,https://webbook.nist.gov/,10_10_2019
126987,Methylacrylonitrile,67.0892,,,,,,,363.5,K,,,,,,,,,https://webbook.nist.gov/,10_10_2019
126998,"1,3-Butadiene, 2-chloro-",88.535,,,,,,,332.6,K,,,8.83,eV,,,,,https://webbook.nist.gov/,10_10_2019
127184,Tetrachloroethylene,165.833,,,-830,kJ/mol,,,394.2,K,250.97,K,9.326,eV,,,,,https://webbook.nist.gov/,10_10_2019
131113,Dimethyl phthalate,194.184,,,-4702,kJ/mol,-4680.4,kJ/mol,555.5,K,273,K,,,,,,,https://webbook.nist.gov/,10_10_2019
132649,Dibenzofuran,168.1913,,,,,-5859.7,kJ/mol,560.15,K,355,K,,,,,,,https://webbook.nist.gov/,10_10_2019
133062,Captan,300.589,,,,,,,,,447.1,K,,,,,,,https://webbook.nist.gov/,10_10_2019
133073,Folpet,296.558,,,,,,,,,454.1,K,,,,,,,https://webbook.nist.gov/,10_10_2019
134327,1-Naphthalenamine,143.1852,,,,,-5312.8,kJ/mol,512.1,K,322,K,,,907,kJ/mol,875.1,kJ/mol,https://webbook.nist.gov/,10_10_2019
137268,Tetramethylthiuram disulfide,240.433,,,,,-6525.5,kJ/mol,,,,,,,,,,,https://webbook.nist.gov/,10_10_2019
139139,"Acetic acid, nitrilotri-",191.1388,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_10_2019
140885,"2-Propenoic acid, ethyl ester",100.1158,,,-2715,kJ/mol,,,372.5,K,201.15,K,10.3,eV,,,,,https://webbook.nist.gov/,10_11_2019
141322,"2-Propenoic acid, butyl ester",128.169,,,-4046.96,kJ/mol,,,421.95,K,209.5,K,,,,,,,https://webbook.nist.gov/,10_11_2019
148798,Thiabendazole,201.248,,,,,,,,,574.8,K,,,,,,,https://webbook.nist.gov/,10_11_2019
149304,2-Mercaptobenzothiazole,167.251,,,,,,,,,455.15,K,7.99,eV,,,,,https://webbook.nist.gov/,10_11_2019
150685,"Urea, N'-(4-chlorophenyl)-N,N-dimethyl-",198.649,,,,,-4861.8,kJ/mol,,,441.5,K,,,,,,,https://webbook.nist.gov/,10_11_2019
151564,Ethylenimine,43.0678,,,-1591.36,kJ/mol,,,329,K,195.15,K,,,905.5,kJ/mol,872.5,kJ/mol,https://webbook.nist.gov/,10_11_2019
191242,Benzo[ghi]perylene,276.3307,,,,,,,,,554.2,K,7.17,eV,876,kJ/mol,845.2,kJ/mol,https://webbook.nist.gov/,10_11_2019
298000,Methyl parathion,263.207,,,,,,,,,308.9,K,,,,,,,https://webbook.nist.gov/,10_11_2019
302012,Hydrazine,32.0452,-622.08,kJ/mol,,,,,386.95,K,275,K,8.1,eV,853.2,kJ/mol,822.4,kJ/mol,https://webbook.nist.gov/,10_11_2019
306832,"Ethane, 2,2-dichloro-1,1,1-trifluoro-",152.931,,,,,,,300.2,K,,,,,,,,,https://webbook.nist.gov/,10_11_2019
309002,Aldrin,364.91,,,,,,,,,377,K,,,,,,,https://webbook.nist.gov/,10_11_2019
330541,Diuron,233.095,,,,,-4681.9,kJ/mol,,,429.7,K,,,,,,,https://webbook.nist.gov/,10_11_2019
330552,Linuron,249.094,,,,,,,,,365.9,K,,,,,,,https://webbook.nist.gov/,10_11_2019
333415,Diazinone,304.346,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
353593,Bromochlorodifluoromethane,165.365,,,,,,,270.6,K,,,,,,,,,https://webbook.nist.gov/,10_11_2019
354234,"Ethane, 1,2-dichloro-1,1,2-trifluoro-",152.931,,,,,,,301.4,K,,,,,,,,,https://webbook.nist.gov/,10_11_2019
354256,"Ethane, 1-chloro-1,1,2,2-tetrafluoro-",136.476,,,,,,,260,K,,,,,,,,,https://webbook.nist.gov/,10_11_2019
357573,Brucine,394.4635,,,,,-12270,kJ/mol,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
460355,"Propane, 3-chloro-1,1,1-trifluoro-",132.512,,,-1504.2,kJ/mol,,,319,K,,,,,,,,,https://webbook.nist.gov/,10_11_2019
463581,Carbonyl sulfide,60.075,,,,,,,,,,,11.18,eV,628.5,kJ/mol,602.6,kJ/mol,https://webbook.nist.gov/,10_11_2019
507551,"Propane, 1,3-dichloro-1,1,2,2,3-pentafluoro-",202.938,,,,,,,325.2,K,,,,,,,,,https://webbook.nist.gov/,10_11_2019
510156,Chlorobenzilate,325.187,,,,,,,,,312.19,K,,,,,,,https://webbook.nist.gov/,10_11_2019
528290,"Benzene, 1,2-dinitro-",168.107,,,,,-2945,kJ/mol,,,390.1,K,,,,,,,https://webbook.nist.gov/,10_11_2019
534521,"Phenol, 2-methyl, 4,6-dinitro-",198.1329,,,,,-3332.9,kJ/mol,,,359,K,,,,,,,https://webbook.nist.gov/,10_11_2019
540590,"1,2-Dichloroethylene",96.943,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
541413,"Carbonochloridic acid, ethyl ester",108.524,,,-1370,kJ/mol,,,366.2,K,,,,,764.8,kJ/mol,733.8,kJ/mol,https://webbook.nist.gov/,10_11_2019
541731,"Benzene, 1,3-dichloro-",147.002,,,-2952,kJ/mol,,,446.15,K,248.39,K,9.1,eV,,,,,https://webbook.nist.gov/,10_11_2019
542756,"1-Propene, 1,3-dichloro-",110.97,,,,,,,,,,,,,,,,,https://webbook.nist.gov/,10_11_2019
