PREFERRED NAME,CAS NUMBER,DSSTOX ID,Molecular Mass,LogP: Octanol-Water,LogP: Octanol-Water - Score,Melting Point,Melting Point - Units,Melting Point - Score,Boiling Point,Boiling Point - Units,Boiling Point - Score,Water Solubility,Water Solubility - Units,Water Solubility - Score,Vapor Pressure,Vapor Pressure - Units,Vapor Pressure - Score,Flash Point,Flash Point - Units,Flash Point - Score,Surface Tension,Surface Tension - Units,Surface Tension - Score,Index of Refraction,Index of Refraction - Score,Molar Refractivity,Molar Refractivity - Units,Molar Refractivity - Score,Polarizability,Polarizability - Units,Polarizability - Score,Density,Density - Units,Density - Score,Molar Volume,Molar Volume - Units,Molar Volume - Score,Thermal Conductivity,Thermal Conductivity - Units,Thermal Conductivity - Score,Viscosity,Viscosity - Units,Viscosity - Score,Henry's Law,Henry's Law - Score,LogKoa: Octanol-Air,LogKoa: Octanol-Air - Score,pKa Acidic Apparent,pKa Acidic Apparent - Score,pKa Basic Apparent,pKa Basic Apparent - Score,Bioaccumulation Factor,Bioaccumulation Factor - Score,Bioconcentration Factor,Bioconcentration Factor - Score,Soil Adsorp. Coeff. (Koc),Soil Adsorp. Coeff. (Koc) - Units,Soil Adsorp. Coeff. (Koc) - Score,Atmos. Hydroxylation Rate,Atmos. Hydroxylation Rate - Units,Atmos. Hydroxylation Rate - Score,Biodeg. Half-Life,Biodeg. Half-Life - Units,Biodeg. Half-Life - Score,Fish Biotrans. Half-Life (Km),Fish Biotrans. Half-Life (Km) - Units,Fish Biotrans. Half-Life (Km) - Score,Data Quality - CompTox,Data Source,Consulted Date
Malachite green,569642,DTXSID1025512,364.92,,,162,°C,3,379,°C,3,0.000128,mol/L,3,2.03E-07,mmHg,3,238,°C,4,,,,,,,,,,,,1.03,g/cm^3,4,,,,,,,,,,3.62E-06,4,10.6,4,,,,,,,,,3970,L/kg,4,2.63E-11,cm3/molecule*sec,4,3.65,days,4,3.07,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1025512,07_04_2020
Thimerosal,54648,DTXSID3025540,404.81,,,232,°C,2,584,°C,4,0.283,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID3025540,07_04_2020
Monosodium methanearsonate,2163806,DTXSID2025686,161.951,,,196,°C,4,465,°C,4,3.58,mol/L,2,7.5E-08,mmHg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,1,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2025686,07_04_2020
Nickelocene,1271289,DTXSID8025709,188.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID8025709,07_04_2020
Nickel subsulfide,12035722,DTXSID2025711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2025711,07_04_2020
"1,2,3,4,5,6,7,8-Octachloronaphthalene",2234131,DTXSID6025800,403.71,,,197,°C,1,425,°C,1,1.98E-10,mol/L,2,1.1E-08,mmHg,2,201,°C,3,55.5,dyn/cm,4,1.69,4,83.3,cm^3,4,33,Å^3,4,1.91,g/cm^3,3,219,cm^3,4,111,mW/(m*K),4,,,,1.09E-05,4,11.1,2,,,,,,,,,776000,L/kg,2,1.61E-13,cm3/molecule*sec,4,144,days,4,41.7,days,2,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6025800,07_04_2020
"3,3',5,5'-Tetrabromobisphenol A",79947,DTXSID1026081,543.875,,,181,°C,1,441,°C,3,7.39E-07,mol/L,3,8.41E-09,mmHg,3,230,°C,3,55.6,dyn/cm,4,1.67,4,98.9,cm^3,4,39.2,Å^3,4,2.22,g/cm^3,3,264,cm^3,4,122,mW/(m*K),4,,,,1.15E-08,4,9.34,4,,,,,,,,,128000,L/kg,4,1.63E-11,cm3/molecule*sec,4,64.4,days,4,0.842,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1026081,07_04_2020
"Toluene-2,4-diisocyanate",584849,DTXSID7026156,174.159,,,20.5,°C,1,251,°C,1,0.00151,mol/L,3,0.008,mmHg,2,97.7,°C,3,43.5,dyn/cm,4,1.56,4,49.1,cm^3,4,19.5,Å^3,4,1.15,g/cm^3,3,152,cm^3,4,,,,,,,1.22E-06,4,4.13,4,,,,,,,,,16,L/kg,4,2.1E-12,cm3/molecule*sec,4,4.29,days,4,0.339,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID7026156,07_04_2020
"Toluene-2,6-diisocyanate",91087,DTXSID2026157,174.159,,,18.3,°C,1,131,°C,1,0.00151,mol/L,3,0.0209,mmHg,2,99.8,°C,3,43.5,dyn/cm,4,1.56,4,49.1,cm^3,4,19.5,Å^3,4,1.15,g/cm^3,3,152,cm^3,4,,,,,,,1.21E-06,4,4.13,4,,,,,,,,,30.1,L/kg,4,2.1E-12,cm3/molecule*sec,4,4.49,days,4,0.116,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2026157,07_04_2020
"2,3,5-Trichlorophenol",933788,DTXSID0026208,197.44,,,62,°C,1,250,°C,3,0.00315,mol/L,3,0.022,mmHg,2,106,°C,3,43.9,dyn/cm,3,1.61,4,42.8,cm^3,4,17,Å^3,4,1.58,g/cm^3,3,124,cm^3,4,127,mW/(m*K),4,7.1,cP,4,7.35E-07,4,7.5,4,,,,,,,,,4070,L/kg,2,3.88E-12,cm3/molecule*sec,4,8.71,days,4,0.242,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0026208,07_04_2020
"2,3,6-Trichlorophenol",933755,DTXSID5026209,197.44,,,56,°C,1,253,°C,2,0.00228,mol/L,2,0.0182,mmHg,3,93.1,°C,3,43.9,dyn/cm,3,1.61,4,42.8,cm^3,4,17,Å^3,4,1.58,g/cm^3,3,124,cm^3,4,128,mW/(m*K),4,7.11,cP,4,1.26E-06,4,6.83,4,6.12,2,,,,,,,2340,L/kg,4,4.01E-12,cm3/molecule*sec,4,11.9,days,4,0.244,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5026209,07_04_2020
"3,4,5-Trichlorophenol",609198,DTXSID4026212,197.44,,,101,°C,1,275,°C,1,0.00567,mol/L,3,0.00402,mmHg,3,119,°C,3,43.8,dyn/cm,3,1.61,4,42.8,cm^3,4,17,Å^3,4,1.56,g/cm^3,3,124,cm^3,4,131,mW/(m*K),4,6.87,cP,4,2.42E-07,4,7.73,4,7.7,2,,,,,,,3630,L/kg,2,4.37E-12,cm3/molecule*sec,4,12,days,4,0.476,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID4026212,07_04_2020
C.I. Direct Blue 14,72571,DTXSID4026268,960.79,0.16,3,,,,373,°C,3,2.31E-06,mol/L,3,7.42E-10,mmHg,3,,,,87.6,dyn/cm,4,1.79,4,204,cm^3,4,80.8,Å^3,4,2.05,g/cm^3,3,482,cm^3,4,,,,,,,1.92E-09,4,9.59,4,,,,,,,,,33000,L/kg,4,9.31E-11,cm3/molecule*sec,4,35.4,days,4,0.23,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID4026268,07_04_2020
m-Xylene,108383,DTXSID6026298,106.168,,,-47.8,°C,1,139,°C,1,0.00152,mol/L,2,8.29,mmHg,2,30.9,°C,3,28.9,dyn/cm,3,1.5,4,35.9,cm^3,4,14.2,Å^3,4,0.88,g/cm^3,3,122,cm^3,4,129,mW/(m*K),4,0.794,cP,4,0.00718,2,3.78,2,,,,,,,14.8,2,178,L/kg,2,2.36E-11,cm3/molecule*sec,2,10,days,2,0.421,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6026298,07_04_2020
"2,3-Diaminotoluene",2687254,DTXSID4027494,122.171,,,59,°C,1,255,°C,1,0.128,mol/L,3,0.000553,mmHg,2,137,°C,3,52.3,dyn/cm,4,1.64,4,39.5,cm^3,4,15.7,Å^3,4,1.13,g/cm^3,3,110,cm^3,4,174,mW/(m*K),4,6.75,cP,4,5.76E-08,4,7.77,4,,,,,,,3.46,3,40.4,L/kg,3,1.45E-10,cm3/molecule*sec,4,4.01,days,4,0.136,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID4027494,07_04_2020
"2,4-D sodium salt",2702729,DTXSID4027496,243.01,,,139,°C,3,313,°C,3,0.00556,mol/L,3,1.7E-05,mmHg,3,165,°C,3,48.2,dyn/cm,3,1.57,4,48.9,cm^3,4,19.4,Å^3,4,1.49,g/cm^3,3,148,cm^3,4,142,mW/(m*K),4,19.1,cP,4,2.97E-09,4,8.65,4,,,,,,,,,66.7,L/kg,4,8.51E-12,cm3/molecule*sec,4,3.55,days,4,0.214,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID4027496,07_04_2020
"1,1-Methylenebis(4-isocyanatocyclohexane)",5124301,DTXSID3027588,262.353,,,-10,°C,2,168,°C,2,1.27E-05,mol/L,3,1.74E-05,mmHg,3,157,°C,3,45.7,dyn/cm,4,1.59,4,74.4,cm^3,4,29.5,Å^3,4,1.12,g/cm^3,3,221,cm^3,4,,,,10.4,cP,4,7.26E-07,4,6.9,4,,,,,,,,,2020,L/kg,4,2.18E-11,cm3/molecule*sec,4,5.75,days,4,2.97,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID3027588,07_04_2020
(Methylcyclopentadienyl)tricarbonylmanganese,12108133,DTXSID9027738,218.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID9027738,07_04_2020
Pentacarbonyl iron,13463406,DTXSID3027746,195.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID3027746,07_04_2020
Dinitrotoluene,25321146,DTXSID5027859,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5027859,07_04_2020
"4-Nonylphenol, branched",84852153,DTXSID5029055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5029055,07_04_2020
"2-Chloro-1,1,1,2-tetrafluoroethane",2837890,DTXSID7029245,136.47,,,-100,°C,1,-12,°C,1,0.011,mol/L,2,2890,mmHg,2,-20.4,°C,3,18.8,dyn/cm,3,1.28,4,16.7,cm^3,4,6.64,Å^3,4,1.42,g/cm^3,3,95.1,cm^3,4,81.3,mW/(m*K),4,0.492,cP,4,0.0589,4,0.955,4,,,,,,,,,95,L/kg,4,9.5E-15,cm3/molecule*sec,2,4.6,days,4,0.43,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID7029245,07_04_2020
Sulfuric acid,7664939,DTXSID5029683,98.07,,,0,°C,1,290,°C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5029683,07_04_2020
"2,3,4,7,8-Pentachlorodibenzofuran",57117314,DTXSID7030066,340.41,,,196,°C,1,402,°C,3,6.9E-10,mol/L,2,2.63E-09,mmHg,2,211,°C,3,56.2,dyn/cm,4,1.72,4,78.7,cm^3,4,31.2,Å^3,4,1.66,g/cm^3,3,200,cm^3,4,,,,,,,3.97E-05,4,10.4,2,,,,,,,13500,2,616000,L/kg,3,9.42E-13,cm3/molecule*sec,4,18.3,days,4,22.9,days,2,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID7030066,07_04_2020
Chrysotile,12001295,DTXSID0030742,277.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0030742,07_04_2020
Crocidolite asbestos,12001284,DTXSID5030743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5030743,07_04_2020
Chromium,7440473,DTXSID3031022,51.996,,,1900,°C,2,2640,°C,1,1.67,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID3031022,07_04_2020
Methyl mercury,16056341,DTXSID2031615,215.63,,,-60.5,°C,4,83,°C,4,0.145,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2031615,07_04_2020
"2,4-D 2-butoxymethylethyl ester",1320189,DTXSID6032308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6032308,07_04_2020
Fenoxaprop-ethyl,66441234,DTXSID2032392,361.78,,,86.2,°C,1,410,°C,3,2.59E-06,mol/L,1,1.43E-08,mmHg,3,232,°C,3,47.4,dyn/cm,4,1.59,4,92.8,cm^3,4,36.8,Å^3,4,1.32,g/cm^3,3,276,cm^3,4,,,,,,,1.43E-07,4,11.5,4,,,,,,,231,3,9550,L/kg,2,1.98E-11,cm3/molecule*sec,4,4.65,days,4,0.872,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2032392,07_04_2020
Fenoxycarb,72490018,DTXSID7032393,301.342,,,53.3,°C,1,387,°C,3,1.99E-05,mol/L,1,8.32E-08,mmHg,1,234,°C,3,41.8,dyn/cm,4,1.55,4,83.3,cm^3,4,33,Å^3,4,1.17,g/cm^3,3,262,cm^3,4,,,,,,,1.64E-09,4,10.9,4,,,,,,,,,1000,L/kg,1,1.67E-11,cm3/molecule*sec,4,4.66,days,4,0.445,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID7032393,07_04_2020
"Dipropyl 2,5-pyridinedicarboxylate",136458,DTXSID8032544,251.282,,,51.8,°C,3,318,°C,3,0.000312,mol/L,3,3.7E-05,mmHg,3,165,°C,3,38.4,dyn/cm,3,1.5,4,66.4,cm^3,4,26.3,Å^3,4,1.12,g/cm^3,3,224,cm^3,4,142,mW/(m*K),4,11.8,cP,4,7.82E-08,4,7.8,4,,,,,,,,,745,L/kg,4,1.26E-11,cm3/molecule*sec,4,4.3,days,4,1.02,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID8032544,07_04_2020
Tetramethrin,7696120,DTXSID6032649,331.412,,,69,°C,1,394,°C,3,8.75E-06,mol/L,2,7.08E-06,mmHg,2,223,°C,3,46.5,dyn/cm,4,1.56,4,89,cm^3,4,35.3,Å^3,4,1.2,g/cm^3,3,276,cm^3,4,,,,,,,2.44E-06,4,11.6,4,,,,,,,,,1150,L/kg,4,1.46E-10,cm3/molecule*sec,4,3.35,days,4,1.52,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6032649,07_04_2020
Triforine,26644462,DTXSID5032654,434.95,,,175,°C,3,439,°C,3,0.00188,mol/L,3,2E-07,mmHg,2,297,°C,3,56.6,dyn/cm,4,1.57,4,89.9,cm^3,4,35.6,Å^3,4,1.56,g/cm^3,3,273,cm^3,4,,,,,,,4.42E-08,4,9.39,4,,,,,,,4.21,3,200,L/kg,2,1.37E-11,cm3/molecule*sec,4,5.78,days,4,1.5,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5032654,07_04_2020
Phenothrin,26002802,DTXSID7032688,350.458,,,55.2,°C,3,405,°C,3,2.77E-08,mol/L,2,1.43E-07,mmHg,2,191,°C,3,44.7,dyn/cm,4,1.59,4,105,cm^3,4,41.7,Å^3,4,1.11,g/cm^3,3,313,cm^3,4,133,mW/(m*K),4,,,,2.77E-08,4,10.1,4,,,,,,,685,3,56200,L/kg,3,6.38E-11,cm3/molecule*sec,4,3.35,days,4,2.68,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID7032688,07_04_2020
4-Nonylphenol,104405,DTXSID5033836,220.356,,,44.5,°C,1,129,°C,1,3.18E-05,mol/L,2,0.000818,mmHg,2,167,°C,3,35.6,dyn/cm,3,1.5,4,70.1,cm^3,4,27.8,Å^3,4,0.945,g/cm^3,3,236,cm^3,4,148,mW/(m*K),4,28.3,cP,4,1.06E-05,4,9.36,4,,,,,,,202,1,6920,L/kg,2,1.66E-11,cm3/molecule*sec,4,3.95,days,4,0.589,days,2,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5033836,07_04_2020
Arsenic(V) pentoxide,1303282,DTXSID1034343,229.838,,,213,°C,4,500,°C,4,0.171,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1034343,07_04_2020
Basic copper chloride,1332407,DTXSID6034348,427.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6034348,07_04_2020
Copper oxychloride,1332656,DTXSID6034475,213.56,-1.38,4,,,,,,,,,,24.5,mmHg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6034475,07_04_2020
Copper sulfate,7758987,DTXSID6034479,159.6,-1.03,4,560,°C,1,,,,,,,3.35E-05,mmHg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6034479,07_04_2020
"EDTA, copper salt",12276016,DTXSID0034564,415.304,-1.31,3,,,,422,°C,3,0.403,mol/L,3,2.38E-12,mmHg,3,333,°C,3,86.2,dyn/cm,4,1.58,4,62.1,cm^3,4,24.6,Å^3,4,1.58,g/cm^3,3,187,cm^3,4,,,,11.7,cP,4,2.28E-11,4,9.38,4,,,,,,,,,25.3,L/kg,4,1.05E-11,cm3/molecule*sec,4,4.97,days,4,0.306,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0034564,07_04_2020
Mancozeb,8018017,DTXSID0034695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0034695,07_04_2020
Metiram,9006422,DTXSID9034737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID9034737,07_04_2020
"Octanoic acid, copper salt",20543048,DTXSID0034778,349.958,2.9,4,,,,,,,,,,0.022,mmHg,4,107,°C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0034778,07_04_2020
Sodium warfarin,129066,DTXSID7035010,330.315,,,170,°C,3,515,°C,2,0.000152,mol/L,3,1.83E-08,mmHg,3,207,°C,3,58.7,dyn/cm,4,1.64,4,84.4,cm^3,4,33.5,Å^3,4,1.32,g/cm^3,3,236,cm^3,4,,,,66.7,cP,4,1.14E-09,4,10.7,4,,,,,,,,,947,L/kg,4,3.35E-11,cm3/molecule*sec,4,3.35,days,4,0.409,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID7035010,07_04_2020
Zinc,7440666,DTXSID7035012,65.38,,,192,°C,4,483,°C,4,5.26,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID7035012,07_04_2020
Zinc oxide,1314132,DTXSID7035016,81.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID7035016,07_04_2020
Cyfluthrin,68359375,DTXSID5035957,434.29,,,60,°C,2,443,°C,3,6.91E-09,mol/L,2,1.5E-10,mmHg,2,263,°C,3,54.3,dyn/cm,4,1.61,4,110,cm^3,4,43.7,Å^3,4,1.36,g/cm^3,3,317,cm^3,4,,,,,,,4.42E-09,4,11.7,4,,,,,,,415,3,100000,L/kg,2,3.39E-11,cm3/molecule*sec,4,3.35,days,4,2.42,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5035957,07_04_2020
Nickel sulfide (NiS),16812547,DTXSID5036921,90.75,,,189,°C,4,483,°C,4,0.0822,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5036921,07_04_2020
"2,2',3,4,4',5'-Hexachlorobiphenyl",35065282,DTXSID8038300,360.86,,,79,°C,2,397,°C,3,4.16E-09,mol/L,2,2.47E-06,mmHg,1,192,°C,3,48,dyn/cm,4,1.63,4,80.2,cm^3,4,31.8,Å^3,4,1.6,g/cm^3,3,226,cm^3,4,114,mW/(m*K),4,,,,2.1E-05,2,9.8,2,,,,,,,,,851000,L/kg,2,6.59E-13,cm3/molecule*sec,4,19.9,days,4,389,days,2,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID8038300,07_04_2020
"3,3',4,4',5,5'-Hexachlorobiphenyl",32774166,DTXSID2038314,360.86,,,143,°C,3,397,°C,3,1.41E-09,mol/L,2,3.06E-06,mmHg,3,205,°C,3,48,dyn/cm,4,1.63,4,80.2,cm^3,4,31.8,Å^3,4,1.6,g/cm^3,3,226,cm^3,4,115,mW/(m*K),4,,,,2.94E-05,4,9.7,4,,,,,,,467000,1,384000,L/kg,3,6.66E-13,cm3/molecule*sec,4,35.2,days,4,368,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2038314,07_04_2020
Acrylic acid,79107,DTXSID0039229,72.063,,,13,°C,1,140,°C,1,13.9,mol/L,2,3.97,mmHg,2,56.5,°C,3,30.1,dyn/cm,3,1.42,4,17.2,cm^3,4,6.83,Å^3,4,1.06,g/cm^3,3,67.8,cm^3,4,155,mW/(m*K),4,1.29,cP,4,2E-07,4,3.82,4,4.25,2,,,,,1.09,3,5.08,L/kg,3,1.74E-11,cm3/molecule*sec,4,4.27,days,4,0.219,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0039229,07_04_2020
Antimony potassium tartrate trihydrate,28300745,DTXSID3039240,667.87,-1.45,3,,,,337,°C,3,2.91,mol/L,3,2.71E-08,mmHg,3,211,°C,3,78.5,dyn/cm,3,1.59,4,26.7,cm^3,4,10.6,Å^3,4,1.79,g/cm^3,3,79.6,cm^3,4,176,mW/(m*K),4,31.4,cP,4,3.44E-09,4,6.61,4,,,,,,,,,58.3,L/kg,4,1.68E-12,cm3/molecule*sec,4,4.84,days,4,0.11,days,4,"Level 1: Expert curated, highest confidence in accuracy and consistency of unique chemical identifiers",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID3039240,07_04_2020
