TRI_CHEM_ID,EFFICIENCY RANGE CODE,METHOD NAME - 2005 AND AFTER,WASTE STREAM CODE,NUMBER
100016,E2,Incineration - thermal destruction other than use as a fuel,L,1
100016,E2,Incineration - thermal destruction other than use as a fuel,S,2
100016,E2,Incineration - thermal destruction other than use as a fuel,W,1
100016,E3,Incineration - thermal destruction other than use as a fuel,L,2
100016,E3,Incineration - thermal destruction other than use as a fuel,S,3
100016,E3,Incineration - thermal destruction other than use as a fuel,W,1
100016,E4,Other Air Emission Treatment,A,1
100016,E5,Absorber,A,1
100016,E5,Condenser,A,1
100016,E5,Scrubber,A,1
100027,E1,Biological treatment with or without precipitation,W,1
100027,E1,Incineration - thermal destruction other than use as a fuel,L,1
100027,E1,Incineration - thermal destruction other than use as a fuel,S,1
100027,E2,Incineration - thermal destruction other than use as a fuel,L,2
100027,E2,Incineration - thermal destruction other than use as a fuel,S,1
100027,E3,Biological treatment with or without precipitation,W,1
100027,E3,Incineration - thermal destruction other than use as a fuel,L,3
100027,E3,Incineration - thermal destruction other than use as a fuel,S,4
100027,E4,Adsorption,W,1
100027,E4,Incineration - thermal destruction other than use as a fuel,L,1
100027,E4,Scrubber,A,1
100027,E5,Adsorption,A,1
100027,E6,Neutralization,W,1
100210,E1,Biological treatment with or without precipitation,W,1
100210,E1,Incineration - thermal destruction other than use as a fuel,A,1
100210,E1,Incineration - thermal destruction other than use as a fuel,L,1
100210,E1,Incineration - thermal destruction other than use as a fuel,S,1
100210,E1,Mechanical Separation,A,2
100210,E1,Neutralization,L,1
100210,E1,Neutralization,W,1
100210,E1,Settling or clarification,S,1
100210,E1,Settling or clarification,W,3
100210,E3,Biological treatment with or without precipitation,W,1
100210,E3,Incineration - thermal destruction other than use as a fuel,A,1
100210,E3,Incineration - thermal destruction other than use as a fuel,L,4
100210,E3,Incineration - thermal destruction other than use as a fuel,S,1
100210,E3,Incineration - thermal destruction other than use as a fuel,W,2
100210,E3,Mechanical Separation,A,5
100210,E3,Other Air Emission Treatment,A,2
100210,E4,Incineration - thermal destruction other than use as a fuel,A,1
100210,E4,Incineration - thermal destruction other than use as a fuel,W,1
100210,E4,Mechanical Separation,A,2
100210,E4,Mechanical Separation,S,1
100210,E4,Scrubber,A,3
100210,E4,Settling or clarification,S,1
100210,E5,Biological treatment with or without precipitation,W,2
100210,E5,Mechanical Separation,A,1
100210,E5,Phase separation,W,1
100210,E5,Scrubber,A,1
100210,E5,Scrubber,S,1
100210,E5,Settling or clarification,W,1
100210,E6,Other treatment,W,1
100210,E6,Scrubber,A,1
100254,E1,Biological treatment with or without precipitation,W,1
100254,E1,Incineration - thermal destruction other than use as a fuel,S,1
100254,E3,Incineration - thermal destruction other than use as a fuel,L,1
100254,E3,Other Air Emission Treatment,A,1
100254,E6,Mechanical Separation,A,1
10028156,E1,Chemical oxidation,W,1
10028156,E1,Chemical reduction with or without precipitation,A,4
10028156,E1,Chemical reduction with or without precipitation,W,1
10028156,E1,Incineration - thermal destruction other than use as a fuel,A,2
10028156,E1,Incineration - thermal destruction other than use as a fuel,W,1
10028156,E1,Neutralization,A,1
10028156,E1,Neutralization,W,2
10028156,E1,Other Air Emission Treatment,A,4
10028156,E1,Other treatment,W,1
10028156,E1,Scrubber,A,2
10028156,E2,Chemical reduction with or without precipitation,W,3
10028156,E2,Other Air Emission Treatment,A,5
10028156,E3,Chemical reduction with or without precipitation,A,1
10028156,E3,Chemical reduction with or without precipitation,W,2
10028156,E3,Flare,A,2
10028156,E3,Incineration - thermal destruction other than use as a fuel,A,1
10028156,E3,Other Air Emission Treatment,A,12
10028156,E3,Other treatment,W,1
10028156,E3,Scrubber,A,2
10028156,E3,Wet air oxidation,L,1
10028156,E4,Chemical oxidation,A,1
10028156,E4,Chemical reduction with or without precipitation,W,2
10028156,E4,Flare,A,1
10028156,E4,Incineration - thermal destruction other than use as a fuel,A,2
10028156,E4,Incineration - thermal destruction other than use as a fuel,W,1
10028156,E4,Other Air Emission Treatment,A,15
10028156,E4,Other treatment,W,1
10028156,E4,Scrubber,A,1
10028156,E4,Wet air oxidation,L,1
10028156,E5,Chemical reduction with or without precipitation,W,2
10028156,E5,Incineration - thermal destruction other than use as a fuel,A,1
10028156,E5,Other Air Emission Treatment,A,5
10028156,E5,Other treatment,L,1
10028156,E5,Other treatment,W,2
10028156,E5,Scrubber,A,5
10028156,E6,Chemical oxidation,A,1
10028156,E6,Incineration - thermal destruction other than use as a fuel,A,1
10028156,E6,Mechanical Separation,A,1
10028156,E6,Other Air Emission Treatment,A,4
10028156,E6,Scrubber,A,13
10034932,E1,Neutralization,W,1
10034932,E4,Scrubber,A,1
100414,E1,Absorber,A,2
100414,E1,Adsorption,A,5
100414,E1,Adsorption,W,8
100414,E1,Air or steam stripping,S,1
100414,E1,Air or steam stripping,W,7
100414,E1,Biological treatment with or without precipitation,L,1
100414,E1,Biological treatment with or without precipitation,S,15
100414,E1,Biological treatment with or without precipitation,W,36
100414,E1,Condenser,A,1
100414,E1,Evaporation,S,1
100414,E1,Flare,A,20
100414,E1,Flare,L,1
100414,E1,Incineration - thermal destruction other than use as a fuel,A,28
100414,E1,Incineration - thermal destruction other than use as a fuel,L,29
100414,E1,Incineration - thermal destruction other than use as a fuel,S,21
100414,E1,Incineration - thermal destruction other than use as a fuel,W,9
100414,E1,Macro-encapsulation prior to disposal,S,1
100414,E1,Neutralization,W,2
100414,E1,Other Air Emission Treatment,A,9
100414,E1,Other recovery or reclamation for reuse (including acid regeneration or other chemical reaction process),L,1
100414,E1,Other treatment,L,3
100414,E1,Other treatment,S,1
100414,E1,Other treatment,W,5
100414,E1,Phase separation,L,1
100414,E1,Phase separation,W,10
100414,E1,Scrubber,A,3
100414,E1,Settling or clarification,W,1
100414,E1,Sludge treatment and/or dewatering,L,1
100414,E1,Sludge treatment and/or dewatering,S,2
100414,E1,"Solvent recovery (including distillation, evaporation, fractionation or extraction)",L,5
100414,E1,"Solvent recovery (including distillation, evaporation, fractionation or extraction)",W,1
100414,E2,Adsorption,A,3
100414,E2,Adsorption,W,3
100414,E2,Biological treatment with or without precipitation,W,3
100414,E2,Electrostatic Precipitator,A,2
100414,E2,Flare,A,5
100414,E2,Incineration - thermal destruction other than use as a fuel,A,22
100414,E2,Incineration - thermal destruction other than use as a fuel,L,17
100414,E2,Incineration - thermal destruction other than use as a fuel,S,13
100414,E2,Incineration - thermal destruction other than use as a fuel,W,8
100414,E2,Mechanical Separation,A,2
100414,E2,Other Air Emission Treatment,A,6
100414,E2,Other treatment,A,3
100414,E2,Other treatment,W,1
100414,E2,Phase separation,W,2
100414,E2,Scrubber,L,1
100414,E2,Sludge treatment and/or dewatering,S,1
100414,E3,Absorber,A,18
100414,E3,Absorption,W,2
100414,E3,Adsorption,A,64
100414,E3,Adsorption,L,8
100414,E3,Adsorption,W,41
100414,E3,Adsorption,X,1
100414,E3,Air or steam stripping,A,2
100414,E3,Air or steam stripping,L,2
100414,E3,Air or steam stripping,S,1
100414,E3,Air or steam stripping,W,32
100414,E3,Biological treatment with or without precipitation,L,1
100414,E3,Biological treatment with or without precipitation,S,4
100414,E3,Biological treatment with or without precipitation,W,30
100414,E3,Chemical oxidation,S,1
100414,E3,Chemical oxidation,X,1
100414,E3,Condenser,A,12
100414,E3,Evaporation,A,1
100414,E3,Evaporation,S,1
100414,E3,Flare,A,139
100414,E3,Incineration - thermal destruction other than use as a fuel,A,253
100414,E3,Incineration - thermal destruction other than use as a fuel,L,47
100414,E3,Incineration - thermal destruction other than use as a fuel,S,20
100414,E3,Incineration - thermal destruction other than use as a fuel,W,7
100414,E3,Mechanical Separation,A,5
100414,E3,Other Air Emission Treatment,A,88
100414,E3,Other treatment,A,6
100414,E3,Other treatment,L,5
100414,E3,Other treatment,S,1
100414,E3,Other treatment,W,1
100414,E3,Phase separation,L,2
100414,E3,Phase separation,W,42
100414,E3,Scrubber,A,10
100414,E3,Settling or clarification,W,1
100414,E3,Sludge treatment and/or dewatering,S,2
100414,E3,"Solvent recovery (including distillation, evaporation, fractionation or extraction)",L,1
100414,E3,"Solvent recovery (including distillation, evaporation, fractionation or extraction)",W,1
100414,E4,Absorber,A,41
100414,E4,Absorber,X,1
100414,E4,Absorption,A,1
100414,E4,Absorption,S,1
100414,E4,Adsorption,A,70
100414,E4,Adsorption,L,2
100414,E4,Adsorption,W,30
100414,E4,Air or steam stripping,A,4
100414,E4,Air or steam stripping,L,4
100414,E4,Air or steam stripping,S,1
100414,E4,Air or steam stripping,W,43
100414,E4,Biological treatment with or without precipitation,A,2
100414,E4,Biological treatment with or without precipitation,L,3
100414,E4,Biological treatment with or without precipitation,S,14
100414,E4,Biological treatment with or without precipitation,W,45
100414,E4,Biological treatment with or without precipitation,X,1
100414,E4,Chemical oxidation,A,5
100414,E4,Chemical oxidation,L,1
100414,E4,Chemical oxidation,S,1
100414,E4,Chemical oxidation,W,1
100414,E4,Condenser,A,51
100414,E4,Electrostatic Precipitator,A,2
100414,E4,Evaporation,A,2
100414,E4,Evaporation,S,2
100414,E4,Evaporation,W,2
100414,E4,Flare,A,379
100414,E4,Flare,L,1
100414,E4,Flare,X,1
100414,E4,Incineration - thermal destruction other than use as a fuel,A,481
100414,E4,Incineration - thermal destruction other than use as a fuel,L,24
100414,E4,Incineration - thermal destruction other than use as a fuel,S,9
100414,E4,Incineration - thermal destruction other than use as a fuel,W,7
100414,E4,Incineration - thermal destruction other than use as a fuel,X,1
100414,E4,Macro-encapsulation prior to disposal,S,2
100414,E4,Mechanical Separation,A,9
100414,E4,Mechanical Separation,S,1
100414,E4,Mechanical Separation,W,1
100414,E4,Neutralization,A,1
100414,E4,Neutralization,W,2
100414,E4,Other Air Emission Treatment,A,197
100414,E4,Other recovery or reclamation for reuse (including acid regeneration or other chemical reaction process),A,1
100414,E4,Other recovery or reclamation for reuse (including acid regeneration or other chemical reaction process),L,1
100414,E4,Other treatment,A,4
100414,E4,Other treatment,L,11
100414,E4,Other treatment,S,3
100414,E4,Other treatment,W,1
100414,E4,Phase separation,A,2
100414,E4,Phase separation,L,3
100414,E4,Phase separation,S,1
100414,E4,Phase separation,W,77
100414,E4,Scrubber,A,32
100414,E4,Settling or clarification,A,1
100414,E4,Settling or clarification,W,8
100414,E4,Sludge treatment and/or dewatering,S,3
100414,E4,Sludge treatment and/or dewatering,W,1
100414,E4,"Solvent recovery (including distillation, evaporation, fractionation or extraction)",L,3
100414,E4,"Solvent recovery (including distillation, evaporation, fractionation or extraction)",S,1
100414,E4,Stabilization or chemical fixation prior to disposal,S,1
100414,E4,Wet air oxidation,A,2
100414,E5,Absorber,A,45
100414,E5,Absorption,A,2
100414,E5,Absorption,L,1
100414,E5,Absorption,W,1
100414,E5,Adsorption,A,58
100414,E5,Adsorption,W,17
100414,E5,Air or steam stripping,A,2
100414,E5,Air or steam stripping,S,1
100414,E5,Air or steam stripping,W,50
100414,E5,Biological treatment with or without precipitation,A,1
100414,E5,Biological treatment with or without precipitation,L,1
100414,E5,Biological treatment with or without precipitation,S,12
100414,E5,Biological treatment with or without precipitation,W,48
100414,E5,Chemical oxidation,A,1
100414,E5,Chemical oxidation,S,1
100414,E5,Chemical reduction with or without precipitation,W,1
100414,E5,Condenser,A,95
100414,E5,Condenser,L,1
100414,E5,Condenser,W,1
100414,E5,Condenser,X,1
100414,E5,Electrostatic Precipitator,A,2
100414,E5,Evaporation,L,2
100414,E5,Evaporation,S,1
100414,E5,Flare,A,48
100414,E5,Flare,L,1
100414,E5,Incineration - thermal destruction other than use as a fuel,A,269
100414,E5,Incineration - thermal destruction other than use as a fuel,L,4
100414,E5,Incineration - thermal destruction other than use as a fuel,S,3
100414,E5,Incineration - thermal destruction other than use as a fuel,W,3
100414,E5,Mechanical Separation,A,8
100414,E5,Mechanical Separation,W,3
100414,E5,Neutralization,W,3
100414,E5,Other Air Emission Treatment,A,158
100414,E5,Other Air Emission Treatment,L,1
100414,E5,Other treatment,A,4
100414,E5,Other treatment,L,8
100414,E5,Other treatment,S,1
100414,E5,Other treatment,W,3
100414,E5,Phase separation,L,7
100414,E5,Phase separation,W,71
100414,E5,Scrubber,A,56
100414,E5,Settling or clarification,A,2
100414,E5,Settling or clarification,L,3
100414,E5,Settling or clarification,W,9
100414,E5,Sludge treatment and/or dewatering,S,19
100414,E5,Sludge treatment and/or dewatering,W,1
100414,E5,"Solvent recovery (including distillation, evaporation, fractionation or extraction)",A,2
100414,E5,"Solvent recovery (including distillation, evaporation, fractionation or extraction)",L,16
100414,E5,"Solvent recovery (including distillation, evaporation, fractionation or extraction)",S,2
100414,E5,"Solvent recovery (including distillation, evaporation, fractionation or extraction)",W,2
100414,E5,Stabilization or chemical fixation prior to disposal,S,1
100414,E5,Wet air oxidation,A,1
100414,E6,Absorber,A,10
100414,E6,Absorption,S,1
100414,E6,Adsorption,A,8
100414,E6,Adsorption,S,1
100414,E6,Adsorption,W,7
100414,E6,Air or steam stripping,A,1
100414,E6,Air or steam stripping,L,2
100414,E6,Air or steam stripping,S,2
100414,E6,Air or steam stripping,W,16
100414,E6,Biological treatment with or without precipitation,S,15
100414,E6,Biological treatment with or without precipitation,W,6
100414,E6,Biological treatment with or without precipitation,X,1
100414,E6,Chemical oxidation,W,2
100414,E6,Chemical oxidation,X,1
100414,E6,Chemical reduction with or without precipitation,A,1
100414,E6,Chemical reduction with or without precipitation,W,1
100414,E6,Condenser,A,18
100414,E6,Electrostatic Precipitator,A,6
100414,E6,Evaporation,S,3
100414,E6,Flare,A,17
100414,E6,Incineration - thermal destruction other than use as a fuel,A,58
100414,E6,Incineration - thermal destruction other than use as a fuel,L,4
100414,E6,Incineration - thermal destruction other than use as a fuel,S,5
100414,E6,Incineration - thermal destruction other than use as a fuel,W,2
100414,E6,Macro-encapsulation prior to disposal,L,2
100414,E6,Macro-encapsulation prior to disposal,S,6
100414,E6,Mechanical Separation,A,56
100414,E6,Neutralization,W,10
100414,E6,Other Air Emission Treatment,A,53
100414,E6,Other Air Emission Treatment,L,1
100414,E6,Other chemical precipitation with or without pretreatment,W,1
100414,E6,Other treatment,A,4
100414,E6,Other treatment,L,4
100414,E6,Other treatment,S,6
100414,E6,Other treatment,W,7
100414,E6,Phase separation,A,1
100414,E6,Phase separation,L,1
100414,E6,Phase separation,S,1
100414,E6,Phase separation,W,23
100414,E6,Scrubber,A,44
100414,E6,Scrubber,W,1
100414,E6,Settling or clarification,A,10
100414,E6,Settling or clarification,W,12
100414,E6,Settling or clarification,X,1
100414,E6,Sludge treatment and/or dewatering,L,1
100414,E6,Sludge treatment and/or dewatering,S,12
100414,E6,Sludge treatment and/or dewatering,W,1
100414,E6,"Solvent recovery (including distillation, evaporation, fractionation or extraction)",L,1
100414,E6,Stabilization or chemical fixation prior to disposal,L,1
100414,E6,Stabilization or chemical fixation prior to disposal,S,5
100414,E6,Wet air oxidation,A,1
100425,E1,Absorber,A,3
100425,E1,Adsorption,A,4
100425,E1,Adsorption,W,1
100425,E1,Air or steam stripping,A,1
100425,E1,Air or steam stripping,W,2
100425,E1,Biological treatment with or without precipitation,L,2
100425,E1,Biological treatment with or without precipitation,S,5
100425,E1,Biological treatment with or without precipitation,W,20
100425,E1,Chemical oxidation,L,1
100425,E1,Chemical reduction with or without precipitation,W,2
100425,E1,Condenser,A,1
100425,E1,Condenser,L,1
100425,E1,Evaporation,W,1
100425,E1,Flare,A,8
100425,E1,Flare,L,1
100425,E1,Incineration - thermal destruction other than use as a fuel,A,18
100425,E1,Incineration - thermal destruction other than use as a fuel,L,30
100425,E1,Incineration - thermal destruction other than use as a fuel,S,18
100425,E1,Incineration - thermal destruction other than use as a fuel,W,4
100425,E1,Mechanical Separation,A,2
100425,E1,Neutralization,A,1
100425,E1,Neutralization,L,1
100425,E1,Neutralization,S,1
100425,E1,Neutralization,W,1
100425,E1,Other Air Emission Treatment,A,7
100425,E1,Other Air Emission Treatment,L,1
100425,E1,Other recovery or reclamation for reuse (including acid regeneration or other chemical reaction process),L,1
100425,E1,Other recovery or reclamation for reuse (including acid regeneration or other chemical reaction process),W,1
100425,E1,Other treatment,A,1
100425,E1,Other treatment,L,39
100425,E1,Other treatment,S,12
100425,E1,Other treatment,W,3
100425,E1,Phase separation,W,5
100425,E1,Scrubber,A,5
100425,E1,Settling or clarification,A,1
100425,E1,Settling or clarification,W,1
100425,E1,Sludge treatment and/or dewatering,S,2
100425,E1,"Solvent recovery (including distillation, evaporation, fractionation or extraction)",A,1
100425,E1,"Solvent recovery (including distillation, evaporation, fractionation or extraction)",L,2
100425,E1,Stabilization or chemical fixation prior to disposal,L,38
100425,E1,Stabilization or chemical fixation prior to disposal,S,9
100425,E2,Adsorption,A,1
100425,E2,Adsorption,W,2
100425,E2,Biological treatment with or without precipitation,W,3
100425,E2,Electrostatic Precipitator,A,1
100425,E2,Flare,A,2
100425,E2,Incineration - thermal destruction other than use as a fuel,A,19
100425,E2,Incineration - thermal destruction other than use as a fuel,L,12
100425,E2,Incineration - thermal destruction other than use as a fuel,S,10
100425,E2,Incineration - thermal destruction other than use as a fuel,W,4
100425,E2,Macro-encapsulation prior to disposal,S,1
100425,E2,Other Air Emission Treatment,A,6
100425,E2,Other treatment,L,14
100425,E2,Other treatment,S,3
100425,E2,Scrubber,A,3
100425,E2,Settling or clarification,W,1
100425,E2,Stabilization or chemical fixation prior to disposal,L,9
100425,E2,Stabilization or chemical fixation prior to disposal,S,2
100425,E3,Absorber,A,7
100425,E3,Absorber,X,1
100425,E3,Adsorption,A,12
100425,E3,Adsorption,W,6
100425,E3,Air or steam stripping,A,3
100425,E3,Air or steam stripping,S,1
100425,E3,Air or steam stripping,W,4
100425,E3,Biological treatment with or without precipitation,L,1
100425,E3,Biological treatment with or without precipitation,W,22
100425,E3,Chemical oxidation,A,1
100425,E3,Chemical oxidation,L,2
100425,E3,Chemical reduction with or without precipitation,L,1
100425,E3,Condenser,A,11
100425,E3,Condenser,L,1
100425,E3,Evaporation,L,1
100425,E3,Flare,A,51
100425,E3,Incineration - thermal destruction other than use as a fuel,A,115
100425,E3,Incineration - thermal destruction other than use as a fuel,L,36
100425,E3,Incineration - thermal destruction other than use as a fuel,S,26
100425,E3,Incineration - thermal destruction other than use as a fuel,W,8
100425,E3,Incineration - thermal destruction other than use as a fuel,X,1
100425,E3,Mechanical Separation,A,5
100425,E3,Neutralization,W,1
100425,E3,Other Air Emission Treatment,A,36
100425,E3,Other Air Emission Treatment,L,1
100425,E3,Other treatment,A,4
100425,E3,Other treatment,L,16
100425,E3,Other treatment,S,10
100425,E3,Other treatment,W,1
100425,E3,Phase separation,L,2
100425,E3,Phase separation,W,10
100425,E3,Scrubber,A,8
100425,E3,Settling or clarification,L,1
100425,E3,Sludge treatment and/or dewatering,W,2
100425,E3,"Solvent recovery (including distillation, evaporation, fractionation or extraction)",L,1
100425,E3,Stabilization or chemical fixation prior to disposal,L,12
100425,E3,Stabilization or chemical fixation prior to disposal,S,6
100425,E4,Absorber,A,16
100425,E4,Adsorption,A,32
100425,E4,Adsorption,W,5
100425,E4,Air or steam stripping,A,1
100425,E4,Air or steam stripping,L,2
100425,E4,Air or steam stripping,S,1
100425,E4,Air or steam stripping,W,5
100425,E4,Biological treatment with or without precipitation,A,1
100425,E4,Biological treatment with or without precipitation,L,1
100425,E4,Biological treatment with or without precipitation,S,2
100425,E4,Biological treatment with or without precipitation,W,28
100425,E4,Chemical oxidation,A,4
100425,E4,Chemical reduction with or without precipitation,A,1
100425,E4,Chemical reduction with or without precipitation,W,2
100425,E4,Condenser,A,28
100425,E4,Condenser,L,1
100425,E4,Electrostatic Precipitator,A,2
100425,E4,Evaporation,A,1
100425,E4,Evaporation,L,2
100425,E4,Evaporation,S,2
100425,E4,Flare,A,123
100425,E4,Incineration - thermal destruction other than use as a fuel,A,136
100425,E4,Incineration - thermal destruction other than use as a fuel,L,13
100425,E4,Incineration - thermal destruction other than use as a fuel,S,3
100425,E4,Incineration - thermal destruction other than use as a fuel,W,4
100425,E4,Mechanical Separation,A,17
100425,E4,Neutralization,L,1
100425,E4,Neutralization,W,1
100425,E4,Other Air Emission Treatment,A,70
100425,E4,Other Air Emission Treatment,W,1
100425,E4,Other chemical precipitation with or without pretreatment,W,4
100425,E4,Other treatment,A,2
100425,E4,Other treatment,L,14
100425,E4,Other treatment,S,7
100425,E4,Other treatment,W,4
100425,E4,Other treatment,X,1
100425,E4,Phase separation,A,1
100425,E4,Phase separation,L,4
100425,E4,Phase separation,W,3
100425,E4,Scrubber,A,30
100425,E4,Scrubber,W,1
100425,E4,Settling or clarification,A,2
100425,E4,Settling or clarification,L,1
100425,E4,Settling or clarification,W,2
100425,E4,Sludge treatment and/or dewatering,S,1
100425,E4,"Solvent recovery (including distillation, evaporation, fractionation or extraction)",A,2
100425,E4,"Solvent recovery (including distillation, evaporation, fractionation or extraction)",L,7
100425,E4,"Solvent recovery (including distillation, evaporation, fractionation or extraction)",W,1
100425,E4,Stabilization or chemical fixation prior to disposal,L,8
100425,E4,Stabilization or chemical fixation prior to disposal,S,3
100425,E5,Absorber,A,23
100425,E5,Absorption,W,1
100425,E5,Adsorption,A,36
100425,E5,Adsorption,W,5
100425,E5,Air or steam stripping,W,7
100425,E5,Biological treatment with or without precipitation,A,1
100425,E5,Biological treatment with or without precipitation,L,1
100425,E5,Biological treatment with or without precipitation,S,2
100425,E5,Biological treatment with or without precipitation,W,26
100425,E5,Chemical oxidation,A,1
100425,E5,Chemical reduction with or without precipitation,W,1
100425,E5,Condenser,A,72
100425,E5,Electrostatic Precipitator,A,3
100425,E5,Evaporation,L,1
100425,E5,Evaporation,W,1
100425,E5,Flare,A,14
100425,E5,Incineration - thermal destruction other than use as a fuel,A,63
100425,E5,Incineration - thermal destruction other than use as a fuel,L,5
100425,E5,Incineration - thermal destruction other than use as a fuel,S,1
100425,E5,Incineration - thermal destruction other than use as a fuel,X,2
100425,E5,Mechanical Separation,A,8
100425,E5,Neutralization,L,1
100425,E5,Neutralization,W,3
100425,E5,Other Air Emission Treatment,A,55
100425,E5,Other chemical precipitation with or without pretreatment,W,1
100425,E5,Other treatment,A,1
100425,E5,Other treatment,L,12
100425,E5,Other treatment,S,2
100425,E5,Other treatment,W,2
100425,E5,Phase separation,L,2
100425,E5,Phase separation,W,12
100425,E5,Scrubber,A,56
100425,E5,Scrubber,W,1
100425,E5,Settling or clarification,A,2
100425,E5,Settling or clarification,S,1
100425,E5,Settling or clarification,W,5
100425,E5,"Solvent recovery (including distillation, evaporation, fractionation or extraction)",A,1
100425,E5,"Solvent recovery (including distillation, evaporation, fractionation or extraction)",L,12
100425,E5,"Solvent recovery (including distillation, evaporation, fractionation or extraction)",S,1
100425,E5,Stabilization or chemical fixation prior to disposal,L,2
100425,E5,Stabilization or chemical fixation prior to disposal,S,1
100425,E6,Absorber,A,9
100425,E6,Adsorption,A,10
100425,E6,Adsorption,L,1
100425,E6,Adsorption,W,1
100425,E6,Air or steam stripping,A,1
100425,E6,Air or steam stripping,L,1
100425,E6,Air or steam stripping,W,3
100425,E6,Biological treatment with or without precipitation,A,1
100425,E6,Biological treatment with or without precipitation,S,2
100425,E6,Biological treatment with or without precipitation,W,15
100425,E6,Chemical reduction with or without precipitation,A,1
100425,E6,Chemical reduction with or without precipitation,W,2
100425,E6,Condenser,A,16
100425,E6,Electrostatic Precipitator,A,4
100425,E6,Evaporation,A,1
100425,E6,Evaporation,L,1
100425,E6,Evaporation,W,1
100425,E6,Flare,A,18
100425,E6,Incineration - thermal destruction other than use as a fuel,A,17
100425,E6,Incineration - thermal destruction other than use as a fuel,L,4
100425,E6,Incineration - thermal destruction other than use as a fuel,S,1
100425,E6,Incineration - thermal destruction other than use as a fuel,W,2
100425,E6,Macro-encapsulation prior to disposal,S,2
100425,E6,Macro-encapsulation prior to disposal,W,1
100425,E6,Mechanical Separation,A,33
100425,E6,Neutralization,W,8
100425,E6,Other Air Emission Treatment,A,31
100425,E6,Other Air Emission Treatment,S,1
100425,E6,Other chemical precipitation with or without pretreatment,W,1
100425,E6,Other treatment,A,2
100425,E6,Other treatment,L,4
100425,E6,Other treatment,S,6
100425,E6,Other treatment,W,3
100425,E6,Phase separation,L,1
100425,E6,Phase separation,S,1
100425,E6,Phase separation,W,9
100425,E6,Scrubber,A,29
100425,E6,Settling or clarification,A,14
100425,E6,Settling or clarification,S,4
100425,E6,Settling or clarification,W,9
100425,E6,Sludge treatment and/or dewatering,S,7
100425,E6,Sludge treatment and/or dewatering,W,2
100425,E6,"Solvent recovery (including distillation, evaporation, fractionation or extraction)",L,7
100425,E6,"Solvent recovery (including distillation, evaporation, fractionation or extraction)",S,1
100425,E6,Stabilization or chemical fixation prior to disposal,L,3
100425,E6,Stabilization or chemical fixation prior to disposal,S,5
100447,E1,Adsorption,A,1
100447,E1,Biological treatment with or without precipitation,W,3
100447,E1,Flare,A,1
100447,E1,Incineration - thermal destruction other than use as a fuel,L,3
100447,E1,Incineration - thermal destruction other than use as a fuel,S,2
100447,E1,Neutralization,A,1
100447,E1,Neutralization,L,1
100447,E1,Neutralization,S,1
100447,E1,Neutralization,W,2
100447,E1,Other chemical precipitation with or without pretreatment,L,1
100447,E1,Other recovery or reclamation for reuse (including acid regeneration or other chemical reaction process),W,1
100447,E1,Other treatment,L,1
100447,E1,Other treatment,W,2
100447,E1,Scrubber,A,5
100447,E1,Scrubber,W,1
100447,E2,Condenser,A,1
100447,E2,Incineration - thermal destruction other than use as a fuel,L,3
100447,E2,Incineration - thermal destruction other than use as a fuel,S,3
100447,E2,Incineration - thermal destruction other than use as a fuel,W,2
100447,E2,Neutralization,L,1
100447,E3,Absorber,A,1
100447,E3,Adsorption,W,1
100447,E3,Condenser,A,1
100447,E3,Incineration - thermal destruction other than use as a fuel,A,1
100447,E3,Incineration - thermal destruction other than use as a fuel,L,6
100447,E3,Incineration - thermal destruction other than use as a fuel,S,4
100447,E3,Neutralization,L,1
100447,E3,Neutralization,S,1
100447,E3,Neutralization,W,2
100447,E3,Other treatment,L,1
100447,E3,Scrubber,A,4
100447,E4,Absorber,A,1
100447,E4,Adsorption,A,3
100447,E4,Biological treatment with or without precipitation,W,4
100447,E4,Chemical oxidation,L,1
100447,E4,Condenser,A,4
100447,E4,Flare,A,5
100447,E4,Incineration - thermal destruction other than use as a fuel,A,4
100447,E4,"Metal recovery (by retorting, smelting, or chemical or physical extraction)",A,1
100447,E4,Neutralization,A,1
100447,E4,Neutralization,W,1
100447,E4,Other treatment,W,1
100447,E4,Phase separation,W,1
100447,E4,Scrubber,A,10
100447,E5,Adsorption,A,1
100447,E5,Adsorption,L,1
100447,E5,Air or steam stripping,W,1
100447,E5,Biological treatment with or without precipitation,W,5
100447,E5,Chemical oxidation,L,1
100447,E5,Chemical oxidation,W,1
100447,E5,Condenser,A,2
100447,E5,Flare,W,1
100447,E5,Incineration - thermal destruction other than use as a fuel,A,1
100447,E5,Neutralization,W,1
100447,E5,Other Air Emission Treatment,A,1
100447,E5,Scrubber,A,13
100447,E5,Scrubber,W,1
100447,E6,Absorber,A,1
100447,E6,Adsorption,A,1
100447,E6,Biological treatment with or without precipitation,W,1
100447,E6,Condenser,A,2
100447,E6,Incineration - thermal destruction other than use as a fuel,A,1
100447,E6,Mechanical Separation,A,1
100447,E6,Neutralization,W,2
100447,E6,Scrubber,A,4
100447,E6,Settling or clarification,W,1
100447,E6,Sludge treatment and/or dewatering,S,1
10049044,E1,Absorber,A,3
10049044,E1,Adsorption,W,1
10049044,E1,Biological treatment with or without precipitation,A,1
10049044,E1,Biological treatment with or without precipitation,L,1
10049044,E1,Biological treatment with or without precipitation,W,19
10049044,E1,Chemical oxidation,L,2
10049044,E1,Chemical oxidation,S,1
10049044,E1,Chemical oxidation,W,11
