TRI_CHEM_ID,EFFICIENCY RANGE CODE,METHOD NAME - 2005 AND AFTER,WASTE STREAM CODE,NUMBER
N458,E3,Incineration - thermal destruction other than use as a fuel,L,1
N458,E3,Incineration - thermal destruction other than use as a fuel,S,5
N458,E3,Incineration - thermal destruction other than use as a fuel,W,1
N458,E3,Mechanical Separation,A,121
N458,E3,Other Air Emission Treatment,A,40
N458,E3,Other chemical precipitation with or without pretreatment,L,1
N458,E3,Other chemical precipitation with or without pretreatment,S,1
N458,E3,Other chemical precipitation with or without pretreatment,W,3
N458,E3,Other treatment,L,1
N458,E3,Other treatment,S,1
N458,E3,Other treatment,W,2
N458,E3,Phase separation,A,1
N458,E3,Phase separation,W,5
N458,E3,Scrubber,A,33
N458,E3,Settling or clarification,A,2
N458,E3,Settling or clarification,S,13
N458,E3,Settling or clarification,W,55
N458,E3,Sludge treatment and/or dewatering,S,2
N458,E3,Sludge treatment and/or dewatering,W,2
N458,E3,Stabilization or chemical fixation prior to disposal,S,2
N458,E4,Absorber,A,2
N458,E4,Adsorption,A,1
N458,E4,Air or steam stripping,W,2
N458,E4,Biological treatment with or without precipitation,W,2
N458,E4,Chemical oxidation,W,1
N458,E4,Chemical reduction with or without precipitation,W,2
N458,E4,Electrostatic Precipitator,A,57
N458,E4,Evaporation,S,1
N458,E4,Evaporation,W,1
N458,E4,Flare,A,10
N458,E4,Incineration - thermal destruction other than use as a fuel,A,4
N458,E4,Incineration - thermal destruction other than use as a fuel,S,2
N458,E4,Mechanical Separation,A,108
N458,E4,Neutralization,W,2
N458,E4,Other Air Emission Treatment,A,43
N458,E4,Other chemical precipitation with or without pretreatment,S,1
N458,E4,Other chemical precipitation with or without pretreatment,W,5
N458,E4,Other treatment,S,1
N458,E4,Other treatment,W,3
N458,E4,Phase separation,L,2
N458,E4,Phase separation,S,2
N458,E4,Phase separation,W,4
N458,E4,Scrubber,A,44
N458,E4,Scrubber,W,1
N458,E4,Settling or clarification,A,1
N458,E4,Settling or clarification,L,1
N458,E4,Settling or clarification,S,16
N458,E4,Settling or clarification,W,63
N458,E4,Sludge treatment and/or dewatering,S,2
N458,E4,Sludge treatment and/or dewatering,W,2
N458,E4,Stabilization or chemical fixation prior to disposal,L,1
N458,E4,Stabilization or chemical fixation prior to disposal,S,2
N458,E5,Absorber,A,6
N458,E5,Adsorption,A,4
N458,E5,Adsorption,W,3
N458,E5,Biological treatment with or without precipitation,W,5
N458,E5,Chemical oxidation,W,1
N458,E5,Chemical reduction with or without precipitation,L,1
N458,E5,Chemical reduction with or without precipitation,W,2
N458,E5,Condenser,A,1
N458,E5,Cyanide destruction with or without precipitation,S,1
N458,E5,Electrostatic Precipitator,A,93
N458,E5,Evaporation,W,1
N458,E5,Flare,A,1
N458,E5,Incineration - thermal destruction other than use as a fuel,A,3
N458,E5,Incineration - thermal destruction other than use as a fuel,S,2
N458,E5,Incineration - thermal destruction other than use as a fuel,W,1
N458,E5,Macro-encapsulation prior to disposal,S,2
N458,E5,Mechanical Separation,A,74
N458,E5,Neutralization,L,1
N458,E5,Neutralization,W,1
N458,E5,Other Air Emission Treatment,A,40
N458,E5,Other chemical precipitation with or without pretreatment,W,1
N458,E5,Other treatment,A,3
N458,E5,Other treatment,S,1
N458,E5,Phase separation,A,1
N458,E5,Phase separation,W,4
N458,E5,Scrubber,A,49
N458,E5,Settling or clarification,A,11
N458,E5,Settling or clarification,L,3
N458,E5,Settling or clarification,S,9
N458,E5,Settling or clarification,W,74
N458,E5,Sludge treatment and/or dewatering,S,4
N458,E5,Sludge treatment and/or dewatering,W,1
N458,E5,Stabilization or chemical fixation prior to disposal,S,7
N458,E5,Wet air oxidation,A,1
N458,E6,Absorption,S,1
N458,E6,Adsorption,A,5
N458,E6,Adsorption,S,1
N458,E6,Adsorption,W,2
N458,E6,Air or steam stripping,A,2
N458,E6,Air or steam stripping,W,3
N458,E6,Biological treatment with or without precipitation,S,3
N458,E6,Biological treatment with or without precipitation,W,8
N458,E6,Chemical oxidation,S,2
N458,E6,Chemical oxidation,W,1
N458,E6,Chemical reduction with or without precipitation,A,2
N458,E6,Chemical reduction with or without precipitation,W,1
N458,E6,Condenser,A,1
N458,E6,Cyanide destruction with or without precipitation,W,1
N458,E6,Electrostatic Precipitator,A,250
N458,E6,Evaporation,L,1
N458,E6,Evaporation,S,1
N458,E6,Evaporation,W,3
N458,E6,Flare,A,21
N458,E6,Incineration - thermal destruction other than use as a fuel,A,17
N458,E6,Incineration - thermal destruction other than use as a fuel,L,24
N458,E6,Incineration - thermal destruction other than use as a fuel,S,16
N458,E6,Incineration - thermal destruction other than use as a fuel,W,6
N458,E6,Macro-encapsulation prior to disposal,L,2
N458,E6,Macro-encapsulation prior to disposal,S,7
N458,E6,Mechanical Separation,A,68
N458,E6,Neutralization,A,2
N458,E6,Neutralization,L,2
N458,E6,Neutralization,S,7
N458,E6,Neutralization,W,15
N458,E6,Other Air Emission Treatment,A,63
N458,E6,Other chemical precipitation with or without pretreatment,W,4
N458,E6,Other treatment,L,3
N458,E6,Other treatment,S,20
N458,E6,Other treatment,W,4
N458,E6,Phase separation,A,1
N458,E6,Phase separation,L,1
N458,E6,Phase separation,W,11
N458,E6,Scrubber,A,83
N458,E6,Settling or clarification,A,8
N458,E6,Settling or clarification,L,2
N458,E6,Settling or clarification,S,19
N458,E6,Settling or clarification,W,97
N458,E6,Sludge treatment and/or dewatering,A,1
N458,E6,Sludge treatment and/or dewatering,L,1
N458,E6,Sludge treatment and/or dewatering,S,25
N458,E6,Sludge treatment and/or dewatering,W,2
N458,E6,Stabilization or chemical fixation prior to disposal,L,3
N458,E6,Stabilization or chemical fixation prior to disposal,S,25
N458,E6,Stabilization or chemical fixation prior to disposal,W,2
N495,E1,Adsorption,W,1
N495,E1,Biological treatment with or without precipitation,W,2
N495,E1,Chemical reduction with or without precipitation,L,1
N495,E1,Chemical reduction with or without precipitation,S,2
N495,E1,Chemical reduction with or without precipitation,W,16
N495,E1,Cyanide destruction with or without precipitation,W,1
N495,E1,Electrostatic Precipitator,A,1
N495,E1,Electrostatic Precipitator,W,2
N495,E1,Evaporation,S,4
N495,E1,Evaporation,W,2
N495,E1,Incineration - thermal destruction other than use as a fuel,L,3
N495,E1,Incineration - thermal destruction other than use as a fuel,S,6
N495,E1,Incineration - thermal destruction other than use as a fuel,W,1
N495,E1,Macro-encapsulation prior to disposal,S,1
N495,E1,Mechanical Separation,A,11
N495,E1,"Metal recovery (by retorting, smelting, or chemical or physical extraction)",S,1
N495,E1,"Metal recovery (by retorting, smelting, or chemical or physical extraction)",W,2
N495,E1,Neutralization,L,1
N495,E1,Neutralization,S,1
N495,E1,Neutralization,W,17
N495,E1,Other Air Emission Treatment,A,2
N495,E1,Other chemical precipitation with or without pretreatment,W,4
N495,E1,Other recovery or reclamation for reuse (including acid regeneration or other chemical reaction process),S,1
N495,E1,Other treatment,A,2
N495,E1,Other treatment,S,4
N495,E1,Other treatment,W,7
N495,E1,Scrubber,A,7
N495,E1,Settling or clarification,A,3
N495,E1,Settling or clarification,L,1
N495,E1,Settling or clarification,S,15
N495,E1,Settling or clarification,W,59
N495,E1,Sludge treatment and/or dewatering,S,12
N495,E1,Sludge treatment and/or dewatering,W,5
N495,E1,Stabilization or chemical fixation prior to disposal,S,3
N495,E1,Stabilization or chemical fixation prior to disposal,W,1
N495,E2,Absorption,W,1
N495,E2,Chemical reduction with or without precipitation,W,1
N495,E2,Incineration - thermal destruction other than use as a fuel,L,3
N495,E2,Incineration - thermal destruction other than use as a fuel,S,3
N495,E2,Incineration - thermal destruction other than use as a fuel,W,1
N495,E2,Mechanical Separation,A,17
N495,E2,Other Air Emission Treatment,A,2
N495,E2,Other chemical precipitation with or without pretreatment,W,2
N495,E2,Scrubber,A,3
N495,E2,Settling or clarification,S,3
N495,E2,Settling or clarification,W,4
N495,E2,Sludge treatment and/or dewatering,S,2
N495,E2,Sludge treatment and/or dewatering,W,3
N495,E2,Stabilization or chemical fixation prior to disposal,L,1
N495,E2,Stabilization or chemical fixation prior to disposal,S,3
N495,E3,Absorber,A,2
N495,E3,Adsorption,L,1
N495,E3,Adsorption,W,3
N495,E3,Biological treatment with or without precipitation,W,1
N495,E3,Chemical oxidation,W,1
N495,E3,Chemical reduction with or without precipitation,A,1
N495,E3,Chemical reduction with or without precipitation,L,7
N495,E3,Chemical reduction with or without precipitation,S,3
N495,E3,Chemical reduction with or without precipitation,W,56
N495,E3,Electrostatic Precipitator,A,99
N495,E3,Electrostatic Precipitator,S,2
N495,E3,Evaporation,S,3
N495,E3,Evaporation,W,1
N495,E3,Flare,A,3
N495,E3,Incineration - thermal destruction other than use as a fuel,A,4
N495,E3,Incineration - thermal destruction other than use as a fuel,L,5
N495,E3,Incineration - thermal destruction other than use as a fuel,S,1
N495,E3,Mechanical Separation,A,218
N495,E3,Mechanical Separation,S,4
N495,E3,Mechanical Separation,W,1
N495,E3,"Metal recovery (by retorting, smelting, or chemical or physical extraction)",S,1
N495,E3,Neutralization,L,1
N495,E3,Neutralization,S,1
N495,E3,Neutralization,W,12
N495,E3,Other Air Emission Treatment,A,59
N495,E3,Other Air Emission Treatment,S,1
N495,E3,Other Air Emission Treatment,X,6
N495,E3,Other chemical precipitation with or without pretreatment,S,2
N495,E3,Other chemical precipitation with or without pretreatment,W,15
N495,E3,Other treatment,L,3
N495,E3,Other treatment,S,8
N495,E3,Other treatment,W,10
N495,E3,Phase separation,A,1
N495,E3,Phase separation,L,1
N495,E3,Scrubber,A,67
N495,E3,Settling or clarification,A,13
N495,E3,Settling or clarification,L,1
N495,E3,Settling or clarification,S,24
N495,E3,Settling or clarification,W,99
N495,E3,Settling or clarification,X,1
N495,E3,Sludge treatment and/or dewatering,S,10
N495,E3,Sludge treatment and/or dewatering,W,6
N495,E3,Stabilization or chemical fixation prior to disposal,S,1
N495,E3,Stabilization or chemical fixation prior to disposal,W,1
N495,E3,Wet air oxidation,A,1
N495,E4,Absorber,A,1
N495,E4,Absorption,W,2
N495,E4,Adsorption,W,9
N495,E4,Air or steam stripping,W,1
N495,E4,Biological treatment with or without precipitation,S,1
N495,E4,Biological treatment with or without precipitation,W,2
N495,E4,Chemical reduction with or without precipitation,L,6
N495,E4,Chemical reduction with or without precipitation,S,7
N495,E4,Chemical reduction with or without precipitation,W,94
N495,E4,Condenser,A,5
N495,E4,Cyanide destruction with or without precipitation,W,2
N495,E4,Electrostatic Precipitator,A,139
N495,E4,Electrostatic Precipitator,W,2
N495,E4,Evaporation,S,4
N495,E4,Evaporation,W,2
N495,E4,Flare,A,6
N495,E4,Incineration - thermal destruction other than use as a fuel,A,5
N495,E4,Incineration - thermal destruction other than use as a fuel,L,2
N495,E4,Incineration - thermal destruction other than use as a fuel,S,6
N495,E4,Incineration - thermal destruction other than use as a fuel,W,1
N495,E4,Macro-encapsulation prior to disposal,W,1
N495,E4,Mechanical Separation,A,250
N495,E4,"Metal recovery (by retorting, smelting, or chemical or physical extraction)",S,1
N495,E4,"Metal recovery (by retorting, smelting, or chemical or physical extraction)",W,3
N495,E4,Neutralization,L,2
N495,E4,Neutralization,S,1
N495,E4,Neutralization,W,21
N495,E4,Other Air Emission Treatment,A,64
N495,E4,Other Air Emission Treatment,S,1
N495,E4,Other Air Emission Treatment,W,1
N495,E4,Other Air Emission Treatment,X,1
N495,E4,Other chemical precipitation with or without pretreatment,L,2
N495,E4,Other chemical precipitation with or without pretreatment,W,22
N495,E4,Other recovery or reclamation for reuse (including acid regeneration or other chemical reaction process),L,1
N495,E4,Other recovery or reclamation for reuse (including acid regeneration or other chemical reaction process),S,2
N495,E4,Other treatment,L,3
N495,E4,Other treatment,S,5
N495,E4,Other treatment,W,17
N495,E4,Phase separation,A,1
N495,E4,Phase separation,L,1
N495,E4,Phase separation,S,4
N495,E4,Phase separation,W,3
N495,E4,Phase separation,X,1
N495,E4,Scrubber,A,171
N495,E4,Scrubber,S,2
N495,E4,Scrubber,W,2
N495,E4,Settling or clarification,A,15
N495,E4,Settling or clarification,L,4
N495,E4,Settling or clarification,S,25
N495,E4,Settling or clarification,W,105
N495,E4,Sludge treatment and/or dewatering,S,22
N495,E4,Sludge treatment and/or dewatering,W,15
N495,E4,"Solvent recovery (including distillation, evaporation, fractionation or extraction)",L,1
N495,E4,Stabilization or chemical fixation prior to disposal,L,1
N495,E4,Stabilization or chemical fixation prior to disposal,S,4
N495,E5,Absorber,A,3
N495,E5,Absorption,S,1
N495,E5,Absorption,W,1
N495,E5,Adsorption,A,3
N495,E5,Adsorption,W,5
N495,E5,Biological treatment with or without precipitation,L,1
N495,E5,Biological treatment with or without precipitation,S,1
N495,E5,Biological treatment with or without precipitation,W,8
N495,E5,Chemical reduction with or without precipitation,A,2
N495,E5,Chemical reduction with or without precipitation,L,1
N495,E5,Chemical reduction with or without precipitation,S,3
N495,E5,Chemical reduction with or without precipitation,W,65
N495,E5,Electrostatic Precipitator,A,68
N495,E5,Electrostatic Precipitator,S,2
N495,E5,Electrostatic Precipitator,W,2
N495,E5,Evaporation,S,9
N495,E5,Evaporation,W,8
N495,E5,Evaporation,X,1
N495,E5,Flare,A,3
N495,E5,Incineration - thermal destruction other than use as a fuel,W,2
N495,E5,Macro-encapsulation prior to disposal,S,3
N495,E5,Mechanical Separation,A,104
N495,E5,Mechanical Separation,S,2
N495,E5,Mechanical Separation,W,1
N495,E5,"Metal recovery (by retorting, smelting, or chemical or physical extraction)",S,3
N495,E5,"Metal recovery (by retorting, smelting, or chemical or physical extraction)",W,5
N495,E5,Neutralization,A,1
N495,E5,Neutralization,S,1
N495,E5,Neutralization,W,8
N495,E5,Other Air Emission Treatment,A,44
N495,E5,Other Air Emission Treatment,S,1
N495,E5,Other chemical precipitation with or without pretreatment,L,1
N495,E5,Other chemical precipitation with or without pretreatment,S,1
N495,E5,Other chemical precipitation with or without pretreatment,W,16
N495,E5,Other recovery or reclamation for reuse (including acid regeneration or other chemical reaction process),S,2
N495,E5,Other recovery or reclamation for reuse (including acid regeneration or other chemical reaction process),W,2
N495,E5,Other treatment,A,3
N495,E5,Other treatment,S,6
N495,E5,Other treatment,W,12
N495,E5,Phase separation,A,1
N495,E5,Phase separation,W,8
N495,E5,Scrubber,A,148
N495,E5,Scrubber,S,3
N495,E5,Scrubber,W,1
N495,E5,Settling or clarification,A,13
N495,E5,Settling or clarification,L,4
N495,E5,Settling or clarification,S,18
N495,E5,Settling or clarification,W,102
N495,E5,Sludge treatment and/or dewatering,S,18
N495,E5,Sludge treatment and/or dewatering,W,14
N495,E5,Stabilization or chemical fixation prior to disposal,L,1
N495,E5,Stabilization or chemical fixation prior to disposal,S,9
N495,E6,Absorption,L,1
N495,E6,Absorption,S,1
N495,E6,Absorption,W,1
N495,E6,Adsorption,A,5
N495,E6,Adsorption,S,2
N495,E6,Adsorption,W,3
N495,E6,Air or steam stripping,S,1
N495,E6,Air or steam stripping,W,1
N495,E6,Biological treatment with or without precipitation,S,9
N495,E6,Biological treatment with or without precipitation,W,8
N495,E6,Chemical oxidation,S,3
N495,E6,Chemical oxidation,W,3
N495,E6,Chemical reduction with or without precipitation,A,1
N495,E6,Chemical reduction with or without precipitation,L,1
N495,E6,Chemical reduction with or without precipitation,S,1
N495,E6,Chemical reduction with or without precipitation,W,20
N495,E6,Cyanide destruction with or without precipitation,L,1
N495,E6,Cyanide destruction with or without precipitation,S,2
N495,E6,Cyanide destruction with or without precipitation,W,1
N495,E6,Electrostatic Precipitator,A,23
N495,E6,Evaporation,L,2
N495,E6,Evaporation,S,17
N495,E6,Evaporation,W,10
N495,E6,Flare,A,11
N495,E6,Incineration - thermal destruction other than use as a fuel,A,11
N495,E6,Incineration - thermal destruction other than use as a fuel,L,24
N495,E6,Incineration - thermal destruction other than use as a fuel,S,16
N495,E6,Incineration - thermal destruction other than use as a fuel,W,7
N495,E6,Macro-encapsulation prior to disposal,S,10
N495,E6,Macro-encapsulation prior to disposal,W,1
N495,E6,Mechanical Separation,A,38
N495,E6,"Metal recovery (by retorting, smelting, or chemical or physical extraction)",W,4
N495,E6,Neutralization,L,4
N495,E6,Neutralization,S,6
N495,E6,Neutralization,W,23
N495,E6,Other Air Emission Treatment,A,41
N495,E6,Other chemical precipitation with or without pretreatment,W,6
N495,E6,Other treatment,L,5
N495,E6,Other treatment,S,27
N495,E6,Other treatment,W,17
N495,E6,Phase separation,L,1
N495,E6,Phase separation,W,10
N495,E6,Scrubber,A,43
N495,E6,Scrubber,W,2
N495,E6,Settling or clarification,A,3
N495,E6,Settling or clarification,L,4
N495,E6,Settling or clarification,S,18
N495,E6,Settling or clarification,W,54
N495,E6,Settling or clarification,X,1
N495,E6,Sludge treatment and/or dewatering,A,1
N495,E6,Sludge treatment and/or dewatering,L,1
N495,E6,Sludge treatment and/or dewatering,S,89
N495,E6,Sludge treatment and/or dewatering,W,3
N495,E6,Sludge treatment and/or dewatering,X,1
N495,E6,"Solvent recovery (including distillation, evaporation, fractionation or extraction)",S,1
N495,E6,Stabilization or chemical fixation prior to disposal,L,5
N495,E6,Stabilization or chemical fixation prior to disposal,S,25
N495,E6,Stabilization or chemical fixation prior to disposal,W,2
N495,E6,Wet air oxidation,A,1
N495,E6,Wet air oxidation,S,1
N503,E1,Biological treatment with or without precipitation,S,1
N503,E1,Biological treatment with or without precipitation,W,1
N503,E1,Incineration - thermal destruction other than use as a fuel,A,1
N503,E1,Incineration - thermal destruction other than use as a fuel,L,3
N503,E1,Incineration - thermal destruction other than use as a fuel,S,3
N503,E1,Incineration - thermal destruction other than use as a fuel,W,2
N503,E1,Scrubber,A,1
N503,E2,Incineration - thermal destruction other than use as a fuel,A,1
N503,E2,Incineration - thermal destruction other than use as a fuel,L,7
N503,E2,Incineration - thermal destruction other than use as a fuel,S,6
N503,E2,Incineration - thermal destruction other than use as a fuel,W,4
N503,E2,Other Air Emission Treatment,A,1
N503,E3,Biological treatment with or without precipitation,W,1
N503,E3,Incineration - thermal destruction other than use as a fuel,A,1
N503,E3,Incineration - thermal destruction other than use as a fuel,L,3
N503,E3,Incineration - thermal destruction other than use as a fuel,S,5
N503,E3,Incineration - thermal destruction other than use as a fuel,W,2
N503,E3,Mechanical Separation,A,2
N503,E3,Settling or clarification,A,1
N503,E4,Biological treatment with or without precipitation,W,1
N503,E4,Incineration - thermal destruction other than use as a fuel,A,6
N503,E4,Incineration - thermal destruction other than use as a fuel,L,1
N503,E4,Incineration - thermal destruction other than use as a fuel,W,1
N503,E4,Other Air Emission Treatment,A,4
N503,E4,Scrubber,A,2
N503,E5,Adsorption,A,2
N503,E5,Biological treatment with or without precipitation,A,1
N503,E5,Incineration - thermal destruction other than use as a fuel,A,6
N503,E5,Macro-encapsulation prior to disposal,S,1
N503,E5,Other Air Emission Treatment,A,1
N503,E5,Scrubber,A,7
N503,E6,Biological treatment with or without precipitation,W,1
N503,E6,Mechanical Separation,A,9
N503,E6,Other Air Emission Treatment,A,1
N503,E6,Scrubber,A,5
N503,E6,Settling or clarification,A,4
N503,E6,Stabilization or chemical fixation prior to disposal,S,1
N511,E1,Absorber,A,1
N511,E1,Biological treatment with or without precipitation,S,3
N511,E1,Biological treatment with or without precipitation,W,37
N511,E1,Chemical oxidation,S,2
N511,E1,Chemical oxidation,W,2
N511,E1,Chemical oxidation,X,1
N511,E1,Chemical reduction with or without precipitation,W,12
N511,E1,Electrostatic Precipitator,A,2
N511,E1,Evaporation,L,2
N511,E1,Evaporation,S,1
N511,E1,Evaporation,W,5
N511,E1,Incineration - thermal destruction other than use as a fuel,A,2
N511,E1,Incineration - thermal destruction other than use as a fuel,L,9
N511,E1,Incineration - thermal destruction other than use as a fuel,S,15
N511,E1,Incineration - thermal destruction other than use as a fuel,W,6
N511,E1,Macro-encapsulation prior to disposal,S,1
N511,E1,Neutralization,A,1
N511,E1,Neutralization,L,9
N511,E1,Neutralization,S,4
N511,E1,Neutralization,W,153
N511,E1,Other Air Emission Treatment,A,3
N511,E1,Other chemical precipitation with or without pretreatment,L,1
N511,E1,Other chemical precipitation with or without pretreatment,W,2
N511,E1,Other treatment,A,1
N511,E1,Other treatment,L,1
N511,E1,Other treatment,S,4
N511,E1,Other treatment,W,16
N511,E1,Scrubber,A,6
N511,E1,Scrubber,W,1
N511,E1,Settling or clarification,W,16
N511,E1,Settling or clarification,X,1
N511,E1,Sludge treatment and/or dewatering,S,4
N511,E1,Sludge treatment and/or dewatering,W,6
N511,E1,Stabilization or chemical fixation prior to disposal,L,1
N511,E1,Stabilization or chemical fixation prior to disposal,S,1
N511,E2,Adsorption,W,1
N511,E2,Biological treatment with or without precipitation,L,1
N511,E2,Biological treatment with or without precipitation,W,7
N511,E2,Chemical reduction with or without precipitation,W,4
N511,E2,Incineration - thermal destruction other than use as a fuel,A,1
N511,E2,Incineration - thermal destruction other than use as a fuel,L,10
N511,E2,Incineration - thermal destruction other than use as a fuel,S,7
N511,E2,Incineration - thermal destruction other than use as a fuel,W,7
N511,E2,Mechanical Separation,A,4
N511,E2,Neutralization,W,16
N511,E2,Other Air Emission Treatment,A,2
N511,E2,Other treatment,A,1
N511,E2,Other treatment,L,1
N511,E2,Other treatment,S,1
N511,E2,Other treatment,W,3
N511,E2,Scrubber,A,3
N511,E2,Settling or clarification,A,1
N511,E2,Settling or clarification,W,22
N511,E2,Sludge treatment and/or dewatering,S,3
N511,E2,Sludge treatment and/or dewatering,W,3
N511,E2,Stabilization or chemical fixation prior to disposal,S,1
N511,E3,Biological treatment with or without precipitation,S,1
N511,E3,Biological treatment with or without precipitation,W,28
N511,E3,Chemical reduction with or without precipitation,S,1
N511,E3,Chemical reduction with or without precipitation,W,7
N511,E3,Evaporation,W,2
N511,E3,Incineration - thermal destruction other than use as a fuel,A,7
N511,E3,Incineration - thermal destruction other than use as a fuel,L,5
N511,E3,Incineration - thermal destruction other than use as a fuel,S,8
N511,E3,Incineration - thermal destruction other than use as a fuel,W,2
N511,E3,Mechanical Separation,A,8
N511,E3,Neutralization,A,1
N511,E3,Neutralization,W,41
N511,E3,Other Air Emission Treatment,A,1
N511,E3,Other chemical precipitation with or without pretreatment,S,1
N511,E3,Other chemical precipitation with or without pretreatment,W,6
N511,E3,Other treatment,L,1
N511,E3,Other treatment,S,5
N511,E3,Other treatment,W,7
N511,E3,Scrubber,A,8
N511,E3,Settling or clarification,A,1
N511,E3,Settling or clarification,L,1
N511,E3,Settling or clarification,W,6
N511,E3,Sludge treatment and/or dewatering,W,5
N511,E3,Stabilization or chemical fixation prior to disposal,S,1
N511,E4,Adsorption,A,1
N511,E4,Adsorption,W,1
N511,E4,Air or steam stripping,W,1
N511,E4,Biological treatment with or without precipitation,L,1
N511,E4,Biological treatment with or without precipitation,W,55
N511,E4,Chemical oxidation,A,2
N511,E4,Chemical oxidation,W,3
N511,E4,Chemical reduction with or without precipitation,L,1
N511,E4,Chemical reduction with or without precipitation,W,5
N511,E4,Electrostatic Precipitator,A,1
N511,E4,Evaporation,W,2
N511,E4,Flare,A,3
N511,E4,Incineration - thermal destruction other than use as a fuel,A,16
N511,E4,Incineration - thermal destruction other than use as a fuel,L,3
N511,E4,Incineration - thermal destruction other than use as a fuel,S,2
N511,E4,Incineration - thermal destruction other than use as a fuel,W,2
N511,E4,Mechanical Separation,A,6
N511,E4,Neutralization,L,2
N511,E4,Neutralization,S,1
N511,E4,Neutralization,W,34
N511,E4,Other Air Emission Treatment,A,3
N511,E4,Other chemical precipitation with or without pretreatment,W,6
N511,E4,Other treatment,L,1
N511,E4,Other treatment,S,2
N511,E4,Other treatment,W,6
N511,E4,Phase separation,L,1
N511,E4,Phase separation,W,1
N511,E4,Scrubber,A,38
N511,E4,Scrubber,W,2
N511,E4,Settling or clarification,S,2
N511,E4,Settling or clarification,W,12
N511,E4,Sludge treatment and/or dewatering,S,14
N511,E4,Sludge treatment and/or dewatering,W,1
N511,E4,Stabilization or chemical fixation prior to disposal,L,1
N511,E4,Stabilization or chemical fixation prior to disposal,S,3
N511,E5,Adsorption,A,2
N511,E5,Adsorption,W,2
N511,E5,Air or steam stripping,L,1
N511,E5,Air or steam stripping,W,1
N511,E5,Biological treatment with or without precipitation,L,5
N511,E5,Biological treatment with or without precipitation,S,2
N511,E5,Biological treatment with or without precipitation,W,108
N511,E5,Chemical oxidation,W,5
N511,E5,Chemical reduction with or without precipitation,W,5
N511,E5,Condenser,A,1
N511,E5,Cyanide destruction with or without precipitation,S,1
N511,E5,Cyanide destruction with or without precipitation,W,1
N511,E5,Electrostatic Precipitator,A,1
N511,E5,Evaporation,L,3
N511,E5,Evaporation,S,1
N511,E5,Evaporation,W,3
N511,E5,Flare,A,2
N511,E5,Incineration - thermal destruction other than use as a fuel,A,2
N511,E5,Incineration - thermal destruction other than use as a fuel,S,2
N511,E5,Incineration - thermal destruction other than use as a fuel,W,3
N511,E5,Mechanical Separation,A,3
N511,E5,Neutralization,L,2
N511,E5,Neutralization,S,3
N511,E5,Neutralization,W,26
N511,E5,Other Air Emission Treatment,A,2
N511,E5,Other chemical precipitation with or without pretreatment,L,2
N511,E5,Other chemical precipitation with or without pretreatment,S,1
N511,E5,Other chemical precipitation with or without pretreatment,W,5
N511,E5,Other treatment,A,1
N511,E5,Other treatment,L,2
N511,E5,Other treatment,S,4
N511,E5,Other treatment,W,14
N511,E5,Phase separation,L,1
N511,E5,Phase separation,W,2
N511,E5,Scrubber,A,41
N511,E5,Scrubber,W,2
N511,E5,Settling or clarification,S,5
N511,E5,Settling or clarification,W,14
N511,E5,Sludge treatment and/or dewatering,S,18
N511,E5,Sludge treatment and/or dewatering,W,3
N511,E5,Sludge treatment and/or dewatering,X,1
N511,E5,Stabilization or chemical fixation prior to disposal,S,4
N511,E6,Absorber,A,1
N511,E6,Adsorption,A,1
N511,E6,Adsorption,W,1
N511,E6,Air or steam stripping,W,5
N511,E6,Biological treatment with or without precipitation,L,2
N511,E6,Biological treatment with or without precipitation,S,2
N511,E6,Biological treatment with or without precipitation,W,93
N511,E6,Chemical oxidation,W,4
N511,E6,Chemical reduction with or without precipitation,A,1
N511,E6,Chemical reduction with or without precipitation,L,1
N511,E6,Chemical reduction with or without precipitation,W,12
N511,E6,Condenser,A,1
N511,E6,Electrostatic Precipitator,A,1
N511,E6,Evaporation,S,1
N511,E6,Evaporation,W,6
N511,E6,Flare,A,2
N511,E6,Incineration - thermal destruction other than use as a fuel,A,3
N511,E6,Incineration - thermal destruction other than use as a fuel,L,1
N511,E6,Incineration - thermal destruction other than use as a fuel,S,2
N511,E6,Incineration - thermal destruction other than use as a fuel,W,1
N511,E6,Macro-encapsulation prior to disposal,W,1
N511,E6,Mechanical Separation,A,5
N511,E6,Neutralization,A,2
N511,E6,Neutralization,L,10
N511,E6,Neutralization,S,1
N511,E6,Neutralization,W,202
N511,E6,Other Air Emission Treatment,A,3
N511,E6,Other chemical precipitation with or without pretreatment,L,1
N511,E6,Other chemical precipitation with or without pretreatment,S,1
N511,E6,Other chemical precipitation with or without pretreatment,W,8
N511,E6,Other recovery or reclamation for reuse (including acid regeneration or other chemical reaction process),W,1
N511,E6,Other treatment,S,5
N511,E6,Other treatment,W,39
N511,E6,Phase separation,A,1
N511,E6,Phase separation,W,7
N511,E6,Scrubber,A,24
N511,E6,Settling or clarification,A,1
N511,E6,Settling or clarification,S,10
N511,E6,Settling or clarification,W,43
N511,E6,Sludge treatment and/or dewatering,S,71
N511,E6,Sludge treatment and/or dewatering,W,9
N511,E6,Stabilization or chemical fixation prior to disposal,S,8
N511,E6,Stabilization or chemical fixation prior to disposal,W,1
N511,E6,Wet air oxidation,A,1
N530,E1,Biological treatment with or without precipitation,W,1
N530,E1,Incineration - thermal destruction other than use as a fuel,L,1
N530,E3,Adsorption,A,1
N530,E3,Adsorption,W,1
